  time  ,:20:40 A,:20:47 A,:20:55 A,:21:01 A,:21:07 A,:21:36 A,:21:40 A,:21:49 A,:21:56 A,:22:03 A,:22:44 A,:22:50 A,:22:55 A,:23:01 A,:23:07 A,:23:39 A,:23:46 A,:23:52 A,:23:59 A,:24:05 A,:24:37 A,:24:43 A,:24:49 A,:24:54 A,:24:59 A,:25:31 A,:25:41 A,:25:46 A,:25:55 A,:26:02 A,:26:33 A,:26:42 A,:26:49 A,:26:55 A,:27:02 A,:27:37 A,:27:44 A,:27:51 A,:27:59 A,:28:06 A,:28:41 A,:28:50 A,:28:58 A,:29:08 A,:29:17 A,:30:12 A,:30:18 A,:30:26 A,:30:33 A,:30:41 A,:31:38 A,:31:48 A,:31:54 A,:32:01 A,:32:09 A,:32:40 A,:32:46 A,:32:53 A,:32:58 A,:33:04 A,:33:38 A,:33:45 A,:33:50 A,:33:57 A,:34:03 A,:34:36 A,:34:44 A,:34:51 A,:35:00 A,:35:11 A,:35:46 A,:35:52 A,:35:58 A,:36:04 A,:36:11 A,:36:43 A,:36:49 A,:36:56 A,:37:02 A,:37:10 A,:37:44 A,:37:50 A,:37:57 A,:38:03 A,:38:11 A,:38:47 A,:38:54 A,:39:01 A,:39:09 A,:39:15 A,:39:53 A,:39:59 A,:40:04 A,:40:12 A,:40:19 A,:41:05 A,:41:11 A,:41:16 A,:41:33 A,:41:44 A,:48:37 A,:48:45 A,:48:51 A,:48:59 A,:49:05 A,:49:37 A,:49:45 A,:49:54 A,:50:02 A,:50:07 A,:50:40 A,:50:47 A,:50:54 A,:51:01 A,:51:09 A,:51:48 A,:51:55 A,:52:01 A,:52:08 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 884 , 0.472466 , 0.494798 , 0.490616 , 0.520203 , 0.420283 , 0.416116 , 0.446526 , 0.430215 , 0.427096 , 0.470177 , 0.461176 , 0.474779 , 0.448807 , 0.463062 , 0.519924 , 0.31542 , 0.427337 , 0.452291 , 0.439853 , 0.401419 , 0.415014 , 0.37482 , 0.448606 , 0.432908 , 0.432761 , 0.471535 , 0.439612 , 0.463574 , 0.42317 , 0.419135 , 0.361248 , 0.476385 , 0.465785 , 0.449731 , 0.43685 , 0.448171 , 0.530578 , 0.322807 , 0.37139 , 0.469743 , 0.404205 , 0.348522 , 0.467531 , 0.41624 , 0.398215 , 0.448939 , 0.395553 , 0.450002 , 0.454705 , 0.475516 , 0.46331 , 0.444648 , 0.479667 , 0.426537 , 0.446479 , 0.399441 , 0.438922 , 0.36512 , 0.434134 , 0.400124 , 0.384868 , 0.414976 , 0.388057 , 0.427034 , 0.407821 , 0.447969 , 0.456 , 0.417389 , 0.449661 , 0.439395 , 0.442724 , 0.436136 , 0.47249 , 0.457785 , 0.46085 , 0.457389 , 0.466864 , 0.442049 , 0.459632 , 0.44724 , 0.453929 , 0.498135 , 0.432031 , 0.414083 , 0.385334 , 0.356724 , 0.293639 , 0.354187 , 0.367332 , 0.340243 , 0.401792 , 0.426421 , 0.396096 , 0.40817 , 0.4276 , 0.464435 , 0.415433 , 0.396771 , 0.417474 , 0.447853 , 0.470263 , 0.436733 , 0.406013 , 0.403957 , 0.449661 , 0.422813 , 0.448039 , 0.487023 , 0.484618 , 0.402537 , 0.437975 , 0.369202 , 0.393311 , 0.419251 , 0.348848 , 0.392341 , 0.399239 , 0.378459 , 0.384348 
 885 , 0.472792 , 0.495275 , 0.490987 , 0.520318 , 0.420371 , 0.416472 , 0.446722 , 0.430364 , 0.427165 , 0.470668 , 0.461523 , 0.474971 , 0.449033 , 0.463461 , 0.520225 , 0.315763 , 0.427648 , 0.452753 , 0.440294 , 0.401787 , 0.415212 , 0.375141 , 0.448955 , 0.433111 , 0.433134 , 0.471835 , 0.439656 , 0.464006 , 0.42343 , 0.419507 , 0.361444 , 0.476652 , 0.466107 , 0.450068 , 0.437072 , 0.448613 , 0.53077 , 0.323187 , 0.371709 , 0.470076 , 0.404254 , 0.349024 , 0.46778 , 0.416714 , 0.398659 , 0.449407 , 0.395686 , 0.450387 , 0.45494 , 0.475796 , 0.463586 , 0.444963 , 0.480076 , 0.426721 , 0.446659 , 0.399927 , 0.439344 , 0.365421 , 0.434504 , 0.400542 , 0.385227 , 0.415383 , 0.388558 , 0.427157 , 0.408083 , 0.448193 , 0.456333 , 0.417811 , 0.450029 , 0.439772 , 0.44287 , 0.436488 , 0.472777 , 0.458068 , 0.461236 , 0.45757 , 0.46708 , 0.442177 , 0.459889 , 0.447539 , 0.454216 , 0.49866 , 0.432535 , 0.41441 , 0.385616 , 0.357172 , 0.294066 , 0.354487 , 0.367374 , 0.340355 , 0.402114 , 0.426869 , 0.396744 , 0.40848 , 0.427951 , 0.464753 , 0.41592 , 0.396986 , 0.417865 , 0.448084 , 0.470395 , 0.436994 , 0.406355 , 0.404496 , 0.450084 , 0.423313 , 0.448434 , 0.487057 , 0.485072 , 0.402885 , 0.438262 , 0.369491 , 0.393569 , 0.419468 , 0.349047 , 0.39248 , 0.399593 , 0.379017 , 0.384744 
 886 , 0.47312 , 0.495772 , 0.49137 , 0.520438 , 0.420456 , 0.41685 , 0.446925 , 0.430517 , 0.427247 , 0.471177 , 0.46188 , 0.475181 , 0.449274 , 0.463871 , 0.520539 , 0.316119 , 0.427965 , 0.453232 , 0.44075 , 0.402175 , 0.415421 , 0.37548 , 0.449313 , 0.433319 , 0.433522 , 0.472137 , 0.439704 , 0.464456 , 0.423695 , 0.419886 , 0.361649 , 0.476929 , 0.466439 , 0.450422 , 0.437308 , 0.449063 , 0.530975 , 0.323588 , 0.37203 , 0.470419 , 0.404306 , 0.349534 , 0.468039 , 0.417201 , 0.399123 , 0.449891 , 0.395821 , 0.450788 , 0.455191 , 0.476094 , 0.463863 , 0.445293 , 0.480504 , 0.426911 , 0.446831 , 0.400427 , 0.43979 , 0.365723 , 0.434888 , 0.400981 , 0.385604 , 0.415796 , 0.38907 , 0.427294 , 0.408357 , 0.448423 , 0.456674 , 0.418255 , 0.450414 , 0.440157 , 0.443022 , 0.436848 , 0.473066 , 0.458368 , 0.46163 , 0.457759 , 0.467297 , 0.442311 , 0.460155 , 0.447838 , 0.454519 , 0.499199 , 0.433054 , 0.41475 , 0.385916 , 0.357636 , 0.294505 , 0.354795 , 0.367417 , 0.340472 , 0.402441 , 0.42734 , 0.397414 , 0.408802 , 0.428316 , 0.465073 , 0.41642 , 0.397203 , 0.418278 , 0.448314 , 0.470537 , 0.437269 , 0.40671 , 0.405055 , 0.450515 , 0.42382 , 0.448837 , 0.487084 , 0.485547 , 0.403245 , 0.438565 , 0.369798 , 0.393839 , 0.419683 , 0.349245 , 0.392629 , 0.399958 , 0.379601 , 0.385159 
 887 , 0.473099 , 0.496256 , 0.491772 , 0.52075 , 0.421123 , 0.417253 , 0.4473 , 0.430727 , 0.427053 , 0.47188 , 0.462221 , 0.475428 , 0.449423 , 0.464038 , 0.520899 , 0.316634 , 0.42828 , 0.453655 , 0.44133 , 0.402528 , 0.415853 , 0.375903 , 0.449864 , 0.433511 , 0.434125 , 0.47236 , 0.439882 , 0.465053 , 0.424112 , 0.420328 , 0.36209 , 0.477339 , 0.466846 , 0.451052 , 0.437633 , 0.449573 , 0.531266 , 0.324209 , 0.37245 , 0.47085 , 0.404565 , 0.350072 , 0.468207 , 0.417819 , 0.399728 , 0.450525 , 0.396196 , 0.451382 , 0.455629 , 0.476529 , 0.464321 , 0.44575 , 0.481075 , 0.427297 , 0.447363 , 0.401175 , 0.440433 , 0.366204 , 0.435336 , 0.401521 , 0.386136 , 0.416254 , 0.389683 , 0.427604 , 0.408726 , 0.448755 , 0.457171 , 0.418889 , 0.450879 , 0.440645 , 0.443359 , 0.437373 , 0.473532 , 0.458721 , 0.462064 , 0.458123 , 0.467633 , 0.442635 , 0.460538 , 0.448141 , 0.454929 , 0.499685 , 0.433716 , 0.415278 , 0.38638 , 0.358102 , 0.294933 , 0.355043 , 0.367589 , 0.340719 , 0.402827 , 0.428068 , 0.397761 , 0.40919 , 0.428729 , 0.465399 , 0.417001 , 0.39747 , 0.418802 , 0.448747 , 0.470779 , 0.437412 , 0.40698 , 0.404927 , 0.45065 , 0.42423 , 0.448873 , 0.487116 , 0.485802 , 0.403637 , 0.438663 , 0.370058 , 0.394151 , 0.419848 , 0.349316 , 0.39279 , 0.400208 , 0.380119 , 0.385507 
 888 , 0.473245 , 0.497009 , 0.492177 , 0.52135 , 0.42188 , 0.417869 , 0.447831 , 0.431156 , 0.427201 , 0.472566 , 0.462587 , 0.475977 , 0.449615 , 0.464316 , 0.52116 , 0.317049 , 0.42848 , 0.454052 , 0.442044 , 0.402947 , 0.416519 , 0.376381 , 0.450555 , 0.433746 , 0.434686 , 0.47255 , 0.440133 , 0.465468 , 0.424588 , 0.420751 , 0.36277 , 0.477753 , 0.467418 , 0.451802 , 0.43808 , 0.450065 , 0.531803 , 0.325023 , 0.372828 , 0.471437 , 0.404969 , 0.350619 , 0.468524 , 0.418311 , 0.400255 , 0.451084 , 0.396624 , 0.452055 , 0.45616 , 0.4769 , 0.464742 , 0.446307 , 0.481543 , 0.427888 , 0.448091 , 0.401795 , 0.441088 , 0.366812 , 0.435783 , 0.402134 , 0.386731 , 0.41674 , 0.390236 , 0.428117 , 0.4092 , 0.449197 , 0.457921 , 0.419535 , 0.451289 , 0.441286 , 0.443694 , 0.437875 , 0.473979 , 0.45916 , 0.462468 , 0.458702 , 0.468161 , 0.443181 , 0.461016 , 0.448494 , 0.455481 , 0.500175 , 0.434315 , 0.415856 , 0.38681 , 0.358562 , 0.295377 , 0.355309 , 0.367909 , 0.341074 , 0.403137 , 0.42893 , 0.398045 , 0.40969 , 0.42923 , 0.465579 , 0.417616 , 0.397942 , 0.419322 , 0.449347 , 0.471563 , 0.437717 , 0.407487 , 0.404819 , 0.451076 , 0.42473 , 0.449212 , 0.48759 , 0.486603 , 0.404408 , 0.438988 , 0.370538 , 0.394745 , 0.420388 , 0.349664 , 0.3933 , 0.400729 , 0.380889 , 0.386005 
 889 , 0.473439 , 0.497845 , 0.49261 , 0.522013 , 0.422663 , 0.418553 , 0.448399 , 0.431635 , 0.427422 , 0.473272 , 0.462978 , 0.476598 , 0.449825 , 0.464641 , 0.521403 , 0.317452 , 0.428673 , 0.454457 , 0.442808 , 0.403412 , 0.417238 , 0.376884 , 0.45129 , 0.434011 , 0.435246 , 0.47275 , 0.440409 , 0.465868 , 0.425094 , 0.421182 , 0.363517 , 0.478174 , 0.46803 , 0.452596 , 0.438564 , 0.450577 , 0.532395 , 0.325894 , 0.373209 , 0.472077 , 0.405408 , 0.351187 , 0.468877 , 0.418798 , 0.400791 , 0.451638 , 0.397077 , 0.45277 , 0.456714 , 0.477271 , 0.465163 , 0.446903 , 0.481999 , 0.428531 , 0.448866 , 0.402398 , 0.441763 , 0.36746 , 0.436244 , 0.402786 , 0.387345 , 0.417254 , 0.390805 , 0.428673 , 0.409708 , 0.449674 , 0.458741 , 0.420208 , 0.451709 , 0.441969 , 0.444036 , 0.43839 , 0.474452 , 0.459636 , 0.462883 , 0.459335 , 0.468735 , 0.443782 , 0.461521 , 0.448874 , 0.456081 , 0.500688 , 0.434913 , 0.416454 , 0.38725 , 0.359035 , 0.29585 , 0.355598 , 0.368276 , 0.341447 , 0.403444 , 0.429853 , 0.398344 , 0.410222 , 0.429766 , 0.465742 , 0.41826 , 0.398471 , 0.41986 , 0.449991 , 0.472473 , 0.438065 , 0.408068 , 0.404742 , 0.451583 , 0.425276 , 0.449642 , 0.48816 , 0.487534 , 0.405281 , 0.439372 , 0.371087 , 0.395406 , 0.421008 , 0.350078 , 0.393886 , 0.401321 , 0.38173 , 0.386553 
 890 , 0.473709 , 0.498575 , 0.49306 , 0.522771 , 0.423373 , 0.419277 , 0.448836 , 0.432371 , 0.427924 , 0.473885 , 0.463516 , 0.477399 , 0.450223 , 0.465309 , 0.521416 , 0.317926 , 0.428936 , 0.454973 , 0.443624 , 0.403951 , 0.417977 , 0.377484 , 0.451992 , 0.434483 , 0.435837 , 0.473215 , 0.440675 , 0.466282 , 0.425668 , 0.421651 , 0.364342 , 0.478659 , 0.468752 , 0.453466 , 0.439033 , 0.451235 , 0.533115 , 0.32682 , 0.373722 , 0.472705 , 0.405951 , 0.351821 , 0.46931 , 0.41938 , 0.40144 , 0.452263 , 0.397607 , 0.453538 , 0.457268 , 0.477806 , 0.465676 , 0.447489 , 0.482548 , 0.429231 , 0.449641 , 0.403114 , 0.442389 , 0.368135 , 0.436818 , 0.403544 , 0.388099 , 0.417722 , 0.391383 , 0.429374 , 0.410215 , 0.450223 , 0.459563 , 0.420847 , 0.452159 , 0.442763 , 0.444421 , 0.438906 , 0.474977 , 0.460209 , 0.463405 , 0.459994 , 0.46939 , 0.444349 , 0.462002 , 0.449378 , 0.456646 , 0.501173 , 0.435574 , 0.417101 , 0.387629 , 0.3596 , 0.296241 , 0.355878 , 0.368677 , 0.341859 , 0.403791 , 0.430761 , 0.398794 , 0.410765 , 0.430275 , 0.465891 , 0.418822 , 0.399073 , 0.420384 , 0.450605 , 0.473367 , 0.438388 , 0.408541 , 0.404788 , 0.452016 , 0.425581 , 0.449976 , 0.488621 , 0.488326 , 0.406015 , 0.4394 , 0.371498 , 0.395933 , 0.42154 , 0.350363 , 0.394355 , 0.401807 , 0.382353 , 0.387119 
 891 , 0.474018 , 0.499122 , 0.493541 , 0.523569 , 0.424113 , 0.420008 , 0.449098 , 0.43335 , 0.428547 , 0.47437 , 0.464196 , 0.478259 , 0.450886 , 0.466288 , 0.521372 , 0.318468 , 0.429317 , 0.455616 , 0.444519 , 0.404517 , 0.418645 , 0.378146 , 0.452642 , 0.435066 , 0.436453 , 0.473986 , 0.440903 , 0.466729 , 0.426238 , 0.422141 , 0.365141 , 0.479221 , 0.469487 , 0.454454 , 0.439356 , 0.451944 , 0.533816 , 0.327729 , 0.374329 , 0.473152 , 0.406434 , 0.35252 , 0.469704 , 0.42008 , 0.402296 , 0.452882 , 0.398223 , 0.454309 , 0.457669 , 0.478476 , 0.466192 , 0.448007 , 0.483214 , 0.429806 , 0.450324 , 0.404004 , 0.442964 , 0.368733 , 0.437568 , 0.404293 , 0.38893 , 0.418108 , 0.392057 , 0.430095 , 0.410699 , 0.450709 , 0.460154 , 0.421347 , 0.452626 , 0.443549 , 0.444944 , 0.439436 , 0.475549 , 0.46082 , 0.464083 , 0.460627 , 0.470097 , 0.444784 , 0.46244 , 0.450012 , 0.457084 , 0.501656 , 0.436349 , 0.417827 , 0.388008 , 0.360274 , 0.296571 , 0.356113 , 0.369118 , 0.342265 , 0.404309 , 0.431586 , 0.399402 , 0.411325 , 0.43072 , 0.466168 , 0.419319 , 0.399707 , 0.421018 , 0.45119 , 0.474178 , 0.438698 , 0.408967 , 0.405079 , 0.452481 , 0.425773 , 0.450268 , 0.489075 , 0.488939 , 0.406546 , 0.439219 , 0.371788 , 0.396427 , 0.421981 , 0.350612 , 0.394791 , 0.40224 , 0.382612 , 0.387696 
 892 , 0.474283 , 0.499635 , 0.494053 , 0.52436 , 0.424962 , 0.420748 , 0.449365 , 0.434357 , 0.429048 , 0.474862 , 0.464905 , 0.479069 , 0.451626 , 0.467294 , 0.521481 , 0.319066 , 0.429756 , 0.456307 , 0.445481 , 0.405072 , 0.41926 , 0.378827 , 0.453307 , 0.435595 , 0.437091 , 0.474846 , 0.441121 , 0.467237 , 0.426796 , 0.42263 , 0.365869 , 0.479825 , 0.470165 , 0.455518 , 0.439569 , 0.452607 , 0.53443 , 0.328613 , 0.37495 , 0.473495 , 0.406809 , 0.353273 , 0.470028 , 0.420852 , 0.40327 , 0.453459 , 0.398878 , 0.455052 , 0.457956 , 0.479157 , 0.466666 , 0.448489 , 0.483927 , 0.430255 , 0.450966 , 0.404983 , 0.443574 , 0.369271 , 0.438419 , 0.404991 , 0.389765 , 0.418488 , 0.392846 , 0.430761 , 0.411192 , 0.451111 , 0.460586 , 0.421793 , 0.453097 , 0.444266 , 0.445569 , 0.440011 , 0.476141 , 0.461398 , 0.464841 , 0.461245 , 0.470825 , 0.445183 , 0.462902 , 0.450701 , 0.457457 , 0.502169 , 0.437212 , 0.418632 , 0.388446 , 0.361019 , 0.296915 , 0.356322 , 0.369577 , 0.342664 , 0.404951 , 0.432386 , 0.400053 , 0.411924 , 0.43114 , 0.466578 , 0.419863 , 0.400334 , 0.421793 , 0.451819 , 0.474983 , 0.439046 , 0.409463 , 0.405506 , 0.453073 , 0.426056 , 0.450628 , 0.48963 , 0.489589 , 0.40705 , 0.439175 , 0.372086 , 0.397044 , 0.422445 , 0.350965 , 0.395331 , 0.402755 , 0.3828 , 0.388293 
 893 , 0.474554 , 0.500208 , 0.49461 , 0.52504 , 0.425811 , 0.421398 , 0.449699 , 0.435298 , 0.429498 , 0.475353 , 0.465608 , 0.47979 , 0.452337 , 0.468189 , 0.521611 , 0.319645 , 0.430143 , 0.456984 , 0.446423 , 0.405603 , 0.419874 , 0.379505 , 0.453934 , 0.436073 , 0.437694 , 0.475684 , 0.441317 , 0.467737 , 0.427344 , 0.423141 , 0.366581 , 0.480451 , 0.470851 , 0.456588 , 0.439776 , 0.453224 , 0.535043 , 0.329543 , 0.375535 , 0.473852 , 0.40716 , 0.354012 , 0.470359 , 0.421616 , 0.404223 , 0.454055 , 0.399463 , 0.455854 , 0.458234 , 0.479814 , 0.467108 , 0.448981 , 0.484614 , 0.430692 , 0.451586 , 0.405941 , 0.444173 , 0.369824 , 0.43926 , 0.405691 , 0.390597 , 0.418914 , 0.393671 , 0.431418 , 0.411693 , 0.451449 , 0.461017 , 0.422229 , 0.453587 , 0.444971 , 0.446165 , 0.440542 , 0.4767 , 0.461985 , 0.465583 , 0.461824 , 0.471537 , 0.44556 , 0.463357 , 0.451393 , 0.457847 , 0.502677 , 0.438082 , 0.419398 , 0.388887 , 0.361781 , 0.297274 , 0.356497 , 0.369985 , 0.343072 , 0.405594 , 0.433161 , 0.400714 , 0.412516 , 0.431555 , 0.467003 , 0.420438 , 0.400972 , 0.422552 , 0.452442 , 0.475756 , 0.439389 , 0.409983 , 0.405949 , 0.453692 , 0.426352 , 0.450998 , 0.490116 , 0.490229 , 0.407539 , 0.43913 , 0.372381 , 0.397672 , 0.422899 , 0.351293 , 0.395906 , 0.403295 , 0.383006 , 0.388871 
 894 , 0.474801 , 0.500912 , 0.495213 , 0.525148 , 0.426385 , 0.421462 , 0.450201 , 0.435706 , 0.429611 , 0.475755 , 0.466102 , 0.479983 , 0.452675 , 0.468487 , 0.521688 , 0.320023 , 0.430152 , 0.457452 , 0.447105 , 0.405933 , 0.420355 , 0.379999 , 0.454243 , 0.43624 , 0.438034 , 0.476175 , 0.441397 , 0.468059 , 0.42776 , 0.423524 , 0.367113 , 0.481042 , 0.471349 , 0.457412 , 0.439886 , 0.453532 , 0.535447 , 0.330468 , 0.375836 , 0.474259 , 0.407436 , 0.354542 , 0.470654 , 0.422125 , 0.404857 , 0.45455 , 0.39957 , 0.4567 , 0.458398 , 0.480168 , 0.46738 , 0.449376 , 0.485035 , 0.431017 , 0.451939 , 0.406539 , 0.444566 , 0.370314 , 0.439837 , 0.406272 , 0.391195 , 0.419441 , 0.394413 , 0.431907 , 0.412085 , 0.45147 , 0.461357 , 0.422497 , 0.454049 , 0.445464 , 0.446418 , 0.440775 , 0.476991 , 0.462416 , 0.46607 , 0.462117 , 0.472012 , 0.445811 , 0.463717 , 0.451987 , 0.45822 , 0.503014 , 0.438762 , 0.419837 , 0.389215 , 0.362432 , 0.297574 , 0.356539 , 0.370056 , 0.343394 , 0.406086 , 0.433701 , 0.401228 , 0.412933 , 0.431794 , 0.467299 , 0.421017 , 0.401535 , 0.423006 , 0.452861 , 0.476232 , 0.439692 , 0.410516 , 0.406369 , 0.454259 , 0.426563 , 0.451316 , 0.490152 , 0.490662 , 0.407889 , 0.43911 , 0.372634 , 0.398091 , 0.423265 , 0.351381 , 0.396442 , 0.40379 , 0.383322 , 0.389239 
 895 , 0.475052 , 0.501654 , 0.495824 , 0.525289 , 0.426777 , 0.421321 , 0.450582 , 0.435931 , 0.429704 , 0.476228 , 0.466603 , 0.479973 , 0.452731 , 0.468849 , 0.521591 , 0.32032 , 0.43002 , 0.457847 , 0.447663 , 0.406289 , 0.420818 , 0.380481 , 0.454531 , 0.43645 , 0.438461 , 0.47639 , 0.441453 , 0.468314 , 0.428212 , 0.423607 , 0.367735 , 0.48166 , 0.471744 , 0.458058 , 0.440009 , 0.453939 , 0.535659 , 0.331428 , 0.376111 , 0.474833 , 0.407894 , 0.355038 , 0.470998 , 0.422545 , 0.405397 , 0.45509 , 0.399535 , 0.457652 , 0.458617 , 0.4805 , 0.467917 , 0.449796 , 0.485487 , 0.431431 , 0.452342 , 0.407043 , 0.444907 , 0.370849 , 0.440261 , 0.406961 , 0.391792 , 0.420056 , 0.395091 , 0.432485 , 0.412402 , 0.451555 , 0.461844 , 0.422788 , 0.454498 , 0.445993 , 0.446488 , 0.440934 , 0.477338 , 0.46276 , 0.466466 , 0.462322 , 0.472409 , 0.44609 , 0.464098 , 0.452585 , 0.45869 , 0.503203 , 0.439482 , 0.420137 , 0.389416 , 0.363146 , 0.297894 , 0.356603 , 0.370111 , 0.343809 , 0.406475 , 0.434334 , 0.401724 , 0.413294 , 0.431901 , 0.467406 , 0.421742 , 0.402178 , 0.42325 , 0.453233 , 0.47673 , 0.44005 , 0.411088 , 0.406702 , 0.454709 , 0.426656 , 0.451612 , 0.490019 , 0.491025 , 0.408413 , 0.438899 , 0.372981 , 0.398254 , 0.423664 , 0.351179 , 0.396883 , 0.404205 , 0.383773 , 0.389765 
 896 , 0.475332 , 0.50245 , 0.496496 , 0.525443 , 0.427197 , 0.42117 , 0.450996 , 0.436185 , 0.4298 , 0.476739 , 0.467158 , 0.479968 , 0.45281 , 0.469248 , 0.521491 , 0.320638 , 0.429881 , 0.458276 , 0.448271 , 0.406676 , 0.421316 , 0.381006 , 0.454851 , 0.436681 , 0.438917 , 0.476625 , 0.44152 , 0.468597 , 0.428702 , 0.423707 , 0.368415 , 0.482335 , 0.472168 , 0.458764 , 0.440154 , 0.454388 , 0.535903 , 0.332456 , 0.376418 , 0.475446 , 0.408392 , 0.355572 , 0.471379 , 0.423008 , 0.405984 , 0.455673 , 0.399502 , 0.458682 , 0.458861 , 0.480871 , 0.4685 , 0.450248 , 0.485987 , 0.431874 , 0.452785 , 0.407595 , 0.445278 , 0.371424 , 0.440707 , 0.407709 , 0.392434 , 0.420722 , 0.395825 , 0.433118 , 0.412743 , 0.451655 , 0.462367 , 0.423114 , 0.454981 , 0.446571 , 0.446563 , 0.441105 , 0.477723 , 0.46314 , 0.466905 , 0.462538 , 0.472835 , 0.4464 , 0.464506 , 0.453241 , 0.459195 , 0.503409 , 0.44026 , 0.420462 , 0.389652 , 0.363909 , 0.298246 , 0.356678 , 0.370172 , 0.34425 , 0.406895 , 0.435013 , 0.402259 , 0.413679 , 0.43202 , 0.467524 , 0.422528 , 0.402877 , 0.423512 , 0.453631 , 0.47726 , 0.440438 , 0.41171 , 0.407074 , 0.455193 , 0.426749 , 0.451923 , 0.489875 , 0.491412 , 0.408969 , 0.438673 , 0.373352 , 0.398428 , 0.424098 , 0.350968 , 0.397354 , 0.40465 , 0.384267 , 0.390327 
 897 , 0.475926 , 0.503101 , 0.496972 , 0.526171 , 0.427639 , 0.42164 , 0.451541 , 0.436518 , 0.430091 , 0.477151 , 0.467539 , 0.480038 , 0.453081 , 0.469547 , 0.52118 , 0.320851 , 0.429881 , 0.45858 , 0.448686 , 0.407133 , 0.421672 , 0.381265 , 0.455306 , 0.436816 , 0.439372 , 0.476724 , 0.441501 , 0.468749 , 0.42897 , 0.423551 , 0.368919 , 0.482498 , 0.472394 , 0.459104 , 0.440219 , 0.454782 , 0.535928 , 0.333083 , 0.376781 , 0.47574 , 0.408698 , 0.356033 , 0.471708 , 0.423374 , 0.406319 , 0.456024 , 0.399553 , 0.45929 , 0.458992 , 0.480973 , 0.469095 , 0.450646 , 0.486425 , 0.432091 , 0.453161 , 0.408093 , 0.445493 , 0.371701 , 0.44105 , 0.408182 , 0.39286 , 0.421067 , 0.396368 , 0.433429 , 0.413084 , 0.451653 , 0.462765 , 0.42335 , 0.455193 , 0.447009 , 0.446589 , 0.441404 , 0.478095 , 0.463411 , 0.467362 , 0.462846 , 0.473297 , 0.446791 , 0.464781 , 0.453653 , 0.459629 , 0.503641 , 0.440896 , 0.420971 , 0.389949 , 0.364427 , 0.298732 , 0.357025 , 0.370548 , 0.344929 , 0.407432 , 0.43576 , 0.402916 , 0.414076 , 0.43226 , 0.467821 , 0.423341 , 0.403682 , 0.423979 , 0.454121 , 0.478224 , 0.441227 , 0.412891 , 0.407851 , 0.456072 , 0.427398 , 0.452887 , 0.490529 , 0.492577 , 0.410036 , 0.4393 , 0.374168 , 0.399158 , 0.425011 , 0.351324 , 0.398061 , 0.405529 , 0.385071 , 0.391151 
 898 , 0.476592 , 0.503758 , 0.497328 , 0.526731 , 0.428117 , 0.422454 , 0.452148 , 0.436946 , 0.4305 , 0.477569 , 0.467924 , 0.480582 , 0.453651 , 0.469645 , 0.520939 , 0.321182 , 0.43008 , 0.458788 , 0.449289 , 0.407688 , 0.42218 , 0.381758 , 0.45588 , 0.437172 , 0.439684 , 0.477286 , 0.441583 , 0.469007 , 0.429288 , 0.423787 , 0.369448 , 0.482771 , 0.472933 , 0.459741 , 0.44046 , 0.455331 , 0.5364 , 0.33384 , 0.377453 , 0.476131 , 0.409174 , 0.356499 , 0.472028 , 0.423819 , 0.406654 , 0.456672 , 0.399982 , 0.459951 , 0.45941 , 0.481277 , 0.469815 , 0.451001 , 0.48677 , 0.4326 , 0.453586 , 0.408932 , 0.44584 , 0.372097 , 0.441542 , 0.40873 , 0.39356 , 0.421444 , 0.397098 , 0.433868 , 0.413625 , 0.451631 , 0.463288 , 0.423763 , 0.455638 , 0.447641 , 0.44672 , 0.44176 , 0.478304 , 0.463902 , 0.468013 , 0.463158 , 0.473821 , 0.447124 , 0.465081 , 0.453942 , 0.459951 , 0.504016 , 0.441526 , 0.421735 , 0.390434 , 0.364924 , 0.29917 , 0.357266 , 0.37078 , 0.345424 , 0.407938 , 0.436485 , 0.403552 , 0.414425 , 0.432802 , 0.468207 , 0.4239 , 0.404174 , 0.424433 , 0.454588 , 0.478789 , 0.441574 , 0.41369 , 0.408471 , 0.456575 , 0.427899 , 0.4534 , 0.490833 , 0.493321 , 0.410709 , 0.439612 , 0.374472 , 0.399562 , 0.425419 , 0.351644 , 0.398512 , 0.406097 , 0.38566 , 0.39154 
