  time  ,:20:40 A,:20:47 A,:20:55 A,:21:01 A,:21:07 A,:21:36 A,:21:40 A,:21:49 A,:21:56 A,:22:03 A,:22:44 A,:22:50 A,:22:55 A,:23:01 A,:23:07 A,:23:39 A,:23:46 A,:23:52 A,:23:59 A,:24:05 A,:24:37 A,:24:43 A,:24:49 A,:24:54 A,:24:59 A,:25:31 A,:25:41 A,:25:46 A,:25:55 A,:26:02 A,:26:33 A,:26:42 A,:26:49 A,:26:55 A,:27:02 A,:27:37 A,:27:44 A,:27:51 A,:27:59 A,:28:06 A,:28:41 A,:28:50 A,:28:58 A,:29:08 A,:29:17 A,:30:12 A,:30:18 A,:30:26 A,:30:33 A,:30:41 A,:31:38 A,:31:48 A,:31:54 A,:32:01 A,:32:09 A,:32:40 A,:32:46 A,:32:53 A,:32:58 A,:33:04 A,:33:38 A,:33:45 A,:33:50 A,:33:57 A,:34:03 A,:34:36 A,:34:44 A,:34:51 A,:35:00 A,:35:11 A,:35:46 A,:35:52 A,:35:58 A,:36:04 A,:36:11 A,:36:43 A,:36:49 A,:36:56 A,:37:02 A,:37:10 A,:37:44 A,:37:50 A,:37:57 A,:38:03 A,:38:11 A,:38:47 A,:38:54 A,:39:01 A,:39:09 A,:39:15 A,:39:53 A,:39:59 A,:40:04 A,:40:12 A,:40:19 A,:41:05 A,:41:11 A,:41:16 A,:41:33 A,:41:44 A,:48:37 A,:48:45 A,:48:51 A,:48:59 A,:49:05 A,:49:37 A,:49:45 A,:49:54 A,:50:02 A,:50:07 A,:50:40 A,:50:47 A,:50:54 A,:51:01 A,:51:09 A,:51:48 A,:51:55 A,:52:01 A,:52:08 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 463 , 0.065732 , 0.043504 , 0.04601 , 0.067892 , 0.054203 , 0.064278 , 0.076044 , 0.057517 , 0.038591 , 0.04176 , 0.045837 , 0.054457 , 0.038885 , 0.047009 , 0.078723 , 0.064358 , 0.046466 , 0.042361 , 0.058793 , 0.044526 , 0.064006 , 0.063048 , 0.063244 , 0.057834 , 0.052141 , 0.055929 , 0.071512 , 0.074583 , 0.064387 , 0.068487 , 0.051275 , 0.054843 , 0.049364 , 0.049393 , 0.039936 , 0.030496 , 0.037321 , 0.052268 , 0.031495 , 0.049312 , 0.031022 , 0.037194 , 0.029971 , 0.038729 , 0.042667 , 0.04224 , 0.045952 , 0.044081 , 0.041195 , 0.049497 , 0.043625 , 0.062805 , 0.041299 , 0.041501 , 0.049422 , 0.04631 , 0.060057 , 0.060496 , 0.056876 , 0.064237 , 0.06523 , 0.080675 , 0.077291 , 0.042459 , 0.037407 , 0.045611 , 0.04922 , 0.05586 , 0.042419 , 0.042973 , 0.043331 , 0.042211 , 0.04926 , 0.052216 , 0.042355 , 0.048319 , 0.042621 , 0.05131 , 0.041674 , 0.042424 , 0.066812 , 0.095865 , 0.081847 , 0.081985 , 0.064838 , 0.042326 , 0.047141 , 0.036189 , 0.034994 , 0.026426 , 0.04515 , 0.052165 , 0.045375 , 0.066466 , 0.037505 , 0.030184 , 0.045005 , 0.033677 , 0.039959 , 0.037315 , 0.075611 , 0.052424 , 0.052563 , 0.061119 , 0.043521 , 0.049976 , 0.064278 , 0.084208 , 0.071096 , 0.045571 , 0.038914 , 0.047511 , 0.026691 , 0.040121 , 0.038152 , 0.071951 , 0.052482 , 0.087072 , 0.034364 
 464 , 0.065532 , 0.043382 , 0.045952 , 0.0677 , 0.054096 , 0.063995 , 0.075816 , 0.057285 , 0.038427 , 0.041627 , 0.045636 , 0.054251 , 0.038691 , 0.046864 , 0.078534 , 0.064133 , 0.046296 , 0.042229 , 0.058587 , 0.044346 , 0.063754 , 0.062762 , 0.062997 , 0.0576 , 0.051934 , 0.055725 , 0.071222 , 0.074342 , 0.064121 , 0.068279 , 0.051056 , 0.054687 , 0.049192 , 0.049198 , 0.039723 , 0.030369 , 0.0372 , 0.052094 , 0.031338 , 0.049175 , 0.030856 , 0.036987 , 0.029795 , 0.038565 , 0.042476 , 0.042063 , 0.045745 , 0.043875 , 0.040968 , 0.049278 , 0.04348 , 0.062624 , 0.041123 , 0.041329 , 0.049278 , 0.046066 , 0.059826 , 0.060256 , 0.056705 , 0.063966 , 0.065016 , 0.080301 , 0.077014 , 0.042241 , 0.03724 , 0.045413 , 0.04902 , 0.055644 , 0.042247 , 0.042763 , 0.043193 , 0.042046 , 0.049089 , 0.052037 , 0.042115 , 0.048154 , 0.042453 , 0.051119 , 0.041495 , 0.042247 , 0.066588 , 0.095574 , 0.081603 , 0.081746 , 0.064569 , 0.042155 , 0.046875 , 0.035984 , 0.034837 , 0.026308 , 0.044977 , 0.051951 , 0.04516 , 0.066203 , 0.037343 , 0.030053 , 0.04481 , 0.033529 , 0.039809 , 0.037154 , 0.07542 , 0.052215 , 0.052398 , 0.060892 , 0.043371 , 0.049794 , 0.064093 , 0.083971 , 0.070906 , 0.045384 , 0.038719 , 0.047294 , 0.026526 , 0.039889 , 0.037968 , 0.071698 , 0.052266 , 0.086684 , 0.034206 
 465 , 0.065328 , 0.043258 , 0.045896 , 0.067505 , 0.053991 , 0.063716 , 0.075589 , 0.057056 , 0.038267 , 0.041492 , 0.045434 , 0.054043 , 0.038495 , 0.04671 , 0.078341 , 0.063904 , 0.046129 , 0.042096 , 0.058384 , 0.044164 , 0.063494 , 0.06248 , 0.062759 , 0.05737 , 0.05173 , 0.055524 , 0.070929 , 0.074102 , 0.063853 , 0.068069 , 0.050835 , 0.054533 , 0.049018 , 0.049006 , 0.039509 , 0.03024 , 0.037088 , 0.051918 , 0.03118 , 0.049041 , 0.030696 , 0.036775 , 0.029619 , 0.038404 , 0.042289 , 0.041891 , 0.045543 , 0.043662 , 0.040746 , 0.049063 , 0.043332 , 0.062446 , 0.040945 , 0.04115 , 0.049137 , 0.045827 , 0.059592 , 0.060019 , 0.056532 , 0.063688 , 0.064799 , 0.079919 , 0.076728 , 0.042027 , 0.037071 , 0.045206 , 0.048818 , 0.055433 , 0.042079 , 0.042552 , 0.043053 , 0.041879 , 0.048915 , 0.051861 , 0.041874 , 0.047987 , 0.042289 , 0.050932 , 0.041315 , 0.042079 , 0.06636 , 0.095284 , 0.08136 , 0.081508 , 0.064297 , 0.041988 , 0.046614 , 0.035783 , 0.034678 , 0.02619 , 0.044808 , 0.051741 , 0.044944 , 0.065944 , 0.037179 , 0.029915 , 0.044614 , 0.033374 , 0.039657 , 0.036997 , 0.07523 , 0.052003 , 0.052237 , 0.060668 , 0.043218 , 0.049616 , 0.063904 , 0.083736 , 0.070718 , 0.045201 , 0.038524 , 0.047081 , 0.02636 , 0.039663 , 0.037789 , 0.071453 , 0.052049 , 0.086299 , 0.034046 
 466 , 0.065128 , 0.043132 , 0.045837 , 0.067312 , 0.053884 , 0.063441 , 0.075365 , 0.056821 , 0.038101 , 0.041355 , 0.045237 , 0.053833 , 0.038299 , 0.046567 , 0.078149 , 0.063679 , 0.045961 , 0.04196 , 0.058184 , 0.043981 , 0.063238 , 0.062196 , 0.062513 , 0.057132 , 0.051524 , 0.055327 , 0.070634 , 0.073859 , 0.063583 , 0.067861 , 0.050613 , 0.054382 , 0.048842 , 0.048813 , 0.039295 , 0.030111 , 0.036969 , 0.051745 , 0.031027 , 0.048904 , 0.030529 , 0.036567 , 0.029443 , 0.038243 , 0.042102 , 0.041717 , 0.045339 , 0.043454 , 0.040517 , 0.048847 , 0.043188 , 0.06227 , 0.040766 , 0.040976 , 0.048994 , 0.045582 , 0.059361 , 0.05978 , 0.056362 , 0.063413 , 0.06459 , 0.079541 , 0.076451 , 0.041808 , 0.036907 , 0.045005 , 0.048615 , 0.055219 , 0.041909 , 0.04234 , 0.042911 , 0.041717 , 0.04874 , 0.051688 , 0.041632 , 0.047817 , 0.042124 , 0.050737 , 0.04114 , 0.041904 , 0.066129 , 0.094989 , 0.081114 , 0.081267 , 0.06403 , 0.041825 , 0.046352 , 0.035583 , 0.034525 , 0.02607 , 0.044631 , 0.051535 , 0.044728 , 0.065682 , 0.037009 , 0.029777 , 0.044422 , 0.033217 , 0.039504 , 0.036833 , 0.075042 , 0.051795 , 0.052078 , 0.060437 , 0.043064 , 0.049436 , 0.063719 , 0.083496 , 0.070532 , 0.045016 , 0.038327 , 0.046867 , 0.026195 , 0.039437 , 0.037609 , 0.0712 , 0.051835 , 0.085913 , 0.033885 
 467 , 0.065114 , 0.042995 , 0.04577 , 0.067186 , 0.053776 , 0.063313 , 0.075254 , 0.05672 , 0.038007 , 0.041266 , 0.045168 , 0.05377 , 0.038238 , 0.04644 , 0.078091 , 0.063549 , 0.045877 , 0.041903 , 0.058128 , 0.043912 , 0.063116 , 0.062063 , 0.062367 , 0.05703 , 0.051395 , 0.055178 , 0.07048 , 0.073739 , 0.063476 , 0.067693 , 0.050466 , 0.054299 , 0.048726 , 0.048715 , 0.039167 , 0.030052 , 0.03692 , 0.051676 , 0.030936 , 0.048855 , 0.030463 , 0.036453 , 0.029365 , 0.038136 , 0.041959 , 0.041604 , 0.04523 , 0.043389 , 0.040388 , 0.048709 , 0.043113 , 0.062142 , 0.040704 , 0.040872 , 0.048979 , 0.045494 , 0.05922 , 0.059637 , 0.056253 , 0.063257 , 0.064489 , 0.079279 , 0.076261 , 0.041711 , 0.036819 , 0.044915 , 0.048523 , 0.055099 , 0.04179 , 0.042207 , 0.04282 , 0.041616 , 0.048664 , 0.051586 , 0.041514 , 0.047718 , 0.042049 , 0.050623 , 0.041024 , 0.041801 , 0.066032 , 0.094845 , 0.080974 , 0.081159 , 0.063893 , 0.041739 , 0.046136 , 0.035445 , 0.034432 , 0.026004 , 0.044526 , 0.051383 , 0.044588 , 0.065542 , 0.036915 , 0.029703 , 0.044307 , 0.033098 , 0.039409 , 0.036757 , 0.074944 , 0.051642 , 0.052003 , 0.060329 , 0.042984 , 0.049351 , 0.063662 , 0.083389 , 0.070446 , 0.044943 , 0.038204 , 0.046716 , 0.026089 , 0.039296 , 0.037495 , 0.071082 , 0.051715 , 0.08568 , 0.033784 
 468 , 0.065136 , 0.042854 , 0.045702 , 0.067082 , 0.053668 , 0.063219 , 0.07517 , 0.05665 , 0.037933 , 0.04119 , 0.04513 , 0.053746 , 0.038207 , 0.046324 , 0.078057 , 0.063444 , 0.045814 , 0.041862 , 0.058113 , 0.043863 , 0.063029 , 0.061958 , 0.06225 , 0.056952 , 0.051285 , 0.055046 , 0.070355 , 0.073646 , 0.063399 , 0.067536 , 0.050332 , 0.054239 , 0.048623 , 0.048639 , 0.039054 , 0.030012 , 0.03689 , 0.051633 , 0.030859 , 0.04883 , 0.03041 , 0.036363 , 0.029317 , 0.03805 , 0.041823 , 0.041509 , 0.045147 , 0.043359 , 0.040276 , 0.048589 , 0.043056 , 0.062031 , 0.040663 , 0.040786 , 0.048987 , 0.045444 , 0.059099 , 0.05952 , 0.056162 , 0.063124 , 0.064413 , 0.079044 , 0.076095 , 0.041644 , 0.03675 , 0.04485 , 0.048454 , 0.055002 , 0.041683 , 0.042092 , 0.042737 , 0.041532 , 0.048611 , 0.051509 , 0.041431 , 0.047636 , 0.042002 , 0.050528 , 0.040926 , 0.041716 , 0.065966 , 0.094734 , 0.080854 , 0.081084 , 0.063786 , 0.041672 , 0.045932 , 0.035315 , 0.034351 , 0.025954 , 0.044441 , 0.05124 , 0.044463 , 0.065428 , 0.036834 , 0.029642 , 0.044211 , 0.032977 , 0.039317 , 0.0367 , 0.074862 , 0.051504 , 0.051947 , 0.060248 , 0.042922 , 0.049284 , 0.063629 , 0.083315 , 0.070389 , 0.044895 , 0.038101 , 0.046582 , 0.025999 , 0.039172 , 0.037406 , 0.070994 , 0.051616 , 0.085485 , 0.033701 
 469 , 0.065167 , 0.042713 , 0.045638 , 0.066975 , 0.053558 , 0.06313 , 0.07509 , 0.056577 , 0.037852 , 0.041112 , 0.045097 , 0.05372 , 0.038181 , 0.046207 , 0.078026 , 0.063342 , 0.04575 , 0.04182 , 0.058095 , 0.043813 , 0.06294 , 0.061857 , 0.062125 , 0.056879 , 0.051169 , 0.054909 , 0.070235 , 0.07355 , 0.063331 , 0.067383 , 0.050198 , 0.054177 , 0.048518 , 0.048563 , 0.038941 , 0.029971 , 0.036859 , 0.051588 , 0.030786 , 0.048803 , 0.030357 , 0.036273 , 0.029268 , 0.037958 , 0.041687 , 0.041413 , 0.045063 , 0.043327 , 0.040168 , 0.048468 , 0.042998 , 0.061919 , 0.040626 , 0.040699 , 0.049004 , 0.045392 , 0.058983 , 0.059401 , 0.056069 , 0.06299 , 0.064341 , 0.078813 , 0.075928 , 0.041569 , 0.036686 , 0.044784 , 0.04839 , 0.054903 , 0.04158 , 0.041982 , 0.042658 , 0.041441 , 0.048557 , 0.051426 , 0.04134 , 0.047552 , 0.041949 , 0.050438 , 0.040827 , 0.041636 , 0.065898 , 0.094625 , 0.080739 , 0.081001 , 0.063677 , 0.041608 , 0.045733 , 0.03519 , 0.034275 , 0.025897 , 0.044349 , 0.051108 , 0.044338 , 0.065312 , 0.036758 , 0.029581 , 0.044114 , 0.032863 , 0.039231 , 0.036641 , 0.074783 , 0.051364 , 0.051895 , 0.060166 , 0.042859 , 0.049221 , 0.063599 , 0.083239 , 0.07033 , 0.044851 , 0.038003 , 0.046447 , 0.025908 , 0.039047 , 0.037311 , 0.070904 , 0.051515 , 0.085287 , 0.03361 
 470 , 0.06529 , 0.042716 , 0.045655 , 0.066993 , 0.05358 , 0.063186 , 0.075147 , 0.056586 , 0.03788 , 0.041091 , 0.045115 , 0.053786 , 0.038219 , 0.046211 , 0.078163 , 0.063376 , 0.045749 , 0.041865 , 0.058172 , 0.043829 , 0.062958 , 0.061862 , 0.062135 , 0.056869 , 0.051165 , 0.054877 , 0.070244 , 0.0736 , 0.063342 , 0.067377 , 0.050157 , 0.054209 , 0.048499 , 0.048554 , 0.038904 , 0.029971 , 0.036872 , 0.051632 , 0.03075 , 0.048877 , 0.030344 , 0.03621 , 0.029247 , 0.037946 , 0.041636 , 0.041414 , 0.045059 , 0.043351 , 0.040134 , 0.048426 , 0.043033 , 0.061945 , 0.04064 , 0.040674 , 0.049078 , 0.045404 , 0.05899 , 0.059396 , 0.056101 , 0.062992 , 0.064405 , 0.078737 , 0.075926 , 0.041564 , 0.036672 , 0.044787 , 0.048393 , 0.054921 , 0.041542 , 0.041931 , 0.042655 , 0.041436 , 0.048593 , 0.051454 , 0.041319 , 0.047558 , 0.04197 , 0.050452 , 0.040829 , 0.041642 , 0.065919 , 0.09471 , 0.080785 , 0.081063 , 0.063682 , 0.041631 , 0.045655 , 0.035136 , 0.034251 , 0.025858 , 0.044341 , 0.051081 , 0.044274 , 0.065324 , 0.036744 , 0.029553 , 0.044107 , 0.03282 , 0.039204 , 0.036655 , 0.074846 , 0.051337 , 0.051933 , 0.060198 , 0.042872 , 0.049267 , 0.063665 , 0.083328 , 0.070416 , 0.044876 , 0.037969 , 0.046401 , 0.025875 , 0.039004 , 0.037262 , 0.070945 , 0.05151 , 0.085276 , 0.033583 
 471 , 0.065534 , 0.042876 , 0.045767 , 0.067166 , 0.053765 , 0.063429 , 0.075376 , 0.056684 , 0.038025 , 0.041139 , 0.04521 , 0.05396 , 0.038337 , 0.046369 , 0.078495 , 0.063574 , 0.045812 , 0.042007 , 0.058355 , 0.043918 , 0.063111 , 0.061997 , 0.062304 , 0.056934 , 0.051281 , 0.054979 , 0.070425 , 0.073822 , 0.063457 , 0.067556 , 0.050234 , 0.054361 , 0.04858 , 0.048641 , 0.038955 , 0.030021 , 0.036939 , 0.051771 , 0.030768 , 0.049059 , 0.030372 , 0.036176 , 0.029264 , 0.038019 , 0.041701 , 0.041528 , 0.045154 , 0.043433 , 0.040186 , 0.048485 , 0.043183 , 0.062131 , 0.040726 , 0.040721 , 0.049226 , 0.045483 , 0.059157 , 0.059524 , 0.056277 , 0.063139 , 0.064632 , 0.078846 , 0.076122 , 0.04164 , 0.036722 , 0.04487 , 0.048485 , 0.05508 , 0.041584 , 0.041952 , 0.042743 , 0.041517 , 0.048741 , 0.05161 , 0.041367 , 0.047672 , 0.042069 , 0.050613 , 0.040944 , 0.041762 , 0.066036 , 0.095043 , 0.081035 , 0.081297 , 0.06383 , 0.041751 , 0.045728 , 0.035173 , 0.034277 , 0.025833 , 0.044436 , 0.051198 , 0.044291 , 0.065501 , 0.036811 , 0.029581 , 0.044208 , 0.032867 , 0.039262 , 0.036761 , 0.075075 , 0.051443 , 0.052089 , 0.060349 , 0.042977 , 0.049438 , 0.063847 , 0.083619 , 0.070664 , 0.044987 , 0.038019 , 0.046469 , 0.0259 , 0.039044 , 0.037273 , 0.071154 , 0.051626 , 0.085485 , 0.033625 
 472 , 0.065773 , 0.043037 , 0.045885 , 0.067334 , 0.053945 , 0.063672 , 0.0756 , 0.056782 , 0.038171 , 0.041192 , 0.045306 , 0.05414 , 0.038461 , 0.046521 , 0.078828 , 0.063772 , 0.04588 , 0.042151 , 0.058538 , 0.044007 , 0.063265 , 0.062139 , 0.062479 , 0.057005 , 0.051404 , 0.055077 , 0.0706 , 0.074045 , 0.063572 , 0.06773 , 0.050311 , 0.054508 , 0.048661 , 0.048722 , 0.039001 , 0.030072 , 0.037 , 0.051911 , 0.030785 , 0.049246 , 0.030401 , 0.036142 , 0.02928 , 0.038093 , 0.041766 , 0.041649 , 0.045244 , 0.043516 , 0.040239 , 0.048538 , 0.043332 , 0.062317 , 0.040807 , 0.040768 , 0.049375 , 0.045568 , 0.059324 , 0.059653 , 0.056454 , 0.063287 , 0.064865 , 0.078961 , 0.076319 , 0.041716 , 0.036772 , 0.04496 , 0.048578 , 0.055233 , 0.041627 , 0.041972 , 0.042831 , 0.041599 , 0.048884 , 0.051771 , 0.041415 , 0.047792 , 0.042167 , 0.050774 , 0.041064 , 0.041883 , 0.066147 , 0.095371 , 0.081286 , 0.081531 , 0.063979 , 0.041872 , 0.045802 , 0.035205 , 0.034308 , 0.025808 , 0.044525 , 0.051309 , 0.044308 , 0.065679 , 0.036878 , 0.029609 , 0.044313 , 0.032915 , 0.039319 , 0.036867 , 0.075305 , 0.051548 , 0.05224 , 0.060506 , 0.043082 , 0.049609 , 0.064029 , 0.083911 , 0.070913 , 0.045099 , 0.038076 , 0.046537 , 0.025919 , 0.039091 , 0.037285 , 0.071364 , 0.051744 , 0.0857 , 0.033667 
 473 , 0.066027 , 0.043209 , 0.046009 , 0.067522 , 0.054141 , 0.063924 , 0.075844 , 0.056897 , 0.038312 , 0.041252 , 0.045407 , 0.054325 , 0.038574 , 0.046679 , 0.079173 , 0.06398 , 0.045959 , 0.0423 , 0.058732 , 0.044107 , 0.063439 , 0.062285 , 0.062664 , 0.057092 , 0.051531 , 0.055184 , 0.07079 , 0.074282 , 0.063701 , 0.067918 , 0.050399 , 0.054671 , 0.048759 , 0.048815 , 0.03906 , 0.03013 , 0.037074 , 0.052061 , 0.03081 , 0.049434 , 0.030437 , 0.036131 , 0.02931 , 0.038178 , 0.041837 , 0.041765 , 0.045346 , 0.043605 , 0.040303 , 0.048608 , 0.043488 , 0.062519 , 0.040895 , 0.040822 , 0.049534 , 0.045663 , 0.059501 , 0.059791 , 0.05664 , 0.063445 , 0.065096 , 0.07909 , 0.076535 , 0.041798 , 0.036834 , 0.045055 , 0.048681 , 0.055402 , 0.041681 , 0.042005 , 0.042925 , 0.041687 , 0.049038 , 0.051933 , 0.041475 , 0.047917 , 0.042278 , 0.05094 , 0.04119 , 0.042005 , 0.066284 , 0.095722 , 0.081555 , 0.081784 , 0.064142 , 0.041993 , 0.045881 , 0.03525 , 0.034347 , 0.025796 , 0.04462 , 0.051436 , 0.044336 , 0.065865 , 0.036946 , 0.029639 , 0.04442 , 0.032969 , 0.039383 , 0.036974 , 0.075548 , 0.051665 , 0.052401 , 0.060678 , 0.043193 , 0.049785 , 0.064231 , 0.084221 , 0.071181 , 0.045228 , 0.038134 , 0.046617 , 0.025952 , 0.039143 , 0.037308 , 0.071588 , 0.051871 , 0.085922 , 0.033711 
 474 , 0.06635 , 0.043421 , 0.046265 , 0.067853 , 0.05448 , 0.064232 , 0.076213 , 0.057162 , 0.038397 , 0.041448 , 0.045617 , 0.054597 , 0.03866 , 0.046835 , 0.079678 , 0.064282 , 0.046142 , 0.04246 , 0.059023 , 0.044309 , 0.063773 , 0.062505 , 0.062941 , 0.057375 , 0.051747 , 0.055369 , 0.071128 , 0.074648 , 0.063952 , 0.068183 , 0.050607 , 0.05495 , 0.049009 , 0.04902 , 0.039219 , 0.030266 , 0.03724 , 0.052301 , 0.030942 , 0.049674 , 0.030529 , 0.036374 , 0.029428 , 0.038364 , 0.041996 , 0.041923 , 0.04555 , 0.043762 , 0.040414 , 0.048769 , 0.0437 , 0.062812 , 0.041057 , 0.040984 , 0.049797 , 0.045857 , 0.059767 , 0.060074 , 0.056945 , 0.063706 , 0.065394 , 0.079393 , 0.076884 , 0.041974 , 0.036972 , 0.045232 , 0.048903 , 0.055642 , 0.041839 , 0.042169 , 0.043119 , 0.041862 , 0.049255 , 0.052161 , 0.041633 , 0.048121 , 0.042477 , 0.051189 , 0.041364 , 0.042186 , 0.066629 , 0.096219 , 0.082002 , 0.082215 , 0.064422 , 0.042164 , 0.045997 , 0.035335 , 0.034441 , 0.025902 , 0.044757 , 0.051647 , 0.044505 , 0.066143 , 0.037067 , 0.029724 , 0.0446 , 0.033111 , 0.039565 , 0.037134 , 0.07595 , 0.051893 , 0.052653 , 0.060996 , 0.043399 , 0.050032 , 0.064589 , 0.08469 , 0.071575 , 0.045477 , 0.038252 , 0.046824 , 0.02603 , 0.039258 , 0.037458 , 0.071977 , 0.0521 , 0.086255 , 0.033831 
 475 , 0.066669 , 0.04364 , 0.046524 , 0.068181 , 0.054818 , 0.064541 , 0.076582 , 0.057428 , 0.038476 , 0.041646 , 0.045829 , 0.054874 , 0.038739 , 0.046994 , 0.080183 , 0.064586 , 0.046328 , 0.042626 , 0.059316 , 0.044513 , 0.064104 , 0.062726 , 0.063219 , 0.057658 , 0.051968 , 0.055558 , 0.071463 , 0.07502 , 0.064211 , 0.06845 , 0.05082 , 0.055233 , 0.049257 , 0.049229 , 0.039378 , 0.0304 , 0.037406 , 0.052539 , 0.031072 , 0.049912 , 0.030624 , 0.036622 , 0.029543 , 0.038549 , 0.042161 , 0.042077 , 0.045757 , 0.04392 , 0.040526 , 0.048927 , 0.043914 , 0.063107 , 0.041226 , 0.041147 , 0.050063 , 0.046053 , 0.060032 , 0.060357 , 0.057249 , 0.063964 , 0.065689 , 0.079696 , 0.077232 , 0.04215 , 0.037109 , 0.045404 , 0.049123 , 0.055888 , 0.041993 , 0.042329 , 0.043315 , 0.042032 , 0.049475 , 0.052388 , 0.041786 , 0.048322 , 0.042676 , 0.051436 , 0.041539 , 0.042368 , 0.066966 , 0.096716 , 0.08244 , 0.082642 , 0.064703 , 0.042335 , 0.046115 , 0.035424 , 0.034539 , 0.026009 , 0.0449 , 0.051856 , 0.04467 , 0.066412 , 0.037188 , 0.029812 , 0.044777 , 0.033256 , 0.039747 , 0.0373 , 0.076353 , 0.052113 , 0.052909 , 0.061321 , 0.0436 , 0.050276 , 0.06495 , 0.085157 , 0.071978 , 0.045734 , 0.038369 , 0.047034 , 0.02611 , 0.039378 , 0.037613 , 0.072365 , 0.052332 , 0.086585 , 0.033945 
 476 , 0.06699 , 0.043853 , 0.046778 , 0.068511 , 0.055158 , 0.064851 , 0.076952 , 0.057695 , 0.03856 , 0.04185 , 0.046042 , 0.055152 , 0.038819 , 0.047154 , 0.080691 , 0.064885 , 0.046514 , 0.042787 , 0.059603 , 0.044712 , 0.064441 , 0.062943 , 0.063498 , 0.057947 , 0.052183 , 0.055741 , 0.0718 , 0.075392 , 0.064464 , 0.068713 , 0.051032 , 0.055517 , 0.049506 , 0.049438 , 0.039537 , 0.030534 , 0.037573 , 0.052778 , 0.031202 , 0.050157 , 0.030714 , 0.036865 , 0.029664 , 0.03874 , 0.042321 , 0.042231 , 0.045964 , 0.044078 , 0.040637 , 0.04909 , 0.044128 , 0.063403 , 0.041389 , 0.041311 , 0.050325 , 0.04625 , 0.060299 , 0.060641 , 0.057554 , 0.064222 , 0.065979 , 0.08 , 0.077581 , 0.042327 , 0.037247 , 0.045582 , 0.049348 , 0.056129 , 0.042147 , 0.042489 , 0.043511 , 0.042209 , 0.049691 , 0.052615 , 0.041945 , 0.048529 , 0.042877 , 0.051689 , 0.041715 , 0.042551 , 0.06731 , 0.097209 , 0.082885 , 0.08307 , 0.064986 , 0.042506 , 0.046233 , 0.035513 , 0.034637 , 0.026111 , 0.045038 , 0.052065 , 0.044836 , 0.066686 , 0.037309 , 0.0299 , 0.044959 , 0.033397 , 0.03993 , 0.03746 , 0.076756 , 0.05234 , 0.053165 , 0.061641 , 0.043808 , 0.050521 , 0.065311 , 0.08563 , 0.072378 , 0.045986 , 0.038493 , 0.047244 , 0.02619 , 0.039492 , 0.037769 , 0.072754 , 0.052565 , 0.086921 , 0.034059 
 477 , 0.067351 , 0.044021 , 0.046969 , 0.068836 , 0.055438 , 0.065179 , 0.077266 , 0.057993 , 0.038692 , 0.041989 , 0.046288 , 0.055494 , 0.038939 , 0.047403 , 0.081171 , 0.065201 , 0.046682 , 0.042997 , 0.059884 , 0.044899 , 0.064745 , 0.063192 , 0.063761 , 0.05819 , 0.052405 , 0.055939 , 0.0721 , 0.075758 , 0.064751 , 0.068994 , 0.051218 , 0.055776 , 0.049727 , 0.049642 , 0.039688 , 0.030662 , 0.037741 , 0.053018 , 0.03132 , 0.050396 , 0.030825 , 0.037054 , 0.029739 , 0.038889 , 0.042473 , 0.042378 , 0.046159 , 0.04424 , 0.040723 , 0.049265 , 0.044336 , 0.063682 , 0.041562 , 0.041455 , 0.050599 , 0.046418 , 0.060536 , 0.060891 , 0.057852 , 0.064492 , 0.066276 , 0.080282 , 0.07793 , 0.042485 , 0.037375 , 0.04576 , 0.049563 , 0.056361 , 0.042288 , 0.042625 , 0.0437 , 0.042383 , 0.049912 , 0.052838 , 0.042108 , 0.048731 , 0.043047 , 0.051904 , 0.041888 , 0.042727 , 0.067643 , 0.097714 , 0.083287 , 0.083467 , 0.065269 , 0.042681 , 0.046345 , 0.035619 , 0.034759 , 0.026188 , 0.045197 , 0.052242 , 0.04496 , 0.066979 , 0.037426 , 0.029998 , 0.045152 , 0.033515 , 0.040121 , 0.037623 , 0.077159 , 0.052563 , 0.05344 , 0.061932 , 0.044009 , 0.050801 , 0.065679 , 0.086066 , 0.072781 , 0.046182 , 0.038641 , 0.047431 , 0.026256 , 0.039632 , 0.037893 , 0.073102 , 0.052788 , 0.087287 , 0.034162 
