  time  ,:52:13 A,:52:57 A,:53:03 A,:53:10 A,:53:18 A,:53:23 A,:53:57 A,:54:03 A,:54:11 A,:54:24 A,:54:34 A,:55:11 A,:55:20 A,:55:27 A,:55:36 A,:55:46 A,:56:21 A,:56:30 A,:56:37 A,:56:44 A,:56:53 A,:57:33 A,:57:40 A,:57:53 A,:58:02 A,:58:11 A,:59:31 A,:59:37 A,:59:45 A,:59:51 A,:59:59 A,:04:13 A,:04:19 A,:04:27 A,:04:35 A,:04:43 A,:05:16 A,:05:25 A,:05:33 A,:05:39 A,:05:46 A,:06:23 A,:06:28 A,:06:39 A,:06:46 A,:06:55 A,:08:02 A,:08:07 A,:08:14 A,:08:23 A,:08:33 A,:09:06 A,:09:13 A,:09:22 A,:09:32 A,:09:45 A,:10:27 A,:10:33 A,:10:43 A,:10:51 A,:10:59 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 540 , 0.122898 , 0.147826 , 0.113809 , 0.097852 , 0.115363 , 0.101282 , 0.130213 , 0.09385 , 0.111676 , 0.104376 , 0.105622 , 0.108216 , 0.11938 , 0.111639 , 0.126621 , 0.141391 , 0.087092 , 0.142146 , 0.133871 , 0.109037 , 0.147812 , 0.153331 , 0.133445 , 0.130015 , 0.137704 , 0.126783 , 0.149058 , 0.113838 , 0.118449 , 0.110745 , 0.115839 , 0.13011 , 0.140064 , 0.151198 , 0.145452 , 0.157252 , 0.136678 , 0.170204 , 0.128388 , 0.168086 , 0.120699 , 0.148347 , 0.157164 , 0.185208 , 0.176456 , 0.154599 , 0.133548 , 0.166473 , 0.144711 , 0.127904 , 0.146903 , 0.1314 , 0.140878 , 0.134164 , 0.186447 , 0.168518 , 0.18073 , 0.179278 , 0.171223 , 0.181213 , 0.165542 
 541 , 0.123925 , 0.148954 , 0.114801 , 0.098718 , 0.116421 , 0.102194 , 0.131318 , 0.094683 , 0.112636 , 0.105309 , 0.106627 , 0.109227 , 0.120486 , 0.112592 , 0.127621 , 0.142584 , 0.088056 , 0.143844 , 0.13553 , 0.110383 , 0.14955 , 0.155191 , 0.135081 , 0.131612 , 0.139492 , 0.128358 , 0.15095 , 0.115361 , 0.119978 , 0.112187 , 0.117393 , 0.131826 , 0.141914 , 0.153196 , 0.147356 , 0.159256 , 0.138372 , 0.172334 , 0.130088 , 0.170029 , 0.122297 , 0.150059 , 0.158976 , 0.187577 , 0.178534 , 0.156598 , 0.135221 , 0.168483 , 0.146487 , 0.129506 , 0.148682 , 0.133034 , 0.142724 , 0.135935 , 0.188689 , 0.170618 , 0.182952 , 0.181583 , 0.173357 , 0.183497 , 0.16757 
 542 , 0.124941 , 0.150066 , 0.115782 , 0.09958 , 0.117469 , 0.103094 , 0.132406 , 0.095519 , 0.113585 , 0.106231 , 0.107615 , 0.110219 , 0.121575 , 0.113541 , 0.128604 , 0.143763 , 0.089119 , 0.145642 , 0.137223 , 0.111743 , 0.151316 , 0.157079 , 0.136742 , 0.133235 , 0.141306 , 0.12995 , 0.15287 , 0.1169 , 0.121523 , 0.113644 , 0.118964 , 0.133575 , 0.143785 , 0.15523 , 0.149289 , 0.161274 , 0.140093 , 0.174487 , 0.131814 , 0.172002 , 0.123913 , 0.151797 , 0.160808 , 0.189972 , 0.180635 , 0.158626 , 0.136912 , 0.170522 , 0.14829 , 0.131141 , 0.150488 , 0.134678 , 0.144599 , 0.137726 , 0.190963 , 0.172741 , 0.185207 , 0.183913 , 0.175523 , 0.185807 , 0.169627 
 543 , 0.125963 , 0.15119 , 0.116776 , 0.100439 , 0.118523 , 0.103999 , 0.1335 , 0.096351 , 0.114531 , 0.107158 , 0.1086 , 0.111224 , 0.122663 , 0.114479 , 0.129597 , 0.144939 , 0.090182 , 0.147451 , 0.138926 , 0.113112 , 0.153085 , 0.158979 , 0.138413 , 0.13486 , 0.143125 , 0.13156 , 0.154802 , 0.118448 , 0.123086 , 0.115111 , 0.120544 , 0.135328 , 0.145675 , 0.15727 , 0.151227 , 0.163312 , 0.141817 , 0.176662 , 0.133544 , 0.173993 , 0.125547 , 0.153546 , 0.162651 , 0.192382 , 0.182749 , 0.160666 , 0.138621 , 0.172574 , 0.150104 , 0.132779 , 0.152297 , 0.136339 , 0.146477 , 0.13952 , 0.193252 , 0.174878 , 0.187476 , 0.186265 , 0.177702 , 0.188138 , 0.171689 
 544 , 0.126973 , 0.152326 , 0.11775 , 0.101314 , 0.11955 , 0.104869 , 0.134642 , 0.097169 , 0.11554 , 0.108095 , 0.109588 , 0.112262 , 0.123799 , 0.11545 , 0.13064 , 0.14621 , 0.091263 , 0.149301 , 0.140669 , 0.114487 , 0.15491 , 0.160906 , 0.140116 , 0.136509 , 0.144955 , 0.133201 , 0.156732 , 0.119991 , 0.124636 , 0.116623 , 0.122149 , 0.137069 , 0.147561 , 0.15933 , 0.153185 , 0.165387 , 0.143544 , 0.178866 , 0.135217 , 0.176036 , 0.12716 , 0.155343 , 0.16455 , 0.194832 , 0.184952 , 0.162736 , 0.140333 , 0.174639 , 0.151967 , 0.134463 , 0.1542 , 0.138018 , 0.148338 , 0.141333 , 0.195609 , 0.177036 , 0.189761 , 0.188634 , 0.179926 , 0.190471 , 0.17378 
 545 , 0.127966 , 0.153524 , 0.118728 , 0.102219 , 0.120582 , 0.105754 , 0.135837 , 0.09801 , 0.116605 , 0.109056 , 0.110601 , 0.113348 , 0.125002 , 0.116477 , 0.131785 , 0.147671 , 0.092389 , 0.151191 , 0.142448 , 0.115877 , 0.156773 , 0.162874 , 0.141856 , 0.138186 , 0.146793 , 0.134884 , 0.158695 , 0.121557 , 0.126202 , 0.118173 , 0.123778 , 0.138824 , 0.149465 , 0.161426 , 0.15516 , 0.167512 , 0.145285 , 0.181109 , 0.13688 , 0.178137 , 0.128776 , 0.157194 , 0.166506 , 0.197333 , 0.187232 , 0.164848 , 0.142073 , 0.176734 , 0.153884 , 0.13619 , 0.156173 , 0.139717 , 0.150207 , 0.143176 , 0.198045 , 0.179225 , 0.192095 , 0.191037 , 0.18219 , 0.192838 , 0.175909 
 546 , 0.128962 , 0.154712 , 0.11971 , 0.103129 , 0.12161 , 0.106635 , 0.13703 , 0.098846 , 0.117674 , 0.110021 , 0.111619 , 0.114439 , 0.126202 , 0.117501 , 0.132928 , 0.14914 , 0.093523 , 0.153091 , 0.144239 , 0.117282 , 0.158648 , 0.164854 , 0.143605 , 0.139881 , 0.14865 , 0.13657 , 0.160669 , 0.123133 , 0.127778 , 0.119733 , 0.125418 , 0.140589 , 0.151387 , 0.163535 , 0.157155 , 0.169642 , 0.147029 , 0.183366 , 0.138553 , 0.180251 , 0.130402 , 0.159048 , 0.168473 , 0.199849 , 0.189534 , 0.166973 , 0.143824 , 0.178841 , 0.155813 , 0.13792 , 0.158158 , 0.141434 , 0.152088 , 0.145023 , 0.200497 , 0.181428 , 0.194435 , 0.193462 , 0.184474 , 0.195219 , 0.17805 
 547 , 0.12991 , 0.155868 , 0.120636 , 0.10399 , 0.122591 , 0.107476 , 0.138161 , 0.099641 , 0.118689 , 0.110931 , 0.11259 , 0.115477 , 0.127342 , 0.118485 , 0.134009 , 0.150542 , 0.094633 , 0.154944 , 0.145981 , 0.118644 , 0.160475 , 0.166779 , 0.145306 , 0.141518 , 0.150436 , 0.138207 , 0.162596 , 0.124645 , 0.129312 , 0.12125 , 0.127001 , 0.142321 , 0.153254 , 0.165589 , 0.159088 , 0.171726 , 0.148746 , 0.185561 , 0.140177 , 0.182311 , 0.131986 , 0.160854 , 0.170362 , 0.202298 , 0.191751 , 0.169029 , 0.145534 , 0.180894 , 0.157687 , 0.139609 , 0.160081 , 0.143086 , 0.153929 , 0.146829 , 0.202874 , 0.183576 , 0.196699 , 0.195805 , 0.186698 , 0.197555 , 0.180136 
 548 , 0.130746 , 0.156863 , 0.121388 , 0.10472 , 0.123404 , 0.108143 , 0.139091 , 0.100292 , 0.119517 , 0.111681 , 0.113393 , 0.116337 , 0.128448 , 0.119578 , 0.13528 , 0.152009 , 0.095621 , 0.156521 , 0.14749 , 0.119806 , 0.162044 , 0.168434 , 0.14676 , 0.14291 , 0.151933 , 0.139601 , 0.164288 , 0.125922 , 0.130662 , 0.122552 , 0.128342 , 0.143869 , 0.154885 , 0.167369 , 0.160728 , 0.173531 , 0.150244 , 0.187438 , 0.141579 , 0.184076 , 0.13334 , 0.162394 , 0.171949 , 0.204419 , 0.193638 , 0.170777 , 0.147034 , 0.182676 , 0.159313 , 0.141039 , 0.161701 , 0.144485 , 0.155562 , 0.148403 , 0.204928 , 0.18543 , 0.198644 , 0.197815 , 0.188633 , 0.199618 , 0.181961 
 549 , 0.131581 , 0.157857 , 0.122147 , 0.105449 , 0.124217 , 0.108818 , 0.140013 , 0.10095 , 0.120344 , 0.112431 , 0.114188 , 0.11719 , 0.129549 , 0.120688 , 0.136568 , 0.153488 , 0.096612 , 0.158109 , 0.149004 , 0.120971 , 0.163616 , 0.170086 , 0.148232 , 0.144314 , 0.153434 , 0.140991 , 0.165984 , 0.127204 , 0.132008 , 0.123858 , 0.129686 , 0.145421 , 0.15652 , 0.169154 , 0.162379 , 0.175341 , 0.151754 , 0.18932 , 0.142985 , 0.185837 , 0.134705 , 0.163937 , 0.173539 , 0.206552 , 0.19553 , 0.172538 , 0.148538 , 0.184462 , 0.160943 , 0.142481 , 0.163318 , 0.145887 , 0.1572 , 0.149989 , 0.20698 , 0.18728 , 0.200594 , 0.19983 , 0.190565 , 0.201687 , 0.183797 
 550 , 0.13241 , 0.158846 , 0.1229 , 0.106181 , 0.125032 , 0.109487 , 0.140938 , 0.101603 , 0.121167 , 0.113176 , 0.114986 , 0.118053 , 0.130662 , 0.121804 , 0.137863 , 0.154973 , 0.097607 , 0.159705 , 0.150517 , 0.122133 , 0.165204 , 0.171754 , 0.149704 , 0.145716 , 0.154942 , 0.142396 , 0.167696 , 0.128491 , 0.133361 , 0.12517 , 0.131037 , 0.146974 , 0.158156 , 0.170956 , 0.164031 , 0.17716 , 0.153271 , 0.19121 , 0.14439 , 0.187614 , 0.136076 , 0.165495 , 0.175136 , 0.208696 , 0.197438 , 0.1743 , 0.150042 , 0.186256 , 0.162589 , 0.143929 , 0.164951 , 0.147296 , 0.158846 , 0.151576 , 0.209049 , 0.189147 , 0.202546 , 0.201855 , 0.192514 , 0.203773 , 0.185635 
 551 , 0.132928 , 0.159402 , 0.123325 , 0.106609 , 0.125439 , 0.109823 , 0.141555 , 0.101949 , 0.121695 , 0.113621 , 0.11542 , 0.118627 , 0.131429 , 0.122448 , 0.138672 , 0.155796 , 0.098228 , 0.160701 , 0.151421 , 0.122856 , 0.166176 , 0.172781 , 0.15059 , 0.146607 , 0.155842 , 0.143178 , 0.168744 , 0.129238 , 0.134189 , 0.126001 , 0.13186 , 0.147922 , 0.159179 , 0.172096 , 0.165046 , 0.178301 , 0.154181 , 0.192342 , 0.145185 , 0.188682 , 0.136927 , 0.166499 , 0.176156 , 0.210034 , 0.198624 , 0.175433 , 0.150959 , 0.187367 , 0.163585 , 0.144862 , 0.165976 , 0.148199 , 0.159879 , 0.152566 , 0.210303 , 0.190289 , 0.203775 , 0.203053 , 0.193703 , 0.205067 , 0.186759 
 552 , 0.133429 , 0.159931 , 0.123709 , 0.107011 , 0.125812 , 0.110138 , 0.142147 , 0.102274 , 0.122192 , 0.114035 , 0.11583 , 0.119219 , 0.132158 , 0.123 , 0.139336 , 0.15645 , 0.098739 , 0.161526 , 0.152145 , 0.123439 , 0.166979 , 0.173618 , 0.151313 , 0.147346 , 0.156566 , 0.143803 , 0.169613 , 0.12984 , 0.134869 , 0.126682 , 0.132528 , 0.148702 , 0.160024 , 0.173055 , 0.165877 , 0.17924 , 0.15491 , 0.193258 , 0.145814 , 0.189538 , 0.137626 , 0.167333 , 0.176991 , 0.211134 , 0.199596 , 0.176375 , 0.151706 , 0.188275 , 0.164406 , 0.145636 , 0.166825 , 0.148941 , 0.16074 , 0.153385 , 0.211319 , 0.191217 , 0.204788 , 0.204017 , 0.194675 , 0.206143 , 0.187681 
 553 , 0.133923 , 0.160454 , 0.124102 , 0.107415 , 0.126185 , 0.110454 , 0.142741 , 0.102593 , 0.12269 , 0.114451 , 0.11624 , 0.119805 , 0.132889 , 0.123546 , 0.140002 , 0.157098 , 0.09926 , 0.162352 , 0.152871 , 0.124025 , 0.167776 , 0.174457 , 0.152045 , 0.148087 , 0.157299 , 0.144423 , 0.170484 , 0.130451 , 0.135543 , 0.127365 , 0.133198 , 0.149476 , 0.160863 , 0.174017 , 0.166704 , 0.180189 , 0.155648 , 0.194176 , 0.146436 , 0.190396 , 0.138328 , 0.168162 , 0.177821 , 0.212245 , 0.200572 , 0.177319 , 0.152462 , 0.189185 , 0.16523 , 0.146413 , 0.167668 , 0.149684 , 0.161604 , 0.154213 , 0.212345 , 0.192147 , 0.205795 , 0.204993 , 0.195658 , 0.207214 , 0.188606 
 554 , 0.134136 , 0.160713 , 0.124258 , 0.10759 , 0.126266 , 0.110518 , 0.143065 , 0.102709 , 0.12296 , 0.114642 , 0.116418 , 0.120133 , 0.133279 , 0.123833 , 0.140385 , 0.1574 , 0.09955 , 0.162822 , 0.153245 , 0.12432 , 0.168229 , 0.174917 , 0.152426 , 0.148502 , 0.157616 , 0.144733 , 0.170947 , 0.130723 , 0.135905 , 0.127803 , 0.133526 , 0.1499 , 0.161347 , 0.174601 , 0.167132 , 0.180741 , 0.156033 , 0.194674 , 0.146703 , 0.190836 , 0.138662 , 0.16863 , 0.178316 , 0.212879 , 0.201116 , 0.177852 , 0.152897 , 0.189708 , 0.165695 , 0.146842 , 0.168136 , 0.150093 , 0.162073 , 0.154674 , 0.212925 , 0.192628 , 0.206368 , 0.205511 , 0.196234 , 0.20782 , 0.189144 
 555 , 0.134137 , 0.160732 , 0.12421 , 0.107574 , 0.126093 , 0.110376 , 0.143146 , 0.102633 , 0.122998 , 0.114622 , 0.116374 , 0.120141 , 0.133257 , 0.123785 , 0.140398 , 0.157258 , 0.099553 , 0.162847 , 0.153182 , 0.124264 , 0.16822 , 0.174897 , 0.152387 , 0.148519 , 0.157458 , 0.144644 , 0.170906 , 0.130602 , 0.135874 , 0.1279 , 0.133435 , 0.149893 , 0.161372 , 0.174712 , 0.167069 , 0.180795 , 0.155984 , 0.194629 , 0.14652 , 0.190746 , 0.138561 , 0.168621 , 0.178348 , 0.212917 , 0.201098 , 0.177877 , 0.152935 , 0.189727 , 0.165711 , 0.146844 , 0.168142 , 0.150086 , 0.162067 , 0.154695 , 0.212947 , 0.192552 , 0.206378 , 0.205452 , 0.196288 , 0.207837 , 0.189179 
 556 , 0.134137 , 0.160741 , 0.124161 , 0.107549 , 0.125912 , 0.110226 , 0.143218 , 0.102557 , 0.123042 , 0.114601 , 0.116337 , 0.120148 , 0.133242 , 0.123736 , 0.14041 , 0.157114 , 0.099563 , 0.16287 , 0.153118 , 0.124199 , 0.168217 , 0.174883 , 0.152338 , 0.148534 , 0.157292 , 0.144553 , 0.170871 , 0.130472 , 0.135842 , 0.127995 , 0.13335 , 0.149877 , 0.161396 , 0.174814 , 0.166998 , 0.180848 , 0.155926 , 0.194582 , 0.146343 , 0.190654 , 0.138465 , 0.168618 , 0.178379 , 0.212953 , 0.201086 , 0.177893 , 0.152963 , 0.189736 , 0.165717 , 0.146837 , 0.168148 , 0.150085 , 0.162052 , 0.154715 , 0.21296 , 0.192467 , 0.206379 , 0.205391 , 0.196341 , 0.207852 , 0.189211 
 557 , 0.134101 , 0.160729 , 0.124061 , 0.107497 , 0.125696 , 0.11005 , 0.143263 , 0.102446 , 0.123059 , 0.114553 , 0.116257 , 0.120121 , 0.133199 , 0.123652 , 0.140394 , 0.156919 , 0.099547 , 0.162857 , 0.15301 , 0.124107 , 0.16817 , 0.174833 , 0.152269 , 0.148522 , 0.157089 , 0.144419 , 0.170792 , 0.130315 , 0.135782 , 0.128056 , 0.133238 , 0.149825 , 0.161384 , 0.174879 , 0.166898 , 0.180863 , 0.15584 , 0.194482 , 0.146108 , 0.190518 , 0.138335 , 0.168595 , 0.178373 , 0.212935 , 0.201036 , 0.177871 , 0.152956 , 0.189724 , 0.165687 , 0.14681 , 0.168116 , 0.150033 , 0.162009 , 0.154691 , 0.212943 , 0.192353 , 0.206342 , 0.205255 , 0.19634 , 0.207838 , 0.189215 
 558 , 0.134004 , 0.160675 , 0.123823 , 0.107394 , 0.125393 , 0.109779 , 0.143269 , 0.102246 , 0.123007 , 0.114435 , 0.116035 , 0.119898 , 0.132872 , 0.123269 , 0.140106 , 0.156327 , 0.099291 , 0.162476 , 0.152534 , 0.123731 , 0.167747 , 0.174419 , 0.151856 , 0.14817 , 0.156497 , 0.143915 , 0.170317 , 0.129817 , 0.135412 , 0.127809 , 0.132811 , 0.149386 , 0.160998 , 0.174534 , 0.166408 , 0.180506 , 0.155404 , 0.193926 , 0.145477 , 0.189948 , 0.137874 , 0.168247 , 0.177974 , 0.212402 , 0.200536 , 0.177435 , 0.152588 , 0.189332 , 0.165254 , 0.146439 , 0.167716 , 0.149617 , 0.161591 , 0.154288 , 0.212494 , 0.191848 , 0.205838 , 0.204568 , 0.195873 , 0.207423 , 0.188809 
 559 , 0.133899 , 0.160626 , 0.123581 , 0.107288 , 0.125093 , 0.109515 , 0.143274 , 0.102037 , 0.122951 , 0.114321 , 0.115818 , 0.11968 , 0.132525 , 0.122859 , 0.139788 , 0.155704 , 0.099027 , 0.162069 , 0.152034 , 0.123327 , 0.167305 , 0.173969 , 0.151412 , 0.147788 , 0.155881 , 0.143397 , 0.169823 , 0.1293 , 0.13502 , 0.127542 , 0.132372 , 0.148925 , 0.16058 , 0.174154 , 0.165885 , 0.180112 , 0.154944 , 0.193325 , 0.144825 , 0.189348 , 0.1374 , 0.167873 , 0.177547 , 0.211844 , 0.200005 , 0.176971 , 0.152203 , 0.18891 , 0.164787 , 0.146038 , 0.16729 , 0.149178 , 0.161148 , 0.153854 , 0.21202 , 0.191306 , 0.20531 , 0.203851 , 0.195367 , 0.206961 , 0.188381 
 560 , 0.133802 , 0.160574 , 0.123345 , 0.107182 , 0.124793 , 0.109243 , 0.143277 , 0.101835 , 0.122901 , 0.114199 , 0.115601 , 0.119462 , 0.132185 , 0.122449 , 0.13947 , 0.155089 , 0.098756 , 0.161662 , 0.151527 , 0.122932 , 0.166856 , 0.173528 , 0.150976 , 0.147414 , 0.155273 , 0.142871 , 0.169322 , 0.128792 , 0.134629 , 0.127267 , 0.131925 , 0.148471 , 0.160161 , 0.173773 , 0.16537 , 0.179725 , 0.154492 , 0.192732 , 0.144174 , 0.188749 , 0.136919 , 0.167491 , 0.177113 , 0.211277 , 0.199481 , 0.1765 , 0.151811 , 0.188481 , 0.164328 , 0.145644 , 0.166863 , 0.148739 , 0.160712 , 0.15342 , 0.211538 , 0.190763 , 0.204774 , 0.203127 , 0.194869 , 0.206505 , 0.187944 
 561 , 0.133599 , 0.160398 , 0.12298 , 0.10693 , 0.124287 , 0.108801 , 0.143164 , 0.101513 , 0.122713 , 0.113966 , 0.115234 , 0.119145 , 0.131804 , 0.121964 , 0.139038 , 0.154295 , 0.098396 , 0.161055 , 0.150895 , 0.122407 , 0.166319 , 0.17292 , 0.150437 , 0.146945 , 0.154455 , 0.142171 , 0.168664 , 0.128053 , 0.134065 , 0.126876 , 0.1313 , 0.147832 , 0.159589 , 0.173225 , 0.164669 , 0.179161 , 0.153867 , 0.191988 , 0.143294 , 0.188015 , 0.136265 , 0.166976 , 0.176548 , 0.210529 , 0.19881 , 0.175891 , 0.151285 , 0.187878 , 0.163722 , 0.14512 , 0.166342 , 0.148152 , 0.160139 , 0.152858 , 0.21088 , 0.190009 , 0.204112 , 0.202209 , 0.194272 , 0.205846 , 0.187358 
 562 , 0.133364 , 0.16017 , 0.122581 , 0.106635 , 0.123731 , 0.108303 , 0.142997 , 0.101152 , 0.122475 , 0.113687 , 0.114829 , 0.118819 , 0.131461 , 0.121454 , 0.138535 , 0.153423 , 0.097992 , 0.160375 , 0.150186 , 0.121812 , 0.165706 , 0.172224 , 0.149821 , 0.146409 , 0.15356 , 0.141398 , 0.16793 , 0.127249 , 0.133425 , 0.126427 , 0.130608 , 0.147117 , 0.158936 , 0.172582 , 0.163878 , 0.178515 , 0.153156 , 0.191148 , 0.142335 , 0.187196 , 0.135535 , 0.166376 , 0.175887 , 0.209683 , 0.198055 , 0.175194 , 0.150681 , 0.187173 , 0.163033 , 0.144521 , 0.165736 , 0.14749 , 0.159492 , 0.152219 , 0.210118 , 0.189153 , 0.203355 , 0.201185 , 0.193585 , 0.205084 , 0.186678 
 563 , 0.133135 , 0.159931 , 0.122174 , 0.106332 , 0.123168 , 0.107812 , 0.142829 , 0.100791 , 0.122242 , 0.113407 , 0.114416 , 0.1185 , 0.131116 , 0.120952 , 0.138024 , 0.152552 , 0.09758 , 0.159688 , 0.149486 , 0.121225 , 0.165092 , 0.171529 , 0.149205 , 0.145865 , 0.152666 , 0.140627 , 0.167195 , 0.12644 , 0.132786 , 0.125969 , 0.129909 , 0.146404 , 0.158283 , 0.171939 , 0.163096 , 0.17786 , 0.152454 , 0.190317 , 0.141379 , 0.186377 , 0.134805 , 0.165768 , 0.175234 , 0.208831 , 0.197293 , 0.174497 , 0.150078 , 0.186476 , 0.162337 , 0.143914 , 0.16513 , 0.146829 , 0.158845 , 0.151581 , 0.209354 , 0.188298 , 0.202599 , 0.200162 , 0.192898 , 0.204322 , 0.185997 
 564 , 0.132825 , 0.159612 , 0.121685 , 0.105962 , 0.122501 , 0.107225 , 0.142596 , 0.10035 , 0.121942 , 0.113033 , 0.113918 , 0.118085 , 0.13073 , 0.120391 , 0.137498 , 0.151618 , 0.09706 , 0.158856 , 0.148601 , 0.120497 , 0.164339 , 0.170669 , 0.148427 , 0.145159 , 0.15158 , 0.139692 , 0.166282 , 0.125474 , 0.132008 , 0.12539 , 0.129043 , 0.145522 , 0.157434 , 0.171115 , 0.162145 , 0.177044 , 0.15161 , 0.189265 , 0.140259 , 0.185371 , 0.133929 , 0.165042 , 0.17445 , 0.207749 , 0.196321 , 0.173588 , 0.149327 , 0.185628 , 0.161503 , 0.143186 , 0.164376 , 0.146044 , 0.158001 , 0.150779 , 0.208384 , 0.187254 , 0.201631 , 0.198931 , 0.191996 , 0.203362 , 0.185136 
 565 , 0.132456 , 0.159261 , 0.121144 , 0.10556 , 0.121761 , 0.106583 , 0.142331 , 0.099851 , 0.12161 , 0.1126 , 0.113359 , 0.117609 , 0.130342 , 0.11991 , 0.137119 , 0.15071 , 0.096309 , 0.157682 , 0.147355 , 0.119482 , 0.163232 , 0.169437 , 0.147287 , 0.144114 , 0.150123 , 0.138428 , 0.164977 , 0.124197 , 0.130921 , 0.124528 , 0.12786 , 0.144294 , 0.156193 , 0.169911 , 0.160841 , 0.17583 , 0.150446 , 0.187782 , 0.138811 , 0.183938 , 0.132734 , 0.163969 , 0.173326 , 0.206193 , 0.194897 , 0.172258 , 0.148235 , 0.184405 , 0.160307 , 0.142143 , 0.16327 , 0.144941 , 0.156764 , 0.149634 , 0.206931 , 0.185773 , 0.200192 , 0.197243 , 0.190632 , 0.201967 , 0.183856 
 566 , 0.13209 , 0.158912 , 0.120602 , 0.105149 , 0.121013 , 0.105942 , 0.142061 , 0.099352 , 0.121282 , 0.112172 , 0.112808 , 0.117131 , 0.129951 , 0.119435 , 0.136728 , 0.149802 , 0.09556 , 0.156511 , 0.146122 , 0.118477 , 0.162129 , 0.168202 , 0.146152 , 0.143063 , 0.148673 , 0.137162 , 0.163684 , 0.122928 , 0.129846 , 0.123668 , 0.126675 , 0.143078 , 0.154956 , 0.168703 , 0.159541 , 0.174627 , 0.149286 , 0.186303 , 0.137371 , 0.182518 , 0.131544 , 0.162899 , 0.172204 , 0.204643 , 0.193468 , 0.170925 , 0.147147 , 0.183176 , 0.159114 , 0.141111 , 0.162159 , 0.143848 , 0.155539 , 0.148493 , 0.205488 , 0.184298 , 0.198764 , 0.195555 , 0.189265 , 0.200566 , 0.182585 
 567 , 0.131709 , 0.158546 , 0.120031 , 0.10473 , 0.120254 , 0.105281 , 0.141788 , 0.098839 , 0.120931 , 0.111737 , 0.112228 , 0.116639 , 0.129537 , 0.118938 , 0.136336 , 0.148869 , 0.094808 , 0.155325 , 0.144875 , 0.117457 , 0.161016 , 0.166959 , 0.145016 , 0.142011 , 0.14721 , 0.135897 , 0.162377 , 0.121645 , 0.128749 , 0.122798 , 0.125483 , 0.14184 , 0.153719 , 0.167487 , 0.158204 , 0.173393 , 0.148118 , 0.184803 , 0.135912 , 0.181077 , 0.130348 , 0.161812 , 0.171057 , 0.203064 , 0.192041 , 0.169592 , 0.146042 , 0.181932 , 0.157906 , 0.140047 , 0.161031 , 0.142732 , 0.154306 , 0.147337 , 0.204024 , 0.18281 , 0.197322 , 0.193848 , 0.187897 , 0.199152 , 0.1813 
 568 , 0.131229 , 0.158065 , 0.119322 , 0.104195 , 0.119403 , 0.104534 , 0.141393 , 0.098219 , 0.120445 , 0.111234 , 0.111515 , 0.116013 , 0.128947 , 0.118303 , 0.135912 , 0.14793 , 0.09409 , 0.153936 , 0.143373 , 0.116205 , 0.159608 , 0.165377 , 0.143653 , 0.140728 , 0.145463 , 0.134383 , 0.160746 , 0.12012 , 0.127396 , 0.121679 , 0.124027 , 0.14033 , 0.152237 , 0.16599 , 0.156499 , 0.171818 , 0.146675 , 0.182957 , 0.134184 , 0.179279 , 0.12888 , 0.160436 , 0.169573 , 0.201091 , 0.190277 , 0.168007 , 0.144673 , 0.180313 , 0.156395 , 0.138682 , 0.159594 , 0.141305 , 0.15282 , 0.145906 , 0.202207 , 0.180978 , 0.195559 , 0.191747 , 0.186185 , 0.197376 , 0.179685 
 569 , 0.130751 , 0.157567 , 0.118608 , 0.103656 , 0.118534 , 0.103781 , 0.140987 , 0.097592 , 0.11995 , 0.110725 , 0.110798 , 0.115367 , 0.128346 , 0.117662 , 0.135488 , 0.147015 , 0.09339 , 0.152514 , 0.141838 , 0.114934 , 0.158153 , 0.163756 , 0.142263 , 0.139418 , 0.143686 , 0.132848 , 0.159085 , 0.118571 , 0.126014 , 0.120536 , 0.122553 , 0.138795 , 0.150718 , 0.164452 , 0.154766 , 0.170201 , 0.145204 , 0.181068 , 0.132423 , 0.177439 , 0.127385 , 0.159019 , 0.168045 , 0.19907 , 0.188467 , 0.166381 , 0.143268 , 0.178656 , 0.154854 , 0.137292 , 0.158109 , 0.139851 , 0.15129 , 0.144441 , 0.200331 , 0.17911 , 0.193747 , 0.189611 , 0.184441 , 0.195558 , 0.178032 
