  time  ,:52:13 A,:52:57 A,:53:03 A,:53:10 A,:53:18 A,:53:23 A,:53:57 A,:54:03 A,:54:11 A,:54:24 A,:54:34 A,:55:11 A,:55:20 A,:55:27 A,:55:36 A,:55:46 A,:56:21 A,:56:30 A,:56:37 A,:56:44 A,:56:53 A,:57:33 A,:57:40 A,:57:53 A,:58:02 A,:58:11 A,:59:31 A,:59:37 A,:59:45 A,:59:51 A,:59:59 A,:04:13 A,:04:19 A,:04:27 A,:04:35 A,:04:43 A,:05:16 A,:05:25 A,:05:33 A,:05:39 A,:05:46 A,:06:23 A,:06:28 A,:06:39 A,:06:46 A,:06:55 A,:08:02 A,:08:07 A,:08:14 A,:08:23 A,:08:33 A,:09:06 A,:09:13 A,:09:22 A,:09:32 A,:09:45 A,:10:27 A,:10:33 A,:10:43 A,:10:51 A,:10:59 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1005 , 0.39543 , 0.45223 , 0.420127 , 0.395438 , 0.488318 , 0.405898 , 0.434697 , 0.454198 , 0.44475 , 0.381449 , 0.41117 , 0.443505 , 0.439188 , 0.407617 , 0.397547 , 0.46675 , 0.293393 , 0.448876 , 0.473815 , 0.387692 , 0.417786 , 0.42696 , 0.385642 , 0.346358 , 0.440699 , 0.395546 , 0.458797 , 0.462109 , 0.403499 , 0.408455 , 0.415437 , 0.438391 , 0.399398 , 0.415204 , 0.402885 , 0.456016 , 0.408704 , 0.503278 , 0.373845 , 0.431094 , 0.430571 , 0.43923 , 0.42412 , 0.501991 , 0.450678 , 0.452247 , 0.367942 , 0.427308 , 0.432223 , 0.35422 , 0.404852 , 0.38306 , 0.459536 , 0.413743 , 0.464044 , 0.457211 , 0.419115 , 0.482847 , 0.421489 , 0.458548 , 0.41557 
 1006 , 0.395075 , 0.451895 , 0.420336 , 0.394768 , 0.488568 , 0.405393 , 0.433994 , 0.453793 , 0.443898 , 0.381135 , 0.410954 , 0.44374 , 0.43866 , 0.40768 , 0.397072 , 0.467534 , 0.293758 , 0.449268 , 0.47322 , 0.387384 , 0.417841 , 0.426949 , 0.38571 , 0.346633 , 0.440268 , 0.395464 , 0.458617 , 0.461758 , 0.403959 , 0.408186 , 0.415952 , 0.438411 , 0.399873 , 0.415405 , 0.402849 , 0.457407 , 0.408592 , 0.503851 , 0.373767 , 0.430695 , 0.431193 , 0.439787 , 0.424339 , 0.502484 , 0.449716 , 0.451813 , 0.367991 , 0.428101 , 0.432436 , 0.352716 , 0.403934 , 0.383422 , 0.460266 , 0.41412 , 0.463821 , 0.457539 , 0.419673 , 0.483778 , 0.421571 , 0.458227 , 0.415976 
 1007 , 0.394474 , 0.450878 , 0.420259 , 0.394607 , 0.487946 , 0.40507 , 0.433666 , 0.45305 , 0.443432 , 0.3813 , 0.410343 , 0.443673 , 0.438035 , 0.407897 , 0.396083 , 0.467791 , 0.293748 , 0.449883 , 0.47323 , 0.387585 , 0.417838 , 0.426345 , 0.385877 , 0.346884 , 0.439453 , 0.395577 , 0.458041 , 0.460396 , 0.404307 , 0.407566 , 0.416147 , 0.438408 , 0.400062 , 0.415724 , 0.402442 , 0.456524 , 0.408204 , 0.504362 , 0.373987 , 0.43044 , 0.432099 , 0.439751 , 0.424678 , 0.502572 , 0.449858 , 0.451557 , 0.368275 , 0.428475 , 0.432148 , 0.354893 , 0.405137 , 0.38402 , 0.46028 , 0.415169 , 0.464019 , 0.458257 , 0.419894 , 0.484249 , 0.421909 , 0.458066 , 0.41657 
 1008 , 0.393812 , 0.449709 , 0.42013 , 0.394525 , 0.487145 , 0.404755 , 0.433397 , 0.452223 , 0.443013 , 0.38154 , 0.409659 , 0.443552 , 0.437371 , 0.408157 , 0.394973 , 0.467979 , 0.293666 , 0.450563 , 0.473339 , 0.387879 , 0.417823 , 0.425622 , 0.38607 , 0.347132 , 0.438541 , 0.39572 , 0.457384 , 0.458819 , 0.404647 , 0.406863 , 0.416297 , 0.4384 , 0.400209 , 0.416081 , 0.401951 , 0.455243 , 0.407767 , 0.504876 , 0.374264 , 0.430186 , 0.43309 , 0.439628 , 0.425042 , 0.502603 , 0.45019 , 0.451318 , 0.368613 , 0.4288 , 0.431771 , 0.357786 , 0.406738 , 0.384685 , 0.460171 , 0.416363 , 0.464303 , 0.459076 , 0.420072 , 0.484664 , 0.422295 , 0.457915 , 0.417217 
 1009 , 0.3936 , 0.448724 , 0.418717 , 0.39423 , 0.485783 , 0.404381 , 0.433045 , 0.451492 , 0.442119 , 0.38131 , 0.408897 , 0.442948 , 0.4366 , 0.40777 , 0.394047 , 0.467195 , 0.292973 , 0.450315 , 0.473477 , 0.388503 , 0.416828 , 0.424849 , 0.385081 , 0.346779 , 0.43699 , 0.395978 , 0.456232 , 0.457002 , 0.404273 , 0.405798 , 0.415817 , 0.438017 , 0.399948 , 0.416679 , 0.401058 , 0.453174 , 0.407074 , 0.504594 , 0.374051 , 0.429822 , 0.433062 , 0.438374 , 0.425023 , 0.502041 , 0.45005 , 0.450713 , 0.368632 , 0.428985 , 0.430733 , 0.35979 , 0.407828 , 0.384252 , 0.45948 , 0.416712 , 0.463864 , 0.459016 , 0.419397 , 0.484598 , 0.422082 , 0.457582 , 0.416944 
 1010 , 0.393784 , 0.448538 , 0.417013 , 0.393552 , 0.484897 , 0.40323 , 0.432486 , 0.45122 , 0.440707 , 0.380298 , 0.408263 , 0.442238 , 0.435524 , 0.407046 , 0.39342 , 0.466254 , 0.292273 , 0.449416 , 0.473655 , 0.388593 , 0.415879 , 0.423951 , 0.383577 , 0.346298 , 0.435698 , 0.395539 , 0.455227 , 0.455533 , 0.403519 , 0.404877 , 0.415101 , 0.437577 , 0.399471 , 0.417047 , 0.400216 , 0.451775 , 0.406359 , 0.50407 , 0.373303 , 0.429175 , 0.432569 , 0.436658 , 0.424522 , 0.50157 , 0.44901 , 0.449697 , 0.368435 , 0.428943 , 0.42992 , 0.360264 , 0.407766 , 0.383179 , 0.458737 , 0.416434 , 0.462976 , 0.458108 , 0.418611 , 0.483879 , 0.421798 , 0.456866 , 0.416186 
 1011 , 0.394185 , 0.448924 , 0.415303 , 0.392622 , 0.484482 , 0.401492 , 0.431762 , 0.451266 , 0.438969 , 0.378769 , 0.407715 , 0.441543 , 0.434236 , 0.406184 , 0.392961 , 0.465383 , 0.2917 , 0.448188 , 0.473873 , 0.388211 , 0.415162 , 0.422957 , 0.381897 , 0.345843 , 0.434716 , 0.394541 , 0.454411 , 0.454353 , 0.402626 , 0.404132 , 0.414302 , 0.437182 , 0.398919 , 0.41719 , 0.399473 , 0.451018 , 0.405663 , 0.503522 , 0.37224 , 0.42832 , 0.431928 , 0.434782 , 0.423727 , 0.501288 , 0.447369 , 0.448419 , 0.368128 , 0.428775 , 0.429404 , 0.359762 , 0.406937 , 0.381831 , 0.458076 , 0.415866 , 0.461866 , 0.456719 , 0.417885 , 0.482769 , 0.421584 , 0.455883 , 0.415229 
 1012 , 0.394821 , 0.449287 , 0.41431 , 0.391902 , 0.484611 , 0.400229 , 0.431121 , 0.451668 , 0.437826 , 0.377424 , 0.407183 , 0.441002 , 0.433303 , 0.405405 , 0.392622 , 0.464948 , 0.291016 , 0.446492 , 0.474018 , 0.387809 , 0.414881 , 0.422265 , 0.381045 , 0.345589 , 0.434213 , 0.393482 , 0.453967 , 0.453297 , 0.401692 , 0.403553 , 0.413765 , 0.437115 , 0.398253 , 0.417031 , 0.399046 , 0.450643 , 0.405297 , 0.503083 , 0.371503 , 0.427656 , 0.43141 , 0.433461 , 0.42272 , 0.500759 , 0.446335 , 0.44765 , 0.367948 , 0.42816 , 0.429194 , 0.359299 , 0.406356 , 0.381351 , 0.457903 , 0.415013 , 0.460995 , 0.45567 , 0.417957 , 0.4817 , 0.42176 , 0.455224 , 0.414922 
 1013 , 0.395821 , 0.44946 , 0.414353 , 0.39158 , 0.485319 , 0.400127 , 0.430795 , 0.452345 , 0.43754 , 0.376891 , 0.406881 , 0.440772 , 0.433209 , 0.404913 , 0.392539 , 0.465108 , 0.290376 , 0.444691 , 0.473945 , 0.387703 , 0.414725 , 0.42219 , 0.381181 , 0.345537 , 0.43444 , 0.392836 , 0.454007 , 0.453048 , 0.400995 , 0.40331 , 0.413858 , 0.43735 , 0.39778 , 0.4168 , 0.399201 , 0.450956 , 0.405385 , 0.50305 , 0.371295 , 0.427538 , 0.431126 , 0.432911 , 0.421801 , 0.500372 , 0.446179 , 0.447584 , 0.368021 , 0.427315 , 0.429348 , 0.358904 , 0.406327 , 0.382016 , 0.458404 , 0.414114 , 0.460917 , 0.455296 , 0.419074 , 0.481153 , 0.422306 , 0.45528 , 0.415503 
 1014 , 0.397115 , 0.449239 , 0.41511 , 0.39169 , 0.486075 , 0.401728 , 0.431077 , 0.452791 , 0.437835 , 0.37796 , 0.407119 , 0.440907 , 0.434324 , 0.404891 , 0.392792 , 0.465628 , 0.290109 , 0.443806 , 0.473462 , 0.388419 , 0.413653 , 0.422862 , 0.381529 , 0.345471 , 0.435251 , 0.39338 , 0.45429 , 0.45453 , 0.40099 , 0.40345 , 0.414837 , 0.437413 , 0.3981 , 0.417239 , 0.399964 , 0.452013 , 0.405694 , 0.503838 , 0.371558 , 0.428286 , 0.43116 , 0.4328 , 0.421653 , 0.500981 , 0.446588 , 0.447947 , 0.368452 , 0.427052 , 0.42957 , 0.358589 , 0.407036 , 0.383243 , 0.459334 , 0.413843 , 0.462216 , 0.455698 , 0.420709 , 0.481826 , 0.422771 , 0.456327 , 0.416593 
 1015 , 0.398131 , 0.448961 , 0.415728 , 0.391749 , 0.486611 , 0.403394 , 0.431241 , 0.452978 , 0.438071 , 0.379174 , 0.40727 , 0.440827 , 0.435274 , 0.404755 , 0.392994 , 0.466035 , 0.289707 , 0.443193 , 0.472832 , 0.38891 , 0.412374 , 0.423289 , 0.381813 , 0.345235 , 0.436187 , 0.393815 , 0.454531 , 0.456074 , 0.40097 , 0.40351 , 0.415836 , 0.437441 , 0.39848 , 0.417637 , 0.400779 , 0.45302 , 0.405875 , 0.504771 , 0.371596 , 0.429082 , 0.431191 , 0.432867 , 0.421679 , 0.50185 , 0.446903 , 0.448214 , 0.368699 , 0.426783 , 0.42978 , 0.358299 , 0.407793 , 0.384129 , 0.460175 , 0.413727 , 0.463561 , 0.456083 , 0.42231 , 0.48256 , 0.423007 , 0.45722 , 0.417437 
 1016 , 0.397872 , 0.44856 , 0.41569 , 0.391649 , 0.486169 , 0.405061 , 0.430892 , 0.452108 , 0.438064 , 0.380821 , 0.407118 , 0.439947 , 0.435415 , 0.404203 , 0.392957 , 0.466003 , 0.288833 , 0.443828 , 0.4717 , 0.388367 , 0.410442 , 0.42267 , 0.381803 , 0.344377 , 0.437481 , 0.393765 , 0.454599 , 0.457581 , 0.400937 , 0.403236 , 0.416723 , 0.437306 , 0.399063 , 0.417881 , 0.401695 , 0.453658 , 0.405536 , 0.506161 , 0.370741 , 0.429976 , 0.431192 , 0.433691 , 0.422387 , 0.503637 , 0.44676 , 0.448102 , 0.368234 , 0.426494 , 0.429901 , 0.358196 , 0.408651 , 0.383486 , 0.460588 , 0.41429 , 0.464911 , 0.456382 , 0.423562 , 0.483487 , 0.422295 , 0.457406 , 0.417189 
 1017 , 0.39657 , 0.447848 , 0.413707 , 0.389871 , 0.484266 , 0.403754 , 0.428467 , 0.450776 , 0.436693 , 0.379166 , 0.405539 , 0.438587 , 0.43389 , 0.402686 , 0.391856 , 0.46506 , 0.286748 , 0.443635 , 0.470725 , 0.386483 , 0.408943 , 0.420741 , 0.380159 , 0.342857 , 0.436593 , 0.391823 , 0.453713 , 0.456416 , 0.398556 , 0.401126 , 0.4148 , 0.436851 , 0.398222 , 0.416277 , 0.400617 , 0.452019 , 0.404763 , 0.505183 , 0.369046 , 0.428642 , 0.429877 , 0.434257 , 0.422443 , 0.502696 , 0.446021 , 0.447598 , 0.365634 , 0.425138 , 0.429192 , 0.357215 , 0.407692 , 0.381077 , 0.459687 , 0.413415 , 0.463466 , 0.455449 , 0.423669 , 0.482038 , 0.421275 , 0.45569 , 0.416227 
 1018 , 0.395174 , 0.447087 , 0.411587 , 0.38797 , 0.482228 , 0.402319 , 0.425877 , 0.449352 , 0.435228 , 0.377365 , 0.403831 , 0.437134 , 0.432237 , 0.401065 , 0.390678 , 0.464051 , 0.284528 , 0.443418 , 0.469684 , 0.38446 , 0.407366 , 0.418673 , 0.378401 , 0.341246 , 0.435613 , 0.38975 , 0.452753 , 0.455134 , 0.396001 , 0.398876 , 0.412723 , 0.436373 , 0.397296 , 0.414545 , 0.399444 , 0.450246 , 0.403948 , 0.504114 , 0.367245 , 0.427189 , 0.428459 , 0.434861 , 0.422492 , 0.501649 , 0.445232 , 0.447062 , 0.362857 , 0.423687 , 0.428426 , 0.356155 , 0.406648 , 0.37851 , 0.458703 , 0.412464 , 0.461895 , 0.454441 , 0.423754 , 0.480473 , 0.420194 , 0.453831 , 0.415197 
 1019 , 0.39337 , 0.446376 , 0.410463 , 0.386521 , 0.481396 , 0.400511 , 0.424286 , 0.449462 , 0.433971 , 0.375243 , 0.402688 , 0.436524 , 0.431068 , 0.400561 , 0.389174 , 0.462901 , 0.282855 , 0.443364 , 0.469583 , 0.383368 , 0.406759 , 0.417229 , 0.377287 , 0.34019 , 0.433771 , 0.388615 , 0.451665 , 0.453859 , 0.394054 , 0.397291 , 0.410096 , 0.43594 , 0.396198 , 0.412982 , 0.397683 , 0.448361 , 0.403156 , 0.502902 , 0.365725 , 0.425112 , 0.427323 , 0.434305 , 0.422217 , 0.500332 , 0.444549 , 0.446493 , 0.360728 , 0.423302 , 0.426772 , 0.35528 , 0.405041 , 0.376186 , 0.457079 , 0.411106 , 0.460424 , 0.453183 , 0.420065 , 0.478268 , 0.419765 , 0.45219 , 0.413491 
 1020 , 0.391692 , 0.446695 , 0.411775 , 0.386914 , 0.482266 , 0.399946 , 0.425066 , 0.450688 , 0.434147 , 0.375168 , 0.402678 , 0.436486 , 0.430839 , 0.401149 , 0.388484 , 0.462383 , 0.28203 , 0.443579 , 0.470169 , 0.383255 , 0.407038 , 0.417138 , 0.378142 , 0.340065 , 0.432719 , 0.388793 , 0.452517 , 0.453779 , 0.394232 , 0.397874 , 0.409703 , 0.435475 , 0.396112 , 0.413179 , 0.397665 , 0.447923 , 0.40312 , 0.503585 , 0.365461 , 0.424498 , 0.427364 , 0.433587 , 0.422276 , 0.501071 , 0.444397 , 0.446494 , 0.360975 , 0.423437 , 0.426161 , 0.355027 , 0.404541 , 0.375577 , 0.457045 , 0.411357 , 0.460738 , 0.453069 , 0.417088 , 0.477922 , 0.420246 , 0.451682 , 0.412502 
 1021 , 0.39002 , 0.447535 , 0.414281 , 0.388193 , 0.483949 , 0.399976 , 0.426995 , 0.452438 , 0.435023 , 0.376108 , 0.403186 , 0.436666 , 0.431051 , 0.402247 , 0.388185 , 0.462168 , 0.28156 , 0.443932 , 0.471076 , 0.383559 , 0.407711 , 0.417667 , 0.379955 , 0.340366 , 0.432048 , 0.389576 , 0.454365 , 0.454282 , 0.395434 , 0.399507 , 0.410393 , 0.43499 , 0.396515 , 0.414214 , 0.398518 , 0.448164 , 0.403446 , 0.505227 , 0.365784 , 0.424581 , 0.427975 , 0.432811 , 0.422511 , 0.502838 , 0.444485 , 0.446773 , 0.362339 , 0.423785 , 0.426056 , 0.355057 , 0.404585 , 0.375765 , 0.457818 , 0.412413 , 0.461933 , 0.453511 , 0.414491 , 0.478493 , 0.42117 , 0.4517 , 0.411851 
 1022 , 0.389166 , 0.447925 , 0.417155 , 0.389737 , 0.485462 , 0.4001 , 0.429164 , 0.453652 , 0.437008 , 0.377359 , 0.403618 , 0.43715 , 0.431902 , 0.403618 , 0.387621 , 0.462495 , 0.28181 , 0.444355 , 0.472353 , 0.38364 , 0.408791 , 0.41881 , 0.381213 , 0.340627 , 0.431801 , 0.390241 , 0.455793 , 0.455113 , 0.3969 , 0.401594 , 0.411252 , 0.434261 , 0.397026 , 0.41519 , 0.398916 , 0.44884 , 0.40356 , 0.506414 , 0.366542 , 0.424344 , 0.428333 , 0.431986 , 0.422454 , 0.504206 , 0.444809 , 0.446665 , 0.364342 , 0.423966 , 0.426485 , 0.354895 , 0.404265 , 0.376544 , 0.458783 , 0.413477 , 0.462973 , 0.454046 , 0.413956 , 0.479281 , 0.422043 , 0.452165 , 0.412251 
 1023 , 0.388991 , 0.447436 , 0.419 , 0.390782 , 0.486002 , 0.40012 , 0.430516 , 0.453951 , 0.439173 , 0.378156 , 0.403609 , 0.437181 , 0.433088 , 0.404685 , 0.386344 , 0.463155 , 0.28223 , 0.444385 , 0.473494 , 0.383166 , 0.409913 , 0.419655 , 0.381603 , 0.340532 , 0.431835 , 0.390639 , 0.455792 , 0.455825 , 0.398002 , 0.402903 , 0.411233 , 0.434021 , 0.397347 , 0.415503 , 0.39838 , 0.449706 , 0.403079 , 0.506646 , 0.367052 , 0.423673 , 0.428263 , 0.431146 , 0.422211 , 0.504671 , 0.445251 , 0.446142 , 0.365657 , 0.423875 , 0.426666 , 0.354528 , 0.403416 , 0.377148 , 0.459372 , 0.413645 , 0.463626 , 0.454329 , 0.414116 , 0.479807 , 0.422312 , 0.452631 , 0.412754 
 1024 , 0.389097 , 0.445998 , 0.418804 , 0.390779 , 0.485106 , 0.399893 , 0.430299 , 0.453288 , 0.440532 , 0.377914 , 0.402921 , 0.436168 , 0.434209 , 0.404981 , 0.384136 , 0.46384 , 0.282191 , 0.44371 , 0.474082 , 0.382009 , 0.410749 , 0.419443 , 0.381151 , 0.339899 , 0.431896 , 0.390711 , 0.45386 , 0.456004 , 0.398271 , 0.402492 , 0.409597 , 0.434823 , 0.397253 , 0.414785 , 0.396757 , 0.450446 , 0.401836 , 0.505791 , 0.366705 , 0.422588 , 0.427776 , 0.43029 , 0.421941 , 0.504059 , 0.445653 , 0.445308 , 0.3652 , 0.423521 , 0.425901 , 0.354008 , 0.402071 , 0.376879 , 0.459174 , 0.412338 , 0.463807 , 0.454137 , 0.413314 , 0.479682 , 0.421621 , 0.452632 , 0.412347 
 1025 , 0.388589 , 0.443805 , 0.417941 , 0.390068 , 0.483336 , 0.398953 , 0.429322 , 0.452235 , 0.441191 , 0.376964 , 0.401516 , 0.434466 , 0.434332 , 0.40471 , 0.381915 , 0.463541 , 0.281485 , 0.442628 , 0.473686 , 0.380175 , 0.410847 , 0.418588 , 0.380385 , 0.338634 , 0.431499 , 0.390169 , 0.451689 , 0.455488 , 0.397877 , 0.401054 , 0.40777 , 0.435298 , 0.397045 , 0.413814 , 0.395103 , 0.450344 , 0.400298 , 0.50461 , 0.36591 , 0.421211 , 0.426725 , 0.429271 , 0.421379 , 0.502938 , 0.445696 , 0.444317 , 0.363817 , 0.422581 , 0.425052 , 0.352882 , 0.400659 , 0.376148 , 0.458313 , 0.410527 , 0.463339 , 0.453589 , 0.412208 , 0.479251 , 0.420286 , 0.451899 , 0.411494 
 1026 , 0.386775 , 0.440317 , 0.416014 , 0.388068 , 0.480075 , 0.396739 , 0.426961 , 0.450492 , 0.440594 , 0.374711 , 0.398838 , 0.431612 , 0.432451 , 0.403355 , 0.379958 , 0.461245 , 0.279531 , 0.440863 , 0.471386 , 0.377205 , 0.409298 , 0.416534 , 0.378984 , 0.336196 , 0.430201 , 0.388437 , 0.449325 , 0.453698 , 0.396202 , 0.397822 , 0.405848 , 0.434995 , 0.396639 , 0.412505 , 0.393549 , 0.44851 , 0.398376 , 0.502934 , 0.364268 , 0.419338 , 0.424602 , 0.428086 , 0.420253 , 0.500919 , 0.44501 , 0.44307 , 0.360919 , 0.420623 , 0.42414 , 0.350652 , 0.3993 , 0.374611 , 0.4562 , 0.407989 , 0.461522 , 0.452414 , 0.4107 , 0.478295 , 0.417861 , 0.449753 , 0.409877 
 1027 , 0.384041 , 0.437424 , 0.415926 , 0.386777 , 0.478273 , 0.395346 , 0.425194 , 0.448762 , 0.441599 , 0.37309 , 0.396709 , 0.429983 , 0.430539 , 0.402197 , 0.379386 , 0.458602 , 0.277739 , 0.439453 , 0.469317 , 0.374959 , 0.406011 , 0.414731 , 0.377089 , 0.333992 , 0.428754 , 0.38671 , 0.448409 , 0.452651 , 0.394757 , 0.396129 , 0.405758 , 0.433737 , 0.39644 , 0.412122 , 0.392568 , 0.446271 , 0.39745 , 0.501968 , 0.362426 , 0.417719 , 0.422652 , 0.427862 , 0.4191 , 0.499005 , 0.44415 , 0.441692 , 0.360279 , 0.419537 , 0.423838 , 0.34863 , 0.398881 , 0.373587 , 0.453998 , 0.407071 , 0.459065 , 0.451683 , 0.410505 , 0.477667 , 0.416499 , 0.447979 , 0.408839 
 1028 , 0.381221 , 0.434481 , 0.415864 , 0.38544 , 0.476408 , 0.393905 , 0.42335 , 0.446938 , 0.442288 , 0.37133 , 0.394513 , 0.428321 , 0.428515 , 0.400952 , 0.378757 , 0.455841 , 0.275848 , 0.437916 , 0.467125 , 0.372638 , 0.402598 , 0.412826 , 0.375136 , 0.3318 , 0.427232 , 0.384841 , 0.447461 , 0.451554 , 0.39323 , 0.394344 , 0.405661 , 0.432439 , 0.396201 , 0.411704 , 0.391559 , 0.44395 , 0.396496 , 0.50089 , 0.360469 , 0.416067 , 0.420607 , 0.427603 , 0.417873 , 0.496949 , 0.443174 , 0.440313 , 0.359608 , 0.418388 , 0.423443 , 0.34651 , 0.39842 , 0.372452 , 0.451731 , 0.406117 , 0.456491 , 0.450862 , 0.410277 , 0.47699 , 0.415054 , 0.446161 , 0.407703 
 1029 , 0.379555 , 0.433568 , 0.416199 , 0.384909 , 0.475447 , 0.393197 , 0.422033 , 0.445102 , 0.436907 , 0.369049 , 0.393324 , 0.427708 , 0.42662 , 0.39953 , 0.377742 , 0.453787 , 0.274068 , 0.435473 , 0.464748 , 0.371503 , 0.399917 , 0.410786 , 0.373965 , 0.331934 , 0.425903 , 0.382338 , 0.446999 , 0.450954 , 0.391688 , 0.392742 , 0.405693 , 0.431772 , 0.395702 , 0.411064 , 0.391216 , 0.442632 , 0.395955 , 0.498954 , 0.358308 , 0.415558 , 0.418812 , 0.427177 , 0.416738 , 0.49425 , 0.441249 , 0.440212 , 0.359201 , 0.417455 , 0.42189 , 0.344826 , 0.397776 , 0.370474 , 0.45065 , 0.405744 , 0.454478 , 0.449478 , 0.409808 , 0.47613 , 0.413669 , 0.445498 , 0.405929 
 1030 , 0.377986 , 0.432164 , 0.416355 , 0.383371 , 0.473717 , 0.392456 , 0.420543 , 0.444012 , 0.430478 , 0.366551 , 0.392447 , 0.426206 , 0.424546 , 0.398506 , 0.376343 , 0.452144 , 0.272134 , 0.434886 , 0.462358 , 0.37041 , 0.399324 , 0.410312 , 0.373638 , 0.331975 , 0.424807 , 0.380127 , 0.445925 , 0.44992 , 0.390012 , 0.39093 , 0.40481 , 0.430874 , 0.39581 , 0.41022 , 0.391191 , 0.441459 , 0.395295 , 0.496496 , 0.356877 , 0.414543 , 0.417121 , 0.426299 , 0.416127 , 0.491094 , 0.440018 , 0.440237 , 0.357357 , 0.41579 , 0.420063 , 0.343494 , 0.39661 , 0.369054 , 0.449641 , 0.404489 , 0.452987 , 0.447417 , 0.40856 , 0.475125 , 0.412411 , 0.445259 , 0.404473 
 1031 , 0.376381 , 0.430559 , 0.416467 , 0.381503 , 0.471707 , 0.391661 , 0.418944 , 0.443085 , 0.423459 , 0.36389 , 0.391619 , 0.424385 , 0.422321 , 0.397532 , 0.374781 , 0.450539 , 0.270081 , 0.434779 , 0.459864 , 0.369272 , 0.399276 , 0.410251 , 0.373518 , 0.331983 , 0.42372 , 0.377889 , 0.444634 , 0.448711 , 0.388224 , 0.388966 , 0.40363 , 0.429885 , 0.396092 , 0.409282 , 0.391265 , 0.44028 , 0.394567 , 0.493792 , 0.355568 , 0.413334 , 0.415389 , 0.42527 , 0.415642 , 0.487677 , 0.438907 , 0.440313 , 0.355037 , 0.413856 , 0.418068 , 0.342183 , 0.395249 , 0.367714 , 0.448619 , 0.402948 , 0.451567 , 0.445089 , 0.407042 , 0.474031 , 0.411127 , 0.445123 , 0.403024 
 1032 , 0.375103 , 0.430133 , 0.41591 , 0.380393 , 0.469843 , 0.391284 , 0.419504 , 0.442062 , 0.421731 , 0.362474 , 0.391453 , 0.423207 , 0.421781 , 0.397358 , 0.374926 , 0.449942 , 0.269472 , 0.434866 , 0.458673 , 0.369569 , 0.400665 , 0.411776 , 0.37361 , 0.331791 , 0.423275 , 0.377693 , 0.443471 , 0.448533 , 0.387134 , 0.388601 , 0.402268 , 0.429695 , 0.396397 , 0.408376 , 0.391284 , 0.44078 , 0.394515 , 0.492334 , 0.355143 , 0.41267 , 0.415479 , 0.424852 , 0.415859 , 0.486218 , 0.438688 , 0.439515 , 0.353996 , 0.412923 , 0.416441 , 0.342244 , 0.394406 , 0.367848 , 0.448246 , 0.402471 , 0.451055 , 0.443564 , 0.406174 , 0.47466 , 0.410983 , 0.44596 , 0.402876 
 1033 , 0.374531 , 0.429881 , 0.413641 , 0.379309 , 0.467969 , 0.390026 , 0.420755 , 0.440615 , 0.421051 , 0.361133 , 0.390246 , 0.422235 , 0.420797 , 0.396268 , 0.37514 , 0.448625 , 0.26854 , 0.433256 , 0.457193 , 0.369168 , 0.401132 , 0.411307 , 0.372484 , 0.331157 , 0.42177 , 0.377203 , 0.441596 , 0.447906 , 0.385882 , 0.387903 , 0.400776 , 0.429644 , 0.395642 , 0.406807 , 0.390424 , 0.440835 , 0.393908 , 0.490248 , 0.354239 , 0.411781 , 0.415798 , 0.423673 , 0.415037 , 0.485325 , 0.437291 , 0.438221 , 0.35336 , 0.412212 , 0.415181 , 0.341552 , 0.393528 , 0.367214 , 0.44766 , 0.402062 , 0.449716 , 0.44234 , 0.405225 , 0.475158 , 0.409776 , 0.445757 , 0.402561 
 1034 , 0.374564 , 0.429415 , 0.409791 , 0.377992 , 0.465991 , 0.387706 , 0.422068 , 0.438722 , 0.419734 , 0.359428 , 0.387732 , 0.421228 , 0.418793 , 0.393959 , 0.374878 , 0.446214 , 0.266805 , 0.429814 , 0.45497 , 0.367556 , 0.400178 , 0.408255 , 0.370025 , 0.33014 , 0.41892 , 0.375726 , 0.438909 , 0.446468 , 0.384211 , 0.38634 , 0.399177 , 0.429483 , 0.393773 , 0.404497 , 0.388657 , 0.439859 , 0.392483 , 0.487074 , 0.352547 , 0.410453 , 0.415755 , 0.421491 , 0.412913 , 0.484376 , 0.434378 , 0.436661 , 0.352726 , 0.411394 , 0.414152 , 0.339617 , 0.392424 , 0.365274 , 0.446621 , 0.401357 , 0.447198 , 0.441149 , 0.403962 , 0.474993 , 0.40711 , 0.444144 , 0.401654 
