JUN18MAT200035.spu,JUN18MAT200034.spu,JUN18MAT200033.spu,JUN18MAT200032.spu,JUN18MAT200031.spu,
Wavelength,JUN18MAT200061.spu,JUN18MAT200062.spu,JUN18MAT200063.spu,JUN18MAT200064.spu,JUN18MAT200065.spu,JUN18MAT200066.spu,JUN18MAT200067.spu,JUN18MAT200068.spu,JUN18MAT200069.spu,JUN18MAT200070.spu,JUN18MAT200071.spu,JUN18MAT200072.spu,JUN18MAT200073.spu,JUN18MAT200074.spu,JUN18MAT200075.spu,JUN18MAT200076.spu,JUN18MAT200077.spu,JUN18MAT200078.spu,JUN18MAT200079.spu,JUN18MAT200080.spu
  (nm),6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 
  time  ,40:38 PM,40:52 PM,41:05 PM,41:14 PM,41:25 PM,42:13 PM,42:22 PM,42:31 PM,42:40 PM,42:51 PM,43:39 PM,43:49 PM,43:56 PM,44:06 PM,44:15 PM,44:54 PM,45:02 PM,45:12 PM,45:19 PM,45:27 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 560 , 0.083819 , 0.086373 , 0.080081 , 0.080308 , 0.085127 , 0.082252 , 0.071227 , 0.077997 , 0.06908 , 0.087219 , 0.086334 , 0.098519 , 0.111017 , 0.087455 , 0.102515 , 0.109912 , 0.133254 , 0.115271 , 0.119119 , 0.121446 
 561 , 0.083826 , 0.086538 , 0.080129 , 0.080308 , 0.084944 , 0.082083 , 0.071139 , 0.07787 , 0.069021 , 0.086937 , 0.086147 , 0.098451 , 0.110887 , 0.087382 , 0.102461 , 0.109957 , 0.133321 , 0.115233 , 0.119087 , 0.121315 
 562 , 0.083846 , 0.086707 , 0.080191 , 0.080316 , 0.084758 , 0.081906 , 0.071056 , 0.077743 , 0.068967 , 0.086637 , 0.085959 , 0.098391 , 0.110761 , 0.087315 , 0.102413 , 0.110013 , 0.133397 , 0.115204 , 0.119062 , 0.121198 
 563 , 0.083865 , 0.086881 , 0.080251 , 0.080313 , 0.084565 , 0.081728 , 0.070971 , 0.077616 , 0.068911 , 0.086345 , 0.085777 , 0.09833 , 0.110634 , 0.087246 , 0.102372 , 0.110066 , 0.13347 , 0.115165 , 0.119036 , 0.12108 
 564 , 0.083813 , 0.086989 , 0.08028 , 0.080226 , 0.084332 , 0.081473 , 0.07079 , 0.077406 , 0.068799 , 0.085997 , 0.085455 , 0.098129 , 0.110392 , 0.08712 , 0.102265 , 0.110043 , 0.133415 , 0.115071 , 0.118875 , 0.12085 
 565 , 0.083707 , 0.087059 , 0.08027 , 0.080061 , 0.084069 , 0.081156 , 0.070512 , 0.077117 , 0.068624 , 0.085595 , 0.085025 , 0.097803 , 0.110034 , 0.086905 , 0.102119 , 0.109965 , 0.133248 , 0.114913 , 0.118589 , 0.120516 
 566 , 0.083605 , 0.087132 , 0.08027 , 0.079902 , 0.083812 , 0.08083 , 0.070233 , 0.076835 , 0.068455 , 0.0852 , 0.084594 , 0.097476 , 0.109682 , 0.086695 , 0.101977 , 0.109889 , 0.133083 , 0.11475 , 0.1183 , 0.120187 
 567 , 0.083495 , 0.087209 , 0.080253 , 0.079749 , 0.083533 , 0.080489 , 0.069948 , 0.076538 , 0.068277 , 0.084776 , 0.084151 , 0.097133 , 0.109307 , 0.08647 , 0.101794 , 0.109803 , 0.132908 , 0.114578 , 0.118011 , 0.119834 
 568 , 0.083376 , 0.087324 , 0.080208 , 0.079632 , 0.083187 , 0.080079 , 0.069599 , 0.076199 , 0.068083 , 0.084278 , 0.083687 , 0.096759 , 0.108854 , 0.086157 , 0.101496 , 0.10968 , 0.132718 , 0.114348 , 0.117721 , 0.119418 
 569 , 0.083259 , 0.087436 , 0.080166 , 0.079511 , 0.082853 , 0.079677 , 0.06926 , 0.075868 , 0.067905 , 0.083779 , 0.083222 , 0.096386 , 0.108406 , 0.085848 , 0.101203 , 0.109557 , 0.132528 , 0.114126 , 0.117437 , 0.119011 
 570 , 0.083144 , 0.087554 , 0.080124 , 0.079391 , 0.082516 , 0.079272 , 0.068911 , 0.075534 , 0.067715 , 0.083278 , 0.082762 , 0.096008 , 0.107953 , 0.085543 , 0.100904 , 0.10944 , 0.132336 , 0.113903 , 0.117155 , 0.118605 
 571 , 0.082986 , 0.08763 , 0.080107 , 0.079254 , 0.082177 , 0.078838 , 0.068593 , 0.075144 , 0.067495 , 0.0828 , 0.082318 , 0.095597 , 0.107497 , 0.085226 , 0.100649 , 0.109277 , 0.132127 , 0.11358 , 0.11683 , 0.118128 
 572 , 0.082803 , 0.087689 , 0.080095 , 0.079109 , 0.081832 , 0.07838 , 0.068278 , 0.074745 , 0.067262 , 0.08231 , 0.081868 , 0.095172 , 0.107041 , 0.0849 , 0.100382 , 0.109094 , 0.131912 , 0.113237 , 0.116474 , 0.117622 
 573 , 0.082627 , 0.08775 , 0.08008 , 0.078956 , 0.081488 , 0.077927 , 0.067958 , 0.074351 , 0.067024 , 0.081831 , 0.081415 , 0.094741 , 0.106578 , 0.084575 , 0.100127 , 0.108906 , 0.13169 , 0.112884 , 0.116124 , 0.117124 
 574 , 0.08245 , 0.087778 , 0.080025 , 0.078766 , 0.081104 , 0.077499 , 0.067648 , 0.073989 , 0.066787 , 0.081336 , 0.080937 , 0.09435 , 0.106112 , 0.084245 , 0.099851 , 0.108681 , 0.131453 , 0.112525 , 0.11576 , 0.116629 
 575 , 0.082285 , 0.087778 , 0.079923 , 0.078523 , 0.080677 , 0.077094 , 0.067343 , 0.073654 , 0.066539 , 0.080835 , 0.080418 , 0.093982 , 0.105613 , 0.083901 , 0.099546 , 0.108414 , 0.131153 , 0.11214 , 0.115371 , 0.116118 
 576 , 0.082119 , 0.087781 , 0.079819 , 0.078287 , 0.080239 , 0.076685 , 0.067041 , 0.073316 , 0.066294 , 0.080331 , 0.079904 , 0.093614 , 0.105124 , 0.083551 , 0.099248 , 0.108144 , 0.130864 , 0.111755 , 0.114981 , 0.115601 
 577 , 0.081936 , 0.087764 , 0.079704 , 0.078044 , 0.07981 , 0.076271 , 0.066727 , 0.072972 , 0.066049 , 0.079831 , 0.079386 , 0.093239 , 0.104626 , 0.083208 , 0.098925 , 0.107883 , 0.130558 , 0.111358 , 0.114579 , 0.115088 
 578 , 0.081639 , 0.087611 , 0.079508 , 0.077777 , 0.079396 , 0.075821 , 0.066337 , 0.072569 , 0.065762 , 0.079305 , 0.078898 , 0.092791 , 0.104118 , 0.082865 , 0.098489 , 0.107602 , 0.1302 , 0.11091 , 0.114099 , 0.114569 
 579 , 0.081329 , 0.087457 , 0.079298 , 0.077496 , 0.078971 , 0.075368 , 0.065949 , 0.072161 , 0.065483 , 0.078769 , 0.078401 , 0.09234 , 0.103609 , 0.082519 , 0.098044 , 0.107317 , 0.129847 , 0.110454 , 0.113605 , 0.114057 
 580 , 0.081021 , 0.087303 , 0.079096 , 0.077218 , 0.07855 , 0.07492 , 0.065553 , 0.071751 , 0.065194 , 0.07824 , 0.077902 , 0.091886 , 0.103103 , 0.082167 , 0.097601 , 0.10703 , 0.129491 , 0.109998 , 0.113118 , 0.113539 
 581 , 0.080497 , 0.086875 , 0.078643 , 0.076706 , 0.077897 , 0.074257 , 0.064985 , 0.071136 , 0.064732 , 0.077514 , 0.077233 , 0.091131 , 0.102312 , 0.081537 , 0.096913 , 0.106349 , 0.128711 , 0.109243 , 0.112302 , 0.112719 
 582 , 0.079923 , 0.086385 , 0.078135 , 0.07615 , 0.07718 , 0.073562 , 0.064384 , 0.070474 , 0.064228 , 0.076746 , 0.076529 , 0.090307 , 0.101456 , 0.080837 , 0.096173 , 0.105575 , 0.127833 , 0.10842 , 0.111421 , 0.111834 
 583 , 0.079357 , 0.085894 , 0.077627 , 0.075589 , 0.076461 , 0.072867 , 0.063775 , 0.06981 , 0.063722 , 0.075978 , 0.07583 , 0.089481 , 0.100598 , 0.080135 , 0.095435 , 0.104802 , 0.126954 , 0.107597 , 0.110534 , 0.11095 
 584 , 0.07861 , 0.085238 , 0.076958 , 0.074881 , 0.075631 , 0.072061 , 0.063084 , 0.069036 , 0.063117 , 0.0751 , 0.074994 , 0.088549 , 0.099556 , 0.079326 , 0.094507 , 0.103862 , 0.125804 , 0.106549 , 0.109455 , 0.109834 
 585 , 0.077657 , 0.084388 , 0.076119 , 0.07401 , 0.074678 , 0.071123 , 0.062304 , 0.068131 , 0.062402 , 0.074109 , 0.074017 , 0.087504 , 0.098327 , 0.078404 , 0.093384 , 0.10272 , 0.124352 , 0.105274 , 0.108174 , 0.108482 
 586 , 0.076708 , 0.083536 , 0.075281 , 0.073143 , 0.073724 , 0.070184 , 0.061528 , 0.067226 , 0.061696 , 0.073117 , 0.073039 , 0.086462 , 0.097095 , 0.077484 , 0.09225 , 0.101585 , 0.122901 , 0.103994 , 0.106888 , 0.107133 
 587 , 0.075792 , 0.082721 , 0.074479 , 0.072306 , 0.072815 , 0.069278 , 0.060774 , 0.066365 , 0.061004 , 0.072153 , 0.072095 , 0.085456 , 0.095904 , 0.076589 , 0.091174 , 0.100493 , 0.12151 , 0.102769 , 0.10565 , 0.105835 
 588 , 0.075145 , 0.082179 , 0.073964 , 0.071752 , 0.072251 , 0.068636 , 0.06025 , 0.065792 , 0.060484 , 0.071436 , 0.071429 , 0.084751 , 0.095096 , 0.075973 , 0.090489 , 0.099817 , 0.120576 , 0.101972 , 0.104834 , 0.104999 
 589 , 0.07449 , 0.081636 , 0.073437 , 0.071193 , 0.071682 , 0.06799 , 0.059716 , 0.06522 , 0.059961 , 0.070711 , 0.070761 , 0.084037 , 0.094279 , 0.075355 , 0.089797 , 0.099137 , 0.119634 , 0.101161 , 0.104007 , 0.104151 
 590 , 0.073832 , 0.081092 , 0.072912 , 0.07063 , 0.071109 , 0.067342 , 0.059186 , 0.064644 , 0.059428 , 0.069978 , 0.070083 , 0.083324 , 0.093451 , 0.074727 , 0.089099 , 0.098455 , 0.118689 , 0.100351 , 0.103179 , 0.103297 
 591 , 0.0737 , 0.081043 , 0.072839 , 0.070527 , 0.070949 , 0.067156 , 0.059088 , 0.064498 , 0.059317 , 0.069753 , 0.069914 , 0.083181 , 0.093301 , 0.07463 , 0.088957 , 0.098382 , 0.118523 , 0.10018 , 0.103024 , 0.103105 
 592 , 0.073715 , 0.081125 , 0.072896 , 0.070544 , 0.070904 , 0.067094 , 0.05912 , 0.064463 , 0.059325 , 0.069663 , 0.069887 , 0.083204 , 0.093344 , 0.074665 , 0.088962 , 0.098451 , 0.118563 , 0.100176 , 0.103055 , 0.103099 
 593 , 0.073733 , 0.081215 , 0.072962 , 0.070563 , 0.070862 , 0.067034 , 0.059154 , 0.06443 , 0.059334 , 0.069581 , 0.069861 , 0.083222 , 0.093388 , 0.074702 , 0.088976 , 0.098521 , 0.118606 , 0.100181 , 0.103083 , 0.103089 
 594 , 0.073754 , 0.081332 , 0.073039 , 0.07057 , 0.070838 , 0.066989 , 0.059156 , 0.064428 , 0.059355 , 0.069532 , 0.069843 , 0.083272 , 0.093456 , 0.074767 , 0.088986 , 0.098634 , 0.118685 , 0.100232 , 0.103129 , 0.103111 
 595 , 0.073769 , 0.081498 , 0.073116 , 0.070565 , 0.070838 , 0.066968 , 0.059103 , 0.064454 , 0.059376 , 0.069525 , 0.069824 , 0.083346 , 0.09352 , 0.074852 , 0.089008 , 0.098809 , 0.118796 , 0.10034 , 0.103177 , 0.10314 
 596 , 0.073786 , 0.081658 , 0.073188 , 0.070559 , 0.070834 , 0.066947 , 0.059056 , 0.064475 , 0.059399 , 0.069526 , 0.069806 , 0.083421 , 0.093585 , 0.074944 , 0.089032 , 0.098991 , 0.118903 , 0.100442 , 0.103226 , 0.103177 
 597 , 0.073807 , 0.081823 , 0.07327 , 0.070565 , 0.070839 , 0.066931 , 0.059014 , 0.0645 , 0.059419 , 0.069524 , 0.069792 , 0.0835 , 0.093655 , 0.075035 , 0.089073 , 0.099159 , 0.119026 , 0.100549 , 0.103279 , 0.103217 
 598 , 0.073809 , 0.081976 , 0.07341 , 0.070677 , 0.070945 , 0.067008 , 0.059091 , 0.064581 , 0.05949 , 0.069529 , 0.069835 , 0.083655 , 0.093774 , 0.075126 , 0.089226 , 0.09924 , 0.119218 , 0.100681 , 0.103383 , 0.103345 
 599 , 0.073814 , 0.082134 , 0.073558 , 0.070785 , 0.07106 , 0.067087 , 0.059174 , 0.064664 , 0.059561 , 0.069529 , 0.069879 , 0.083808 , 0.093895 , 0.075219 , 0.089379 , 0.09931 , 0.119415 , 0.100809 , 0.103482 , 0.103476 
 600 , 0.073813 , 0.082292 , 0.073701 , 0.0709 , 0.071169 , 0.067161 , 0.059251 , 0.064753 , 0.059626 , 0.069537 , 0.069924 , 0.083968 , 0.094016 , 0.075308 , 0.089533 , 0.099381 , 0.119615 , 0.100938 , 0.103576 , 0.103608 
 601 , 0.073878 , 0.082582 , 0.073872 , 0.070981 , 0.071256 , 0.067183 , 0.059299 , 0.064787 , 0.059712 , 0.069592 , 0.069992 , 0.08409 , 0.094145 , 0.075399 , 0.089652 , 0.099532 , 0.119793 , 0.101078 , 0.103687 , 0.103687 
 602 , 0.073974 , 0.082916 , 0.074049 , 0.071043 , 0.071331 , 0.067173 , 0.059333 , 0.064787 , 0.059796 , 0.069665 , 0.070072 , 0.084199 , 0.094275 , 0.075483 , 0.08976 , 0.099711 , 0.119968 , 0.101232 , 0.103793 , 0.103731 
 603 , 0.07407 , 0.083251 , 0.074226 , 0.071105 , 0.071406 , 0.067163 , 0.059367 , 0.064788 , 0.059887 , 0.069745 , 0.070146 , 0.08431 , 0.094406 , 0.075574 , 0.089869 , 0.09989 , 0.120144 , 0.101394 , 0.103907 , 0.103775 
 604 , 0.07417 , 0.083549 , 0.074371 , 0.071178 , 0.071479 , 0.067169 , 0.05939 , 0.064823 , 0.059955 , 0.069779 , 0.070199 , 0.084377 , 0.094502 , 0.075669 , 0.089979 , 0.100066 , 0.120285 , 0.101503 , 0.104006 , 0.103824 
 605 , 0.074246 , 0.083803 , 0.07446 , 0.071282 , 0.071559 , 0.067188 , 0.059415 , 0.064915 , 0.05998 , 0.069763 , 0.070196 , 0.084375 , 0.09456 , 0.075797 , 0.090108 , 0.100236 , 0.120411 , 0.101555 , 0.104098 , 0.103891 
 606 , 0.074323 , 0.084059 , 0.074549 , 0.071394 , 0.071639 , 0.067214 , 0.059446 , 0.065008 , 0.060005 , 0.069747 , 0.0702 , 0.084379 , 0.094618 , 0.075925 , 0.090237 , 0.100406 , 0.120544 , 0.101613 , 0.10419 , 0.103964 
 607 , 0.074401 , 0.08431 , 0.074646 , 0.0715 , 0.071721 , 0.067235 , 0.059465 , 0.065096 , 0.060031 , 0.06972 , 0.070192 , 0.084379 , 0.094678 , 0.076049 , 0.090355 , 0.100579 , 0.120673 , 0.101667 , 0.104284 , 0.104026 
 608 , 0.074476 , 0.0845 , 0.074784 , 0.071604 , 0.071768 , 0.067165 , 0.059452 , 0.065087 , 0.060069 , 0.069608 , 0.070131 , 0.084374 , 0.094713 , 0.076056 , 0.090343 , 0.100676 , 0.120774 , 0.101721 , 0.104309 , 0.103969 
 609 , 0.07456 , 0.084691 , 0.074944 , 0.071712 , 0.071813 , 0.067107 , 0.059439 , 0.065084 , 0.060113 , 0.069488 , 0.070074 , 0.084364 , 0.094747 , 0.076066 , 0.09033 , 0.100783 , 0.120869 , 0.101784 , 0.104342 , 0.103908 
 610 , 0.074645 , 0.08489 , 0.075099 , 0.071821 , 0.071858 , 0.067042 , 0.05942 , 0.065075 , 0.060151 , 0.069368 , 0.070011 , 0.08436 , 0.094788 , 0.07607 , 0.090318 , 0.10089 , 0.12097 , 0.101842 , 0.104371 , 0.103854 
 611 , 0.074765 , 0.085161 , 0.075301 , 0.071951 , 0.071938 , 0.06703 , 0.059428 , 0.065062 , 0.060261 , 0.069289 , 0.069964 , 0.084392 , 0.094845 , 0.07614 , 0.09036 , 0.101072 , 0.121159 , 0.101917 , 0.104384 , 0.103829 
 612 , 0.074908 , 0.085483 , 0.075514 , 0.072086 , 0.072035 , 0.067035 , 0.05944 , 0.065053 , 0.060393 , 0.069226 , 0.06992 , 0.084435 , 0.094908 , 0.076234 , 0.090439 , 0.101298 , 0.121387 , 0.102005 , 0.104391 , 0.103829 
 613 , 0.075046 , 0.085805 , 0.075728 , 0.072228 , 0.072133 , 0.067041 , 0.059453 , 0.065044 , 0.060527 , 0.069164 , 0.069884 , 0.084472 , 0.094973 , 0.076328 , 0.090519 , 0.101518 , 0.12161 , 0.102093 , 0.104393 , 0.103831 
 614 , 0.075163 , 0.086115 , 0.075927 , 0.072363 , 0.072205 , 0.06701 , 0.059458 , 0.065026 , 0.060633 , 0.06907 , 0.069854 , 0.084485 , 0.095033 , 0.076408 , 0.090564 , 0.101713 , 0.121823 , 0.102149 , 0.104411 , 0.10383 
 615 , 0.07522 , 0.08638 , 0.076105 , 0.072502 , 0.072255 , 0.066906 , 0.059452 , 0.06499 , 0.060685 , 0.068904 , 0.069859 , 0.084451 , 0.09508 , 0.076478 , 0.090565 , 0.101851 , 0.122039 , 0.102148 , 0.104456 , 0.103836 
 616 , 0.07529 , 0.086645 , 0.076283 , 0.072646 , 0.072304 , 0.066807 , 0.059444 , 0.06496 , 0.060747 , 0.068736 , 0.069856 , 0.084412 , 0.095134 , 0.076549 , 0.090573 , 0.101997 , 0.122265 , 0.102149 , 0.104502 , 0.103838 
 617 , 0.075353 , 0.08691 , 0.076467 , 0.07279 , 0.072359 , 0.066708 , 0.059436 , 0.064929 , 0.060803 , 0.068568 , 0.069859 , 0.084384 , 0.095188 , 0.076625 , 0.090581 , 0.10215 , 0.122491 , 0.10215 , 0.104555 , 0.10384 
 618 , 0.07552 , 0.087268 , 0.07673 , 0.072917 , 0.072449 , 0.066673 , 0.059549 , 0.064944 , 0.060897 , 0.068541 , 0.069897 , 0.084443 , 0.09533 , 0.076774 , 0.090713 , 0.102372 , 0.122796 , 0.102258 , 0.104658 , 0.103923 
 619 , 0.075692 , 0.087629 , 0.076998 , 0.073048 , 0.072547 , 0.066633 , 0.059666 , 0.064966 , 0.060997 , 0.068516 , 0.069929 , 0.084503 , 0.095471 , 0.076922 , 0.090843 , 0.10259 , 0.123104 , 0.102368 , 0.104764 , 0.10401 
 620 , 0.075864 , 0.087991 , 0.07726 , 0.07318 , 0.072641 , 0.066599 , 0.05979 , 0.064988 , 0.061091 , 0.068497 , 0.069969 , 0.084564 , 0.095612 , 0.07707 , 0.09098 , 0.102809 , 0.12342 , 0.102479 , 0.104871 , 0.104097 
 621 , 0.076074 , 0.088329 , 0.077516 , 0.073298 , 0.072714 , 0.066615 , 0.0599 , 0.06502 , 0.061215 , 0.068464 , 0.070014 , 0.084682 , 0.095749 , 0.077211 , 0.091105 , 0.103061 , 0.123695 , 0.102591 , 0.105017 , 0.104242 
 622 , 0.07631 , 0.088654 , 0.077766 , 0.073416 , 0.072787 , 0.066662 , 0.06001 , 0.065066 , 0.061346 , 0.068437 , 0.070065 , 0.084832 , 0.095917 , 0.077353 , 0.091243 , 0.103345 , 0.12397 , 0.102703 , 0.105196 , 0.104433 
 623 , 0.076553 , 0.088981 , 0.078018 , 0.073536 , 0.072854 , 0.066717 , 0.060121 , 0.065112 , 0.061483 , 0.068404 , 0.070117 , 0.084989 , 0.096087 , 0.077502 , 0.091382 , 0.103637 , 0.124246 , 0.102822 , 0.105369 , 0.104631 
 624 , 0.076754 , 0.089299 , 0.078278 , 0.073682 , 0.072943 , 0.066766 , 0.060226 , 0.065179 , 0.061622 , 0.068391 , 0.07017 , 0.085124 , 0.096273 , 0.077672 , 0.09153 , 0.10391 , 0.124556 , 0.102966 , 0.105541 , 0.104827 
 625 , 0.07688 , 0.089585 , 0.078559 , 0.073899 , 0.073069 , 0.066793 , 0.060326 , 0.065274 , 0.061769 , 0.068395 , 0.070234 , 0.085257 , 0.09648 , 0.077883 , 0.091692 , 0.104135 , 0.124935 , 0.103165 , 0.105737 , 0.105035 
 626 , 0.077002 , 0.089868 , 0.078844 , 0.074125 , 0.073198 , 0.066822 , 0.060428 , 0.065371 , 0.061924 , 0.068402 , 0.070307 , 0.085398 , 0.096691 , 0.078096 , 0.09185 , 0.104358 , 0.125313 , 0.10336 , 0.105937 , 0.105247 
 627 , 0.077126 , 0.090153 , 0.07913 , 0.074352 , 0.073321 , 0.066846 , 0.060531 , 0.065463 , 0.062074 , 0.068402 , 0.070381 , 0.085535 , 0.096897 , 0.07831 , 0.092017 , 0.104583 , 0.125699 , 0.103564 , 0.106139 , 0.10546 
 628 , 0.077306 , 0.090508 , 0.079395 , 0.074589 , 0.073557 , 0.066976 , 0.060676 , 0.065591 , 0.062227 , 0.068495 , 0.070532 , 0.085772 , 0.09716 , 0.078518 , 0.092296 , 0.104876 , 0.126056 , 0.103831 , 0.106388 , 0.105658 
 629 , 0.077487 , 0.09086 , 0.079656 , 0.074817 , 0.073797 , 0.067104 , 0.060815 , 0.065711 , 0.062368 , 0.068573 , 0.070665 , 0.086002 , 0.097405 , 0.078725 , 0.092567 , 0.105157 , 0.126411 , 0.104092 , 0.10662 , 0.10585 
 630 , 0.077668 , 0.091213 , 0.079917 , 0.075046 , 0.074037 , 0.067239 , 0.060955 , 0.065832 , 0.06251 , 0.068659 , 0.070799 , 0.08624 , 0.097658 , 0.07894 , 0.092839 , 0.105446 , 0.126767 , 0.10436 , 0.106854 , 0.106044 
 631 , 0.07789 , 0.091607 , 0.080255 , 0.075319 , 0.074284 , 0.067367 , 0.061119 , 0.065972 , 0.062726 , 0.068723 , 0.070935 , 0.086458 , 0.097946 , 0.079233 , 0.093054 , 0.105756 , 0.127181 , 0.104605 , 0.107093 , 0.106315 
 632 , 0.07813 , 0.092006 , 0.080615 , 0.075612 , 0.074511 , 0.067485 , 0.06129 , 0.066114 , 0.062971 , 0.068779 , 0.071078 , 0.086668 , 0.098233 , 0.079559 , 0.093217 , 0.106064 , 0.127591 , 0.104821 , 0.107332 , 0.106598 
 633 , 0.078364 , 0.092407 , 0.080983 , 0.075899 , 0.074738 , 0.067604 , 0.061463 , 0.066256 , 0.063211 , 0.068836 , 0.071229 , 0.086879 , 0.098529 , 0.079886 , 0.093387 , 0.106379 , 0.128002 , 0.105031 , 0.107566 , 0.106882 
 634 , 0.078584 , 0.092832 , 0.081316 , 0.076142 , 0.074941 , 0.067688 , 0.061584 , 0.066364 , 0.063412 , 0.068896 , 0.07135 , 0.087077 , 0.098787 , 0.080166 , 0.093562 , 0.106673 , 0.128381 , 0.105252 , 0.10781 , 0.107118 
 635 , 0.078758 , 0.093291 , 0.08155 , 0.076294 , 0.075079 , 0.067683 , 0.061612 , 0.066351 , 0.063506 , 0.068924 , 0.071413 , 0.08722 , 0.098961 , 0.080335 , 0.09375 , 0.106919 , 0.128694 , 0.105491 , 0.108031 , 0.107236 
 636 , 0.07893 , 0.093752 , 0.081785 , 0.076445 , 0.075215 , 0.067675 , 0.061636 , 0.066342 , 0.063604 , 0.06895 , 0.071474 , 0.087364 , 0.099131 , 0.08051 , 0.09394 , 0.107163 , 0.129007 , 0.105732 , 0.10825 , 0.107363 
 637 , 0.079103 , 0.094214 , 0.082019 , 0.076596 , 0.075352 , 0.067667 , 0.06166 , 0.066332 , 0.063701 , 0.068976 , 0.071535 , 0.087501 , 0.0993 , 0.080678 , 0.09413 , 0.107413 , 0.129314 , 0.105974 , 0.108469 , 0.107491 
 638 , 0.079358 , 0.094602 , 0.082299 , 0.076775 , 0.075457 , 0.067491 , 0.061707 , 0.066303 , 0.063667 , 0.068809 , 0.071503 , 0.087532 , 0.099328 , 0.0808 , 0.094199 , 0.107599 , 0.129509 , 0.106092 , 0.108482 , 0.107508 
 639 , 0.079615 , 0.094995 , 0.0826 , 0.076942 , 0.075563 , 0.06731 , 0.061763 , 0.066289 , 0.063642 , 0.068643 , 0.071479 , 0.087568 , 0.099366 , 0.080922 , 0.09426 , 0.107794 , 0.129697 , 0.106201 , 0.108509 , 0.107534 
 640 , 0.079878 , 0.095383 , 0.082901 , 0.077116 , 0.075669 , 0.067122 , 0.061812 , 0.066269 , 0.063617 , 0.068477 , 0.071454 , 0.087605 , 0.099403 , 0.081044 , 0.094321 , 0.107989 , 0.129886 , 0.106309 , 0.108537 , 0.107559 
 641 , 0.080031 , 0.0957 , 0.083133 , 0.077255 , 0.075648 , 0.066922 , 0.061782 , 0.066132 , 0.063565 , 0.068261 , 0.071292 , 0.087607 , 0.099344 , 0.081043 , 0.094302 , 0.108175 , 0.129938 , 0.1063 , 0.108423 , 0.107359 
 642 , 0.080137 , 0.096001 , 0.08333 , 0.077409 , 0.075578 , 0.06674 , 0.061709 , 0.065935 , 0.063501 , 0.068041 , 0.071064 , 0.087621 , 0.099259 , 0.081001 , 0.094261 , 0.108365 , 0.129947 , 0.106265 , 0.10826 , 0.107063 
 643 , 0.080237 , 0.096297 , 0.083533 , 0.077558 , 0.0755 , 0.06655 , 0.061636 , 0.065738 , 0.063438 , 0.067821 , 0.070842 , 0.087635 , 0.099173 , 0.080958 , 0.09422 , 0.108556 , 0.129962 , 0.106223 , 0.108091 , 0.10676 
 644 , 0.080345 , 0.096643 , 0.083766 , 0.077725 , 0.07548 , 0.066366 , 0.061566 , 0.065564 , 0.063391 , 0.0676 , 0.070627 , 0.087614 , 0.099099 , 0.080949 , 0.0942 , 0.108784 , 0.130006 , 0.106197 , 0.107957 , 0.106525 
 645 , 0.080465 , 0.097073 , 0.084051 , 0.077919 , 0.07557 , 0.066187 , 0.061515 , 0.065443 , 0.063403 , 0.067384 , 0.070451 , 0.087512 , 0.09904 , 0.080998 , 0.094217 , 0.109107 , 0.13013 , 0.106205 , 0.107916 , 0.106449 
 646 , 0.080588 , 0.097508 , 0.084345 , 0.078109 , 0.075664 , 0.066007 , 0.061459 , 0.065322 , 0.063417 , 0.067161 , 0.070278 , 0.08741 , 0.098978 , 0.081049 , 0.094232 , 0.109438 , 0.130261 , 0.106215 , 0.107876 , 0.106373 
 647 , 0.080718 , 0.097945 , 0.08464 , 0.078307 , 0.075752 , 0.065827 , 0.061403 , 0.0652 , 0.06343 , 0.066943 , 0.0701 , 0.087308 , 0.098916 , 0.081101 , 0.094248 , 0.109778 , 0.130393 , 0.106226 , 0.10783 , 0.106298 
 648 , 0.080889 , 0.098314 , 0.084932 , 0.078446 , 0.075826 , 0.065653 , 0.061378 , 0.065077 , 0.063436 , 0.066719 , 0.069962 , 0.087249 , 0.098804 , 0.08114 , 0.094178 , 0.110035 , 0.130486 , 0.106184 , 0.107792 , 0.10615 
 649 , 0.081061 , 0.098682 , 0.085216 , 0.078582 , 0.075898 , 0.065487 , 0.061352 , 0.06495 , 0.06344 , 0.066495 , 0.069821 , 0.087171 , 0.098675 , 0.081173 , 0.094116 , 0.110292 , 0.130557 , 0.106137 , 0.107741 , 0.105998 
 650 , 0.081241 , 0.099057 , 0.085507 , 0.078719 , 0.075965 , 0.065308 , 0.061334 , 0.064831 , 0.063444 , 0.066264 , 0.069681 , 0.087093 , 0.098553 , 0.081207 , 0.094047 , 0.11055 , 0.130637 , 0.106091 , 0.107684 , 0.105846 
 651 , 0.081463 , 0.099436 , 0.085775 , 0.078911 , 0.076021 , 0.065203 , 0.061356 , 0.064805 , 0.063502 , 0.066074 , 0.069589 , 0.087064 , 0.098553 , 0.081237 , 0.094028 , 0.110805 , 0.130766 , 0.106088 , 0.107636 , 0.105755 
