  time  ,57:12 PM,57:28 PM,57:39 PM,57:50 PM,58:05 PM,58:35 PM,58:47 PM,58:58 PM,59:09 PM,59:19 PM,59:47 PM,59:57 PM,00:07 PM,00:25 PM,00:38 PM,01:05 PM,01:15 PM,01:26 PM,01:35 PM,01:44 PM,02:11 PM,02:21 PM,02:30 PM,02:41 PM,03:09 PM,03:28 PM,03:43 PM,03:58 PM,04:14 PM,04:26 PM,04:37 PM,04:56 PM,05:07 PM,05:23 PM,05:47 PM,06:30 PM,06:41 PM,06:53 PM,07:03 PM,07:11 PM,07:56 PM,08:12 PM,08:25 PM,08:38 PM,08:48 PM,09:04 PM,09:17 PM,09:30 PM,09:47 PM,09:59 PM,10:22 PM,10:38 PM,10:52 PM,11:04 PM,11:49 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 975 , 0.426199 , 0.506835 , 0.440384 , 0.40626 , 0.473762 , 0.319655 , 0.336941 , 0.334431 , 0.335216 , 0.287837 , 0.313736 , 0.375024 , 0.429026 , 0.407648 , 0.378269 , 0.473405 , 0.44368 , 0.398331 , 0.427954 , 0.427975 , 0.438271 , 0.311736 , 0.365962 , 0.399678 , 0.38782 , 0.220477 , 0.21509 , 0.268 , 0.319195 , 0.319971 , 0.355574 , 0.556694 , 0.352727 , 0.453139 , 0.278765 , 0.253571 , 0.277398 , 0.277837 , 0.350972 , 0.323053 , 0.329175 , 0.300205 , 0.341288 , 0.326267 , 0.360299 , 0.34589 , 0.327839 , 0.344176 , 0.303062 , 0.361003 , 0.351839 , 0.365432 , 0.410566 , 0.374289 , 0.363544 
 976 , 0.426223 , 0.506479 , 0.440458 , 0.406324 , 0.473514 , 0.319855 , 0.336887 , 0.334772 , 0.335463 , 0.28805 , 0.313693 , 0.375149 , 0.428978 , 0.407544 , 0.378179 , 0.473962 , 0.443793 , 0.398779 , 0.42789 , 0.42786 , 0.438699 , 0.31166 , 0.365794 , 0.40004 , 0.388093 , 0.220514 , 0.215003 , 0.268364 , 0.319083 , 0.32017 , 0.356236 , 0.557167 , 0.353206 , 0.453107 , 0.27897 , 0.253906 , 0.278095 , 0.278268 , 0.351437 , 0.323363 , 0.329261 , 0.300739 , 0.342245 , 0.326709 , 0.360527 , 0.346414 , 0.32861 , 0.345326 , 0.303881 , 0.36188 , 0.35283 , 0.366221 , 0.411632 , 0.376166 , 0.365083 
 977 , 0.426295 , 0.506502 , 0.440564 , 0.406246 , 0.473238 , 0.320056 , 0.336637 , 0.335044 , 0.335582 , 0.288182 , 0.313667 , 0.375234 , 0.428972 , 0.40726 , 0.378104 , 0.474273 , 0.44389 , 0.399025 , 0.427775 , 0.427846 , 0.439063 , 0.311598 , 0.365427 , 0.400607 , 0.388164 , 0.220368 , 0.215003 , 0.26867 , 0.318991 , 0.320441 , 0.356736 , 0.557664 , 0.353461 , 0.453199 , 0.2794 , 0.254209 , 0.279258 , 0.278852 , 0.351828 , 0.323605 , 0.328879 , 0.301092 , 0.342884 , 0.326921 , 0.360793 , 0.346737 , 0.32901 , 0.345997 , 0.30456 , 0.362669 , 0.35342 , 0.366523 , 0.412503 , 0.377526 , 0.366289 
 978 , 0.426363 , 0.506801 , 0.4407 , 0.40614 , 0.472919 , 0.320241 , 0.336422 , 0.335246 , 0.335641 , 0.288295 , 0.313594 , 0.375267 , 0.428957 , 0.406839 , 0.378034 , 0.474267 , 0.443861 , 0.399007 , 0.427629 , 0.427822 , 0.439312 , 0.311548 , 0.364872 , 0.401155 , 0.388064 , 0.220127 , 0.214929 , 0.268811 , 0.318924 , 0.320656 , 0.357091 , 0.557947 , 0.353534 , 0.453294 , 0.279784 , 0.254363 , 0.280311 , 0.279318 , 0.352096 , 0.323655 , 0.328296 , 0.301193 , 0.343119 , 0.326847 , 0.36087 , 0.346645 , 0.328944 , 0.34626 , 0.304982 , 0.363261 , 0.353464 , 0.366432 , 0.412796 , 0.378226 , 0.366757 
 979 , 0.426458 , 0.507415 , 0.440842 , 0.406282 , 0.472966 , 0.320584 , 0.336363 , 0.335494 , 0.335939 , 0.28846 , 0.313731 , 0.375502 , 0.429208 , 0.406747 , 0.378373 , 0.474533 , 0.444097 , 0.399095 , 0.427661 , 0.428096 , 0.43973 , 0.311537 , 0.364616 , 0.401582 , 0.388289 , 0.220037 , 0.215195 , 0.269264 , 0.319412 , 0.321039 , 0.357793 , 0.558543 , 0.353729 , 0.45373 , 0.280414 , 0.25489 , 0.281475 , 0.280191 , 0.353011 , 0.324304 , 0.328529 , 0.301682 , 0.343641 , 0.327306 , 0.361462 , 0.347007 , 0.32953 , 0.346896 , 0.305684 , 0.364343 , 0.354174 , 0.366941 , 0.413621 , 0.379354 , 0.36779 
 980 , 0.426598 , 0.508338 , 0.44092 , 0.406707 , 0.473491 , 0.32115 , 0.336519 , 0.335814 , 0.336579 , 0.288699 , 0.31417 , 0.376069 , 0.42976 , 0.40717 , 0.379232 , 0.475183 , 0.444686 , 0.399294 , 0.427897 , 0.428643 , 0.440386 , 0.311511 , 0.36496 , 0.401822 , 0.388961 , 0.220203 , 0.215872 , 0.270057 , 0.320515 , 0.321512 , 0.358877 , 0.559431 , 0.353932 , 0.454496 , 0.281287 , 0.255836 , 0.282697 , 0.281468 , 0.354587 , 0.325742 , 0.32972 , 0.302527 , 0.344344 , 0.328341 , 0.362574 , 0.34796 , 0.330848 , 0.347849 , 0.306626 , 0.365806 , 0.355584 , 0.367942 , 0.414996 , 0.380823 , 0.369382 
 981 , 0.426764 , 0.509006 , 0.440878 , 0.40699 , 0.474053 , 0.321792 , 0.33661 , 0.336188 , 0.337253 , 0.288869 , 0.314624 , 0.376731 , 0.430172 , 0.407734 , 0.379988 , 0.475802 , 0.445201 , 0.39948 , 0.428 , 0.428885 , 0.441039 , 0.311257 , 0.365743 , 0.401933 , 0.389588 , 0.220429 , 0.216488 , 0.270683 , 0.321279 , 0.321681 , 0.359651 , 0.559974 , 0.35376 , 0.454872 , 0.281932 , 0.256529 , 0.283661 , 0.282375 , 0.355549 , 0.32713 , 0.330558 , 0.302893 , 0.344582 , 0.32894 , 0.36324 , 0.348804 , 0.331835 , 0.348271 , 0.307205 , 0.366507 , 0.356494 , 0.368156 , 0.415867 , 0.381657 , 0.370468 
 982 , 0.426899 , 0.509673 , 0.440922 , 0.407284 , 0.47465 , 0.322413 , 0.336777 , 0.336546 , 0.337901 , 0.289076 , 0.315065 , 0.377381 , 0.430583 , 0.408288 , 0.380704 , 0.476386 , 0.44564 , 0.399635 , 0.428103 , 0.429127 , 0.441695 , 0.310979 , 0.36651 , 0.402125 , 0.39022 , 0.220647 , 0.217063 , 0.271228 , 0.321881 , 0.321881 , 0.360306 , 0.560515 , 0.353591 , 0.455226 , 0.282541 , 0.257105 , 0.284419 , 0.283244 , 0.356482 , 0.328435 , 0.331296 , 0.30329 , 0.344828 , 0.32953 , 0.3638 , 0.349626 , 0.332772 , 0.348752 , 0.307867 , 0.367243 , 0.357355 , 0.368297 , 0.41674 , 0.38244 , 0.371489 
 983 , 0.42692 , 0.510445 , 0.441633 , 0.407624 , 0.475501 , 0.322914 , 0.337576 , 0.336903 , 0.338451 , 0.289568 , 0.315497 , 0.377957 , 0.43096 , 0.40884 , 0.381113 , 0.476778 , 0.445643 , 0.399584 , 0.428206 , 0.429362 , 0.442347 , 0.310572 , 0.367214 , 0.402881 , 0.390871 , 0.220847 , 0.21744 , 0.271287 , 0.321517 , 0.322321 , 0.360279 , 0.561117 , 0.353495 , 0.455462 , 0.282965 , 0.257046 , 0.28384 , 0.28402 , 0.357365 , 0.329436 , 0.331557 , 0.30402 , 0.345265 , 0.33026 , 0.363817 , 0.35043 , 0.333486 , 0.349767 , 0.309236 , 0.36844 , 0.358018 , 0.368138 , 0.417845 , 0.383042 , 0.37248 
 984 , 0.42683 , 0.51115 , 0.442301 , 0.407937 , 0.476063 , 0.323265 , 0.338225 , 0.337161 , 0.338877 , 0.290045 , 0.31573 , 0.378248 , 0.431345 , 0.409331 , 0.381419 , 0.477067 , 0.445562 , 0.39979 , 0.428375 , 0.42994 , 0.442692 , 0.310312 , 0.367472 , 0.403231 , 0.391091 , 0.220764 , 0.217734 , 0.271322 , 0.321349 , 0.323024 , 0.360569 , 0.561417 , 0.353626 , 0.455926 , 0.283222 , 0.257095 , 0.283041 , 0.284948 , 0.358131 , 0.329957 , 0.331773 , 0.304724 , 0.346141 , 0.331192 , 0.36377 , 0.350576 , 0.334111 , 0.350636 , 0.310553 , 0.36985 , 0.358703 , 0.367974 , 0.418833 , 0.383496 , 0.37271 
 985 , 0.426733 , 0.511849 , 0.442959 , 0.408233 , 0.476603 , 0.323618 , 0.338852 , 0.33742 , 0.339293 , 0.290505 , 0.315956 , 0.378526 , 0.431711 , 0.409826 , 0.381731 , 0.477354 , 0.445483 , 0.39999 , 0.428546 , 0.430529 , 0.443009 , 0.310056 , 0.367708 , 0.403566 , 0.391286 , 0.220673 , 0.218019 , 0.271344 , 0.321184 , 0.323738 , 0.360867 , 0.561699 , 0.353766 , 0.4564 , 0.283474 , 0.257151 , 0.282252 , 0.285857 , 0.358884 , 0.330439 , 0.331971 , 0.305409 , 0.347005 , 0.332111 , 0.363702 , 0.350681 , 0.334716 , 0.351472 , 0.311829 , 0.371214 , 0.359365 , 0.367798 , 0.419792 , 0.383914 , 0.372887 
 986 , 0.426856 , 0.512524 , 0.443356 , 0.408536 , 0.476659 , 0.323973 , 0.338996 , 0.33771 , 0.33971 , 0.290931 , 0.315964 , 0.37866 , 0.432162 , 0.410124 , 0.381544 , 0.477513 , 0.445557 , 0.400276 , 0.428825 , 0.430936 , 0.442974 , 0.310035 , 0.367757 , 0.403753 , 0.391061 , 0.220457 , 0.218186 , 0.271798 , 0.321451 , 0.324124 , 0.361265 , 0.561292 , 0.353718 , 0.456742 , 0.283365 , 0.257488 , 0.283063 , 0.286198 , 0.358622 , 0.330826 , 0.331791 , 0.305684 , 0.347277 , 0.332394 , 0.363657 , 0.350844 , 0.334776 , 0.351015 , 0.311984 , 0.371897 , 0.359667 , 0.367224 , 0.41966 , 0.383564 , 0.372229 
 987 , 0.427233 , 0.5134 , 0.443976 , 0.409063 , 0.476948 , 0.324364 , 0.339206 , 0.33812 , 0.340423 , 0.291493 , 0.316139 , 0.378987 , 0.432754 , 0.41041 , 0.381571 , 0.477823 , 0.445836 , 0.400566 , 0.429365 , 0.431276 , 0.443111 , 0.310166 , 0.367945 , 0.404276 , 0.391184 , 0.22047 , 0.218418 , 0.272568 , 0.322011 , 0.324515 , 0.36161 , 0.561174 , 0.353787 , 0.457119 , 0.283609 , 0.258168 , 0.284705 , 0.286585 , 0.358755 , 0.331775 , 0.331725 , 0.306234 , 0.347593 , 0.332871 , 0.364225 , 0.351967 , 0.335124 , 0.35075 , 0.312107 , 0.372863 , 0.360394 , 0.36695 , 0.419873 , 0.383793 , 0.37229 
 988 , 0.427698 , 0.514387 , 0.444743 , 0.40971 , 0.477405 , 0.324769 , 0.339503 , 0.338599 , 0.341291 , 0.292126 , 0.316412 , 0.379437 , 0.433423 , 0.410704 , 0.381737 , 0.478219 , 0.446199 , 0.400851 , 0.430028 , 0.431605 , 0.443367 , 0.310346 , 0.368228 , 0.404979 , 0.39151 , 0.220604 , 0.218685 , 0.273454 , 0.322679 , 0.324939 , 0.361911 , 0.561272 , 0.353916 , 0.457518 , 0.284051 , 0.258981 , 0.286592 , 0.287034 , 0.359179 , 0.333005 , 0.331749 , 0.306951 , 0.34798 , 0.333487 , 0.365085 , 0.353544 , 0.335646 , 0.350702 , 0.312304 , 0.374024 , 0.361338 , 0.366862 , 0.420336 , 0.384379 , 0.372748 
 989 , 0.428232 , 0.51528 , 0.445352 , 0.410287 , 0.478021 , 0.325283 , 0.339705 , 0.339152 , 0.34194 , 0.292614 , 0.316678 , 0.379812 , 0.433798 , 0.410922 , 0.382026 , 0.478545 , 0.446318 , 0.401068 , 0.430507 , 0.431866 , 0.443661 , 0.310519 , 0.368349 , 0.405457 , 0.39188 , 0.220764 , 0.218811 , 0.274085 , 0.323119 , 0.325152 , 0.361686 , 0.560962 , 0.353816 , 0.457711 , 0.284603 , 0.259512 , 0.287521 , 0.287219 , 0.359563 , 0.333657 , 0.331956 , 0.307187 , 0.348301 , 0.333727 , 0.365692 , 0.354239 , 0.336012 , 0.350786 , 0.311938 , 0.374518 , 0.361374 , 0.366567 , 0.420271 , 0.384281 , 0.372838 
 990 , 0.428712 , 0.51592 , 0.445625 , 0.41074 , 0.478704 , 0.325873 , 0.339839 , 0.339749 , 0.342251 , 0.292916 , 0.316943 , 0.380103 , 0.43396 , 0.411164 , 0.382313 , 0.478926 , 0.446341 , 0.401315 , 0.430751 , 0.432214 , 0.444162 , 0.310676 , 0.368387 , 0.405876 , 0.392323 , 0.220966 , 0.218816 , 0.274509 , 0.323411 , 0.325278 , 0.361323 , 0.560462 , 0.353624 , 0.457956 , 0.285236 , 0.259857 , 0.287769 , 0.287285 , 0.360042 , 0.333845 , 0.332544 , 0.307164 , 0.34872 , 0.333805 , 0.366288 , 0.354169 , 0.336449 , 0.351283 , 0.311473 , 0.374603 , 0.360758 , 0.366541 , 0.419993 , 0.383776 , 0.373029 
 991 , 0.429028 , 0.516304 , 0.44555 , 0.411075 , 0.479269 , 0.326461 , 0.339989 , 0.340291 , 0.342328 , 0.293126 , 0.317228 , 0.380351 , 0.43419 , 0.41159 , 0.382437 , 0.479521 , 0.446558 , 0.401711 , 0.430863 , 0.432799 , 0.444925 , 0.310847 , 0.368516 , 0.406499 , 0.39283 , 0.221192 , 0.218834 , 0.274971 , 0.3238 , 0.325584 , 0.36148 , 0.560224 , 0.353618 , 0.458534 , 0.285868 , 0.260254 , 0.288227 , 0.287501 , 0.360734 , 0.334052 , 0.333528 , 0.307399 , 0.349394 , 0.334112 , 0.367186 , 0.354081 , 0.337187 , 0.352287 , 0.311663 , 0.374917 , 0.360331 , 0.367216 , 0.420087 , 0.383546 , 0.373899 
 992 , 0.429184 , 0.516553 , 0.445515 , 0.411382 , 0.479739 , 0.326966 , 0.340142 , 0.340676 , 0.342339 , 0.293226 , 0.31739 , 0.380525 , 0.434336 , 0.411916 , 0.382511 , 0.480051 , 0.446755 , 0.402027 , 0.430938 , 0.433348 , 0.445545 , 0.310938 , 0.36865 , 0.406987 , 0.393005 , 0.221381 , 0.21874 , 0.275303 , 0.324023 , 0.325878 , 0.361644 , 0.559971 , 0.353539 , 0.458862 , 0.286271 , 0.260515 , 0.288438 , 0.287551 , 0.361251 , 0.334103 , 0.334053 , 0.30742 , 0.349799 , 0.334335 , 0.367894 , 0.353841 , 0.337541 , 0.352964 , 0.311573 , 0.374971 , 0.359799 , 0.367622 , 0.420061 , 0.383005 , 0.374456 
 993 , 0.428836 , 0.516427 , 0.445664 , 0.411623 , 0.479958 , 0.327267 , 0.340253 , 0.340556 , 0.342185 , 0.293024 , 0.317205 , 0.380463 , 0.434216 , 0.411946 , 0.382496 , 0.480383 , 0.446868 , 0.402086 , 0.430929 , 0.433801 , 0.445684 , 0.310853 , 0.368863 , 0.406981 , 0.392246 , 0.221502 , 0.218397 , 0.275275 , 0.323748 , 0.326135 , 0.361774 , 0.559763 , 0.353329 , 0.458417 , 0.286015 , 0.260378 , 0.287886 , 0.287178 , 0.361319 , 0.33377 , 0.333254 , 0.306828 , 0.349426 , 0.334357 , 0.368075 , 0.353208 , 0.336764 , 0.352642 , 0.310661 , 0.374325 , 0.359064 , 0.367286 , 0.419764 , 0.381657 , 0.374133 
 994 , 0.428602 , 0.516541 , 0.446277 , 0.411959 , 0.480241 , 0.327771 , 0.340451 , 0.340825 , 0.342463 , 0.293241 , 0.317084 , 0.380492 , 0.434275 , 0.411969 , 0.382909 , 0.480626 , 0.446823 , 0.402191 , 0.431252 , 0.434073 , 0.445701 , 0.311148 , 0.369491 , 0.406853 , 0.392029 , 0.221814 , 0.218538 , 0.275506 , 0.323514 , 0.326629 , 0.361796 , 0.560243 , 0.353646 , 0.458431 , 0.286305 , 0.26049 , 0.287255 , 0.287386 , 0.361918 , 0.33403 , 0.333019 , 0.306669 , 0.349774 , 0.335183 , 0.368652 , 0.353444 , 0.33672 , 0.352736 , 0.309965 , 0.374597 , 0.359521 , 0.367752 , 0.420847 , 0.381675 , 0.374405 
 995 , 0.428357 , 0.516662 , 0.446917 , 0.412313 , 0.480531 , 0.328293 , 0.340647 , 0.341092 , 0.34275 , 0.293456 , 0.316961 , 0.380519 , 0.434331 , 0.411999 , 0.383319 , 0.480865 , 0.446776 , 0.402315 , 0.431592 , 0.434341 , 0.445725 , 0.311461 , 0.370126 , 0.406712 , 0.391801 , 0.222124 , 0.218687 , 0.275745 , 0.323259 , 0.327141 , 0.361816 , 0.560729 , 0.353961 , 0.458442 , 0.286612 , 0.260611 , 0.286602 , 0.287603 , 0.362524 , 0.334298 , 0.332782 , 0.306498 , 0.35013 , 0.336027 , 0.369237 , 0.353668 , 0.336664 , 0.352839 , 0.309247 , 0.374868 , 0.359986 , 0.368236 , 0.421957 , 0.381702 , 0.374675 
 996 , 0.428337 , 0.517392 , 0.447172 , 0.412534 , 0.480664 , 0.328297 , 0.341026 , 0.341463 , 0.343217 , 0.294004 , 0.316937 , 0.380635 , 0.434818 , 0.412433 , 0.383495 , 0.481263 , 0.446909 , 0.402209 , 0.431958 , 0.434301 , 0.445803 , 0.312109 , 0.370938 , 0.40659 , 0.392198 , 0.222293 , 0.218905 , 0.276061 , 0.32353 , 0.327496 , 0.362428 , 0.560743 , 0.35404 , 0.458543 , 0.286863 , 0.260846 , 0.286944 , 0.287644 , 0.36258 , 0.334261 , 0.333237 , 0.306307 , 0.350277 , 0.336401 , 0.36898 , 0.353715 , 0.336635 , 0.352011 , 0.308457 , 0.373961 , 0.359973 , 0.368139 , 0.422241 , 0.381953 , 0.374184 
 997 , 0.428704 , 0.51818 , 0.447371 , 0.412961 , 0.480979 , 0.328377 , 0.341471 , 0.341867 , 0.343542 , 0.294414 , 0.317059 , 0.380957 , 0.435292 , 0.413083 , 0.383575 , 0.481943 , 0.447472 , 0.402364 , 0.43247 , 0.434744 , 0.446437 , 0.312827 , 0.371669 , 0.406881 , 0.392508 , 0.222559 , 0.219037 , 0.276448 , 0.324226 , 0.328052 , 0.363406 , 0.561046 , 0.35422 , 0.458963 , 0.287095 , 0.261455 , 0.287816 , 0.287786 , 0.362493 , 0.334579 , 0.334021 , 0.306574 , 0.350505 , 0.336822 , 0.369121 , 0.35421 , 0.336964 , 0.351815 , 0.308361 , 0.373476 , 0.36029 , 0.36835 , 0.423081 , 0.382499 , 0.374125 
 998 , 0.429204 , 0.518985 , 0.447554 , 0.413473 , 0.481372 , 0.328503 , 0.34193 , 0.342286 , 0.343828 , 0.294777 , 0.317237 , 0.38134 , 0.435761 , 0.413808 , 0.383634 , 0.482712 , 0.448184 , 0.402613 , 0.433041 , 0.435345 , 0.44725 , 0.313594 , 0.372399 , 0.407323 , 0.392779 , 0.222869 , 0.219144 , 0.276863 , 0.325072 , 0.328696 , 0.364523 , 0.56146 , 0.354424 , 0.4595 , 0.287327 , 0.262197 , 0.28887 , 0.287967 , 0.362371 , 0.335019 , 0.334917 , 0.306997 , 0.350781 , 0.337282 , 0.369395 , 0.354871 , 0.337414 , 0.351826 , 0.308468 , 0.373129 , 0.360727 , 0.368674 , 0.42414 , 0.383147 , 0.374205 
 999 , 0.429779 , 0.519785 , 0.447754 , 0.414152 , 0.481915 , 0.328698 , 0.342466 , 0.342679 , 0.344122 , 0.295126 , 0.317673 , 0.381515 , 0.436018 , 0.41405 , 0.383831 , 0.483023 , 0.449116 , 0.402751 , 0.433427 , 0.435663 , 0.447795 , 0.31431 , 0.372634 , 0.407567 , 0.393027 , 0.223105 , 0.219274 , 0.276968 , 0.325294 , 0.329114 , 0.365003 , 0.562279 , 0.354873 , 0.4601 , 0.28716 , 0.26253 , 0.288979 , 0.287952 , 0.362341 , 0.335404 , 0.335465 , 0.307512 , 0.351265 , 0.337568 , 0.369555 , 0.35535 , 0.337812 , 0.352271 , 0.309097 , 0.37304 , 0.361294 , 0.368895 , 0.424628 , 0.383628 , 0.374128 
 1000 , 0.430216 , 0.520831 , 0.448046 , 0.414809 , 0.482474 , 0.328855 , 0.343031 , 0.342899 , 0.344466 , 0.295495 , 0.318189 , 0.381663 , 0.436343 , 0.414076 , 0.384288 , 0.483228 , 0.450183 , 0.40279 , 0.43391 , 0.435773 , 0.447904 , 0.314943 , 0.372625 , 0.407593 , 0.393315 , 0.223321 , 0.219505 , 0.277004 , 0.325242 , 0.329384 , 0.365166 , 0.563482 , 0.355376 , 0.460665 , 0.286774 , 0.262624 , 0.288514 , 0.287974 , 0.362622 , 0.335653 , 0.335846 , 0.307982 , 0.352272 , 0.338014 , 0.369725 , 0.35563 , 0.338309 , 0.352882 , 0.309844 , 0.373012 , 0.362042 , 0.369308 , 0.424843 , 0.384227 , 0.374437 
 1001 , 0.430428 , 0.522208 , 0.448423 , 0.415357 , 0.482987 , 0.328948 , 0.34359 , 0.342948 , 0.344864 , 0.295912 , 0.318646 , 0.381894 , 0.436919 , 0.414155 , 0.384971 , 0.483619 , 0.451276 , 0.402773 , 0.434616 , 0.435818 , 0.447669 , 0.315528 , 0.372652 , 0.40747 , 0.393653 , 0.223544 , 0.219805 , 0.277122 , 0.325259 , 0.329641 , 0.365335 , 0.564883 , 0.355828 , 0.46114 , 0.286385 , 0.262693 , 0.287974 , 0.288199 , 0.363206 , 0.335795 , 0.336274 , 0.308364 , 0.353801 , 0.338801 , 0.369992 , 0.355798 , 0.338964 , 0.353454 , 0.310433 , 0.372907 , 0.362941 , 0.370023 , 0.425099 , 0.385053 , 0.375291 
 1002 , 0.430809 , 0.523366 , 0.449061 , 0.415779 , 0.483598 , 0.329197 , 0.344237 , 0.342983 , 0.345308 , 0.296251 , 0.319102 , 0.382353 , 0.437682 , 0.41427 , 0.385606 , 0.484078 , 0.452131 , 0.402931 , 0.435336 , 0.436009 , 0.447471 , 0.31592 , 0.372911 , 0.407601 , 0.393957 , 0.22374 , 0.220192 , 0.277407 , 0.325546 , 0.330135 , 0.3656 , 0.566091 , 0.356147 , 0.461451 , 0.286145 , 0.262825 , 0.288022 , 0.288491 , 0.363754 , 0.3361 , 0.336508 , 0.308772 , 0.354934 , 0.339598 , 0.370351 , 0.355933 , 0.339679 , 0.353883 , 0.311189 , 0.372615 , 0.363815 , 0.370923 , 0.425201 , 0.3858 , 0.376215 
 1003 , 0.431387 , 0.524001 , 0.450083 , 0.415973 , 0.484346 , 0.329741 , 0.345002 , 0.343055 , 0.345807 , 0.296447 , 0.319598 , 0.383138 , 0.438676 , 0.414353 , 0.385992 , 0.484529 , 0.452458 , 0.403435 , 0.435934 , 0.436454 , 0.447453 , 0.315969 , 0.373586 , 0.408226 , 0.394199 , 0.223895 , 0.220704 , 0.277934 , 0.326163 , 0.331097 , 0.365971 , 0.566868 , 0.356266 , 0.461521 , 0.286232 , 0.26301 , 0.289229 , 0.288893 , 0.364167 , 0.336683 , 0.336449 , 0.309271 , 0.355237 , 0.340363 , 0.370905 , 0.356093 , 0.340475 , 0.354136 , 0.312329 , 0.372128 , 0.364636 , 0.372118 , 0.424985 , 0.386339 , 0.377195 
 1004 , 0.431643 , 0.524159 , 0.450926 , 0.416266 , 0.484952 , 0.330348 , 0.345837 , 0.34343 , 0.346469 , 0.296667 , 0.320222 , 0.38381 , 0.43923 , 0.414044 , 0.385778 , 0.484361 , 0.452516 , 0.403959 , 0.435906 , 0.436925 , 0.447999 , 0.316082 , 0.374439 , 0.409027 , 0.394455 , 0.224015 , 0.221139 , 0.278384 , 0.326085 , 0.332132 , 0.366118 , 0.567516 , 0.356503 , 0.462142 , 0.286471 , 0.263028 , 0.290845 , 0.289336 , 0.364446 , 0.337312 , 0.336629 , 0.310127 , 0.355014 , 0.340963 , 0.371676 , 0.356584 , 0.341146 , 0.35482 , 0.314023 , 0.372226 , 0.3657 , 0.373389 , 0.424689 , 0.386736 , 0.378018 
 1005 , 0.431908 , 0.524315 , 0.451774 , 0.41659 , 0.485592 , 0.330955 , 0.346691 , 0.343836 , 0.34713 , 0.296903 , 0.320859 , 0.384476 , 0.439771 , 0.413755 , 0.385557 , 0.484154 , 0.4526 , 0.404515 , 0.435885 , 0.437415 , 0.448582 , 0.316188 , 0.375307 , 0.409859 , 0.394776 , 0.224128 , 0.221589 , 0.278821 , 0.326029 , 0.333148 , 0.366272 , 0.568188 , 0.356716 , 0.462788 , 0.286725 , 0.263116 , 0.292467 , 0.289825 , 0.364691 , 0.337951 , 0.336901 , 0.310987 , 0.354789 , 0.34151 , 0.372462 , 0.357104 , 0.341816 , 0.355523 , 0.315688 , 0.37235 , 0.366721 , 0.374726 , 0.424402 , 0.387097 , 0.378887 
 1006 , 0.43199 , 0.524372 , 0.452369 , 0.416948 , 0.486354 , 0.33147 , 0.34748 , 0.344567 , 0.34745 , 0.297281 , 0.321204 , 0.384948 , 0.439903 , 0.413892 , 0.385539 , 0.483604 , 0.45299 , 0.405134 , 0.436094 , 0.437968 , 0.449324 , 0.316204 , 0.376027 , 0.410643 , 0.395703 , 0.224219 , 0.221988 , 0.279092 , 0.326215 , 0.333273 , 0.366576 , 0.568725 , 0.356626 , 0.463358 , 0.287016 , 0.263968 , 0.293299 , 0.290641 , 0.364519 , 0.338304 , 0.33811 , 0.311601 , 0.354721 , 0.341278 , 0.373043 , 0.357593 , 0.342184 , 0.356157 , 0.316234 , 0.372717 , 0.366851 , 0.37622 , 0.424453 , 0.386924 , 0.379958 
 1007 , 0.432828 , 0.524891 , 0.453463 , 0.417545 , 0.487892 , 0.331987 , 0.348289 , 0.345241 , 0.347677 , 0.297751 , 0.321516 , 0.38544 , 0.440362 , 0.414548 , 0.386358 , 0.483998 , 0.454034 , 0.405963 , 0.437018 , 0.438731 , 0.449823 , 0.316449 , 0.376836 , 0.411754 , 0.396788 , 0.224366 , 0.222409 , 0.279369 , 0.327603 , 0.333373 , 0.367334 , 0.569301 , 0.356619 , 0.463597 , 0.287638 , 0.265178 , 0.293683 , 0.291206 , 0.365162 , 0.339246 , 0.339236 , 0.312198 , 0.354967 , 0.34103 , 0.373553 , 0.358372 , 0.342896 , 0.356822 , 0.316776 , 0.373227 , 0.366895 , 0.378049 , 0.425028 , 0.387296 , 0.381352 
 1008 , 0.433821 , 0.525511 , 0.454671 , 0.418199 , 0.489621 , 0.332513 , 0.349136 , 0.34593 , 0.34791 , 0.298257 , 0.321833 , 0.385944 , 0.440876 , 0.41532 , 0.387353 , 0.484547 , 0.455222 , 0.406855 , 0.438079 , 0.439549 , 0.450301 , 0.316758 , 0.377694 , 0.412971 , 0.397942 , 0.224538 , 0.222853 , 0.279643 , 0.329236 , 0.333463 , 0.368188 , 0.569906 , 0.35661 , 0.463789 , 0.288333 , 0.266492 , 0.293999 , 0.291763 , 0.365962 , 0.340334 , 0.340385 , 0.312827 , 0.355272 , 0.340773 , 0.374059 , 0.359234 , 0.343694 , 0.357508 , 0.31734 , 0.373784 , 0.366922 , 0.379992 , 0.425694 , 0.387772 , 0.382861 
