NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00000.spu,MNAT_00001.spu,MNAT_00002.spu,MNAT_00003.spu,MNAT_00004.spu,MNAT_00005.spu,MNAT_00006.spu,MNAT_00007.spu,MNAT_00008.spu,MNAT_00009.spu,MNAT_00010.spu,MNAT_00011.spu,MNAT_00012.spu,MNAT_00013.spu,MNAT_00014.spu,MNAT_00015.spu,MNAT_00016.spu,MNAT_00017.spu,MNAT_00018.spu,MNAT_00019.spu,MNAT_00020.spu,MNAT_00021.spu,MNAT_00022.spu,MNAT_00023.spu,MNAT_00024.spu,MNAT_00025.spu,MNAT_00026.spu,MNAT_00027.spu,MNAT_00028.spu,MNAT_00029.spu,MNAT_00030.spu,MNAT_00031.spu,MNAT_00032.spu,MNAT_00033.spu,MNAT_00034.spu,MNAT_00035.spu,MNAT_00036.spu,MNAT_00037.spu,MNAT_00038.spu,MNAT_00039.spu,MNAT_00040.spu,MNAT_00041.spu,MNAT_00042.spu,MNAT_00043.spu,MNAT_00044.spu,MNAT_00045.spu,MNAT_00046.spu,MNAT_00047.spu,MNAT_00048.spu,MNAT_00049.spu
  (nm),7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 
  time  ,:40:15 A,:40:32 A,:40:47 A,:41:01 A,:41:12 A,:42:01 A,:42:34 A,:42:51 A,:43:05 A,:43:29 A,:44:16 A,:44:32 A,:44:45 A,:44:56 A,:45:06 A,:45:49 A,:46:00 A,:46:10 A,:46:20 A,:46:32 A,:46:48 A,:46:59 A,:47:14 A,:47:29 A,:47:39 A,:48:34 A,:48:44 A,:48:53 A,:49:16 A,:50:01 A,:50:58 A,:51:14 A,:51:33 A,:51:53 A,:52:04 A,:53:05 A,:53:18 A,:53:36 A,:54:03 A,:54:17 A,:55:04 A,:55:18 A,:55:29 A,:55:41 A,:55:59 A,:56:26 A,:56:41 A,:56:58 A,:57:36 A,:57:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 956 , 0.253565 , 0.249826 , 0.396809 , 0.322544 , 0.328918 , 0.436498 , 0.500225 , 0.489613 , 0.49539 , 0.50533 , 0.271352 , 0.318249 , 0.2836 , 0.387826 , 0.291994 , 0.326022 , 0.181076 , 0.255169 , 0.235606 , 0.299407 , 0.260364 , 0.292935 , 0.288182 , 0.398732 , 0.343645 , 0.195566 , 0.467826 , 0.379374 , 0.371953 , 0.26695 , 0.249082 , 0.223031 , 0.364901 , 0.412968 , 0.366136 , 0.314903 , 0.305134 , 0.223555 , 0.241898 , 0.222426 , 0.186934 , 0.247953 , 0.205105 , 0.211994 , 0.214408 , 0.293827 , 0.298589 , 0.343882 , 0.3065 , 0.28387 
 957 , 0.253989 , 0.250167 , 0.397188 , 0.322824 , 0.329395 , 0.435965 , 0.499968 , 0.489119 , 0.495316 , 0.504677 , 0.271434 , 0.318026 , 0.284422 , 0.388397 , 0.292115 , 0.325695 , 0.182162 , 0.25608 , 0.236903 , 0.299695 , 0.261016 , 0.293189 , 0.288577 , 0.398969 , 0.343871 , 0.196272 , 0.468023 , 0.379695 , 0.372181 , 0.268531 , 0.250273 , 0.223874 , 0.365 , 0.413535 , 0.366504 , 0.315415 , 0.305737 , 0.224452 , 0.243002 , 0.222638 , 0.1884 , 0.247874 , 0.20656 , 0.213513 , 0.215327 , 0.294457 , 0.299662 , 0.344879 , 0.306209 , 0.283576 
 958 , 0.25453 , 0.250632 , 0.397808 , 0.323349 , 0.329721 , 0.43592 , 0.500271 , 0.489154 , 0.495746 , 0.504536 , 0.2718 , 0.318035 , 0.285562 , 0.389458 , 0.292651 , 0.325839 , 0.183441 , 0.256768 , 0.238318 , 0.300154 , 0.26192 , 0.293489 , 0.289216 , 0.39911 , 0.344306 , 0.197065 , 0.468507 , 0.380196 , 0.372538 , 0.269928 , 0.251641 , 0.224792 , 0.365238 , 0.414207 , 0.366922 , 0.315886 , 0.306608 , 0.22546 , 0.244064 , 0.222717 , 0.189699 , 0.248142 , 0.207832 , 0.214798 , 0.216288 , 0.295312 , 0.30048 , 0.345559 , 0.30612 , 0.283625 
 959 , 0.255066 , 0.251117 , 0.398372 , 0.323862 , 0.330047 , 0.435972 , 0.5006 , 0.489134 , 0.496195 , 0.504265 , 0.272285 , 0.31819 , 0.286685 , 0.390327 , 0.293219 , 0.32604 , 0.184725 , 0.257504 , 0.239691 , 0.300687 , 0.262843 , 0.293795 , 0.289919 , 0.399225 , 0.34482 , 0.197784 , 0.469005 , 0.38077 , 0.372937 , 0.271148 , 0.25288 , 0.225795 , 0.365558 , 0.414779 , 0.367598 , 0.316394 , 0.307456 , 0.226697 , 0.245217 , 0.223024 , 0.191088 , 0.248882 , 0.209185 , 0.216223 , 0.217352 , 0.296575 , 0.301572 , 0.34634 , 0.306269 , 0.283792 
 960 , 0.255667 , 0.251763 , 0.398845 , 0.324419 , 0.330471 , 0.436424 , 0.501136 , 0.488886 , 0.496749 , 0.503518 , 0.273301 , 0.31897 , 0.287853 , 0.390595 , 0.294051 , 0.326511 , 0.186198 , 0.258508 , 0.241091 , 0.301617 , 0.263957 , 0.29418 , 0.290944 , 0.399336 , 0.345748 , 0.198336 , 0.469633 , 0.381766 , 0.373516 , 0.271901 , 0.253775 , 0.227287 , 0.366199 , 0.415063 , 0.369338 , 0.317078 , 0.308353 , 0.229001 , 0.246837 , 0.224148 , 0.193024 , 0.251449 , 0.211013 , 0.218329 , 0.2189 , 0.299452 , 0.303854 , 0.347591 , 0.30738 , 0.284441 
 961 , 0.256618 , 0.252511 , 0.399614 , 0.325289 , 0.331555 , 0.437051 , 0.501638 , 0.488727 , 0.497313 , 0.502742 , 0.274289 , 0.319957 , 0.28894 , 0.390739 , 0.294771 , 0.327069 , 0.187335 , 0.259655 , 0.242161 , 0.302842 , 0.264971 , 0.294675 , 0.291727 , 0.40021 , 0.346979 , 0.198966 , 0.470516 , 0.382861 , 0.374002 , 0.272799 , 0.254436 , 0.228686 , 0.366785 , 0.415441 , 0.370393 , 0.317807 , 0.309124 , 0.230563 , 0.247597 , 0.224707 , 0.194205 , 0.252962 , 0.212424 , 0.219842 , 0.219633 , 0.300691 , 0.305379 , 0.348252 , 0.308713 , 0.28513 
 962 , 0.257511 , 0.253215 , 0.400334 , 0.326106 , 0.332569 , 0.437634 , 0.50211 , 0.488578 , 0.497846 , 0.502005 , 0.275209 , 0.320883 , 0.28995 , 0.390864 , 0.295455 , 0.327605 , 0.188392 , 0.260735 , 0.243165 , 0.303998 , 0.265933 , 0.295133 , 0.292449 , 0.401019 , 0.348132 , 0.199563 , 0.471339 , 0.383884 , 0.374463 , 0.273638 , 0.255053 , 0.229995 , 0.36733 , 0.4158 , 0.371368 , 0.318489 , 0.309849 , 0.232002 , 0.248307 , 0.225216 , 0.195299 , 0.254367 , 0.213731 , 0.221251 , 0.220316 , 0.301838 , 0.306795 , 0.348866 , 0.309962 , 0.285784 
 963 , 0.25852 , 0.253729 , 0.400972 , 0.327419 , 0.333646 , 0.438222 , 0.502218 , 0.488793 , 0.49815 , 0.50156 , 0.276118 , 0.321898 , 0.290449 , 0.391679 , 0.295954 , 0.328582 , 0.189589 , 0.262171 , 0.244485 , 0.305215 , 0.266689 , 0.295706 , 0.293017 , 0.402785 , 0.349518 , 0.200943 , 0.472038 , 0.385027 , 0.375181 , 0.275492 , 0.256658 , 0.231397 , 0.367951 , 0.417599 , 0.372469 , 0.31921 , 0.310583 , 0.232368 , 0.249636 , 0.226381 , 0.197059 , 0.256128 , 0.215909 , 0.222762 , 0.222016 , 0.303088 , 0.309107 , 0.350762 , 0.311337 , 0.28732 
 964 , 0.259636 , 0.254502 , 0.401947 , 0.328918 , 0.335079 , 0.438911 , 0.502939 , 0.489703 , 0.499145 , 0.502041 , 0.277251 , 0.322966 , 0.291161 , 0.393083 , 0.296792 , 0.329897 , 0.191075 , 0.26363 , 0.246103 , 0.306442 , 0.267721 , 0.296591 , 0.293928 , 0.404434 , 0.350889 , 0.202305 , 0.472834 , 0.386209 , 0.376222 , 0.277395 , 0.258617 , 0.232851 , 0.36905 , 0.419394 , 0.374232 , 0.319974 , 0.311608 , 0.233052 , 0.251309 , 0.227677 , 0.198808 , 0.257574 , 0.217827 , 0.224172 , 0.223546 , 0.304252 , 0.311359 , 0.352133 , 0.312875 , 0.289003 
 965 , 0.260714 , 0.255303 , 0.402957 , 0.330367 , 0.336532 , 0.439598 , 0.503791 , 0.490729 , 0.500267 , 0.502715 , 0.278392 , 0.323992 , 0.291912 , 0.394544 , 0.297684 , 0.331218 , 0.192555 , 0.265009 , 0.247709 , 0.307615 , 0.268783 , 0.297515 , 0.29489 , 0.405936 , 0.352179 , 0.203562 , 0.473629 , 0.387342 , 0.377291 , 0.279179 , 0.26053 , 0.234246 , 0.370202 , 0.421053 , 0.376079 , 0.320709 , 0.312665 , 0.233804 , 0.252951 , 0.228915 , 0.200431 , 0.258836 , 0.219546 , 0.225479 , 0.224917 , 0.305335 , 0.313443 , 0.353263 , 0.314375 , 0.290619 
 966 , 0.26147 , 0.256014 , 0.404008 , 0.331236 , 0.337776 , 0.440265 , 0.505188 , 0.49151 , 0.501478 , 0.503733 , 0.279215 , 0.324841 , 0.29274 , 0.395666 , 0.298609 , 0.332343 , 0.193532 , 0.266208 , 0.249118 , 0.3086 , 0.269603 , 0.298326 , 0.295925 , 0.407153 , 0.353224 , 0.204446 , 0.47434 , 0.388285 , 0.378422 , 0.280589 , 0.261632 , 0.235359 , 0.370993 , 0.421882 , 0.377776 , 0.321252 , 0.313661 , 0.235286 , 0.254041 , 0.229959 , 0.201341 , 0.259352 , 0.220727 , 0.226669 , 0.22599 , 0.306264 , 0.314858 , 0.353806 , 0.315488 , 0.291721 
 967 , 0.261842 , 0.256368 , 0.404716 , 0.331586 , 0.338539 , 0.440839 , 0.506562 , 0.491892 , 0.50237 , 0.504637 , 0.279599 , 0.325534 , 0.293449 , 0.396269 , 0.29937 , 0.333145 , 0.194081 , 0.26735 , 0.250292 , 0.309443 , 0.27003 , 0.29894 , 0.296795 , 0.408339 , 0.354021 , 0.205136 , 0.474915 , 0.389104 , 0.379552 , 0.281776 , 0.26211 , 0.236223 , 0.37138 , 0.422368 , 0.379186 , 0.321708 , 0.314333 , 0.237067 , 0.254613 , 0.230756 , 0.201806 , 0.25956 , 0.221626 , 0.227799 , 0.227044 , 0.307323 , 0.315803 , 0.354298 , 0.316079 , 0.292328 
 968 , 0.262023 , 0.256412 , 0.404999 , 0.331739 , 0.338915 , 0.4413 , 0.507529 , 0.492018 , 0.502859 , 0.505178 , 0.279732 , 0.326161 , 0.293978 , 0.396525 , 0.299914 , 0.333701 , 0.194472 , 0.268518 , 0.251304 , 0.310236 , 0.270172 , 0.299403 , 0.2974 , 0.409653 , 0.35467 , 0.20584 , 0.475388 , 0.389917 , 0.380592 , 0.282943 , 0.262412 , 0.23696 , 0.371568 , 0.423007 , 0.380333 , 0.322171 , 0.314663 , 0.238606 , 0.254953 , 0.231365 , 0.202224 , 0.259907 , 0.222527 , 0.228892 , 0.228203 , 0.308549 , 0.316633 , 0.355059 , 0.316341 , 0.292738 
 969 , 0.262273 , 0.256603 , 0.405234 , 0.331972 , 0.339269 , 0.441775 , 0.508375 , 0.492252 , 0.503396 , 0.505609 , 0.279918 , 0.326896 , 0.294381 , 0.396831 , 0.300409 , 0.334266 , 0.194893 , 0.269562 , 0.252162 , 0.310952 , 0.270351 , 0.299889 , 0.297896 , 0.410847 , 0.355246 , 0.206477 , 0.475828 , 0.390551 , 0.381366 , 0.28392 , 0.262843 , 0.237739 , 0.371841 , 0.423635 , 0.381196 , 0.32265 , 0.314995 , 0.239927 , 0.255155 , 0.231784 , 0.202515 , 0.260427 , 0.223235 , 0.229645 , 0.229027 , 0.309528 , 0.31724 , 0.355465 , 0.316524 , 0.293055 
 970 , 0.262672 , 0.257181 , 0.405435 , 0.332378 , 0.339647 , 0.442276 , 0.508993 , 0.492676 , 0.504078 , 0.505692 , 0.280248 , 0.327907 , 0.294524 , 0.397301 , 0.300805 , 0.334872 , 0.195411 , 0.270402 , 0.252751 , 0.311549 , 0.270674 , 0.300402 , 0.298204 , 0.411733 , 0.355701 , 0.207002 , 0.476186 , 0.39083 , 0.381527 , 0.284546 , 0.263627 , 0.238698 , 0.372356 , 0.424222 , 0.381601 , 0.32319 , 0.315427 , 0.240962 , 0.255188 , 0.231923 , 0.202647 , 0.261445 , 0.223657 , 0.229782 , 0.229222 , 0.310067 , 0.31751 , 0.355158 , 0.316612 , 0.293215 
 971 , 0.263019 , 0.257978 , 0.405791 , 0.33283 , 0.340166 , 0.442707 , 0.509673 , 0.492732 , 0.50464 , 0.505355 , 0.280708 , 0.32871 , 0.294582 , 0.39783 , 0.301128 , 0.335486 , 0.195905 , 0.271086 , 0.253438 , 0.312147 , 0.271317 , 0.300725 , 0.298578 , 0.411975 , 0.356169 , 0.207427 , 0.476293 , 0.391005 , 0.381325 , 0.285182 , 0.264631 , 0.239795 , 0.373011 , 0.424574 , 0.38246 , 0.323587 , 0.316267 , 0.242377 , 0.255667 , 0.232451 , 0.203093 , 0.262715 , 0.224302 , 0.230165 , 0.229548 , 0.310667 , 0.318142 , 0.354902 , 0.316925 , 0.293455 
 972 , 0.263365 , 0.258764 , 0.406142 , 0.333279 , 0.340681 , 0.443145 , 0.510347 , 0.492799 , 0.505196 , 0.505032 , 0.281159 , 0.329508 , 0.294641 , 0.398354 , 0.301443 , 0.336096 , 0.1964 , 0.271769 , 0.254114 , 0.312748 , 0.271958 , 0.301049 , 0.298946 , 0.412221 , 0.356635 , 0.207844 , 0.476401 , 0.391173 , 0.381126 , 0.285801 , 0.265624 , 0.240871 , 0.373658 , 0.424923 , 0.383311 , 0.323979 , 0.317094 , 0.243754 , 0.256135 , 0.232959 , 0.203531 , 0.263948 , 0.224932 , 0.230535 , 0.22987 , 0.311245 , 0.318754 , 0.354655 , 0.317242 , 0.293696 
 973 , 0.263747 , 0.259058 , 0.406835 , 0.334109 , 0.341254 , 0.443198 , 0.510764 , 0.493488 , 0.50567 , 0.505248 , 0.281247 , 0.329452 , 0.294834 , 0.399251 , 0.301674 , 0.336259 , 0.196462 , 0.272183 , 0.254634 , 0.313177 , 0.272505 , 0.301186 , 0.299176 , 0.412202 , 0.356967 , 0.208007 , 0.476551 , 0.391403 , 0.381339 , 0.286068 , 0.266377 , 0.241046 , 0.373896 , 0.425459 , 0.383265 , 0.324118 , 0.317478 , 0.243196 , 0.256561 , 0.232578 , 0.203608 , 0.263797 , 0.225234 , 0.230725 , 0.229948 , 0.310936 , 0.318826 , 0.353775 , 0.317461 , 0.29414 
 974 , 0.264027 , 0.259029 , 0.407458 , 0.334499 , 0.341547 , 0.442868 , 0.510705 , 0.494057 , 0.505921 , 0.505351 , 0.281063 , 0.32927 , 0.294885 , 0.399849 , 0.301882 , 0.3364 , 0.196488 , 0.272528 , 0.254848 , 0.313259 , 0.272644 , 0.30123 , 0.299296 , 0.412465 , 0.357194 , 0.208145 , 0.476757 , 0.39134 , 0.38174 , 0.28621 , 0.267233 , 0.24115 , 0.374048 , 0.426245 , 0.382971 , 0.324271 , 0.317612 , 0.242795 , 0.257021 , 0.23217 , 0.203477 , 0.263449 , 0.22542 , 0.23084 , 0.230138 , 0.310896 , 0.318959 , 0.353295 , 0.317348 , 0.294471 
 975 , 0.264283 , 0.258941 , 0.408081 , 0.334834 , 0.341792 , 0.442491 , 0.51057 , 0.494609 , 0.506143 , 0.505425 , 0.280837 , 0.329064 , 0.294917 , 0.400398 , 0.302098 , 0.336549 , 0.19651 , 0.272865 , 0.255025 , 0.313293 , 0.272733 , 0.301265 , 0.299394 , 0.412764 , 0.357406 , 0.208282 , 0.476984 , 0.391239 , 0.382171 , 0.286335 , 0.268125 , 0.241241 , 0.374182 , 0.427075 , 0.382632 , 0.324422 , 0.317712 , 0.242404 , 0.257482 , 0.231761 , 0.203319 , 0.263071 , 0.225586 , 0.230936 , 0.230335 , 0.310902 , 0.319113 , 0.35288 , 0.317184 , 0.294794 
 976 , 0.264328 , 0.258884 , 0.408441 , 0.334876 , 0.342156 , 0.442563 , 0.510742 , 0.49464 , 0.506413 , 0.505331 , 0.280946 , 0.329276 , 0.294998 , 0.400513 , 0.302418 , 0.336884 , 0.196682 , 0.2731 , 0.255342 , 0.313551 , 0.272895 , 0.301237 , 0.299803 , 0.413229 , 0.357815 , 0.208586 , 0.477177 , 0.391281 , 0.382681 , 0.286291 , 0.268566 , 0.241552 , 0.374417 , 0.427404 , 0.382755 , 0.324595 , 0.318003 , 0.24379 , 0.25822 , 0.232091 , 0.20361 , 0.263196 , 0.226196 , 0.231706 , 0.231001 , 0.311567 , 0.319413 , 0.353249 , 0.31711 , 0.295113 
 977 , 0.264511 , 0.259023 , 0.40877 , 0.335142 , 0.342696 , 0.44311 , 0.51121 , 0.494804 , 0.506857 , 0.505322 , 0.281293 , 0.329866 , 0.295192 , 0.400653 , 0.302836 , 0.337282 , 0.19695 , 0.273338 , 0.255838 , 0.313958 , 0.273191 , 0.301341 , 0.300516 , 0.413736 , 0.358286 , 0.208971 , 0.477532 , 0.391556 , 0.383201 , 0.286184 , 0.268479 , 0.241988 , 0.374692 , 0.427316 , 0.382899 , 0.324787 , 0.318335 , 0.245483 , 0.258868 , 0.232563 , 0.204071 , 0.263433 , 0.226937 , 0.232694 , 0.231551 , 0.312276 , 0.319503 , 0.353704 , 0.317208 , 0.295535 
 978 , 0.264853 , 0.259293 , 0.409158 , 0.33566 , 0.343332 , 0.443881 , 0.51181 , 0.495219 , 0.507408 , 0.505427 , 0.281713 , 0.330622 , 0.295434 , 0.400948 , 0.303302 , 0.337674 , 0.19725 , 0.273617 , 0.256415 , 0.314406 , 0.27356 , 0.301581 , 0.301361 , 0.414221 , 0.358733 , 0.209365 , 0.478017 , 0.391939 , 0.383705 , 0.286075 , 0.268122 , 0.242433 , 0.374957 , 0.427062 , 0.382898 , 0.324972 , 0.318621 , 0.246851 , 0.25935 , 0.23291 , 0.204514 , 0.263614 , 0.227643 , 0.233644 , 0.231875 , 0.312808 , 0.319395 , 0.353988 , 0.317414 , 0.296029 
 979 , 0.265262 , 0.259556 , 0.409559 , 0.336244 , 0.343745 , 0.444709 , 0.512278 , 0.495698 , 0.507865 , 0.505573 , 0.282109 , 0.331408 , 0.2956 , 0.401212 , 0.303752 , 0.338194 , 0.197571 , 0.274104 , 0.256891 , 0.314845 , 0.273884 , 0.301891 , 0.302086 , 0.414728 , 0.359154 , 0.209753 , 0.478485 , 0.392337 , 0.384113 , 0.286295 , 0.267878 , 0.242871 , 0.375327 , 0.427268 , 0.382731 , 0.325199 , 0.318958 , 0.247634 , 0.260068 , 0.23333 , 0.205218 , 0.263977 , 0.228194 , 0.234573 , 0.232127 , 0.31335 , 0.319461 , 0.354619 , 0.317673 , 0.296551 
 980 , 0.265711 , 0.259823 , 0.40995 , 0.336868 , 0.343889 , 0.445577 , 0.512561 , 0.4962 , 0.508226 , 0.505832 , 0.282518 , 0.332177 , 0.295685 , 0.401426 , 0.304145 , 0.33889 , 0.197943 , 0.274899 , 0.257219 , 0.315306 , 0.274147 , 0.302268 , 0.302519 , 0.415248 , 0.359522 , 0.210147 , 0.478932 , 0.39278 , 0.384425 , 0.286998 , 0.267887 , 0.243283 , 0.375925 , 0.428059 , 0.382452 , 0.325472 , 0.319293 , 0.247699 , 0.261028 , 0.233821 , 0.206192 , 0.264506 , 0.228442 , 0.235398 , 0.232268 , 0.313721 , 0.319754 , 0.355462 , 0.318024 , 0.297084 
 981 , 0.26598 , 0.260106 , 0.410286 , 0.337331 , 0.344115 , 0.446348 , 0.512881 , 0.496542 , 0.508732 , 0.506234 , 0.283028 , 0.332803 , 0.295822 , 0.401592 , 0.304467 , 0.339603 , 0.198351 , 0.275688 , 0.257544 , 0.315868 , 0.274399 , 0.302518 , 0.302679 , 0.415732 , 0.359882 , 0.210621 , 0.479365 , 0.393294 , 0.384866 , 0.28779 , 0.268147 , 0.243638 , 0.376689 , 0.428712 , 0.382457 , 0.325721 , 0.319477 , 0.247941 , 0.261758 , 0.234252 , 0.206996 , 0.264779 , 0.228467 , 0.235984 , 0.232383 , 0.313628 , 0.320017 , 0.355596 , 0.318357 , 0.297547 
 982 , 0.266255 , 0.260362 , 0.41064 , 0.337785 , 0.344369 , 0.447099 , 0.513225 , 0.496927 , 0.509267 , 0.506666 , 0.283542 , 0.333393 , 0.296027 , 0.401832 , 0.304802 , 0.34029 , 0.198724 , 0.276476 , 0.257881 , 0.316452 , 0.274686 , 0.302763 , 0.302859 , 0.416139 , 0.360258 , 0.211089 , 0.479833 , 0.393835 , 0.385348 , 0.288568 , 0.268471 , 0.243935 , 0.377432 , 0.429387 , 0.382474 , 0.325991 , 0.319696 , 0.248206 , 0.262434 , 0.234645 , 0.207773 , 0.264995 , 0.228568 , 0.236572 , 0.232534 , 0.313554 , 0.320322 , 0.355674 , 0.318692 , 0.29801 
 983 , 0.266599 , 0.260423 , 0.411209 , 0.338198 , 0.344776 , 0.447778 , 0.513746 , 0.497583 , 0.509984 , 0.507337 , 0.284046 , 0.333778 , 0.296711 , 0.402578 , 0.305158 , 0.340853 , 0.19889 , 0.277243 , 0.258289 , 0.317174 , 0.275174 , 0.30296 , 0.30312 , 0.416054 , 0.360698 , 0.211556 , 0.48053 , 0.394532 , 0.386078 , 0.289195 , 0.269222 , 0.24377 , 0.377992 , 0.430244 , 0.382524 , 0.326391 , 0.32015 , 0.248647 , 0.262861 , 0.234818 , 0.208556 , 0.264931 , 0.229276 , 0.237297 , 0.232981 , 0.313669 , 0.321016 , 0.355412 , 0.319059 , 0.298508 
 984 , 0.267052 , 0.260345 , 0.411951 , 0.33861 , 0.344902 , 0.448421 , 0.514375 , 0.498378 , 0.510593 , 0.508019 , 0.284384 , 0.334101 , 0.297407 , 0.403445 , 0.305569 , 0.341344 , 0.198956 , 0.278021 , 0.258698 , 0.317897 , 0.27555 , 0.303371 , 0.303579 , 0.41602 , 0.361186 , 0.211963 , 0.480926 , 0.395322 , 0.386377 , 0.289701 , 0.269826 , 0.243341 , 0.378022 , 0.431457 , 0.381852 , 0.326842 , 0.320959 , 0.248873 , 0.263343 , 0.234811 , 0.209333 , 0.265118 , 0.229879 , 0.237969 , 0.233484 , 0.314283 , 0.321774 , 0.355694 , 0.31932 , 0.298854 
 985 , 0.267506 , 0.260264 , 0.412696 , 0.339017 , 0.345017 , 0.449065 , 0.515007 , 0.499185 , 0.511207 , 0.508713 , 0.284715 , 0.334421 , 0.298115 , 0.404323 , 0.305994 , 0.341822 , 0.199022 , 0.278795 , 0.259101 , 0.318622 , 0.275919 , 0.303788 , 0.304043 , 0.415994 , 0.361683 , 0.212367 , 0.481315 , 0.396117 , 0.38666 , 0.290196 , 0.270422 , 0.242904 , 0.378048 , 0.432677 , 0.381155 , 0.32729 , 0.321777 , 0.249087 , 0.26381 , 0.234802 , 0.210096 , 0.265299 , 0.23046 , 0.238626 , 0.233981 , 0.314902 , 0.322518 , 0.355971 , 0.319578 , 0.299199 
 986 , 0.267839 , 0.260455 , 0.413293 , 0.339528 , 0.345499 , 0.449788 , 0.515914 , 0.499877 , 0.512146 , 0.509328 , 0.285153 , 0.334858 , 0.298459 , 0.40476 , 0.306513 , 0.342154 , 0.199111 , 0.279317 , 0.259577 , 0.319077 , 0.27618 , 0.304238 , 0.304597 , 0.416597 , 0.362014 , 0.212761 , 0.481749 , 0.396849 , 0.387095 , 0.290126 , 0.270345 , 0.242535 , 0.377724 , 0.433217 , 0.380621 , 0.32789 , 0.322446 , 0.249679 , 0.264159 , 0.234864 , 0.210294 , 0.26625 , 0.231168 , 0.238943 , 0.234297 , 0.31539 , 0.323324 , 0.356259 , 0.319971 , 0.299393 
 987 , 0.268116 , 0.260787 , 0.413857 , 0.340049 , 0.346206 , 0.450645 , 0.516829 , 0.500368 , 0.512897 , 0.509755 , 0.285716 , 0.335344 , 0.298628 , 0.404917 , 0.307001 , 0.342474 , 0.199197 , 0.279775 , 0.260069 , 0.319474 , 0.276529 , 0.304577 , 0.305119 , 0.417509 , 0.362251 , 0.213177 , 0.482481 , 0.397437 , 0.387707 , 0.289999 , 0.270173 , 0.242469 , 0.377659 , 0.433515 , 0.38057 , 0.328621 , 0.323031 , 0.25038 , 0.264599 , 0.235084 , 0.210457 , 0.267366 , 0.232237 , 0.23935 , 0.234629 , 0.315782 , 0.324012 , 0.356533 , 0.320511 , 0.299648 
 988 , 0.268378 , 0.261166 , 0.414436 , 0.340572 , 0.346989 , 0.451562 , 0.51772 , 0.500791 , 0.513522 , 0.510103 , 0.286333 , 0.335849 , 0.298738 , 0.404965 , 0.307461 , 0.342806 , 0.199286 , 0.280219 , 0.260578 , 0.319882 , 0.27695 , 0.304853 , 0.305608 , 0.418531 , 0.362471 , 0.213591 , 0.483361 , 0.397952 , 0.388394 , 0.289912 , 0.270032 , 0.242551 , 0.377762 , 0.433766 , 0.380736 , 0.3294 , 0.323587 , 0.251091 , 0.265094 , 0.235371 , 0.210649 , 0.268482 , 0.233462 , 0.23984 , 0.234981 , 0.316121 , 0.324621 , 0.356794 , 0.32113 , 0.299955 
 989 , 0.268784 , 0.261704 , 0.415288 , 0.341137 , 0.347756 , 0.452455 , 0.518476 , 0.50142 , 0.514085 , 0.510584 , 0.286779 , 0.336317 , 0.298847 , 0.405416 , 0.307884 , 0.343373 , 0.199558 , 0.280685 , 0.261036 , 0.320342 , 0.2774 , 0.305259 , 0.306055 , 0.419544 , 0.362839 , 0.214044 , 0.484189 , 0.398527 , 0.388901 , 0.290057 , 0.269986 , 0.242731 , 0.377946 , 0.43427 , 0.381121 , 0.33 , 0.323914 , 0.250829 , 0.265547 , 0.235651 , 0.210942 , 0.269079 , 0.234243 , 0.240169 , 0.23538 , 0.316206 , 0.324821 , 0.357008 , 0.321727 , 0.300438 
