NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00000.spu,MNAT_00001.spu,MNAT_00002.spu,MNAT_00003.spu,MNAT_00004.spu,MNAT_00005.spu,MNAT_00006.spu,MNAT_00007.spu,MNAT_00008.spu,MNAT_00009.spu,MNAT_00010.spu,MNAT_00011.spu,MNAT_00012.spu,MNAT_00013.spu,MNAT_00014.spu,MNAT_00015.spu,MNAT_00016.spu,MNAT_00017.spu,MNAT_00018.spu,MNAT_00019.spu,MNAT_00020.spu,MNAT_00021.spu,MNAT_00022.spu,MNAT_00023.spu,MNAT_00024.spu,MNAT_00025.spu,MNAT_00026.spu,MNAT_00027.spu,MNAT_00028.spu,MNAT_00029.spu,MNAT_00030.spu,MNAT_00031.spu,MNAT_00032.spu,MNAT_00033.spu,MNAT_00034.spu,MNAT_00035.spu,MNAT_00036.spu,MNAT_00037.spu,MNAT_00038.spu,MNAT_00039.spu,MNAT_00040.spu,MNAT_00041.spu,MNAT_00042.spu,MNAT_00043.spu,MNAT_00044.spu,MNAT_00045.spu,MNAT_00046.spu,MNAT_00047.spu,MNAT_00048.spu,MNAT_00049.spu
  (nm),7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 
  time  ,:40:15 A,:40:32 A,:40:47 A,:41:01 A,:41:12 A,:42:01 A,:42:34 A,:42:51 A,:43:05 A,:43:29 A,:44:16 A,:44:32 A,:44:45 A,:44:56 A,:45:06 A,:45:49 A,:46:00 A,:46:10 A,:46:20 A,:46:32 A,:46:48 A,:46:59 A,:47:14 A,:47:29 A,:47:39 A,:48:34 A,:48:44 A,:48:53 A,:49:16 A,:50:01 A,:50:58 A,:51:14 A,:51:33 A,:51:53 A,:52:04 A,:53:05 A,:53:18 A,:53:36 A,:54:03 A,:54:17 A,:55:04 A,:55:18 A,:55:29 A,:55:41 A,:55:59 A,:56:26 A,:56:41 A,:56:58 A,:57:36 A,:57:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 990 , 0.269329 , 0.262312 , 0.416276 , 0.341675 , 0.348446 , 0.453202 , 0.519088 , 0.502186 , 0.514636 , 0.511195 , 0.287011 , 0.336737 , 0.298983 , 0.406208 , 0.308254 , 0.344097 , 0.200002 , 0.281133 , 0.261436 , 0.320735 , 0.277788 , 0.305761 , 0.30643 , 0.42037 , 0.363332 , 0.214482 , 0.484775 , 0.399199 , 0.389234 , 0.290444 , 0.270062 , 0.242893 , 0.378068 , 0.434986 , 0.381811 , 0.330357 , 0.323985 , 0.249823 , 0.265976 , 0.235972 , 0.211392 , 0.269321 , 0.234578 , 0.240352 , 0.235828 , 0.316155 , 0.324861 , 0.357279 , 0.322161 , 0.301006 
 991 , 0.269905 , 0.262801 , 0.417097 , 0.342083 , 0.349035 , 0.45375 , 0.519667 , 0.502838 , 0.515257 , 0.511825 , 0.287115 , 0.337132 , 0.299176 , 0.406998 , 0.3086 , 0.34476 , 0.20046 , 0.281537 , 0.2618 , 0.320907 , 0.278025 , 0.306248 , 0.306732 , 0.420831 , 0.363806 , 0.214865 , 0.485048 , 0.39995 , 0.389566 , 0.290873 , 0.270199 , 0.242889 , 0.377989 , 0.435698 , 0.38274 , 0.33053 , 0.323951 , 0.248944 , 0.266408 , 0.236366 , 0.211973 , 0.26969 , 0.234825 , 0.240466 , 0.236287 , 0.316251 , 0.325182 , 0.35768 , 0.32233 , 0.301465 
 992 , 0.270404 , 0.263198 , 0.417891 , 0.342402 , 0.3496 , 0.45439 , 0.52042 , 0.503476 , 0.51592 , 0.512531 , 0.287332 , 0.337529 , 0.299586 , 0.407693 , 0.308974 , 0.345354 , 0.200867 , 0.28192 , 0.262135 , 0.321053 , 0.278182 , 0.306554 , 0.307014 , 0.421217 , 0.364234 , 0.21516 , 0.485389 , 0.400606 , 0.389797 , 0.291308 , 0.27023 , 0.242802 , 0.377964 , 0.436073 , 0.383615 , 0.330648 , 0.323847 , 0.248357 , 0.266611 , 0.23658 , 0.212208 , 0.269722 , 0.234905 , 0.240429 , 0.236532 , 0.316323 , 0.325339 , 0.357933 , 0.322418 , 0.301919 
 993 , 0.270611 , 0.263276 , 0.418562 , 0.342371 , 0.349984 , 0.455222 , 0.521643 , 0.503998 , 0.516615 , 0.513354 , 0.287915 , 0.3379 , 0.300612 , 0.408005 , 0.309363 , 0.345657 , 0.201111 , 0.282202 , 0.262353 , 0.321121 , 0.278089 , 0.306284 , 0.307175 , 0.421347 , 0.364496 , 0.215184 , 0.485915 , 0.40094 , 0.389707 , 0.291709 , 0.269943 , 0.242448 , 0.378052 , 0.435412 , 0.384154 , 0.330565 , 0.323524 , 0.248654 , 0.2661 , 0.236235 , 0.211365 , 0.268702 , 0.2345 , 0.239926 , 0.236147 , 0.316316 , 0.324988 , 0.357757 , 0.322259 , 0.302322 
 994 , 0.270384 , 0.263113 , 0.418952 , 0.342073 , 0.349757 , 0.455634 , 0.522099 , 0.504 , 0.51701 , 0.513526 , 0.288261 , 0.33804 , 0.301128 , 0.408085 , 0.309551 , 0.345438 , 0.201181 , 0.282371 , 0.262359 , 0.321148 , 0.27783 , 0.305994 , 0.307122 , 0.421746 , 0.364585 , 0.215199 , 0.48633 , 0.401068 , 0.389637 , 0.291603 , 0.269265 , 0.241935 , 0.377857 , 0.4349 , 0.383549 , 0.330221 , 0.323117 , 0.24861 , 0.265645 , 0.235902 , 0.210357 , 0.267614 , 0.234155 , 0.239585 , 0.235973 , 0.316322 , 0.324482 , 0.357869 , 0.322069 , 0.302502 
 995 , 0.270162 , 0.262947 , 0.419348 , 0.341765 , 0.349526 , 0.456056 , 0.522575 , 0.504003 , 0.517427 , 0.513704 , 0.288623 , 0.338185 , 0.301659 , 0.408173 , 0.309737 , 0.345226 , 0.201259 , 0.282548 , 0.262368 , 0.321173 , 0.277559 , 0.305698 , 0.307076 , 0.422167 , 0.364669 , 0.215214 , 0.486761 , 0.401203 , 0.389561 , 0.29149 , 0.26857 , 0.241405 , 0.377658 , 0.434371 , 0.382932 , 0.329861 , 0.322702 , 0.248556 , 0.26518 , 0.235552 , 0.209321 , 0.266487 , 0.233794 , 0.239235 , 0.235789 , 0.316326 , 0.323961 , 0.357977 , 0.32187 , 0.302688 
 996 , 0.270142 , 0.262906 , 0.419566 , 0.341466 , 0.349407 , 0.45612 , 0.523077 , 0.504308 , 0.518075 , 0.513907 , 0.289156 , 0.338383 , 0.30148 , 0.408478 , 0.309929 , 0.345009 , 0.201045 , 0.282181 , 0.262129 , 0.321049 , 0.277267 , 0.305927 , 0.306783 , 0.422499 , 0.36472 , 0.215216 , 0.487054 , 0.40144 , 0.38952 , 0.291335 , 0.268057 , 0.241466 , 0.376941 , 0.433967 , 0.38157 , 0.329775 , 0.322198 , 0.247656 , 0.264332 , 0.234967 , 0.20867 , 0.266226 , 0.233184 , 0.238962 , 0.23526 , 0.316008 , 0.32372 , 0.35788 , 0.321834 , 0.302645 
 997 , 0.270073 , 0.262895 , 0.419536 , 0.341018 , 0.349462 , 0.456089 , 0.523512 , 0.504472 , 0.518281 , 0.51419 , 0.289501 , 0.338327 , 0.301268 , 0.408441 , 0.309926 , 0.344896 , 0.200774 , 0.281658 , 0.261843 , 0.320696 , 0.276918 , 0.306088 , 0.306317 , 0.422329 , 0.364671 , 0.215114 , 0.487165 , 0.401121 , 0.389259 , 0.29125 , 0.267652 , 0.241687 , 0.376107 , 0.433211 , 0.380981 , 0.329852 , 0.321646 , 0.247013 , 0.263536 , 0.234343 , 0.208276 , 0.26618 , 0.232792 , 0.238894 , 0.23481 , 0.315813 , 0.323758 , 0.3577 , 0.321614 , 0.302479 
 998 , 0.269979 , 0.262897 , 0.419419 , 0.340519 , 0.349566 , 0.456028 , 0.523939 , 0.504588 , 0.518341 , 0.514512 , 0.289779 , 0.33819 , 0.30106 , 0.40828 , 0.309855 , 0.344806 , 0.200481 , 0.281079 , 0.261539 , 0.320253 , 0.276539 , 0.306224 , 0.305782 , 0.422001 , 0.36459 , 0.214968 , 0.48722 , 0.400614 , 0.38893 , 0.291184 , 0.267263 , 0.241952 , 0.375216 , 0.432327 , 0.380632 , 0.329979 , 0.321066 , 0.246444 , 0.262747 , 0.233694 , 0.207941 , 0.266181 , 0.232462 , 0.238889 , 0.234373 , 0.31565 , 0.323876 , 0.357485 , 0.321326 , 0.302276 
 999 , 0.269994 , 0.262797 , 0.419175 , 0.340297 , 0.349645 , 0.455812 , 0.524168 , 0.505085 , 0.518209 , 0.514961 , 0.289534 , 0.337908 , 0.300916 , 0.408258 , 0.309784 , 0.344656 , 0.200243 , 0.28069 , 0.261292 , 0.320141 , 0.276442 , 0.306292 , 0.305543 , 0.421705 , 0.364566 , 0.214833 , 0.487097 , 0.400265 , 0.388844 , 0.29115 , 0.26707 , 0.241767 , 0.374593 , 0.431819 , 0.38041 , 0.330034 , 0.320646 , 0.245362 , 0.262041 , 0.233065 , 0.207424 , 0.265501 , 0.231922 , 0.238378 , 0.233869 , 0.315247 , 0.323767 , 0.35666 , 0.320874 , 0.302044 
 1000 , 0.270079 , 0.262585 , 0.418963 , 0.340254 , 0.349709 , 0.455585 , 0.52439 , 0.506032 , 0.518203 , 0.515502 , 0.28917 , 0.337672 , 0.300979 , 0.408626 , 0.30978 , 0.344671 , 0.200086 , 0.280526 , 0.261097 , 0.320353 , 0.276527 , 0.3063 , 0.305584 , 0.421742 , 0.364682 , 0.214689 , 0.48702 , 0.400793 , 0.388937 , 0.291225 , 0.267056 , 0.2414 , 0.374413 , 0.431661 , 0.380293 , 0.32991 , 0.3204 , 0.244148 , 0.261971 , 0.232654 , 0.20688 , 0.264679 , 0.231386 , 0.237535 , 0.233465 , 0.314842 , 0.323824 , 0.355944 , 0.32055 , 0.301908 
 1001 , 0.270164 , 0.262279 , 0.418853 , 0.34024 , 0.349783 , 0.455424 , 0.524715 , 0.507302 , 0.51848 , 0.516059 , 0.289007 , 0.337583 , 0.30124 , 0.409388 , 0.309863 , 0.344949 , 0.199977 , 0.280493 , 0.260942 , 0.320767 , 0.276657 , 0.306287 , 0.30576 , 0.422147 , 0.36494 , 0.214521 , 0.487122 , 0.402305 , 0.389098 , 0.291397 , 0.267145 , 0.241108 , 0.374563 , 0.43166 , 0.380207 , 0.329627 , 0.320248 , 0.243073 , 0.262585 , 0.232461 , 0.206416 , 0.264118 , 0.230975 , 0.236596 , 0.233184 , 0.314572 , 0.324234 , 0.355727 , 0.320468 , 0.301908 
 1002 , 0.270119 , 0.262083 , 0.41882 , 0.340193 , 0.349994 , 0.455591 , 0.52514 , 0.5083 , 0.518885 , 0.516555 , 0.288936 , 0.337744 , 0.301468 , 0.409984 , 0.309935 , 0.345293 , 0.199911 , 0.280524 , 0.260898 , 0.321015 , 0.276718 , 0.306278 , 0.30598 , 0.422461 , 0.365162 , 0.214271 , 0.487364 , 0.403785 , 0.389268 , 0.291431 , 0.267215 , 0.240904 , 0.374822 , 0.43143 , 0.38026 , 0.329521 , 0.320104 , 0.242662 , 0.263315 , 0.232225 , 0.206032 , 0.263888 , 0.230993 , 0.235858 , 0.233057 , 0.314141 , 0.324318 , 0.355644 , 0.320489 , 0.301868 
 1003 , 0.269849 , 0.262114 , 0.418916 , 0.34012 , 0.350454 , 0.456267 , 0.525747 , 0.508681 , 0.519484 , 0.516807 , 0.289029 , 0.338304 , 0.301587 , 0.41014 , 0.309987 , 0.345717 , 0.199891 , 0.28066 , 0.261073 , 0.320955 , 0.276699 , 0.306245 , 0.306245 , 0.422525 , 0.365289 , 0.213889 , 0.48777 , 0.404762 , 0.389472 , 0.291253 , 0.26725 , 0.240828 , 0.375208 , 0.430847 , 0.380446 , 0.329778 , 0.32 , 0.243505 , 0.263923 , 0.231997 , 0.205849 , 0.264212 , 0.231746 , 0.235637 , 0.233187 , 0.313518 , 0.323789 , 0.355762 , 0.32065 , 0.30179 
 1004 , 0.269637 , 0.262336 , 0.419068 , 0.340182 , 0.350977 , 0.45662 , 0.526462 , 0.50853 , 0.519943 , 0.516511 , 0.289038 , 0.338572 , 0.301372 , 0.409727 , 0.310033 , 0.34592 , 0.199826 , 0.280783 , 0.261328 , 0.320945 , 0.276766 , 0.30607 , 0.306414 , 0.422297 , 0.365274 , 0.213568 , 0.487785 , 0.403755 , 0.389748 , 0.291187 , 0.267268 , 0.240543 , 0.375397 , 0.430387 , 0.380133 , 0.330357 , 0.31989 , 0.244459 , 0.262977 , 0.232023 , 0.205837 , 0.264259 , 0.232226 , 0.236025 , 0.233242 , 0.313301 , 0.323126 , 0.355589 , 0.320633 , 0.301755 
 1005 , 0.269422 , 0.262571 , 0.419212 , 0.340255 , 0.351484 , 0.456946 , 0.527132 , 0.508397 , 0.52039 , 0.516169 , 0.28903 , 0.338804 , 0.301101 , 0.409333 , 0.310067 , 0.346115 , 0.199735 , 0.280876 , 0.261541 , 0.320912 , 0.276842 , 0.305869 , 0.306555 , 0.422099 , 0.36524 , 0.213211 , 0.487775 , 0.402701 , 0.389998 , 0.291106 , 0.267237 , 0.24024 , 0.375563 , 0.429948 , 0.379769 , 0.330845 , 0.319765 , 0.24535 , 0.26197 , 0.232047 , 0.205868 , 0.264303 , 0.232593 , 0.236424 , 0.233248 , 0.313039 , 0.322442 , 0.355416 , 0.320577 , 0.301686 
 1006 , 0.26919 , 0.26273 , 0.419231 , 0.340417 , 0.351424 , 0.456783 , 0.527031 , 0.508484 , 0.520439 , 0.515565 , 0.288818 , 0.338481 , 0.300221 , 0.409351 , 0.309961 , 0.346076 , 0.199362 , 0.280508 , 0.261215 , 0.320665 , 0.276948 , 0.305367 , 0.306207 , 0.422363 , 0.364949 , 0.212678 , 0.487395 , 0.401507 , 0.389809 , 0.290761 , 0.266656 , 0.239978 , 0.375389 , 0.429973 , 0.378988 , 0.330102 , 0.319546 , 0.245015 , 0.260709 , 0.232041 , 0.206265 , 0.264223 , 0.231489 , 0.236659 , 0.232694 , 0.312402 , 0.321823 , 0.355217 , 0.320113 , 0.301255 
 1007 , 0.269011 , 0.262673 , 0.419106 , 0.340656 , 0.351196 , 0.456994 , 0.526791 , 0.509004 , 0.520461 , 0.515901 , 0.288328 , 0.338241 , 0.299389 , 0.409497 , 0.309828 , 0.34607 , 0.19895 , 0.280033 , 0.260685 , 0.320135 , 0.277097 , 0.305106 , 0.306092 , 0.422919 , 0.364812 , 0.212201 , 0.487092 , 0.401023 , 0.389365 , 0.289804 , 0.265865 , 0.24007 , 0.375267 , 0.429949 , 0.378164 , 0.329231 , 0.319382 , 0.24428 , 0.260374 , 0.231666 , 0.206259 , 0.26418 , 0.230703 , 0.236606 , 0.232288 , 0.311164 , 0.320795 , 0.354591 , 0.31984 , 0.300966 
 1008 , 0.268829 , 0.262571 , 0.418944 , 0.340924 , 0.350933 , 0.457262 , 0.526523 , 0.509612 , 0.520482 , 0.516398 , 0.287767 , 0.338005 , 0.298521 , 0.409665 , 0.309687 , 0.346072 , 0.198512 , 0.279529 , 0.260109 , 0.31954 , 0.277254 , 0.304865 , 0.306006 , 0.423533 , 0.364707 , 0.211727 , 0.486791 , 0.400642 , 0.388863 , 0.288707 , 0.265001 , 0.240224 , 0.375159 , 0.429915 , 0.377302 , 0.328306 , 0.31923 , 0.243446 , 0.260171 , 0.231217 , 0.206176 , 0.264147 , 0.229928 , 0.236505 , 0.231885 , 0.309795 , 0.319657 , 0.353876 , 0.319594 , 0.30068 
 1009 , 0.268567 , 0.262238 , 0.419072 , 0.340938 , 0.350424 , 0.457131 , 0.52692 , 0.510174 , 0.520629 , 0.517426 , 0.287189 , 0.337479 , 0.298466 , 0.409889 , 0.309309 , 0.346119 , 0.197933 , 0.278983 , 0.259617 , 0.318842 , 0.27713 , 0.304819 , 0.306029 , 0.423641 , 0.364703 , 0.211111 , 0.486666 , 0.400062 , 0.388343 , 0.287701 , 0.264356 , 0.239684 , 0.375104 , 0.430396 , 0.376647 , 0.32752 , 0.319353 , 0.242569 , 0.260067 , 0.230702 , 0.205402 , 0.26251 , 0.229027 , 0.236155 , 0.23123 , 0.308743 , 0.318019 , 0.352782 , 0.319253 , 0.300592 
 1010 , 0.268226 , 0.261796 , 0.419163 , 0.340844 , 0.349963 , 0.456646 , 0.527652 , 0.510491 , 0.520749 , 0.518006 , 0.286735 , 0.337063 , 0.298635 , 0.410246 , 0.308916 , 0.346151 , 0.197205 , 0.278476 , 0.259046 , 0.318175 , 0.276865 , 0.304609 , 0.305802 , 0.423153 , 0.364605 , 0.210252 , 0.486698 , 0.3995 , 0.388197 , 0.28713 , 0.263919 , 0.238732 , 0.374631 , 0.430947 , 0.376312 , 0.326821 , 0.319321 , 0.241823 , 0.259851 , 0.230256 , 0.204573 , 0.260595 , 0.227924 , 0.235733 , 0.230248 , 0.308258 , 0.316586 , 0.351698 , 0.318477 , 0.300231 
 1011 , 0.267852 , 0.261303 , 0.419182 , 0.340703 , 0.349566 , 0.455971 , 0.528513 , 0.510633 , 0.520827 , 0.518133 , 0.286366 , 0.336787 , 0.298805 , 0.410698 , 0.308558 , 0.346175 , 0.196363 , 0.277991 , 0.258401 , 0.317536 , 0.276544 , 0.304239 , 0.305353 , 0.422309 , 0.364396 , 0.209219 , 0.486824 , 0.398987 , 0.388329 , 0.286862 , 0.263587 , 0.237595 , 0.373816 , 0.431465 , 0.376177 , 0.326144 , 0.319108 , 0.241179 , 0.259539 , 0.22987 , 0.203832 , 0.258749 , 0.226689 , 0.235304 , 0.229065 , 0.308124 , 0.315369 , 0.35068 , 0.317389 , 0.299602 
 1012 , 0.26753 , 0.261047 , 0.418984 , 0.340394 , 0.349257 , 0.455188 , 0.529156 , 0.510502 , 0.520996 , 0.518059 , 0.286138 , 0.336777 , 0.298781 , 0.410854 , 0.308185 , 0.346058 , 0.195895 , 0.277537 , 0.257855 , 0.317203 , 0.276123 , 0.303827 , 0.305024 , 0.421464 , 0.363924 , 0.208398 , 0.48701 , 0.39815 , 0.388375 , 0.286625 , 0.263048 , 0.236929 , 0.373043 , 0.431371 , 0.375639 , 0.325804 , 0.319089 , 0.240885 , 0.259169 , 0.229379 , 0.203399 , 0.25828 , 0.225847 , 0.234881 , 0.228065 , 0.308216 , 0.314738 , 0.349961 , 0.316485 , 0.29885 
 1013 , 0.267235 , 0.26104 , 0.418672 , 0.339833 , 0.349059 , 0.45445 , 0.529602 , 0.510208 , 0.521263 , 0.517969 , 0.286088 , 0.337002 , 0.29857 , 0.41078 , 0.30778 , 0.345788 , 0.195902 , 0.27707 , 0.257507 , 0.317338 , 0.275597 , 0.30346 , 0.304972 , 0.420893 , 0.363191 , 0.207851 , 0.48722 , 0.396972 , 0.388278 , 0.28635 , 0.262328 , 0.236756 , 0.372587 , 0.430559 , 0.37467 , 0.325839 , 0.319336 , 0.240868 , 0.25878 , 0.22881 , 0.203369 , 0.259212 , 0.225509 , 0.234465 , 0.227422 , 0.308745 , 0.314746 , 0.349784 , 0.316004 , 0.298107 
 1014 , 0.266803 , 0.26101 , 0.418689 , 0.339051 , 0.348893 , 0.454046 , 0.530143 , 0.510243 , 0.521535 , 0.518396 , 0.286078 , 0.337123 , 0.298434 , 0.410906 , 0.307289 , 0.345476 , 0.196143 , 0.276444 , 0.257393 , 0.317817 , 0.275064 , 0.303332 , 0.305307 , 0.421003 , 0.362414 , 0.207405 , 0.487327 , 0.395719 , 0.388006 , 0.28587 , 0.261658 , 0.236498 , 0.372842 , 0.42951 , 0.373606 , 0.325908 , 0.319761 , 0.240609 , 0.258481 , 0.228307 , 0.203509 , 0.259977 , 0.225345 , 0.234046 , 0.227127 , 0.309834 , 0.314763 , 0.350189 , 0.316028 , 0.29774 
 1015 , 0.266393 , 0.260903 , 0.418632 , 0.338306 , 0.348739 , 0.453741 , 0.530458 , 0.51027 , 0.521598 , 0.518737 , 0.285987 , 0.33715 , 0.29824 , 0.411052 , 0.306869 , 0.345185 , 0.1963 , 0.275832 , 0.257233 , 0.318312 , 0.274521 , 0.303175 , 0.305527 , 0.421208 , 0.361771 , 0.207034 , 0.487261 , 0.39462 , 0.38778 , 0.285478 , 0.261165 , 0.236066 , 0.372914 , 0.428448 , 0.372436 , 0.325899 , 0.320062 , 0.239983 , 0.258158 , 0.22783 , 0.203625 , 0.260541 , 0.225047 , 0.233606 , 0.226813 , 0.31094 , 0.314849 , 0.35059 , 0.316052 , 0.297392 
 1016 , 0.266099 , 0.26045 , 0.4183 , 0.337815 , 0.34868 , 0.453885 , 0.529801 , 0.510282 , 0.520824 , 0.518697 , 0.285602 , 0.336844 , 0.297823 , 0.411273 , 0.3068 , 0.345035 , 0.196085 , 0.275361 , 0.256906 , 0.31879 , 0.274012 , 0.302924 , 0.305259 , 0.421806 , 0.361741 , 0.207012 , 0.486503 , 0.394297 , 0.387778 , 0.285509 , 0.261498 , 0.235006 , 0.372244 , 0.427478 , 0.370972 , 0.325524 , 0.319815 , 0.237996 , 0.257777 , 0.227532 , 0.203606 , 0.260219 , 0.224249 , 0.233142 , 0.226461 , 0.311986 , 0.31516 , 0.350938 , 0.316054 , 0.297214 
 1017 , 0.266009 , 0.260533 , 0.417316 , 0.337835 , 0.34881 , 0.454061 , 0.528598 , 0.509937 , 0.520165 , 0.51817 , 0.284855 , 0.336456 , 0.297247 , 0.410816 , 0.306204 , 0.344974 , 0.195623 , 0.274627 , 0.256459 , 0.318896 , 0.273479 , 0.301976 , 0.304794 , 0.421922 , 0.361487 , 0.206921 , 0.485399 , 0.393957 , 0.387164 , 0.285841 , 0.261187 , 0.233862 , 0.37136 , 0.426966 , 0.368965 , 0.324827 , 0.319743 , 0.236211 , 0.25746 , 0.227469 , 0.203163 , 0.260063 , 0.223126 , 0.23263 , 0.225613 , 0.310401 , 0.315338 , 0.35072 , 0.315538 , 0.296762 
 1018 , 0.265912 , 0.260624 , 0.416277 , 0.337862 , 0.348954 , 0.454249 , 0.527322 , 0.509571 , 0.519478 , 0.5176 , 0.284063 , 0.336045 , 0.296633 , 0.410311 , 0.30557 , 0.34492 , 0.195126 , 0.273841 , 0.25599 , 0.319003 , 0.272917 , 0.300967 , 0.3043 , 0.422034 , 0.361216 , 0.206826 , 0.484231 , 0.3936 , 0.38651 , 0.286203 , 0.260847 , 0.232651 , 0.370422 , 0.42643 , 0.366843 , 0.324083 , 0.319672 , 0.234329 , 0.257122 , 0.227401 , 0.202685 , 0.259901 , 0.221936 , 0.232089 , 0.224715 , 0.308695 , 0.315516 , 0.350486 , 0.314984 , 0.296272 
 1019 , 0.265089 , 0.259983 , 0.415438 , 0.338076 , 0.348657 , 0.4546 , 0.527003 , 0.50891 , 0.519382 , 0.517176 , 0.282967 , 0.335539 , 0.296585 , 0.408833 , 0.304781 , 0.344981 , 0.193479 , 0.272725 , 0.255416 , 0.318345 , 0.272233 , 0.299806 , 0.303513 , 0.421213 , 0.360444 , 0.206043 , 0.482997 , 0.393162 , 0.385765 , 0.285381 , 0.260168 , 0.230495 , 0.368318 , 0.425419 , 0.365504 , 0.322997 , 0.318507 , 0.234632 , 0.256546 , 0.226958 , 0.201229 , 0.257984 , 0.22106 , 0.230887 , 0.223813 , 0.30615 , 0.314754 , 0.349756 , 0.314024 , 0.295531 
 1020 , 0.264183 , 0.258752 , 0.415031 , 0.338088 , 0.348134 , 0.454861 , 0.527028 , 0.508551 , 0.519605 , 0.517212 , 0.282098 , 0.335104 , 0.296743 , 0.407709 , 0.304628 , 0.34488 , 0.191639 , 0.271675 , 0.25476 , 0.317527 , 0.27146 , 0.299082 , 0.30242 , 0.419901 , 0.359856 , 0.205216 , 0.481944 , 0.393086 , 0.385548 , 0.283982 , 0.259483 , 0.227953 , 0.365864 , 0.424208 , 0.364126 , 0.322181 , 0.31702 , 0.235046 , 0.255583 , 0.225984 , 0.200031 , 0.256106 , 0.220569 , 0.229623 , 0.223338 , 0.304705 , 0.313958 , 0.349041 , 0.31332 , 0.294951 
 1021 , 0.263229 , 0.25723 , 0.414803 , 0.337992 , 0.347501 , 0.455091 , 0.527174 , 0.508339 , 0.519974 , 0.517464 , 0.281325 , 0.334688 , 0.296979 , 0.406763 , 0.304772 , 0.344691 , 0.189698 , 0.270637 , 0.25405 , 0.316631 , 0.270629 , 0.298558 , 0.301161 , 0.41836 , 0.359368 , 0.20436 , 0.480941 , 0.393188 , 0.38558 , 0.28231 , 0.258786 , 0.225204 , 0.363202 , 0.42288 , 0.36264 , 0.321482 , 0.315376 , 0.235446 , 0.25442 , 0.224742 , 0.198962 , 0.254258 , 0.22023 , 0.228315 , 0.223041 , 0.303779 , 0.31315 , 0.348341 , 0.312734 , 0.294438 
 1022 , 0.262502 , 0.255995 , 0.414442 , 0.337602 , 0.347043 , 0.455272 , 0.52733 , 0.508347 , 0.520314 , 0.51765 , 0.280892 , 0.334722 , 0.296972 , 0.406448 , 0.304703 , 0.344194 , 0.188288 , 0.269772 , 0.253461 , 0.315954 , 0.270134 , 0.298027 , 0.300106 , 0.416929 , 0.358587 , 0.203574 , 0.480454 , 0.393033 , 0.385563 , 0.281 , 0.256927 , 0.223212 , 0.36119 , 0.421457 , 0.361174 , 0.320906 , 0.31359 , 0.23424 , 0.253192 , 0.223674 , 0.198145 , 0.254778 , 0.219808 , 0.227316 , 0.222465 , 0.303117 , 0.312697 , 0.347236 , 0.312158 , 0.294084 
 1023 , 0.26172 , 0.254915 , 0.413786 , 0.336933 , 0.346441 , 0.455156 , 0.527251 , 0.508221 , 0.520238 , 0.517436 , 0.280574 , 0.334739 , 0.296671 , 0.406149 , 0.304146 , 0.343523 , 0.187239 , 0.268826 , 0.252829 , 0.315385 , 0.269719 , 0.297248 , 0.299165 , 0.415649 , 0.357434 , 0.202766 , 0.480261 , 0.392407 , 0.385402 , 0.280004 , 0.254453 , 0.221897 , 0.359443 , 0.419783 , 0.359874 , 0.320228 , 0.31186 , 0.231982 , 0.252151 , 0.222821 , 0.197193 , 0.256639 , 0.219341 , 0.226554 , 0.221574 , 0.302406 , 0.312298 , 0.345932 , 0.311621 , 0.293822 
