AUG5MAT00005.spu,AUG5MAT00004.spu,AUG5MAT00003.spu,
Wavelength,AUG5MAT00006.spu,AUG5MAT00007.spu,AUG5MAT00008.spu,AUG5MAT00009.spu,AUG5MAT00010.spu,AUG5MAT00011.spu,AUG5MAT00012.spu,AUG5MAT00013.spu,AUG5MAT00014.spu,AUG5MAT00015.spu,AUG5MAT00016.spu,AUG5MAT00017.spu,AUG5MAT00018.spu,AUG5MAT00019.spu,AUG5MAT00020.spu,AUG5MAT00021.spu,AUG5MAT00022.spu,AUG5MAT00023.spu,AUG5MAT00024.spu,AUG5MAT00025.spu,AUG5MAT00026.spu,AUG5MAT00027.spu,AUG5MAT00028.spu,AUG5MAT00029.spu,AUG5MAT00030.spu,AUG5MAT00031.spu,AUG5MAT00032.spu,AUG5MAT00033.spu,AUG5MAT00034.spu,AUG5MAT00035.spu,AUG5MAT00036.spu,AUG5MAT00037.spu,AUG5MAT00038.spu,AUG5MAT00039.spu,AUG5MAT00040.spu,AUG5MAT00041.spu,AUG5MAT00042.spu,AUG5MAT00043.spu,AUG5MAT00044.spu,AUG5MAT00045.spu,AUG5MAT00046.spu,AUG5MAT00047.spu,AUG5MAT00048.spu,AUG5MAT00049.spu,AUG5MAT00050.spu,AUG5MAT00051.spu,AUG5MAT00052.spu,AUG5MAT00053.spu,AUG5MAT00054.spu,AUG5MAT00055.spu,AUG5MAT00056.spu,AUG5MAT00057.spu,AUG5MAT00058.spu,AUG5MAT00059.spu,AUG5MAT00060.spu,AUG5MAT00061.spu,AUG5MAT00062.spu,AUG5MAT00063.spu,AUG5MAT00064.spu,AUG5MAT00065.spu,AUG5MAT00066.spu,AUG5MAT00067.spu,AUG5MAT00068.spu,AUG5MAT00069.spu,AUG5MAT00070.spu,AUG5MAT00071.spu,AUG5MAT00072.spu,AUG5MAT00073.spu,AUG5MAT00074.spu,AUG5MAT00075.spu,AUG5MAT00076.spu,AUG5MAT00077.spu,AUG5MAT00078.spu,AUG5MAT00079.spu,AUG5MAT00080.spu,AUG5MAT00081.spu,AUG5MAT00082.spu,AUG5MAT00083.spu,AUG5MAT00084.spu,AUG5MAT00085.spu
 996 , 0.395043 , 0.407266 , 0.364146 , 0.280071 , 0.236619 , 0.346121 , 0.417071 , 0.282777 , 0.285405 , 0.356625 , 0.217308 , 0.191384 , 0.363853 , 0.34059 , 0.390104 , 0.34015 , 0.137823 , 0.222005 , 0.362691 , 0.360763 , 0.472983 , 0.329816 , 0.452805 , 0.347734 , 0.266624 , 0.435501 , 0.273537 , 0.29897 , 0.335606 , 0.379549 , 0.31563 , 0.19908 , 0.357504 , 0.429677 , 0.215662 , 0.283042 , 0.470672 , 0.148552 , 0.075155 , 0.339401 , 0.27551 , 0.318776 , 0.298525 , 0.197806 , 0.206962 , 0.289086 , 0.259458 , 0.259718 , 0.265271 , 0.263264 , 0.350835 , 0.131435 , 0.374864 , 0.362528 , 0.210103 , 0.354065 , 0.300932 , 0.413395 , 0.351404 , 0.402259 , 0.296145 , 0.134023 , 0.273328 , 0.093434 , 0.30692 , 0.271749 , 0.270013 , 0.225878 , 0.244681 , 0.439741 , 0.456345 , 0.401346 , 0.383394 , 0.343984 , 0.272877 , 0.346696 , 0.101395 , 0.342428 , 0.300058 , 0.352086 
 997 , 0.395622 , 0.407354 , 0.364052 , 0.280419 , 0.23558 , 0.347006 , 0.416716 , 0.283251 , 0.286713 , 0.357071 , 0.218686 , 0.191754 , 0.364547 , 0.3402 , 0.390623 , 0.339164 , 0.138836 , 0.222165 , 0.361665 , 0.362369 , 0.473733 , 0.330624 , 0.453297 , 0.348312 , 0.267072 , 0.435953 , 0.27323 , 0.299233 , 0.336298 , 0.380535 , 0.315114 , 0.198701 , 0.357477 , 0.42918 , 0.215865 , 0.283482 , 0.471621 , 0.148997 , 0.074687 , 0.339513 , 0.275477 , 0.318633 , 0.299351 , 0.197648 , 0.206897 , 0.288644 , 0.259736 , 0.259697 , 0.265991 , 0.263581 , 0.3504 , 0.131608 , 0.375283 , 0.362712 , 0.210292 , 0.354476 , 0.300325 , 0.414735 , 0.351295 , 0.40316 , 0.296739 , 0.13422 , 0.274204 , 0.093231 , 0.306011 , 0.272195 , 0.270157 , 0.225734 , 0.246428 , 0.43964 , 0.457384 , 0.402068 , 0.384859 , 0.344247 , 0.27296 , 0.347377 , 0.10145 , 0.341883 , 0.300207 , 0.35201 
 998 , 0.396243 , 0.407447 , 0.363809 , 0.280784 , 0.234472 , 0.347623 , 0.416079 , 0.283648 , 0.288063 , 0.357491 , 0.220011 , 0.192025 , 0.365264 , 0.339625 , 0.39066 , 0.337772 , 0.139828 , 0.222156 , 0.359917 , 0.363618 , 0.474286 , 0.331409 , 0.453461 , 0.348814 , 0.267558 , 0.436169 , 0.272652 , 0.299318 , 0.33689 , 0.381399 , 0.314212 , 0.198107 , 0.357069 , 0.42848 , 0.215916 , 0.283699 , 0.472354 , 0.149431 , 0.074179 , 0.339586 , 0.275443 , 0.318284 , 0.300138 , 0.197366 , 0.206796 , 0.288029 , 0.25983 , 0.259386 , 0.266693 , 0.263767 , 0.349521 , 0.131751 , 0.375249 , 0.362618 , 0.210351 , 0.354845 , 0.299531 , 0.41586 , 0.351032 , 0.404246 , 0.297402 , 0.134341 , 0.274999 , 0.093016 , 0.304872 , 0.272764 , 0.270259 , 0.225666 , 0.248272 , 0.439145 , 0.458499 , 0.402797 , 0.3861 , 0.344152 , 0.272933 , 0.347825 , 0.101435 , 0.341029 , 0.300385 , 0.351683 
 999 , 0.396617 , 0.40811 , 0.362565 , 0.28014 , 0.234338 , 0.346753 , 0.415338 , 0.283608 , 0.288629 , 0.358128 , 0.220262 , 0.1921 , 0.36567 , 0.338443 , 0.389125 , 0.337065 , 0.140039 , 0.222353 , 0.359108 , 0.363703 , 0.47428 , 0.331971 , 0.453575 , 0.348159 , 0.267297 , 0.436367 , 0.271987 , 0.299147 , 0.33702 , 0.38165 , 0.313077 , 0.197378 , 0.356547 , 0.428052 , 0.215332 , 0.283379 , 0.472447 , 0.149251 , 0.073992 , 0.339115 , 0.275136 , 0.317772 , 0.300166 , 0.196992 , 0.206355 , 0.287441 , 0.259385 , 0.258589 , 0.266395 , 0.263722 , 0.348103 , 0.131505 , 0.374954 , 0.362364 , 0.209566 , 0.354866 , 0.298838 , 0.416431 , 0.350776 , 0.404708 , 0.297931 , 0.13373 , 0.275091 , 0.092808 , 0.303607 , 0.273225 , 0.270155 , 0.22586 , 0.248795 , 0.438261 , 0.458971 , 0.403689 , 0.385847 , 0.343906 , 0.27271 , 0.347571 , 0.101017 , 0.340236 , 0.300519 , 0.351196 
 1000 , 0.39618 , 0.409387 , 0.361629 , 0.279034 , 0.235025 , 0.345718 , 0.415078 , 0.283874 , 0.289001 , 0.358506 , 0.220234 , 0.192152 , 0.366027 , 0.33766 , 0.387315 , 0.336714 , 0.140107 , 0.222534 , 0.360285 , 0.363274 , 0.474102 , 0.332047 , 0.454336 , 0.347218 , 0.266616 , 0.437295 , 0.271608 , 0.29913 , 0.337145 , 0.381254 , 0.312874 , 0.196965 , 0.356542 , 0.427765 , 0.214694 , 0.28285 , 0.472484 , 0.148837 , 0.073915 , 0.338376 , 0.274898 , 0.317172 , 0.299477 , 0.19678 , 0.2056 , 0.287422 , 0.258848 , 0.257852 , 0.265905 , 0.263482 , 0.347106 , 0.131092 , 0.375043 , 0.36258 , 0.208521 , 0.354605 , 0.298716 , 0.41697 , 0.350626 , 0.404731 , 0.298576 , 0.13281 , 0.274635 , 0.09264 , 0.302599 , 0.273398 , 0.27008 , 0.226043 , 0.248406 , 0.437782 , 0.458885 , 0.404373 , 0.384998 , 0.344151 , 0.272744 , 0.347179 , 0.100564 , 0.339714 , 0.300607 , 0.350727 
 1001 , 0.394957 , 0.411066 , 0.361669 , 0.278 , 0.236096 , 0.345403 , 0.415459 , 0.284799 , 0.289639 , 0.358452 , 0.220551 , 0.192294 , 0.366515 , 0.337704 , 0.386122 , 0.33635 , 0.140497 , 0.222571 , 0.363275 , 0.362956 , 0.474077 , 0.331689 , 0.455909 , 0.346646 , 0.265886 , 0.439128 , 0.271599 , 0.299481 , 0.337553 , 0.380481 , 0.313918 , 0.197 , 0.357221 , 0.427478 , 0.214391 , 0.282404 , 0.472874 , 0.148526 , 0.073754 , 0.337642 , 0.274912 , 0.31657 , 0.298407 , 0.196821 , 0.204671 , 0.288055 , 0.258539 , 0.257487 , 0.265797 , 0.263144 , 0.346925 , 0.130722 , 0.37577 , 0.363454 , 0.207676 , 0.354222 , 0.299207 , 0.417826 , 0.350585 , 0.404632 , 0.299476 , 0.131958 , 0.273972 , 0.09251 , 0.301938 , 0.273289 , 0.27015 , 0.226057 , 0.247768 , 0.438025 , 0.458544 , 0.404727 , 0.384387 , 0.345084 , 0.273205 , 0.34706 , 0.100316 , 0.33945 , 0.300679 , 0.350367 
 1002 , 0.393505 , 0.412069 , 0.362501 , 0.277808 , 0.23696 , 0.345341 , 0.4159 , 0.285554 , 0.290102 , 0.358284 , 0.220963 , 0.192778 , 0.367065 , 0.338444 , 0.385338 , 0.336207 , 0.140615 , 0.222266 , 0.36612 , 0.362932 , 0.474171 , 0.331419 , 0.457525 , 0.346482 , 0.265351 , 0.440533 , 0.271526 , 0.299666 , 0.338198 , 0.379784 , 0.315098 , 0.197035 , 0.357943 , 0.427227 , 0.214368 , 0.281835 , 0.473226 , 0.148261 , 0.073479 , 0.337264 , 0.274927 , 0.31639 , 0.297485 , 0.197119 , 0.203758 , 0.288642 , 0.258158 , 0.257174 , 0.266 , 0.262717 , 0.347097 , 0.130581 , 0.376786 , 0.364196 , 0.207175 , 0.354212 , 0.299688 , 0.41863 , 0.350772 , 0.404479 , 0.299985 , 0.131224 , 0.273171 , 0.092401 , 0.301663 , 0.27335 , 0.270301 , 0.226098 , 0.247123 , 0.438559 , 0.458532 , 0.404826 , 0.383923 , 0.345962 , 0.273557 , 0.347304 , 0.099913 , 0.339311 , 0.300678 , 0.350358 
 1003 , 0.392057 , 0.411827 , 0.364412 , 0.278996 , 0.2372 , 0.345453 , 0.416237 , 0.285676 , 0.29013 , 0.357946 , 0.221399 , 0.193771 , 0.367559 , 0.340121 , 0.385261 , 0.336416 , 0.140191 , 0.221505 , 0.368157 , 0.36358 , 0.4745 , 0.33143 , 0.458973 , 0.346985 , 0.265191 , 0.440908 , 0.271328 , 0.299409 , 0.339227 , 0.379336 , 0.316177 , 0.197024 , 0.358538 , 0.427203 , 0.214786 , 0.280891 , 0.473315 , 0.147988 , 0.07303 , 0.337539 , 0.274788 , 0.317032 , 0.296888 , 0.197745 , 0.202976 , 0.288973 , 0.257712 , 0.256991 , 0.266516 , 0.262223 , 0.347807 , 0.130773 , 0.378207 , 0.364446 , 0.207202 , 0.354916 , 0.300007 , 0.41902 , 0.351361 , 0.404303 , 0.299632 , 0.130684 , 0.272177 , 0.092313 , 0.302064 , 0.273737 , 0.270501 , 0.2262 , 0.246478 , 0.439376 , 0.459191 , 0.404605 , 0.383696 , 0.346499 , 0.273642 , 0.348019 , 0.099199 , 0.339383 , 0.300493 , 0.350942 
 1004 , 0.392372 , 0.411665 , 0.364573 , 0.279371 , 0.236499 , 0.344118 , 0.415561 , 0.284317 , 0.289666 , 0.35776 , 0.221208 , 0.194275 , 0.367306 , 0.340234 , 0.384783 , 0.336394 , 0.13947 , 0.221465 , 0.368128 , 0.364864 , 0.47497 , 0.332085 , 0.459539 , 0.347097 , 0.26498 , 0.440381 , 0.271133 , 0.298451 , 0.340256 , 0.379272 , 0.315889 , 0.196745 , 0.358258 , 0.427884 , 0.214808 , 0.278969 , 0.4725 , 0.147239 , 0.07265 , 0.33778 , 0.273832 , 0.317917 , 0.296328 , 0.197751 , 0.202502 , 0.288587 , 0.257412 , 0.256809 , 0.265868 , 0.26209 , 0.348025 , 0.130534 , 0.379205 , 0.363567 , 0.206581 , 0.355743 , 0.299659 , 0.418025 , 0.35192 , 0.404562 , 0.298697 , 0.129818 , 0.271323 , 0.092077 , 0.302336 , 0.274274 , 0.270267 , 0.226455 , 0.245704 , 0.439151 , 0.460288 , 0.40507 , 0.383067 , 0.345979 , 0.273514 , 0.347835 , 0.098196 , 0.339418 , 0.300033 , 0.3513 
 1005 , 0.392785 , 0.411551 , 0.364738 , 0.279699 , 0.235808 , 0.342804 , 0.414892 , 0.282834 , 0.289108 , 0.357592 , 0.220936 , 0.194711 , 0.36709 , 0.340228 , 0.384376 , 0.336379 , 0.138651 , 0.221366 , 0.367934 , 0.366034 , 0.475421 , 0.332652 , 0.46004 , 0.347218 , 0.264782 , 0.439793 , 0.270883 , 0.297527 , 0.341262 , 0.379141 , 0.315534 , 0.196415 , 0.357928 , 0.42858 , 0.214773 , 0.276967 , 0.471672 , 0.146462 , 0.072256 , 0.338038 , 0.272844 , 0.318719 , 0.295717 , 0.197661 , 0.201968 , 0.288175 , 0.257128 , 0.256653 , 0.265095 , 0.261927 , 0.348223 , 0.130254 , 0.380169 , 0.362643 , 0.205946 , 0.356581 , 0.299259 , 0.416887 , 0.352464 , 0.404847 , 0.297756 , 0.128936 , 0.270492 , 0.091861 , 0.302572 , 0.274738 , 0.270028 , 0.226685 , 0.244921 , 0.438788 , 0.461471 , 0.405506 , 0.382376 , 0.345452 , 0.273392 , 0.347625 , 0.097135 , 0.33944 , 0.299466 , 0.351626 
 1006 , 0.394164 , 0.412065 , 0.364948 , 0.279229 , 0.235654 , 0.342387 , 0.414648 , 0.280604 , 0.287681 , 0.357821 , 0.219774 , 0.193994 , 0.367476 , 0.33869 , 0.385066 , 0.336568 , 0.13714 , 0.220548 , 0.365856 , 0.365199 , 0.47544 , 0.331802 , 0.459493 , 0.347376 , 0.264897 , 0.438735 , 0.270042 , 0.297498 , 0.341485 , 0.378195 , 0.314625 , 0.195676 , 0.357075 , 0.429042 , 0.213989 , 0.274997 , 0.471124 , 0.145709 , 0.071866 , 0.338289 , 0.271885 , 0.317955 , 0.294769 , 0.196483 , 0.201071 , 0.287637 , 0.257252 , 0.256846 , 0.263299 , 0.261517 , 0.348072 , 0.129573 , 0.380221 , 0.36163 , 0.205403 , 0.357109 , 0.29845 , 0.414632 , 0.352487 , 0.405311 , 0.297292 , 0.128303 , 0.27046 , 0.092061 , 0.302286 , 0.274029 , 0.269947 , 0.226489 , 0.244385 , 0.436904 , 0.462973 , 0.405344 , 0.381329 , 0.345188 , 0.273416 , 0.347175 , 0.096009 , 0.33928 , 0.297999 , 0.351296 
 1007 , 0.394469 , 0.411793 , 0.364532 , 0.278596 , 0.235134 , 0.342792 , 0.41377 , 0.279657 , 0.285494 , 0.357844 , 0.218188 , 0.193466 , 0.367159 , 0.337638 , 0.385232 , 0.337227 , 0.134913 , 0.219149 , 0.363782 , 0.363921 , 0.473984 , 0.329395 , 0.458793 , 0.348035 , 0.264894 , 0.437931 , 0.269282 , 0.297886 , 0.34122 , 0.376923 , 0.313682 , 0.194949 , 0.356356 , 0.428383 , 0.212934 , 0.274003 , 0.470562 , 0.145288 , 0.071317 , 0.338188 , 0.271975 , 0.316393 , 0.294326 , 0.195799 , 0.199465 , 0.2861 , 0.256696 , 0.256429 , 0.261961 , 0.260634 , 0.347386 , 0.128814 , 0.379695 , 0.360494 , 0.205119 , 0.356783 , 0.297669 , 0.413048 , 0.351496 , 0.404239 , 0.296292 , 0.127737 , 0.270009 , 0.092206 , 0.301735 , 0.272559 , 0.270115 , 0.226275 , 0.243821 , 0.435748 , 0.463214 , 0.403423 , 0.380134 , 0.344242 , 0.272792 , 0.347724 , 0.094828 , 0.338449 , 0.296675 , 0.350579 
 1008 , 0.394605 , 0.411382 , 0.363997 , 0.27791 , 0.234542 , 0.343347 , 0.412751 , 0.27888 , 0.283107 , 0.357825 , 0.216468 , 0.192953 , 0.366718 , 0.33662 , 0.385313 , 0.337994 , 0.132497 , 0.217609 , 0.361626 , 0.362524 , 0.472237 , 0.326652 , 0.458041 , 0.348804 , 0.264861 , 0.437136 , 0.268507 , 0.298361 , 0.34087 , 0.37555 , 0.312695 , 0.194194 , 0.355631 , 0.427517 , 0.211792 , 0.273117 , 0.469976 , 0.144903 , 0.070723 , 0.338022 , 0.272247 , 0.314645 , 0.293951 , 0.195169 , 0.197679 , 0.284354 , 0.256007 , 0.255896 , 0.260645 , 0.259636 , 0.346583 , 0.128004 , 0.379046 , 0.359299 , 0.204866 , 0.356301 , 0.296865 , 0.41151 , 0.350306 , 0.402883 , 0.29517 , 0.127156 , 0.269477 , 0.092349 , 0.30112 , 0.270901 , 0.27033 , 0.226059 , 0.24323 , 0.434659 , 0.463255 , 0.401148 , 0.378863 , 0.343147 , 0.272042 , 0.348461 , 0.093595 , 0.337479 , 0.295319 , 0.349769 
 1009 , 0.393921 , 0.410485 , 0.362439 , 0.276195 , 0.232673 , 0.342987 , 0.412429 , 0.277935 , 0.282006 , 0.355695 , 0.214386 , 0.190178 , 0.363737 , 0.336276 , 0.384283 , 0.336867 , 0.130661 , 0.217446 , 0.360075 , 0.361776 , 0.470168 , 0.323645 , 0.456796 , 0.347814 , 0.264105 , 0.436775 , 0.267927 , 0.297586 , 0.339733 , 0.374728 , 0.312156 , 0.192956 , 0.354651 , 0.426585 , 0.210382 , 0.272848 , 0.469223 , 0.143894 , 0.069133 , 0.336464 , 0.272622 , 0.312935 , 0.29324 , 0.19416 , 0.195889 , 0.282227 , 0.254666 , 0.254876 , 0.259471 , 0.258742 , 0.345566 , 0.127032 , 0.377766 , 0.357805 , 0.203329 , 0.354679 , 0.295902 , 0.409176 , 0.349123 , 0.401084 , 0.293273 , 0.126513 , 0.268584 , 0.091043 , 0.300188 , 0.269319 , 0.269512 , 0.225195 , 0.241587 , 0.434041 , 0.461662 , 0.398792 , 0.37797 , 0.341435 , 0.270446 , 0.348394 , 0.092225 , 0.336381 , 0.29446 , 0.348515 
 1010 , 0.393771 , 0.409596 , 0.361214 , 0.274598 , 0.231093 , 0.343041 , 0.4137 , 0.277061 , 0.281657 , 0.353934 , 0.212932 , 0.187473 , 0.361667 , 0.336441 , 0.384403 , 0.335933 , 0.129607 , 0.218058 , 0.359635 , 0.361651 , 0.469462 , 0.322007 , 0.455818 , 0.345925 , 0.263053 , 0.436198 , 0.267284 , 0.296516 , 0.338799 , 0.37499 , 0.311982 , 0.191566 , 0.354205 , 0.426642 , 0.209358 , 0.272753 , 0.468799 , 0.142731 , 0.067427 , 0.33506 , 0.272543 , 0.311987 , 0.292555 , 0.193102 , 0.19477 , 0.28116 , 0.253713 , 0.254144 , 0.258977 , 0.257983 , 0.345632 , 0.126475 , 0.377432 , 0.357049 , 0.201906 , 0.35394 , 0.29456 , 0.406801 , 0.349272 , 0.400604 , 0.29224 , 0.126122 , 0.268312 , 0.089588 , 0.299681 , 0.268284 , 0.2685 , 0.224272 , 0.240069 , 0.433613 , 0.460961 , 0.397958 , 0.378117 , 0.340821 , 0.268743 , 0.347996 , 0.090875 , 0.336794 , 0.294389 , 0.347946 
 1011 , 0.394204 , 0.408794 , 0.360432 , 0.27327 , 0.22996 , 0.343599 , 0.416089 , 0.276244 , 0.281606 , 0.352844 , 0.211991 , 0.185193 , 0.360765 , 0.336869 , 0.385652 , 0.335506 , 0.128999 , 0.218987 , 0.359917 , 0.361861 , 0.46984 , 0.321426 , 0.455117 , 0.343666 , 0.261903 , 0.435348 , 0.266534 , 0.295459 , 0.338143 , 0.375975 , 0.311982 , 0.190123 , 0.354201 , 0.427477 , 0.208662 , 0.272655 , 0.468643 , 0.141562 , 0.065787 , 0.334028 , 0.272095 , 0.311572 , 0.291936 , 0.192061 , 0.194133 , 0.280952 , 0.253163 , 0.253706 , 0.258962 , 0.257278 , 0.346579 , 0.126252 , 0.377941 , 0.356898 , 0.200791 , 0.354096 , 0.292928 , 0.404496 , 0.35044 , 0.401216 , 0.291992 , 0.125919 , 0.268567 , 0.088276 , 0.299547 , 0.267636 , 0.267531 , 0.223407 , 0.238828 , 0.433221 , 0.461265 , 0.398292 , 0.378983 , 0.341167 , 0.267088 , 0.34751 , 0.089533 , 0.338409 , 0.294817 , 0.347986 
 1012 , 0.393956 , 0.407814 , 0.359525 , 0.271929 , 0.229006 , 0.344146 , 0.417223 , 0.27649 , 0.281949 , 0.352771 , 0.212249 , 0.18445 , 0.36118 , 0.336625 , 0.386369 , 0.335064 , 0.129519 , 0.21962 , 0.360342 , 0.362408 , 0.470365 , 0.321773 , 0.454914 , 0.341874 , 0.26116 , 0.434418 , 0.265881 , 0.294452 , 0.337797 , 0.37696 , 0.311664 , 0.189144 , 0.354471 , 0.428126 , 0.208023 , 0.272291 , 0.468216 , 0.14055 , 0.064318 , 0.33382 , 0.271635 , 0.31207 , 0.292141 , 0.190977 , 0.193931 , 0.281233 , 0.253067 , 0.253489 , 0.259416 , 0.256378 , 0.3473 , 0.125987 , 0.378721 , 0.357042 , 0.199902 , 0.354593 , 0.291541 , 0.40362 , 0.351566 , 0.401593 , 0.291919 , 0.125281 , 0.268641 , 0.08684 , 0.299484 , 0.267425 , 0.267058 , 0.222519 , 0.237827 , 0.433308 , 0.461973 , 0.398855 , 0.380043 , 0.341791 , 0.266248 , 0.346401 , 0.088351 , 0.340041 , 0.295196 , 0.348422 
 1013 , 0.392526 , 0.406689 , 0.358531 , 0.270684 , 0.228147 , 0.344168 , 0.41645 , 0.277307 , 0.282716 , 0.353211 , 0.213567 , 0.185053 , 0.362298 , 0.335871 , 0.385659 , 0.333968 , 0.13113 , 0.219672 , 0.36044 , 0.362577 , 0.470551 , 0.322838 , 0.454725 , 0.340623 , 0.260807 , 0.433578 , 0.265415 , 0.293417 , 0.337546 , 0.377396 , 0.310991 , 0.188447 , 0.354647 , 0.427913 , 0.207307 , 0.271458 , 0.467368 , 0.139572 , 0.062922 , 0.334302 , 0.271052 , 0.313389 , 0.292938 , 0.189855 , 0.194007 , 0.281514 , 0.253183 , 0.253361 , 0.259967 , 0.255175 , 0.347206 , 0.12542 , 0.379149 , 0.357184 , 0.199043 , 0.35493 , 0.290807 , 0.404196 , 0.351992 , 0.400913 , 0.291541 , 0.124085 , 0.26808 , 0.085114 , 0.299215 , 0.267474 , 0.26704 , 0.221297 , 0.236728 , 0.433934 , 0.462426 , 0.399115 , 0.380707 , 0.342237 , 0.266322 , 0.344407 , 0.087273 , 0.340985 , 0.295064 , 0.348765 
 1014 , 0.389835 , 0.405638 , 0.357583 , 0.26963 , 0.226928 , 0.342887 , 0.414236 , 0.276619 , 0.283491 , 0.352096 , 0.214268 , 0.184776 , 0.361534 , 0.335648 , 0.382679 , 0.331157 , 0.132442 , 0.219082 , 0.359241 , 0.360794 , 0.469447 , 0.323144 , 0.453165 , 0.339398 , 0.260337 , 0.433122 , 0.265128 , 0.292144 , 0.336666 , 0.376358 , 0.310268 , 0.187169 , 0.353782 , 0.425955 , 0.206172 , 0.270081 , 0.466125 , 0.13819 , 0.061149 , 0.334273 , 0.270131 , 0.314352 , 0.292968 , 0.188671 , 0.193551 , 0.280419 , 0.252558 , 0.252875 , 0.259436 , 0.253665 , 0.34563 , 0.124145 , 0.377894 , 0.356526 , 0.197597 , 0.353871 , 0.291053 , 0.404531 , 0.350722 , 0.398048 , 0.289846 , 0.122615 , 0.266347 , 0.082878 , 0.298187 , 0.266976 , 0.266786 , 0.219193 , 0.234634 , 0.434607 , 0.461083 , 0.397904 , 0.379813 , 0.341446 , 0.266475 , 0.341752 , 0.085939 , 0.340138 , 0.293741 , 0.347717 
 1015 , 0.387204 , 0.405001 , 0.356365 , 0.268631 , 0.225846 , 0.341377 , 0.411992 , 0.275816 , 0.283814 , 0.351015 , 0.214672 , 0.184434 , 0.360748 , 0.335381 , 0.379518 , 0.328896 , 0.133134 , 0.218376 , 0.358356 , 0.358868 , 0.468265 , 0.323379 , 0.451496 , 0.338251 , 0.25961 , 0.432754 , 0.264838 , 0.290911 , 0.335693 , 0.37518 , 0.309553 , 0.18573 , 0.352789 , 0.423966 , 0.205023 , 0.268575 , 0.464616 , 0.136882 , 0.059543 , 0.33403 , 0.269042 , 0.314848 , 0.292651 , 0.187432 , 0.192938 , 0.27927 , 0.251818 , 0.252424 , 0.258753 , 0.251935 , 0.344041 , 0.122778 , 0.376415 , 0.355781 , 0.196358 , 0.352895 , 0.291161 , 0.404885 , 0.349374 , 0.39528 , 0.288358 , 0.121299 , 0.264593 , 0.080977 , 0.297101 , 0.266206 , 0.266506 , 0.217236 , 0.232603 , 0.435245 , 0.459639 , 0.396837 , 0.378767 , 0.340448 , 0.26644 , 0.339358 , 0.084609 , 0.339046 , 0.292351 , 0.346488 
 1016 , 0.385226 , 0.406188 , 0.354238 , 0.268031 , 0.225485 , 0.339179 , 0.409972 , 0.274667 , 0.282246 , 0.350232 , 0.213794 , 0.183877 , 0.35998 , 0.335001 , 0.37606 , 0.329192 , 0.131194 , 0.217329 , 0.358882 , 0.356629 , 0.466944 , 0.323305 , 0.449627 , 0.337592 , 0.257988 , 0.43281 , 0.264641 , 0.290058 , 0.334507 , 0.373641 , 0.309023 , 0.183877 , 0.351424 , 0.422157 , 0.204001 , 0.266749 , 0.46225 , 0.136066 , 0.058825 , 0.332987 , 0.267426 , 0.313367 , 0.291007 , 0.186163 , 0.191772 , 0.278057 , 0.250742 , 0.252195 , 0.257577 , 0.24956 , 0.342669 , 0.12124 , 0.374268 , 0.354831 , 0.196167 , 0.352379 , 0.290674 , 0.405239 , 0.347901 , 0.393304 , 0.287961 , 0.120785 , 0.263015 , 0.080714 , 0.295962 , 0.264458 , 0.266178 , 0.216119 , 0.231122 , 0.435645 , 0.458005 , 0.396517 , 0.377242 , 0.338785 , 0.265689 , 0.338419 , 0.083488 , 0.337132 , 0.290913 , 0.3447 
 1017 , 0.384128 , 0.407324 , 0.35328 , 0.267622 , 0.225766 , 0.338007 , 0.410154 , 0.275262 , 0.281817 , 0.350928 , 0.213417 , 0.183432 , 0.361354 , 0.334043 , 0.375982 , 0.330484 , 0.12941 , 0.216375 , 0.36122 , 0.356516 , 0.4666 , 0.322589 , 0.449753 , 0.337534 , 0.257297 , 0.434129 , 0.264097 , 0.290007 , 0.334343 , 0.373096 , 0.308066 , 0.183626 , 0.350122 , 0.422219 , 0.203609 , 0.266327 , 0.463103 , 0.135799 , 0.058425 , 0.333003 , 0.266126 , 0.312397 , 0.290329 , 0.185361 , 0.191038 , 0.278809 , 0.250453 , 0.252632 , 0.25728 , 0.248946 , 0.342477 , 0.120509 , 0.372646 , 0.356066 , 0.196498 , 0.352613 , 0.289701 , 0.407363 , 0.348449 , 0.393457 , 0.28944 , 0.120531 , 0.263697 , 0.081027 , 0.296618 , 0.263385 , 0.266043 , 0.216325 , 0.230398 , 0.436147 , 0.458254 , 0.397472 , 0.377133 , 0.338846 , 0.266043 , 0.338235 , 0.082645 , 0.337128 , 0.29009 , 0.344646 
