  time  ,52:23 PM,52:38 PM,52:47 PM,52:54 PM,53:00 PM,53:19 PM,53:27 PM,53:35 PM,53:42 PM,53:50 PM,54:21 PM,54:29 PM,54:38 PM,54:46 PM,54:54 PM,55:16 PM,55:26 PM,55:33 PM,55:43 PM,55:51 PM,56:58 PM,57:05 PM,57:12 PM,57:20 PM,57:27 PM,57:44 PM,57:51 PM,58:00 PM,58:09 PM,58:17 PM,58:47 PM,58:56 PM,59:04 PM,59:11 PM,59:18 PM,59:37 PM,59:45 PM,59:53 PM,00:01 PM,00:09 PM,00:56 PM,01:03 PM,01:10 PM,01:17 PM,01:23 PM,01:40 PM,01:50 PM,01:57 PM,02:06 PM,02:13 PM,02:51 PM,02:58 PM,03:06 PM,03:16 PM,03:23 PM,03:48 PM,04:00 PM,04:13 PM,04:23 PM,04:34 PM,05:19 PM,05:27 PM,05:34 PM,05:41 PM,05:50 PM,06:15 PM,06:22 PM,06:29 PM,06:39 PM,06:47 PM,07:17 PM,07:24 PM,07:31 PM,07:39 PM,07:48 PM,08:10 PM,08:18 PM,08:27 PM,08:35 PM,08:43 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 634 , 0.154536 , 0.146311 , 0.163704 , 0.139017 , 0.141629 , 0.140865 , 0.098323 , 0.105488 , 0.100387 , 0.106567 , 0.094855 , 0.074228 , 0.064949 , 0.08305 , 0.10059 , 0.06376 , 0.060057 , 0.066717 , 0.066434 , 0.082613 , 0.106567 , 0.13049 , 0.108858 , 0.124828 , 0.109376 , 0.126645 , 0.102291 , 0.089833 , 0.085995 , 0.094885 , 0.078725 , 0.081627 , 0.074234 , 0.069866 , 0.084935 , 0.081719 , 0.142473 , 0.094091 , 0.069077 , 0.077573 , 0.124698 , 0.122751 , 0.131666 , 0.132061 , 0.121371 , 0.110232 , 0.105063 , 0.118316 , 0.096136 , 0.110781 , 0.071739 , 0.077425 , 0.099173 , 0.075657 , 0.085742 , 0.074462 , 0.08159 , 0.075275 , 0.073611 , 0.071862 , 0.07854 , 0.085983 , 0.117237 , 0.107275 , 0.083334 , 0.078355 , 0.074104 , 0.077277 , 0.084806 , 0.087572 , 0.101157 , 0.078836 , 0.080888 , 0.087529 , 0.072084 , 0.076908 , 0.074591 , 0.072047 , 0.070118 , 0.069274 
 635 , 0.154979 , 0.146856 , 0.164169 , 0.139436 , 0.142064 , 0.141194 , 0.098543 , 0.10568 , 0.100659 , 0.106845 , 0.0952 , 0.074316 , 0.065114 , 0.083272 , 0.100795 , 0.063886 , 0.060142 , 0.066853 , 0.0666 , 0.082877 , 0.106685 , 0.130752 , 0.109023 , 0.125102 , 0.109639 , 0.126989 , 0.102565 , 0.090019 , 0.086177 , 0.095077 , 0.078936 , 0.081847 , 0.07439 , 0.070036 , 0.085172 , 0.081921 , 0.142946 , 0.094331 , 0.069252 , 0.077752 , 0.12509 , 0.123091 , 0.131954 , 0.132417 , 0.121611 , 0.110608 , 0.105451 , 0.118644 , 0.096385 , 0.111132 , 0.071972 , 0.077634 , 0.099549 , 0.07584 , 0.086004 , 0.074655 , 0.081866 , 0.075463 , 0.073829 , 0.072046 , 0.078597 , 0.086121 , 0.117479 , 0.107518 , 0.083401 , 0.078535 , 0.074291 , 0.077449 , 0.084993 , 0.087787 , 0.101627 , 0.079022 , 0.081101 , 0.08783 , 0.072318 , 0.077258 , 0.074791 , 0.07225 , 0.070282 , 0.069505 
 636 , 0.155416 , 0.147394 , 0.16463 , 0.139853 , 0.142496 , 0.141521 , 0.098754 , 0.105869 , 0.100934 , 0.107122 , 0.095543 , 0.07441 , 0.06527 , 0.083501 , 0.100996 , 0.06401 , 0.060225 , 0.066987 , 0.066758 , 0.083142 , 0.106807 , 0.131016 , 0.109185 , 0.125377 , 0.109901 , 0.127329 , 0.102836 , 0.090207 , 0.086354 , 0.095271 , 0.079141 , 0.082068 , 0.07454 , 0.070204 , 0.085403 , 0.082123 , 0.14341 , 0.094573 , 0.069433 , 0.07793 , 0.125482 , 0.123438 , 0.132239 , 0.132764 , 0.121851 , 0.110988 , 0.105844 , 0.118973 , 0.09663 , 0.111489 , 0.072212 , 0.077838 , 0.099928 , 0.076016 , 0.086261 , 0.074842 , 0.082142 , 0.075651 , 0.074052 , 0.072236 , 0.078653 , 0.086273 , 0.117726 , 0.107758 , 0.08347 , 0.078714 , 0.074478 , 0.077621 , 0.08518 , 0.088003 , 0.102089 , 0.079202 , 0.081314 , 0.088132 , 0.072551 , 0.077603 , 0.074991 , 0.072446 , 0.070445 , 0.069735 
 637 , 0.155853 , 0.147932 , 0.165091 , 0.140271 , 0.142936 , 0.141847 , 0.098972 , 0.106058 , 0.10121 , 0.107394 , 0.095892 , 0.074504 , 0.065433 , 0.083723 , 0.101198 , 0.064134 , 0.060307 , 0.067121 , 0.066917 , 0.083414 , 0.106924 , 0.13128 , 0.109347 , 0.125647 , 0.110157 , 0.127669 , 0.103115 , 0.090395 , 0.086537 , 0.095472 , 0.079352 , 0.082295 , 0.074696 , 0.070373 , 0.085634 , 0.08232 , 0.143876 , 0.094823 , 0.069607 , 0.078109 , 0.125876 , 0.12378 , 0.132529 , 0.133117 , 0.122091 , 0.111363 , 0.106237 , 0.119303 , 0.096876 , 0.111846 , 0.072445 , 0.078041 , 0.100301 , 0.076198 , 0.086524 , 0.075036 , 0.082425 , 0.07584 , 0.074269 , 0.072426 , 0.078709 , 0.086419 , 0.117967 , 0.107999 , 0.083532 , 0.078894 , 0.074659 , 0.077794 , 0.085368 , 0.088219 , 0.102558 , 0.079389 , 0.081528 , 0.088435 , 0.072785 , 0.077948 , 0.07519 , 0.072643 , 0.070608 , 0.069971 
 638 , 0.156272 , 0.148305 , 0.165615 , 0.140629 , 0.143268 , 0.142153 , 0.099039 , 0.10609 , 0.101332 , 0.107638 , 0.096115 , 0.074735 , 0.065739 , 0.083947 , 0.101462 , 0.064252 , 0.060386 , 0.067201 , 0.067065 , 0.083619 , 0.106926 , 0.131379 , 0.109522 , 0.125785 , 0.110296 , 0.127817 , 0.103221 , 0.090477 , 0.086593 , 0.095508 , 0.079499 , 0.082405 , 0.074803 , 0.070454 , 0.085862 , 0.082529 , 0.14429 , 0.094944 , 0.069723 , 0.078248 , 0.126194 , 0.124031 , 0.13268 , 0.133386 , 0.122253 , 0.111597 , 0.106511 , 0.119521 , 0.09702 , 0.112223 , 0.072647 , 0.07826 , 0.100619 , 0.076457 , 0.086717 , 0.075199 , 0.082646 , 0.075986 , 0.074382 , 0.072579 , 0.078576 , 0.086512 , 0.118121 , 0.108227 , 0.083477 , 0.078991 , 0.074735 , 0.077913 , 0.08536 , 0.088303 , 0.103029 , 0.07958 , 0.081754 , 0.088805 , 0.072988 , 0.078248 , 0.075398 , 0.07282 , 0.070782 , 0.070169 
 639 , 0.156693 , 0.148699 , 0.16614 , 0.140984 , 0.143597 , 0.142461 , 0.099108 , 0.106128 , 0.101454 , 0.10789 , 0.09634 , 0.074964 , 0.066045 , 0.084181 , 0.10174 , 0.064382 , 0.060465 , 0.06728 , 0.067218 , 0.083827 , 0.106941 , 0.131469 , 0.109696 , 0.125914 , 0.110429 , 0.127969 , 0.103322 , 0.090555 , 0.086651 , 0.095545 , 0.079644 , 0.082511 , 0.074908 , 0.070539 , 0.086099 , 0.082735 , 0.144721 , 0.095067 , 0.069844 , 0.07839 , 0.12651 , 0.124288 , 0.132822 , 0.133648 , 0.12242 , 0.111832 , 0.106779 , 0.119726 , 0.097165 , 0.112601 , 0.072841 , 0.078471 , 0.100933 , 0.07672 , 0.086906 , 0.075367 , 0.082871 , 0.076137 , 0.074499 , 0.07273 , 0.078434 , 0.086595 , 0.118268 , 0.108461 , 0.083417 , 0.079091 , 0.074809 , 0.07803 , 0.08536 , 0.088395 , 0.103496 , 0.079774 , 0.08199 , 0.089183 , 0.073201 , 0.078545 , 0.075609 , 0.073003 , 0.070955 , 0.070371 
 640 , 0.157115 , 0.149088 , 0.166666 , 0.14134 , 0.143933 , 0.142764 , 0.099182 , 0.106165 , 0.101576 , 0.108142 , 0.096565 , 0.075194 , 0.066358 , 0.084415 , 0.102012 , 0.064505 , 0.06055 , 0.067365 , 0.067365 , 0.084035 , 0.106949 , 0.131559 , 0.109865 , 0.12605 , 0.110561 , 0.128114 , 0.103429 , 0.090626 , 0.086703 , 0.095582 , 0.079795 , 0.082618 , 0.075013 , 0.070623 , 0.086336 , 0.082941 , 0.145145 , 0.095184 , 0.069964 , 0.078526 , 0.126827 , 0.124539 , 0.132964 , 0.13391 , 0.122587 , 0.11206 , 0.107048 , 0.119932 , 0.097305 , 0.11298 , 0.073042 , 0.078688 , 0.101247 , 0.076984 , 0.087095 , 0.075536 , 0.083103 , 0.076288 , 0.074609 , 0.072887 , 0.078296 , 0.086678 , 0.118421 , 0.10869 , 0.083358 , 0.079185 , 0.074883 , 0.078147 , 0.08536 , 0.088487 , 0.103964 , 0.079969 , 0.082226 , 0.089557 , 0.073415 , 0.078843 , 0.075822 , 0.073179 , 0.071133 , 0.070574 
 641 , 0.157448 , 0.149338 , 0.167067 , 0.141558 , 0.144295 , 0.142942 , 0.099224 , 0.1062 , 0.101599 , 0.108195 , 0.096706 , 0.075342 , 0.066528 , 0.084537 , 0.102154 , 0.064527 , 0.06058 , 0.067407 , 0.067469 , 0.084213 , 0.106836 , 0.131578 , 0.109959 , 0.126086 , 0.110557 , 0.128205 , 0.103469 , 0.090671 , 0.086738 , 0.095534 , 0.079862 , 0.082692 , 0.075055 , 0.070686 , 0.086563 , 0.083141 , 0.145473 , 0.095297 , 0.070006 , 0.078646 , 0.127058 , 0.124677 , 0.132968 , 0.134109 , 0.122657 , 0.112234 , 0.107241 , 0.12007 , 0.097391 , 0.113238 , 0.073204 , 0.078846 , 0.101537 , 0.077131 , 0.087243 , 0.075654 , 0.083284 , 0.076408 , 0.074706 , 0.073036 , 0.078017 , 0.086632 , 0.118487 , 0.108837 , 0.083203 , 0.079164 , 0.074868 , 0.07816 , 0.085316 , 0.088502 , 0.104398 , 0.080149 , 0.082424 , 0.089892 , 0.073609 , 0.079126 , 0.076022 , 0.073341 , 0.071278 , 0.070754 
 642 , 0.157754 , 0.149499 , 0.16742 , 0.141694 , 0.144666 , 0.143061 , 0.099233 , 0.106208 , 0.101568 , 0.10815 , 0.096792 , 0.075449 , 0.066626 , 0.084603 , 0.102249 , 0.06449 , 0.0606 , 0.067431 , 0.067537 , 0.084372 , 0.106632 , 0.131541 , 0.110011 , 0.126058 , 0.110473 , 0.128256 , 0.103479 , 0.090691 , 0.086757 , 0.09543 , 0.079876 , 0.082748 , 0.075049 , 0.070722 , 0.086763 , 0.083323 , 0.145734 , 0.095393 , 0.070004 , 0.078746 , 0.127226 , 0.124728 , 0.132896 , 0.134282 , 0.122674 , 0.112377 , 0.1074 , 0.12017 , 0.097447 , 0.113432 , 0.073338 , 0.078977 , 0.101806 , 0.07721 , 0.087381 , 0.075742 , 0.083435 , 0.076504 , 0.074799 , 0.073182 , 0.077659 , 0.086526 , 0.118484 , 0.108937 , 0.082992 , 0.07907 , 0.074799 , 0.078121 , 0.085252 , 0.08848 , 0.104803 , 0.080313 , 0.082592 , 0.090191 , 0.073788 , 0.079408 , 0.076211 , 0.073494 , 0.071409 , 0.070922 
 643 , 0.15806 , 0.14966 , 0.167773 , 0.141835 , 0.145044 , 0.143174 , 0.099248 , 0.106222 , 0.101537 , 0.108098 , 0.096871 , 0.075555 , 0.06673 , 0.084662 , 0.102338 , 0.064447 , 0.060619 , 0.067456 , 0.0676 , 0.084531 , 0.106434 , 0.131503 , 0.110056 , 0.126036 , 0.110381 , 0.128307 , 0.103482 , 0.090704 , 0.08677 , 0.095326 , 0.07989 , 0.082804 , 0.075036 , 0.070758 , 0.08697 , 0.083499 , 0.145995 , 0.095495 , 0.069995 , 0.078845 , 0.127393 , 0.124785 , 0.132822 , 0.134461 , 0.122684 , 0.112526 , 0.107554 , 0.120269 , 0.097503 , 0.113627 , 0.073473 , 0.079102 , 0.102075 , 0.077282 , 0.08752 , 0.075831 , 0.083586 , 0.076594 , 0.074892 , 0.073323 , 0.0773 , 0.086426 , 0.118474 , 0.109036 , 0.082773 , 0.07897 , 0.07473 , 0.078082 , 0.085187 , 0.088452 , 0.105215 , 0.080478 , 0.082761 , 0.090491 , 0.073967 , 0.07969 , 0.076406 , 0.073648 , 0.07154 , 0.071096 
 644 , 0.158365 , 0.149846 , 0.168131 , 0.142004 , 0.145395 , 0.143283 , 0.099229 , 0.106212 , 0.101523 , 0.108048 , 0.096959 , 0.075659 , 0.066865 , 0.084774 , 0.102463 , 0.064439 , 0.060647 , 0.067473 , 0.06768 , 0.084692 , 0.106224 , 0.131454 , 0.110117 , 0.126032 , 0.110317 , 0.128345 , 0.10346 , 0.09071 , 0.086773 , 0.095204 , 0.079897 , 0.082849 , 0.075033 , 0.070801 , 0.087174 , 0.083683 , 0.14626 , 0.09558 , 0.070012 , 0.078957 , 0.12758 , 0.124841 , 0.132746 , 0.134645 , 0.122691 , 0.112649 , 0.107716 , 0.120353 , 0.097555 , 0.113846 , 0.073628 , 0.079251 , 0.102338 , 0.077364 , 0.08767 , 0.075942 , 0.083752 , 0.076687 , 0.074982 , 0.073472 , 0.07697 , 0.086334 , 0.118479 , 0.10912 , 0.082542 , 0.078888 , 0.074688 , 0.078048 , 0.085118 , 0.088441 , 0.105629 , 0.080662 , 0.082943 , 0.090816 , 0.074155 , 0.079978 , 0.076606 , 0.073804 , 0.071673 , 0.071265 
 645 , 0.158653 , 0.150122 , 0.16849 , 0.142245 , 0.145687 , 0.143356 , 0.099164 , 0.106162 , 0.101545 , 0.108015 , 0.09706 , 0.075764 , 0.067045 , 0.08498 , 0.102632 , 0.064489 , 0.060701 , 0.067485 , 0.067805 , 0.084873 , 0.105986 , 0.13139 , 0.110201 , 0.126082 , 0.110308 , 0.128368 , 0.103367 , 0.090696 , 0.086732 , 0.095037 , 0.079879 , 0.082882 , 0.075042 , 0.070865 , 0.087379 , 0.083868 , 0.146535 , 0.095627 , 0.070086 , 0.0791 , 0.12779 , 0.124901 , 0.132652 , 0.134838 , 0.122683 , 0.112726 , 0.107883 , 0.120409 , 0.097594 , 0.114115 , 0.073836 , 0.079439 , 0.102575 , 0.077479 , 0.087813 , 0.076104 , 0.083943 , 0.07677 , 0.075073 , 0.073622 , 0.076707 , 0.086274 , 0.118493 , 0.109165 , 0.082285 , 0.078855 , 0.07469 , 0.078013 , 0.085024 , 0.088479 , 0.106074 , 0.080878 , 0.083139 , 0.091205 , 0.074376 , 0.080275 , 0.076832 , 0.073962 , 0.071801 , 0.071436 
 646 , 0.158936 , 0.150402 , 0.168842 , 0.142485 , 0.145984 , 0.143436 , 0.099098 , 0.106102 , 0.101565 , 0.107978 , 0.097172 , 0.075875 , 0.067234 , 0.085195 , 0.102798 , 0.06454 , 0.060745 , 0.067492 , 0.067932 , 0.085051 , 0.105744 , 0.131327 , 0.110288 , 0.126135 , 0.110294 , 0.128388 , 0.103277 , 0.090683 , 0.086693 , 0.094875 , 0.079858 , 0.082911 , 0.075056 , 0.070928 , 0.087587 , 0.08405 , 0.146809 , 0.095687 , 0.07016 , 0.079242 , 0.12801 , 0.124958 , 0.13256 , 0.135027 , 0.122667 , 0.112792 , 0.10806 , 0.120471 , 0.097625 , 0.114378 , 0.074043 , 0.079626 , 0.102817 , 0.077593 , 0.087964 , 0.076265 , 0.084144 , 0.07685 , 0.075163 , 0.073779 , 0.076441 , 0.086209 , 0.118513 , 0.109218 , 0.08203 , 0.07882 , 0.074691 , 0.077977 , 0.084925 , 0.088518 , 0.106518 , 0.081092 , 0.083339 , 0.091596 , 0.074603 , 0.080582 , 0.077064 , 0.074125 , 0.071935 , 0.071608 
 647 , 0.159223 , 0.150691 , 0.169204 , 0.142728 , 0.146284 , 0.143516 , 0.099032 , 0.10605 , 0.101585 , 0.107941 , 0.097291 , 0.075979 , 0.067417 , 0.085412 , 0.102966 , 0.064592 , 0.06079 , 0.067499 , 0.06806 , 0.085229 , 0.105501 , 0.131265 , 0.110375 , 0.126189 , 0.110287 , 0.128408 , 0.103193 , 0.090671 , 0.086648 , 0.094713 , 0.079838 , 0.08294 , 0.075065 , 0.070992 , 0.087796 , 0.084239 , 0.147091 , 0.09574 , 0.070235 , 0.079384 , 0.128225 , 0.125022 , 0.132469 , 0.135218 , 0.122658 , 0.112866 , 0.108231 , 0.120527 , 0.097657 , 0.11465 , 0.074258 , 0.079813 , 0.103055 , 0.077707 , 0.088111 , 0.076433 , 0.08434 , 0.076931 , 0.075254 , 0.073936 , 0.076175 , 0.086144 , 0.118534 , 0.109265 , 0.081774 , 0.078785 , 0.074687 , 0.07794 , 0.084826 , 0.088559 , 0.10697 , 0.081314 , 0.083539 , 0.091989 , 0.074825 , 0.080885 , 0.077297 , 0.07429 , 0.07207 , 0.071786 
 648 , 0.159507 , 0.150836 , 0.169626 , 0.142853 , 0.14655 , 0.143643 , 0.098933 , 0.106087 , 0.101429 , 0.107825 , 0.097315 , 0.07616 , 0.067546 , 0.085571 , 0.103161 , 0.064676 , 0.060758 , 0.067552 , 0.068115 , 0.085338 , 0.105278 , 0.13123 , 0.110392 , 0.126205 , 0.110234 , 0.128379 , 0.103161 , 0.090596 , 0.086557 , 0.094597 , 0.079801 , 0.082955 , 0.075061 , 0.071028 , 0.087948 , 0.084377 , 0.147391 , 0.095823 , 0.070194 , 0.079428 , 0.128373 , 0.125029 , 0.132393 , 0.135363 , 0.122647 , 0.112964 , 0.108413 , 0.120574 , 0.097713 , 0.114879 , 0.07434 , 0.079946 , 0.103287 , 0.077785 , 0.088182 , 0.07654 , 0.08451 , 0.076969 , 0.07537 , 0.074024 , 0.07592 , 0.08609 , 0.118513 , 0.109279 , 0.081615 , 0.078689 , 0.074625 , 0.078006 , 0.084743 , 0.088618 , 0.107377 , 0.081514 , 0.083694 , 0.09229 , 0.074947 , 0.081141 , 0.077507 , 0.074492 , 0.072223 , 0.071951 
 649 , 0.159801 , 0.150954 , 0.170053 , 0.142961 , 0.146834 , 0.143784 , 0.098835 , 0.106131 , 0.101258 , 0.107713 , 0.097335 , 0.076338 , 0.067668 , 0.085741 , 0.103366 , 0.064757 , 0.060726 , 0.067598 , 0.068162 , 0.085431 , 0.105049 , 0.131191 , 0.11039 , 0.126217 , 0.110181 , 0.128349 , 0.103131 , 0.090513 , 0.086469 , 0.094481 , 0.079768 , 0.082963 , 0.075047 , 0.071066 , 0.088102 , 0.08452 , 0.147676 , 0.095892 , 0.070155 , 0.07947 , 0.128514 , 0.125046 , 0.132324 , 0.135519 , 0.122635 , 0.113073 , 0.108593 , 0.120616 , 0.097784 , 0.115123 , 0.074408 , 0.080078 , 0.10353 , 0.077856 , 0.088254 , 0.076641 , 0.084678 , 0.077015 , 0.075483 , 0.074104 , 0.075667 , 0.086039 , 0.11849 , 0.109289 , 0.081451 , 0.07859 , 0.074566 , 0.078078 , 0.084659 , 0.088678 , 0.107789 , 0.081717 , 0.083856 , 0.092582 , 0.075072 , 0.081388 , 0.077717 , 0.074705 , 0.072382 , 0.072117 
 650 , 0.160091 , 0.151081 , 0.170482 , 0.143078 , 0.147114 , 0.143921 , 0.098725 , 0.106176 , 0.101082 , 0.107602 , 0.09735 , 0.076516 , 0.067797 , 0.085906 , 0.103565 , 0.064845 , 0.060688 , 0.067652 , 0.068209 , 0.085533 , 0.10482 , 0.131153 , 0.110383 , 0.126224 , 0.11013 , 0.128321 , 0.103097 , 0.090424 , 0.086382 , 0.094365 , 0.079729 , 0.082979 , 0.075033 , 0.071099 , 0.088257 , 0.084664 , 0.147957 , 0.095968 , 0.07011 , 0.079519 , 0.128657 , 0.125058 , 0.132249 , 0.135671 , 0.122625 , 0.113184 , 0.108774 , 0.12066 , 0.09785 , 0.115363 , 0.074482 , 0.080216 , 0.103774 , 0.077923 , 0.088333 , 0.076751 , 0.084848 , 0.077061 , 0.075604 , 0.074184 , 0.075407 , 0.085982 , 0.118468 , 0.109293 , 0.081287 , 0.078493 , 0.074501 , 0.078151 , 0.084569 , 0.088739 , 0.108203 , 0.081921 , 0.084025 , 0.092876 , 0.075198 , 0.081642 , 0.077929 , 0.074926 , 0.072543 , 0.07229 
 651 , 0.16039 , 0.151183 , 0.170859 , 0.143195 , 0.147364 , 0.144032 , 0.098735 , 0.106222 , 0.100981 , 0.10758 , 0.097371 , 0.076597 , 0.067905 , 0.086039 , 0.103697 , 0.064897 , 0.06069 , 0.067708 , 0.068273 , 0.085645 , 0.104623 , 0.131114 , 0.110353 , 0.126241 , 0.110099 , 0.128348 , 0.103075 , 0.090309 , 0.086305 , 0.094268 , 0.079725 , 0.082968 , 0.074998 , 0.071122 , 0.088431 , 0.084814 , 0.148246 , 0.096045 , 0.070081 , 0.079592 , 0.128798 , 0.125099 , 0.132224 , 0.135854 , 0.122618 , 0.113284 , 0.108957 , 0.120753 , 0.097891 , 0.1156 , 0.074592 , 0.080354 , 0.103913 , 0.077968 , 0.088386 , 0.076832 , 0.085011 , 0.077124 , 0.075677 , 0.0743 , 0.075151 , 0.085906 , 0.118449 , 0.109319 , 0.081128 , 0.078444 , 0.074465 , 0.078196 , 0.084491 , 0.088793 , 0.108595 , 0.082099 , 0.084161 , 0.093158 , 0.075341 , 0.081895 , 0.078101 , 0.075081 , 0.072651 , 0.07246 
 652 , 0.160689 , 0.151295 , 0.171239 , 0.143329 , 0.147598 , 0.144123 , 0.098822 , 0.106266 , 0.100956 , 0.107619 , 0.097399 , 0.076629 , 0.068003 , 0.086144 , 0.103789 , 0.064929 , 0.060711 , 0.067787 , 0.068352 , 0.085788 , 0.104469 , 0.131096 , 0.110325 , 0.126275 , 0.110103 , 0.128441 , 0.103071 , 0.090202 , 0.086258 , 0.094198 , 0.079741 , 0.082942 , 0.074945 , 0.071153 , 0.088634 , 0.084994 , 0.148582 , 0.096154 , 0.070061 , 0.079697 , 0.128955 , 0.125163 , 0.132245 , 0.136082 , 0.122629 , 0.113374 , 0.109163 , 0.120876 , 0.097914 , 0.115832 , 0.074748 , 0.080503 , 0.103986 , 0.078026 , 0.088437 , 0.076908 , 0.085178 , 0.077207 , 0.075746 , 0.074444 , 0.074895 , 0.085813 , 0.118443 , 0.109385 , 0.080967 , 0.078413 , 0.074463 , 0.078229 , 0.084435 , 0.088837 , 0.108985 , 0.082263 , 0.084283 , 0.093442 , 0.075498 , 0.082155 , 0.078255 , 0.075219 , 0.072729 , 0.07264 
 653 , 0.160989 , 0.151407 , 0.171621 , 0.143465 , 0.147833 , 0.144209 , 0.098903 , 0.106317 , 0.100932 , 0.107653 , 0.097428 , 0.07666 , 0.068102 , 0.086256 , 0.103882 , 0.064967 , 0.060738 , 0.06786 , 0.068439 , 0.085925 , 0.104314 , 0.131072 , 0.110298 , 0.126309 , 0.110101 , 0.128535 , 0.103074 , 0.09009 , 0.086205 , 0.094121 , 0.079757 , 0.082917 , 0.074893 , 0.071186 , 0.088844 , 0.085175 , 0.148921 , 0.096264 , 0.070041 , 0.079795 , 0.129113 , 0.125234 , 0.132261 , 0.136305 , 0.12264 , 0.113471 , 0.109363 , 0.121 , 0.09793 , 0.116072 , 0.074912 , 0.080654 , 0.104066 , 0.078085 , 0.088488 , 0.076991 , 0.085359 , 0.077284 , 0.075808 , 0.074587 , 0.074638 , 0.085722 , 0.118437 , 0.109459 , 0.080813 , 0.07839 , 0.074454 , 0.078263 , 0.084374 , 0.088888 , 0.109376 , 0.082428 , 0.084399 , 0.093727 , 0.075662 , 0.082421 , 0.078415 , 0.075351 , 0.072801 , 0.072826 
 654 , 0.161292 , 0.151565 , 0.172043 , 0.14363 , 0.148081 , 0.144336 , 0.098915 , 0.106348 , 0.100918 , 0.107696 , 0.097472 , 0.076733 , 0.068239 , 0.08639 , 0.104021 , 0.065009 , 0.060768 , 0.067934 , 0.068525 , 0.086066 , 0.104142 , 0.131042 , 0.11029 , 0.126343 , 0.110086 , 0.128613 , 0.103073 , 0.089964 , 0.086136 , 0.094039 , 0.079746 , 0.082868 , 0.074838 , 0.071227 , 0.089073 , 0.08536 , 0.14925 , 0.096321 , 0.070025 , 0.079899 , 0.12928 , 0.125319 , 0.132262 , 0.136522 , 0.122675 , 0.113557 , 0.109565 , 0.121117 , 0.097955 , 0.116285 , 0.075061 , 0.080815 , 0.104224 , 0.078132 , 0.088558 , 0.077057 , 0.085532 , 0.077362 , 0.075881 , 0.074756 , 0.074374 , 0.085621 , 0.118409 , 0.109533 , 0.080637 , 0.078367 , 0.07445 , 0.078297 , 0.084305 , 0.08894 , 0.109787 , 0.082607 , 0.084528 , 0.094039 , 0.075811 , 0.08269 , 0.078596 , 0.075518 , 0.072905 , 0.073001 
 655 , 0.161603 , 0.151835 , 0.172509 , 0.143861 , 0.148331 , 0.144541 , 0.09876 , 0.106341 , 0.10091 , 0.107759 , 0.097558 , 0.076884 , 0.068458 , 0.086582 , 0.104248 , 0.065069 , 0.060795 , 0.067988 , 0.068604 , 0.086207 , 0.103943 , 0.13097 , 0.110309 , 0.126366 , 0.110035 , 0.128617 , 0.103053 , 0.089819 , 0.086023 , 0.093902 , 0.079651 , 0.082779 , 0.074767 , 0.07132 , 0.089329 , 0.085546 , 0.149552 , 0.096267 , 0.07001 , 0.079988 , 0.129476 , 0.125425 , 0.132236 , 0.1367 , 0.122754 , 0.113667 , 0.109743 , 0.121202 , 0.09801 , 0.116439 , 0.075193 , 0.080999 , 0.104566 , 0.078162 , 0.088655 , 0.077088 , 0.085692 , 0.077418 , 0.075943 , 0.074951 , 0.074086 , 0.08552 , 0.118328 , 0.109609 , 0.08042 , 0.078366 , 0.074442 , 0.078321 , 0.084217 , 0.089012 , 0.110226 , 0.08283 , 0.084687 , 0.094423 , 0.075943 , 0.082983 , 0.078824 , 0.075752 , 0.073069 , 0.073164 
 656 , 0.161921 , 0.152097 , 0.172966 , 0.144082 , 0.148577 , 0.144757 , 0.098608 , 0.106324 , 0.100887 , 0.10782 , 0.09764 , 0.077039 , 0.06868 , 0.086773 , 0.104477 , 0.065134 , 0.060817 , 0.068043 , 0.068686 , 0.086353 , 0.103739 , 0.130898 , 0.110328 , 0.126384 , 0.109984 , 0.128618 , 0.103032 , 0.089669 , 0.085907 , 0.093763 , 0.07956 , 0.082698 , 0.074696 , 0.071411 , 0.08958 , 0.085735 , 0.14985 , 0.096208 , 0.069998 , 0.080082 , 0.129675 , 0.125524 , 0.132209 , 0.136882 , 0.122831 , 0.113785 , 0.109921 , 0.121297 , 0.09806 , 0.116592 , 0.07532 , 0.081177 , 0.104917 , 0.078191 , 0.088753 , 0.077121 , 0.085862 , 0.077478 , 0.076001 , 0.075141 , 0.073798 , 0.085417 , 0.118248 , 0.109685 , 0.080196 , 0.078356 , 0.074441 , 0.078356 , 0.084131 , 0.08909 , 0.110665 , 0.083055 , 0.084856 , 0.094807 , 0.076071 , 0.083271 , 0.079057 , 0.075988 , 0.073238 , 0.073321 
