  time  ,52:23 PM,52:38 PM,52:47 PM,52:54 PM,53:00 PM,53:19 PM,53:27 PM,53:35 PM,53:42 PM,53:50 PM,54:21 PM,54:29 PM,54:38 PM,54:46 PM,54:54 PM,55:16 PM,55:26 PM,55:33 PM,55:43 PM,55:51 PM,56:58 PM,57:05 PM,57:12 PM,57:20 PM,57:27 PM,57:44 PM,57:51 PM,58:00 PM,58:09 PM,58:17 PM,58:47 PM,58:56 PM,59:04 PM,59:11 PM,59:18 PM,59:37 PM,59:45 PM,59:53 PM,00:01 PM,00:09 PM,00:56 PM,01:03 PM,01:10 PM,01:17 PM,01:23 PM,01:40 PM,01:50 PM,01:57 PM,02:06 PM,02:13 PM,02:51 PM,02:58 PM,03:06 PM,03:16 PM,03:23 PM,03:48 PM,04:00 PM,04:13 PM,04:23 PM,04:34 PM,05:19 PM,05:27 PM,05:34 PM,05:41 PM,05:50 PM,06:15 PM,06:22 PM,06:29 PM,06:39 PM,06:47 PM,07:17 PM,07:24 PM,07:31 PM,07:39 PM,07:48 PM,08:10 PM,08:18 PM,08:27 PM,08:35 PM,08:43 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 336 , 0.017111 , 0.00555 , 0.008968 , 0.007489 , 0.010592 , 0.006622 , 0.004455 , 0.004461 , 0.008906 , 0.001541 , 0.005489 , 0.010313 , 0.003683 , 0.006421 , 0.008712 , 0.005371 , 0.004969 , 0.004943 , 0.003295 , 0.005132 , 0.00421 , 0.006887 , 0.004874 , 0.007264 , 0.002564 , 0.006535 , 0.003235 , 0.003383 , 0.000817 , 0.00093 , 0.003052 , 0.00128 , 0.003149 , 0.007282 , 0.007352 , 0.0076 , 0.004297 , 0.002631 , 0.002634 , 0.006083 , 0.001665 , 0.002006 , 0.004764 , 0.00497 , 0.005126 , 0.003844 , 0.003546 , 0.003739 , 0.001963 , 0.00194 , 0.003165 , 0.005708 , 0.0047 , 0.002558 , 0.003553 , 0.003426 , 0.004838 , 0.004236 , 0.004239 , 0.00498 , 0.001771 , 0.003204 , 0.003815 , 0.002831 , 0.002265 , 0.001929 , 0.001701 , 0.001202 , 0.003739 , 0.000665 , 0.004699 , 0.007733 , 0.007143 , 0.004412 , 0.003058 , 0.004874 , 0.005955 , 0.005742 , 0.004514 , 0.003101 
 337 , 0.01811 , 0.006643 , 0.008548 , 0.00925 , 0.011521 , 0.006911 , 0.006528 , 0.00529 , 0.011197 , 0.002631 , 0.007394 , 0.013044 , 0.004256 , 0.006768 , 0.011025 , 0.006694 , 0.006441 , 0.006693 , 0.004545 , 0.006332 , 0.005003 , 0.008027 , 0.006348 , 0.009304 , 0.003583 , 0.008545 , 0.003973 , 0.004175 , 0.001527 , 0.001696 , 0.004086 , 0.001995 , 0.004313 , 0.008464 , 0.008188 , 0.009152 , 0.005501 , 0.003539 , 0.003859 , 0.007288 , 0.002416 , 0.002985 , 0.0057 , 0.005615 , 0.006322 , 0.004984 , 0.00479 , 0.004843 , 0.002423 , 0.002611 , 0.004183 , 0.006564 , 0.005443 , 0.003357 , 0.004541 , 0.004687 , 0.005853 , 0.005148 , 0.005066 , 0.005873 , 0.002496 , 0.004237 , 0.004905 , 0.004017 , 0.003052 , 0.00258 , 0.002613 , 0.001716 , 0.004629 , 0.001251 , 0.00598 , 0.009027 , 0.008746 , 0.005597 , 0.004085 , 0.00602 , 0.006727 , 0.006834 , 0.005877 , 0.004158 
 338 , 0.018958 , 0.007583 , 0.008277 , 0.010903 , 0.012285 , 0.007174 , 0.008684 , 0.00598 , 0.013104 , 0.003575 , 0.009181 , 0.015884 , 0.004733 , 0.007066 , 0.01343 , 0.007816 , 0.007699 , 0.008641 , 0.005718 , 0.007446 , 0.005684 , 0.008997 , 0.007738 , 0.011462 , 0.004569 , 0.010587 , 0.004659 , 0.004908 , 0.002238 , 0.002431 , 0.005066 , 0.002727 , 0.005499 , 0.009532 , 0.008898 , 0.010644 , 0.006629 , 0.004357 , 0.005086 , 0.008425 , 0.003228 , 0.003975 , 0.00656 , 0.006178 , 0.007408 , 0.006163 , 0.006032 , 0.005845 , 0.002828 , 0.003173 , 0.005151 , 0.007306 , 0.006084 , 0.004097 , 0.005444 , 0.005939 , 0.006801 , 0.005981 , 0.005803 , 0.006673 , 0.003224 , 0.005299 , 0.005961 , 0.005197 , 0.003836 , 0.003156 , 0.003382 , 0.002205 , 0.005482 , 0.001844 , 0.00726 , 0.010215 , 0.010258 , 0.006726 , 0.00502 , 0.007116 , 0.007386 , 0.007824 , 0.007178 , 0.005093 
 339 , 0.019785 , 0.009113 , 0.010273 , 0.013039 , 0.015304 , 0.008529 , 0.010417 , 0.007653 , 0.014938 , 0.005485 , 0.011902 , 0.01671 , 0.006749 , 0.00932 , 0.016768 , 0.009848 , 0.009261 , 0.010293 , 0.007655 , 0.009051 , 0.007117 , 0.010845 , 0.009183 , 0.013537 , 0.005594 , 0.011413 , 0.005781 , 0.006437 , 0.003549 , 0.003119 , 0.006325 , 0.003824 , 0.00685 , 0.011558 , 0.010464 , 0.012242 , 0.008064 , 0.005759 , 0.00648 , 0.010444 , 0.004163 , 0.004693 , 0.008114 , 0.007643 , 0.009361 , 0.0071 , 0.007599 , 0.006868 , 0.003799 , 0.004426 , 0.006256 , 0.008927 , 0.007824 , 0.00517 , 0.006947 , 0.007598 , 0.007888 , 0.007574 , 0.007555 , 0.007999 , 0.004294 , 0.006496 , 0.007249 , 0.006612 , 0.004831 , 0.004307 , 0.004452 , 0.00318 , 0.006674 , 0.002853 , 0.008806 , 0.011813 , 0.012088 , 0.008448 , 0.006379 , 0.008388 , 0.00887 , 0.009524 , 0.008826 , 0.006759 
 340 , 0.020497 , 0.010515 , 0.012483 , 0.015128 , 0.019051 , 0.00998 , 0.011929 , 0.009487 , 0.016552 , 0.007846 , 0.015029 , 0.017115 , 0.009261 , 0.011924 , 0.020126 , 0.012002 , 0.010767 , 0.011716 , 0.009702 , 0.010634 , 0.008737 , 0.0128 , 0.010497 , 0.015446 , 0.006537 , 0.011962 , 0.006881 , 0.008176 , 0.004944 , 0.00374 , 0.007581 , 0.004921 , 0.008176 , 0.0137 , 0.012084 , 0.013714 , 0.009463 , 0.007235 , 0.007833 , 0.012628 , 0.005085 , 0.005284 , 0.009772 , 0.009229 , 0.011513 , 0.007897 , 0.009245 , 0.007804 , 0.004859 , 0.005921 , 0.007328 , 0.010659 , 0.009861 , 0.006307 , 0.008536 , 0.009367 , 0.008903 , 0.009284 , 0.009627 , 0.009337 , 0.005431 , 0.007649 , 0.008522 , 0.008037 , 0.005791 , 0.005678 , 0.005619 , 0.004276 , 0.007834 , 0.003913 , 0.010314 , 0.013356 , 0.013858 , 0.010236 , 0.007846 , 0.009606 , 0.010421 , 0.011264 , 0.010503 , 0.008569 
 341 , 0.021114 , 0.011693 , 0.014477 , 0.017064 , 0.023273 , 0.011329 , 0.013306 , 0.011272 , 0.017953 , 0.010473 , 0.018429 , 0.017466 , 0.011958 , 0.014466 , 0.023279 , 0.014081 , 0.012152 , 0.012968 , 0.011675 , 0.012083 , 0.010405 , 0.014697 , 0.011664 , 0.017202 , 0.007386 , 0.012447 , 0.007867 , 0.009955 , 0.006275 , 0.004297 , 0.008768 , 0.005932 , 0.009432 , 0.015761 , 0.013594 , 0.015038 , 0.010755 , 0.008646 , 0.009098 , 0.014792 , 0.005963 , 0.005803 , 0.011383 , 0.010746 , 0.013688 , 0.008598 , 0.010904 , 0.008647 , 0.005876 , 0.007518 , 0.008336 , 0.012321 , 0.011984 , 0.007436 , 0.010073 , 0.011161 , 0.009814 , 0.010942 , 0.011832 , 0.010574 , 0.006554 , 0.008724 , 0.009724 , 0.009411 , 0.006664 , 0.007165 , 0.006815 , 0.005376 , 0.008885 , 0.004922 , 0.011721 , 0.014767 , 0.015503 , 0.011954 , 0.009332 , 0.010733 , 0.011871 , 0.012889 , 0.012135 , 0.010354 
 342 , 0.022686 , 0.01242 , 0.015809 , 0.017658 , 0.024278 , 0.01273 , 0.013799 , 0.012746 , 0.018465 , 0.01189 , 0.019983 , 0.018162 , 0.013068 , 0.016627 , 0.024594 , 0.015337 , 0.013156 , 0.013769 , 0.012915 , 0.012995 , 0.011616 , 0.01592 , 0.012354 , 0.018647 , 0.008293 , 0.013066 , 0.008551 , 0.011094 , 0.007281 , 0.005051 , 0.009978 , 0.006788 , 0.010291 , 0.017034 , 0.014658 , 0.016158 , 0.011667 , 0.009612 , 0.009882 , 0.015919 , 0.006577 , 0.006396 , 0.012482 , 0.011898 , 0.014763 , 0.00931 , 0.012065 , 0.009332 , 0.006868 , 0.008734 , 0.009072 , 0.013395 , 0.013492 , 0.008474 , 0.011173 , 0.012312 , 0.010452 , 0.012151 , 0.012998 , 0.011714 , 0.007555 , 0.009598 , 0.010803 , 0.01041 , 0.007679 , 0.007916 , 0.007891 , 0.00608 , 0.009725 , 0.005804 , 0.012585 , 0.016221 , 0.01658 , 0.013087 , 0.010587 , 0.011953 , 0.013314 , 0.014158 , 0.013198 , 0.01146 
 343 , 0.025503 , 0.012709 , 0.01645 , 0.016951 , 0.022027 , 0.014189 , 0.01351 , 0.013791 , 0.01811 , 0.011695 , 0.019252 , 0.019181 , 0.012347 , 0.018327 , 0.024057 , 0.015668 , 0.013761 , 0.014117 , 0.013321 , 0.013341 , 0.012226 , 0.016373 , 0.012562 , 0.019786 , 0.00934 , 0.013827 , 0.008933 , 0.011435 , 0.007951 , 0.006073 , 0.011299 , 0.007524 , 0.010704 , 0.017424 , 0.015243 , 0.01709 , 0.012179 , 0.010079 , 0.010147 , 0.01588 , 0.006902 , 0.007111 , 0.012996 , 0.012628 , 0.014586 , 0.010053 , 0.012606 , 0.009856 , 0.007871 , 0.009374 , 0.009518 , 0.013815 , 0.014187 , 0.009394 , 0.011774 , 0.012673 , 0.010815 , 0.012852 , 0.012878 , 0.012783 , 0.008376 , 0.010267 , 0.011764 , 0.010988 , 0.008977 , 0.007749 , 0.008782 , 0.006301 , 0.010359 , 0.006568 , 0.012867 , 0.017834 , 0.017056 , 0.01357 , 0.011514 , 0.013332 , 0.014856 , 0.015053 , 0.01361 , 0.011777 
 344 , 0.028448 , 0.012956 , 0.016985 , 0.016361 , 0.020437 , 0.01551 , 0.013267 , 0.014657 , 0.017789 , 0.011517 , 0.018615 , 0.020022 , 0.011765 , 0.019903 , 0.023589 , 0.015946 , 0.014297 , 0.014412 , 0.01366 , 0.013612 , 0.012768 , 0.016741 , 0.012751 , 0.020822 , 0.010389 , 0.014515 , 0.009274 , 0.011722 , 0.008618 , 0.007072 , 0.012661 , 0.008263 , 0.011053 , 0.01774 , 0.015756 , 0.017932 , 0.012639 , 0.010498 , 0.010382 , 0.015825 , 0.007204 , 0.007803 , 0.013467 , 0.013271 , 0.014418 , 0.010723 , 0.013077 , 0.010308 , 0.008874 , 0.009935 , 0.009926 , 0.014189 , 0.014828 , 0.010265 , 0.01232 , 0.012982 , 0.01114 , 0.013506 , 0.012759 , 0.013794 , 0.009102 , 0.010883 , 0.012673 , 0.011527 , 0.010354 , 0.007601 , 0.009625 , 0.006494 , 0.010934 , 0.007317 , 0.0131 , 0.019457 , 0.017457 , 0.014019 , 0.012353 , 0.014667 , 0.016443 , 0.015873 , 0.013961 , 0.01207 
 345 , 0.03136 , 0.01324 , 0.017494 , 0.016059 , 0.019423 , 0.016748 , 0.013213 , 0.015391 , 0.0176 , 0.011512 , 0.018191 , 0.020727 , 0.011384 , 0.021173 , 0.02339 , 0.016256 , 0.014842 , 0.014681 , 0.013995 , 0.01384 , 0.013288 , 0.017016 , 0.012936 , 0.02166 , 0.01139 , 0.015112 , 0.009614 , 0.011976 , 0.009245 , 0.00798 , 0.013881 , 0.009012 , 0.011375 , 0.017992 , 0.016235 , 0.018647 , 0.013082 , 0.010879 , 0.010621 , 0.015862 , 0.007534 , 0.008471 , 0.01388 , 0.013816 , 0.014336 , 0.011328 , 0.013467 , 0.010727 , 0.009834 , 0.010416 , 0.010311 , 0.014521 , 0.015392 , 0.011057 , 0.012854 , 0.013285 , 0.01146 , 0.014117 , 0.012736 , 0.014691 , 0.009712 , 0.011451 , 0.013516 , 0.012023 , 0.011711 , 0.007542 , 0.010394 , 0.006733 , 0.011497 , 0.008044 , 0.013364 , 0.020807 , 0.017837 , 0.014448 , 0.013085 , 0.015862 , 0.017988 , 0.016638 , 0.014344 , 0.012366 
 346 , 0.032418 , 0.014348 , 0.018511 , 0.018006 , 0.020347 , 0.018189 , 0.014748 , 0.01596 , 0.018579 , 0.013359 , 0.01942 , 0.021308 , 0.01219 , 0.020468 , 0.02543 , 0.017369 , 0.016148 , 0.015148 , 0.014888 , 0.01418 , 0.014197 , 0.016988 , 0.013404 , 0.021358 , 0.011839 , 0.015368 , 0.010325 , 0.012347 , 0.009597 , 0.008146 , 0.013399 , 0.009908 , 0.011984 , 0.018124 , 0.016957 , 0.018833 , 0.013833 , 0.01131 , 0.011223 , 0.016949 , 0.008478 , 0.009174 , 0.014159 , 0.014069 , 0.015057 , 0.011859 , 0.013644 , 0.011384 , 0.010332 , 0.01071 , 0.010811 , 0.014843 , 0.015653 , 0.011466 , 0.01379 , 0.014011 , 0.012133 , 0.014726 , 0.013715 , 0.014942 , 0.009895 , 0.012003 , 0.014147 , 0.012461 , 0.012006 , 0.008319 , 0.01088 , 0.007793 , 0.012492 , 0.008729 , 0.01437 , 0.019477 , 0.018624 , 0.015113 , 0.01349 , 0.016027 , 0.018637 , 0.017466 , 0.015648 , 0.013012 
 347 , 0.033362 , 0.01531 , 0.019431 , 0.019898 , 0.021116 , 0.019672 , 0.016189 , 0.016487 , 0.019404 , 0.015011 , 0.02046 , 0.021778 , 0.012831 , 0.01984 , 0.027385 , 0.018385 , 0.017317 , 0.015521 , 0.015627 , 0.014431 , 0.014984 , 0.016919 , 0.013752 , 0.021047 , 0.012195 , 0.015561 , 0.010953 , 0.012624 , 0.009841 , 0.008246 , 0.012978 , 0.010658 , 0.012464 , 0.018196 , 0.01758 , 0.018941 , 0.014505 , 0.011659 , 0.011723 , 0.017955 , 0.009312 , 0.009719 , 0.014355 , 0.014248 , 0.015688 , 0.012307 , 0.013749 , 0.011952 , 0.01073 , 0.010941 , 0.011226 , 0.015082 , 0.015843 , 0.011784 , 0.014596 , 0.01462 , 0.012691 , 0.015236 , 0.014583 , 0.015109 , 0.010017 , 0.012464 , 0.01469 , 0.012816 , 0.012203 , 0.008985 , 0.011254 , 0.008805 , 0.013382 , 0.009299 , 0.01529 , 0.018396 , 0.019273 , 0.01563 , 0.013793 , 0.016118 , 0.019165 , 0.018199 , 0.016815 , 0.013538 
 348 , 0.034207 , 0.016148 , 0.020267 , 0.021742 , 0.021757 , 0.021203 , 0.017546 , 0.016977 , 0.020101 , 0.016493 , 0.021343 , 0.022156 , 0.013341 , 0.019276 , 0.029262 , 0.019315 , 0.018367 , 0.015819 , 0.01624 , 0.014614 , 0.015667 , 0.016821 , 0.014008 , 0.020733 , 0.012475 , 0.015701 , 0.01151 , 0.012829 , 0.010007 , 0.008298 , 0.012603 , 0.011286 , 0.012843 , 0.018223 , 0.018118 , 0.018991 , 0.015109 , 0.01194 , 0.012139 , 0.018886 , 0.010051 , 0.010142 , 0.014488 , 0.014369 , 0.016243 , 0.012686 , 0.0138 , 0.012444 , 0.011048 , 0.011123 , 0.01157 , 0.015256 , 0.015977 , 0.012032 , 0.015293 , 0.015133 , 0.013155 , 0.015662 , 0.015353 , 0.015212 , 0.010095 , 0.012852 , 0.015158 , 0.013103 , 0.012329 , 0.009557 , 0.011541 , 0.009774 , 0.014181 , 0.009775 , 0.016133 , 0.017496 , 0.019811 , 0.016031 , 0.014016 , 0.016155 , 0.019594 , 0.018851 , 0.017861 , 0.013967 
 349 , 0.034898 , 0.01719 , 0.021128 , 0.022311 , 0.022727 , 0.022034 , 0.018557 , 0.018896 , 0.021093 , 0.017016 , 0.022341 , 0.023004 , 0.014327 , 0.019867 , 0.027987 , 0.01973 , 0.018677 , 0.016571 , 0.016964 , 0.01572 , 0.015699 , 0.016917 , 0.0146 , 0.021711 , 0.012789 , 0.015953 , 0.011994 , 0.013313 , 0.010565 , 0.008919 , 0.013146 , 0.011372 , 0.013051 , 0.019014 , 0.018619 , 0.019697 , 0.015793 , 0.012543 , 0.012783 , 0.018954 , 0.010653 , 0.010595 , 0.014721 , 0.014752 , 0.016395 , 0.013017 , 0.014175 , 0.012825 , 0.011569 , 0.011713 , 0.012126 , 0.016001 , 0.0168 , 0.012622 , 0.015593 , 0.015145 , 0.013943 , 0.01612 , 0.015928 , 0.015368 , 0.01041 , 0.013188 , 0.015498 , 0.013506 , 0.012593 , 0.009956 , 0.012265 , 0.010054 , 0.014512 , 0.010245 , 0.016595 , 0.018069 , 0.019779 , 0.016913 , 0.014646 , 0.016598 , 0.019763 , 0.019283 , 0.018282 , 0.0143 
 350 , 0.035214 , 0.018124 , 0.021754 , 0.02219 , 0.023578 , 0.022336 , 0.019215 , 0.021419 , 0.021994 , 0.017027 , 0.023177 , 0.023778 , 0.015349 , 0.020673 , 0.02589 , 0.019776 , 0.018561 , 0.017327 , 0.017556 , 0.017077 , 0.015401 , 0.016948 , 0.015175 , 0.022985 , 0.012995 , 0.016104 , 0.012323 , 0.013762 , 0.011159 , 0.009691 , 0.013916 , 0.01119 , 0.01309 , 0.019922 , 0.018932 , 0.020479 , 0.016347 , 0.013158 , 0.01338 , 0.018581 , 0.011088 , 0.010966 , 0.014862 , 0.015092 , 0.016277 , 0.01321 , 0.014537 , 0.013042 , 0.012048 , 0.012335 , 0.012648 , 0.016808 , 0.017726 , 0.013227 , 0.015614 , 0.014889 , 0.01473 , 0.016439 , 0.016271 , 0.015417 , 0.010711 , 0.013381 , 0.015647 , 0.013815 , 0.012793 , 0.010195 , 0.013054 , 0.009982 , 0.01454 , 0.010611 , 0.016754 , 0.019012 , 0.019421 , 0.017835 , 0.015288 , 0.017033 , 0.019684 , 0.019457 , 0.018306 , 0.014468 
 351 , 0.03519 , 0.01882 , 0.0221 , 0.021899 , 0.024128 , 0.0224 , 0.01963 , 0.023936 , 0.022635 , 0.016892 , 0.023757 , 0.024247 , 0.016162 , 0.021217 , 0.024122 , 0.019645 , 0.018304 , 0.017867 , 0.017933 , 0.018264 , 0.015022 , 0.016831 , 0.015565 , 0.023998 , 0.013062 , 0.016096 , 0.012505 , 0.014037 , 0.011601 , 0.010354 , 0.014532 , 0.010945 , 0.013011 , 0.020602 , 0.01905 , 0.021044 , 0.016707 , 0.013627 , 0.013806 , 0.018112 , 0.011386 , 0.011216 , 0.014855 , 0.015263 , 0.016039 , 0.01327 , 0.014741 , 0.013121 , 0.012376 , 0.012794 , 0.013026 , 0.017412 , 0.018437 , 0.013677 , 0.015499 , 0.01455 , 0.015346 , 0.016584 , 0.016438 , 0.01533 , 0.010888 , 0.013434 , 0.015638 , 0.013961 , 0.012861 , 0.010321 , 0.013693 , 0.009835 , 0.01444 , 0.01085 , 0.016753 , 0.019738 , 0.018958 , 0.01856 , 0.015748 , 0.017276 , 0.019448 , 0.019441 , 0.018172 , 0.014489 
 352 , 0.035013 , 0.019372 , 0.022301 , 0.021987 , 0.024147 , 0.022332 , 0.019825 , 0.025152 , 0.022534 , 0.016749 , 0.023977 , 0.024839 , 0.016564 , 0.021797 , 0.022885 , 0.019885 , 0.018304 , 0.018282 , 0.017931 , 0.019183 , 0.015207 , 0.016923 , 0.015978 , 0.024727 , 0.013323 , 0.016308 , 0.012752 , 0.014277 , 0.011993 , 0.010778 , 0.014989 , 0.011031 , 0.013237 , 0.020924 , 0.019322 , 0.021265 , 0.016978 , 0.014102 , 0.01438 , 0.018343 , 0.011735 , 0.011427 , 0.015118 , 0.015604 , 0.016071 , 0.013447 , 0.015027 , 0.013375 , 0.012694 , 0.013164 , 0.013496 , 0.017982 , 0.018963 , 0.014106 , 0.0155 , 0.014669 , 0.015947 , 0.016713 , 0.016676 , 0.015537 , 0.01115 , 0.013639 , 0.015666 , 0.014389 , 0.012976 , 0.010555 , 0.013993 , 0.009821 , 0.014489 , 0.01109 , 0.016975 , 0.020417 , 0.018827 , 0.019192 , 0.01601 , 0.017578 , 0.019609 , 0.019578 , 0.018284 , 0.014706 
 353 , 0.034978 , 0.019919 , 0.022518 , 0.023002 , 0.023622 , 0.02232 , 0.01992 , 0.023994 , 0.021543 , 0.016779 , 0.023869 , 0.026025 , 0.016453 , 0.022748 , 0.022361 , 0.021052 , 0.018956 , 0.018721 , 0.017522 , 0.019778 , 0.016633 , 0.01759 , 0.016659 , 0.025223 , 0.014129 , 0.017132 , 0.013298 , 0.014643 , 0.012474 , 0.010876 , 0.015324 , 0.011846 , 0.014211 , 0.020849 , 0.020122 , 0.021131 , 0.017321 , 0.014778 , 0.01548 , 0.020117 , 0.012355 , 0.011715 , 0.016089 , 0.016483 , 0.016756 , 0.014008 , 0.015663 , 0.014139 , 0.013175 , 0.013558 , 0.014336 , 0.018732 , 0.019387 , 0.014682 , 0.015873 , 0.015792 , 0.016727 , 0.017018 , 0.017261 , 0.016484 , 0.011727 , 0.014304 , 0.015929 , 0.015596 , 0.013339 , 0.011133 , 0.013837 , 0.010144 , 0.014969 , 0.011481 , 0.017822 , 0.021266 , 0.019445 , 0.019881 , 0.016129 , 0.018222 , 0.020728 , 0.020227 , 0.019052 , 0.015475 
 354 , 0.034907 , 0.020378 , 0.022654 , 0.023911 , 0.023191 , 0.022294 , 0.019996 , 0.023104 , 0.020778 , 0.016786 , 0.023764 , 0.027096 , 0.016339 , 0.0236 , 0.021883 , 0.02213 , 0.019526 , 0.019093 , 0.01717 , 0.020287 , 0.018037 , 0.018178 , 0.017263 , 0.025628 , 0.014876 , 0.017881 , 0.013783 , 0.014946 , 0.012898 , 0.010951 , 0.015603 , 0.012619 , 0.015136 , 0.020753 , 0.020832 , 0.021001 , 0.017609 , 0.01538 , 0.016524 , 0.021891 , 0.012917 , 0.01196 , 0.016996 , 0.01729 , 0.017366 , 0.014506 , 0.016228 , 0.014839 , 0.013597 , 0.013895 , 0.015107 , 0.019397 , 0.019735 , 0.015192 , 0.016183 , 0.016869 , 0.017433 , 0.017266 , 0.017771 , 0.017363 , 0.012251 , 0.014906 , 0.016131 , 0.01676 , 0.013648 , 0.011664 , 0.013678 , 0.010423 , 0.015383 , 0.011821 , 0.018592 , 0.02202 , 0.019977 , 0.020483 , 0.01622 , 0.018785 , 0.021755 , 0.020789 , 0.019735 , 0.016176 
 355 , 0.034819 , 0.020769 , 0.022731 , 0.024733 , 0.022833 , 0.022262 , 0.020059 , 0.0224 , 0.020171 , 0.01678 , 0.023667 , 0.028072 , 0.016227 , 0.024369 , 0.021449 , 0.023132 , 0.020029 , 0.019412 , 0.016865 , 0.020731 , 0.019423 , 0.018702 , 0.017805 , 0.025967 , 0.015573 , 0.018568 , 0.014219 , 0.015203 , 0.013277 , 0.01101 , 0.015838 , 0.013357 , 0.016017 , 0.020649 , 0.021467 , 0.020879 , 0.017855 , 0.015922 , 0.017519 , 0.02367 , 0.01343 , 0.012172 , 0.017849 , 0.018035 , 0.017913 , 0.014952 , 0.016736 , 0.015485 , 0.013972 , 0.014189 , 0.01582 , 0.019993 , 0.020026 , 0.015647 , 0.016445 , 0.017905 , 0.018079 , 0.017473 , 0.018222 , 0.018182 , 0.012731 , 0.015454 , 0.016287 , 0.017886 , 0.013915 , 0.012155 , 0.013521 , 0.010668 , 0.015747 , 0.012122 , 0.019299 , 0.022695 , 0.020443 , 0.021014 , 0.016292 , 0.019283 , 0.022705 , 0.021281 , 0.020346 , 0.01682 
 356 , 0.033683 , 0.021523 , 0.023386 , 0.024788 , 0.023459 , 0.022543 , 0.019548 , 0.022166 , 0.021653 , 0.017595 , 0.02467 , 0.028718 , 0.017139 , 0.025241 , 0.023242 , 0.023256 , 0.020584 , 0.020436 , 0.018115 , 0.021163 , 0.019854 , 0.019362 , 0.018355 , 0.026056 , 0.016049 , 0.019407 , 0.0145 , 0.016049 , 0.013742 , 0.01156 , 0.0165 , 0.014005 , 0.016192 , 0.021388 , 0.021866 , 0.021869 , 0.018747 , 0.016129 , 0.017857 , 0.024694 , 0.0139 , 0.012638 , 0.018167 , 0.018566 , 0.018342 , 0.015481 , 0.017105 , 0.015886 , 0.014614 , 0.014496 , 0.016361 , 0.020099 , 0.020742 , 0.016196 , 0.0174 , 0.018097 , 0.018478 , 0.018201 , 0.018493 , 0.018854 , 0.013162 , 0.01574 , 0.016803 , 0.018081 , 0.014449 , 0.012896 , 0.014149 , 0.011134 , 0.015943 , 0.012778 , 0.020163 , 0.023103 , 0.020803 , 0.021275 , 0.016867 , 0.019659 , 0.02277 , 0.021926 , 0.020436 , 0.017377 
 357 , 0.032748 , 0.022244 , 0.024024 , 0.024834 , 0.024074 , 0.022814 , 0.019056 , 0.021967 , 0.023228 , 0.018405 , 0.025664 , 0.029297 , 0.018063 , 0.026062 , 0.025146 , 0.023345 , 0.021099 , 0.021446 , 0.019427 , 0.021558 , 0.020197 , 0.019981 , 0.018866 , 0.026125 , 0.01648 , 0.020203 , 0.014754 , 0.016888 , 0.014178 , 0.012105 , 0.017142 , 0.014611 , 0.016323 , 0.022115 , 0.022218 , 0.022858 , 0.019623 , 0.016298 , 0.018136 , 0.025611 , 0.014333 , 0.013084 , 0.018425 , 0.01904 , 0.018731 , 0.015973 , 0.017439 , 0.016243 , 0.015231 , 0.014776 , 0.016849 , 0.020175 , 0.021428 , 0.016713 , 0.01835 , 0.018226 , 0.018832 , 0.018907 , 0.018728 , 0.01947 , 0.013559 , 0.015997 , 0.0173 , 0.018224 , 0.014958 , 0.013619 , 0.01478 , 0.011583 , 0.016119 , 0.013421 , 0.020982 , 0.023462 , 0.021129 , 0.021505 , 0.017422 , 0.01999 , 0.022783 , 0.02253 , 0.0205 , 0.017886 
 358 , 0.032003 , 0.022918 , 0.024618 , 0.0249 , 0.024635 , 0.023064 , 0.018606 , 0.021783 , 0.024787 , 0.019171 , 0.026598 , 0.029832 , 0.018946 , 0.026832 , 0.027046 , 0.023441 , 0.021575 , 0.022407 , 0.02072 , 0.02192 , 0.020505 , 0.020555 , 0.01934 , 0.026185 , 0.016882 , 0.02095 , 0.014992 , 0.017689 , 0.014584 , 0.012622 , 0.017744 , 0.015183 , 0.016447 , 0.022793 , 0.02254 , 0.023792 , 0.020452 , 0.01645 , 0.018394 , 0.026467 , 0.014734 , 0.0135 , 0.018655 , 0.019472 , 0.01909 , 0.016427 , 0.017748 , 0.016574 , 0.01581 , 0.01503 , 0.017296 , 0.020246 , 0.022064 , 0.017196 , 0.019261 , 0.018337 , 0.019157 , 0.019568 , 0.018939 , 0.020041 , 0.013927 , 0.01624 , 0.017764 , 0.018363 , 0.015432 , 0.01431 , 0.015375 , 0.012005 , 0.016283 , 0.014033 , 0.021751 , 0.023789 , 0.021429 , 0.021719 , 0.017933 , 0.020289 , 0.022793 , 0.023089 , 0.020562 , 0.018356 
