  time  ,:33:22 A,:33:41 A,:33:49 A,:33:56 A,:34:03 A,:34:38 A,:34:45 A,:34:51 A,:34:58 A,:35:05 A,:35:39 A,:35:47 A,:35:55 A,:36:03 A,:36:08 A,:36:46 A,:36:54 A,:37:02 A,:37:11 A,:37:19 A,:38:00 A,:38:07 A,:38:13 A,:38:20 A,:38:28 A,:40:17 A,:40:26 A,:40:33 A,:40:41 A,:40:48 A,:41:34 A,:41:43 A,:41:51 A,:42:02 A,:42:09 A,:42:49 A,:42:56 A,:43:02 A,:43:09 A,:43:17 A,:44:02 A,:44:09 A,:44:17 A,:44:25 A,:44:33 A,:45:26 A,:45:34 A,:45:42 A,:45:51 A,:46:03 A,:46:54 A,:47:02 A,:47:09 A,:47:17 A,:47:25 A,:48:21 A,:48:29 A,:48:35 A,:48:43 A,:48:52 A,:49:38 A,:49:46 A,:49:54 A,:50:04 A,:50:12 A,:51:02 A,:51:09 A,:51:17 A,:51:26 A,:51:34 A,:51:43 A,:51:51 A,:51:59 A,:52:07 A,:52:15 A,:53:05 A,:53:15 A,:53:24 A,:53:31 A,:53:38 A,:54:59 A,:55:07 A,:55:15 A,:55:22 A,:55:31 A,:57:31 A,:57:36 A,:57:43 A,:57:52 A,:57:58 A,:00:41 A,:00:47 A,:00:54 A,:01:00 A,:01:07 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1027 , 0.393922 , 0.423751 , 0.2437 , 0.409773 , 0.23041 , 0.351122 , 0.346068 , 0.428015 , 0.281107 , 0.297704 , 0.384744 , 0.479897 , 0.513927 , 0.511575 , 0.465263 , 0.460183 , 0.533035 , 0.416925 , 0.519918 , 0.47237 , 0.317176 , 0.333301 , 0.25558 , 0.362729 , 0.334296 , 0.250335 , 0.383329 , 0.358943 , 0.297003 , 0.429162 , 0.307099 , 0.486698 , 0.308361 , 0.469005 , 0.479394 , 0.404674 , 0.385215 , 0.491689 , 0.35849 , 0.402692 , 0.534514 , 0.471471 , 0.473524 , 0.453083 , 0.234834 , 0.442821 , 0.275116 , 0.445664 , 0.230302 , 0.369026 , 0.346578 , 0.351951 , 0.404547 , 0.352098 , 0.381079 , 0.412909 , 0.371831 , 0.484034 , 0.536694 , 0.390952 , 0.307966 , 0.319381 , 0.350364 , 0.253898 , 0.216605 , 0.197108 , 0.139961 , 0.280941 , 0.191849 , 0.228027 , 0.342926 , 0.230646 , 0.277544 , 0.26096 , 0.379607 , 0.414127 , 0.281604 , 0.452318 , 0.490363 , 0.459782 , 0.40057 , 0.304174 , 0.138386 , 0.211155 , 0.291936 , 0.388727 , 0.208612 , 0.309011 , 0.404949 , 0.423923 , 0.25384 , 0.146341 , 0.298093 , 0.250997 , 0.25834 
 1028 , 0.393816 , 0.422297 , 0.240973 , 0.405735 , 0.227225 , 0.351306 , 0.343329 , 0.427863 , 0.277879 , 0.294953 , 0.381917 , 0.480122 , 0.516484 , 0.511002 , 0.464167 , 0.45722 , 0.533629 , 0.415753 , 0.519139 , 0.471 , 0.316851 , 0.333093 , 0.252955 , 0.365739 , 0.336721 , 0.248982 , 0.384265 , 0.357429 , 0.295554 , 0.428438 , 0.305425 , 0.484632 , 0.305713 , 0.469886 , 0.477947 , 0.403694 , 0.38543 , 0.490652 , 0.358145 , 0.401065 , 0.534096 , 0.471678 , 0.47329 , 0.450375 , 0.232144 , 0.441022 , 0.274232 , 0.443101 , 0.229016 , 0.366941 , 0.34727 , 0.351255 , 0.405101 , 0.351473 , 0.379544 , 0.412791 , 0.371618 , 0.486353 , 0.536834 , 0.390867 , 0.306999 , 0.31939 , 0.350385 , 0.251797 , 0.216605 , 0.194458 , 0.137657 , 0.280297 , 0.189654 , 0.225741 , 0.340086 , 0.228882 , 0.27809 , 0.259314 , 0.378815 , 0.413066 , 0.279919 , 0.452563 , 0.490869 , 0.459811 , 0.400067 , 0.303077 , 0.135936 , 0.208909 , 0.290136 , 0.388686 , 0.207157 , 0.308765 , 0.405472 , 0.422617 , 0.252968 , 0.14431 , 0.297614 , 0.249232 , 0.256275 
 1029 , 0.394083 , 0.422174 , 0.239624 , 0.403135 , 0.226254 , 0.350835 , 0.342776 , 0.427914 , 0.273538 , 0.294813 , 0.382193 , 0.483116 , 0.515474 , 0.510971 , 0.462713 , 0.456653 , 0.529702 , 0.415211 , 0.519247 , 0.470029 , 0.3166 , 0.33072 , 0.250732 , 0.365672 , 0.338894 , 0.248605 , 0.385928 , 0.356389 , 0.293698 , 0.426819 , 0.304409 , 0.48434 , 0.303871 , 0.470451 , 0.47664 , 0.403218 , 0.385243 , 0.489933 , 0.358849 , 0.399477 , 0.534424 , 0.471496 , 0.473847 , 0.449715 , 0.230482 , 0.439984 , 0.273391 , 0.44113 , 0.22972 , 0.365556 , 0.34646 , 0.351841 , 0.405397 , 0.351802 , 0.37915 , 0.413366 , 0.373167 , 0.488946 , 0.538344 , 0.391117 , 0.30801 , 0.318253 , 0.350816 , 0.250706 , 0.217618 , 0.193813 , 0.136766 , 0.280508 , 0.18856 , 0.224422 , 0.337702 , 0.229015 , 0.277894 , 0.259175 , 0.379355 , 0.412962 , 0.27938 , 0.453494 , 0.491675 , 0.457998 , 0.400015 , 0.301386 , 0.134562 , 0.207842 , 0.290136 , 0.387978 , 0.206625 , 0.308971 , 0.406044 , 0.422341 , 0.251853 , 0.142813 , 0.297894 , 0.248125 , 0.255319 
 1030 , 0.393747 , 0.42141 , 0.23899 , 0.404361 , 0.226835 , 0.349704 , 0.343199 , 0.426457 , 0.270563 , 0.294437 , 0.381194 , 0.484498 , 0.513476 , 0.512443 , 0.459564 , 0.45724 , 0.525863 , 0.413897 , 0.518312 , 0.471154 , 0.316012 , 0.327956 , 0.249444 , 0.363163 , 0.338583 , 0.247042 , 0.3859 , 0.356087 , 0.292485 , 0.426193 , 0.303613 , 0.484799 , 0.301693 , 0.468856 , 0.475694 , 0.402306 , 0.383769 , 0.489789 , 0.359471 , 0.397902 , 0.534416 , 0.470686 , 0.473954 , 0.450446 , 0.22819 , 0.438169 , 0.272239 , 0.440403 , 0.230251 , 0.365327 , 0.344497 , 0.352009 , 0.404175 , 0.351149 , 0.379081 , 0.413178 , 0.375415 , 0.488447 , 0.538397 , 0.390376 , 0.308018 , 0.315319 , 0.349813 , 0.248667 , 0.218699 , 0.193554 , 0.13602 , 0.280375 , 0.187633 , 0.223432 , 0.33559 , 0.229012 , 0.276207 , 0.259191 , 0.38016 , 0.412343 , 0.278628 , 0.454068 , 0.490245 , 0.457073 , 0.399083 , 0.300056 , 0.133175 , 0.206255 , 0.289608 , 0.386549 , 0.206197 , 0.308191 , 0.404971 , 0.422443 , 0.250966 , 0.141093 , 0.2982 , 0.247171 , 0.254619 
 1031 , 0.39324 , 0.420423 , 0.238502 , 0.40669 , 0.227866 , 0.348337 , 0.343914 , 0.424518 , 0.267778 , 0.29397 , 0.379809 , 0.485484 , 0.51111 , 0.5144 , 0.455809 , 0.458166 , 0.521868 , 0.412298 , 0.517033 , 0.472916 , 0.315288 , 0.324946 , 0.248328 , 0.359869 , 0.337566 , 0.245083 , 0.385404 , 0.35596 , 0.291363 , 0.425806 , 0.302823 , 0.485478 , 0.299321 , 0.466594 , 0.47479 , 0.401223 , 0.381863 , 0.489779 , 0.360088 , 0.396246 , 0.534314 , 0.469652 , 0.473946 , 0.451585 , 0.225625 , 0.436056 , 0.270933 , 0.439964 , 0.23075 , 0.365399 , 0.342131 , 0.352072 , 0.402479 , 0.350185 , 0.379094 , 0.412768 , 0.377974 , 0.487062 , 0.538042 , 0.389325 , 0.307749 , 0.31176 , 0.348376 , 0.246267 , 0.219856 , 0.193381 , 0.135273 , 0.280134 , 0.186704 , 0.222477 , 0.333438 , 0.22896 , 0.27403 , 0.259241 , 0.381084 , 0.411551 , 0.277784 , 0.454573 , 0.488131 , 0.456331 , 0.397869 , 0.298748 , 0.131713 , 0.204455 , 0.288903 , 0.38485 , 0.205756 , 0.307092 , 0.403393 , 0.422651 , 0.250085 , 0.139233 , 0.298529 , 0.246209 , 0.253942 
 1032 , 0.392763 , 0.421029 , 0.238625 , 0.406374 , 0.228225 , 0.346839 , 0.344292 , 0.421809 , 0.268283 , 0.290488 , 0.378837 , 0.485297 , 0.508056 , 0.516038 , 0.453459 , 0.460668 , 0.518772 , 0.412267 , 0.517366 , 0.473704 , 0.312474 , 0.322938 , 0.24731 , 0.358624 , 0.336258 , 0.243287 , 0.384769 , 0.356116 , 0.289257 , 0.42482 , 0.302493 , 0.486045 , 0.297858 , 0.464272 , 0.473227 , 0.399591 , 0.379456 , 0.489346 , 0.359463 , 0.394833 , 0.533639 , 0.468791 , 0.473156 , 0.453143 , 0.224138 , 0.434859 , 0.269773 , 0.440075 , 0.229625 , 0.363782 , 0.340101 , 0.350327 , 0.401235 , 0.34992 , 0.378644 , 0.412183 , 0.37816 , 0.484936 , 0.537243 , 0.386322 , 0.306594 , 0.308573 , 0.346213 , 0.245363 , 0.218754 , 0.193068 , 0.133829 , 0.279283 , 0.184847 , 0.221959 , 0.332867 , 0.228193 , 0.270862 , 0.257916 , 0.378721 , 0.410629 , 0.275994 , 0.454878 , 0.486606 , 0.455103 , 0.396722 , 0.298141 , 0.12998 , 0.202694 , 0.286845 , 0.382989 , 0.20575 , 0.305498 , 0.401474 , 0.422544 , 0.249386 , 0.137078 , 0.297232 , 0.245479 , 0.252223 
 1033 , 0.392625 , 0.421972 , 0.238484 , 0.404833 , 0.227645 , 0.346196 , 0.343653 , 0.419106 , 0.269122 , 0.286953 , 0.378913 , 0.485263 , 0.505095 , 0.517032 , 0.452837 , 0.462494 , 0.516664 , 0.412747 , 0.519304 , 0.473198 , 0.309322 , 0.321613 , 0.245527 , 0.357991 , 0.334563 , 0.242344 , 0.3836 , 0.35637 , 0.28583 , 0.423683 , 0.302014 , 0.486141 , 0.297166 , 0.462888 , 0.471358 , 0.39779 , 0.377203 , 0.488291 , 0.357894 , 0.394052 , 0.534049 , 0.469415 , 0.471965 , 0.454083 , 0.223578 , 0.434477 , 0.268548 , 0.439603 , 0.228407 , 0.361212 , 0.338695 , 0.348217 , 0.400611 , 0.350257 , 0.377183 , 0.411327 , 0.376196 , 0.482784 , 0.536263 , 0.383064 , 0.3051 , 0.305706 , 0.345086 , 0.245346 , 0.216322 , 0.191887 , 0.131495 , 0.277876 , 0.182882 , 0.221273 , 0.332936 , 0.226702 , 0.267928 , 0.255792 , 0.374672 , 0.410062 , 0.273932 , 0.454838 , 0.485838 , 0.452346 , 0.395808 , 0.297153 , 0.127667 , 0.201254 , 0.284493 , 0.381541 , 0.205405 , 0.303725 , 0.400107 , 0.422683 , 0.247625 , 0.134419 , 0.295087 , 0.244281 , 0.250433 
 1034 , 0.39281 , 0.422761 , 0.237862 , 0.402845 , 0.226294 , 0.34648 , 0.342057 , 0.416611 , 0.269236 , 0.284218 , 0.379949 , 0.485786 , 0.502378 , 0.51747 , 0.453539 , 0.463135 , 0.515233 , 0.413243 , 0.522442 , 0.471657 , 0.306422 , 0.320622 , 0.242886 , 0.357317 , 0.332526 , 0.24222 , 0.381908 , 0.356625 , 0.281308 , 0.422541 , 0.301217 , 0.485786 , 0.296963 , 0.462456 , 0.469349 , 0.395959 , 0.375209 , 0.486717 , 0.35572 , 0.393831 , 0.535782 , 0.47156 , 0.470565 , 0.454264 , 0.223611 , 0.434645 , 0.267167 , 0.438325 , 0.227601 , 0.358138 , 0.33777 , 0.346247 , 0.400466 , 0.351 , 0.374795 , 0.410229 , 0.372745 , 0.480813 , 0.535213 , 0.380091 , 0.303493 , 0.302982 , 0.345245 , 0.245757 , 0.213207 , 0.189845 , 0.12843 , 0.276064 , 0.181038 , 0.220242 , 0.333153 , 0.224659 , 0.265466 , 0.253219 , 0.369861 , 0.4099 , 0.271835 , 0.454503 , 0.485637 , 0.448127 , 0.395086 , 0.295527 , 0.124796 , 0.200094 , 0.28222 , 0.380537 , 0.204568 , 0.301896 , 0.399399 , 0.423181 , 0.244678 , 0.131301 , 0.29254 , 0.242499 , 0.248868 
 1035 , 0.392764 , 0.422398 , 0.235713 , 0.40226 , 0.225149 , 0.346052 , 0.339836 , 0.41514 , 0.269331 , 0.282489 , 0.379768 , 0.487222 , 0.501622 , 0.517872 , 0.455745 , 0.461418 , 0.515336 , 0.412947 , 0.523972 , 0.469207 , 0.305512 , 0.320701 , 0.240538 , 0.356486 , 0.329246 , 0.242214 , 0.380072 , 0.3567 , 0.27767 , 0.421719 , 0.300874 , 0.485676 , 0.296552 , 0.463288 , 0.468023 , 0.394433 , 0.373694 , 0.48576 , 0.353226 , 0.393818 , 0.537893 , 0.473631 , 0.469284 , 0.453377 , 0.223163 , 0.434495 , 0.265599 , 0.437224 , 0.226663 , 0.356208 , 0.337436 , 0.344073 , 0.399653 , 0.351104 , 0.372264 , 0.408768 , 0.369625 , 0.478962 , 0.533882 , 0.377258 , 0.301663 , 0.300828 , 0.345024 , 0.2453 , 0.210277 , 0.187287 , 0.125923 , 0.273724 , 0.17988 , 0.218583 , 0.332907 , 0.221708 , 0.263626 , 0.251413 , 0.366099 , 0.408962 , 0.270069 , 0.453727 , 0.485566 , 0.444366 , 0.394349 , 0.293117 , 0.121977 , 0.199047 , 0.280723 , 0.379658 , 0.202637 , 0.300117 , 0.399188 , 0.423038 , 0.241774 , 0.125807 , 0.290924 , 0.23995 , 0.247408 
 1036 , 0.392371 , 0.420765 , 0.231667 , 0.402614 , 0.224133 , 0.344248 , 0.337212 , 0.414447 , 0.269256 , 0.28153 , 0.378209 , 0.48995 , 0.502798 , 0.518376 , 0.459473 , 0.457928 , 0.517322 , 0.411363 , 0.523174 , 0.466062 , 0.306606 , 0.321796 , 0.238922 , 0.355544 , 0.324906 , 0.241955 , 0.378345 , 0.356366 , 0.275154 , 0.420849 , 0.301142 , 0.485979 , 0.29562 , 0.46539 , 0.467052 , 0.393399 , 0.372467 , 0.485255 , 0.3503 , 0.393619 , 0.539864 , 0.474113 , 0.46808 , 0.451119 , 0.222038 , 0.433982 , 0.263676 , 0.436246 , 0.225097 , 0.355674 , 0.337755 , 0.341461 , 0.397764 , 0.350151 , 0.369919 , 0.406849 , 0.3673 , 0.477392 , 0.532712 , 0.374802 , 0.299461 , 0.299383 , 0.343756 , 0.243546 , 0.207644 , 0.184468 , 0.124279 , 0.270866 , 0.179282 , 0.216128 , 0.332162 , 0.217854 , 0.262169 , 0.250193 , 0.363582 , 0.406895 , 0.268519 , 0.452599 , 0.485507 , 0.441994 , 0.39369 , 0.290182 , 0.119442 , 0.198003 , 0.280269 , 0.378701 , 0.19949 , 0.298446 , 0.399148 , 0.421535 , 0.239123 , 0.117832 , 0.290382 , 0.236756 , 0.245505 
 1037 , 0.391658 , 0.419254 , 0.226784 , 0.400202 , 0.222599 , 0.340202 , 0.335603 , 0.412031 , 0.268639 , 0.278868 , 0.376628 , 0.493817 , 0.502672 , 0.51945 , 0.462605 , 0.457701 , 0.519794 , 0.408203 , 0.5205 , 0.463946 , 0.306464 , 0.322122 , 0.238717 , 0.354771 , 0.321539 , 0.240129 , 0.377509 , 0.355199 , 0.272753 , 0.418276 , 0.301748 , 0.486827 , 0.293482 , 0.46681 , 0.464244 , 0.392713 , 0.370034 , 0.483672 , 0.346836 , 0.391735 , 0.539766 , 0.468837 , 0.466538 , 0.448107 , 0.220364 , 0.433402 , 0.261105 , 0.434847 , 0.221511 , 0.355218 , 0.337948 , 0.337831 , 0.394476 , 0.347853 , 0.368686 , 0.404614 , 0.36638 , 0.476242 , 0.533301 , 0.372871 , 0.296631 , 0.297939 , 0.340027 , 0.240505 , 0.205154 , 0.182656 , 0.123323 , 0.268108 , 0.177706 , 0.213154 , 0.331476 , 0.214236 , 0.259265 , 0.247708 , 0.361029 , 0.403746 , 0.266138 , 0.451891 , 0.484864 , 0.442692 , 0.393271 , 0.288365 , 0.117532 , 0.196266 , 0.280313 , 0.376726 , 0.196201 , 0.29678 , 0.397514 , 0.417453 , 0.237013 , 0.110043 , 0.289706 , 0.234137 , 0.241263 
 1038 , 0.391054 , 0.418019 , 0.222544 , 0.397897 , 0.220935 , 0.336125 , 0.334503 , 0.409651 , 0.267892 , 0.276681 , 0.375181 , 0.497136 , 0.502196 , 0.520047 , 0.465125 , 0.457561 , 0.522272 , 0.405233 , 0.518049 , 0.461875 , 0.306267 , 0.321951 , 0.238708 , 0.353697 , 0.318526 , 0.238079 , 0.376893 , 0.35406 , 0.270525 , 0.41556 , 0.302258 , 0.487555 , 0.29112 , 0.467992 , 0.461518 , 0.39189 , 0.367585 , 0.481335 , 0.343286 , 0.389717 , 0.5395 , 0.463062 , 0.465202 , 0.445185 , 0.218314 , 0.432821 , 0.258467 , 0.433308 , 0.217893 , 0.354754 , 0.338064 , 0.334328 , 0.391073 , 0.345316 , 0.367384 , 0.4021 , 0.365464 , 0.475166 , 0.533844 , 0.371276 , 0.293722 , 0.296504 , 0.336358 , 0.237093 , 0.202493 , 0.180854 , 0.122254 , 0.265343 , 0.175775 , 0.209979 , 0.330248 , 0.21055 , 0.256261 , 0.245273 , 0.358491 , 0.400848 , 0.263273 , 0.451243 , 0.484117 , 0.443407 , 0.392448 , 0.286508 , 0.11541 , 0.194625 , 0.280275 , 0.374662 , 0.19277 , 0.294935 , 0.395497 , 0.413121 , 0.234726 , 0.102028 , 0.288688 , 0.231664 , 0.23697 
 1039 , 0.391076 , 0.418343 , 0.222047 , 0.39659 , 0.219067 , 0.332731 , 0.33599 , 0.407917 , 0.266733 , 0.277101 , 0.374734 , 0.49721 , 0.500308 , 0.5184 , 0.464318 , 0.457942 , 0.524206 , 0.403731 , 0.517188 , 0.460482 , 0.305884 , 0.319615 , 0.239621 , 0.351503 , 0.317905 , 0.235519 , 0.377436 , 0.353343 , 0.269584 , 0.412764 , 0.302204 , 0.48764 , 0.288285 , 0.467882 , 0.459692 , 0.390661 , 0.365636 , 0.476144 , 0.340163 , 0.387544 , 0.538598 , 0.456082 , 0.465128 , 0.443297 , 0.215062 , 0.432372 , 0.256132 , 0.431491 , 0.214848 , 0.354393 , 0.337863 , 0.332186 , 0.387894 , 0.342282 , 0.366154 , 0.39893 , 0.364852 , 0.474725 , 0.534094 , 0.371591 , 0.291123 , 0.295478 , 0.333761 , 0.232772 , 0.199698 , 0.179558 , 0.120928 , 0.263247 , 0.172696 , 0.206638 , 0.326899 , 0.20739 , 0.253488 , 0.243528 , 0.35657 , 0.399759 , 0.258873 , 0.451009 , 0.48311 , 0.444056 , 0.390059 , 0.285026 , 0.112874 , 0.193756 , 0.2799 , 0.372699 , 0.189505 , 0.292743 , 0.392229 , 0.40852 , 0.232162 , 0.095034 , 0.286412 , 0.230439 , 0.233258 
 1040 , 0.390723 , 0.417026 , 0.22213 , 0.395579 , 0.21754 , 0.330737 , 0.334605 , 0.408074 , 0.265635 , 0.27724 , 0.373495 , 0.495644 , 0.496145 , 0.513236 , 0.463457 , 0.456111 , 0.523853 , 0.402386 , 0.514972 , 0.457808 , 0.304369 , 0.317826 , 0.239221 , 0.350878 , 0.316591 , 0.232805 , 0.376076 , 0.352425 , 0.269328 , 0.411136 , 0.301216 , 0.486465 , 0.285151 , 0.466578 , 0.461182 , 0.390047 , 0.364575 , 0.472442 , 0.337427 , 0.384475 , 0.535808 , 0.455311 , 0.465141 , 0.442303 , 0.211078 , 0.431147 , 0.255136 , 0.43101 , 0.212547 , 0.352015 , 0.337063 , 0.329164 , 0.385216 , 0.340703 , 0.36347 , 0.397075 , 0.36126 , 0.474405 , 0.532597 , 0.369581 , 0.289325 , 0.295813 , 0.331582 , 0.229632 , 0.196684 , 0.178221 , 0.118938 , 0.260142 , 0.169289 , 0.203446 , 0.321447 , 0.203784 , 0.251248 , 0.243336 , 0.35643 , 0.399551 , 0.255675 , 0.450475 , 0.483897 , 0.441958 , 0.385899 , 0.282252 , 0.109466 , 0.19281 , 0.278904 , 0.370817 , 0.185919 , 0.290131 , 0.38952 , 0.40656 , 0.229782 , 0.087329 , 0.283695 , 0.229463 , 0.231946 
 1041 , 0.390315 , 0.415467 , 0.222258 , 0.394531 , 0.21594 , 0.328727 , 0.332865 , 0.408406 , 0.264463 , 0.277365 , 0.372081 , 0.493782 , 0.491537 , 0.507428 , 0.462508 , 0.453913 , 0.523255 , 0.400966 , 0.51248 , 0.45482 , 0.302661 , 0.315942 , 0.238671 , 0.350335 , 0.315113 , 0.2299 , 0.374456 , 0.351406 , 0.26911 , 0.409502 , 0.300064 , 0.48507 , 0.281784 , 0.465073 , 0.463076 , 0.389421 , 0.363505 , 0.46861 , 0.334529 , 0.381126 , 0.532665 , 0.455042 , 0.465138 , 0.441311 , 0.206745 , 0.429747 , 0.254178 , 0.430595 , 0.210145 , 0.349291 , 0.336134 , 0.325868 , 0.382392 , 0.33913 , 0.360457 , 0.39519 , 0.357175 , 0.474053 , 0.530799 , 0.367225 , 0.287468 , 0.296285 , 0.329288 , 0.226363 , 0.193451 , 0.17677 , 0.116741 , 0.256736 , 0.16563 , 0.200036 , 0.315466 , 0.199899 , 0.248885 , 0.243272 , 0.356437 , 0.3994 , 0.252337 , 0.449854 , 0.484893 , 0.439432 , 0.381302 , 0.279147 , 0.105745 , 0.191793 , 0.277763 , 0.368805 , 0.182056 , 0.287285 , 0.386673 , 0.404692 , 0.22725 , 0.079007 , 0.280746 , 0.228432 , 0.230755 
 1042 , 0.389316 , 0.415272 , 0.22077 , 0.393072 , 0.210069 , 0.328611 , 0.327977 , 0.406524 , 0.263843 , 0.27308 , 0.369442 , 0.490166 , 0.488226 , 0.505643 , 0.46033 , 0.453634 , 0.520584 , 0.39594 , 0.508949 , 0.455691 , 0.299624 , 0.31318 , 0.232765 , 0.349079 , 0.316453 , 0.227878 , 0.37414 , 0.34919 , 0.268625 , 0.409607 , 0.29852 , 0.487279 , 0.279012 , 0.463211 , 0.462401 , 0.387624 , 0.363066 , 0.466987 , 0.332603 , 0.378308 , 0.530135 , 0.455489 , 0.464518 , 0.44043 , 0.206215 , 0.426731 , 0.254259 , 0.430213 , 0.208795 , 0.347674 , 0.333916 , 0.323855 , 0.380934 , 0.338979 , 0.358375 , 0.394366 , 0.355266 , 0.473448 , 0.529645 , 0.364321 , 0.287832 , 0.29788 , 0.327638 , 0.225063 , 0.191078 , 0.17368 , 0.11261 , 0.252057 , 0.162235 , 0.199127 , 0.312533 , 0.198493 , 0.247347 , 0.241121 , 0.359127 , 0.398906 , 0.251711 , 0.448838 , 0.485338 , 0.437843 , 0.378321 , 0.278026 , 0.102359 , 0.187557 , 0.275707 , 0.368208 , 0.179436 , 0.284592 , 0.38405 , 0.403375 , 0.225409 , 0.084041 , 0.279711 , 0.2281 , 0.230008 
 1043 , 0.388614 , 0.417606 , 0.219167 , 0.391087 , 0.20315 , 0.329061 , 0.326332 , 0.406214 , 0.263763 , 0.269795 , 0.367055 , 0.485023 , 0.489551 , 0.507034 , 0.457236 , 0.451982 , 0.518929 , 0.392697 , 0.506667 , 0.457 , 0.298015 , 0.308457 , 0.226344 , 0.347479 , 0.318291 , 0.226534 , 0.374665 , 0.347368 , 0.267093 , 0.409878 , 0.296804 , 0.488786 , 0.276005 , 0.460782 , 0.460069 , 0.383563 , 0.3622 , 0.46601 , 0.331554 , 0.377432 , 0.529953 , 0.45492 , 0.463 , 0.439982 , 0.206703 , 0.422657 , 0.253962 , 0.428316 , 0.207854 , 0.347512 , 0.330232 , 0.324546 , 0.380082 , 0.337239 , 0.356927 , 0.392069 , 0.354702 , 0.472559 , 0.528861 , 0.363241 , 0.288678 , 0.298309 , 0.325292 , 0.223184 , 0.189213 , 0.169644 , 0.108036 , 0.24751 , 0.15926 , 0.198943 , 0.311395 , 0.198229 , 0.245305 , 0.238488 , 0.360375 , 0.397421 , 0.251044 , 0.447349 , 0.484421 , 0.436227 , 0.376307 , 0.276515 , 0.098791 , 0.182762 , 0.272354 , 0.367206 , 0.1769 , 0.279996 , 0.382241 , 0.400424 , 0.223688 , 0.090959 , 0.278399 , 0.22707 , 0.229249 
 1044 , 0.388123 , 0.421599 , 0.217523 , 0.388732 , 0.195599 , 0.329772 , 0.326907 , 0.40707 , 0.263987 , 0.267291 , 0.364802 , 0.478828 , 0.493881 , 0.510272 , 0.453521 , 0.449273 , 0.517995 , 0.390686 , 0.505158 , 0.458373 , 0.297352 , 0.302433 , 0.219693 , 0.345625 , 0.320331 , 0.225508 , 0.375653 , 0.345796 , 0.264859 , 0.410139 , 0.294939 , 0.489653 , 0.272713 , 0.45794 , 0.456753 , 0.37802 , 0.36098 , 0.465257 , 0.330952 , 0.377731 , 0.531232 , 0.45362 , 0.460904 , 0.439792 , 0.207603 , 0.417895 , 0.253326 , 0.425375 , 0.207079 , 0.348189 , 0.325602 , 0.326966 , 0.379501 , 0.334329 , 0.355761 , 0.388687 , 0.35483 , 0.471472 , 0.528236 , 0.363327 , 0.289714 , 0.297915 , 0.322377 , 0.220742 , 0.187541 , 0.164975 , 0.103136 , 0.242941 , 0.156419 , 0.199067 , 0.311152 , 0.198523 , 0.242823 , 0.235579 , 0.360547 , 0.395276 , 0.250127 , 0.445509 , 0.482618 , 0.434469 , 0.374728 , 0.274562 , 0.094947 , 0.177635 , 0.268144 , 0.365805 , 0.174245 , 0.27409 , 0.380858 , 0.396305 , 0.221922 , 0.098488 , 0.276745 , 0.225502 , 0.228419 
 1045 , 0.387414 , 0.421112 , 0.213589 , 0.385827 , 0.190838 , 0.329798 , 0.328454 , 0.408388 , 0.259098 , 0.266916 , 0.364578 , 0.475448 , 0.495963 , 0.513861 , 0.450146 , 0.445876 , 0.513953 , 0.391048 , 0.504686 , 0.456678 , 0.29416 , 0.296901 , 0.215334 , 0.341892 , 0.317593 , 0.223053 , 0.373766 , 0.344575 , 0.260803 , 0.409713 , 0.292409 , 0.487523 , 0.2707 , 0.454311 , 0.453963 , 0.374015 , 0.360544 , 0.464837 , 0.330494 , 0.378344 , 0.532632 , 0.453943 , 0.458252 , 0.438629 , 0.205444 , 0.414127 , 0.251949 , 0.422994 , 0.205509 , 0.348385 , 0.320794 , 0.329523 , 0.378947 , 0.330854 , 0.354032 , 0.385781 , 0.354274 , 0.471087 , 0.528401 , 0.362722 , 0.288605 , 0.296121 , 0.320433 , 0.217964 , 0.184994 , 0.161233 , 0.098036 , 0.238452 , 0.153842 , 0.1972 , 0.31133 , 0.19718 , 0.239213 , 0.231927 , 0.358997 , 0.391959 , 0.248723 , 0.442092 , 0.481535 , 0.432891 , 0.373707 , 0.270595 , 0.091058 , 0.173169 , 0.263545 , 0.363391 , 0.171326 , 0.269139 , 0.38001 , 0.392038 , 0.219347 , 0.099603 , 0.273481 , 0.222876 , 0.227539 
