  time  ,:33:22 A,:33:41 A,:33:49 A,:33:56 A,:34:03 A,:34:38 A,:34:45 A,:34:51 A,:34:58 A,:35:05 A,:35:39 A,:35:47 A,:35:55 A,:36:03 A,:36:08 A,:36:46 A,:36:54 A,:37:02 A,:37:11 A,:37:19 A,:38:00 A,:38:07 A,:38:13 A,:38:20 A,:38:28 A,:40:17 A,:40:26 A,:40:33 A,:40:41 A,:40:48 A,:41:34 A,:41:43 A,:41:51 A,:42:02 A,:42:09 A,:42:49 A,:42:56 A,:43:02 A,:43:09 A,:43:17 A,:44:02 A,:44:09 A,:44:17 A,:44:25 A,:44:33 A,:45:26 A,:45:34 A,:45:42 A,:45:51 A,:46:03 A,:46:54 A,:47:02 A,:47:09 A,:47:17 A,:47:25 A,:48:21 A,:48:29 A,:48:35 A,:48:43 A,:48:52 A,:49:38 A,:49:46 A,:49:54 A,:50:04 A,:50:12 A,:51:02 A,:51:09 A,:51:17 A,:51:26 A,:51:34 A,:51:43 A,:51:51 A,:51:59 A,:52:07 A,:52:15 A,:53:05 A,:53:15 A,:53:24 A,:53:31 A,:53:38 A,:54:59 A,:55:07 A,:55:15 A,:55:22 A,:55:31 A,:57:31 A,:57:36 A,:57:43 A,:57:52 A,:57:58 A,:00:41 A,:00:47 A,:00:54 A,:01:00 A,:01:07 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1008 , 0.39481 , 0.423806 , 0.261792 , 0.415705 , 0.247059 , 0.35885 , 0.353912 , 0.432794 , 0.291863 , 0.306602 , 0.391941 , 0.482605 , 0.510757 , 0.509188 , 0.468741 , 0.453852 , 0.523758 , 0.418824 , 0.519283 , 0.47216 , 0.326329 , 0.336036 , 0.267923 , 0.368251 , 0.343136 , 0.264686 , 0.394366 , 0.368645 , 0.301064 , 0.430719 , 0.322991 , 0.496581 , 0.324403 , 0.47381 , 0.471272 , 0.409848 , 0.391666 , 0.486624 , 0.361669 , 0.407454 , 0.532697 , 0.468497 , 0.475617 , 0.458771 , 0.252797 , 0.443851 , 0.289894 , 0.449702 , 0.252222 , 0.378202 , 0.356112 , 0.358781 , 0.416774 , 0.365544 , 0.389934 , 0.425431 , 0.383859 , 0.490912 , 0.535422 , 0.395222 , 0.316821 , 0.330123 , 0.358169 , 0.268517 , 0.236596 , 0.2165 , 0.160383 , 0.289113 , 0.21265 , 0.246072 , 0.3531 , 0.250191 , 0.291794 , 0.277687 , 0.388722 , 0.41658 , 0.294557 , 0.459134 , 0.491531 , 0.451965 , 0.405848 , 0.312834 , 0.157658 , 0.229308 , 0.309077 , 0.393841 , 0.226707 , 0.319803 , 0.405392 , 0.424331 , 0.266523 , 0.164958 , 0.311702 , 0.266886 , 0.277712 
 1009 , 0.394859 , 0.425027 , 0.261668 , 0.414251 , 0.246478 , 0.360108 , 0.353528 , 0.432026 , 0.29153 , 0.306078 , 0.39175 , 0.482592 , 0.511062 , 0.509139 , 0.46993 , 0.454215 , 0.525016 , 0.418484 , 0.518866 , 0.471978 , 0.326206 , 0.336315 , 0.267631 , 0.368562 , 0.342614 , 0.265196 , 0.393835 , 0.368206 , 0.300484 , 0.431464 , 0.32241 , 0.495747 , 0.323915 , 0.473945 , 0.471547 , 0.410437 , 0.391531 , 0.486825 , 0.360564 , 0.407964 , 0.533807 , 0.468063 , 0.477572 , 0.457999 , 0.252147 , 0.443258 , 0.289533 , 0.449901 , 0.251192 , 0.376916 , 0.355145 , 0.358466 , 0.415675 , 0.364441 , 0.38979 , 0.42524 , 0.382891 , 0.490565 , 0.535324 , 0.394197 , 0.315742 , 0.330346 , 0.357586 , 0.268149 , 0.235727 , 0.215935 , 0.159008 , 0.287853 , 0.212102 , 0.245204 , 0.352791 , 0.249962 , 0.291256 , 0.277452 , 0.388279 , 0.416505 , 0.293822 , 0.460247 , 0.49004 , 0.451624 , 0.405779 , 0.312515 , 0.156779 , 0.228634 , 0.308425 , 0.393492 , 0.226043 , 0.319258 , 0.405379 , 0.423904 , 0.265907 , 0.164021 , 0.311222 , 0.265564 , 0.276253 
 1010 , 0.394712 , 0.426665 , 0.261281 , 0.412932 , 0.245769 , 0.361622 , 0.352584 , 0.431478 , 0.290737 , 0.30603 , 0.39136 , 0.482263 , 0.511894 , 0.509803 , 0.470366 , 0.454761 , 0.526157 , 0.418594 , 0.518948 , 0.471496 , 0.326486 , 0.33593 , 0.266499 , 0.36925 , 0.342166 , 0.265064 , 0.39327 , 0.367939 , 0.300063 , 0.432395 , 0.321099 , 0.494679 , 0.323321 , 0.473749 , 0.472738 , 0.410641 , 0.391391 , 0.487207 , 0.360149 , 0.407858 , 0.534066 , 0.467831 , 0.476939 , 0.457051 , 0.252061 , 0.44305 , 0.288965 , 0.45011 , 0.250788 , 0.376953 , 0.354869 , 0.358682 , 0.415092 , 0.36347 , 0.390236 , 0.42473 , 0.381878 , 0.490521 , 0.535733 , 0.393326 , 0.315144 , 0.329819 , 0.357765 , 0.267966 , 0.235083 , 0.215302 , 0.157806 , 0.287429 , 0.211188 , 0.244665 , 0.352509 , 0.249546 , 0.29035 , 0.277267 , 0.387552 , 0.416603 , 0.293627 , 0.460797 , 0.489529 , 0.451065 , 0.40561 , 0.312585 , 0.15584 , 0.227973 , 0.308065 , 0.392939 , 0.224977 , 0.319314 , 0.405442 , 0.423519 , 0.265557 , 0.163312 , 0.311049 , 0.264271 , 0.27522 
 1011 , 0.394443 , 0.428324 , 0.260774 , 0.412177 , 0.244914 , 0.363011 , 0.351348 , 0.431379 , 0.289745 , 0.306323 , 0.391345 , 0.481907 , 0.512958 , 0.510753 , 0.470313 , 0.455559 , 0.527188 , 0.419261 , 0.519655 , 0.470726 , 0.327074 , 0.335245 , 0.265115 , 0.369932 , 0.341685 , 0.264415 , 0.392757 , 0.367883 , 0.299715 , 0.433365 , 0.319372 , 0.493401 , 0.322696 , 0.473349 , 0.474655 , 0.410603 , 0.391201 , 0.487747 , 0.360225 , 0.407411 , 0.533759 , 0.467784 , 0.47433 , 0.456028 , 0.252253 , 0.44311 , 0.288327 , 0.450356 , 0.250711 , 0.37799 , 0.355071 , 0.359344 , 0.4151 , 0.362673 , 0.391251 , 0.42407 , 0.380901 , 0.490777 , 0.536395 , 0.392738 , 0.314981 , 0.328886 , 0.358457 , 0.267957 , 0.234688 , 0.214631 , 0.156813 , 0.287628 , 0.210152 , 0.244364 , 0.352292 , 0.248993 , 0.289295 , 0.277027 , 0.386722 , 0.416762 , 0.293855 , 0.4609 , 0.489902 , 0.450362 , 0.405456 , 0.312932 , 0.15477 , 0.227336 , 0.308029 , 0.392469 , 0.223607 , 0.319803 , 0.405574 , 0.423271 , 0.265496 , 0.162772 , 0.311233 , 0.263104 , 0.274591 
 1012 , 0.394345 , 0.42932 , 0.26053 , 0.411973 , 0.244877 , 0.363106 , 0.35089 , 0.431895 , 0.288082 , 0.307528 , 0.39147 , 0.482455 , 0.513124 , 0.511418 , 0.469994 , 0.455622 , 0.527666 , 0.419315 , 0.520536 , 0.470307 , 0.327887 , 0.334755 , 0.263986 , 0.37033 , 0.34106 , 0.263442 , 0.392439 , 0.368074 , 0.299299 , 0.433925 , 0.318233 , 0.492572 , 0.321576 , 0.472744 , 0.476231 , 0.410536 , 0.390964 , 0.488316 , 0.360819 , 0.407049 , 0.53339 , 0.468245 , 0.472081 , 0.454872 , 0.252307 , 0.443111 , 0.287432 , 0.450529 , 0.250819 , 0.379204 , 0.355339 , 0.360101 , 0.415366 , 0.362057 , 0.392076 , 0.423358 , 0.380385 , 0.491522 , 0.536864 , 0.392895 , 0.315183 , 0.32835 , 0.35917 , 0.267979 , 0.234528 , 0.214076 , 0.156573 , 0.288188 , 0.208995 , 0.244071 , 0.352433 , 0.248651 , 0.288875 , 0.276471 , 0.386446 , 0.41731 , 0.2937 , 0.460633 , 0.490391 , 0.44976 , 0.404818 , 0.312965 , 0.154017 , 0.226724 , 0.308147 , 0.392358 , 0.222555 , 0.320301 , 0.405455 , 0.42329 , 0.265698 , 0.162566 , 0.311047 , 0.262342 , 0.274228 
 1013 , 0.394514 , 0.429402 , 0.260411 , 0.412018 , 0.245926 , 0.361701 , 0.351211 , 0.432597 , 0.285954 , 0.309246 , 0.391276 , 0.483808 , 0.512757 , 0.512038 , 0.469273 , 0.45527 , 0.527592 , 0.418819 , 0.52109 , 0.470248 , 0.328675 , 0.33457 , 0.263305 , 0.370646 , 0.340653 , 0.262374 , 0.392613 , 0.36839 , 0.2989 , 0.434116 , 0.318023 , 0.492741 , 0.320086 , 0.472249 , 0.4771 , 0.410467 , 0.390957 , 0.488727 , 0.362032 , 0.406891 , 0.533099 , 0.469286 , 0.470911 , 0.454283 , 0.252078 , 0.443055 , 0.286272 , 0.450494 , 0.251003 , 0.379973 , 0.355199 , 0.360732 , 0.415643 , 0.361544 , 0.392188 , 0.422482 , 0.380505 , 0.492572 , 0.537144 , 0.393839 , 0.315635 , 0.328287 , 0.359557 , 0.267881 , 0.234299 , 0.213807 , 0.156964 , 0.288998 , 0.207681 , 0.243807 , 0.352949 , 0.248671 , 0.289217 , 0.27567 , 0.3867 , 0.418144 , 0.293149 , 0.459809 , 0.490721 , 0.449444 , 0.404197 , 0.312484 , 0.15367 , 0.226135 , 0.308165 , 0.392551 , 0.221978 , 0.320767 , 0.405079 , 0.42372 , 0.266056 , 0.162615 , 0.310465 , 0.26213 , 0.274095 
 1014 , 0.394908 , 0.428954 , 0.259853 , 0.411139 , 0.247559 , 0.359918 , 0.351392 , 0.432046 , 0.284359 , 0.309829 , 0.389794 , 0.484739 , 0.513527 , 0.513352 , 0.468214 , 0.455927 , 0.527598 , 0.418607 , 0.520287 , 0.470167 , 0.328826 , 0.334617 , 0.263082 , 0.371523 , 0.341183 , 0.261881 , 0.393525 , 0.368368 , 0.298693 , 0.434463 , 0.31863 , 0.494291 , 0.318918 , 0.472596 , 0.477121 , 0.41047 , 0.391672 , 0.488708 , 0.363442 , 0.407021 , 0.533182 , 0.470467 , 0.471488 , 0.45557 , 0.251515 , 0.443007 , 0.285053 , 0.450061 , 0.250876 , 0.379103 , 0.35379 , 0.360819 , 0.415196 , 0.360756 , 0.390977 , 0.421255 , 0.380975 , 0.493052 , 0.537445 , 0.394765 , 0.315706 , 0.328344 , 0.35906 , 0.267402 , 0.233231 , 0.213951 , 0.156852 , 0.289441 , 0.206233 , 0.243622 , 0.353439 , 0.249055 , 0.289792 , 0.275082 , 0.386765 , 0.41867 , 0.292634 , 0.458556 , 0.490304 , 0.449604 , 0.404974 , 0.31155 , 0.153497 , 0.225519 , 0.307425 , 0.392517 , 0.221726 , 0.321165 , 0.404705 , 0.424491 , 0.266093 , 0.162404 , 0.309879 , 0.262187 , 0.273793 
 1015 , 0.395288 , 0.428775 , 0.259372 , 0.41048 , 0.249106 , 0.358649 , 0.351391 , 0.431464 , 0.283195 , 0.309838 , 0.388369 , 0.485339 , 0.51405 , 0.514633 , 0.467226 , 0.457117 , 0.527801 , 0.418716 , 0.519641 , 0.470385 , 0.328377 , 0.334463 , 0.262719 , 0.372268 , 0.342159 , 0.261328 , 0.394524 , 0.368194 , 0.2986 , 0.434717 , 0.319201 , 0.495755 , 0.317848 , 0.472986 , 0.47716 , 0.410405 , 0.392192 , 0.488698 , 0.364803 , 0.407246 , 0.533235 , 0.471494 , 0.47219 , 0.456847 , 0.251231 , 0.44314 , 0.283972 , 0.449602 , 0.250472 , 0.378247 , 0.352187 , 0.360736 , 0.414686 , 0.360134 , 0.389585 , 0.420176 , 0.381431 , 0.493512 , 0.537553 , 0.395696 , 0.315717 , 0.328402 , 0.358423 , 0.266868 , 0.231983 , 0.214008 , 0.15658 , 0.289807 , 0.20482 , 0.243371 , 0.353829 , 0.249144 , 0.290321 , 0.274514 , 0.386739 , 0.419111 , 0.292145 , 0.457348 , 0.489914 , 0.449846 , 0.40593 , 0.31074 , 0.153164 , 0.224889 , 0.306497 , 0.39243 , 0.221523 , 0.321351 , 0.404564 , 0.425259 , 0.265966 , 0.16222 , 0.309349 , 0.262023 , 0.273543 
 1016 , 0.395584 , 0.429709 , 0.259298 , 0.410852 , 0.250077 , 0.359652 , 0.350676 , 0.430875 , 0.284001 , 0.307524 , 0.38736 , 0.484484 , 0.513484 , 0.515585 , 0.466662 , 0.460327 , 0.52879 , 0.420167 , 0.51975 , 0.471762 , 0.325572 , 0.333519 , 0.261883 , 0.372387 , 0.344823 , 0.260603 , 0.395728 , 0.367418 , 0.298974 , 0.434545 , 0.31955 , 0.496622 , 0.31731 , 0.473475 , 0.477232 , 0.410112 , 0.391864 , 0.488781 , 0.365769 , 0.40786 , 0.533156 , 0.471718 , 0.473287 , 0.457868 , 0.252134 , 0.444011 , 0.283593 , 0.449098 , 0.248979 , 0.377593 , 0.350024 , 0.359972 , 0.414001 , 0.360273 , 0.387667 , 0.419848 , 0.381765 , 0.493812 , 0.536863 , 0.396512 , 0.315485 , 0.328476 , 0.357313 , 0.266192 , 0.230204 , 0.213694 , 0.155713 , 0.289835 , 0.203764 , 0.242907 , 0.353768 , 0.248032 , 0.290606 , 0.27414 , 0.386325 , 0.41917 , 0.291861 , 0.456513 , 0.489709 , 0.450384 , 0.407446 , 0.31056 , 0.152219 , 0.22427 , 0.304952 , 0.392153 , 0.221535 , 0.320641 , 0.405401 , 0.425901 , 0.265176 , 0.162174 , 0.309168 , 0.260985 , 0.273575 
 1017 , 0.396153 , 0.430863 , 0.260288 , 0.411161 , 0.250104 , 0.361053 , 0.350354 , 0.430782 , 0.284306 , 0.306087 , 0.387319 , 0.483636 , 0.512799 , 0.515771 , 0.465718 , 0.4597 , 0.529158 , 0.420328 , 0.521657 , 0.473534 , 0.323992 , 0.332562 , 0.260659 , 0.372663 , 0.345164 , 0.25966 , 0.395411 , 0.367555 , 0.299403 , 0.433571 , 0.319695 , 0.495811 , 0.31634 , 0.473534 , 0.476976 , 0.410533 , 0.391353 , 0.49054 , 0.365526 , 0.40878 , 0.534002 , 0.472535 , 0.474514 , 0.456665 , 0.253057 , 0.445351 , 0.28391 , 0.449214 , 0.247899 , 0.377255 , 0.349543 , 0.359507 , 0.413668 , 0.360475 , 0.387024 , 0.420792 , 0.380742 , 0.493537 , 0.536792 , 0.397855 , 0.315197 , 0.329207 , 0.357528 , 0.265094 , 0.228725 , 0.212824 , 0.155183 , 0.289288 , 0.203376 , 0.241692 , 0.354041 , 0.246888 , 0.290029 , 0.273858 , 0.386145 , 0.419624 , 0.291311 , 0.457011 , 0.48956 , 0.451495 , 0.406883 , 0.310749 , 0.151288 , 0.223417 , 0.304077 , 0.392214 , 0.221255 , 0.319538 , 0.405746 , 0.426654 , 0.264196 , 0.162276 , 0.308877 , 0.259604 , 0.273249 
 1018 , 0.396766 , 0.43208 , 0.261368 , 0.411484 , 0.250105 , 0.36254 , 0.350024 , 0.430701 , 0.284619 , 0.304579 , 0.387295 , 0.482735 , 0.512064 , 0.515941 , 0.464713 , 0.458968 , 0.529539 , 0.42047 , 0.523706 , 0.475416 , 0.32235 , 0.331549 , 0.259361 , 0.372955 , 0.345475 , 0.25865 , 0.395041 , 0.367719 , 0.29986 , 0.432526 , 0.319845 , 0.494917 , 0.315315 , 0.473579 , 0.476706 , 0.410987 , 0.390807 , 0.492432 , 0.365252 , 0.40976 , 0.534913 , 0.473409 , 0.475807 , 0.455343 , 0.254025 , 0.446773 , 0.284254 , 0.449353 , 0.246763 , 0.3769 , 0.349068 , 0.359016 , 0.413321 , 0.360684 , 0.38637 , 0.421823 , 0.379644 , 0.493237 , 0.536719 , 0.399289 , 0.314893 , 0.329995 , 0.357777 , 0.263929 , 0.227174 , 0.211896 , 0.154634 , 0.288697 , 0.202973 , 0.240401 , 0.354329 , 0.245681 , 0.289408 , 0.273557 , 0.385961 , 0.420111 , 0.290711 , 0.457558 , 0.489411 , 0.452675 , 0.406249 , 0.310948 , 0.150298 , 0.222512 , 0.303164 , 0.392285 , 0.220957 , 0.318373 , 0.406098 , 0.427448 , 0.263149 , 0.162386 , 0.308563 , 0.258134 , 0.27289 
 1019 , 0.396807 , 0.431655 , 0.261175 , 0.410953 , 0.247967 , 0.362362 , 0.349186 , 0.430855 , 0.284824 , 0.303832 , 0.386887 , 0.483653 , 0.513003 , 0.516221 , 0.464802 , 0.458466 , 0.528043 , 0.419965 , 0.524182 , 0.47435 , 0.322047 , 0.331765 , 0.258296 , 0.371967 , 0.343675 , 0.258441 , 0.393973 , 0.367633 , 0.300759 , 0.431907 , 0.318614 , 0.493957 , 0.31505 , 0.47304 , 0.477034 , 0.411513 , 0.390968 , 0.493484 , 0.363464 , 0.409435 , 0.536161 , 0.473658 , 0.476391 , 0.454448 , 0.254895 , 0.447369 , 0.284195 , 0.449731 , 0.24536 , 0.376149 , 0.349123 , 0.35869 , 0.412345 , 0.359446 , 0.386471 , 0.422037 , 0.377893 , 0.491765 , 0.537314 , 0.398671 , 0.31442 , 0.329365 , 0.35777 , 0.263215 , 0.225035 , 0.211286 , 0.15345 , 0.287596 , 0.202614 , 0.23777 , 0.353695 , 0.244434 , 0.287709 , 0.272713 , 0.385539 , 0.41938 , 0.290909 , 0.458133 , 0.48934 , 0.452861 , 0.405769 , 0.310112 , 0.149488 , 0.221666 , 0.302504 , 0.392108 , 0.220161 , 0.317285 , 0.406229 , 0.428468 , 0.262277 , 0.160932 , 0.307933 , 0.257219 , 0.271693 
 1020 , 0.39651 , 0.432578 , 0.259621 , 0.41095 , 0.24568 , 0.362266 , 0.34917 , 0.430199 , 0.285289 , 0.303585 , 0.386437 , 0.485118 , 0.513714 , 0.517217 , 0.466223 , 0.459666 , 0.527447 , 0.419211 , 0.524885 , 0.473266 , 0.321123 , 0.33177 , 0.256996 , 0.369725 , 0.342707 , 0.257993 , 0.392559 , 0.366198 , 0.301256 , 0.431871 , 0.316863 , 0.493493 , 0.314869 , 0.472843 , 0.477873 , 0.410887 , 0.390249 , 0.492881 , 0.362222 , 0.408053 , 0.536775 , 0.472433 , 0.476188 , 0.45461 , 0.255828 , 0.446873 , 0.283263 , 0.449927 , 0.24378 , 0.375816 , 0.348772 , 0.357886 , 0.411467 , 0.358555 , 0.386292 , 0.421534 , 0.377343 , 0.490148 , 0.536737 , 0.396775 , 0.314251 , 0.328261 , 0.356895 , 0.263017 , 0.222891 , 0.210742 , 0.152067 , 0.286532 , 0.201969 , 0.23562 , 0.352692 , 0.243092 , 0.286381 , 0.271631 , 0.385497 , 0.418542 , 0.291108 , 0.457791 , 0.490022 , 0.452919 , 0.405573 , 0.308918 , 0.148425 , 0.220719 , 0.301325 , 0.391814 , 0.2194 , 0.316321 , 0.407182 , 0.428634 , 0.261906 , 0.159243 , 0.306803 , 0.256548 , 0.270186 
 1021 , 0.396065 , 0.434269 , 0.257426 , 0.41124 , 0.243321 , 0.362272 , 0.349572 , 0.429117 , 0.285903 , 0.303534 , 0.385965 , 0.486825 , 0.514264 , 0.518586 , 0.468289 , 0.461727 , 0.527332 , 0.418334 , 0.5258 , 0.472263 , 0.319797 , 0.331625 , 0.255528 , 0.366848 , 0.342199 , 0.257369 , 0.390965 , 0.364076 , 0.301553 , 0.432092 , 0.314868 , 0.493254 , 0.314684 , 0.47282 , 0.478965 , 0.409677 , 0.389053 , 0.491489 , 0.36126 , 0.406178 , 0.537083 , 0.470485 , 0.47563 , 0.455272 , 0.256825 , 0.445856 , 0.281897 , 0.450026 , 0.242061 , 0.375688 , 0.348186 , 0.356811 , 0.410633 , 0.357849 , 0.38594 , 0.420688 , 0.377372 , 0.488464 , 0.535546 , 0.3943 , 0.314235 , 0.326942 , 0.355577 , 0.263039 , 0.220684 , 0.210192 , 0.150568 , 0.285473 , 0.201156 , 0.23367 , 0.351508 , 0.241644 , 0.28522 , 0.270418 , 0.385643 , 0.417676 , 0.291282 , 0.457 , 0.491077 , 0.452956 , 0.405494 , 0.307558 , 0.147207 , 0.219691 , 0.299844 , 0.391452 , 0.218653 , 0.315374 , 0.408576 , 0.428377 , 0.261761 , 0.157446 , 0.305419 , 0.255939 , 0.268513 
 1022 , 0.395729 , 0.434664 , 0.255201 , 0.412004 , 0.241912 , 0.36013 , 0.350442 , 0.428203 , 0.286382 , 0.303963 , 0.386663 , 0.487172 , 0.514847 , 0.519082 , 0.469376 , 0.462662 , 0.528332 , 0.418237 , 0.527559 , 0.471512 , 0.319452 , 0.331618 , 0.254631 , 0.364936 , 0.340964 , 0.256273 , 0.389358 , 0.362298 , 0.30111 , 0.43195 , 0.313657 , 0.493202 , 0.314285 , 0.473408 , 0.479418 , 0.408295 , 0.387734 , 0.490501 , 0.36084 , 0.404954 , 0.53724 , 0.468976 , 0.474727 , 0.456245 , 0.254326 , 0.445004 , 0.280226 , 0.450045 , 0.240182 , 0.375232 , 0.347678 , 0.355768 , 0.409931 , 0.3576 , 0.385744 , 0.4196 , 0.37728 , 0.486951 , 0.53459 , 0.392807 , 0.314595 , 0.326179 , 0.354443 , 0.262562 , 0.219297 , 0.208944 , 0.149119 , 0.284784 , 0.20003 , 0.233081 , 0.35022 , 0.240175 , 0.284302 , 0.269238 , 0.385243 , 0.417273 , 0.290617 , 0.455802 , 0.492257 , 0.453716 , 0.404726 , 0.306886 , 0.14619 , 0.218803 , 0.298764 , 0.391133 , 0.217573 , 0.3145 , 0.409481 , 0.42762 , 0.261668 , 0.15596 , 0.304204 , 0.255848 , 0.266778 
 1023 , 0.395441 , 0.433259 , 0.253112 , 0.413011 , 0.240703 , 0.356525 , 0.351199 , 0.427915 , 0.286658 , 0.304241 , 0.38811 , 0.486121 , 0.514533 , 0.518093 , 0.469389 , 0.463118 , 0.529417 , 0.418825 , 0.528288 , 0.471186 , 0.319532 , 0.331897 , 0.254895 , 0.363336 , 0.338676 , 0.255099 , 0.387678 , 0.361247 , 0.300318 , 0.431317 , 0.312823 , 0.492989 , 0.313838 , 0.473395 , 0.479647 , 0.407165 , 0.386669 , 0.490425 , 0.360594 , 0.40462 , 0.537066 , 0.468526 , 0.474036 , 0.457139 , 0.249506 , 0.444761 , 0.278673 , 0.450036 , 0.238011 , 0.374431 , 0.347099 , 0.354881 , 0.408879 , 0.357166 , 0.385514 , 0.418095 , 0.376526 , 0.48548 , 0.534527 , 0.392096 , 0.314593 , 0.325213 , 0.353427 , 0.261567 , 0.218385 , 0.207067 , 0.14768 , 0.284272 , 0.198663 , 0.233162 , 0.349035 , 0.238487 , 0.28297 , 0.26794 , 0.384117 , 0.41708 , 0.289165 , 0.454568 , 0.492907 , 0.454981 , 0.403572 , 0.306615 , 0.145325 , 0.217966 , 0.297931 , 0.390624 , 0.216068 , 0.313445 , 0.409241 , 0.426804 , 0.260875 , 0.154453 , 0.30294 , 0.255829 , 0.265096 
 1024 , 0.395095 , 0.430209 , 0.251209 , 0.413964 , 0.238815 , 0.352663 , 0.35129 , 0.428507 , 0.286749 , 0.303794 , 0.389625 , 0.484135 , 0.512724 , 0.515551 , 0.468658 , 0.463963 , 0.529521 , 0.419771 , 0.526453 , 0.471301 , 0.319328 , 0.332511 , 0.256495 , 0.361239 , 0.335376 , 0.254253 , 0.385871 , 0.361017 , 0.299703 , 0.430247 , 0.311787 , 0.492311 , 0.31354 , 0.471759 , 0.480145 , 0.406601 , 0.386144 , 0.491422 , 0.360083 , 0.40507 , 0.536504 , 0.469345 , 0.474039 , 0.457585 , 0.244374 , 0.445361 , 0.277613 , 0.450069 , 0.235492 , 0.373399 , 0.346316 , 0.354188 , 0.407077 , 0.35596 , 0.385089 , 0.416118 , 0.374772 , 0.48388 , 0.535709 , 0.39162 , 0.313623 , 0.323305 , 0.352383 , 0.260225 , 0.217398 , 0.204851 , 0.146167 , 0.283642 , 0.197189 , 0.232957 , 0.348088 , 0.236432 , 0.280701 , 0.266368 , 0.382351 , 0.41676 , 0.287251 , 0.453665 , 0.492591 , 0.456384 , 0.402465 , 0.306298 , 0.144483 , 0.217055 , 0.297073 , 0.389752 , 0.214171 , 0.312003 , 0.407617 , 0.426391 , 0.258884 , 0.152545 , 0.301399 , 0.25539 , 0.263535 
 1025 , 0.394642 , 0.427362 , 0.249013 , 0.414481 , 0.236532 , 0.350255 , 0.350725 , 0.428703 , 0.286149 , 0.302728 , 0.389895 , 0.481973 , 0.51137 , 0.513378 , 0.467669 , 0.464231 , 0.530281 , 0.4198 , 0.52399 , 0.472041 , 0.318729 , 0.333053 , 0.257795 , 0.35971 , 0.33276 , 0.253156 , 0.384023 , 0.360765 , 0.299062 , 0.429599 , 0.310475 , 0.491054 , 0.312737 , 0.469938 , 0.480588 , 0.40608 , 0.385561 , 0.492287 , 0.359501 , 0.405101 , 0.53581 , 0.470262 , 0.473973 , 0.457381 , 0.239989 , 0.445485 , 0.276643 , 0.449616 , 0.233221 , 0.372293 , 0.345775 , 0.353451 , 0.40533 , 0.3545 , 0.384233 , 0.414303 , 0.373189 , 0.482476 , 0.536541 , 0.391229 , 0.311898 , 0.321265 , 0.351316 , 0.258437 , 0.216706 , 0.20242 , 0.14439 , 0.282788 , 0.19564 , 0.232167 , 0.34702 , 0.234359 , 0.278543 , 0.264601 , 0.380967 , 0.416197 , 0.285259 , 0.452787 , 0.491683 , 0.457959 , 0.401543 , 0.305861 , 0.1431 , 0.215644 , 0.295783 , 0.389037 , 0.21213 , 0.310538 , 0.40594 , 0.425894 , 0.256759 , 0.150484 , 0.299875 , 0.254484 , 0.261938 
 1026 , 0.394038 , 0.425188 , 0.246354 , 0.413719 , 0.233564 , 0.350917 , 0.348764 , 0.428154 , 0.284096 , 0.300449 , 0.387579 , 0.479829 , 0.511303 , 0.512141 , 0.466257 , 0.463114 , 0.532209 , 0.418043 , 0.520689 , 0.4737 , 0.317481 , 0.33337 , 0.25809 , 0.359732 , 0.332005 , 0.25165 , 0.382474 , 0.360399 , 0.29834 , 0.429792 , 0.308711 , 0.488745 , 0.310902 , 0.468144 , 0.480756 , 0.405628 , 0.384982 , 0.492682 , 0.358862 , 0.404224 , 0.53494 , 0.471249 , 0.473783 , 0.45576 , 0.237425 , 0.444557 , 0.275942 , 0.448114 , 0.231627 , 0.371042 , 0.345837 , 0.35267 , 0.404002 , 0.352727 , 0.382581 , 0.413045 , 0.372122 , 0.481867 , 0.536623 , 0.391047 , 0.308978 , 0.319297 , 0.350365 , 0.255918 , 0.216652 , 0.199715 , 0.142197 , 0.281581 , 0.193987 , 0.230223 , 0.345633 , 0.232414 , 0.276977 , 0.262586 , 0.380422 , 0.415179 , 0.283257 , 0.452121 , 0.489895 , 0.45964 , 0.401062 , 0.30518 , 0.140749 , 0.213331 , 0.293723 , 0.388729 , 0.210028 , 0.309263 , 0.404453 , 0.425213 , 0.254629 , 0.148287 , 0.298575 , 0.252692 , 0.260351 
