  time  ,35:22 PM,35:34 PM,35:47 PM,35:57 PM,36:07 PM,37:07 PM,37:29 PM,37:49 PM,38:02 PM,38:14 PM,39:00 PM,39:11 PM,39:23 PM,39:38 PM,39:48 PM,41:05 PM,41:21 PM,41:34 PM,41:45 PM,41:58 PM,42:43 PM,42:58 PM,43:12 PM,43:22 PM,43:34 PM,48:04 PM,48:16 PM,48:29 PM,48:40 PM,48:50 PM,49:35 PM,49:46 PM,49:58 PM,50:11 PM,50:19 PM,51:18 PM,51:29 PM,51:46 PM,51:59 PM,52:08 PM,53:08 PM,53:19 PM,53:28 PM,53:40 PM,53:54 PM,55:10 PM,55:26 PM,55:37 PM,55:49 PM,55:58 PM,57:32 PM,57:44 PM,57:57 PM,58:06 PM,58:18 PM,59:12 PM,59:27 PM,59:39 PM,59:49 PM,59:59 PM,01:10 PM,01:22 PM,01:34 PM,01:43 PM,01:53 PM,02:40 PM,02:51 PM,03:02 PM,03:14 PM,03:23 PM,04:20 PM,04:32 PM,04:42 PM,04:52 PM,05:02 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1074 , 0.251231 , 0.312659 , 0.319129 , 0.266513 , 0.336357 , 0.415549 , 0.411731 , 0.402416 , 0.391337 , 0.41588 , 0.305012 , 0.317846 , 0.297772 , 0.357971 , 0.307237 , 0.261497 , 0.297708 , 0.24244 , 0.260631 , 0.251562 , 0.218356 , 0.425601 , 0.305697 , 0.361746 , 0.445878 , 0.33116 , 0.361714 , 0.314958 , 0.338646 , 0.300788 , 0.327438 , 0.334283 , 0.338486 , 0.339523 , 0.310509 , 0.430221 , 0.395347 , 0.419046 , 0.40232 , 0.411603 , 0.200978 , 0.219939 , 0.331909 , 0.213052 , 0.221586 , 0.305184 , 0.284084 , 0.263861 , 0.29173 , 0.2888 , 0.183226 , 0.147977 , 0.284212 , 0.303055 , 0.181504 , 0.298072 , 0.338849 , 0.34549 , 0.402406 , 0.29604 , 0.301686 , 0.297591 , 0.398908 , 0.393604 , 0.303205 , 0.19161 , 0.275154 , 0.331556 , 0.239178 , 0.193802 , 0.290832 , 0.319386 , 0.300489 , 0.283859 , 0.277154 
 1075 , 0.248749 , 0.312132 , 0.316936 , 0.26185 , 0.335937 , 0.417597 , 0.408053 , 0.397168 , 0.390107 , 0.413677 , 0.302184 , 0.317266 , 0.296497 , 0.356227 , 0.302802 , 0.257121 , 0.297381 , 0.238589 , 0.258516 , 0.2504 , 0.214614 , 0.425159 , 0.30456 , 0.359816 , 0.447334 , 0.328801 , 0.35693 , 0.315061 , 0.335724 , 0.301354 , 0.324466 , 0.329972 , 0.335607 , 0.334137 , 0.309459 , 0.422741 , 0.392258 , 0.416159 , 0.398457 , 0.40734 , 0.198147 , 0.217947 , 0.329738 , 0.210534 , 0.218224 , 0.303356 , 0.282534 , 0.261275 , 0.28836 , 0.285985 , 0.181532 , 0.144819 , 0.280201 , 0.29802 , 0.18003 , 0.296902 , 0.336927 , 0.343062 , 0.397498 , 0.296678 , 0.299522 , 0.294931 , 0.397914 , 0.392865 , 0.300161 , 0.188189 , 0.273598 , 0.329238 , 0.237705 , 0.191576 , 0.291864 , 0.31504 , 0.298233 , 0.282587 , 0.272735 
 1076 , 0.247365 , 0.310119 , 0.315134 , 0.257054 , 0.33401 , 0.417956 , 0.403839 , 0.392602 , 0.388334 , 0.411938 , 0.300675 , 0.316799 , 0.29407 , 0.35613 , 0.300419 , 0.252284 , 0.296407 , 0.234016 , 0.256958 , 0.247995 , 0.212003 , 0.425265 , 0.303759 , 0.357411 , 0.449445 , 0.327138 , 0.353687 , 0.314398 , 0.332677 , 0.300035 , 0.320501 , 0.327074 , 0.332559 , 0.328888 , 0.307974 , 0.418543 , 0.389508 , 0.412098 , 0.395398 , 0.404372 , 0.194418 , 0.216378 , 0.327448 , 0.207639 , 0.214703 , 0.302564 , 0.280914 , 0.25954 , 0.285907 , 0.283026 , 0.180439 , 0.141684 , 0.275546 , 0.29104 , 0.178209 , 0.295724 , 0.333765 , 0.34101 , 0.393851 , 0.296354 , 0.297282 , 0.291744 , 0.396849 , 0.391034 , 0.296183 , 0.184142 , 0.273636 , 0.326424 , 0.236172 , 0.189264 , 0.290827 , 0.313192 , 0.295938 , 0.280914 , 0.269816 
 1077 , 0.246388 , 0.307412 , 0.313435 , 0.252079 , 0.331419 , 0.417606 , 0.399269 , 0.388166 , 0.38628 , 0.41034 , 0.299653 , 0.31635 , 0.291133 , 0.356711 , 0.298795 , 0.247128 , 0.29513 , 0.229048 , 0.255584 , 0.245017 , 0.209778 , 0.425601 , 0.303061 , 0.354761 , 0.451891 , 0.325685 , 0.350967 , 0.313392 , 0.3295 , 0.297884 , 0.316007 , 0.324656 , 0.329339 , 0.323531 , 0.306255 , 0.415549 , 0.386794 , 0.407446 , 0.392582 , 0.40182 , 0.190241 , 0.214944 , 0.325063 , 0.204506 , 0.211011 , 0.302171 , 0.279226 , 0.258113 , 0.283738 , 0.279912 , 0.179556 , 0.138466 , 0.27047 , 0.283084 , 0.176191 , 0.294498 , 0.330015 , 0.339038 , 0.390567 , 0.295612 , 0.294937 , 0.288228 , 0.395732 , 0.388713 , 0.291701 , 0.179706 , 0.274349 , 0.323348 , 0.234546 , 0.186833 , 0.288925 , 0.312299 , 0.293576 , 0.279022 , 0.267405 
 1078 , 0.248148 , 0.30381 , 0.306758 , 0.251925 , 0.328827 , 0.415715 , 0.395152 , 0.38649 , 0.383617 , 0.405751 , 0.298376 , 0.314258 , 0.285163 , 0.355362 , 0.296289 , 0.242209 , 0.291285 , 0.222862 , 0.251742 , 0.2418 , 0.207594 , 0.426012 , 0.300636 , 0.350896 , 0.4492 , 0.32164 , 0.34925 , 0.309384 , 0.325395 , 0.294836 , 0.311127 , 0.321597 , 0.326062 , 0.315549 , 0.306274 , 0.413487 , 0.383704 , 0.402222 , 0.387276 , 0.401985 , 0.186418 , 0.210833 , 0.319197 , 0.201127 , 0.208379 , 0.299442 , 0.273693 , 0.254938 , 0.282032 , 0.275554 , 0.177304 , 0.136868 , 0.26828 , 0.275888 , 0.173592 , 0.291996 , 0.325782 , 0.335563 , 0.386275 , 0.293653 , 0.293039 , 0.284991 , 0.390192 , 0.381584 , 0.285938 , 0.173904 , 0.27295 , 0.319057 , 0.230566 , 0.183889 , 0.283667 , 0.310546 , 0.291684 , 0.276899 , 0.262836 
 1079 , 0.250588 , 0.299721 , 0.298164 , 0.253529 , 0.326272 , 0.414481 , 0.391726 , 0.386199 , 0.38051 , 0.400627 , 0.29679 , 0.310839 , 0.279497 , 0.351493 , 0.293297 , 0.237815 , 0.287392 , 0.216877 , 0.246791 , 0.239405 , 0.205067 , 0.42561 , 0.297525 , 0.34747 , 0.44445 , 0.315803 , 0.347308 , 0.304274 , 0.321265 , 0.291512 , 0.306286 , 0.318074 , 0.321989 , 0.306405 , 0.307335 , 0.411074 , 0.380186 , 0.397717 , 0.382122 , 0.402379 , 0.183187 , 0.205391 , 0.313262 , 0.198091 , 0.206148 , 0.2956 , 0.267654 , 0.251637 , 0.280016 , 0.27078 , 0.174643 , 0.135676 , 0.26641 , 0.269255 , 0.170436 , 0.289155 , 0.321395 , 0.330652 , 0.380748 , 0.292064 , 0.290831 , 0.281119 , 0.384285 , 0.373946 , 0.280383 , 0.16783 , 0.270141 , 0.315381 , 0.225496 , 0.181024 , 0.278318 , 0.307822 , 0.290615 , 0.275581 , 0.257769 
 1080 , 0.252991 , 0.29525 , 0.288706 , 0.255833 , 0.323768 , 0.41469 , 0.389079 , 0.38688 , 0.377025 , 0.395798 , 0.294826 , 0.306183 , 0.275226 , 0.344903 , 0.289926 , 0.234022 , 0.284285 , 0.211526 , 0.241187 , 0.238215 , 0.202053 , 0.424043 , 0.294053 , 0.345056 , 0.43871 , 0.308469 , 0.344664 , 0.298691 , 0.317398 , 0.288129 , 0.301631 , 0.31411 , 0.316821 , 0.296568 , 0.309221 , 0.407819 , 0.37622 , 0.394382 , 0.378016 , 0.40208 , 0.180635 , 0.199113 , 0.308437 , 0.195596 , 0.204089 , 0.291047 , 0.262235 , 0.248766 , 0.277404 , 0.26584 , 0.171891 , 0.134488 , 0.263956 , 0.263063 , 0.16673 , 0.286289 , 0.316963 , 0.324302 , 0.373911 , 0.291407 , 0.28802 , 0.276282 , 0.379388 , 0.367269 , 0.27552 , 0.16183 , 0.266155 , 0.312923 , 0.219769 , 0.178457 , 0.273984 , 0.30407 , 0.290492 , 0.275454 , 0.252773 
 1081 , 0.253626 , 0.293815 , 0.282145 , 0.256423 , 0.321614 , 0.412952 , 0.388661 , 0.387536 , 0.373943 , 0.392497 , 0.294886 , 0.303234 , 0.275174 , 0.340353 , 0.288428 , 0.233029 , 0.282965 , 0.208847 , 0.237574 , 0.236711 , 0.200696 , 0.422164 , 0.291696 , 0.344178 , 0.433976 , 0.303398 , 0.342473 , 0.296165 , 0.314118 , 0.285631 , 0.299891 , 0.312643 , 0.312249 , 0.291237 , 0.310206 , 0.405686 , 0.374238 , 0.394048 , 0.376281 , 0.400747 , 0.179454 , 0.19603 , 0.303912 , 0.194828 , 0.205045 , 0.289182 , 0.259483 , 0.247813 , 0.277064 , 0.263132 , 0.171881 , 0.134369 , 0.26487 , 0.260586 , 0.164396 , 0.283905 , 0.314478 , 0.320936 , 0.369703 , 0.28986 , 0.286571 , 0.272846 , 0.377265 , 0.361847 , 0.274092 , 0.158452 , 0.263569 , 0.311714 , 0.217032 , 0.177771 , 0.270727 , 0.301825 , 0.289936 , 0.27678 , 0.251124 
 1082 , 0.252371 , 0.295577 , 0.27862 , 0.255126 , 0.320142 , 0.408785 , 0.390396 , 0.38751 , 0.371482 , 0.390538 , 0.296692 , 0.302125 , 0.279265 , 0.338094 , 0.289028 , 0.234966 , 0.283518 , 0.208694 , 0.236004 , 0.234605 , 0.200878 , 0.420078 , 0.290449 , 0.34449 , 0.430268 , 0.300977 , 0.340827 , 0.296506 , 0.311604 , 0.283922 , 0.300901 , 0.31332 , 0.308554 , 0.29022 , 0.310106 , 0.404587 , 0.374041 , 0.396507 , 0.376522 , 0.398421 , 0.179635 , 0.1961 , 0.299425 , 0.195794 , 0.208946 , 0.290121 , 0.259433 , 0.24861 , 0.278675 , 0.262505 , 0.174584 , 0.135292 , 0.269043 , 0.262079 , 0.16351 , 0.282031 , 0.314261 , 0.320744 , 0.367918 , 0.287312 , 0.28647 , 0.27124 , 0.377441 , 0.357631 , 0.275876 , 0.157595 , 0.262538 , 0.311462 , 0.217375 , 0.17887 , 0.268584 , 0.301032 , 0.288798 , 0.279418 , 0.252753 
 1083 , 0.2502 , 0.298879 , 0.275849 , 0.252577 , 0.320671 , 0.401453 , 0.391592 , 0.383364 , 0.370161 , 0.387242 , 0.296863 , 0.302057 , 0.28297 , 0.337478 , 0.291144 , 0.237775 , 0.28457 , 0.207514 , 0.234762 , 0.230489 , 0.200403 , 0.418621 , 0.28915 , 0.342551 , 0.426422 , 0.300994 , 0.339681 , 0.295866 , 0.310011 , 0.281656 , 0.300895 , 0.311862 , 0.306264 , 0.288186 , 0.308937 , 0.402757 , 0.372561 , 0.397717 , 0.374215 , 0.395986 , 0.179827 , 0.196174 , 0.292689 , 0.196799 , 0.212663 , 0.292075 , 0.25937 , 0.248162 , 0.2785 , 0.26097 , 0.177099 , 0.136265 , 0.272891 , 0.265309 , 0.163195 , 0.280089 , 0.316059 , 0.322107 , 0.36488 , 0.283737 , 0.286378 , 0.27231 , 0.37438 , 0.352598 , 0.276298 , 0.155898 , 0.26234 , 0.309123 , 0.218459 , 0.179411 , 0.26635 , 0.299679 , 0.286696 , 0.281228 , 0.253991 
 1084 , 0.246695 , 0.300396 , 0.27399 , 0.249531 , 0.32081 , 0.393507 , 0.391044 , 0.378182 , 0.366783 , 0.383767 , 0.29579 , 0.299967 , 0.284852 , 0.33598 , 0.290843 , 0.239912 , 0.283829 , 0.204976 , 0.232646 , 0.225049 , 0.197765 , 0.415119 , 0.286358 , 0.339234 , 0.421803 , 0.300099 , 0.33675 , 0.293503 , 0.307475 , 0.277156 , 0.29867 , 0.308366 , 0.303243 , 0.285192 , 0.305189 , 0.398838 , 0.369696 , 0.396717 , 0.371059 , 0.391858 , 0.178714 , 0.194995 , 0.285863 , 0.196424 , 0.213859 , 0.291272 , 0.256116 , 0.246134 , 0.27631 , 0.257974 , 0.177549 , 0.134742 , 0.273661 , 0.266152 , 0.160619 , 0.27708 , 0.316028 , 0.321821 , 0.360572 , 0.279157 , 0.284522 , 0.272616 , 0.369982 , 0.347589 , 0.274078 , 0.153309 , 0.260887 , 0.305156 , 0.217937 , 0.178494 , 0.263019 , 0.297384 , 0.282807 , 0.280927 , 0.253433 
 1085 , 0.238941 , 0.295712 , 0.275386 , 0.245008 , 0.319681 , 0.384124 , 0.384655 , 0.36982 , 0.356757 , 0.380016 , 0.290664 , 0.291173 , 0.280324 , 0.331593 , 0.28225 , 0.23945 , 0.277047 , 0.198068 , 0.227771 , 0.215549 , 0.188015 , 0.405014 , 0.278741 , 0.331504 , 0.414934 , 0.296222 , 0.328061 , 0.285538 , 0.301967 , 0.2655 , 0.289125 , 0.298292 , 0.29807 , 0.279217 , 0.293011 , 0.388209 , 0.362414 , 0.388331 , 0.365326 , 0.382363 , 0.173258 , 0.189731 , 0.27925 , 0.191326 , 0.206382 , 0.281176 , 0.242262 , 0.238864 , 0.267559 , 0.250322 , 0.170933 , 0.124923 , 0.263961 , 0.258581 , 0.150596 , 0.270725 , 0.309695 , 0.315939 , 0.352317 , 0.271611 , 0.276925 , 0.270227 , 0.361418 , 0.343051 , 0.263186 , 0.147917 , 0.255304 , 0.296067 , 0.211984 , 0.172716 , 0.256289 , 0.292059 , 0.273183 , 0.273493 , 0.246768 
 1086 , 0.230907 , 0.288406 , 0.275742 , 0.240907 , 0.315509 , 0.374334 , 0.376256 , 0.363918 , 0.345703 , 0.37502 , 0.285226 , 0.282855 , 0.271921 , 0.326488 , 0.27055 , 0.235267 , 0.266696 , 0.1906 , 0.221232 , 0.2065 , 0.178239 , 0.394662 , 0.270865 , 0.324184 , 0.407921 , 0.288473 , 0.317318 , 0.27836 , 0.294665 , 0.252931 , 0.279214 , 0.290013 , 0.291664 , 0.274562 , 0.279293 , 0.376537 , 0.356198 , 0.378986 , 0.359457 , 0.371828 , 0.166295 , 0.1856 , 0.27291 , 0.182655 , 0.198174 , 0.268618 , 0.226423 , 0.230086 , 0.259988 , 0.242413 , 0.163126 , 0.114448 , 0.254302 , 0.24729 , 0.140214 , 0.263235 , 0.301564 , 0.309385 , 0.346321 , 0.263415 , 0.269078 , 0.264303 , 0.352647 , 0.337758 , 0.25274 , 0.141596 , 0.248133 , 0.286698 , 0.203556 , 0.166407 , 0.249313 , 0.284012 , 0.262808 , 0.263348 , 0.23839 
 1087 , 0.222485 , 0.280437 , 0.275946 , 0.236687 , 0.310738 , 0.364108 , 0.367239 , 0.358155 , 0.333967 , 0.369661 , 0.279545 , 0.274152 , 0.262727 , 0.321056 , 0.257893 , 0.230391 , 0.255494 , 0.182734 , 0.214224 , 0.197108 , 0.167995 , 0.383795 , 0.262578 , 0.316588 , 0.400557 , 0.2799 , 0.305848 , 0.270976 , 0.286767 , 0.239738 , 0.268828 , 0.281602 , 0.284778 , 0.269891 , 0.264806 , 0.364223 , 0.349826 , 0.369079 , 0.353334 , 0.360681 , 0.158808 , 0.181386 , 0.266326 , 0.173342 , 0.189464 , 0.255208 , 0.209585 , 0.220782 , 0.252272 , 0.234139 , 0.154843 , 0.103416 , 0.244194 , 0.234973 , 0.129295 , 0.255265 , 0.292754 , 0.302363 , 0.340342 , 0.254786 , 0.26083 , 0.257608 , 0.34353 , 0.332127 , 0.241817 , 0.13494 , 0.240389 , 0.276906 , 0.194491 , 0.159757 , 0.24192 , 0.275375 , 0.251895 , 0.2525 , 0.22942 
 1088 , 0.215525 , 0.268363 , 0.264515 , 0.228523 , 0.304961 , 0.353451 , 0.352753 , 0.34558 , 0.326445 , 0.358484 , 0.266736 , 0.261563 , 0.249088 , 0.310843 , 0.246124 , 0.218409 , 0.247077 , 0.17515 , 0.204284 , 0.189019 , 0.158084 , 0.376841 , 0.250379 , 0.306751 , 0.392105 , 0.26734 , 0.295718 , 0.256505 , 0.278245 , 0.228999 , 0.255796 , 0.271712 , 0.275455 , 0.260005 , 0.252716 , 0.3513 , 0.338105 , 0.354253 , 0.340151 , 0.348975 , 0.151713 , 0.17 , 0.257726 , 0.163013 , 0.179777 , 0.243973 , 0.194228 , 0.20905 , 0.23959 , 0.222664 , 0.141064 , 0.09183 , 0.232057 , 0.222768 , 0.115488 , 0.243043 , 0.280756 , 0.290626 , 0.332815 , 0.243276 , 0.251669 , 0.244787 , 0.334036 , 0.322666 , 0.230209 , 0.123742 , 0.229453 , 0.266631 , 0.181928 , 0.149748 , 0.23108 , 0.265155 , 0.240892 , 0.238532 , 0.215921 
 1089 , 0.20862 , 0.256968 , 0.252742 , 0.219885 , 0.300472 , 0.344582 , 0.338754 , 0.33251 , 0.318848 , 0.348369 , 0.253727 , 0.246237 , 0.237121 , 0.301137 , 0.234818 , 0.207077 , 0.239744 , 0.168083 , 0.19529 , 0.181259 , 0.147559 , 0.370305 , 0.237156 , 0.297125 , 0.383303 , 0.25584 , 0.286715 , 0.241311 , 0.270037 , 0.218769 , 0.241821 , 0.261241 , 0.266001 , 0.248492 , 0.240587 , 0.338671 , 0.324759 , 0.338624 , 0.326908 , 0.337223 , 0.144722 , 0.156747 , 0.248362 , 0.154539 , 0.168962 , 0.233572 , 0.178458 , 0.197545 , 0.226616 , 0.211576 , 0.126478 , 0.079851 , 0.218947 , 0.209926 , 0.100636 , 0.230402 , 0.268102 , 0.276827 , 0.323335 , 0.232266 , 0.241798 , 0.231577 , 0.325827 , 0.312687 , 0.216585 , 0.113041 , 0.217665 , 0.256861 , 0.169638 , 0.139488 , 0.219019 , 0.256837 , 0.230794 , 0.225381 , 0.201937 
 1090 , 0.201575 , 0.245907 , 0.240765 , 0.210826 , 0.296899 , 0.336781 , 0.324905 , 0.318961 , 0.310878 , 0.338945 , 0.24051 , 0.228913 , 0.22613 , 0.291684 , 0.223516 , 0.196142 , 0.232961 , 0.161158 , 0.18677 , 0.173484 , 0.136361 , 0.363803 , 0.223054 , 0.287454 , 0.374099 , 0.24491 , 0.27824 , 0.225425 , 0.261891 , 0.208577 , 0.22698 , 0.250125 , 0.256312 , 0.235769 , 0.228111 , 0.325963 , 0.310149 , 0.322231 , 0.313528 , 0.325173 , 0.137637 , 0.142159 , 0.238309 , 0.147119 , 0.15722 , 0.223395 , 0.16196 , 0.185992 , 0.213233 , 0.200518 , 0.111199 , 0.067281 , 0.20493 , 0.196446 , 0.08487 , 0.217305 , 0.254768 , 0.26149 , 0.312325 , 0.221377 , 0.231235 , 0.21801 , 0.318354 , 0.302272 , 0.201405 , 0.102447 , 0.205161 , 0.247195 , 0.157353 , 0.128861 , 0.205927 , 0.249723 , 0.221036 , 0.212552 , 0.187438 
 1091 , 0.196448 , 0.240236 , 0.23573 , 0.204123 , 0.292889 , 0.334263 , 0.31963 , 0.310357 , 0.306396 , 0.33071 , 0.23521 , 0.219041 , 0.218831 , 0.283938 , 0.220218 , 0.188401 , 0.22793 , 0.158874 , 0.182706 , 0.169348 , 0.130041 , 0.357191 , 0.213557 , 0.282527 , 0.367875 , 0.239469 , 0.272598 , 0.21659 , 0.257308 , 0.206377 , 0.217581 , 0.243876 , 0.248605 , 0.227237 , 0.22127 , 0.319135 , 0.300416 , 0.311769 , 0.304551 , 0.319457 , 0.133111 , 0.134634 , 0.232028 , 0.143325 , 0.149762 , 0.218497 , 0.162588 , 0.178298 , 0.208036 , 0.195358 , 0.105652 , 0.063584 , 0.197438 , 0.187373 , 0.076942 , 0.209633 , 0.248481 , 0.251799 , 0.303561 , 0.215241 , 0.225194 , 0.210549 , 0.31391 , 0.295229 , 0.194417 , 0.096268 , 0.199704 , 0.242427 , 0.15079 , 0.123603 , 0.19953 , 0.244606 , 0.217469 , 0.208283 , 0.18122 
 1092 , 0.191723 , 0.23648 , 0.233426 , 0.198271 , 0.288527 , 0.332656 , 0.318215 , 0.303484 , 0.303383 , 0.321734 , 0.233376 , 0.213228 , 0.212386 , 0.276009 , 0.220091 , 0.18202 , 0.223296 , 0.15824 , 0.180072 , 0.166372 , 0.126077 , 0.349523 , 0.206202 , 0.279063 , 0.362356 , 0.236267 , 0.267123 , 0.210388 , 0.253813 , 0.207685 , 0.21089 , 0.239522 , 0.241583 , 0.221184 , 0.217011 , 0.314557 , 0.292612 , 0.304276 , 0.296521 , 0.316053 , 0.129558 , 0.130312 , 0.227381 , 0.140883 , 0.144364 , 0.215528 , 0.171601 , 0.172292 , 0.206403 , 0.192251 , 0.105087 , 0.064138 , 0.192993 , 0.180273 , 0.072899 , 0.204191 , 0.245203 , 0.245203 , 0.295943 , 0.210388 , 0.221172 , 0.205649 , 0.31012 , 0.289948 , 0.191748 , 0.091777 , 0.197593 , 0.239585 , 0.146903 , 0.120446 , 0.196047 , 0.239811 , 0.216106 , 0.20766 , 0.178953 
 1093 , 0.18561 , 0.230755 , 0.229276 , 0.191535 , 0.283824 , 0.326484 , 0.315653 , 0.294782 , 0.299688 , 0.309397 , 0.230245 , 0.208354 , 0.203411 , 0.265463 , 0.217771 , 0.175022 , 0.217427 , 0.155833 , 0.175366 , 0.161668 , 0.121914 , 0.33934 , 0.198479 , 0.273236 , 0.354873 , 0.231748 , 0.258493 , 0.201996 , 0.248542 , 0.207692 , 0.204226 , 0.233774 , 0.2338 , 0.216165 , 0.212202 , 0.308238 , 0.283569 , 0.296846 , 0.285404 , 0.310493 , 0.125227 , 0.125227 , 0.222154 , 0.137191 , 0.138759 , 0.210673 , 0.180106 , 0.16572 , 0.20336 , 0.186859 , 0.104954 , 0.064206 , 0.188018 , 0.172677 , 0.068831 , 0.197562 , 0.240617 , 0.239381 , 0.288399 , 0.202761 , 0.216598 , 0.199639 , 0.304122 , 0.284818 , 0.189853 , 0.085918 , 0.195052 , 0.235405 , 0.142581 , 0.115874 , 0.19151 , 0.233226 , 0.212292 , 0.20536 , 0.176283 
 1094 , 0.180974 , 0.225425 , 0.225541 , 0.186703 , 0.276107 , 0.319524 , 0.312957 , 0.288016 , 0.294609 , 0.298816 , 0.226341 , 0.205128 , 0.196213 , 0.256404 , 0.215141 , 0.169349 , 0.212135 , 0.15064 , 0.171168 , 0.15704 , 0.119377 , 0.330118 , 0.192922 , 0.266946 , 0.347549 , 0.226186 , 0.250559 , 0.195245 , 0.244198 , 0.207967 , 0.200432 , 0.226224 , 0.227618 , 0.211967 , 0.207812 , 0.304041 , 0.276403 , 0.292558 , 0.275332 , 0.30359 , 0.11957 , 0.122293 , 0.217322 , 0.134279 , 0.134124 , 0.204948 , 0.184045 , 0.162085 , 0.201012 , 0.183878 , 0.104087 , 0.062849 , 0.183078 , 0.16722 , 0.065572 , 0.195232 , 0.235553 , 0.234521 , 0.281306 , 0.19589 , 0.211554 , 0.195993 , 0.298377 , 0.281513 , 0.187839 , 0.081468 , 0.191955 , 0.230831 , 0.139737 , 0.111299 , 0.188561 , 0.225631 , 0.209373 , 0.201516 , 0.173955 
 1095 , 0.178698 , 0.220791 , 0.222473 , 0.184944 , 0.263809 , 0.311418 , 0.310088 , 0.284438 , 0.287477 , 0.291102 , 0.221273 , 0.204634 , 0.191881 , 0.249844 , 0.212015 , 0.16588 , 0.207842 , 0.141195 , 0.16781 , 0.152605 , 0.119471 , 0.322528 , 0.190903 , 0.26008 , 0.340588 , 0.219083 , 0.24378 , 0.191099 , 0.241407 , 0.208651 , 0.201335 , 0.216005 , 0.224116 , 0.209277 , 0.204152 , 0.303242 , 0.272337 , 0.293397 , 0.267017 , 0.294688 , 0.11196 , 0.122744 , 0.213202 , 0.132654 , 0.131077 , 0.197919 , 0.180771 , 0.163168 , 0.199823 , 0.184696 , 0.102076 , 0.059318 , 0.178242 , 0.165176 , 0.063674 , 0.19964 , 0.22984 , 0.231366 , 0.275115 , 0.190251 , 0.205873 , 0.195989 , 0.293149 , 0.28123 , 0.185648 , 0.079256 , 0.188009 , 0.22572 , 0.139331 , 0.106757 , 0.1881 , 0.216605 , 0.207907 , 0.195324 , 0.172204 
 1096 , 0.182345 , 0.219159 , 0.22083 , 0.183194 , 0.248842 , 0.305229 , 0.307008 , 0.280763 , 0.278511 , 0.284335 , 0.216382 , 0.200179 , 0.188492 , 0.243746 , 0.209871 , 0.162516 , 0.205113 , 0.132037 , 0.165373 , 0.14855 , 0.11946 , 0.315932 , 0.188626 , 0.254975 , 0.333914 , 0.211475 , 0.239258 , 0.189557 , 0.239311 , 0.210895 , 0.202417 , 0.204654 , 0.220143 , 0.202942 , 0.201446 , 0.302075 , 0.267889 , 0.292517 , 0.260583 , 0.289606 , 0.104673 , 0.123868 , 0.209588 , 0.132239 , 0.128937 , 0.1917 , 0.1776 , 0.164457 , 0.198399 , 0.186119 , 0.098768 , 0.056252 , 0.172545 , 0.164389 , 0.061321 , 0.205342 , 0.226236 , 0.227045 , 0.266919 , 0.186052 , 0.199882 , 0.19964 , 0.286721 , 0.280372 , 0.183491 , 0.077578 , 0.184232 , 0.219186 , 0.139357 , 0.103406 , 0.189907 , 0.208402 , 0.206299 , 0.190864 , 0.170806 
 1097 , 0.185816 , 0.217043 , 0.218854 , 0.181064 , 0.234503 , 0.298935 , 0.303018 , 0.276766 , 0.269576 , 0.277671 , 0.210912 , 0.195835 , 0.184673 , 0.237721 , 0.207651 , 0.15902 , 0.201966 , 0.123208 , 0.162336 , 0.144054 , 0.118791 , 0.309094 , 0.186011 , 0.249538 , 0.326971 , 0.20393 , 0.234753 , 0.187265 , 0.236398 , 0.211525 , 0.203108 , 0.193034 , 0.215761 , 0.196754 , 0.198817 , 0.300399 , 0.263012 , 0.291118 , 0.25408 , 0.283803 , 0.097708 , 0.124448 , 0.204906 , 0.131262 , 0.12658 , 0.1853 , 0.17386 , 0.16483 , 0.196336 , 0.186944 , 0.094977 , 0.053048 , 0.16699 , 0.162935 , 0.058441 , 0.21034 , 0.222324 , 0.22263 , 0.258456 , 0.181761 , 0.193549 , 0.202272 , 0.280152 , 0.278466 , 0.180688 , 0.075901 , 0.179448 , 0.212347 , 0.13901 , 0.099673 , 0.190539 , 0.200168 , 0.204376 , 0.186289 , 0.169164 
