  time  ,35:22 PM,35:34 PM,35:47 PM,35:57 PM,36:07 PM,37:07 PM,37:29 PM,37:49 PM,38:02 PM,38:14 PM,39:00 PM,39:11 PM,39:23 PM,39:38 PM,39:48 PM,41:05 PM,41:21 PM,41:34 PM,41:45 PM,41:58 PM,42:43 PM,42:58 PM,43:12 PM,43:22 PM,43:34 PM,48:04 PM,48:16 PM,48:29 PM,48:40 PM,48:50 PM,49:35 PM,49:46 PM,49:58 PM,50:11 PM,50:19 PM,51:18 PM,51:29 PM,51:46 PM,51:59 PM,52:08 PM,53:08 PM,53:19 PM,53:28 PM,53:40 PM,53:54 PM,55:10 PM,55:26 PM,55:37 PM,55:49 PM,55:58 PM,57:32 PM,57:44 PM,57:57 PM,58:06 PM,58:18 PM,59:12 PM,59:27 PM,59:39 PM,59:49 PM,59:59 PM,01:10 PM,01:22 PM,01:34 PM,01:43 PM,01:53 PM,02:40 PM,02:51 PM,03:02 PM,03:14 PM,03:23 PM,04:20 PM,04:32 PM,04:42 PM,04:52 PM,05:02 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 326 , 0.059175 , 0.049461 , 0.037817 , 0.031677 , 0.034863 , 0.026044 , 0.023083 , 0.021744 , 0.03027 , 0.026839 , 0.034242 , 0.038302 , 0.04196 , 0.03224 , 0.023604 , 0.038753 , 0.039372 , 0.024246 , 0.020497 , 0.048211 , 0.017167 , 0.049271 , 0.013179 , 0.031553 , 0.037997 , 0.05098 , 0.060636 , 0.037697 , 0.028386 , 0.031618 , 0.021831 , 0.016806 , 0.013315 , 0.023835 , 0.034832 , 0.020711 , 0.021549 , 0.021008 , 0.015663 , 0.022556 , 0.024245 , 0.013106 , 0.009796 , 0.066166 , 0.054897 , 0.021678 , 0.027392 , 0.010124 , 0.034806 , 0.033189 , 0.033686 , 0.008178 , 0.018384 , 0.037126 , 0.030434 , 0.036533 , 0.03572 , 0.02869 , 0.021601 , 0.042177 , 0.045831 , 0.036001 , 0.029279 , 0.020622 , 0.039884 , 0.018034 , 0.021128 , 0.022747 , 0.042336 , 0.022949 , 0.043529 , 0.041967 , 0.030952 , 0.03628 , 0.041461 
 327 , 0.058638 , 0.049086 , 0.037952 , 0.031028 , 0.034101 , 0.025703 , 0.021937 , 0.022152 , 0.029477 , 0.025865 , 0.034541 , 0.03855 , 0.042068 , 0.032418 , 0.023765 , 0.040353 , 0.039484 , 0.022193 , 0.018626 , 0.047464 , 0.016022 , 0.048212 , 0.012437 , 0.031314 , 0.038017 , 0.050257 , 0.060245 , 0.038277 , 0.028764 , 0.033876 , 0.022084 , 0.016182 , 0.012564 , 0.022836 , 0.03443 , 0.019624 , 0.021093 , 0.021063 , 0.015327 , 0.022416 , 0.025097 , 0.013105 , 0.008972 , 0.065574 , 0.055128 , 0.021155 , 0.026418 , 0.010281 , 0.035311 , 0.033497 , 0.033101 , 0.008218 , 0.017471 , 0.036129 , 0.03169 , 0.035914 , 0.034143 , 0.028441 , 0.021746 , 0.040992 , 0.044532 , 0.03603 , 0.028852 , 0.020463 , 0.039082 , 0.018227 , 0.019189 , 0.023008 , 0.042558 , 0.021916 , 0.041615 , 0.040695 , 0.031488 , 0.035987 , 0.041329 
 328 , 0.058206 , 0.048754 , 0.038135 , 0.030501 , 0.033469 , 0.025432 , 0.02098 , 0.022515 , 0.028827 , 0.025037 , 0.034781 , 0.038753 , 0.042196 , 0.032587 , 0.023964 , 0.041698 , 0.039587 , 0.020485 , 0.017072 , 0.046881 , 0.015071 , 0.047344 , 0.011821 , 0.03112 , 0.038057 , 0.049637 , 0.05995 , 0.038808 , 0.029069 , 0.035809 , 0.022289 , 0.015671 , 0.011941 , 0.022007 , 0.03411 , 0.018724 , 0.02072 , 0.021119 , 0.015046 , 0.022303 , 0.025812 , 0.013109 , 0.008284 , 0.065078 , 0.055271 , 0.02072 , 0.025611 , 0.010404 , 0.035725 , 0.033747 , 0.032601 , 0.008258 , 0.016711 , 0.035263 , 0.032749 , 0.035416 , 0.032827 , 0.028262 , 0.021852 , 0.040011 , 0.04345 , 0.036105 , 0.028492 , 0.020356 , 0.038432 , 0.018385 , 0.017578 , 0.023238 , 0.042779 , 0.021051 , 0.040001 , 0.039635 , 0.031943 , 0.035754 , 0.041239 
 329 , 0.058344 , 0.050575 , 0.039273 , 0.031593 , 0.035414 , 0.026147 , 0.021923 , 0.022824 , 0.029357 , 0.026619 , 0.035552 , 0.038716 , 0.043663 , 0.031631 , 0.024084 , 0.042758 , 0.04093 , 0.022326 , 0.019247 , 0.048177 , 0.016179 , 0.04892 , 0.01256 , 0.031173 , 0.039408 , 0.051521 , 0.061421 , 0.040221 , 0.030074 , 0.036743 , 0.023592 , 0.016148 , 0.013689 , 0.022546 , 0.035948 , 0.019606 , 0.021835 , 0.021582 , 0.01627 , 0.023661 , 0.025615 , 0.014429 , 0.009723 , 0.067417 , 0.057553 , 0.022137 , 0.027119 , 0.01106 , 0.03662 , 0.034995 , 0.033149 , 0.009695 , 0.017855 , 0.035065 , 0.032915 , 0.03653 , 0.034302 , 0.028752 , 0.022042 , 0.041616 , 0.045142 , 0.037754 , 0.029219 , 0.0216 , 0.039679 , 0.018845 , 0.018728 , 0.023926 , 0.043468 , 0.01948 , 0.042063 , 0.041404 , 0.033274 , 0.037106 , 0.043138 
 330 , 0.058478 , 0.052172 , 0.040278 , 0.032558 , 0.037175 , 0.026774 , 0.022793 , 0.023082 , 0.02983 , 0.028064 , 0.03623 , 0.038648 , 0.044985 , 0.030777 , 0.024182 , 0.043638 , 0.042087 , 0.024013 , 0.021237 , 0.04935 , 0.017178 , 0.050377 , 0.013214 , 0.03121 , 0.040588 , 0.053216 , 0.062709 , 0.04149 , 0.030903 , 0.03747 , 0.024734 , 0.016574 , 0.015242 , 0.02304 , 0.037532 , 0.020414 , 0.022843 , 0.02199 , 0.017371 , 0.024875 , 0.025415 , 0.015576 , 0.011017 , 0.069547 , 0.059596 , 0.023416 , 0.028463 , 0.011634 , 0.037406 , 0.036084 , 0.033621 , 0.010954 , 0.018896 , 0.034918 , 0.033017 , 0.037507 , 0.035643 , 0.029206 , 0.022186 , 0.043033 , 0.046688 , 0.039219 , 0.029857 , 0.022716 , 0.0408 , 0.019256 , 0.019775 , 0.0245 , 0.044022 , 0.018123 , 0.043982 , 0.043013 , 0.034438 , 0.038353 , 0.044796 
 331 , 0.058584 , 0.053518 , 0.041124 , 0.033361 , 0.038706 , 0.027294 , 0.023549 , 0.023288 , 0.030209 , 0.029333 , 0.036815 , 0.038552 , 0.04614 , 0.03003 , 0.024245 , 0.044371 , 0.04304 , 0.025457 , 0.022955 , 0.050348 , 0.018023 , 0.051661 , 0.013752 , 0.031218 , 0.041577 , 0.054685 , 0.063776 , 0.042605 , 0.031558 , 0.038041 , 0.025706 , 0.016921 , 0.016557 , 0.023452 , 0.038829 , 0.021103 , 0.023714 , 0.022335 , 0.018321 , 0.025922 , 0.025238 , 0.016534 , 0.012122 , 0.071423 , 0.061391 , 0.02452 , 0.029597 , 0.012125 , 0.038089 , 0.037013 , 0.033997 , 0.012022 , 0.019795 , 0.034818 , 0.033087 , 0.038311 , 0.03679 , 0.029602 , 0.022285 , 0.044206 , 0.048027 , 0.040467 , 0.030386 , 0.023677 , 0.041749 , 0.019621 , 0.020647 , 0.024961 , 0.044428 , 0.016959 , 0.045688 , 0.044403 , 0.035431 , 0.039467 , 0.046182 
 332 , 0.058693 , 0.054131 , 0.041595 , 0.033786 , 0.03955 , 0.027959 , 0.0241 , 0.024053 , 0.030712 , 0.029844 , 0.037766 , 0.038667 , 0.04641 , 0.030589 , 0.024808 , 0.044919 , 0.043784 , 0.026414 , 0.024201 , 0.051484 , 0.018356 , 0.052235 , 0.014938 , 0.031932 , 0.041957 , 0.056129 , 0.064198 , 0.043577 , 0.032763 , 0.038807 , 0.026191 , 0.01821 , 0.017026 , 0.024361 , 0.039355 , 0.021543 , 0.024915 , 0.022967 , 0.01931 , 0.026733 , 0.025626 , 0.017163 , 0.013332 , 0.072691 , 0.062331 , 0.025099 , 0.029939 , 0.01338 , 0.038616 , 0.03841 , 0.034573 , 0.013254 , 0.020779 , 0.035798 , 0.033892 , 0.039081 , 0.037514 , 0.0301 , 0.023102 , 0.045139 , 0.049124 , 0.041241 , 0.030745 , 0.023829 , 0.042401 , 0.020386 , 0.021478 , 0.025381 , 0.045258 , 0.018704 , 0.047094 , 0.046021 , 0.036367 , 0.040211 , 0.047027 
 333 , 0.058778 , 0.054284 , 0.041815 , 0.033974 , 0.039943 , 0.028677 , 0.024495 , 0.025091 , 0.031257 , 0.029883 , 0.03889 , 0.038887 , 0.046142 , 0.031892 , 0.025628 , 0.045318 , 0.044373 , 0.027038 , 0.025093 , 0.052637 , 0.018375 , 0.052355 , 0.01645 , 0.033029 , 0.041972 , 0.05751 , 0.064224 , 0.044389 , 0.034268 , 0.039662 , 0.026364 , 0.019977 , 0.016986 , 0.025525 , 0.039419 , 0.021811 , 0.026251 , 0.023716 , 0.020269 , 0.027357 , 0.026312 , 0.017573 , 0.014546 , 0.073542 , 0.062702 , 0.025337 , 0.029803 , 0.015021 , 0.039018 , 0.039995 , 0.035227 , 0.01454 , 0.02174 , 0.037341 , 0.035109 , 0.039795 , 0.03795 , 0.030626 , 0.024304 , 0.04589 , 0.050019 , 0.041704 , 0.030988 , 0.0235 , 0.042835 , 0.021348 , 0.022244 , 0.025763 , 0.046293 , 0.022082 , 0.048271 , 0.047682 , 0.03722 , 0.040673 , 0.047524 
 334 , 0.058802 , 0.054404 , 0.041986 , 0.034151 , 0.040263 , 0.0293 , 0.024815 , 0.02597 , 0.03172 , 0.029899 , 0.039882 , 0.03906 , 0.045863 , 0.033057 , 0.026328 , 0.045623 , 0.044888 , 0.027571 , 0.025838 , 0.05362 , 0.01838 , 0.052427 , 0.017767 , 0.033999 , 0.041996 , 0.058757 , 0.064245 , 0.045026 , 0.035646 , 0.040437 , 0.026496 , 0.0215 , 0.016944 , 0.026551 , 0.039497 , 0.02203 , 0.027412 , 0.024327 , 0.021093 , 0.027876 , 0.026886 , 0.017922 , 0.015601 , 0.074279 , 0.062965 , 0.025527 , 0.029669 , 0.01645 , 0.039342 , 0.041336 , 0.03577 , 0.01568 , 0.022533 , 0.038638 , 0.036212 , 0.040418 , 0.038304 , 0.031061 , 0.025363 , 0.046544 , 0.050779 , 0.042106 , 0.031199 , 0.023201 , 0.043181 , 0.022185 , 0.022902 , 0.026105 , 0.047194 , 0.025068 , 0.049333 , 0.049103 , 0.037947 , 0.041004 , 0.047969 
 335 , 0.059258 , 0.0548 , 0.042266 , 0.034615 , 0.040726 , 0.029867 , 0.02528 , 0.026793 , 0.032167 , 0.030124 , 0.040729 , 0.039555 , 0.045854 , 0.034126 , 0.02708 , 0.046056 , 0.045435 , 0.028191 , 0.026561 , 0.054433 , 0.018745 , 0.052646 , 0.018719 , 0.034822 , 0.042338 , 0.059783 , 0.06453 , 0.045767 , 0.036768 , 0.041345 , 0.026849 , 0.022649 , 0.017115 , 0.027385 , 0.039763 , 0.022511 , 0.02829 , 0.024847 , 0.021799 , 0.028397 , 0.02761 , 0.01827 , 0.016492 , 0.075418 , 0.06356 , 0.025913 , 0.029887 , 0.01752 , 0.039753 , 0.042215 , 0.03633 , 0.016588 , 0.023278 , 0.039992 , 0.037341 , 0.040878 , 0.038681 , 0.031555 , 0.026343 , 0.047147 , 0.051463 , 0.042659 , 0.031664 , 0.023286 , 0.043721 , 0.023101 , 0.023568 , 0.026691 , 0.048256 , 0.027474 , 0.050395 , 0.050229 , 0.038673 , 0.04139 , 0.048471 
 336 , 0.061277 , 0.056218 , 0.043053 , 0.036142 , 0.041816 , 0.030438 , 0.026396 , 0.027724 , 0.032703 , 0.031105 , 0.041347 , 0.041257 , 0.046774 , 0.035178 , 0.028251 , 0.047068 , 0.046263 , 0.029302 , 0.027513 , 0.054975 , 0.020406 , 0.053483 , 0.018777 , 0.035408 , 0.043804 , 0.060362 , 0.065775 , 0.047192 , 0.037272 , 0.042909 , 0.028054 , 0.022978 , 0.018025 , 0.027821 , 0.040684 , 0.024019 , 0.028532 , 0.025298 , 0.022393 , 0.029129 , 0.029082 , 0.018745 , 0.017122 , 0.078101 , 0.065471 , 0.027071 , 0.031334 , 0.017768 , 0.040619 , 0.04197 , 0.037136 , 0.016995 , 0.024184 , 0.042037 , 0.038822 , 0.040928 , 0.039276 , 0.032422 , 0.027354 , 0.04775 , 0.05217 , 0.043869 , 0.033099 , 0.024645 , 0.045102 , 0.024572 , 0.02448 , 0.028242 , 0.050162 , 0.028652 , 0.051711 , 0.050791 , 0.039626 , 0.042159 , 0.049288 
 337 , 0.063136 , 0.057477 , 0.043689 , 0.037457 , 0.042786 , 0.030932 , 0.027379 , 0.028569 , 0.033183 , 0.031973 , 0.04188 , 0.042784 , 0.047567 , 0.036048 , 0.029279 , 0.048003 , 0.046972 , 0.030267 , 0.028331 , 0.05545 , 0.021859 , 0.054177 , 0.018841 , 0.035907 , 0.045076 , 0.060826 , 0.066834 , 0.04843 , 0.037699 , 0.044282 , 0.029088 , 0.023273 , 0.018823 , 0.02822 , 0.041484 , 0.025351 , 0.028743 , 0.025717 , 0.022867 , 0.029753 , 0.030373 , 0.019143 , 0.017682 , 0.080703 , 0.067209 , 0.028113 , 0.032605 , 0.017984 , 0.041373 , 0.041744 , 0.03788 , 0.017329 , 0.024992 , 0.043828 , 0.040086 , 0.041 , 0.039811 , 0.033178 , 0.02822 , 0.048294 , 0.052755 , 0.044935 , 0.034357 , 0.025847 , 0.046317 , 0.025819 , 0.025303 , 0.029572 , 0.051838 , 0.029661 , 0.052854 , 0.051282 , 0.040485 , 0.04286 , 0.049995 
 338 , 0.064862 , 0.058606 , 0.044207 , 0.038599 , 0.043656 , 0.031365 , 0.028255 , 0.029341 , 0.033617 , 0.032748 , 0.042345 , 0.044169 , 0.048255 , 0.036775 , 0.03019 , 0.048874 , 0.047585 , 0.031115 , 0.029039 , 0.055873 , 0.023143 , 0.054756 , 0.018908 , 0.036335 , 0.046191 , 0.061202 , 0.067745 , 0.049516 , 0.038064 , 0.045499 , 0.029981 , 0.023539 , 0.01953 , 0.028589 , 0.042185 , 0.026542 , 0.028931 , 0.026111 , 0.023246 , 0.030291 , 0.031515 , 0.019481 , 0.018186 , 0.083245 , 0.068807 , 0.029061 , 0.033733 , 0.018174 , 0.042036 , 0.041532 , 0.038572 , 0.017605 , 0.025718 , 0.045413 , 0.041176 , 0.041087 , 0.040295 , 0.033842 , 0.02897 , 0.04879 , 0.053241 , 0.045886 , 0.035471 , 0.026921 , 0.047398 , 0.026887 , 0.026054 , 0.030726 , 0.053327 , 0.030534 , 0.053856 , 0.051714 , 0.041267 , 0.043503 , 0.050613 
 339 , 0.064931 , 0.059347 , 0.045093 , 0.039163 , 0.044247 , 0.031651 , 0.028532 , 0.029977 , 0.03424 , 0.033491 , 0.042754 , 0.044726 , 0.049042 , 0.037245 , 0.030652 , 0.049393 , 0.048553 , 0.031629 , 0.029868 , 0.056494 , 0.023961 , 0.055106 , 0.019802 , 0.037108 , 0.046557 , 0.062099 , 0.068422 , 0.050542 , 0.038521 , 0.046068 , 0.030539 , 0.0245 , 0.020321 , 0.029265 , 0.04263 , 0.02707 , 0.029606 , 0.027118 , 0.024181 , 0.031115 , 0.03251 , 0.020886 , 0.01902 , 0.082501 , 0.069133 , 0.029792 , 0.034428 , 0.019197 , 0.04304 , 0.042658 , 0.039584 , 0.018126 , 0.026282 , 0.046076 , 0.04177 , 0.041833 , 0.041243 , 0.034221 , 0.029475 , 0.04974 , 0.053994 , 0.046187 , 0.036133 , 0.027608 , 0.048239 , 0.02799 , 0.026861 , 0.031463 , 0.054465 , 0.030989 , 0.054405 , 0.052444 , 0.041885 , 0.044693 , 0.051021 
 340 , 0.064712 , 0.059943 , 0.045958 , 0.039561 , 0.04472 , 0.031877 , 0.02868 , 0.030528 , 0.034818 , 0.034147 , 0.043084 , 0.045089 , 0.049795 , 0.037629 , 0.03098 , 0.049773 , 0.04946 , 0.032029 , 0.030656 , 0.057077 , 0.024611 , 0.055361 , 0.020708 , 0.037849 , 0.046745 , 0.062972 , 0.068977 , 0.051442 , 0.038939 , 0.046434 , 0.030983 , 0.02547 , 0.021025 , 0.029903 , 0.04297 , 0.027417 , 0.030279 , 0.028108 , 0.025147 , 0.031909 , 0.033369 , 0.022341 , 0.019795 , 0.081235 , 0.069177 , 0.030391 , 0.034973 , 0.020253 , 0.043988 , 0.043949 , 0.040529 , 0.018627 , 0.026763 , 0.046493 , 0.042181 , 0.042597 , 0.042154 , 0.034502 , 0.029879 , 0.050649 , 0.05471 , 0.046327 , 0.036643 , 0.028124 , 0.048944 , 0.028974 , 0.02758 , 0.032046 , 0.055391 , 0.031308 , 0.054794 , 0.053117 , 0.042399 , 0.045843 , 0.051321 
 341 , 0.064495 , 0.060458 , 0.046741 , 0.039895 , 0.045118 , 0.032067 , 0.028806 , 0.031011 , 0.035307 , 0.034717 , 0.043337 , 0.045404 , 0.050503 , 0.037979 , 0.031251 , 0.050061 , 0.050232 , 0.032375 , 0.031384 , 0.057578 , 0.025175 , 0.055563 , 0.021461 , 0.038491 , 0.046891 , 0.063722 , 0.069451 , 0.052219 , 0.039297 , 0.046706 , 0.031375 , 0.026312 , 0.02162 , 0.030434 , 0.043248 , 0.0277 , 0.030851 , 0.028957 , 0.026048 , 0.032619 , 0.034112 , 0.023643 , 0.020444 , 0.079985 , 0.069155 , 0.03089 , 0.035443 , 0.021181 , 0.044809 , 0.045167 , 0.041335 , 0.019061 , 0.027187 , 0.046829 , 0.042494 , 0.043246 , 0.042931 , 0.034734 , 0.030228 , 0.05142 , 0.055346 , 0.046418 , 0.03708 , 0.028533 , 0.049549 , 0.029829 , 0.028195 , 0.032552 , 0.056157 , 0.031565 , 0.055094 , 0.053664 , 0.042828 , 0.046839 , 0.051545 
 342 , 0.064587 , 0.060858 , 0.047301 , 0.040334 , 0.045517 , 0.032346 , 0.02898 , 0.031431 , 0.035812 , 0.035117 , 0.043961 , 0.045998 , 0.051102 , 0.038403 , 0.031813 , 0.050585 , 0.050885 , 0.0328 , 0.031963 , 0.058083 , 0.025636 , 0.055922 , 0.022238 , 0.039138 , 0.047277 , 0.064331 , 0.069937 , 0.052937 , 0.039752 , 0.047231 , 0.031817 , 0.026896 , 0.022284 , 0.030952 , 0.043699 , 0.028267 , 0.031435 , 0.029675 , 0.026736 , 0.033144 , 0.034653 , 0.024503 , 0.020952 , 0.079495 , 0.069484 , 0.031322 , 0.036048 , 0.021705 , 0.045416 , 0.046083 , 0.042039 , 0.019712 , 0.02787 , 0.047515 , 0.042941 , 0.043963 , 0.043338 , 0.035174 , 0.030484 , 0.052069 , 0.055659 , 0.046738 , 0.037492 , 0.028986 , 0.050068 , 0.030447 , 0.028653 , 0.033168 , 0.056609 , 0.032237 , 0.055312 , 0.054043 , 0.043195 , 0.0476 , 0.051928 
 343 , 0.065002 , 0.061149 , 0.047639 , 0.040899 , 0.045927 , 0.032719 , 0.029204 , 0.031785 , 0.036355 , 0.035358 , 0.045007 , 0.046893 , 0.051568 , 0.038902 , 0.032691 , 0.051391 , 0.051446 , 0.033319 , 0.032374 , 0.058596 , 0.026 , 0.056452 , 0.02308 , 0.039803 , 0.047924 , 0.064812 , 0.070442 , 0.053615 , 0.040309 , 0.048042 , 0.032321 , 0.027238 , 0.023047 , 0.031476 , 0.044347 , 0.029152 , 0.032046 , 0.030279 , 0.027185 , 0.033478 , 0.035004 , 0.024914 , 0.021341 , 0.079797 , 0.070201 , 0.031704 , 0.036816 , 0.021826 , 0.045825 , 0.046655 , 0.042664 , 0.020592 , 0.028825 , 0.048583 , 0.043564 , 0.044778 , 0.043385 , 0.035835 , 0.030648 , 0.052615 , 0.055648 , 0.047314 , 0.037886 , 0.029524 , 0.050522 , 0.030839 , 0.028968 , 0.033914 , 0.05677 , 0.033371 , 0.05547 , 0.054278 , 0.043515 , 0.048134 , 0.052503 
 344 , 0.065375 , 0.061403 , 0.047955 , 0.041415 , 0.046279 , 0.033041 , 0.029402 , 0.032084 , 0.036856 , 0.035581 , 0.045983 , 0.047704 , 0.051961 , 0.039345 , 0.033479 , 0.052136 , 0.051972 , 0.033789 , 0.032719 , 0.059032 , 0.026319 , 0.056914 , 0.023843 , 0.040396 , 0.0485 , 0.065241 , 0.070863 , 0.054218 , 0.040796 , 0.048762 , 0.032776 , 0.027547 , 0.023738 , 0.031934 , 0.044933 , 0.029954 , 0.032581 , 0.030808 , 0.027576 , 0.03376 , 0.035324 , 0.025279 , 0.021687 , 0.080054 , 0.07084 , 0.032037 , 0.037528 , 0.021925 , 0.0462 , 0.047151 , 0.04322 , 0.021364 , 0.02967 , 0.049535 , 0.044141 , 0.045515 , 0.043424 , 0.036416 , 0.030791 , 0.053104 , 0.055632 , 0.047836 , 0.038226 , 0.030032 , 0.050947 , 0.031188 , 0.029242 , 0.034587 , 0.056907 , 0.034421 , 0.055613 , 0.05449 , 0.043801 , 0.048599 , 0.053023 
 345 , 0.065701 , 0.061581 , 0.048208 , 0.041855 , 0.046564 , 0.033267 , 0.029581 , 0.032345 , 0.037275 , 0.035755 , 0.046807 , 0.048335 , 0.052308 , 0.039729 , 0.034111 , 0.052775 , 0.052413 , 0.034198 , 0.032987 , 0.059398 , 0.026594 , 0.057311 , 0.024485 , 0.040934 , 0.048967 , 0.065633 , 0.071226 , 0.054733 , 0.041224 , 0.049344 , 0.033201 , 0.027791 , 0.024328 , 0.032324 , 0.045403 , 0.030652 , 0.033016 , 0.031233 , 0.027903 , 0.033964 , 0.035602 , 0.025613 , 0.02201 , 0.080275 , 0.071418 , 0.032317 , 0.038134 , 0.022035 , 0.046527 , 0.047528 , 0.043684 , 0.02203 , 0.030379 , 0.050328 , 0.044687 , 0.046107 , 0.043477 , 0.036905 , 0.030926 , 0.053479 , 0.055648 , 0.048282 , 0.038496 , 0.030471 , 0.051309 , 0.031476 , 0.029478 , 0.035161 , 0.057053 , 0.035319 , 0.055732 , 0.054716 , 0.044012 , 0.048996 , 0.053458 
 346 , 0.065906 , 0.061283 , 0.047982 , 0.041909 , 0.046554 , 0.032721 , 0.029819 , 0.032609 , 0.037165 , 0.035508 , 0.046534 , 0.047703 , 0.052731 , 0.039924 , 0.033764 , 0.052798 , 0.052264 , 0.034345 , 0.032903 , 0.059602 , 0.026753 , 0.057527 , 0.02445 , 0.041506 , 0.048825 , 0.066086 , 0.071582 , 0.054907 , 0.041598 , 0.049189 , 0.03375 , 0.027605 , 0.024428 , 0.03251 , 0.045132 , 0.030907 , 0.032961 , 0.031101 , 0.027965 , 0.033733 , 0.035682 , 0.025991 , 0.022466 , 0.080483 , 0.071983 , 0.032406 , 0.038112 , 0.02247 , 0.046657 , 0.047223 , 0.043701 , 0.022364 , 0.030476 , 0.050301 , 0.045328 , 0.045771 , 0.043724 , 0.037028 , 0.03117 , 0.053079 , 0.056091 , 0.048323 , 0.038417 , 0.030479 , 0.051289 , 0.031466 , 0.029626 , 0.035255 , 0.057525 , 0.035295 , 0.055776 , 0.055307 , 0.043721 , 0.04917 , 0.053401 
 347 , 0.066078 , 0.060993 , 0.047765 , 0.041942 , 0.046546 , 0.032254 , 0.030022 , 0.03285 , 0.037054 , 0.035285 , 0.046285 , 0.047124 , 0.053106 , 0.04009 , 0.033447 , 0.052806 , 0.052115 , 0.034471 , 0.032828 , 0.059788 , 0.02689 , 0.057714 , 0.024405 , 0.042003 , 0.048689 , 0.066475 , 0.071901 , 0.055054 , 0.041921 , 0.049024 , 0.034225 , 0.02743 , 0.024498 , 0.03267 , 0.04487 , 0.03112 , 0.032909 , 0.030983 , 0.028022 , 0.033514 , 0.035754 , 0.02633 , 0.022868 , 0.080657 , 0.072484 , 0.032481 , 0.038069 , 0.022853 , 0.046758 , 0.04693 , 0.043704 , 0.022671 , 0.03055 , 0.050268 , 0.045899 , 0.04546 , 0.043964 , 0.037133 , 0.031383 , 0.05271 , 0.056476 , 0.048353 , 0.038338 , 0.03046 , 0.051254 , 0.031448 , 0.029757 , 0.035334 , 0.057946 , 0.035251 , 0.055789 , 0.055842 , 0.043443 , 0.049336 , 0.053342 
 348 , 0.066225 , 0.060712 , 0.047556 , 0.041959 , 0.046541 , 0.031851 , 0.030196 , 0.03307 , 0.036943 , 0.035082 , 0.046057 , 0.046592 , 0.053443 , 0.040232 , 0.033156 , 0.052804 , 0.051967 , 0.034579 , 0.03276 , 0.059958 , 0.027009 , 0.057876 , 0.024354 , 0.042438 , 0.048558 , 0.06681 , 0.072189 , 0.055177 , 0.042203 , 0.048854 , 0.034641 , 0.027265 , 0.024544 , 0.032808 , 0.044617 , 0.031299 , 0.03286 , 0.030875 , 0.028074 , 0.033305 , 0.035819 , 0.026637 , 0.023225 , 0.080805 , 0.072933 , 0.032544 , 0.03801 , 0.023193 , 0.046834 , 0.046648 , 0.043697 , 0.022953 , 0.030607 , 0.05023 , 0.046413 , 0.04517 , 0.044196 , 0.037225 , 0.03157 , 0.052369 , 0.056811 , 0.048374 , 0.038257 , 0.03042 , 0.051207 , 0.031424 , 0.029875 , 0.035401 , 0.058324 , 0.035194 , 0.05578 , 0.05633 , 0.043178 , 0.049495 , 0.053282 
 349 , 0.066021 , 0.060619 , 0.047409 , 0.041908 , 0.046379 , 0.032002 , 0.029936 , 0.032775 , 0.036582 , 0.03483 , 0.045507 , 0.046711 , 0.052929 , 0.03991 , 0.033347 , 0.052812 , 0.051904 , 0.034511 , 0.032656 , 0.059802 , 0.026807 , 0.058073 , 0.024198 , 0.042134 , 0.048505 , 0.06661 , 0.072351 , 0.054926 , 0.042049 , 0.048927 , 0.034431 , 0.027153 , 0.024473 , 0.032635 , 0.044269 , 0.030901 , 0.03265 , 0.030784 , 0.02801 , 0.033217 , 0.035642 , 0.026542 , 0.023089 , 0.080558 , 0.07258 , 0.032433 , 0.037892 , 0.023287 , 0.046452 , 0.04633 , 0.043572 , 0.022811 , 0.030373 , 0.050025 , 0.04616 , 0.045005 , 0.04375 , 0.036952 , 0.031422 , 0.052009 , 0.056617 , 0.04827 , 0.037968 , 0.030137 , 0.050872 , 0.031476 , 0.029765 , 0.035262 , 0.058 , 0.034912 , 0.055943 , 0.056119 , 0.043049 , 0.049331 , 0.053239 
