  time  ,30:50 AM,30:41 AM,30:32 AM,30:22 AM,30:13 AM,29:31 AM,29:21 AM,29:09 AM,29:00 AM,28:53 AM,27:52 AM,27:43 AM,27:33 AM,27:24 AM,27:16 AM,26:53 AM,26:41 AM,26:30 AM,26:21 AM,26:12 AM,24:24 AM,24:14 AM,24:04 AM,23:49 AM,23:42 AM,22:52 AM,22:44 AM,22:33 AM,22:24 AM,22:13 AM,21:06 AM,20:56 AM,20:46 AM,20:34 AM,20:19 AM,19:08 AM,18:56 AM,18:41 AM,18:29 AM,18:10 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 701 , 0.166457 , 0.195706 , 0.21709 , 0.213758 , 0.182774 , 0.079214 , 0.091353 , 0.120152 , 0.149524 , 0.16632 , 0.148541 , 0.184563 , 0.138149 , 0.130257 , 0.159752 , 0.256089 , 0.212051 , 0.216202 , 0.223044 , 0.217267 , 0.217882 , 0.212283 , 0.250395 , 0.209702 , 0.247677 , 0.196143 , 0.218633 , 0.192306 , 0.20592 , 0.172711 , 0.204104 , 0.213007 , 0.213212 , 0.224655 , 0.235046 , 0.192046 , 0.173639 , 0.158796 , 0.165023 , 0.168546 
 702 , 0.172527 , 0.199621 , 0.219534 , 0.217579 , 0.18697 , 0.080169 , 0.092155 , 0.121095 , 0.150483 , 0.16783 , 0.149614 , 0.185558 , 0.139216 , 0.131234 , 0.16107 , 0.259103 , 0.214702 , 0.218231 , 0.22533 , 0.220634 , 0.219683 , 0.213901 , 0.253089 , 0.21219 , 0.250592 , 0.197544 , 0.219833 , 0.194015 , 0.207982 , 0.174468 , 0.206924 , 0.215611 , 0.215367 , 0.227068 , 0.238633 , 0.195074 , 0.176558 , 0.162849 , 0.167857 , 0.170817 
 703 , 0.178519 , 0.203484 , 0.221958 , 0.221365 , 0.19111 , 0.081102 , 0.09295 , 0.122031 , 0.151422 , 0.169316 , 0.150667 , 0.186562 , 0.140262 , 0.132206 , 0.162366 , 0.262078 , 0.217289 , 0.220231 , 0.227586 , 0.223929 , 0.221459 , 0.215508 , 0.255749 , 0.214631 , 0.253455 , 0.198923 , 0.221027 , 0.195684 , 0.210016 , 0.176198 , 0.209692 , 0.218166 , 0.217492 , 0.229448 , 0.242173 , 0.198046 , 0.17941 , 0.166833 , 0.170639 , 0.173054 
 704 , 0.184634 , 0.207357 , 0.224349 , 0.225128 , 0.19521 , 0.082035 , 0.09374 , 0.122959 , 0.152354 , 0.170782 , 0.151709 , 0.187533 , 0.141294 , 0.133133 , 0.163655 , 0.265058 , 0.21988 , 0.222215 , 0.229839 , 0.227235 , 0.223168 , 0.217061 , 0.258388 , 0.217048 , 0.256334 , 0.200297 , 0.222188 , 0.197344 , 0.212041 , 0.177896 , 0.212363 , 0.220645 , 0.219517 , 0.231785 , 0.245623 , 0.201022 , 0.182258 , 0.170849 , 0.173399 , 0.175292 
 705 , 0.191189 , 0.211284 , 0.226736 , 0.228991 , 0.199315 , 0.082945 , 0.0945 , 0.123843 , 0.153212 , 0.172227 , 0.152772 , 0.188467 , 0.142311 , 0.134024 , 0.164928 , 0.268129 , 0.22252 , 0.224214 , 0.232127 , 0.230606 , 0.224802 , 0.21853 , 0.261056 , 0.219424 , 0.259308 , 0.201704 , 0.22332 , 0.199021 , 0.214127 , 0.179553 , 0.214874 , 0.223013 , 0.221399 , 0.234062 , 0.24894 , 0.204052 , 0.185184 , 0.175003 , 0.176164 , 0.177551 
 706 , 0.197675 , 0.215175 , 0.229096 , 0.232821 , 0.203389 , 0.083869 , 0.095258 , 0.124717 , 0.154069 , 0.173665 , 0.153818 , 0.189402 , 0.143304 , 0.134899 , 0.166187 , 0.271163 , 0.225132 , 0.226192 , 0.234372 , 0.233908 , 0.226418 , 0.219988 , 0.263685 , 0.221777 , 0.26224 , 0.203084 , 0.224442 , 0.200658 , 0.216169 , 0.181182 , 0.217349 , 0.225344 , 0.223236 , 0.236321 , 0.252204 , 0.207048 , 0.188049 , 0.179114 , 0.178888 , 0.179763 
 707 , 0.204094 , 0.219033 , 0.231442 , 0.236619 , 0.207414 , 0.08477 , 0.096007 , 0.125581 , 0.154931 , 0.175073 , 0.154852 , 0.190328 , 0.144301 , 0.135764 , 0.167446 , 0.274163 , 0.227701 , 0.228149 , 0.236593 , 0.237172 , 0.228004 , 0.221417 , 0.266286 , 0.224091 , 0.265126 , 0.20445 , 0.225554 , 0.20229 , 0.21819 , 0.18278 , 0.219784 , 0.227648 , 0.225066 , 0.238543 , 0.255431 , 0.210009 , 0.190881 , 0.183162 , 0.181581 , 0.18195 
 708 , 0.211013 , 0.222878 , 0.23385 , 0.240499 , 0.211512 , 0.085751 , 0.096854 , 0.126563 , 0.155904 , 0.176587 , 0.155996 , 0.191421 , 0.145379 , 0.136707 , 0.168873 , 0.277198 , 0.230434 , 0.23021 , 0.239001 , 0.240643 , 0.229619 , 0.222931 , 0.269025 , 0.226465 , 0.268106 , 0.205928 , 0.226741 , 0.20397 , 0.220237 , 0.18451 , 0.222142 , 0.229842 , 0.226912 , 0.240788 , 0.258527 , 0.213036 , 0.193852 , 0.187519 , 0.184457 , 0.184221 
 709 , 0.217643 , 0.226419 , 0.235991 , 0.244153 , 0.215462 , 0.086686 , 0.097643 , 0.127496 , 0.156801 , 0.178008 , 0.157088 , 0.192465 , 0.146419 , 0.137617 , 0.170238 , 0.280144 , 0.233092 , 0.232204 , 0.241345 , 0.244048 , 0.231185 , 0.224407 , 0.271707 , 0.228808 , 0.271002 , 0.207352 , 0.227894 , 0.205615 , 0.222227 , 0.186197 , 0.224447 , 0.231982 , 0.228717 , 0.242991 , 0.261587 , 0.216037 , 0.196787 , 0.191864 , 0.18732 , 0.186497 
 710 , 0.22424 , 0.229951 , 0.238114 , 0.247822 , 0.219399 , 0.087617 , 0.098428 , 0.128421 , 0.1577 , 0.179439 , 0.15818 , 0.193494 , 0.14746 , 0.138505 , 0.171613 , 0.283084 , 0.235752 , 0.234207 , 0.243669 , 0.247458 , 0.232728 , 0.225888 , 0.274401 , 0.231132 , 0.273882 , 0.20877 , 0.229029 , 0.207251 , 0.224214 , 0.187875 , 0.226745 , 0.234104 , 0.230535 , 0.245187 , 0.264642 , 0.219023 , 0.199711 , 0.196207 , 0.190172 , 0.18877 
 711 , 0.231301 , 0.233677 , 0.240504 , 0.25168 , 0.223488 , 0.088601 , 0.099322 , 0.129448 , 0.15877 , 0.180978 , 0.159315 , 0.194581 , 0.148555 , 0.139521 , 0.173009 , 0.286064 , 0.238583 , 0.236351 , 0.246163 , 0.251044 , 0.234404 , 0.227407 , 0.277198 , 0.233677 , 0.276926 , 0.210287 , 0.230315 , 0.209015 , 0.226278 , 0.189662 , 0.229004 , 0.23626 , 0.232405 , 0.247435 , 0.267593 , 0.222125 , 0.202733 , 0.20076 , 0.193102 , 0.191168 
 712 , 0.238385 , 0.237209 , 0.242741 , 0.255446 , 0.227438 , 0.089543 , 0.10018 , 0.13045 , 0.159854 , 0.182472 , 0.16041 , 0.195604 , 0.14963 , 0.140518 , 0.174343 , 0.288985 , 0.241435 , 0.238501 , 0.248647 , 0.25467 , 0.236071 , 0.228846 , 0.279977 , 0.236304 , 0.280016 , 0.211799 , 0.231612 , 0.210816 , 0.228355 , 0.191481 , 0.231186 , 0.238359 , 0.234249 , 0.249668 , 0.270451 , 0.225279 , 0.20584 , 0.205453 , 0.196134 , 0.193626 
 713 , 0.245562 , 0.240788 , 0.245022 , 0.259268 , 0.231471 , 0.090493 , 0.101059 , 0.131468 , 0.16095 , 0.183998 , 0.161529 , 0.196661 , 0.150719 , 0.141544 , 0.175698 , 0.291967 , 0.24434 , 0.240711 , 0.251186 , 0.258367 , 0.237764 , 0.230313 , 0.282818 , 0.238974 , 0.283178 , 0.213326 , 0.232925 , 0.212644 , 0.230454 , 0.193315 , 0.233414 , 0.240492 , 0.236117 , 0.251932 , 0.273372 , 0.228486 , 0.209015 , 0.21025 , 0.199222 , 0.196146 
 714 , 0.253026 , 0.244445 , 0.247382 , 0.26321 , 0.235569 , 0.091465 , 0.101957 , 0.132535 , 0.162087 , 0.185559 , 0.162715 , 0.19777 , 0.151877 , 0.142616 , 0.177107 , 0.295032 , 0.247305 , 0.242983 , 0.253834 , 0.262197 , 0.239494 , 0.231824 , 0.28572 , 0.241713 , 0.2864 , 0.214932 , 0.234299 , 0.214547 , 0.232632 , 0.195217 , 0.235646 , 0.242662 , 0.238032 , 0.254244 , 0.276306 , 0.231811 , 0.212251 , 0.215201 , 0.202375 , 0.198732 
 715 , 0.260984 , 0.248219 , 0.249909 , 0.26727 , 0.239706 , 0.092487 , 0.102908 , 0.133661 , 0.16326 , 0.187176 , 0.164016 , 0.198993 , 0.153146 , 0.143749 , 0.178611 , 0.298201 , 0.250383 , 0.245377 , 0.256669 , 0.266207 , 0.241267 , 0.233445 , 0.288753 , 0.244519 , 0.289739 , 0.216622 , 0.235711 , 0.216558 , 0.234892 , 0.1972 , 0.237836 , 0.244827 , 0.240026 , 0.256592 , 0.279228 , 0.235314 , 0.215534 , 0.220489 , 0.205612 , 0.201425 
 716 , 0.269121 , 0.252056 , 0.252503 , 0.271433 , 0.24392 , 0.093534 , 0.103868 , 0.134803 , 0.164448 , 0.188819 , 0.165343 , 0.20025 , 0.154435 , 0.144906 , 0.180133 , 0.301461 , 0.253538 , 0.247829 , 0.259592 , 0.270321 , 0.243103 , 0.23512 , 0.291843 , 0.247394 , 0.293159 , 0.218375 , 0.237163 , 0.218617 , 0.237215 , 0.199229 , 0.240088 , 0.247037 , 0.242055 , 0.259005 , 0.282226 , 0.238913 , 0.218898 , 0.225898 , 0.20891 , 0.204197 
 717 , 0.277427 , 0.255982 , 0.255167 , 0.275681 , 0.248248 , 0.094595 , 0.104865 , 0.13598 , 0.165681 , 0.190515 , 0.166701 , 0.201549 , 0.155768 , 0.146097 , 0.18171 , 0.304809 , 0.256772 , 0.25035 , 0.262595 , 0.274547 , 0.244986 , 0.236844 , 0.295036 , 0.250338 , 0.296667 , 0.220165 , 0.238641 , 0.220739 , 0.239596 , 0.20132 , 0.242387 , 0.249318 , 0.244145 , 0.261474 , 0.285288 , 0.242616 , 0.222357 , 0.231467 , 0.212303 , 0.207041 
 718 , 0.285755 , 0.259546 , 0.25752 , 0.279538 , 0.252164 , 0.095606 , 0.10571 , 0.136983 , 0.166725 , 0.192048 , 0.167915 , 0.202696 , 0.156925 , 0.147151 , 0.183172 , 0.307925 , 0.259849 , 0.252595 , 0.265307 , 0.278677 , 0.24658 , 0.238338 , 0.29796 , 0.252949 , 0.299935 , 0.221802 , 0.239984 , 0.22265 , 0.241794 , 0.203177 , 0.244263 , 0.251278 , 0.245947 , 0.263724 , 0.287958 , 0.24615 , 0.225752 , 0.236996 , 0.215623 , 0.209774 
 719 , 0.294447 , 0.263389 , 0.260081 , 0.283527 , 0.256218 , 0.096647 , 0.106595 , 0.13802 , 0.167816 , 0.193634 , 0.169166 , 0.203861 , 0.158119 , 0.148234 , 0.184683 , 0.311113 , 0.262985 , 0.25488 , 0.268061 , 0.282895 , 0.248214 , 0.239881 , 0.300937 , 0.255599 , 0.30326 , 0.223468 , 0.241371 , 0.224592 , 0.244035 , 0.20506 , 0.246181 , 0.253276 , 0.247797 , 0.266003 , 0.290685 , 0.249741 , 0.229175 , 0.242608 , 0.218999 , 0.212547 
 720 , 0.303272 , 0.267281 , 0.262674 , 0.287561 , 0.260332 , 0.0977 , 0.107494 , 0.139079 , 0.168926 , 0.195249 , 0.17045 , 0.205056 , 0.159334 , 0.149326 , 0.18621 , 0.314337 , 0.266161 , 0.25721 , 0.270856 , 0.287184 , 0.249858 , 0.241437 , 0.303964 , 0.258305 , 0.306646 , 0.22516 , 0.242771 , 0.226582 , 0.246321 , 0.206982 , 0.248109 , 0.255297 , 0.249657 , 0.268326 , 0.293453 , 0.253383 , 0.23265 , 0.248323 , 0.222428 , 0.215366 
 721 , 0.311724 , 0.270703 , 0.264909 , 0.291158 , 0.263997 , 0.098638 , 0.108254 , 0.139984 , 0.169867 , 0.196665 , 0.171565 , 0.206056 , 0.160389 , 0.150262 , 0.187599 , 0.317419 , 0.26908 , 0.25929 , 0.273388 , 0.291183 , 0.25126 , 0.242706 , 0.306742 , 0.260738 , 0.309702 , 0.226622 , 0.244005 , 0.228346 , 0.248413 , 0.208753 , 0.249824 , 0.257067 , 0.251323 , 0.270428 , 0.295903 , 0.256755 , 0.235963 , 0.25382 , 0.225661 , 0.218019 
 722 , 0.320451 , 0.274273 , 0.267192 , 0.294867 , 0.267603 , 0.099575 , 0.109057 , 0.140913 , 0.170803 , 0.198104 , 0.172694 , 0.207076 , 0.161445 , 0.151179 , 0.189008 , 0.320538 , 0.272008 , 0.261368 , 0.27594 , 0.295166 , 0.252633 , 0.243897 , 0.309538 , 0.263173 , 0.312749 , 0.228069 , 0.245216 , 0.230097 , 0.25053 , 0.210523 , 0.251538 , 0.25878 , 0.252981 , 0.272543 , 0.298339 , 0.260062 , 0.239231 , 0.259203 , 0.228816 , 0.22059 
 723 , 0.329183 , 0.277847 , 0.26949 , 0.298593 , 0.271226 , 0.100527 , 0.109839 , 0.141844 , 0.171728 , 0.199529 , 0.173824 , 0.20811 , 0.162502 , 0.152086 , 0.190415 , 0.323678 , 0.274933 , 0.263439 , 0.278505 , 0.299151 , 0.254015 , 0.245111 , 0.312332 , 0.265609 , 0.315791 , 0.229512 , 0.246426 , 0.231856 , 0.252638 , 0.212288 , 0.253246 , 0.260487 , 0.254647 , 0.274661 , 0.300763 , 0.263377 , 0.242507 , 0.264579 , 0.23198 , 0.223163 
 724 , 0.337749 , 0.281252 , 0.271668 , 0.302149 , 0.274653 , 0.101448 , 0.110601 , 0.142748 , 0.172637 , 0.200898 , 0.174932 , 0.209126 , 0.163546 , 0.152999 , 0.19177 , 0.326734 , 0.277798 , 0.265487 , 0.281006 , 0.303136 , 0.255335 , 0.246293 , 0.315027 , 0.267979 , 0.318777 , 0.230935 , 0.247601 , 0.233563 , 0.254706 , 0.214011 , 0.254903 , 0.262181 , 0.256248 , 0.276725 , 0.303123 , 0.266635 , 0.245689 , 0.269904 , 0.235092 , 0.225693 
 725 , 0.346168 , 0.284506 , 0.273832 , 0.305547 , 0.277897 , 0.102369 , 0.111348 , 0.143629 , 0.173575 , 0.202245 , 0.176007 , 0.210167 , 0.164633 , 0.153922 , 0.193057 , 0.329696 , 0.280575 , 0.267518 , 0.283462 , 0.307095 , 0.256598 , 0.247484 , 0.317585 , 0.27022 , 0.321651 , 0.232314 , 0.248774 , 0.235201 , 0.256709 , 0.215646 , 0.256488 , 0.263858 , 0.257741 , 0.278696 , 0.305314 , 0.269778 , 0.2487 , 0.275171 , 0.238112 , 0.228138 
 726 , 0.354644 , 0.28784 , 0.2761 , 0.309017 , 0.28121 , 0.103324 , 0.112112 , 0.144515 , 0.17454 , 0.203622 , 0.177101 , 0.21122 , 0.165728 , 0.15487 , 0.194357 , 0.33267 , 0.283343 , 0.269555 , 0.285928 , 0.311027 , 0.257864 , 0.248685 , 0.320145 , 0.27246 , 0.32452 , 0.233696 , 0.249947 , 0.236834 , 0.258709 , 0.217287 , 0.258072 , 0.265536 , 0.259236 , 0.280671 , 0.30751 , 0.272877 , 0.251663 , 0.280438 , 0.241111 , 0.230571 
 727 , 0.363075 , 0.291164 , 0.27835 , 0.312465 , 0.2845 , 0.104265 , 0.112861 , 0.145411 , 0.175503 , 0.204996 , 0.178193 , 0.212259 , 0.166822 , 0.155804 , 0.19563 , 0.335624 , 0.286102 , 0.271576 , 0.288364 , 0.314923 , 0.259128 , 0.249884 , 0.322675 , 0.274669 , 0.327358 , 0.235064 , 0.251119 , 0.238463 , 0.260693 , 0.218911 , 0.259641 , 0.267198 , 0.260718 , 0.282617 , 0.309677 , 0.275941 , 0.254604 , 0.285637 , 0.244088 , 0.232985 
 728 , 0.370841 , 0.293865 , 0.280212 , 0.31537 , 0.287239 , 0.105083 , 0.113495 , 0.146172 , 0.176358 , 0.206239 , 0.179154 , 0.213144 , 0.167775 , 0.156603 , 0.196902 , 0.338468 , 0.288576 , 0.273344 , 0.290497 , 0.318616 , 0.26019 , 0.250842 , 0.324974 , 0.276626 , 0.329897 , 0.236266 , 0.25224 , 0.239864 , 0.262585 , 0.220474 , 0.261005 , 0.268712 , 0.262002 , 0.284346 , 0.311577 , 0.278742 , 0.257394 , 0.290643 , 0.246854 , 0.235257 
 729 , 0.378791 , 0.296739 , 0.282267 , 0.318477 , 0.290164 , 0.105961 , 0.114222 , 0.146975 , 0.177289 , 0.207543 , 0.180188 , 0.214105 , 0.168785 , 0.157455 , 0.198227 , 0.341356 , 0.291062 , 0.275135 , 0.292651 , 0.322371 , 0.261281 , 0.251795 , 0.327296 , 0.278616 , 0.332476 , 0.237493 , 0.253409 , 0.241278 , 0.264508 , 0.222051 , 0.262373 , 0.270246 , 0.263295 , 0.286113 , 0.313516 , 0.281564 , 0.260202 , 0.295563 , 0.249575 , 0.237518 
 730 , 0.386638 , 0.299578 , 0.284313 , 0.321548 , 0.293041 , 0.106828 , 0.114938 , 0.147767 , 0.178212 , 0.208838 , 0.181202 , 0.215035 , 0.169762 , 0.158287 , 0.199517 , 0.344197 , 0.293513 , 0.276893 , 0.29476 , 0.326064 , 0.262342 , 0.252743 , 0.329574 , 0.280572 , 0.335009 , 0.238701 , 0.254546 , 0.242671 , 0.266385 , 0.223594 , 0.26371 , 0.271748 , 0.26457 , 0.287848 , 0.315423 , 0.284325 , 0.262947 , 0.300376 , 0.252247 , 0.23973 
 731 , 0.393848 , 0.30206 , 0.28611 , 0.324301 , 0.295564 , 0.107629 , 0.115574 , 0.148476 , 0.179 , 0.209994 , 0.182139 , 0.215911 , 0.17062 , 0.159041 , 0.200673 , 0.346843 , 0.295757 , 0.278479 , 0.296699 , 0.329504 , 0.263253 , 0.253558 , 0.33163 , 0.282331 , 0.33728 , 0.239769 , 0.25561 , 0.243947 , 0.268119 , 0.224978 , 0.264932 , 0.273094 , 0.265692 , 0.289418 , 0.317153 , 0.286858 , 0.265403 , 0.304801 , 0.254729 , 0.241786 
 732 , 0.40098 , 0.304597 , 0.287932 , 0.327013 , 0.298025 , 0.10843 , 0.116207 , 0.149199 , 0.179755 , 0.211144 , 0.183047 , 0.216787 , 0.171447 , 0.159787 , 0.201774 , 0.349418 , 0.298049 , 0.280082 , 0.298616 , 0.332838 , 0.264225 , 0.254446 , 0.333609 , 0.284025 , 0.339434 , 0.240819 , 0.256652 , 0.245197 , 0.269796 , 0.226337 , 0.266118 , 0.274378 , 0.266781 , 0.290934 , 0.318814 , 0.289282 , 0.267722 , 0.308998 , 0.257135 , 0.243738 
 733 , 0.408022 , 0.307113 , 0.289734 , 0.329694 , 0.300441 , 0.109219 , 0.116831 , 0.149913 , 0.180491 , 0.212273 , 0.183959 , 0.217644 , 0.172253 , 0.160523 , 0.202867 , 0.351949 , 0.300308 , 0.281665 , 0.300501 , 0.336125 , 0.265178 , 0.255327 , 0.335559 , 0.285676 , 0.341544 , 0.241839 , 0.257676 , 0.246427 , 0.271441 , 0.227664 , 0.267298 , 0.275656 , 0.267852 , 0.29242 , 0.320444 , 0.291649 , 0.269996 , 0.313122 , 0.259494 , 0.245656 
 734 , 0.41482 , 0.309528 , 0.2915 , 0.332278 , 0.302772 , 0.109988 , 0.117443 , 0.150633 , 0.181247 , 0.213389 , 0.184835 , 0.218496 , 0.173082 , 0.161243 , 0.203948 , 0.354401 , 0.302519 , 0.283239 , 0.302339 , 0.339335 , 0.266138 , 0.256214 , 0.337444 , 0.287285 , 0.343622 , 0.242871 , 0.258695 , 0.24764 , 0.27305 , 0.228961 , 0.268426 , 0.276892 , 0.268907 , 0.293873 , 0.322029 , 0.293969 , 0.272207 , 0.317115 , 0.26179 , 0.247519 
 735 , 0.42107 , 0.311725 , 0.293161 , 0.334625 , 0.304894 , 0.11067 , 0.118007 , 0.151363 , 0.181997 , 0.214474 , 0.185671 , 0.219353 , 0.173926 , 0.161928 , 0.205018 , 0.356754 , 0.304629 , 0.284813 , 0.304136 , 0.342467 , 0.267081 , 0.257106 , 0.339215 , 0.288788 , 0.345647 , 0.243891 , 0.259696 , 0.248843 , 0.274634 , 0.230207 , 0.269502 , 0.278091 , 0.269936 , 0.295293 , 0.323566 , 0.296233 , 0.274393 , 0.320952 , 0.264009 , 0.2493 
 736 , 0.427187 , 0.313874 , 0.294744 , 0.336893 , 0.306951 , 0.111339 , 0.118562 , 0.152079 , 0.182731 , 0.215538 , 0.186475 , 0.220185 , 0.174749 , 0.162589 , 0.206051 , 0.359069 , 0.306675 , 0.286364 , 0.30594 , 0.345561 , 0.267969 , 0.257964 , 0.34095 , 0.290253 , 0.347644 , 0.244901 , 0.260661 , 0.250018 , 0.276179 , 0.23143 , 0.270569 , 0.279261 , 0.270942 , 0.296694 , 0.32507 , 0.298464 , 0.276552 , 0.324733 , 0.266199 , 0.251065 
 737 , 0.433239 , 0.315997 , 0.296323 , 0.339149 , 0.308982 , 0.112007 , 0.119107 , 0.152788 , 0.183461 , 0.216577 , 0.187276 , 0.221006 , 0.175567 , 0.163257 , 0.207083 , 0.361351 , 0.308705 , 0.287911 , 0.307706 , 0.348608 , 0.26885 , 0.258814 , 0.342663 , 0.291714 , 0.349607 , 0.245891 , 0.261618 , 0.251185 , 0.277707 , 0.232642 , 0.271606 , 0.280414 , 0.271931 , 0.298079 , 0.326551 , 0.300655 , 0.27867 , 0.328452 , 0.268333 , 0.252798 
 738 , 0.438754 , 0.318115 , 0.297974 , 0.341331 , 0.310915 , 0.112667 , 0.119686 , 0.153491 , 0.184221 , 0.217592 , 0.188129 , 0.221789 , 0.176358 , 0.163996 , 0.208028 , 0.363437 , 0.310613 , 0.289435 , 0.309455 , 0.351449 , 0.269729 , 0.259598 , 0.344285 , 0.293102 , 0.351449 , 0.246874 , 0.262565 , 0.252277 , 0.279099 , 0.233849 , 0.272659 , 0.281499 , 0.272937 , 0.299433 , 0.327908 , 0.302677 , 0.280643 , 0.331948 , 0.270259 , 0.254472 
 739 , 0.444198 , 0.32016 , 0.299572 , 0.343452 , 0.312786 , 0.113297 , 0.120249 , 0.154148 , 0.184959 , 0.218581 , 0.188953 , 0.22254 , 0.177127 , 0.16472 , 0.208963 , 0.365477 , 0.312436 , 0.290919 , 0.311121 , 0.354181 , 0.270596 , 0.260362 , 0.345841 , 0.294467 , 0.353239 , 0.247859 , 0.263499 , 0.25335 , 0.280467 , 0.235042 , 0.273685 , 0.282579 , 0.273926 , 0.300754 , 0.329248 , 0.304713 , 0.282604 , 0.335463 , 0.272201 , 0.256114 
 740 , 0.449634 , 0.322206 , 0.301169 , 0.345561 , 0.314658 , 0.113927 , 0.120798 , 0.154805 , 0.185684 , 0.219558 , 0.189778 , 0.223289 , 0.177907 , 0.165444 , 0.209897 , 0.367492 , 0.31426 , 0.29239 , 0.312774 , 0.356913 , 0.271449 , 0.261124 , 0.347397 , 0.295831 , 0.355017 , 0.248831 , 0.264421 , 0.254422 , 0.281823 , 0.236223 , 0.274698 , 0.283646 , 0.274903 , 0.302063 , 0.330575 , 0.306736 , 0.284552 , 0.338968 , 0.274142 , 0.257755 
 741 , 0.454658 , 0.324215 , 0.302775 , 0.347664 , 0.316491 , 0.114597 , 0.1214 , 0.155503 , 0.186447 , 0.220586 , 0.190623 , 0.224133 , 0.178723 , 0.166145 , 0.210853 , 0.369431 , 0.315995 , 0.293852 , 0.314372 , 0.359504 , 0.272316 , 0.261929 , 0.348972 , 0.297121 , 0.356708 , 0.249786 , 0.265379 , 0.255476 , 0.28309 , 0.237341 , 0.275705 , 0.284749 , 0.275887 , 0.303295 , 0.331878 , 0.308634 , 0.286419 , 0.342168 , 0.27602 , 0.259338 
 742 , 0.458989 , 0.325858 , 0.304197 , 0.349494 , 0.318073 , 0.115259 , 0.121967 , 0.156161 , 0.187158 , 0.22157 , 0.191408 , 0.224936 , 0.179505 , 0.166804 , 0.211738 , 0.371265 , 0.317649 , 0.295237 , 0.315881 , 0.361965 , 0.273115 , 0.262702 , 0.350499 , 0.298324 , 0.358272 , 0.250666 , 0.266274 , 0.256454 , 0.284279 , 0.238376 , 0.276662 , 0.285792 , 0.276832 , 0.304439 , 0.333075 , 0.310396 , 0.288165 , 0.345147 , 0.277801 , 0.260922 
 743 , 0.46332 , 0.327502 , 0.305618 , 0.351335 , 0.319666 , 0.115909 , 0.122521 , 0.156818 , 0.187869 , 0.222565 , 0.192192 , 0.225726 , 0.180288 , 0.16745 , 0.212634 , 0.373097 , 0.319303 , 0.29662 , 0.317389 , 0.364438 , 0.273901 , 0.263462 , 0.352025 , 0.299514 , 0.359836 , 0.251545 , 0.267155 , 0.257419 , 0.285454 , 0.23941 , 0.277631 , 0.286835 , 0.277764 , 0.305582 , 0.334283 , 0.312158 , 0.289911 , 0.348138 , 0.279593 , 0.262505 
 744 , 0.467499 , 0.32913 , 0.307057 , 0.353156 , 0.321235 , 0.11655 , 0.123099 , 0.157495 , 0.188603 , 0.223568 , 0.192969 , 0.226551 , 0.181059 , 0.168119 , 0.213514 , 0.374865 , 0.320956 , 0.297986 , 0.318858 , 0.3668 , 0.274688 , 0.264209 , 0.353483 , 0.300702 , 0.361379 , 0.252421 , 0.268041 , 0.258375 , 0.286634 , 0.240426 , 0.278569 , 0.287834 , 0.278714 , 0.306706 , 0.335498 , 0.313885 , 0.291606 , 0.350985 , 0.28131 , 0.264076 
 745 , 0.471259 , 0.330644 , 0.308336 , 0.354859 , 0.322678 , 0.117129 , 0.123638 , 0.158175 , 0.189325 , 0.224494 , 0.193709 , 0.227372 , 0.181783 , 0.168813 , 0.214378 , 0.376512 , 0.322568 , 0.299264 , 0.320249 , 0.368934 , 0.275474 , 0.264884 , 0.354762 , 0.301826 , 0.362899 , 0.253251 , 0.268916 , 0.259298 , 0.287752 , 0.24141 , 0.279433 , 0.288735 , 0.279664 , 0.307765 , 0.33668 , 0.315525 , 0.293192 , 0.353572 , 0.282894 , 0.265625 
 746 , 0.474975 , 0.332127 , 0.309568 , 0.35652 , 0.324085 , 0.117678 , 0.124153 , 0.158847 , 0.190043 , 0.225394 , 0.194441 , 0.2282 , 0.182487 , 0.169489 , 0.215214 , 0.378155 , 0.32417 , 0.300554 , 0.321631 , 0.371061 , 0.276258 , 0.265556 , 0.356034 , 0.302947 , 0.364428 , 0.254088 , 0.269783 , 0.260235 , 0.288868 , 0.242389 , 0.280279 , 0.289645 , 0.280619 , 0.308839 , 0.33786 , 0.31716 , 0.294808 , 0.35618 , 0.284494 , 0.267171 
 747 , 0.478709 , 0.333613 , 0.310808 , 0.358193 , 0.325505 , 0.118243 , 0.124661 , 0.159513 , 0.190766 , 0.226299 , 0.195167 , 0.229022 , 0.183193 , 0.170174 , 0.216063 , 0.379806 , 0.325784 , 0.301837 , 0.323025 , 0.373181 , 0.27705 , 0.266219 , 0.357305 , 0.304061 , 0.36596 , 0.254926 , 0.270656 , 0.261162 , 0.289985 , 0.243366 , 0.281123 , 0.290556 , 0.28156 , 0.309896 , 0.339047 , 0.318795 , 0.296403 , 0.358764 , 0.286082 , 0.268723 
