DHT_00005.ref_DHT_DARK.spu,DHT_00004.ref_DHT_DARK.spu,DHT_00003.ref_DHT_DARK.spu,
Wavelength,DHT_00010_B1_NP.spu,DHT_00011_B1_NP.spu,DHT_00012_B1_NP.spu,DHT_00013_B1_NP.spu,DHT_00014_B1_NP.spu,DHT_00015_B1_P.spu,DHT_00016_B1_P.spu,DHT_00017_B1_P.spu,DHT_00018_B1_P.spu,DHT_00019_B1_P.spu,DHT_00020_B1_CT2.spu,DHT_00021_B1_CT2.spu,DHT_00022_B1_CT2.spu,DHT_00023_B1_CT2.spu,DHT_00024_B1_CT2.spu,DHT_00025_B1_CT1.spu,DHT_00026_B1_CT1.spu,DHT_00027_B1_CT1.spu,DHT_00028_B1_CT1.spu,DHT_00029_B1_CT1.spu,DHT_00030_B1_N.spu,DHT_00031_B1_N.spu,DHT_00032_B1_N.spu,DHT_00033_B1_N.spu,DHT_00034_B1_N.spu,DHT_00035_B1_EXNP-SF.spu,DHT_00036_B1_EXNP-SF.spu,DHT_00037_B1_EXNP-SF.spu,DHT_00038_B1_EXNP-SF.spu,DHT_00039_B1_EXNP-SF.spu,DHT_00040_B1_EXNP-LF.spu,DHT_00041_B1_EXNP-LF.spu,DHT_00042_B1_EXNP-LF.spu,DHT_00043_B1_EXNP-LF.spu,DHT_00044_B1_EXNP-LF.spu,DHT_00045_B1_EXCT-SF.spu,DHT_00046_B1_EXCT-SF.spu,DHT_00047_B1_EXCT-SF.spu,DHT_00048_B1_EXCT-SF.spu,DHT_00049_B1_EXCT-SF.spu,DHT_00050_B1_EXCT-LF.spu,DHT_00051_B1_EXCT-LF.spu,DHT_00052_B1_EXCT-LF.spu,DHT_00053_B1_EXCT-LF.spu,DHT_00054_B1_EXCT-LF.spu,DHT_00055_B2_NP.spu,DHT_00056_B2_NP.spu,DHT_00057_B2_NP.spu,DHT_00058_B2_NP.spu,DHT_00059_B2_NP.spu,DHT_00060_B2_CT2.spu,DHT_00061_B2_CT2.spu,DHT_00062_B2_CT2.spu,DHT_00063_B2_CT2.spu,DHT_00064_B2_CT2.spu,DHT_00065_B2_EXCT-LF.spu,DHT_00066_B2_EXCT-LF.spu,DHT_00067_B2_EXCT-LF.spu,DHT_00068_B2_EXCT-LF.spu,DHT_00069_B2_EXCT-LF.spu,DHT_00070_B2_EXCT-SF.spu,DHT_00071_B2_EXCT-SF.spu,DHT_00072_B2_EXCT-SF.spu,DHT_00073_B2_EXCT-SF.spu,DHT_00074_B2_EXCT-SF.spu,DHT_00075_B2_CT1.spu,DHT_00076_B2_CT1.spu,DHT_00077_B2_CT1.spu,DHT_00078_B2_CT1.spu,DHT_00079_B2_CT1.spu,DHT_00080_B2_N.spu,DHT_00081_B2_N.spu,DHT_00082_B2_N.spu,DHT_00083_B2_N.spu,DHT_00084_B2_N.spu,DHT_00085_B2_P.spu,DHT_00086_B2_P.spu,DHT_00087_B2_P.spu,DHT_00088_B2_P.spu,DHT_00089_B2_P.spu,DHT_00090_B2_EXNP-LF.spu,DHT_00091_B2_EXNP-LF.spu,DHT_00092_B2_EXNP-LF.spu,DHT_00093_B2_EXNP-LF.spu,DHT_00094_B2_EXNP-LF.spu,DHT_00095_B2_EXNP-SF.spu,DHT_00096_B2_EXNP-SF.spu,DHT_00097_B2_EXNP-SF.spu,DHT_00098_B2_EXNP-SF.spu,DHT_00099_B2_EXNP-SF.spu,DHT_00100_B3_NP.spu,DHT_00101_B3_NP.spu,DHT_00102_B3_NP.spu,DHT_00103_B3_NP.spu,DHT_00104_B3_NP.spu,DHT_00105_B3_CT2.spu,DHT_00106_B3_CT2.spu,DHT_00107_B3_CT2.spu,DHT_00108_B3_CT2.spu,DHT_00109_B3_CT2.spu,DHT_00110_B3_EXCT-L.spu,DHT_00111_B3_EXCT-L.spu,DHT_00112_B3_EXCT-L.spu,DHT_00113_B3_EXCT-L.spu,DHT_00114_B3_EXCT-L.spu,DHT_00115_B3_EXCT-S.spu,DHT_00116_B3_EXCT-S.spu,DHT_00117_B3_EXCT-S.spu,DHT_00118_B3_EXCT-S.spu,DHT_00119_B3_EXCT-S.spu,DHT_00120_B3_CT1.spu,DHT_00121_B3_CT1.spu,DHT_00122_B3_CT1.spu,DHT_00123_B3_CT1.spu,DHT_00124_B3_CT1.spu,DHT_00125_B3_N.spu,DHT_00126_B3_N.spu,DHT_00127_B3_N.spu,DHT_00128_B3_N.spu,DHT_00129_B3_N.spu,DHT_00130_B3_EXNP-L.spu,DHT_00131_B3_EXNP-L.spu,DHT_00132_B3_EXNP-L.spu,DHT_00133_B3_EXNP-L.spu,DHT_00134_B3_EXNP-L.spu,DHT_00135_B3_EXNP-S.spu,DHT_00136_B3_EXNP-S.spu,DHT_00137_B3_EXNP-S.spu,DHT_00138_B3_EXNP-S.spu,DHT_00139_B3_EXNP-S.spu,DHT_00140_B3_P.spu,DHT_00141_B3_P.spu,DHT_00142_B3_P.spu,DHT_00143_B3_P.spu,DHT_00144_B3_P.spu
 1078 , 0.354346 , 0.580594 , 0.433441 , 0.427739 , 0.480628 , 0.362878 , 0.360102 , 0.294956 , 0.410227 , 0.3338 , 0.416498 , 0.398363 , 0.370084 , 0.474425 , 0.427414 , 0.521422 , 0.524645 , 0.429608 , 0.460421 , 0.504072 , 0.31962 , 0.357109 , 0.398444 , 0.383275 , 0.356594 , 0.352639 , 0.440918 , 0.483431 , 0.314053 , 0.375758 , 0.300428 , 0.393325 , 0.495567 , 0.35161 , 0.490826 , 0.395004 , 0.45671 , 0.442746 , 0.445956 , 0.441202 , 0.42308 , 0.439536 , 0.407329 , 0.395776 , 0.532379 , 0.449843 , 0.48507 , 0.516194 , 0.489377 , 0.44555 , 0.495336 , 0.453053 , 0.49661 , 0.471581 , 0.431599 , 0.394408 , 0.429703 , 0.449965 , 0.525051 , 0.481305 , 0.481684 , 0.438371 , 0.453716 , 0.433523 , 0.433455 , 0.566617 , 0.522424 , 0.513092 , 0.546153 , 0.574662 , 0.373172 , 0.407911 , 0.373686 , 0.33338 , 0.338053 , 0.451279 , 0.417974 , 0.435189 , 0.393352 , 0.389722 , 0.249815 , 0.298898 , 0.470863 , 0.425126 , 0.459825 , 0.228741 , 0.313349 , 0.365831 , 0.608671 , 0.395099 , 0.394327 , 0.372494 , 0.387244 , 0.355429 , 0.331443 , 0.429175 , 0.48656 , 0.43936 , 0.50051 , 0.442407 , 0.388219 , 0.458741 , 0.494023 , 0.571967 , 0.417108 , 0.501986 , 0.512483 , 0.471757 , 0.495174 , 0.4475 , 0.410471 , 0.427672 , 0.454272 , 0.421685 , 0.421306 , 0.28213 , 0.334423 , 0.404119 , 0.338472 , 0.490881 , 0.225599 , 0.432033 , 0.40592 , 0.401993 , 0.463346 , 0.47047 , 0.503287 , 0.352897 , 0.305128 , 0.155022 , 0.419071 , 0.372183 , 0.381487 , 0.382828 , 0.361456 
 1079 , 0.354327 , 0.587339 , 0.430869 , 0.425985 , 0.480622 , 0.360177 , 0.357225 , 0.293418 , 0.407291 , 0.334695 , 0.41442 , 0.398788 , 0.368626 , 0.472962 , 0.425277 , 0.522267 , 0.524525 , 0.426814 , 0.45899 , 0.499002 , 0.317322 , 0.356627 , 0.396462 , 0.382272 , 0.352776 , 0.348382 , 0.43812 , 0.486472 , 0.315526 , 0.367306 , 0.300465 , 0.389482 , 0.496458 , 0.349906 , 0.488105 , 0.399523 , 0.451807 , 0.437195 , 0.446392 , 0.434297 , 0.421781 , 0.437617 , 0.412829 , 0.395101 , 0.526512 , 0.44729 , 0.486118 , 0.514335 , 0.487615 , 0.442242 , 0.493234 , 0.448025 , 0.495764 , 0.471411 , 0.428284 , 0.395646 , 0.428583 , 0.447834 , 0.524933 , 0.479765 , 0.479207 , 0.436134 , 0.454065 , 0.433467 , 0.430474 , 0.563299 , 0.516634 , 0.5079 , 0.542293 , 0.569503 , 0.370912 , 0.3994 , 0.374272 , 0.332505 , 0.33143 , 0.446338 , 0.423753 , 0.435794 , 0.390244 , 0.38917 , 0.248794 , 0.299078 , 0.471602 , 0.423318 , 0.460296 , 0.227434 , 0.311567 , 0.365456 , 0.608304 , 0.393822 , 0.392884 , 0.371782 , 0.386244 , 0.356082 , 0.329838 , 0.429018 , 0.48522 , 0.436841 , 0.49937 , 0.44178 , 0.383292 , 0.457276 , 0.492866 , 0.569598 , 0.416407 , 0.499547 , 0.510512 , 0.468949 , 0.494009 , 0.445657 , 0.411332 , 0.427835 , 0.454133 , 0.418679 , 0.421264 , 0.282207 , 0.332899 , 0.40472 , 0.337797 , 0.490608 , 0.224522 , 0.431127 , 0.406176 , 0.401822 , 0.461902 , 0.469493 , 0.504567 , 0.351865 , 0.303662 , 0.156226 , 0.420379 , 0.371238 , 0.384163 , 0.378 , 0.359279 
 1080 , 0.352792 , 0.597569 , 0.427901 , 0.423425 , 0.481272 , 0.356693 , 0.354407 , 0.291413 , 0.403604 , 0.335449 , 0.413254 , 0.396075 , 0.365878 , 0.470992 , 0.422234 , 0.523254 , 0.523857 , 0.423397 , 0.459329 , 0.494358 , 0.312521 , 0.354668 , 0.394391 , 0.382277 , 0.348754 , 0.339309 , 0.435156 , 0.488335 , 0.317941 , 0.358569 , 0.300502 , 0.384796 , 0.493003 , 0.34707 , 0.480533 , 0.402495 , 0.444765 , 0.432048 , 0.445436 , 0.428352 , 0.419701 , 0.439522 , 0.417949 , 0.396773 , 0.518778 , 0.440166 , 0.485885 , 0.510209 , 0.483763 , 0.439413 , 0.489964 , 0.442232 , 0.496165 , 0.46835 , 0.42378 , 0.397512 , 0.429447 , 0.445723 , 0.523816 , 0.477275 , 0.473387 , 0.434416 , 0.453758 , 0.434635 , 0.429174 , 0.561431 , 0.507869 , 0.502544 , 0.53489 , 0.561377 , 0.365851 , 0.390476 , 0.37264 , 0.332561 , 0.322199 , 0.440631 , 0.427942 , 0.436429 , 0.387547 , 0.390737 , 0.248842 , 0.29953 , 0.472374 , 0.419838 , 0.459808 , 0.226065 , 0.309975 , 0.364715 , 0.607575 , 0.392653 , 0.392489 , 0.371929 , 0.384618 , 0.356406 , 0.328139 , 0.429667 , 0.482805 , 0.434143 , 0.49663 , 0.441083 , 0.37765 , 0.456126 , 0.492086 , 0.565716 , 0.416252 , 0.498163 , 0.507896 , 0.465708 , 0.49225 , 0.441397 , 0.412118 , 0.427449 , 0.453676 , 0.415266 , 0.420728 , 0.282393 , 0.331219 , 0.405055 , 0.336489 , 0.489937 , 0.222451 , 0.42927 , 0.406793 , 0.402427 , 0.460069 , 0.467885 , 0.505131 , 0.350917 , 0.301816 , 0.157472 , 0.421536 , 0.369958 , 0.384864 , 0.372298 , 0.357255 
 1081 , 0.350339 , 0.600006 , 0.426328 , 0.420374 , 0.480136 , 0.354368 , 0.350985 , 0.290673 , 0.400517 , 0.334003 , 0.410019 , 0.39228 , 0.363526 , 0.468338 , 0.419164 , 0.52271 , 0.521913 , 0.421295 , 0.458698 , 0.491522 , 0.310832 , 0.352168 , 0.393586 , 0.381389 , 0.344247 , 0.334016 , 0.432722 , 0.488855 , 0.318876 , 0.351769 , 0.299638 , 0.384456 , 0.484578 , 0.345664 , 0.475255 , 0.403762 , 0.441427 , 0.428102 , 0.444012 , 0.425008 , 0.416977 , 0.437425 , 0.418146 , 0.399981 , 0.514322 , 0.434249 , 0.484234 , 0.505879 , 0.480315 , 0.436036 , 0.483712 , 0.437576 , 0.495689 , 0.463374 , 0.420841 , 0.396612 , 0.429766 , 0.444466 , 0.52128 , 0.474003 , 0.468929 , 0.432172 , 0.453679 , 0.436146 , 0.426658 , 0.558436 , 0.499897 , 0.497834 , 0.530617 , 0.55255 , 0.358755 , 0.385088 , 0.371818 , 0.331995 , 0.315755 , 0.436476 , 0.426919 , 0.436311 , 0.384758 , 0.39184 , 0.250285 , 0.299405 , 0.471886 , 0.417555 , 0.458011 , 0.225588 , 0.308797 , 0.36409 , 0.60563 , 0.392019 , 0.39195 , 0.371502 , 0.382709 , 0.356156 , 0.325999 , 0.430165 , 0.480411 , 0.432337 , 0.494025 , 0.440739 , 0.373922 , 0.455921 , 0.491674 , 0.562025 , 0.415698 , 0.49749 , 0.50493 , 0.463195 , 0.489886 , 0.43715 , 0.411477 , 0.426067 , 0.452166 , 0.413429 , 0.418999 , 0.281652 , 0.3304 , 0.405137 , 0.335171 , 0.487658 , 0.220322 , 0.426933 , 0.405399 , 0.402442 , 0.456828 , 0.466564 , 0.503871 , 0.349789 , 0.300738 , 0.158317 , 0.420649 , 0.368312 , 0.382874 , 0.367748 , 0.357091 
 1082 , 0.347525 , 0.594088 , 0.426043 , 0.416884 , 0.477 , 0.353498 , 0.34689 , 0.291202 , 0.398302 , 0.330089 , 0.404234 , 0.388163 , 0.361512 , 0.464626 , 0.416346 , 0.520701 , 0.518756 , 0.420677 , 0.457301 , 0.49085 , 0.312845 , 0.348904 , 0.393943 , 0.378949 , 0.339165 , 0.333027 , 0.430375 , 0.486504 , 0.318184 , 0.34809 , 0.298113 , 0.387846 , 0.47111 , 0.345814 , 0.472889 , 0.403379 , 0.442224 , 0.425698 , 0.441645 , 0.424277 , 0.413987 , 0.430664 , 0.413849 , 0.404303 , 0.513886 , 0.430112 , 0.481759 , 0.501209 , 0.4778 , 0.432292 , 0.474848 , 0.434665 , 0.494078 , 0.456998 , 0.419477 , 0.393254 , 0.42923 , 0.44399 , 0.517749 , 0.47002 , 0.466295 , 0.429437 , 0.45406 , 0.437879 , 0.423146 , 0.554373 , 0.493098 , 0.494491 , 0.530219 , 0.543724 , 0.350767 , 0.383639 , 0.372507 , 0.330737 , 0.312859 , 0.434596 , 0.421022 , 0.435672 , 0.381777 , 0.392109 , 0.253157 , 0.298568 , 0.470268 , 0.416442 , 0.454543 , 0.225913 , 0.307907 , 0.363554 , 0.602295 , 0.391847 , 0.391005 , 0.370244 , 0.380466 , 0.355277 , 0.32355 , 0.430306 , 0.477966 , 0.431313 , 0.491732 , 0.440307 , 0.372162 , 0.456529 , 0.491415 , 0.558346 , 0.414594 , 0.497333 , 0.501802 , 0.461329 , 0.487111 , 0.433327 , 0.409393 , 0.42356 , 0.449521 , 0.413407 , 0.416263 , 0.279918 , 0.330392 , 0.404855 , 0.33373 , 0.483759 , 0.218229 , 0.424222 , 0.402027 , 0.401379 , 0.452128 , 0.465482 , 0.501016 , 0.34838 , 0.300417 , 0.158747 , 0.417684 , 0.366354 , 0.378714 , 0.364299 , 0.358947 
 1083 , 0.347933 , 0.584439 , 0.425309 , 0.41347 , 0.472555 , 0.354621 , 0.341882 , 0.291936 , 0.397588 , 0.324144 , 0.394985 , 0.38838 , 0.358941 , 0.458473 , 0.415118 , 0.518887 , 0.515758 , 0.421128 , 0.457019 , 0.492426 , 0.319616 , 0.344249 , 0.393697 , 0.372373 , 0.333296 , 0.336066 , 0.425213 , 0.47466 , 0.316292 , 0.352031 , 0.298028 , 0.387106 , 0.456271 , 0.346963 , 0.47484 , 0.403224 , 0.446343 , 0.425379 , 0.436262 , 0.423772 , 0.413166 , 0.419674 , 0.411546 , 0.406048 , 0.51861 , 0.429934 , 0.482677 , 0.495527 , 0.47862 , 0.429602 , 0.46764 , 0.435529 , 0.490847 , 0.453322 , 0.418289 , 0.391592 , 0.426639 , 0.442937 , 0.516533 , 0.466116 , 0.466837 , 0.426833 , 0.455745 , 0.438963 , 0.420643 , 0.550417 , 0.488382 , 0.495611 , 0.535268 , 0.538855 , 0.34911 , 0.385112 , 0.377814 , 0.328796 , 0.31578 , 0.437495 , 0.416129 , 0.436249 , 0.378036 , 0.390014 , 0.256307 , 0.29692 , 0.469218 , 0.415146 , 0.448642 , 0.225512 , 0.306239 , 0.362666 , 0.597746 , 0.391287 , 0.388089 , 0.367069 , 0.377773 , 0.354011 , 0.321679 , 0.429034 , 0.474937 , 0.42945 , 0.49039 , 0.436927 , 0.370849 , 0.456299 , 0.489795 , 0.553366 , 0.412349 , 0.495929 , 0.499598 , 0.458902 , 0.485267 , 0.431873 , 0.407087 , 0.420089 , 0.446246 , 0.414966 , 0.414315 , 0.277535 , 0.330001 , 0.40375 , 0.331275 , 0.479534 , 0.21676 , 0.422014 , 0.398737 , 0.396992 , 0.446703 , 0.464219 , 0.499515 , 0.346271 , 0.299759 , 0.159046 , 0.414163 , 0.364521 , 0.37733 , 0.36045 , 0.361932 
 1084 , 0.349998 , 0.574445 , 0.42467 , 0.41055 , 0.468712 , 0.354932 , 0.33856 , 0.292851 , 0.396722 , 0.318687 , 0.387633 , 0.38855 , 0.356961 , 0.452354 , 0.413983 , 0.5162 , 0.512323 , 0.420973 , 0.457066 , 0.494256 , 0.325788 , 0.339756 , 0.392886 , 0.3668 , 0.328915 , 0.336392 , 0.420028 , 0.463625 , 0.31474 , 0.357392 , 0.297284 , 0.386605 , 0.445447 , 0.348984 , 0.476731 , 0.402559 , 0.449186 , 0.424893 , 0.429465 , 0.424337 , 0.413038 , 0.41112 , 0.408757 , 0.406061 , 0.523455 , 0.429242 , 0.482943 , 0.490698 , 0.479135 , 0.428158 , 0.461999 , 0.437289 , 0.48689 , 0.450951 , 0.417777 , 0.390426 , 0.423906 , 0.442139 , 0.515616 , 0.462486 , 0.467836 , 0.425768 , 0.458678 , 0.439054 , 0.420084 , 0.547386 , 0.486209 , 0.49741 , 0.539631 , 0.535879 , 0.347747 , 0.38691 , 0.382268 , 0.327901 , 0.321772 , 0.441361 , 0.411912 , 0.436719 , 0.374208 , 0.388481 , 0.259205 , 0.29538 , 0.467572 , 0.414164 , 0.442765 , 0.225725 , 0.305192 , 0.361728 , 0.593874 , 0.390607 , 0.385548 , 0.36416 , 0.37525 , 0.35243 , 0.320313 , 0.427783 , 0.472673 , 0.427936 , 0.488683 , 0.43369 , 0.370052 , 0.455815 , 0.488168 , 0.548957 , 0.410411 , 0.494603 , 0.498286 , 0.457413 , 0.483819 , 0.431299 , 0.404699 , 0.416693 , 0.443501 , 0.416123 , 0.413149 , 0.275257 , 0.329485 , 0.402726 , 0.328957 , 0.47573 , 0.216067 , 0.420084 , 0.395569 , 0.393748 , 0.442265 , 0.463194 , 0.498355 , 0.344203 , 0.299119 , 0.159253 , 0.410814 , 0.363632 , 0.376195 , 0.357447 , 0.364785 
 1085 , 0.357508 , 0.564233 , 0.424404 , 0.409631 , 0.467288 , 0.352448 , 0.341341 , 0.294346 , 0.395402 , 0.315279 , 0.387179 , 0.388545 , 0.357187 , 0.44694 , 0.413283 , 0.510841 , 0.507747 , 0.418788 , 0.458215 , 0.49675 , 0.329076 , 0.33617 , 0.390259 , 0.364922 , 0.330052 , 0.327362 , 0.41515 , 0.45533 , 0.314443 , 0.366985 , 0.294416 , 0.386886 , 0.449128 , 0.353731 , 0.478242 , 0.400266 , 0.447303 , 0.423958 , 0.418411 , 0.428544 , 0.415373 , 0.411387 , 0.404767 , 0.400196 , 0.528053 , 0.426941 , 0.481016 , 0.489183 , 0.478633 , 0.431136 , 0.462424 , 0.442007 , 0.48089 , 0.453393 , 0.419652 , 0.391207 , 0.420976 , 0.44223 , 0.5159 , 0.460194 , 0.470368 , 0.430104 , 0.465504 , 0.435777 , 0.4263 , 0.547926 , 0.492918 , 0.501363 , 0.541181 , 0.539843 , 0.347752 , 0.389674 , 0.383249 , 0.330665 , 0.337634 , 0.448055 , 0.410314 , 0.436794 , 0.370441 , 0.389047 , 0.260911 , 0.294416 , 0.464096 , 0.41437 , 0.437421 , 0.227965 , 0.306345 , 0.360783 , 0.592733 , 0.389604 , 0.384517 , 0.362385 , 0.373619 , 0.349926 , 0.320854 , 0.426732 , 0.473155 , 0.427763 , 0.485894 , 0.43115 , 0.371082 , 0.454536 , 0.486604 , 0.546853 , 0.409701 , 0.493698 , 0.500151 , 0.459219 , 0.483984 , 0.433881 , 0.402273 , 0.41384 , 0.442898 , 0.41575 , 0.414788 , 0.273566 , 0.328616 , 0.402147 , 0.32732 , 0.473796 , 0.218181 , 0.419317 , 0.393186 , 0.394524 , 0.441644 , 0.463037 , 0.498562 , 0.342525 , 0.298541 , 0.159103 , 0.408405 , 0.365981 , 0.376016 , 0.357647 , 0.366789 
 1086 , 0.36326 , 0.555602 , 0.42279 , 0.408671 , 0.465372 , 0.349071 , 0.344271 , 0.295636 , 0.39382 , 0.31395 , 0.388753 , 0.385107 , 0.358516 , 0.441864 , 0.411557 , 0.504561 , 0.501351 , 0.412162 , 0.459642 , 0.49513 , 0.329786 , 0.334797 , 0.389358 , 0.363035 , 0.332784 , 0.315287 , 0.414977 , 0.457249 , 0.314949 , 0.363767 , 0.288485 , 0.388049 , 0.455025 , 0.354237 , 0.482066 , 0.398705 , 0.444158 , 0.419834 , 0.410938 , 0.427238 , 0.411965 , 0.4125 , 0.397114 , 0.394707 , 0.521833 , 0.421481 , 0.472171 , 0.486515 , 0.47469 , 0.432123 , 0.4596 , 0.442019 , 0.477069 , 0.451436 , 0.419215 , 0.388697 , 0.419116 , 0.442934 , 0.512796 , 0.457897 , 0.467722 , 0.433671 , 0.466709 , 0.430138 , 0.423663 , 0.544032 , 0.498986 , 0.503097 , 0.538232 , 0.540681 , 0.344032 , 0.388274 , 0.380251 , 0.333347 , 0.350014 , 0.449001 , 0.409572 , 0.434614 , 0.363992 , 0.38964 , 0.262711 , 0.293497 , 0.46181 , 0.416709 , 0.43598 , 0.231166 , 0.308024 , 0.360037 , 0.591779 , 0.388387 , 0.384248 , 0.360656 , 0.373635 , 0.347748 , 0.320214 , 0.425859 , 0.475422 , 0.426267 , 0.483108 , 0.43118 , 0.370833 , 0.452407 , 0.485023 , 0.546988 , 0.409769 , 0.49261 , 0.500577 , 0.461191 , 0.482601 , 0.43612 , 0.400633 , 0.411543 , 0.441807 , 0.414654 , 0.41578 , 0.270538 , 0.327083 , 0.40145 , 0.327618 , 0.471213 , 0.220087 , 0.418567 , 0.390907 , 0.397762 , 0.440231 , 0.46326 , 0.497635 , 0.341132 , 0.298072 , 0.159051 , 0.406025 , 0.368243 , 0.374029 , 0.358995 , 0.368736 
 1087 , 0.368932 , 0.546812 , 0.420949 , 0.407664 , 0.463312 , 0.345394 , 0.347345 , 0.296951 , 0.3921 , 0.312885 , 0.390747 , 0.380965 , 0.360089 , 0.43667 , 0.409586 , 0.497871 , 0.494525 , 0.404659 , 0.461162 , 0.492759 , 0.330072 , 0.333775 , 0.388668 , 0.361143 , 0.335896 , 0.30232 , 0.415552 , 0.460991 , 0.315648 , 0.358452 , 0.281857 , 0.389437 , 0.461575 , 0.354095 , 0.486437 , 0.397169 , 0.440671 , 0.415097 , 0.403734 , 0.425107 , 0.407621 , 0.413815 , 0.388625 , 0.388981 , 0.513891 , 0.415382 , 0.46213 , 0.483632 , 0.470076 , 0.432825 , 0.456178 , 0.441255 , 0.47345 , 0.448731 , 0.4184 , 0.385592 , 0.417361 , 0.443761 , 0.509035 , 0.455523 , 0.464223 , 0.437268 , 0.467028 , 0.423954 , 0.41971 , 0.539337 , 0.505176 , 0.504521 , 0.534495 , 0.541031 , 0.339542 , 0.386162 , 0.376536 , 0.33611 , 0.362183 , 0.449044 , 0.408974 , 0.43207 , 0.357071 , 0.390277 , 0.264571 , 0.29258 , 0.459567 , 0.419497 , 0.435089 , 0.234668 , 0.309852 , 0.359306 , 0.590813 , 0.387102 , 0.384097 , 0.358893 , 0.373902 , 0.345522 , 0.31935 , 0.424979 , 0.478064 , 0.424523 , 0.480214 , 0.431643 , 0.370385 , 0.450083 , 0.48339 , 0.547496 , 0.409971 , 0.491435 , 0.500776 , 0.463283 , 0.480912 , 0.438378 , 0.399063 , 0.409244 , 0.440614 , 0.413374 , 0.416692 , 0.267205 , 0.325373 , 0.400701 , 0.328236 , 0.468424 , 0.222037 , 0.417802 , 0.388554 , 0.401541 , 0.438635 , 0.463554 , 0.49649 , 0.339727 , 0.297592 , 0.159013 , 0.403563 , 0.370584 , 0.371652 , 0.360574 , 0.370741 
 1088 , 0.36868 , 0.539795 , 0.4187 , 0.405311 , 0.455704 , 0.340201 , 0.345479 , 0.294629 , 0.391866 , 0.314254 , 0.389921 , 0.376446 , 0.363602 , 0.436436 , 0.409116 , 0.4984 , 0.486829 , 0.399948 , 0.457892 , 0.490276 , 0.319031 , 0.334951 , 0.386559 , 0.35881 , 0.340558 , 0.293928 , 0.416998 , 0.459909 , 0.310478 , 0.346451 , 0.29244 , 0.386845 , 0.467375 , 0.346337 , 0.4866 , 0.393425 , 0.43811 , 0.412249 , 0.405941 , 0.419172 , 0.404897 , 0.417455 , 0.389077 , 0.38839 , 0.502234 , 0.408759 , 0.451627 , 0.476072 , 0.469078 , 0.431945 , 0.452571 , 0.438711 , 0.47324 , 0.448151 , 0.418957 , 0.385272 , 0.416998 , 0.441171 , 0.503621 , 0.454288 , 0.464958 , 0.438139 , 0.461196 , 0.425766 , 0.410261 , 0.535061 , 0.507169 , 0.511875 , 0.530913 , 0.539123 , 0.341345 , 0.387389 , 0.374802 , 0.337755 , 0.356292 , 0.448766 , 0.410375 , 0.429428 , 0.349713 , 0.39527 , 0.262817 , 0.292841 , 0.458479 , 0.418171 , 0.43575 , 0.235941 , 0.309719 , 0.356378 , 0.58757 , 0.383985 , 0.381367 , 0.355105 , 0.375488 , 0.342904 , 0.318516 , 0.421174 , 0.478089 , 0.418929 , 0.475829 , 0.429313 , 0.36805 , 0.444647 , 0.480664 , 0.543343 , 0.409603 , 0.487887 , 0.495811 , 0.460624 , 0.478375 , 0.438525 , 0.395699 , 0.407357 , 0.437838 , 0.410804 , 0.414423 , 0.264548 , 0.321062 , 0.398145 , 0.329072 , 0.464872 , 0.220149 , 0.415167 , 0.387975 , 0.399089 , 0.436022 , 0.463428 , 0.493923 , 0.337125 , 0.295702 , 0.158042 , 0.402479 , 0.366791 , 0.371955 , 0.358695 , 0.373328 
 1089 , 0.369669 , 0.531796 , 0.417208 , 0.400798 , 0.448423 , 0.33428 , 0.344494 , 0.291876 , 0.391115 , 0.315302 , 0.388863 , 0.37327 , 0.367288 , 0.436359 , 0.409691 , 0.499233 , 0.482234 , 0.397613 , 0.452927 , 0.487742 , 0.308129 , 0.336303 , 0.382508 , 0.359269 , 0.344981 , 0.285593 , 0.416505 , 0.457144 , 0.306767 , 0.338512 , 0.30559 , 0.385979 , 0.471862 , 0.341553 , 0.483482 , 0.390857 , 0.43633 , 0.410853 , 0.405933 , 0.419417 , 0.405201 , 0.422129 , 0.392105 , 0.386725 , 0.494642 , 0.403351 , 0.446658 , 0.47116 , 0.469051 , 0.432443 , 0.451277 , 0.436746 , 0.473125 , 0.450861 , 0.419604 , 0.386252 , 0.415688 , 0.437148 , 0.498788 , 0.451579 , 0.470213 , 0.441078 , 0.457374 , 0.428053 , 0.408802 , 0.535396 , 0.507524 , 0.517322 , 0.532025 , 0.536314 , 0.343561 , 0.388246 , 0.376368 , 0.339502 , 0.3496 , 0.450603 , 0.412675 , 0.428239 , 0.344451 , 0.40064 , 0.25983 , 0.293411 , 0.455681 , 0.415171 , 0.435139 , 0.236275 , 0.308703 , 0.352556 , 0.582634 , 0.380342 , 0.378104 , 0.351193 , 0.37601 , 0.339315 , 0.317583 , 0.41652 , 0.477012 , 0.413622 , 0.470284 , 0.425686 , 0.36614 , 0.439084 , 0.477959 , 0.537361 , 0.408357 , 0.484242 , 0.489751 , 0.45703 , 0.475305 , 0.437463 , 0.391574 , 0.405589 , 0.434035 , 0.407023 , 0.411097 , 0.262584 , 0.316449 , 0.395347 , 0.328657 , 0.461089 , 0.217857 , 0.412058 , 0.386653 , 0.396193 , 0.433461 , 0.462337 , 0.489951 , 0.33352 , 0.293411 , 0.156589 , 0.400597 , 0.362712 , 0.372165 , 0.356041 , 0.375163 
