  time  ,56:51 AM,59:56 AM,00:08 AM,00:20 AM,00:29 AM,00:36 AM,01:00 AM,01:07 AM,01:16 AM,01:24 AM,01:31 AM,02:01 AM,02:18 AM,02:26 AM,02:33 AM,03:42 AM,03:50 AM,03:57 AM,04:05 AM,04:14 AM,06:34 AM,06:46 AM,06:54 AM,07:02 AM,07:11 AM,07:44 AM,07:54 AM,08:02 AM,08:10 AM,08:16 AM,10:33 AM,10:41 AM,10:49 AM,10:59 AM,11:06 AM,11:40 AM,11:48 AM,11:55 AM,12:01 AM,12:10 AM,13:25 AM,13:33 AM,13:40 AM,13:47 AM,13:55 AM,14:39 AM,14:48 AM,14:55 AM,15:03 AM,15:12 AM,15:49 AM,15:58 AM,16:06 AM,16:14 AM,16:21 AM,17:13 AM,17:45 AM,17:53 AM,18:00 AM,18:07 AM,18:45 AM,18:57 AM,19:04 AM,19:12 AM,19:19 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 326 , 1.007501 , 0.045767 , 0.0468 , 0.03118 , 0.05154 , 0.044794 , 0.050898 , 0.051825 , 0.044729 , 0.046527 , 0.036893 , 0.041907 , 0.03781 , 0.027597 , 0.042022 , 0.038769 , 0.039521 , 0.048371 , 0.037346 , 0.034721 , 0.027851 , 0.049138 , 0.045074 , 0.042001 , 0.045958 , 0.0341 , 0.027427 , 0.031414 , 0.028421 , 0.033763 , 0.031968 , 0.031128 , 0.032929 , 0.040525 , 0.038714 , 0.029575 , 0.023494 , 0.036261 , 0.023947 , 0.026795 , 0.020303 , 0.022766 , 0.035737 , 0.039357 , 0.036423 , 0.04315 , 0.037435 , 0.029866 , 0.02498 , 0.014868 , 0.02375 , 0.013702 , 0.028955 , 0.009326 , 0.015712 , 0.012428 , 0.005474 , 0.018725 , 0.019959 , 0.044978 , 0.024987 , 0.016193 , 0.03122 , 0.030556 , 0.045608 
 327 , 1.021123 , 0.045251 , 0.047038 , 0.030408 , 0.052339 , 0.043555 , 0.049136 , 0.049565 , 0.044922 , 0.045812 , 0.03683 , 0.04183 , 0.035833 , 0.026649 , 0.040009 , 0.037797 , 0.039893 , 0.047983 , 0.036318 , 0.033844 , 0.026995 , 0.047385 , 0.044227 , 0.042035 , 0.04481 , 0.03313 , 0.027238 , 0.029701 , 0.028253 , 0.032415 , 0.031813 , 0.031029 , 0.032681 , 0.040847 , 0.038356 , 0.028375 , 0.024043 , 0.036702 , 0.023635 , 0.027384 , 0.019147 , 0.024639 , 0.03555 , 0.038974 , 0.037655 , 0.045765 , 0.039763 , 0.029941 , 0.023842 , 0.016069 , 0.023499 , 0.013761 , 0.028658 , 0.008438 , 0.016646 , 0.013785 , 0.008601 , 0.024066 , 0.019303 , 0.045475 , 0.025683 , 0.016838 , 0.032741 , 0.030646 , 0.046747 
 328 , 1.033979 , 0.044855 , 0.047239 , 0.029771 , 0.053084 , 0.042509 , 0.047652 , 0.047662 , 0.045073 , 0.045218 , 0.036762 , 0.041782 , 0.034186 , 0.02585 , 0.038336 , 0.036974 , 0.040231 , 0.047687 , 0.035463 , 0.03311 , 0.026283 , 0.045948 , 0.043514 , 0.042058 , 0.043855 , 0.032328 , 0.027074 , 0.028274 , 0.028123 , 0.031292 , 0.031662 , 0.03094 , 0.032494 , 0.041086 , 0.03804 , 0.027345 , 0.024482 , 0.037016 , 0.023379 , 0.027885 , 0.018179 , 0.0261 , 0.035357 , 0.038641 , 0.038584 , 0.047814 , 0.041697 , 0.029978 , 0.022875 , 0.017127 , 0.023298 , 0.0138 , 0.028393 , 0.007698 , 0.017398 , 0.01494 , 0.011139 , 0.028917 , 0.018737 , 0.04581 , 0.026284 , 0.017379 , 0.033997 , 0.030722 , 0.047733 
 329 , 1.028534 , 0.044448 , 0.047119 , 0.031681 , 0.051969 , 0.043185 , 0.04656 , 0.047617 , 0.044344 , 0.04509 , 0.036027 , 0.041335 , 0.035391 , 0.026499 , 0.038592 , 0.037267 , 0.039822 , 0.047219 , 0.035011 , 0.033973 , 0.026256 , 0.045952 , 0.043493 , 0.042723 , 0.04372 , 0.032948 , 0.02657 , 0.029242 , 0.028627 , 0.031988 , 0.033609 , 0.032677 , 0.035192 , 0.044184 , 0.041277 , 0.028755 , 0.02729 , 0.039436 , 0.025881 , 0.031434 , 0.021927 , 0.029774 , 0.039858 , 0.045638 , 0.044171 , 0.051423 , 0.041976 , 0.032947 , 0.027125 , 0.019908 , 0.023929 , 0.015016 , 0.029751 , 0.009369 , 0.018661 , 0.018292 , 0.017933 , 0.030657 , 0.019042 , 0.046309 , 0.031058 , 0.023566 , 0.040891 , 0.032546 , 0.052346 
 330 , 1.023236 , 0.044118 , 0.04702 , 0.033397 , 0.05096 , 0.043822 , 0.045631 , 0.047627 , 0.043696 , 0.045 , 0.035383 , 0.040938 , 0.036503 , 0.027096 , 0.038883 , 0.037548 , 0.039452 , 0.046818 , 0.034632 , 0.034758 , 0.026251 , 0.046001 , 0.043495 , 0.043342 , 0.043624 , 0.033517 , 0.026126 , 0.030146 , 0.029078 , 0.032631 , 0.03535 , 0.034157 , 0.037578 , 0.04693 , 0.044135 , 0.030049 , 0.029806 , 0.041574 , 0.028035 , 0.034526 , 0.02522 , 0.032812 , 0.043832 , 0.051828 , 0.049211 , 0.054482 , 0.042109 , 0.035536 , 0.030968 , 0.022245 , 0.024479 , 0.016103 , 0.03094 , 0.010886 , 0.019758 , 0.02111 , 0.02376 , 0.03196 , 0.019306 , 0.046718 , 0.035236 , 0.029174 , 0.046751 , 0.034195 , 0.056419 
 331 , 1.018182 , 0.043846 , 0.046953 , 0.03487 , 0.050073 , 0.044382 , 0.044831 , 0.047632 , 0.043145 , 0.044928 , 0.034846 , 0.040588 , 0.037444 , 0.027606 , 0.039141 , 0.037788 , 0.039131 , 0.04647 , 0.034299 , 0.03543 , 0.026241 , 0.04603 , 0.043495 , 0.04391 , 0.043531 , 0.033993 , 0.025743 , 0.03092 , 0.029463 , 0.033171 , 0.036858 , 0.035366 , 0.039609 , 0.049299 , 0.046572 , 0.031186 , 0.032011 , 0.043428 , 0.029811 , 0.037138 , 0.027993 , 0.03527 , 0.047234 , 0.057123 , 0.053676 , 0.05705 , 0.042162 , 0.037722 , 0.034321 , 0.024155 , 0.024929 , 0.01705 , 0.031942 , 0.012203 , 0.020705 , 0.023421 , 0.028661 , 0.032968 , 0.01951 , 0.047061 , 0.038786 , 0.034128 , 0.051584 , 0.035648 , 0.059923 
 332 , 1.014951 , 0.044328 , 0.046837 , 0.035021 , 0.050149 , 0.044218 , 0.044231 , 0.047572 , 0.042474 , 0.044347 , 0.034644 , 0.040277 , 0.0371 , 0.027118 , 0.039072 , 0.037669 , 0.038873 , 0.046292 , 0.034669 , 0.035526 , 0.026271 , 0.045868 , 0.043701 , 0.043278 , 0.043516 , 0.033721 , 0.025888 , 0.030684 , 0.029364 , 0.03344 , 0.037486 , 0.035858 , 0.040407 , 0.050599 , 0.046951 , 0.031214 , 0.032732 , 0.044076 , 0.030765 , 0.038297 , 0.029406 , 0.035975 , 0.048075 , 0.058542 , 0.054407 , 0.057553 , 0.044312 , 0.039658 , 0.035662 , 0.025071 , 0.025367 , 0.017462 , 0.032046 , 0.013119 , 0.020964 , 0.025757 , 0.031296 , 0.036052 , 0.025139 , 0.049339 , 0.040116 , 0.035953 , 0.051371 , 0.038459 , 0.061544 
 333 , 1.012828 , 0.045228 , 0.046695 , 0.034397 , 0.050785 , 0.043637 , 0.043771 , 0.047476 , 0.041766 , 0.043495 , 0.034645 , 0.040005 , 0.036027 , 0.026072 , 0.03881 , 0.037348 , 0.038656 , 0.046218 , 0.035434 , 0.035279 , 0.026324 , 0.0456 , 0.044019 , 0.041983 , 0.043547 , 0.033029 , 0.02633 , 0.029874 , 0.028986 , 0.033543 , 0.037572 , 0.035921 , 0.04045 , 0.051221 , 0.046118 , 0.030593 , 0.032541 , 0.043992 , 0.031234 , 0.038574 , 0.029977 , 0.035663 , 0.047383 , 0.057638 , 0.0529 , 0.05684 , 0.047625 , 0.04139 , 0.035746 , 0.02537 , 0.025774 , 0.01754 , 0.031623 , 0.013754 , 0.020809 , 0.027979 , 0.032552 , 0.040112 , 0.033304 , 0.052609 , 0.040104 , 0.035824 , 0.048247 , 0.041876 , 0.061971 
 334 , 1.010832 , 0.046008 , 0.046551 , 0.03386 , 0.051355 , 0.043112 , 0.043339 , 0.047395 , 0.041159 , 0.042753 , 0.034622 , 0.03977 , 0.035082 , 0.025159 , 0.038554 , 0.037086 , 0.038436 , 0.046144 , 0.036103 , 0.035052 , 0.026371 , 0.045359 , 0.044299 , 0.040833 , 0.043567 , 0.032421 , 0.026701 , 0.029156 , 0.028654 , 0.033642 , 0.037669 , 0.035993 , 0.040481 , 0.051776 , 0.04536 , 0.030039 , 0.032343 , 0.043927 , 0.031704 , 0.03885 , 0.030477 , 0.035445 , 0.046744 , 0.056806 , 0.051587 , 0.056249 , 0.050587 , 0.042948 , 0.035788 , 0.025591 , 0.026121 , 0.017602 , 0.031253 , 0.014301 , 0.02067 , 0.029845 , 0.033711 , 0.043507 , 0.039991 , 0.055408 , 0.040103 , 0.035671 , 0.045524 , 0.04478 , 0.06229 
 335 , 1.009475 , 0.046291 , 0.046626 , 0.033438 , 0.05167 , 0.042676 , 0.043134 , 0.047057 , 0.04072 , 0.042244 , 0.034444 , 0.039725 , 0.034442 , 0.024501 , 0.0382 , 0.036845 , 0.038317 , 0.046038 , 0.036435 , 0.03474 , 0.026403 , 0.045035 , 0.044403 , 0.040174 , 0.043606 , 0.031964 , 0.026758 , 0.028627 , 0.028451 , 0.033558 , 0.037843 , 0.036194 , 0.040603 , 0.052155 , 0.044935 , 0.029716 , 0.032037 , 0.043852 , 0.032055 , 0.03901 , 0.031062 , 0.035801 , 0.046245 , 0.056284 , 0.05096 , 0.055747 , 0.052275 , 0.043988 , 0.035981 , 0.026056 , 0.026242 , 0.017654 , 0.030923 , 0.014688 , 0.02067 , 0.031067 , 0.03472 , 0.04513 , 0.044096 , 0.056164 , 0.040022 , 0.035619 , 0.043956 , 0.045952 , 0.062522 
 336 , 1.010104 , 0.045053 , 0.047462 , 0.033266 , 0.05123 , 0.04241 , 0.043596 , 0.045782 , 0.040684 , 0.042337 , 0.033702 , 0.040271 , 0.034564 , 0.024455 , 0.037448 , 0.036615 , 0.038492 , 0.045803 , 0.035783 , 0.034047 , 0.026381 , 0.044383 , 0.043969 , 0.040879 , 0.043708 , 0.031853 , 0.025834 , 0.028525 , 0.028607 , 0.032837 , 0.038284 , 0.036855 , 0.041087 , 0.052046 , 0.04539 , 0.03004 , 0.031316 , 0.043747 , 0.032024 , 0.038844 , 0.032104 , 0.038073 , 0.046078 , 0.05665 , 0.052371 , 0.055376 , 0.050254 , 0.043652 , 0.036792 , 0.027502 , 0.025687 , 0.017702 , 0.030615 , 0.014692 , 0.021128 , 0.030711 , 0.035465 , 0.042058 , 0.042045 , 0.051063 , 0.039727 , 0.035888 , 0.045713 , 0.042145 , 0.062717 
 337 , 1.010505 , 0.043984 , 0.048182 , 0.033105 , 0.050843 , 0.042183 , 0.044029 , 0.044676 , 0.040653 , 0.042415 , 0.033074 , 0.040754 , 0.034701 , 0.024422 , 0.036798 , 0.036391 , 0.03867 , 0.045599 , 0.035214 , 0.033459 , 0.026369 , 0.043801 , 0.043588 , 0.041514 , 0.043808 , 0.031759 , 0.025037 , 0.028449 , 0.028743 , 0.032213 , 0.038679 , 0.037419 , 0.04148 , 0.051959 , 0.045885 , 0.030336 , 0.030692 , 0.043631 , 0.031989 , 0.038662 , 0.032998 , 0.039981 , 0.045931 , 0.05696 , 0.053571 , 0.055032 , 0.048497 , 0.043313 , 0.037453 , 0.028827 , 0.025203 , 0.017735 , 0.030348 , 0.014694 , 0.021521 , 0.030416 , 0.036056 , 0.039429 , 0.040281 , 0.046766 , 0.039418 , 0.036162 , 0.047207 , 0.038882 , 0.062807 
 338 , 1.010725 , 0.043051 , 0.048807 , 0.032955 , 0.050497 , 0.041989 , 0.044439 , 0.043707 , 0.040627 , 0.04248 , 0.032538 , 0.041187 , 0.034849 , 0.024397 , 0.036233 , 0.036172 , 0.038849 , 0.045422 , 0.034715 , 0.032954 , 0.026364 , 0.043277 , 0.043252 , 0.042091 , 0.043907 , 0.031677 , 0.024341 , 0.028393 , 0.028862 , 0.03167 , 0.039037 , 0.037907 , 0.0418 , 0.051887 , 0.046412 , 0.030609 , 0.030145 , 0.043507 , 0.03195 , 0.03847 , 0.033771 , 0.0416 , 0.0458 , 0.057224 , 0.054602 , 0.054709 , 0.046954 , 0.042974 , 0.037994 , 0.030052 , 0.024776 , 0.017756 , 0.030112 , 0.014695 , 0.021862 , 0.03017 , 0.036528 , 0.037155 , 0.03875 , 0.043106 , 0.039103 , 0.036439 , 0.048489 , 0.036056 , 0.06282 
 339 , 1.010094 , 0.043495 , 0.048405 , 0.033338 , 0.050187 , 0.042005 , 0.044163 , 0.043627 , 0.040739 , 0.042729 , 0.032617 , 0.041081 , 0.034838 , 0.023994 , 0.036629 , 0.036472 , 0.038971 , 0.045564 , 0.034899 , 0.033248 , 0.026363 , 0.043521 , 0.043185 , 0.042192 , 0.044011 , 0.031766 , 0.024455 , 0.028258 , 0.02882 , 0.031816 , 0.039078 , 0.038307 , 0.042514 , 0.052088 , 0.046733 , 0.03097 , 0.031006 , 0.043879 , 0.032174 , 0.03908 , 0.034868 , 0.04209 , 0.047576 , 0.058137 , 0.055195 , 0.055128 , 0.04765 , 0.044334 , 0.038506 , 0.030544 , 0.025316 , 0.018037 , 0.029971 , 0.015132 , 0.021859 , 0.033347 , 0.036874 , 0.036979 , 0.039241 , 0.046225 , 0.040385 , 0.038129 , 0.048312 , 0.037624 , 0.063188 
 340 , 1.009387 , 0.044136 , 0.047873 , 0.033772 , 0.049907 , 0.042053 , 0.043801 , 0.043703 , 0.040866 , 0.042979 , 0.032789 , 0.040903 , 0.034804 , 0.02357 , 0.037154 , 0.036836 , 0.03907 , 0.045739 , 0.035176 , 0.033647 , 0.026362 , 0.043858 , 0.043167 , 0.042207 , 0.044088 , 0.031867 , 0.024696 , 0.028119 , 0.02875 , 0.032061 , 0.039045 , 0.03866 , 0.043216 , 0.052283 , 0.046967 , 0.031307 , 0.032011 , 0.044277 , 0.032391 , 0.039735 , 0.035884 , 0.042323 , 0.049458 , 0.05904 , 0.055609 , 0.055576 , 0.048652 , 0.045811 , 0.038948 , 0.030824 , 0.025962 , 0.018332 , 0.029859 , 0.015588 , 0.0218 , 0.036755 , 0.03712 , 0.037144 , 0.039984 , 0.050222 , 0.0418 , 0.039851 , 0.047898 , 0.039762 , 0.063543 
 341 , 1.008806 , 0.044717 , 0.047405 , 0.034159 , 0.049649 , 0.04209 , 0.043473 , 0.04377 , 0.040985 , 0.043195 , 0.032931 , 0.040754 , 0.034768 , 0.023191 , 0.037631 , 0.037177 , 0.039149 , 0.045882 , 0.035419 , 0.033996 , 0.026358 , 0.044148 , 0.043145 , 0.042223 , 0.044129 , 0.031946 , 0.024912 , 0.027979 , 0.02868 , 0.032276 , 0.038986 , 0.038982 , 0.043835 , 0.052411 , 0.047125 , 0.0316 , 0.032894 , 0.04461 , 0.03255 , 0.040289 , 0.036754 , 0.042509 , 0.051082 , 0.059806 , 0.055919 , 0.055907 , 0.04955 , 0.047096 , 0.039332 , 0.031013 , 0.026531 , 0.018593 , 0.029759 , 0.015983 , 0.021749 , 0.03974 , 0.037286 , 0.037288 , 0.040577 , 0.053868 , 0.043061 , 0.041324 , 0.047518 , 0.04166 , 0.063827 
 342 , 1.005251 , 0.045221 , 0.047253 , 0.034502 , 0.049562 , 0.042357 , 0.043488 , 0.043961 , 0.040762 , 0.043352 , 0.033034 , 0.040636 , 0.034724 , 0.023173 , 0.037977 , 0.03732 , 0.039186 , 0.046086 , 0.035632 , 0.034007 , 0.026478 , 0.044492 , 0.043222 , 0.042355 , 0.044261 , 0.032065 , 0.025102 , 0.028005 , 0.028651 , 0.032493 , 0.038944 , 0.039361 , 0.044187 , 0.052386 , 0.047742 , 0.031774 , 0.033343 , 0.044981 , 0.032763 , 0.040799 , 0.037391 , 0.04278 , 0.051727 , 0.060517 , 0.055861 , 0.056948 , 0.050392 , 0.04792 , 0.039851 , 0.031525 , 0.026732 , 0.018688 , 0.029987 , 0.016158 , 0.021948 , 0.04164 , 0.037925 , 0.039645 , 0.041806 , 0.057191 , 0.043641 , 0.041824 , 0.046578 , 0.043058 , 0.06404 
 343 , 0.998458 , 0.045635 , 0.047412 , 0.0348 , 0.049649 , 0.042855 , 0.043847 , 0.044284 , 0.040184 , 0.043449 , 0.033097 , 0.040541 , 0.034668 , 0.023519 , 0.038176 , 0.037249 , 0.039179 , 0.046355 , 0.035819 , 0.033672 , 0.026722 , 0.044905 , 0.043397 , 0.0426 , 0.044497 , 0.032233 , 0.025263 , 0.0282 , 0.028666 , 0.032713 , 0.038928 , 0.0398 , 0.044276 , 0.052216 , 0.048862 , 0.03182 , 0.033356 , 0.045412 , 0.033064 , 0.041283 , 0.037803 , 0.04314 , 0.051404 , 0.061213 , 0.055436 , 0.058774 , 0.051185 , 0.048303 , 0.040541 , 0.032418 , 0.026559 , 0.018615 , 0.03055 , 0.016119 , 0.022394 , 0.042485 , 0.039119 , 0.044405 , 0.043619 , 0.060128 , 0.043529 , 0.041361 , 0.045069 , 0.043945 , 0.064203 
 344 , 0.991873 , 0.045982 , 0.047531 , 0.035062 , 0.049717 , 0.043287 , 0.044155 , 0.044576 , 0.039636 , 0.043522 , 0.033145 , 0.040437 , 0.034606 , 0.023825 , 0.038331 , 0.037166 , 0.039158 , 0.04658 , 0.03599 , 0.033357 , 0.026927 , 0.045289 , 0.043535 , 0.042801 , 0.044706 , 0.032387 , 0.025395 , 0.028367 , 0.028678 , 0.032892 , 0.038903 , 0.040195 , 0.044372 , 0.052046 , 0.049874 , 0.031828 , 0.033371 , 0.04582 , 0.03337 , 0.041714 , 0.038158 , 0.043446 , 0.05111 , 0.061872 , 0.055009 , 0.060445 , 0.051904 , 0.048655 , 0.041206 , 0.033257 , 0.026401 , 0.01855 , 0.031045 , 0.01608 , 0.022773 , 0.043257 , 0.040275 , 0.048826 , 0.045051 , 0.062703 , 0.043427 , 0.040925 , 0.043728 , 0.044702 , 0.064367 
 345 , 0.986731 , 0.046251 , 0.047636 , 0.035303 , 0.049757 , 0.043631 , 0.044421 , 0.04482 , 0.039206 , 0.043588 , 0.033174 , 0.040339 , 0.034538 , 0.024087 , 0.038461 , 0.037108 , 0.039153 , 0.046747 , 0.036154 , 0.033117 , 0.027095 , 0.045627 , 0.04369 , 0.042971 , 0.044929 , 0.032491 , 0.025512 , 0.028518 , 0.028697 , 0.033026 , 0.038948 , 0.040504 , 0.044478 , 0.051935 , 0.050753 , 0.031839 , 0.033404 , 0.046217 , 0.033713 , 0.042106 , 0.038415 , 0.043648 , 0.050866 , 0.062468 , 0.054638 , 0.061838 , 0.052445 , 0.048907 , 0.041758 , 0.034001 , 0.026264 , 0.01851 , 0.03145 , 0.016076 , 0.0231 , 0.04394 , 0.041308 , 0.052363 , 0.046018 , 0.064522 , 0.043276 , 0.040568 , 0.042674 , 0.045174 , 0.064616 
 346 , 0.994148 , 0.046167 , 0.04786 , 0.035631 , 0.049599 , 0.043495 , 0.044585 , 0.044758 , 0.039717 , 0.043727 , 0.033081 , 0.040346 , 0.034403 , 0.024191 , 0.038632 , 0.037397 , 0.039399 , 0.046568 , 0.036381 , 0.033529 , 0.027161 , 0.045768 , 0.044284 , 0.043144 , 0.045547 , 0.03219 , 0.025707 , 0.02872 , 0.028811 , 0.032948 , 0.039876 , 0.040282 , 0.04482 , 0.052515 , 0.051124 , 0.03214 , 0.033696 , 0.046772 , 0.034583 , 0.042459 , 0.038068 , 0.043211 , 0.051048 , 0.062897 , 0.054836 , 0.06141 , 0.051753 , 0.048336 , 0.041428 , 0.034238 , 0.02623 , 0.018719 , 0.031401 , 0.01649 , 0.023368 , 0.044464 , 0.041554 , 0.048559 , 0.044379 , 0.060937 , 0.04259 , 0.040943 , 0.043568 , 0.043343 , 0.065992 
 347 , 1.001219 , 0.046097 , 0.048069 , 0.035911 , 0.049466 , 0.04338 , 0.044744 , 0.044706 , 0.040194 , 0.043854 , 0.033 , 0.040356 , 0.034289 , 0.024285 , 0.038797 , 0.037659 , 0.039629 , 0.046409 , 0.036582 , 0.033905 , 0.027223 , 0.045884 , 0.044833 , 0.043302 , 0.046104 , 0.031916 , 0.025879 , 0.028905 , 0.028911 , 0.032877 , 0.040703 , 0.040067 , 0.045079 , 0.053025 , 0.051415 , 0.032413 , 0.033945 , 0.047248 , 0.035329 , 0.042784 , 0.037755 , 0.042799 , 0.051179 , 0.063208 , 0.055009 , 0.061026 , 0.051105 , 0.047816 , 0.041102 , 0.034411 , 0.026203 , 0.018898 , 0.031357 , 0.016852 , 0.023606 , 0.044851 , 0.041688 , 0.04527 , 0.042946 , 0.05784 , 0.041959 , 0.041235 , 0.04432 , 0.041739 , 0.067173 
 348 , 1.007969 , 0.046039 , 0.048267 , 0.036152 , 0.049352 , 0.043284 , 0.044899 , 0.044663 , 0.040644 , 0.043971 , 0.03293 , 0.040368 , 0.03419 , 0.024371 , 0.038955 , 0.037898 , 0.039844 , 0.046266 , 0.036762 , 0.03425 , 0.02728 , 0.04598 , 0.045342 , 0.043446 , 0.046608 , 0.031666 , 0.026034 , 0.029074 , 0.028997 , 0.032814 , 0.041446 , 0.039859 , 0.045272 , 0.053477 , 0.051644 , 0.032661 , 0.034159 , 0.04766 , 0.035972 , 0.043084 , 0.03747 , 0.042412 , 0.05127 , 0.063429 , 0.055159 , 0.060678 , 0.050498 , 0.04734 , 0.040783 , 0.034535 , 0.026181 , 0.019055 , 0.031318 , 0.017172 , 0.023819 , 0.045136 , 0.041738 , 0.0424 , 0.041684 , 0.05514 , 0.041379 , 0.041462 , 0.044957 , 0.040323 , 0.068195 
 349 , 1.008687 , 0.045855 , 0.048164 , 0.035788 , 0.049618 , 0.043338 , 0.04483 , 0.044876 , 0.04079 , 0.04388 , 0.032964 , 0.040344 , 0.03427 , 0.024389 , 0.03878 , 0.037808 , 0.040027 , 0.046325 , 0.036655 , 0.034287 , 0.027159 , 0.046132 , 0.045438 , 0.043411 , 0.046587 , 0.031704 , 0.025972 , 0.028992 , 0.028881 , 0.032701 , 0.041243 , 0.04003 , 0.045522 , 0.053814 , 0.051342 , 0.032773 , 0.034233 , 0.047605 , 0.035897 , 0.043191 , 0.037471 , 0.042632 , 0.051846 , 0.063551 , 0.055324 , 0.060614 , 0.051045 , 0.047752 , 0.041124 , 0.034818 , 0.026119 , 0.019086 , 0.031355 , 0.017147 , 0.0238 , 0.044542 , 0.041264 , 0.041859 , 0.042223 , 0.055693 , 0.041709 , 0.041739 , 0.044727 , 0.040848 , 0.068051 
 350 , 1.007082 , 0.04563 , 0.047958 , 0.035232 , 0.050006 , 0.043439 , 0.04469 , 0.045165 , 0.040818 , 0.043723 , 0.033037 , 0.040308 , 0.034406 , 0.024389 , 0.0385 , 0.037602 , 0.040188 , 0.046459 , 0.036452 , 0.034209 , 0.02698 , 0.046298 , 0.045375 , 0.043315 , 0.046371 , 0.031849 , 0.025837 , 0.028824 , 0.028701 , 0.032578 , 0.040702 , 0.040314 , 0.045805 , 0.054107 , 0.050869 , 0.032833 , 0.034243 , 0.047384 , 0.035557 , 0.043217 , 0.037574 , 0.043078 , 0.052602 , 0.063648 , 0.055506 , 0.060648 , 0.052019 , 0.048486 , 0.041716 , 0.035163 , 0.026044 , 0.019067 , 0.031417 , 0.017 , 0.023702 , 0.043679 , 0.040631 , 0.042135 , 0.043389 , 0.05743 , 0.042383 , 0.042061 , 0.044214 , 0.042067 , 0.067509 
 351 , 1.005554 , 0.045416 , 0.047772 , 0.034731 , 0.050358 , 0.043524 , 0.044575 , 0.04542 , 0.040848 , 0.043584 , 0.033108 , 0.040276 , 0.034522 , 0.024397 , 0.038254 , 0.037414 , 0.040334 , 0.046588 , 0.036271 , 0.034139 , 0.026816 , 0.046452 , 0.045313 , 0.043231 , 0.046171 , 0.031986 , 0.025715 , 0.028671 , 0.028541 , 0.032468 , 0.040202 , 0.040552 , 0.046096 , 0.054392 , 0.050442 , 0.032893 , 0.034239 , 0.047179 , 0.035232 , 0.043238 , 0.037665 , 0.043504 , 0.053335 , 0.063752 , 0.055701 , 0.060666 , 0.052955 , 0.049182 , 0.042293 , 0.035497 , 0.025972 , 0.019048 , 0.031473 , 0.016869 , 0.023617 , 0.042908 , 0.040054 , 0.042335 , 0.044448 , 0.059076 , 0.043037 , 0.042405 , 0.043772 , 0.043199 , 0.067037 
 352 , 1.006482 , 0.045312 , 0.047788 , 0.034524 , 0.050583 , 0.043696 , 0.044577 , 0.045579 , 0.040885 , 0.043531 , 0.033201 , 0.040316 , 0.034654 , 0.024436 , 0.038134 , 0.03741 , 0.040511 , 0.04681 , 0.036193 , 0.034174 , 0.026842 , 0.046465 , 0.045369 , 0.043301 , 0.046106 , 0.032133 , 0.02565 , 0.028575 , 0.028544 , 0.032408 , 0.039935 , 0.040692 , 0.046207 , 0.054513 , 0.050364 , 0.033028 , 0.034302 , 0.047078 , 0.035186 , 0.043331 , 0.037698 , 0.043661 , 0.05373 , 0.06383 , 0.055935 , 0.060726 , 0.053458 , 0.049553 , 0.042654 , 0.035668 , 0.025947 , 0.019068 , 0.031548 , 0.016857 , 0.023576 , 0.042362 , 0.039546 , 0.042566 , 0.045197 , 0.05965 , 0.043305 , 0.042531 , 0.043335 , 0.043751 , 0.066685 
 353 , 1.012142 , 0.045408 , 0.048182 , 0.034836 , 0.050593 , 0.044052 , 0.044786 , 0.045582 , 0.040936 , 0.043627 , 0.033337 , 0.040495 , 0.034838 , 0.024526 , 0.038224 , 0.037745 , 0.040765 , 0.047216 , 0.036298 , 0.034409 , 0.027227 , 0.046218 , 0.045654 , 0.043666 , 0.046294 , 0.032305 , 0.025678 , 0.028575 , 0.028846 , 0.032434 , 0.040077 , 0.040688 , 0.04596 , 0.054323 , 0.050929 , 0.033313 , 0.034511 , 0.047162 , 0.035669 , 0.043574 , 0.037635 , 0.043316 , 0.053485 , 0.063848 , 0.056235 , 0.060886 , 0.053147 , 0.049328 , 0.042602 , 0.035533 , 0.02601 , 0.01917 , 0.031663 , 0.017066 , 0.023608 , 0.042175 , 0.039133 , 0.042939 , 0.045454 , 0.058254 , 0.04283 , 0.042211 , 0.04285 , 0.043259 , 0.066498 
