  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 943 , 0.459989 , 0.53965 , 0.460149 , 0.458449 , 0.440587 , 0.38815 , 0.366911 , 0.25001 , 0.272409 , 0.39665 , 0.284034 , 0.324088 , 0.298002 , 0.356929 , 0.336885 , 0.471544 , 0.395375 , 0.388977 , 0.317575 , 0.334943 , 0.45668 , 0.338539 , 0.386209 , 0.416672 , 0.48418 , 0.222246 , 0.234905 , 0.247092 , 0.256948 , 0.293671 , 0.33731 , 0.259222 , 0.182387 , 0.211759 , 0.226531 , 0.329028 , 0.33028 , 0.359709 , 0.287675 , 0.421037 
 944 , 0.4594 , 0.539704 , 0.459538 , 0.458791 , 0.439907 , 0.387769 , 0.366679 , 0.249767 , 0.272235 , 0.396453 , 0.283814 , 0.324362 , 0.29777 , 0.356789 , 0.336837 , 0.471358 , 0.395649 , 0.388688 , 0.317619 , 0.335183 , 0.456448 , 0.337985 , 0.38577 , 0.41629 , 0.484361 , 0.221866 , 0.235202 , 0.24724 , 0.256591 , 0.293796 , 0.337962 , 0.259083 , 0.182627 , 0.211873 , 0.227242 , 0.328486 , 0.330358 , 0.359649 , 0.287053 , 0.420655 
 945 , 0.458632 , 0.539659 , 0.459023 , 0.459138 , 0.439017 , 0.38743 , 0.366308 , 0.249501 , 0.272027 , 0.396277 , 0.283566 , 0.324546 , 0.297521 , 0.356598 , 0.336775 , 0.471023 , 0.395782 , 0.388327 , 0.317677 , 0.335222 , 0.456021 , 0.337304 , 0.385175 , 0.415766 , 0.484403 , 0.221395 , 0.235408 , 0.247488 , 0.256254 , 0.293932 , 0.338535 , 0.258854 , 0.182889 , 0.211823 , 0.227895 , 0.327802 , 0.330379 , 0.359623 , 0.286235 , 0.420057 
 946 , 0.458188 , 0.539531 , 0.458567 , 0.459486 , 0.438553 , 0.387323 , 0.36616 , 0.249487 , 0.271949 , 0.396135 , 0.283461 , 0.324684 , 0.297512 , 0.356451 , 0.336736 , 0.470769 , 0.396135 , 0.388242 , 0.317917 , 0.335346 , 0.45566 , 0.336931 , 0.385025 , 0.415368 , 0.48459 , 0.221327 , 0.235608 , 0.247729 , 0.256312 , 0.294352 , 0.339126 , 0.258725 , 0.183367 , 0.21209 , 0.228451 , 0.327476 , 0.330314 , 0.359841 , 0.285805 , 0.419745 
 947 , 0.458188 , 0.539238 , 0.458039 , 0.459755 , 0.438818 , 0.387561 , 0.366452 , 0.249843 , 0.272062 , 0.395913 , 0.283549 , 0.324668 , 0.297896 , 0.356338 , 0.336773 , 0.470625 , 0.39684 , 0.388659 , 0.318341 , 0.335629 , 0.455419 , 0.337105 , 0.385547 , 0.414986 , 0.48496 , 0.221823 , 0.235816 , 0.247898 , 0.257051 , 0.295116 , 0.339657 , 0.258721 , 0.18409 , 0.212842 , 0.228779 , 0.327769 , 0.330126 , 0.360342 , 0.286031 , 0.419791 
 948 , 0.45791 , 0.538879 , 0.457052 , 0.459753 , 0.439173 , 0.387792 , 0.366914 , 0.250096 , 0.272152 , 0.395369 , 0.283587 , 0.324438 , 0.298318 , 0.356063 , 0.336994 , 0.470432 , 0.397624 , 0.389188 , 0.318543 , 0.335964 , 0.455186 , 0.337326 , 0.385926 , 0.414175 , 0.485163 , 0.222099 , 0.236052 , 0.247967 , 0.257822 , 0.295617 , 0.340016 , 0.258669 , 0.184602 , 0.21356 , 0.229001 , 0.328066 , 0.329921 , 0.360665 , 0.286288 , 0.419554 
 949 , 0.457555 , 0.538434 , 0.456056 , 0.459729 , 0.439507 , 0.387983 , 0.367314 , 0.250339 , 0.272198 , 0.39477 , 0.283586 , 0.324168 , 0.298704 , 0.355812 , 0.337226 , 0.470213 , 0.398318 , 0.389677 , 0.318686 , 0.336265 , 0.454865 , 0.337535 , 0.386232 , 0.413379 , 0.485285 , 0.222334 , 0.236239 , 0.248062 , 0.258556 , 0.296083 , 0.340362 , 0.258602 , 0.185093 , 0.214243 , 0.229201 , 0.328311 , 0.329696 , 0.360905 , 0.286481 , 0.419193 
 950 , 0.456338 , 0.537259 , 0.455008 , 0.4595 , 0.439756 , 0.387849 , 0.367207 , 0.250392 , 0.271831 , 0.39357 , 0.283238 , 0.32342 , 0.298694 , 0.355856 , 0.337591 , 0.469736 , 0.398017 , 0.389612 , 0.318313 , 0.336374 , 0.453518 , 0.337602 , 0.385722 , 0.412904 , 0.484419 , 0.222164 , 0.235937 , 0.248413 , 0.259059 , 0.296124 , 0.340502 , 0.258604 , 0.185156 , 0.214555 , 0.229215 , 0.327844 , 0.329402 , 0.360212 , 0.285888 , 0.417362 
 951 , 0.455582 , 0.53632 , 0.454625 , 0.459671 , 0.440343 , 0.387861 , 0.367418 , 0.2507 , 0.271736 , 0.393021 , 0.283092 , 0.323296 , 0.298888 , 0.356438 , 0.337851 , 0.469636 , 0.398055 , 0.389456 , 0.318444 , 0.336917 , 0.45237 , 0.337862 , 0.385686 , 0.413316 , 0.484078 , 0.222569 , 0.235781 , 0.248844 , 0.259447 , 0.296485 , 0.340869 , 0.259003 , 0.185531 , 0.214915 , 0.229368 , 0.327384 , 0.329059 , 0.359593 , 0.285176 , 0.416164 
 952 , 0.454843 , 0.535393 , 0.45425 , 0.459862 , 0.440928 , 0.387889 , 0.367643 , 0.251015 , 0.271649 , 0.392486 , 0.282952 , 0.323193 , 0.299092 , 0.357013 , 0.338101 , 0.469557 , 0.398086 , 0.389315 , 0.318585 , 0.337474 , 0.451239 , 0.338124 , 0.385642 , 0.413724 , 0.483758 , 0.222967 , 0.235617 , 0.24927 , 0.259844 , 0.296845 , 0.341238 , 0.25941 , 0.185897 , 0.21528 , 0.229526 , 0.326923 , 0.328714 , 0.358974 , 0.284481 , 0.41499 
 953 , 0.453982 , 0.534495 , 0.453777 , 0.46004 , 0.440569 , 0.3876 , 0.367925 , 0.250863 , 0.271289 , 0.392087 , 0.282676 , 0.322767 , 0.298696 , 0.356994 , 0.337728 , 0.469046 , 0.397301 , 0.389069 , 0.318417 , 0.337808 , 0.450316 , 0.338047 , 0.385095 , 0.413652 , 0.483792 , 0.222693 , 0.235377 , 0.249132 , 0.25963 , 0.296874 , 0.341577 , 0.259835 , 0.185801 , 0.215178 , 0.228955 , 0.326467 , 0.32838 , 0.358736 , 0.283951 , 0.413481 
 954 , 0.453287 , 0.53391 , 0.453151 , 0.460065 , 0.440051 , 0.387359 , 0.368075 , 0.250604 , 0.270868 , 0.391653 , 0.282474 , 0.322216 , 0.298057 , 0.35665 , 0.337343 , 0.468266 , 0.396232 , 0.388737 , 0.31815 , 0.338038 , 0.449642 , 0.33781 , 0.384238 , 0.413204 , 0.483666 , 0.222036 , 0.235044 , 0.248747 , 0.259181 , 0.296747 , 0.341853 , 0.26016 , 0.185484 , 0.214997 , 0.228187 , 0.326214 , 0.328185 , 0.358575 , 0.283648 , 0.411769 
 955 , 0.452684 , 0.533465 , 0.452455 , 0.460031 , 0.439574 , 0.38718 , 0.368148 , 0.250331 , 0.270424 , 0.391185 , 0.282301 , 0.321654 , 0.297396 , 0.356225 , 0.337023 , 0.467425 , 0.395155 , 0.388367 , 0.317888 , 0.338232 , 0.449078 , 0.337525 , 0.383312 , 0.412647 , 0.483422 , 0.221316 , 0.234665 , 0.248323 , 0.258717 , 0.296609 , 0.3421 , 0.260429 , 0.185135 , 0.214846 , 0.22742 , 0.326069 , 0.328032 , 0.358393 , 0.283431 , 0.410045 
 956 , 0.452411 , 0.533289 , 0.451842 , 0.459868 , 0.439683 , 0.387165 , 0.368243 , 0.250364 , 0.270516 , 0.390842 , 0.282424 , 0.321736 , 0.29727 , 0.356073 , 0.337106 , 0.466881 , 0.394508 , 0.388212 , 0.317911 , 0.338631 , 0.448848 , 0.33739 , 0.382884 , 0.412257 , 0.483481 , 0.220923 , 0.234676 , 0.24811 , 0.258755 , 0.296575 , 0.342536 , 0.261089 , 0.185163 , 0.215083 , 0.227367 , 0.326142 , 0.328077 , 0.358384 , 0.283471 , 0.409274 
 957 , 0.452252 , 0.533116 , 0.451277 , 0.459614 , 0.440161 , 0.387325 , 0.368326 , 0.25061 , 0.271118 , 0.390615 , 0.282721 , 0.322444 , 0.29766 , 0.356076 , 0.337371 , 0.466805 , 0.394426 , 0.388392 , 0.318202 , 0.339118 , 0.448883 , 0.337337 , 0.383061 , 0.41211 , 0.483876 , 0.220914 , 0.235104 , 0.248126 , 0.259298 , 0.296582 , 0.34302 , 0.261987 , 0.185479 , 0.215674 , 0.227958 , 0.326108 , 0.328059 , 0.358435 , 0.283663 , 0.409274 
 958 , 0.451756 , 0.532513 , 0.450724 , 0.459403 , 0.440274 , 0.387461 , 0.3684 , 0.250747 , 0.271669 , 0.390354 , 0.282833 , 0.323098 , 0.298036 , 0.355909 , 0.337268 , 0.466948 , 0.394495 , 0.388754 , 0.318401 , 0.339413 , 0.448783 , 0.337178 , 0.383422 , 0.412081 , 0.484306 , 0.220954 , 0.235567 , 0.248206 , 0.259846 , 0.296493 , 0.343281 , 0.262603 , 0.185658 , 0.216178 , 0.228442 , 0.325526 , 0.327613 , 0.358292 , 0.283627 , 0.408949 
 959 , 0.451448 , 0.532076 , 0.450361 , 0.459366 , 0.440359 , 0.38771 , 0.368442 , 0.250944 , 0.272194 , 0.390157 , 0.282967 , 0.323756 , 0.298406 , 0.355971 , 0.337315 , 0.467239 , 0.394778 , 0.389216 , 0.318715 , 0.339716 , 0.448764 , 0.337156 , 0.383881 , 0.412177 , 0.484671 , 0.221256 , 0.236128 , 0.248452 , 0.260505 , 0.296695 , 0.343715 , 0.263257 , 0.185971 , 0.216759 , 0.229139 , 0.325081 , 0.327347 , 0.358327 , 0.283827 , 0.408858 
 960 , 0.451955 , 0.532309 , 0.450764 , 0.459997 , 0.440319 , 0.388427 , 0.3684 , 0.251441 , 0.27268 , 0.390224 , 0.283272 , 0.324494 , 0.298806 , 0.357022 , 0.338051 , 0.468163 , 0.395997 , 0.390123 , 0.319574 , 0.340117 , 0.44908 , 0.337669 , 0.384742 , 0.412778 , 0.484921 , 0.22254 , 0.237131 , 0.249396 , 0.261707 , 0.29811 , 0.344925 , 0.264099 , 0.186901 , 0.217767 , 0.230796 , 0.3251 , 0.327796 , 0.359189 , 0.284946 , 0.409711 
 961 , 0.452851 , 0.532505 , 0.451189 , 0.460644 , 0.440588 , 0.388873 , 0.368626 , 0.252024 , 0.273249 , 0.390468 , 0.283805 , 0.325109 , 0.299291 , 0.358406 , 0.339506 , 0.468977 , 0.396993 , 0.390883 , 0.320202 , 0.340607 , 0.449302 , 0.338159 , 0.385459 , 0.412984 , 0.485249 , 0.223623 , 0.237998 , 0.250227 , 0.262962 , 0.299471 , 0.346053 , 0.265118 , 0.188069 , 0.21875 , 0.23217 , 0.325412 , 0.328546 , 0.361304 , 0.285748 , 0.410356 
 962 , 0.453704 , 0.532682 , 0.451593 , 0.46126 , 0.440836 , 0.3893 , 0.368842 , 0.252587 , 0.273796 , 0.390692 , 0.284306 , 0.325693 , 0.299745 , 0.359725 , 0.340895 , 0.469749 , 0.397956 , 0.391613 , 0.320808 , 0.341075 , 0.449527 , 0.338627 , 0.386133 , 0.413171 , 0.485569 , 0.22464 , 0.238821 , 0.251026 , 0.264152 , 0.300778 , 0.347138 , 0.266094 , 0.189182 , 0.219688 , 0.233465 , 0.325715 , 0.329263 , 0.363329 , 0.286518 , 0.410959 
 963 , 0.454482 , 0.532889 , 0.452029 , 0.461494 , 0.441433 , 0.389617 , 0.368996 , 0.252942 , 0.274425 , 0.391174 , 0.284685 , 0.326084 , 0.300221 , 0.36064 , 0.341508 , 0.469816 , 0.397917 , 0.392406 , 0.321201 , 0.341497 , 0.450046 , 0.338686 , 0.386357 , 0.413161 , 0.486091 , 0.224894 , 0.238806 , 0.25143 , 0.264636 , 0.301633 , 0.347378 , 0.266674 , 0.189779 , 0.220324 , 0.233586 , 0.326028 , 0.329938 , 0.365008 , 0.286119 , 0.410708 
 964 , 0.454768 , 0.533471 , 0.452585 , 0.461653 , 0.44186 , 0.390327 , 0.368854 , 0.253296 , 0.274948 , 0.391592 , 0.284956 , 0.326547 , 0.300607 , 0.361286 , 0.34165 , 0.469647 , 0.397515 , 0.392925 , 0.321811 , 0.341963 , 0.450659 , 0.33866 , 0.386308 , 0.413311 , 0.486384 , 0.225106 , 0.238596 , 0.251672 , 0.264827 , 0.302376 , 0.347639 , 0.267234 , 0.190053 , 0.220784 , 0.233726 , 0.326155 , 0.330398 , 0.364757 , 0.285751 , 0.410647 
 965 , 0.454891 , 0.534126 , 0.453144 , 0.461787 , 0.442216 , 0.391117 , 0.368635 , 0.253639 , 0.275404 , 0.391968 , 0.28519 , 0.327007 , 0.300943 , 0.361839 , 0.341675 , 0.469434 , 0.397062 , 0.393345 , 0.322462 , 0.342425 , 0.451252 , 0.33864 , 0.386191 , 0.413487 , 0.486598 , 0.225335 , 0.238367 , 0.25187 , 0.264958 , 0.30307 , 0.347911 , 0.267768 , 0.190235 , 0.221192 , 0.233889 , 0.326224 , 0.330792 , 0.364022 , 0.285447 , 0.410654 
 966 , 0.454501 , 0.535162 , 0.453758 , 0.461895 , 0.442481 , 0.391746 , 0.368674 , 0.2538 , 0.275769 , 0.392016 , 0.285335 , 0.327066 , 0.301147 , 0.361967 , 0.341754 , 0.469244 , 0.396889 , 0.393423 , 0.322902 , 0.343037 , 0.45153 , 0.338332 , 0.386152 , 0.41367 , 0.486734 , 0.225247 , 0.238269 , 0.251875 , 0.265009 , 0.303286 , 0.348079 , 0.268262 , 0.19037 , 0.221578 , 0.234183 , 0.32602 , 0.331197 , 0.363261 , 0.28511 , 0.410822 
 967 , 0.454073 , 0.536359 , 0.454299 , 0.461872 , 0.442816 , 0.392088 , 0.369041 , 0.25383 , 0.276108 , 0.391851 , 0.285524 , 0.326768 , 0.301337 , 0.361898 , 0.341835 , 0.469151 , 0.397174 , 0.393535 , 0.323083 , 0.343655 , 0.451474 , 0.337879 , 0.38621 , 0.413824 , 0.486965 , 0.224906 , 0.238357 , 0.25192 , 0.265156 , 0.303258 , 0.348165 , 0.268671 , 0.190602 , 0.221956 , 0.234559 , 0.325796 , 0.331685 , 0.362892 , 0.284766 , 0.410998 
 968 , 0.453978 , 0.537412 , 0.454735 , 0.461752 , 0.443256 , 0.392217 , 0.369574 , 0.25387 , 0.276491 , 0.391697 , 0.28579 , 0.326366 , 0.301598 , 0.361913 , 0.341868 , 0.469153 , 0.397731 , 0.393901 , 0.323157 , 0.344162 , 0.451267 , 0.337439 , 0.386342 , 0.413945 , 0.487345 , 0.224481 , 0.238582 , 0.25213 , 0.26544 , 0.303281 , 0.348207 , 0.269011 , 0.190956 , 0.222323 , 0.234921 , 0.325721 , 0.332218 , 0.363009 , 0.284446 , 0.411053 
 969 , 0.453972 , 0.53835 , 0.455061 , 0.461764 , 0.443754 , 0.392367 , 0.370184 , 0.253927 , 0.27687 , 0.391642 , 0.286113 , 0.326102 , 0.301854 , 0.362075 , 0.341968 , 0.469249 , 0.398356 , 0.394148 , 0.323244 , 0.344599 , 0.450967 , 0.337193 , 0.386595 , 0.414074 , 0.487746 , 0.224213 , 0.238923 , 0.252464 , 0.265835 , 0.303442 , 0.348353 , 0.269373 , 0.191369 , 0.222671 , 0.235316 , 0.325648 , 0.332747 , 0.363085 , 0.284287 , 0.41099 
 970 , 0.454074 , 0.53902 , 0.455243 , 0.462109 , 0.444388 , 0.392568 , 0.370916 , 0.254036 , 0.277258 , 0.391754 , 0.286543 , 0.326202 , 0.302063 , 0.362571 , 0.342238 , 0.469513 , 0.399067 , 0.394069 , 0.323405 , 0.344977 , 0.450486 , 0.337378 , 0.387169 , 0.414254 , 0.488197 , 0.224349 , 0.239582 , 0.253039 , 0.26645 , 0.303828 , 0.348714 , 0.269797 , 0.191946 , 0.223111 , 0.235777 , 0.325606 , 0.333251 , 0.363145 , 0.284525 , 0.410701 
 971 , 0.453921 , 0.539545 , 0.455708 , 0.462683 , 0.444896 , 0.392785 , 0.371493 , 0.254064 , 0.277578 , 0.391777 , 0.286775 , 0.326586 , 0.302122 , 0.363041 , 0.342597 , 0.469761 , 0.399359 , 0.393838 , 0.323676 , 0.345609 , 0.450348 , 0.337695 , 0.387768 , 0.414568 , 0.488555 , 0.22471 , 0.240229 , 0.253354 , 0.266835 , 0.303989 , 0.349297 , 0.270328 , 0.192412 , 0.223863 , 0.236358 , 0.325589 , 0.333755 , 0.363442 , 0.284885 , 0.410686 
 972 , 0.453786 , 0.540068 , 0.456189 , 0.463251 , 0.445397 , 0.393014 , 0.372059 , 0.254109 , 0.277891 , 0.391812 , 0.287001 , 0.326978 , 0.3022 , 0.363509 , 0.342955 , 0.470026 , 0.399652 , 0.393621 , 0.323945 , 0.346228 , 0.450215 , 0.33801 , 0.388379 , 0.414885 , 0.488921 , 0.225073 , 0.240867 , 0.253674 , 0.267213 , 0.304145 , 0.349867 , 0.270864 , 0.192879 , 0.224615 , 0.23693 , 0.325593 , 0.334257 , 0.36375 , 0.28525 , 0.410685 
 973 , 0.454277 , 0.540474 , 0.457301 , 0.463958 , 0.445953 , 0.393651 , 0.372611 , 0.254727 , 0.278412 , 0.392421 , 0.287437 , 0.32769 , 0.30266 , 0.363838 , 0.343763 , 0.470627 , 0.400159 , 0.394111 , 0.32431 , 0.347006 , 0.450955 , 0.338636 , 0.388799 , 0.415519 , 0.489483 , 0.225811 , 0.24162 , 0.254095 , 0.267765 , 0.304844 , 0.350627 , 0.271835 , 0.193606 , 0.225466 , 0.237803 , 0.326793 , 0.334726 , 0.364103 , 0.285598 , 0.411633 
 974 , 0.454899 , 0.54175 , 0.458014 , 0.464635 , 0.446623 , 0.394347 , 0.373175 , 0.255392 , 0.278967 , 0.393048 , 0.287979 , 0.32814 , 0.303117 , 0.364427 , 0.344646 , 0.471118 , 0.40068 , 0.394428 , 0.324737 , 0.347623 , 0.451416 , 0.339232 , 0.389244 , 0.415991 , 0.490026 , 0.22645 , 0.242312 , 0.254691 , 0.268461 , 0.305875 , 0.351186 , 0.272783 , 0.194461 , 0.226128 , 0.238703 , 0.328094 , 0.335278 , 0.364404 , 0.285875 , 0.412301 
 975 , 0.455551 , 0.543175 , 0.458663 , 0.465311 , 0.447318 , 0.395049 , 0.37376 , 0.256074 , 0.279522 , 0.393682 , 0.288547 , 0.328553 , 0.303578 , 0.365068 , 0.345559 , 0.471592 , 0.401203 , 0.394704 , 0.325188 , 0.348222 , 0.451842 , 0.339806 , 0.389698 , 0.416441 , 0.490561 , 0.227081 , 0.243007 , 0.255305 , 0.269199 , 0.306954 , 0.351713 , 0.273746 , 0.195331 , 0.226759 , 0.23962 , 0.329414 , 0.335833 , 0.364689 , 0.286136 , 0.412927 
 976 , 0.456075 , 0.544669 , 0.458902 , 0.466022 , 0.44804 , 0.395422 , 0.374051 , 0.256739 , 0.27978 , 0.393888 , 0.28904 , 0.328942 , 0.304035 , 0.365707 , 0.345939 , 0.471779 , 0.401316 , 0.394929 , 0.325645 , 0.348698 , 0.452115 , 0.340239 , 0.389847 , 0.416368 , 0.490883 , 0.227425 , 0.243519 , 0.255949 , 0.269559 , 0.307949 , 0.352544 , 0.274469 , 0.195696 , 0.227528 , 0.240394 , 0.329995 , 0.336279 , 0.365112 , 0.28643 , 0.413232 
 977 , 0.456504 , 0.545213 , 0.459061 , 0.466672 , 0.448734 , 0.395616 , 0.374175 , 0.257361 , 0.279898 , 0.393961 , 0.289437 , 0.32933 , 0.30442 , 0.365776 , 0.346104 , 0.471749 , 0.401333 , 0.395182 , 0.326009 , 0.349048 , 0.452442 , 0.340581 , 0.38991 , 0.416064 , 0.490988 , 0.227636 , 0.243897 , 0.256586 , 0.269765 , 0.308859 , 0.353578 , 0.275094 , 0.1958 , 0.228332 , 0.24093 , 0.33014 , 0.336701 , 0.365617 , 0.286733 , 0.413463 
 978 , 0.45688 , 0.545016 , 0.459282 , 0.467296 , 0.449389 , 0.395792 , 0.374276 , 0.257953 , 0.279993 , 0.394096 , 0.289772 , 0.32973 , 0.304753 , 0.36542 , 0.34626 , 0.471634 , 0.401405 , 0.395485 , 0.326315 , 0.349357 , 0.452861 , 0.340921 , 0.389998 , 0.415749 , 0.491021 , 0.227831 , 0.244235 , 0.257191 , 0.269964 , 0.309728 , 0.354696 , 0.275713 , 0.195864 , 0.229129 , 0.241355 , 0.330208 , 0.337153 , 0.366148 , 0.287062 , 0.413734 
 979 , 0.457091 , 0.544447 , 0.459236 , 0.467849 , 0.449851 , 0.395892 , 0.374229 , 0.258277 , 0.279985 , 0.394224 , 0.289858 , 0.329825 , 0.304928 , 0.364981 , 0.346495 , 0.471446 , 0.401407 , 0.395484 , 0.326523 , 0.349536 , 0.453062 , 0.34115 , 0.390071 , 0.415365 , 0.490964 , 0.227876 , 0.244285 , 0.257482 , 0.269988 , 0.310261 , 0.355414 , 0.276172 , 0.195932 , 0.229499 , 0.241493 , 0.330086 , 0.337349 , 0.366717 , 0.28718 , 0.413685 
 980 , 0.457095 , 0.543589 , 0.45878 , 0.468379 , 0.450096 , 0.395882 , 0.374027 , 0.258227 , 0.279822 , 0.394367 , 0.289591 , 0.329525 , 0.304967 , 0.364586 , 0.346779 , 0.471217 , 0.401332 , 0.395091 , 0.326574 , 0.349571 , 0.452866 , 0.341171 , 0.389969 , 0.414922 , 0.49089 , 0.2277 , 0.243969 , 0.257322 , 0.269759 , 0.310248 , 0.355518 , 0.276396 , 0.195996 , 0.229271 , 0.241301 , 0.329683 , 0.337112 , 0.36722 , 0.287036 , 0.41317 
 981 , 0.457272 , 0.54332 , 0.458299 , 0.469123 , 0.450466 , 0.395885 , 0.373921 , 0.258212 , 0.279679 , 0.394497 , 0.289419 , 0.329272 , 0.305232 , 0.364588 , 0.346958 , 0.471188 , 0.401336 , 0.394768 , 0.326518 , 0.349689 , 0.452487 , 0.341033 , 0.389508 , 0.414474 , 0.491075 , 0.227468 , 0.243732 , 0.257219 , 0.26951 , 0.310096 , 0.355423 , 0.276553 , 0.196058 , 0.229003 , 0.241204 , 0.32925 , 0.33662 , 0.367522 , 0.286925 , 0.412521 
 982 , 0.457539 , 0.543171 , 0.4579 , 0.46988 , 0.450856 , 0.395958 , 0.37388 , 0.258224 , 0.279604 , 0.394707 , 0.289319 , 0.329126 , 0.305492 , 0.364661 , 0.347181 , 0.471221 , 0.401402 , 0.394595 , 0.326522 , 0.349886 , 0.452197 , 0.340858 , 0.389163 , 0.414137 , 0.491305 , 0.227333 , 0.243596 , 0.257199 , 0.26936 , 0.31 , 0.355408 , 0.276753 , 0.19617 , 0.22882 , 0.241206 , 0.328912 , 0.336249 , 0.367783 , 0.286885 , 0.411985 
 983 , 0.458455 , 0.543818 , 0.45806 , 0.470751 , 0.45145 , 0.396501 , 0.374345 , 0.258423 , 0.280059 , 0.395485 , 0.289704 , 0.32974 , 0.305825 , 0.365253 , 0.347733 , 0.471665 , 0.401983 , 0.395497 , 0.326819 , 0.350576 , 0.452488 , 0.340525 , 0.389619 , 0.414561 , 0.491903 , 0.227818 , 0.244254 , 0.257802 , 0.269861 , 0.310315 , 0.355889 , 0.277273 , 0.196716 , 0.229386 , 0.24202 , 0.329334 , 0.336757 , 0.367825 , 0.287426 , 0.412328 
 984 , 0.458965 , 0.544661 , 0.458064 , 0.471014 , 0.451668 , 0.397041 , 0.374766 , 0.258767 , 0.280602 , 0.396117 , 0.289937 , 0.330285 , 0.306063 , 0.36596 , 0.348472 , 0.47196 , 0.402637 , 0.39632 , 0.327425 , 0.351332 , 0.453143 , 0.34051 , 0.390656 , 0.415306 , 0.492354 , 0.228452 , 0.244792 , 0.258305 , 0.270219 , 0.310725 , 0.3564 , 0.277877 , 0.197315 , 0.230051 , 0.242877 , 0.32961 , 0.337537 , 0.36801 , 0.287707 , 0.41284 
 985 , 0.459462 , 0.545528 , 0.458057 , 0.471253 , 0.451887 , 0.397586 , 0.375195 , 0.259119 , 0.281149 , 0.396731 , 0.290153 , 0.330842 , 0.306305 , 0.366675 , 0.349219 , 0.472265 , 0.403307 , 0.397125 , 0.328032 , 0.352086 , 0.453809 , 0.340508 , 0.391718 , 0.416064 , 0.492789 , 0.229085 , 0.245327 , 0.258815 , 0.270583 , 0.311138 , 0.356908 , 0.278485 , 0.197916 , 0.230726 , 0.243731 , 0.329898 , 0.338316 , 0.368215 , 0.287972 , 0.413356 
 986 , 0.459622 , 0.547042 , 0.458078 , 0.471901 , 0.452423 , 0.398044 , 0.375682 , 0.259456 , 0.281649 , 0.397402 , 0.29038 , 0.331375 , 0.306658 , 0.367166 , 0.349783 , 0.472374 , 0.403846 , 0.397605 , 0.328536 , 0.352768 , 0.454631 , 0.340996 , 0.392243 , 0.416768 , 0.492911 , 0.229411 , 0.24578 , 0.259174 , 0.270958 , 0.311638 , 0.357376 , 0.279013 , 0.198622 , 0.231484 , 0.244371 , 0.330158 , 0.338867 , 0.368743 , 0.288138 , 0.414075 
 987 , 0.459915 , 0.548304 , 0.458271 , 0.472954 , 0.453182 , 0.39846 , 0.37612 , 0.259638 , 0.282056 , 0.398234 , 0.29067 , 0.331892 , 0.307019 , 0.367653 , 0.3502 , 0.472492 , 0.404382 , 0.398167 , 0.328841 , 0.353241 , 0.455434 , 0.341587 , 0.392503 , 0.417207 , 0.493109 , 0.229586 , 0.246307 , 0.259492 , 0.271472 , 0.312311 , 0.358003 , 0.279478 , 0.199286 , 0.232232 , 0.244911 , 0.330687 , 0.33947 , 0.369308 , 0.288317 , 0.414989 
 988 , 0.460298 , 0.549379 , 0.458524 , 0.47416 , 0.454019 , 0.398852 , 0.37652 , 0.25976 , 0.282418 , 0.399133 , 0.291 , 0.332395 , 0.307379 , 0.36814 , 0.350548 , 0.472633 , 0.404907 , 0.398829 , 0.329059 , 0.353615 , 0.456221 , 0.34218 , 0.392674 , 0.417522 , 0.493381 , 0.229711 , 0.246864 , 0.259794 , 0.27205 , 0.31304 , 0.358715 , 0.279936 , 0.199909 , 0.23298 , 0.245427 , 0.331362 , 0.340124 , 0.369859 , 0.288518 , 0.415983 
 989 , 0.461076 , 0.549979 , 0.459031 , 0.475131 , 0.455054 , 0.399306 , 0.376948 , 0.260013 , 0.282776 , 0.399755 , 0.291393 , 0.332581 , 0.307965 , 0.368578 , 0.350815 , 0.472783 , 0.405462 , 0.399452 , 0.32948 , 0.354017 , 0.456885 , 0.342692 , 0.39298 , 0.417844 , 0.493826 , 0.230004 , 0.247295 , 0.260069 , 0.272529 , 0.313672 , 0.359354 , 0.28036 , 0.200422 , 0.233712 , 0.245891 , 0.332097 , 0.340872 , 0.370342 , 0.288685 , 0.416765 
