  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 476 , 0.034011 , 0.03832 , 0.026143 , 0.038298 , 0.031182 , 0.072916 , 0.069833 , 0.045392 , 0.053679 , 0.06306 , 0.046342 , 0.058298 , 0.055856 , 0.080099 , 0.065834 , 0.062441 , 0.064839 , 0.067845 , 0.074839 , 0.079999 , 0.038132 , 0.034939 , 0.04053 , 0.038497 , 0.054961 , 0.037613 , 0.042629 , 0.044718 , 0.050375 , 0.05516 , 0.050872 , 0.048011 , 0.03169 , 0.03337 , 0.031105 , 0.037591 , 0.039745 , 0.048519 , 0.038187 , 0.036817 
 477 , 0.034172 , 0.03843 , 0.026232 , 0.038419 , 0.031286 , 0.073211 , 0.070147 , 0.045563 , 0.053846 , 0.063291 , 0.046547 , 0.05858 , 0.056136 , 0.080454 , 0.066144 , 0.062749 , 0.065138 , 0.068124 , 0.075179 , 0.080299 , 0.038297 , 0.035079 , 0.040719 , 0.038662 , 0.055284 , 0.037744 , 0.042832 , 0.044877 , 0.050595 , 0.055361 , 0.051093 , 0.048206 , 0.031795 , 0.033465 , 0.031209 , 0.0377 , 0.03989 , 0.048715 , 0.038386 , 0.036981 
 478 , 0.034343 , 0.038526 , 0.02633 , 0.038515 , 0.031399 , 0.07351 , 0.070456 , 0.045753 , 0.054021 , 0.063516 , 0.04676 , 0.05889 , 0.056422 , 0.080837 , 0.066483 , 0.063063 , 0.065453 , 0.068397 , 0.075514 , 0.080605 , 0.03846 , 0.035217 , 0.040917 , 0.038836 , 0.055603 , 0.037873 , 0.043019 , 0.045023 , 0.050822 , 0.055559 , 0.051309 , 0.048387 , 0.031908 , 0.033568 , 0.03131 , 0.037818 , 0.040042 , 0.048918 , 0.03857 , 0.037154 
 479 , 0.034513 , 0.038622 , 0.026427 , 0.038622 , 0.031511 , 0.07381 , 0.070764 , 0.045932 , 0.054184 , 0.063742 , 0.046962 , 0.05919 , 0.056698 , 0.081209 , 0.06681 , 0.063366 , 0.06578 , 0.068682 , 0.075848 , 0.08091 , 0.038622 , 0.035366 , 0.041114 , 0.038987 , 0.055923 , 0.038013 , 0.043218 , 0.045179 , 0.051038 , 0.055756 , 0.051525 , 0.048579 , 0.032032 , 0.03366 , 0.031423 , 0.037924 , 0.040195 , 0.049122 , 0.038744 , 0.037315 
 480 , 0.034654 , 0.038727 , 0.02652 , 0.038738 , 0.031592 , 0.074091 , 0.071039 , 0.046095 , 0.05435 , 0.06396 , 0.047138 , 0.059444 , 0.056947 , 0.081559 , 0.0671 , 0.063671 , 0.066057 , 0.068942 , 0.076155 , 0.081182 , 0.03876 , 0.035498 , 0.04129 , 0.039148 , 0.056215 , 0.038127 , 0.043387 , 0.045329 , 0.051232 , 0.055948 , 0.051721 , 0.048736 , 0.032124 , 0.033733 , 0.031514 , 0.038027 , 0.040347 , 0.049279 , 0.038904 , 0.037462 
 481 , 0.034758 , 0.038835 , 0.026593 , 0.038879 , 0.031626 , 0.074326 , 0.07126 , 0.046233 , 0.054498 , 0.064173 , 0.047255 , 0.059641 , 0.057119 , 0.081836 , 0.067317 , 0.063951 , 0.066295 , 0.069183 , 0.076415 , 0.081402 , 0.038868 , 0.035614 , 0.041445 , 0.039279 , 0.056475 , 0.038202 , 0.0435 , 0.045489 , 0.051354 , 0.056109 , 0.051887 , 0.048855 , 0.03217 , 0.033792 , 0.031592 , 0.038135 , 0.04049 , 0.049366 , 0.039024 , 0.037557 
 482 , 0.034873 , 0.038954 , 0.026667 , 0.039021 , 0.031671 , 0.074573 , 0.071493 , 0.046372 , 0.054645 , 0.064376 , 0.047373 , 0.059838 , 0.057292 , 0.082124 , 0.067534 , 0.064231 , 0.066522 , 0.069435 , 0.076675 , 0.081623 , 0.038966 , 0.035741 , 0.041601 , 0.03941 , 0.056725 , 0.038287 , 0.043625 , 0.045638 , 0.051487 , 0.05628 , 0.052054 , 0.048974 , 0.032216 , 0.033839 , 0.03166 , 0.038232 , 0.040623 , 0.049452 , 0.039144 , 0.037665 
 483 , 0.034978 , 0.039064 , 0.02674 , 0.039164 , 0.031705 , 0.074821 , 0.071715 , 0.046511 , 0.054794 , 0.06459 , 0.047502 , 0.060037 , 0.057466 , 0.082402 , 0.067763 , 0.064513 , 0.066761 , 0.069678 , 0.076936 , 0.081846 , 0.039075 , 0.035869 , 0.041758 , 0.039554 , 0.056987 , 0.038362 , 0.043739 , 0.045799 , 0.051621 , 0.056442 , 0.052222 , 0.049094 , 0.032273 , 0.033898 , 0.031739 , 0.038329 , 0.040767 , 0.049539 , 0.039275 , 0.037761 
 484 , 0.035063 , 0.039252 , 0.026874 , 0.039342 , 0.031877 , 0.075118 , 0.072043 , 0.046673 , 0.054996 , 0.064867 , 0.047731 , 0.060321 , 0.05777 , 0.08275 , 0.068076 , 0.064834 , 0.067118 , 0.069981 , 0.077301 , 0.082193 , 0.039275 , 0.036077 , 0.042004 , 0.039765 , 0.057324 , 0.038517 , 0.043954 , 0.046004 , 0.051887 , 0.056678 , 0.052478 , 0.049291 , 0.032434 , 0.034027 , 0.031865 , 0.038495 , 0.040913 , 0.049792 , 0.039509 , 0.037949 
 485 , 0.035144 , 0.039448 , 0.027016 , 0.039526 , 0.032045 , 0.075417 , 0.072362 , 0.04684 , 0.055192 , 0.065148 , 0.047978 , 0.060599 , 0.058068 , 0.0831 , 0.068404 , 0.065148 , 0.067468 , 0.070277 , 0.07767 , 0.082531 , 0.039482 , 0.036282 , 0.042258 , 0.039983 , 0.057667 , 0.038679 , 0.044176 , 0.046216 , 0.052148 , 0.056909 , 0.05275 , 0.049472 , 0.032602 , 0.034152 , 0.031978 , 0.038668 , 0.041065 , 0.05004 , 0.039738 , 0.038144 
 486 , 0.035226 , 0.039633 , 0.027159 , 0.039711 , 0.032213 , 0.07573 , 0.072695 , 0.047009 , 0.0554 , 0.065431 , 0.048214 , 0.060878 , 0.058379 , 0.083462 , 0.068734 , 0.065475 , 0.067819 , 0.070586 , 0.07805 , 0.082882 , 0.039689 , 0.036487 , 0.042501 , 0.040191 , 0.058022 , 0.038841 , 0.044387 , 0.046417 , 0.05242 , 0.05714 , 0.053012 , 0.049664 , 0.03276 , 0.034289 , 0.032102 , 0.03883 , 0.041207 , 0.0503 , 0.039968 , 0.038339 
 487 , 0.035392 , 0.039813 , 0.027295 , 0.039891 , 0.032374 , 0.076028 , 0.073021 , 0.047218 , 0.055615 , 0.065738 , 0.048443 , 0.061172 , 0.058667 , 0.083824 , 0.069068 , 0.065827 , 0.068155 , 0.070906 , 0.078423 , 0.083222 , 0.039902 , 0.036706 , 0.042719 , 0.040414 , 0.058355 , 0.039 , 0.044624 , 0.046639 , 0.052653 , 0.057386 , 0.053254 , 0.04988 , 0.032886 , 0.034423 , 0.03224 , 0.039022 , 0.041405 , 0.050537 , 0.040214 , 0.038554 
 488 , 0.035595 , 0.039988 , 0.027422 , 0.040066 , 0.032526 , 0.076328 , 0.073348 , 0.047427 , 0.055834 , 0.066053 , 0.048673 , 0.061472 , 0.058947 , 0.084201 , 0.069411 , 0.066209 , 0.068489 , 0.071213 , 0.078797 , 0.083556 , 0.04011 , 0.036908 , 0.042923 , 0.040622 , 0.058692 , 0.039154 , 0.044858 , 0.046849 , 0.052854 , 0.057624 , 0.053488 , 0.050107 , 0.032982 , 0.03455 , 0.032371 , 0.03922 , 0.041622 , 0.050763 , 0.040444 , 0.038776 
 489 , 0.03581 , 0.040152 , 0.02756 , 0.040252 , 0.032679 , 0.076628 , 0.073674 , 0.047647 , 0.056052 , 0.066368 , 0.04889 , 0.06176 , 0.059228 , 0.084567 , 0.069755 , 0.066579 , 0.068822 , 0.07152 , 0.07916 , 0.08389 , 0.040318 , 0.03712 , 0.043128 , 0.040829 , 0.059017 , 0.039308 , 0.045104 , 0.047069 , 0.053043 , 0.057862 , 0.05371 , 0.050334 , 0.03309 , 0.034677 , 0.032501 , 0.039419 , 0.041839 , 0.050989 , 0.040685 , 0.039008 
 490 , 0.036001 , 0.040329 , 0.027687 , 0.040429 , 0.032824 , 0.076939 , 0.073983 , 0.047846 , 0.056259 , 0.066677 , 0.049097 , 0.062038 , 0.059503 , 0.084932 , 0.070064 , 0.06692 , 0.069134 , 0.071824 , 0.079507 , 0.084201 , 0.040517 , 0.037318 , 0.043329 , 0.041027 , 0.059359 , 0.039455 , 0.0453 , 0.047259 , 0.053237 , 0.058097 , 0.053946 , 0.050547 , 0.033178 , 0.034805 , 0.032646 , 0.03961 , 0.042034 , 0.051211 , 0.040905 , 0.039233 
 491 , 0.036183 , 0.04052 , 0.027785 , 0.040619 , 0.032939 , 0.077276 , 0.074286 , 0.048012 , 0.056476 , 0.06697 , 0.049281 , 0.062302 , 0.059764 , 0.085276 , 0.070346 , 0.067201 , 0.069408 , 0.072112 , 0.079814 , 0.08446 , 0.040696 , 0.037496 , 0.043532 , 0.041226 , 0.059709 , 0.039615 , 0.045419 , 0.047405 , 0.053452 , 0.058319 , 0.054192 , 0.050716 , 0.033248 , 0.034925 , 0.032806 , 0.039791 , 0.042175 , 0.051422 , 0.041104 , 0.03946 
 492 , 0.036366 , 0.040722 , 0.027896 , 0.04081 , 0.033044 , 0.077605 , 0.074591 , 0.04818 , 0.056672 , 0.067265 , 0.049478 , 0.062557 , 0.060016 , 0.085613 , 0.070609 , 0.067485 , 0.069685 , 0.072391 , 0.080102 , 0.084722 , 0.040876 , 0.037664 , 0.043736 , 0.041415 , 0.06006 , 0.039776 , 0.04554 , 0.047553 , 0.053669 , 0.058531 , 0.054428 , 0.050886 , 0.033308 , 0.035046 , 0.032956 , 0.039963 , 0.042317 , 0.051634 , 0.041305 , 0.039688 
 493 , 0.036538 , 0.040913 , 0.027996 , 0.041001 , 0.03316 , 0.077934 , 0.074874 , 0.048348 , 0.056868 , 0.067549 , 0.049664 , 0.062801 , 0.060257 , 0.085939 , 0.070872 , 0.067757 , 0.069951 , 0.072659 , 0.08039 , 0.084974 , 0.041056 , 0.037832 , 0.04394 , 0.041604 , 0.060399 , 0.039926 , 0.045661 , 0.04769 , 0.053875 , 0.058744 , 0.054664 , 0.051046 , 0.033369 , 0.035156 , 0.033117 , 0.040135 , 0.042459 , 0.051835 , 0.041494 , 0.039904 
 494 , 0.036695 , 0.041074 , 0.028091 , 0.041184 , 0.033367 , 0.078262 , 0.07523 , 0.048551 , 0.05709 , 0.067852 , 0.049898 , 0.063057 , 0.060495 , 0.086276 , 0.071169 , 0.068081 , 0.070249 , 0.072953 , 0.080747 , 0.08528 , 0.041282 , 0.038031 , 0.044151 , 0.041841 , 0.060736 , 0.040078 , 0.045858 , 0.047884 , 0.054047 , 0.05894 , 0.054945 , 0.051212 , 0.033477 , 0.035261 , 0.033203 , 0.040286 , 0.042585 , 0.052033 , 0.041698 , 0.040144 
 495 , 0.036852 , 0.041222 , 0.028199 , 0.041353 , 0.033574 , 0.078598 , 0.075594 , 0.048761 , 0.057294 , 0.068165 , 0.050126 , 0.063314 , 0.060735 , 0.086607 , 0.071464 , 0.068405 , 0.070557 , 0.073267 , 0.081111 , 0.08558 , 0.041506 , 0.038229 , 0.044358 , 0.042074 , 0.061074 , 0.040239 , 0.046062 , 0.048072 , 0.054213 , 0.05914 , 0.055218 , 0.051372 , 0.033574 , 0.035355 , 0.03329 , 0.040435 , 0.042719 , 0.052224 , 0.0419 , 0.04037 
 496 , 0.037009 , 0.04137 , 0.028296 , 0.041534 , 0.033781 , 0.078913 , 0.075947 , 0.04897 , 0.057508 , 0.068456 , 0.050366 , 0.06356 , 0.060965 , 0.086939 , 0.071749 , 0.068718 , 0.070855 , 0.073559 , 0.081465 , 0.085881 , 0.041741 , 0.038426 , 0.044565 , 0.042308 , 0.061401 , 0.040389 , 0.046255 , 0.048262 , 0.054379 , 0.05934 , 0.05548 , 0.051533 , 0.033683 , 0.03546 , 0.033388 , 0.040585 , 0.042842 , 0.052416 , 0.04209 , 0.040607 
 497 , 0.037236 , 0.041592 , 0.028458 , 0.041777 , 0.033979 , 0.079285 , 0.076312 , 0.049216 , 0.057765 , 0.068819 , 0.05061 , 0.063853 , 0.061239 , 0.08729 , 0.072097 , 0.069091 , 0.071226 , 0.073927 , 0.081823 , 0.086212 , 0.041995 , 0.038651 , 0.044827 , 0.042561 , 0.061773 , 0.040568 , 0.046471 , 0.048464 , 0.054585 , 0.059573 , 0.05575 , 0.051731 , 0.033805 , 0.035591 , 0.033533 , 0.040797 , 0.043019 , 0.052679 , 0.042365 , 0.040949 
 498 , 0.037516 , 0.041855 , 0.028675 , 0.042072 , 0.034156 , 0.079686 , 0.076706 , 0.049499 , 0.058057 , 0.069203 , 0.050859 , 0.06419 , 0.061537 , 0.087668 , 0.072466 , 0.069486 , 0.071628 , 0.074314 , 0.082187 , 0.086558 , 0.042279 , 0.038908 , 0.045128 , 0.042844 , 0.062179 , 0.040767 , 0.046694 , 0.048673 , 0.054817 , 0.05983 , 0.056002 , 0.051957 , 0.033938 , 0.035765 , 0.03371 , 0.041061 , 0.043247 , 0.053001 , 0.042692 , 0.041387 
 499 , 0.037785 , 0.042117 , 0.028882 , 0.042356 , 0.034343 , 0.080076 , 0.077101 , 0.049783 , 0.05835 , 0.069598 , 0.051107 , 0.064517 , 0.061835 , 0.088035 , 0.072845 , 0.069891 , 0.07203 , 0.074701 , 0.082541 , 0.086906 , 0.042562 , 0.039164 , 0.045418 , 0.043116 , 0.062573 , 0.040966 , 0.046906 , 0.048882 , 0.05506 , 0.060087 , 0.056265 , 0.052182 , 0.034061 , 0.035928 , 0.033898 , 0.041325 , 0.043464 , 0.053322 , 0.043008 , 0.041813 
 500 , 0.038077 , 0.042422 , 0.029084 , 0.04265 , 0.034566 , 0.080489 , 0.077498 , 0.050062 , 0.058644 , 0.070011 , 0.051384 , 0.064853 , 0.062133 , 0.088421 , 0.073218 , 0.070314 , 0.072427 , 0.075082 , 0.082916 , 0.087251 , 0.042878 , 0.039421 , 0.045727 , 0.043419 , 0.062989 , 0.041166 , 0.047136 , 0.049097 , 0.055306 , 0.060334 , 0.056542 , 0.052413 , 0.034209 , 0.036105 , 0.034079 , 0.041588 , 0.04369 , 0.053648 , 0.043333 , 0.04226 
 501 , 0.038402 , 0.042858 , 0.029307 , 0.042944 , 0.03492 , 0.080968 , 0.07795 , 0.050363 , 0.058949 , 0.070499 , 0.051736 , 0.065189 , 0.062453 , 0.088895 , 0.073571 , 0.070824 , 0.072835 , 0.075474 , 0.083336 , 0.087619 , 0.04329 , 0.039743 , 0.046091 , 0.043798 , 0.063513 , 0.041365 , 0.047367 , 0.049357 , 0.055597 , 0.060582 , 0.056884 , 0.052645 , 0.034422 , 0.036315 , 0.03426 , 0.041873 , 0.043993 , 0.053996 , 0.043658 , 0.04276 
 502 , 0.038716 , 0.043282 , 0.02952 , 0.043228 , 0.035262 , 0.081436 , 0.078403 , 0.050664 , 0.059267 , 0.070988 , 0.052078 , 0.065527 , 0.062764 , 0.089359 , 0.073913 , 0.071323 , 0.073244 , 0.075867 , 0.083757 , 0.087977 , 0.043692 , 0.040044 , 0.046444 , 0.044167 , 0.064027 , 0.041555 , 0.047588 , 0.049617 , 0.055867 , 0.060821 , 0.057227 , 0.052866 , 0.034625 , 0.036514 , 0.034453 , 0.042159 , 0.044285 , 0.054334 , 0.043972 , 0.043249 
 503 , 0.03904 , 0.043705 , 0.029733 , 0.043522 , 0.035604 , 0.081894 , 0.078845 , 0.050966 , 0.059562 , 0.071466 , 0.05242 , 0.065864 , 0.063074 , 0.089812 , 0.074245 , 0.071821 , 0.073642 , 0.076249 , 0.084178 , 0.088325 , 0.044093 , 0.040354 , 0.046786 , 0.044534 , 0.064539 , 0.041733 , 0.04782 , 0.049867 , 0.056147 , 0.061059 , 0.057569 , 0.053088 , 0.034828 , 0.036713 , 0.034634 , 0.042434 , 0.044577 , 0.054671 , 0.044286 , 0.043737 
 504 , 0.039417 , 0.044164 , 0.030051 , 0.043874 , 0.03598 , 0.082377 , 0.079295 , 0.051274 , 0.059909 , 0.071981 , 0.05267 , 0.066192 , 0.063389 , 0.090207 , 0.074591 , 0.072292 , 0.074054 , 0.076674 , 0.08459 , 0.088703 , 0.04455 , 0.040641 , 0.047171 , 0.044916 , 0.065043 , 0.04193 , 0.04803 , 0.050071 , 0.056408 , 0.061348 , 0.057901 , 0.053314 , 0.034959 , 0.03685 , 0.034809 , 0.042746 , 0.044851 , 0.055076 , 0.044572 , 0.04426 
 505 , 0.039789 , 0.044621 , 0.030383 , 0.044235 , 0.03635 , 0.082867 , 0.079739 , 0.051584 , 0.060262 , 0.072486 , 0.052913 , 0.066518 , 0.063712 , 0.09058 , 0.074918 , 0.072743 , 0.074457 , 0.077082 , 0.084988 , 0.08907 , 0.045017 , 0.040935 , 0.047545 , 0.045296 , 0.065554 , 0.042124 , 0.048242 , 0.050266 , 0.056652 , 0.061633 , 0.058237 , 0.053534 , 0.035075 , 0.036971 , 0.034989 , 0.043056 , 0.045135 , 0.055495 , 0.044846 , 0.044781 
 506 , 0.040161 , 0.045066 , 0.030703 , 0.044596 , 0.036709 , 0.083346 , 0.080172 , 0.051895 , 0.060604 , 0.07298 , 0.053145 , 0.066835 , 0.064014 , 0.090944 , 0.075245 , 0.073193 , 0.07485 , 0.077489 , 0.085376 , 0.089427 , 0.045461 , 0.041219 , 0.047919 , 0.045664 , 0.066044 , 0.042319 , 0.048443 , 0.050463 , 0.056907 , 0.061919 , 0.058563 , 0.053754 , 0.035181 , 0.037083 , 0.03517 , 0.043356 , 0.045408 , 0.055892 , 0.045119 , 0.04529 
 507 , 0.040611 , 0.045613 , 0.031066 , 0.045005 , 0.037134 , 0.083846 , 0.080646 , 0.052268 , 0.060981 , 0.073544 , 0.05343 , 0.067209 , 0.064329 , 0.091343 , 0.075602 , 0.073725 , 0.075282 , 0.077948 , 0.085776 , 0.089797 , 0.045965 , 0.041539 , 0.048322 , 0.046082 , 0.066601 , 0.042531 , 0.048674 , 0.050679 , 0.057152 , 0.062207 , 0.058922 , 0.053985 , 0.035343 , 0.037273 , 0.035375 , 0.043725 , 0.04573 , 0.056341 , 0.045432 , 0.045879 
 508 , 0.041113 , 0.046232 , 0.031449 , 0.045455 , 0.037622 , 0.084365 , 0.081151 , 0.052681 , 0.061398 , 0.074158 , 0.053778 , 0.067603 , 0.064665 , 0.091751 , 0.075978 , 0.074318 , 0.075744 , 0.078447 , 0.086163 , 0.090154 , 0.046519 , 0.041911 , 0.048744 , 0.046551 , 0.067209 , 0.042762 , 0.048914 , 0.050915 , 0.057396 , 0.062494 , 0.059322 , 0.054214 , 0.035547 , 0.037505 , 0.035611 , 0.044146 , 0.046104 , 0.056811 , 0.045785 , 0.046551 
 509 , 0.041613 , 0.04685 , 0.031842 , 0.045904 , 0.038108 , 0.084873 , 0.081644 , 0.053095 , 0.061793 , 0.074762 , 0.054114 , 0.067996 , 0.06498 , 0.092159 , 0.076355 , 0.07491 , 0.076185 , 0.078936 , 0.086551 , 0.090502 , 0.047073 , 0.042261 , 0.049154 , 0.047019 , 0.067805 , 0.042994 , 0.049154 , 0.05114 , 0.057641 , 0.062771 , 0.059712 , 0.054444 , 0.03574 , 0.037747 , 0.035846 , 0.044566 , 0.046478 , 0.057269 , 0.046127 , 0.047211 
 510 , 0.042111 , 0.04749 , 0.032233 , 0.046355 , 0.038599 , 0.0854 , 0.082142 , 0.053506 , 0.062206 , 0.075384 , 0.05445 , 0.068381 , 0.065304 , 0.092561 , 0.076721 , 0.075511 , 0.076646 , 0.079426 , 0.086949 , 0.090864 , 0.047628 , 0.042641 , 0.049591 , 0.04749 , 0.068413 , 0.043225 , 0.0494 , 0.051373 , 0.057899 , 0.063044 , 0.060116 , 0.054684 , 0.035936 , 0.037984 , 0.036084 , 0.044997 , 0.046854 , 0.057739 , 0.046472 , 0.047883 
 511 , 0.042677 , 0.04828 , 0.032756 , 0.04689 , 0.039186 , 0.086033 , 0.08268 , 0.053946 , 0.062679 , 0.076059 , 0.054837 , 0.068769 , 0.065682 , 0.093058 , 0.077152 , 0.076197 , 0.077184 , 0.079985 , 0.087455 , 0.091286 , 0.048343 , 0.043123 , 0.050179 , 0.048036 , 0.06912 , 0.043515 , 0.049702 , 0.051643 , 0.058201 , 0.063347 , 0.060599 , 0.054986 , 0.036173 , 0.038221 , 0.036353 , 0.04551 , 0.047303 , 0.058286 , 0.046911 , 0.048715 
 512 , 0.043247 , 0.049071 , 0.033266 , 0.047416 , 0.039779 , 0.086675 , 0.083217 , 0.054375 , 0.063158 , 0.076725 , 0.055213 , 0.069151 , 0.066054 , 0.093549 , 0.077584 , 0.076895 , 0.077733 , 0.080544 , 0.087959 , 0.091714 , 0.04905 , 0.043597 , 0.050758 , 0.048572 , 0.06983 , 0.043799 , 0.049994 , 0.051903 , 0.058512 , 0.063646 , 0.061079 , 0.055277 , 0.036416 , 0.038463 , 0.036618 , 0.046016 , 0.047745 , 0.058841 , 0.047342 , 0.049548 
 513 , 0.043817 , 0.049862 , 0.033775 , 0.047953 , 0.040371 , 0.087317 , 0.083743 , 0.054814 , 0.063637 , 0.077401 , 0.055599 , 0.069544 , 0.066415 , 0.09404 , 0.078017 , 0.077582 , 0.078271 , 0.081092 , 0.088462 , 0.092142 , 0.049756 , 0.044072 , 0.051336 , 0.049109 , 0.07054 , 0.044082 , 0.050297 , 0.052174 , 0.058823 , 0.063934 , 0.061559 , 0.055578 , 0.036649 , 0.038706 , 0.036882 , 0.046511 , 0.048197 , 0.059385 , 0.047773 , 0.050371 
 514 , 0.044575 , 0.050773 , 0.034429 , 0.048597 , 0.041104 , 0.087993 , 0.084363 , 0.055326 , 0.064177 , 0.078165 , 0.056048 , 0.070025 , 0.066841 , 0.094552 , 0.078441 , 0.078399 , 0.078908 , 0.081763 , 0.089001 , 0.092578 , 0.050624 , 0.044649 , 0.051962 , 0.049807 , 0.071373 , 0.044426 , 0.050646 , 0.052492 , 0.059157 , 0.064294 , 0.062108 , 0.05591 , 0.036891 , 0.039014 , 0.037178 , 0.047143 , 0.048746 , 0.060102 , 0.048258 , 0.051346 
 515 , 0.045365 , 0.051729 , 0.035113 , 0.049265 , 0.04187 , 0.08867 , 0.085015 , 0.055862 , 0.064733 , 0.078949 , 0.056521 , 0.070534 , 0.067273 , 0.095055 , 0.078853 , 0.079235 , 0.079565 , 0.082465 , 0.089541 , 0.093026 , 0.051527 , 0.045249 , 0.05259 , 0.050539 , 0.072234 , 0.04477 , 0.051007 , 0.052834 , 0.059496 , 0.06467 , 0.062662 , 0.056245 , 0.037132 , 0.039331 , 0.037493 , 0.047788 , 0.049328 , 0.060856 , 0.048755 , 0.052356 
 516 , 0.046168 , 0.052677 , 0.035788 , 0.049933 , 0.042627 , 0.089337 , 0.085668 , 0.056389 , 0.06529 , 0.079733 , 0.056995 , 0.071044 , 0.067715 , 0.095559 , 0.079276 , 0.080084 , 0.080222 , 0.083158 , 0.090071 , 0.093464 , 0.052432 , 0.045838 , 0.053219 , 0.051273 , 0.073097 , 0.045126 , 0.051369 , 0.053166 , 0.059835 , 0.065046 , 0.063217 , 0.05658 , 0.037383 , 0.039649 , 0.037798 , 0.048444 , 0.049901 , 0.0616 , 0.049242 , 0.053358 
 517 , 0.047012 , 0.053752 , 0.036519 , 0.050648 , 0.043461 , 0.090069 , 0.086337 , 0.056931 , 0.065872 , 0.080575 , 0.057494 , 0.071581 , 0.068158 , 0.096075 , 0.079746 , 0.08099 , 0.080905 , 0.083892 , 0.090632 , 0.093928 , 0.053401 , 0.046459 , 0.053912 , 0.052051 , 0.074015 , 0.04546 , 0.051732 , 0.053497 , 0.060195 , 0.065425 , 0.063799 , 0.056931 , 0.037656 , 0.039963 , 0.038145 , 0.049127 , 0.050499 , 0.062385 , 0.049733 , 0.054422 
 518 , 0.047905 , 0.054971 , 0.037307 , 0.051396 , 0.044383 , 0.090863 , 0.087011 , 0.057493 , 0.066452 , 0.081477 , 0.058004 , 0.072124 , 0.068602 , 0.096598 , 0.080264 , 0.081978 , 0.081605 , 0.084648 , 0.091203 , 0.094406 , 0.054428 , 0.047097 , 0.054652 , 0.052875 , 0.074997 , 0.045756 , 0.052098 , 0.053822 , 0.060557 , 0.065793 , 0.064399 , 0.057291 , 0.037956 , 0.040276 , 0.038541 , 0.049863 , 0.051108 , 0.063175 , 0.050204 , 0.055524 
 519 , 0.048789 , 0.05618 , 0.038075 , 0.052133 , 0.045285 , 0.091646 , 0.087684 , 0.058044 , 0.067033 , 0.08238 , 0.058513 , 0.072667 , 0.069046 , 0.09712 , 0.080772 , 0.082945 , 0.082306 , 0.085405 , 0.091774 , 0.094884 , 0.055446 , 0.047735 , 0.055403 , 0.053699 , 0.075958 , 0.046063 , 0.052463 , 0.054146 , 0.06092 , 0.06616 , 0.064988 , 0.05765 , 0.038256 , 0.040588 , 0.038938 , 0.050578 , 0.051718 , 0.063966 , 0.050674 , 0.056617 
 520 , 0.049674 , 0.057378 , 0.038848 , 0.05287 , 0.04619 , 0.092411 , 0.088352 , 0.058603 , 0.067617 , 0.083269 , 0.059018 , 0.0732 , 0.069492 , 0.097643 , 0.081288 , 0.083919 , 0.083014 , 0.086157 , 0.092337 , 0.095363 , 0.056472 , 0.048374 , 0.056142 , 0.054511 , 0.07693 , 0.04636 , 0.052817 , 0.054469 , 0.061288 , 0.06653 , 0.065571 , 0.058006 , 0.038561 , 0.040905 , 0.039317 , 0.051304 , 0.052327 , 0.064751 , 0.051144 , 0.057697 
 521 , 0.050655 , 0.058602 , 0.039725 , 0.053691 , 0.047193 , 0.093192 , 0.088974 , 0.059199 , 0.068264 , 0.084169 , 0.059571 , 0.073719 , 0.070001 , 0.09822 , 0.081868 , 0.084957 , 0.083775 , 0.087003 , 0.092958 , 0.095887 , 0.057579 , 0.049089 , 0.05694 , 0.055385 , 0.077937 , 0.046724 , 0.05319 , 0.054831 , 0.061649 , 0.066975 , 0.066176 , 0.058378 , 0.038873 , 0.041291 , 0.039714 , 0.052114 , 0.053031 , 0.065601 , 0.051699 , 0.058836 
 522 , 0.051605 , 0.059812 , 0.040585 , 0.054483 , 0.048163 , 0.09396 , 0.08959 , 0.05978 , 0.068882 , 0.08506 , 0.06011 , 0.074232 , 0.070502 , 0.098788 , 0.082439 , 0.085966 , 0.084527 , 0.087831 , 0.093555 , 0.0964 , 0.058661 , 0.049783 , 0.057723 , 0.056242 , 0.078932 , 0.047086 , 0.053545 , 0.055197 , 0.062018 , 0.067411 , 0.066771 , 0.058757 , 0.039168 , 0.041683 , 0.040106 , 0.052895 , 0.053716 , 0.06643 , 0.052234 , 0.05995 
