  time  ,:07:22 A,:07:35 A,:07:42 A,:07:49 A,:07:57 A,:08:27 A,:08:36 A,:08:44 A,:08:51 A,:09:00 A,:10:12 A,:10:19 A,:10:26 A,:10:42 A,:10:50 A,:11:29 A,:11:36 A,:11:43 A,:11:50 A,:11:56 A,:12:16 A,:12:23 A,:12:33 A,:12:46 A,:12:55 A,:13:39 A,:13:47 A,:13:57 A,:14:05 A,:14:13 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 371 , 0.014804 , 0.008961 , 0.008657 , 0.005007 , 0.0067 , 0.025075 , 0.028066 , 0.01421 , 0.006238 , 0.008341 , 0.00236 , 0.002534 , 0.003337 , 0.001887 , 0.00486 , 0.010321 , 0.01486 , 0.009471 , 0.010933 , 0.009338 , 0.007336 , 0.007941 , 0.011402 , 0.006771 , 0.006263 , 0.01203 , 0.008582 , 0.010571 , 0.008112 , 0.004473 
 372 , 0.014573 , 0.009133 , 0.008776 , 0.005242 , 0.00678 , 0.025257 , 0.028154 , 0.014284 , 0.006207 , 0.008529 , 0.002265 , 0.002321 , 0.003362 , 0.00197 , 0.00494 , 0.010263 , 0.015159 , 0.009667 , 0.011025 , 0.009229 , 0.007519 , 0.007976 , 0.011345 , 0.006757 , 0.006019 , 0.011798 , 0.008694 , 0.010613 , 0.008215 , 0.004327 
 373 , 0.014888 , 0.009556 , 0.008765 , 0.004971 , 0.006926 , 0.025631 , 0.028036 , 0.014119 , 0.006389 , 0.008599 , 0.00244 , 0.002482 , 0.003132 , 0.001953 , 0.005141 , 0.010707 , 0.014654 , 0.00957 , 0.01098 , 0.009357 , 0.007511 , 0.008175 , 0.011321 , 0.006889 , 0.006103 , 0.011907 , 0.008544 , 0.010746 , 0.008038 , 0.004421 
 374 , 0.015198 , 0.009975 , 0.008779 , 0.004723 , 0.007086 , 0.025991 , 0.027966 , 0.013963 , 0.00655 , 0.008674 , 0.002614 , 0.00264 , 0.002911 , 0.001934 , 0.005342 , 0.011135 , 0.014206 , 0.009463 , 0.010943 , 0.009486 , 0.007522 , 0.008363 , 0.011316 , 0.007007 , 0.006194 , 0.011997 , 0.008405 , 0.01088 , 0.00789 , 0.004514 
 375 , 0.015504 , 0.010392 , 0.008811 , 0.004493 , 0.007256 , 0.026342 , 0.027932 , 0.013815 , 0.006694 , 0.008754 , 0.00279 , 0.002797 , 0.002695 , 0.001912 , 0.005545 , 0.011552 , 0.013801 , 0.009349 , 0.010913 , 0.009615 , 0.007548 , 0.008544 , 0.011327 , 0.007116 , 0.00629 , 0.012073 , 0.008275 , 0.011016 , 0.007763 , 0.004608 
 376 , 0.015938 , 0.010523 , 0.00894 , 0.004637 , 0.007164 , 0.026728 , 0.028275 , 0.014164 , 0.006828 , 0.009119 , 0.002692 , 0.002766 , 0.002608 , 0.001973 , 0.005523 , 0.011588 , 0.014172 , 0.009323 , 0.010986 , 0.009746 , 0.007672 , 0.008601 , 0.011537 , 0.007142 , 0.006353 , 0.012155 , 0.008258 , 0.010863 , 0.007744 , 0.004625 
 377 , 0.01636 , 0.010494 , 0.009112 , 0.004917 , 0.006966 , 0.027034 , 0.02864 , 0.014664 , 0.006955 , 0.009556 , 0.002479 , 0.002669 , 0.002573 , 0.002066 , 0.00539 , 0.011507 , 0.014773 , 0.009321 , 0.011096 , 0.009837 , 0.007811 , 0.008586 , 0.011782 , 0.007135 , 0.006373 , 0.012241 , 0.008284 , 0.010618 , 0.007762 , 0.004601 
 378 , 0.016726 , 0.010429 , 0.009289 , 0.005183 , 0.006772 , 0.027259 , 0.02889 , 0.015118 , 0.00708 , 0.009951 , 0.002262 , 0.002582 , 0.002539 , 0.002158 , 0.005241 , 0.011462 , 0.015294 , 0.009311 , 0.0112 , 0.009895 , 0.007927 , 0.008556 , 0.011988 , 0.007131 , 0.006367 , 0.012329 , 0.008308 , 0.010396 , 0.007776 , 0.004568 
 379 , 0.016944 , 0.010403 , 0.00928 , 0.005425 , 0.00671 , 0.027452 , 0.029052 , 0.015393 , 0.007074 , 0.010089 , 0.002192 , 0.002578 , 0.002554 , 0.002143 , 0.005188 , 0.011523 , 0.015555 , 0.009314 , 0.011304 , 0.00994 , 0.007977 , 0.00852 , 0.012129 , 0.007111 , 0.00629 , 0.012396 , 0.008325 , 0.010268 , 0.007829 , 0.004541 
 380 , 0.016937 , 0.010495 , 0.008889 , 0.005634 , 0.006902 , 0.027638 , 0.029146 , 0.015385 , 0.006815 , 0.009788 , 0.002429 , 0.002731 , 0.002665 , 0.001912 , 0.005349 , 0.011754 , 0.015448 , 0.009362 , 0.011414 , 0.01001 , 0.007913 , 0.008482 , 0.01218 , 0.007063 , 0.006087 , 0.012431 , 0.008331 , 0.010312 , 0.007947 , 0.004532 
 381 , 0.016955 , 0.010597 , 0.008497 , 0.00585 , 0.007081 , 0.027803 , 0.029246 , 0.015425 , 0.006567 , 0.009541 , 0.002673 , 0.002881 , 0.002767 , 0.001679 , 0.005514 , 0.011962 , 0.01545 , 0.009425 , 0.011531 , 0.010103 , 0.007844 , 0.008439 , 0.012235 , 0.007023 , 0.005875 , 0.012484 , 0.008342 , 0.010363 , 0.008042 , 0.004525 
 382 , 0.016988 , 0.010704 , 0.008102 , 0.006072 , 0.007254 , 0.027958 , 0.029348 , 0.015491 , 0.006322 , 0.00932 , 0.002925 , 0.003031 , 0.002866 , 0.001442 , 0.005681 , 0.012161 , 0.015507 , 0.009496 , 0.011653 , 0.010209 , 0.007773 , 0.008392 , 0.012292 , 0.006986 , 0.005656 , 0.012546 , 0.008356 , 0.010417 , 0.008125 , 0.004519 
 383 , 0.017198 , 0.010699 , 0.008445 , 0.005871 , 0.007173 , 0.028378 , 0.02983 , 0.015914 , 0.00665 , 0.009499 , 0.002964 , 0.003049 , 0.00294 , 0.001531 , 0.00567 , 0.012369 , 0.01582 , 0.009627 , 0.011796 , 0.010384 , 0.008012 , 0.008494 , 0.012338 , 0.007196 , 0.005834 , 0.012586 , 0.008527 , 0.010515 , 0.008267 , 0.004577 
 384 , 0.017431 , 0.010698 , 0.008802 , 0.005651 , 0.007082 , 0.028826 , 0.030299 , 0.016354 , 0.006998 , 0.009702 , 0.002988 , 0.003067 , 0.003012 , 0.001635 , 0.005654 , 0.012549 , 0.016138 , 0.009762 , 0.011941 , 0.01056 , 0.008268 , 0.008607 , 0.012394 , 0.007413 , 0.006024 , 0.012626 , 0.008704 , 0.010627 , 0.008402 , 0.004644 
 385 , 0.017671 , 0.010703 , 0.009148 , 0.005429 , 0.006992 , 0.029283 , 0.030747 , 0.016793 , 0.007346 , 0.009908 , 0.003005 , 0.003089 , 0.003081 , 0.001739 , 0.005638 , 0.012713 , 0.016451 , 0.009898 , 0.012088 , 0.010732 , 0.008526 , 0.008722 , 0.012458 , 0.007628 , 0.006211 , 0.012667 , 0.00888 , 0.010747 , 0.008534 , 0.004715 
 386 , 0.017789 , 0.011014 , 0.009389 , 0.005593 , 0.007097 , 0.029503 , 0.031152 , 0.017014 , 0.007718 , 0.0103 , 0.002925 , 0.003154 , 0.00325 , 0.001989 , 0.005681 , 0.012828 , 0.016738 , 0.010108 , 0.012246 , 0.010765 , 0.008691 , 0.008806 , 0.01259 , 0.007748 , 0.006348 , 0.01275 , 0.009025 , 0.010877 , 0.00863 , 0.004832 
 387 , 0.017828 , 0.011517 , 0.009554 , 0.006008 , 0.007332 , 0.029571 , 0.031534 , 0.017087 , 0.008095 , 0.010803 , 0.002785 , 0.003245 , 0.003478 , 0.002325 , 0.00576 , 0.012916 , 0.017007 , 0.010361 , 0.012411 , 0.010712 , 0.008789 , 0.00887 , 0.012767 , 0.007801 , 0.006451 , 0.012866 , 0.009148 , 0.011014 , 0.008706 , 0.004978 
 388 , 0.017876 , 0.011997 , 0.009716 , 0.006405 , 0.007559 , 0.029658 , 0.031919 , 0.017165 , 0.008455 , 0.011285 , 0.002655 , 0.003334 , 0.003697 , 0.002645 , 0.005836 , 0.01301 , 0.017273 , 0.010606 , 0.012573 , 0.010672 , 0.008886 , 0.008937 , 0.012944 , 0.007855 , 0.00655 , 0.012986 , 0.009272 , 0.011148 , 0.008785 , 0.00512 
 389 , 0.017977 , 0.012424 , 0.009895 , 0.006742 , 0.007815 , 0.0298 , 0.032194 , 0.01727 , 0.008761 , 0.011675 , 0.002661 , 0.003468 , 0.003854 , 0.002869 , 0.005974 , 0.013197 , 0.017499 , 0.010795 , 0.01277 , 0.010694 , 0.009015 , 0.009067 , 0.013114 , 0.007939 , 0.006674 , 0.013135 , 0.009413 , 0.011293 , 0.008872 , 0.005265 
 390 , 0.018239 , 0.012721 , 0.010146 , 0.00692 , 0.008183 , 0.030109 , 0.032101 , 0.017462 , 0.008918 , 0.011797 , 0.00312 , 0.003769 , 0.003816 , 0.002813 , 0.006326 , 0.013698 , 0.017602 , 0.010816 , 0.013089 , 0.01091 , 0.009266 , 0.009401 , 0.013259 , 0.008131 , 0.006888 , 0.013373 , 0.009614 , 0.011484 , 0.008981 , 0.005442 
 391 , 0.018496 , 0.013009 , 0.010391 , 0.007092 , 0.008539 , 0.03041 , 0.032022 , 0.017648 , 0.00907 , 0.011917 , 0.003555 , 0.004058 , 0.003784 , 0.002759 , 0.006663 , 0.014181 , 0.017708 , 0.010838 , 0.013399 , 0.011119 , 0.009507 , 0.00972 , 0.013405 , 0.008318 , 0.007092 , 0.013606 , 0.009812 , 0.01167 , 0.009088 , 0.005612 
 392 , 0.018742 , 0.013287 , 0.010627 , 0.00726 , 0.00888 , 0.030705 , 0.031949 , 0.017832 , 0.009214 , 0.012033 , 0.003973 , 0.004335 , 0.003754 , 0.00271 , 0.006987 , 0.014643 , 0.017817 , 0.010865 , 0.013699 , 0.01132 , 0.009743 , 0.010029 , 0.013549 , 0.008499 , 0.00729 , 0.013833 , 0.010003 , 0.011851 , 0.009192 , 0.005778 
 393 , 0.01932 , 0.013572 , 0.011 , 0.007658 , 0.009077 , 0.031042 , 0.032574 , 0.018436 , 0.009591 , 0.012586 , 0.004212 , 0.004563 , 0.004195 , 0.003097 , 0.007215 , 0.015049 , 0.018319 , 0.011259 , 0.014062 , 0.011785 , 0.010175 , 0.010472 , 0.013913 , 0.0089 , 0.007684 , 0.014107 , 0.010345 , 0.012174 , 0.009499 , 0.006041 
 394 , 0.01991 , 0.013836 , 0.011371 , 0.008064 , 0.009236 , 0.031365 , 0.033269 , 0.019064 , 0.009975 , 0.013173 , 0.004407 , 0.00477 , 0.004679 , 0.003523 , 0.007411 , 0.015417 , 0.01885 , 0.011683 , 0.014408 , 0.01226 , 0.010608 , 0.010906 , 0.014288 , 0.00931 , 0.008082 , 0.01437 , 0.010687 , 0.012494 , 0.009818 , 0.0063 
 395 , 0.020452 , 0.014081 , 0.011713 , 0.008438 , 0.009387 , 0.031664 , 0.033909 , 0.019644 , 0.010331 , 0.013715 , 0.004585 , 0.004962 , 0.005122 , 0.003918 , 0.007592 , 0.015756 , 0.019341 , 0.012077 , 0.014729 , 0.012698 , 0.011008 , 0.011304 , 0.014636 , 0.009685 , 0.008446 , 0.014615 , 0.011006 , 0.012793 , 0.010111 , 0.00654 
 396 , 0.020963 , 0.014504 , 0.012022 , 0.008894 , 0.009653 , 0.032195 , 0.034513 , 0.02021 , 0.010695 , 0.01424 , 0.004931 , 0.005266 , 0.005592 , 0.004218 , 0.007944 , 0.016112 , 0.01999 , 0.012529 , 0.015145 , 0.013121 , 0.011447 , 0.011768 , 0.015085 , 0.010131 , 0.008789 , 0.014921 , 0.011384 , 0.01315 , 0.010454 , 0.006926 
 397 , 0.021416 , 0.015067 , 0.012286 , 0.009403 , 0.010012 , 0.032907 , 0.035049 , 0.020732 , 0.011047 , 0.014731 , 0.005409 , 0.005661 , 0.006061 , 0.004419 , 0.008434 , 0.016462 , 0.02075 , 0.013015 , 0.015619 , 0.01351 , 0.011896 , 0.012262 , 0.015604 , 0.010609 , 0.009085 , 0.015265 , 0.011797 , 0.013537 , 0.010822 , 0.007426 
 398 , 0.02181 , 0.015557 , 0.012512 , 0.009841 , 0.010325 , 0.033523 , 0.035517 , 0.021183 , 0.011351 , 0.015155 , 0.005825 , 0.006003 , 0.006465 , 0.004596 , 0.008855 , 0.016768 , 0.021411 , 0.013436 , 0.016032 , 0.013851 , 0.012287 , 0.012693 , 0.016057 , 0.011027 , 0.009345 , 0.015564 , 0.012156 , 0.013876 , 0.011142 , 0.007857 
 399 , 0.022164 , 0.015977 , 0.012749 , 0.010202 , 0.010618 , 0.034071 , 0.035951 , 0.021597 , 0.011653 , 0.015544 , 0.006175 , 0.006316 , 0.006803 , 0.004769 , 0.009225 , 0.01706 , 0.021964 , 0.0138 , 0.016399 , 0.014171 , 0.012639 , 0.013062 , 0.016441 , 0.011385 , 0.009583 , 0.015831 , 0.012475 , 0.014181 , 0.011433 , 0.008222 
 400 , 0.02256 , 0.016297 , 0.013229 , 0.010358 , 0.01103 , 0.034601 , 0.036502 , 0.022067 , 0.012176 , 0.016005 , 0.006376 , 0.006711 , 0.006989 , 0.005051 , 0.009569 , 0.017512 , 0.022272 , 0.014094 , 0.016747 , 0.014634 , 0.013057 , 0.013322 , 0.016734 , 0.011679 , 0.009864 , 0.016101 , 0.012792 , 0.014525 , 0.011795 , 0.008453 
 401 , 0.022908 , 0.016578 , 0.013656 , 0.010493 , 0.011394 , 0.035072 , 0.03699 , 0.022487 , 0.012642 , 0.016415 , 0.006553 , 0.007055 , 0.007153 , 0.005306 , 0.009876 , 0.017917 , 0.022545 , 0.014357 , 0.017056 , 0.015046 , 0.013425 , 0.013554 , 0.016992 , 0.01194 , 0.010116 , 0.016341 , 0.013073 , 0.014825 , 0.012117 , 0.008655 
 402 , 0.02322 , 0.016827 , 0.014039 , 0.010614 , 0.011721 , 0.035488 , 0.037429 , 0.022861 , 0.013053 , 0.016782 , 0.006715 , 0.007365 , 0.007296 , 0.005528 , 0.010147 , 0.018273 , 0.022788 , 0.014589 , 0.017332 , 0.015412 , 0.013755 , 0.013759 , 0.017225 , 0.012171 , 0.010341 , 0.016557 , 0.013323 , 0.015094 , 0.012402 , 0.008839 
 403 , 0.023529 , 0.017186 , 0.014441 , 0.010857 , 0.011939 , 0.035743 , 0.037867 , 0.023152 , 0.013447 , 0.017186 , 0.006907 , 0.007562 , 0.007538 , 0.0058 , 0.010455 , 0.018585 , 0.023166 , 0.014871 , 0.017665 , 0.015745 , 0.014 , 0.014039 , 0.017404 , 0.012397 , 0.010508 , 0.01676 , 0.013595 , 0.015301 , 0.01258 , 0.009003 
 404 , 0.02383 , 0.017564 , 0.014837 , 0.011126 , 0.012117 , 0.03594 , 0.038291 , 0.023411 , 0.013821 , 0.017585 , 0.0071 , 0.007715 , 0.007798 , 0.006076 , 0.010764 , 0.01887 , 0.023569 , 0.015159 , 0.018 , 0.016054 , 0.014214 , 0.014332 , 0.01756 , 0.012615 , 0.01065 , 0.016955 , 0.01386 , 0.015474 , 0.012718 , 0.009154 
 405 , 0.024108 , 0.017916 , 0.015205 , 0.011379 , 0.012283 , 0.036123 , 0.038689 , 0.023651 , 0.014167 , 0.01796 , 0.007281 , 0.007858 , 0.00804 , 0.006334 , 0.011052 , 0.019132 , 0.023945 , 0.015426 , 0.018315 , 0.016341 , 0.014414 , 0.014606 , 0.017709 , 0.012816 , 0.010784 , 0.017136 , 0.014105 , 0.015637 , 0.012849 , 0.009296 
 406 , 0.02443 , 0.01828 , 0.015467 , 0.011684 , 0.012489 , 0.036397 , 0.03903 , 0.023949 , 0.01446 , 0.018346 , 0.007504 , 0.008052 , 0.008184 , 0.006489 , 0.011305 , 0.019452 , 0.024294 , 0.01568 , 0.018614 , 0.016574 , 0.014636 , 0.014838 , 0.017886 , 0.013041 , 0.010938 , 0.01732 , 0.014335 , 0.015831 , 0.013015 , 0.009452 
 407 , 0.024834 , 0.018677 , 0.015571 , 0.012082 , 0.012773 , 0.036838 , 0.039309 , 0.024358 , 0.014676 , 0.018763 , 0.007802 , 0.008322 , 0.008178 , 0.006487 , 0.011518 , 0.019866 , 0.024622 , 0.015917 , 0.018904 , 0.016723 , 0.014906 , 0.015021 , 0.01812 , 0.013308 , 0.011131 , 0.017518 , 0.014553 , 0.01608 , 0.013245 , 0.009641 
 408 , 0.025214 , 0.019057 , 0.015673 , 0.012457 , 0.013042 , 0.037255 , 0.03957 , 0.024741 , 0.014881 , 0.019154 , 0.008078 , 0.008581 , 0.008172 , 0.006487 , 0.011718 , 0.020258 , 0.024929 , 0.016145 , 0.019177 , 0.016866 , 0.015158 , 0.015196 , 0.01834 , 0.01356 , 0.011316 , 0.017706 , 0.014757 , 0.016314 , 0.013463 , 0.009819 
 409 , 0.025576 , 0.019415 , 0.015768 , 0.012815 , 0.013296 , 0.037645 , 0.039818 , 0.025107 , 0.015075 , 0.019529 , 0.008342 , 0.008823 , 0.008168 , 0.006487 , 0.011906 , 0.020627 , 0.025216 , 0.016359 , 0.019434 , 0.017003 , 0.015401 , 0.015359 , 0.018552 , 0.013795 , 0.011489 , 0.017885 , 0.01495 , 0.016533 , 0.01367 , 0.009986 
 410 , 0.026037 , 0.019582 , 0.016076 , 0.01302 , 0.013444 , 0.037996 , 0.040289 , 0.025506 , 0.015427 , 0.019933 , 0.0085 , 0.008915 , 0.008465 , 0.006714 , 0.012101 , 0.020742 , 0.025651 , 0.016553 , 0.019738 , 0.017297 , 0.01563 , 0.015607 , 0.018762 , 0.01394 , 0.011586 , 0.018094 , 0.015145 , 0.01674 , 0.01384 , 0.010113 
 411 , 0.026472 , 0.019741 , 0.016367 , 0.013213 , 0.013586 , 0.038329 , 0.04073 , 0.025884 , 0.01576 , 0.020313 , 0.008645 , 0.009006 , 0.008745 , 0.006935 , 0.012287 , 0.020851 , 0.026057 , 0.01674 , 0.020029 , 0.017574 , 0.015849 , 0.015845 , 0.018961 , 0.01407 , 0.011676 , 0.018288 , 0.015326 , 0.016932 , 0.014001 , 0.010232 
 412 , 0.026885 , 0.019888 , 0.016643 , 0.013398 , 0.013719 , 0.038643 , 0.041149 , 0.026243 , 0.016071 , 0.020673 , 0.008784 , 0.009085 , 0.009012 , 0.00714 , 0.012462 , 0.020956 , 0.02644 , 0.016914 , 0.020302 , 0.017834 , 0.016051 , 0.016067 , 0.019149 , 0.014195 , 0.011762 , 0.018473 , 0.015502 , 0.017115 , 0.014152 , 0.010346 
 413 , 0.027257 , 0.020231 , 0.016914 , 0.013644 , 0.013925 , 0.039006 , 0.041602 , 0.026584 , 0.016412 , 0.021115 , 0.008973 , 0.009273 , 0.009253 , 0.00733 , 0.012698 , 0.021224 , 0.026841 , 0.017132 , 0.020601 , 0.018074 , 0.016299 , 0.016303 , 0.019406 , 0.014399 , 0.011904 , 0.018674 , 0.015727 , 0.017366 , 0.014353 , 0.010522 
 414 , 0.027603 , 0.020664 , 0.017179 , 0.013925 , 0.01416 , 0.039385 , 0.042064 , 0.026914 , 0.016764 , 0.021592 , 0.009187 , 0.009504 , 0.00948 , 0.007514 , 0.012965 , 0.021565 , 0.027239 , 0.017363 , 0.020911 , 0.018299 , 0.01656 , 0.016548 , 0.019693 , 0.014633 , 0.012069 , 0.018878 , 0.015981 , 0.017649 , 0.014579 , 0.010725 
 415 , 0.027931 , 0.021079 , 0.017429 , 0.014188 , 0.014385 , 0.039748 , 0.042504 , 0.027226 , 0.017098 , 0.022044 , 0.009388 , 0.009726 , 0.009699 , 0.007687 , 0.013219 , 0.021894 , 0.027619 , 0.017586 , 0.021201 , 0.018511 , 0.01681 , 0.016779 , 0.019968 , 0.014861 , 0.012231 , 0.019071 , 0.016224 , 0.017917 , 0.014794 , 0.010919 
 416 , 0.028294 , 0.021488 , 0.017716 , 0.014476 , 0.01461 , 0.040123 , 0.042948 , 0.027541 , 0.017439 , 0.022494 , 0.009595 , 0.009948 , 0.00988 , 0.007852 , 0.013477 , 0.022229 , 0.027997 , 0.017804 , 0.021484 , 0.018746 , 0.017083 , 0.017011 , 0.020228 , 0.01509 , 0.012392 , 0.019285 , 0.016472 , 0.018188 , 0.015022 , 0.0111 
 417 , 0.02879 , 0.02192 , 0.018113 , 0.01484 , 0.014871 , 0.040568 , 0.043442 , 0.027893 , 0.01783 , 0.022965 , 0.009836 , 0.010187 , 0.009991 , 0.00801 , 0.013763 , 0.022622 , 0.028395 , 0.018033 , 0.021761 , 0.01905 , 0.017431 , 0.017276 , 0.020473 , 0.015346 , 0.012575 , 0.019576 , 0.016761 , 0.018508 , 0.015318 , 0.011263 
 418 , 0.029272 , 0.02234 , 0.018493 , 0.015191 , 0.015123 , 0.040993 , 0.043917 , 0.028233 , 0.018204 , 0.023423 , 0.010065 , 0.010418 , 0.010101 , 0.008163 , 0.01404 , 0.022998 , 0.028782 , 0.018256 , 0.022031 , 0.019347 , 0.017767 , 0.017534 , 0.020711 , 0.015596 , 0.012756 , 0.019853 , 0.017037 , 0.018814 , 0.015601 , 0.011425 
 419 , 0.029734 , 0.022746 , 0.01886 , 0.015527 , 0.015366 , 0.041408 , 0.044378 , 0.028564 , 0.018569 , 0.023863 , 0.010289 , 0.010636 , 0.010205 , 0.008312 , 0.014308 , 0.023363 , 0.029157 , 0.018468 , 0.02229 , 0.019631 , 0.018093 , 0.017778 , 0.020942 , 0.015834 , 0.012928 , 0.020123 , 0.017306 , 0.01911 , 0.015878 , 0.011577 
 420 , 0.030175 , 0.023191 , 0.019263 , 0.015879 , 0.015603 , 0.041748 , 0.044775 , 0.028957 , 0.018987 , 0.024441 , 0.010506 , 0.010814 , 0.010445 , 0.008509 , 0.014556 , 0.023649 , 0.029623 , 0.018662 , 0.022586 , 0.019884 , 0.01837 , 0.018037 , 0.021158 , 0.016021 , 0.013062 , 0.020387 , 0.017599 , 0.019328 , 0.01611 , 0.011768 
 421 , 0.030599 , 0.023629 , 0.019657 , 0.016219 , 0.015836 , 0.042075 , 0.045154 , 0.029355 , 0.019404 , 0.025016 , 0.010718 , 0.010983 , 0.010693 , 0.008707 , 0.014792 , 0.023923 , 0.030085 , 0.018854 , 0.022879 , 0.020126 , 0.018641 , 0.018295 , 0.021366 , 0.016199 , 0.013193 , 0.020644 , 0.017891 , 0.019535 , 0.016333 , 0.011957 
 422 , 0.031018 , 0.024055 , 0.020043 , 0.016552 , 0.01606 , 0.042394 , 0.045524 , 0.029739 , 0.01981 , 0.02558 , 0.010925 , 0.011146 , 0.010933 , 0.008897 , 0.015027 , 0.024186 , 0.030538 , 0.019039 , 0.023162 , 0.020363 , 0.018904 , 0.018539 , 0.021568 , 0.016371 , 0.013318 , 0.0209 , 0.01817 , 0.019732 , 0.016552 , 0.012142 
 423 , 0.031474 , 0.024476 , 0.020388 , 0.016926 , 0.016329 , 0.042746 , 0.045874 , 0.030081 , 0.0201 , 0.026001 , 0.011152 , 0.011379 , 0.011127 , 0.009021 , 0.015257 , 0.024452 , 0.030976 , 0.019238 , 0.023425 , 0.02059 , 0.019172 , 0.018739 , 0.021769 , 0.016547 , 0.013444 , 0.021126 , 0.018443 , 0.020001 , 0.016802 , 0.012302 
 424 , 0.031965 , 0.024899 , 0.020704 , 0.017333 , 0.016633 , 0.043123 , 0.046216 , 0.030391 , 0.02029 , 0.026316 , 0.011402 , 0.011667 , 0.011286 , 0.009091 , 0.015481 , 0.024725 , 0.031406 , 0.019449 , 0.023678 , 0.020816 , 0.019449 , 0.018898 , 0.021967 , 0.016728 , 0.013564 , 0.021338 , 0.018712 , 0.020327 , 0.01708 , 0.012437 
 425 , 0.032453 , 0.025316 , 0.021021 , 0.017737 , 0.016934 , 0.043499 , 0.046553 , 0.030701 , 0.02048 , 0.026623 , 0.011645 , 0.011953 , 0.011441 , 0.00916 , 0.015706 , 0.024995 , 0.031829 , 0.019656 , 0.023926 , 0.021033 , 0.019727 , 0.019057 , 0.022165 , 0.016905 , 0.013688 , 0.02155 , 0.018973 , 0.020651 , 0.017354 , 0.012568 
 426 , 0.03296 , 0.025734 , 0.021356 , 0.018136 , 0.01722 , 0.043874 , 0.04691 , 0.031024 , 0.020708 , 0.026959 , 0.011876 , 0.012198 , 0.011608 , 0.009254 , 0.015932 , 0.025266 , 0.032241 , 0.019863 , 0.024174 , 0.02126 , 0.019993 , 0.019232 , 0.022364 , 0.017095 , 0.013804 , 0.021761 , 0.01924 , 0.020967 , 0.017622 , 0.012712 
 427 , 0.033566 , 0.026153 , 0.021807 , 0.018526 , 0.017427 , 0.044285 , 0.047369 , 0.031435 , 0.021144 , 0.027462 , 0.012053 , 0.012267 , 0.011856 , 0.009481 , 0.016152 , 0.025549 , 0.032606 , 0.020058 , 0.024429 , 0.021522 , 0.020221 , 0.019495 , 0.022566 , 0.017339 , 0.013916 , 0.022008 , 0.019521 , 0.021249 , 0.017876 , 0.012917 
 428 , 0.034171 , 0.02657 , 0.022256 , 0.018914 , 0.017635 , 0.044689 , 0.047828 , 0.031848 , 0.021574 , 0.027959 , 0.012226 , 0.012336 , 0.0121 , 0.00971 , 0.016376 , 0.025833 , 0.032967 , 0.020248 , 0.02468 , 0.021776 , 0.020446 , 0.019756 , 0.022769 , 0.01758 , 0.014028 , 0.022247 , 0.019798 , 0.021528 , 0.018127 , 0.013119 
 429 , 0.034769 , 0.026984 , 0.022698 , 0.019295 , 0.017839 , 0.045088 , 0.04828 , 0.032257 , 0.022002 , 0.028449 , 0.0124 , 0.0124 , 0.012341 , 0.00993 , 0.016593 , 0.02611 , 0.033325 , 0.020439 , 0.024927 , 0.022031 , 0.020672 , 0.020013 , 0.022968 , 0.017822 , 0.014136 , 0.022487 , 0.020076 , 0.021807 , 0.018375 , 0.013321 
 430 , 0.035416 , 0.027587 , 0.023206 , 0.019818 , 0.018206 , 0.045577 , 0.048843 , 0.032685 , 0.022401 , 0.029033 , 0.012629 , 0.012672 , 0.012583 , 0.010132 , 0.016985 , 0.026463 , 0.033838 , 0.020708 , 0.02528 , 0.022362 , 0.021014 , 0.020301 , 0.02327 , 0.018071 , 0.014313 , 0.02282 , 0.020437 , 0.022116 , 0.018673 , 0.013562 
 431 , 0.036064 , 0.028226 , 0.02372 , 0.020362 , 0.018608 , 0.046078 , 0.049419 , 0.033111 , 0.02279 , 0.029629 , 0.012865 , 0.012988 , 0.012826 , 0.010322 , 0.017413 , 0.026826 , 0.034383 , 0.020993 , 0.025653 , 0.022708 , 0.021377 , 0.020592 , 0.023592 , 0.018318 , 0.014507 , 0.023174 , 0.020818 , 0.022431 , 0.018975 , 0.013808 
 432 , 0.036695 , 0.028848 , 0.024221 , 0.020895 , 0.018998 , 0.046571 , 0.049983 , 0.033531 , 0.02317 , 0.030209 , 0.0131 , 0.013293 , 0.013061 , 0.010503 , 0.01783 , 0.027183 , 0.034913 , 0.021268 , 0.026015 , 0.023045 , 0.021736 , 0.020873 , 0.023904 , 0.018555 , 0.014692 , 0.023517 , 0.021187 , 0.02274 , 0.019272 , 0.014049 
 433 , 0.03743 , 0.029529 , 0.024807 , 0.021454 , 0.019402 , 0.047138 , 0.050602 , 0.034013 , 0.02361 , 0.030803 , 0.013362 , 0.013596 , 0.013306 , 0.010697 , 0.018231 , 0.027619 , 0.035456 , 0.021549 , 0.026422 , 0.02342 , 0.022124 , 0.021212 , 0.024249 , 0.018845 , 0.014896 , 0.023891 , 0.021592 , 0.023122 , 0.019627 , 0.014296 
