  time  ,:07:22 A,:07:35 A,:07:42 A,:07:49 A,:07:57 A,:08:27 A,:08:36 A,:08:44 A,:08:51 A,:09:00 A,:10:12 A,:10:19 A,:10:26 A,:10:42 A,:10:50 A,:11:29 A,:11:36 A,:11:43 A,:11:50 A,:11:56 A,:12:16 A,:12:23 A,:12:33 A,:12:46 A,:12:55 A,:13:39 A,:13:47 A,:13:57 A,:14:05 A,:14:13 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 966 , 0.259891 , 0.269722 , 0.282601 , 0.219771 , 0.168901 , 0.227579 , 0.306064 , 0.241188 , 0.322789 , 0.382739 , 0.311331 , 0.273017 , 0.269366 , 0.204995 , 0.251479 , 0.164836 , 0.24673 , 0.122618 , 0.163899 , 0.159489 , 0.21834 , 0.142068 , 0.132242 , 0.18071 , 0.125303 , 0.274379 , 0.25022 , 0.189437 , 0.22862 , 0.170091 
 967 , 0.260688 , 0.270093 , 0.284238 , 0.221157 , 0.169039 , 0.227021 , 0.307012 , 0.242649 , 0.322768 , 0.38396 , 0.311694 , 0.272817 , 0.270551 , 0.206844 , 0.252784 , 0.165098 , 0.248803 , 0.123695 , 0.165104 , 0.160121 , 0.219256 , 0.142632 , 0.133546 , 0.181625 , 0.126389 , 0.275123 , 0.251423 , 0.189639 , 0.230144 , 0.17025 
 968 , 0.261807 , 0.270249 , 0.285971 , 0.222624 , 0.169067 , 0.226505 , 0.308177 , 0.243784 , 0.322452 , 0.385218 , 0.311907 , 0.273189 , 0.272306 , 0.208558 , 0.254039 , 0.165685 , 0.251145 , 0.124782 , 0.166144 , 0.160875 , 0.220271 , 0.143247 , 0.134648 , 0.182407 , 0.127438 , 0.275815 , 0.252621 , 0.189797 , 0.231804 , 0.170467 
 969 , 0.262877 , 0.270688 , 0.287298 , 0.223946 , 0.169194 , 0.22645 , 0.309163 , 0.244552 , 0.322286 , 0.38627 , 0.312176 , 0.273976 , 0.273625 , 0.209757 , 0.255019 , 0.166502 , 0.252854 , 0.125453 , 0.166906 , 0.161605 , 0.221161 , 0.14407 , 0.135557 , 0.183177 , 0.12832 , 0.276275 , 0.253656 , 0.189999 , 0.233196 , 0.170937 
 970 , 0.263784 , 0.271759 , 0.28778 , 0.224954 , 0.169551 , 0.227452 , 0.309741 , 0.244565 , 0.322576 , 0.386803 , 0.312542 , 0.275569 , 0.273747 , 0.209882 , 0.255442 , 0.167777 , 0.253175 , 0.125208 , 0.16707 , 0.162193 , 0.22172 , 0.145418 , 0.136102 , 0.183982 , 0.128887 , 0.27621 , 0.254326 , 0.190289 , 0.234003 , 0.171948 
 971 , 0.264115 , 0.27257 , 0.288098 , 0.225546 , 0.169819 , 0.228594 , 0.310041 , 0.244644 , 0.323553 , 0.38681 , 0.312626 , 0.276346 , 0.272552 , 0.209995 , 0.255702 , 0.168462 , 0.253217 , 0.124794 , 0.16714 , 0.162212 , 0.221841 , 0.146773 , 0.136747 , 0.18479 , 0.129437 , 0.275902 , 0.254605 , 0.190565 , 0.23444 , 0.172654 
 972 , 0.26445 , 0.273361 , 0.28841 , 0.226123 , 0.170081 , 0.229737 , 0.310343 , 0.244721 , 0.324533 , 0.386819 , 0.312689 , 0.277111 , 0.271382 , 0.210108 , 0.255954 , 0.169139 , 0.253258 , 0.124395 , 0.167208 , 0.162237 , 0.221964 , 0.148112 , 0.137388 , 0.185586 , 0.129983 , 0.2756 , 0.25487 , 0.190841 , 0.234874 , 0.17334 
 973 , 0.265398 , 0.273571 , 0.288947 , 0.226032 , 0.169354 , 0.23134 , 0.311549 , 0.244589 , 0.326079 , 0.38676 , 0.311436 , 0.277223 , 0.271081 , 0.210382 , 0.255157 , 0.169658 , 0.25362 , 0.124788 , 0.167865 , 0.162342 , 0.222148 , 0.148933 , 0.138299 , 0.185564 , 0.130209 , 0.276073 , 0.254609 , 0.19136 , 0.235266 , 0.173226 
 974 , 0.266234 , 0.27408 , 0.289325 , 0.226355 , 0.168829 , 0.23239 , 0.312351 , 0.244317 , 0.327751 , 0.387541 , 0.31001 , 0.277166 , 0.271912 , 0.210246 , 0.254355 , 0.170336 , 0.253676 , 0.125274 , 0.168656 , 0.162866 , 0.222536 , 0.149396 , 0.139113 , 0.185546 , 0.130457 , 0.276463 , 0.254909 , 0.191914 , 0.235619 , 0.173399 
 975 , 0.267047 , 0.274637 , 0.28968 , 0.226747 , 0.168338 , 0.233355 , 0.313086 , 0.244022 , 0.329456 , 0.388454 , 0.308556 , 0.277084 , 0.272917 , 0.210044 , 0.253552 , 0.171047 , 0.253689 , 0.125776 , 0.169469 , 0.163457 , 0.222955 , 0.149807 , 0.139914 , 0.185524 , 0.130717 , 0.27684 , 0.255302 , 0.192483 , 0.235962 , 0.173613 
 976 , 0.267008 , 0.275149 , 0.289498 , 0.227391 , 0.168584 , 0.233242 , 0.31298 , 0.243669 , 0.329957 , 0.38899 , 0.30828 , 0.277167 , 0.273832 , 0.209322 , 0.253288 , 0.17161 , 0.253976 , 0.126255 , 0.170132 , 0.164281 , 0.22335 , 0.150045 , 0.140705 , 0.185621 , 0.130789 , 0.277185 , 0.255792 , 0.192955 , 0.236251 , 0.173883 
 977 , 0.266672 , 0.275157 , 0.288806 , 0.227587 , 0.168818 , 0.232883 , 0.312597 , 0.243521 , 0.328932 , 0.388867 , 0.308798 , 0.277328 , 0.274275 , 0.208524 , 0.253384 , 0.171883 , 0.254549 , 0.12665 , 0.17051 , 0.164937 , 0.22367 , 0.150145 , 0.141353 , 0.185656 , 0.130668 , 0.277612 , 0.255874 , 0.193088 , 0.236628 , 0.173782 
 978 , 0.266384 , 0.274785 , 0.287892 , 0.22737 , 0.168826 , 0.232666 , 0.312264 , 0.243535 , 0.32713 , 0.388361 , 0.309554 , 0.277483 , 0.274401 , 0.207816 , 0.253578 , 0.171978 , 0.255266 , 0.12699 , 0.170721 , 0.165395 , 0.22394 , 0.150204 , 0.141891 , 0.185611 , 0.130444 , 0.278097 , 0.255609 , 0.192979 , 0.237076 , 0.173378 
 979 , 0.266108 , 0.274191 , 0.287064 , 0.227066 , 0.168863 , 0.232526 , 0.311809 , 0.243928 , 0.325394 , 0.387892 , 0.310162 , 0.277221 , 0.27428 , 0.207645 , 0.253947 , 0.172098 , 0.255888 , 0.127262 , 0.17071 , 0.165621 , 0.22423 , 0.150307 , 0.142129 , 0.185759 , 0.130845 , 0.278457 , 0.255524 , 0.192955 , 0.237738 , 0.172993 
 980 , 0.265843 , 0.273781 , 0.286663 , 0.226856 , 0.169052 , 0.232562 , 0.311455 , 0.244835 , 0.32415 , 0.387466 , 0.31077 , 0.276557 , 0.273892 , 0.20832 , 0.254565 , 0.172532 , 0.256329 , 0.127458 , 0.170593 , 0.165649 , 0.224542 , 0.150675 , 0.141993 , 0.186276 , 0.132157 , 0.27869 , 0.255796 , 0.193276 , 0.238654 , 0.172901 
 981 , 0.265555 , 0.274654 , 0.287124 , 0.227203 , 0.169552 , 0.23275 , 0.311789 , 0.245735 , 0.32406 , 0.386989 , 0.311912 , 0.276375 , 0.273659 , 0.209291 , 0.255186 , 0.173648 , 0.256602 , 0.127689 , 0.17098 , 0.166006 , 0.224833 , 0.151541 , 0.141967 , 0.187055 , 0.133617 , 0.279078 , 0.256403 , 0.194246 , 0.239456 , 0.173526 
 982 , 0.265313 , 0.275623 , 0.287716 , 0.227559 , 0.170004 , 0.232881 , 0.312248 , 0.246652 , 0.32419 , 0.386733 , 0.312973 , 0.276237 , 0.273447 , 0.210261 , 0.255799 , 0.174595 , 0.256933 , 0.127829 , 0.17146 , 0.166373 , 0.225091 , 0.152285 , 0.141987 , 0.187747 , 0.135051 , 0.279424 , 0.256974 , 0.195162 , 0.240231 , 0.174098 
 983 , 0.265377 , 0.277281 , 0.289256 , 0.227963 , 0.170147 , 0.232601 , 0.313576 , 0.24769 , 0.32599 , 0.38807 , 0.313441 , 0.276425 , 0.273341 , 0.211261 , 0.256375 , 0.174258 , 0.257712 , 0.127349 , 0.172569 , 0.166804 , 0.225148 , 0.152108 , 0.142262 , 0.187827 , 0.136409 , 0.279481 , 0.257237 , 0.195721 , 0.24087 , 0.174334 
 984 , 0.265866 , 0.277508 , 0.290644 , 0.228549 , 0.170566 , 0.231753 , 0.313706 , 0.248584 , 0.327662 , 0.389786 , 0.313232 , 0.27482 , 0.272888 , 0.211642 , 0.256806 , 0.173435 , 0.258071 , 0.126959 , 0.173166 , 0.166941 , 0.225879 , 0.15107 , 0.142824 , 0.187766 , 0.137665 , 0.279043 , 0.25683 , 0.196041 , 0.241597 , 0.174255 
 985 , 0.266365 , 0.277686 , 0.292031 , 0.229145 , 0.171002 , 0.230888 , 0.313795 , 0.249477 , 0.329333 , 0.391516 , 0.313006 , 0.273172 , 0.272418 , 0.212 , 0.257237 , 0.172593 , 0.258418 , 0.126572 , 0.173745 , 0.167067 , 0.226637 , 0.150009 , 0.143396 , 0.187703 , 0.138916 , 0.278593 , 0.256395 , 0.196346 , 0.242332 , 0.174166 
 986 , 0.266772 , 0.278184 , 0.293028 , 0.229757 , 0.171684 , 0.231253 , 0.313199 , 0.249376 , 0.329674 , 0.392206 , 0.31341 , 0.273021 , 0.271742 , 0.211627 , 0.256605 , 0.172705 , 0.257749 , 0.126642 , 0.17413 , 0.166949 , 0.227228 , 0.1494 , 0.143891 , 0.188 , 0.138153 , 0.278624 , 0.255895 , 0.196684 , 0.24243 , 0.17413 
 987 , 0.267071 , 0.278737 , 0.293657 , 0.2301 , 0.171958 , 0.232244 , 0.312989 , 0.249202 , 0.329759 , 0.392753 , 0.313847 , 0.274708 , 0.271295 , 0.211479 , 0.255523 , 0.172898 , 0.257502 , 0.126704 , 0.174548 , 0.166889 , 0.227497 , 0.149413 , 0.144185 , 0.188317 , 0.13716 , 0.279184 , 0.256004 , 0.196876 , 0.242559 , 0.174149 
 988 , 0.26733 , 0.279285 , 0.294147 , 0.230296 , 0.172011 , 0.233425 , 0.313037 , 0.249086 , 0.32986 , 0.393341 , 0.314223 , 0.277177 , 0.270982 , 0.211523 , 0.254312 , 0.173033 , 0.257571 , 0.12671 , 0.175006 , 0.166879 , 0.227636 , 0.149686 , 0.144384 , 0.188611 , 0.136251 , 0.279972 , 0.256426 , 0.19699 , 0.242779 , 0.174196 
 989 , 0.267939 , 0.279422 , 0.294559 , 0.229773 , 0.171644 , 0.234499 , 0.313533 , 0.249071 , 0.330223 , 0.393626 , 0.314245 , 0.278604 , 0.271312 , 0.211864 , 0.25312 , 0.17341 , 0.258058 , 0.126934 , 0.175093 , 0.167313 , 0.228037 , 0.149981 , 0.144478 , 0.189053 , 0.135856 , 0.280987 , 0.256834 , 0.19701 , 0.243257 , 0.174363 
 990 , 0.268758 , 0.279625 , 0.294864 , 0.228729 , 0.171184 , 0.235301 , 0.314498 , 0.249083 , 0.330887 , 0.393754 , 0.314062 , 0.278994 , 0.272221 , 0.212275 , 0.252222 , 0.174187 , 0.258929 , 0.127515 , 0.175001 , 0.168146 , 0.228552 , 0.150264 , 0.144494 , 0.189744 , 0.135786 , 0.282097 , 0.257089 , 0.19703 , 0.243844 , 0.174618 
 991 , 0.269429 , 0.280566 , 0.295108 , 0.227836 , 0.171182 , 0.23582 , 0.315613 , 0.249001 , 0.331675 , 0.394056 , 0.314051 , 0.279175 , 0.273177 , 0.212363 , 0.251776 , 0.175312 , 0.259872 , 0.128404 , 0.175136 , 0.169002 , 0.228861 , 0.150494 , 0.144519 , 0.190632 , 0.135516 , 0.283023 , 0.257126 , 0.197173 , 0.244264 , 0.174823 
 992 , 0.269721 , 0.281579 , 0.295122 , 0.227178 , 0.171492 , 0.236067 , 0.316712 , 0.248968 , 0.332287 , 0.394334 , 0.314226 , 0.279299 , 0.274015 , 0.212404 , 0.251925 , 0.17624 , 0.260885 , 0.129108 , 0.175386 , 0.169513 , 0.228904 , 0.150816 , 0.144595 , 0.191415 , 0.135287 , 0.283759 , 0.257185 , 0.197329 , 0.244614 , 0.175033 
 993 , 0.268833 , 0.282736 , 0.29443 , 0.227226 , 0.172726 , 0.235494 , 0.317711 , 0.249119 , 0.332293 , 0.394489 , 0.314929 , 0.279263 , 0.274444 , 0.212331 , 0.253909 , 0.176494 , 0.262059 , 0.129163 , 0.17595 , 0.168946 , 0.228177 , 0.151429 , 0.144826 , 0.191802 , 0.135193 , 0.283894 , 0.25737 , 0.197519 , 0.244725 , 0.17523 
 994 , 0.268132 , 0.283362 , 0.293916 , 0.226654 , 0.173566 , 0.235144 , 0.318608 , 0.249666 , 0.331632 , 0.393711 , 0.315395 , 0.279294 , 0.275043 , 0.212692 , 0.255715 , 0.176644 , 0.262932 , 0.128798 , 0.176249 , 0.168578 , 0.228093 , 0.151964 , 0.144994 , 0.192021 , 0.135231 , 0.284058 , 0.258062 , 0.197734 , 0.244643 , 0.175453 
 995 , 0.267406 , 0.28401 , 0.293385 , 0.226071 , 0.174429 , 0.234775 , 0.319536 , 0.250237 , 0.330942 , 0.392913 , 0.315875 , 0.279324 , 0.275664 , 0.213069 , 0.257583 , 0.176807 , 0.263827 , 0.128415 , 0.176554 , 0.168202 , 0.228013 , 0.152523 , 0.145171 , 0.192251 , 0.135272 , 0.284227 , 0.258783 , 0.19796 , 0.244563 , 0.175677 
 996 , 0.267297 , 0.283419 , 0.293468 , 0.225463 , 0.174192 , 0.234935 , 0.319127 , 0.250951 , 0.330213 , 0.392051 , 0.315334 , 0.280097 , 0.275279 , 0.21281 , 0.258031 , 0.176454 , 0.263109 , 0.128312 , 0.17682 , 0.167907 , 0.228326 , 0.152763 , 0.144611 , 0.192088 , 0.135298 , 0.284285 , 0.259304 , 0.19839 , 0.244342 , 0.176254 
 997 , 0.267202 , 0.28279 , 0.293766 , 0.225426 , 0.173909 , 0.235302 , 0.318619 , 0.250914 , 0.32996 , 0.391388 , 0.314689 , 0.279802 , 0.274425 , 0.211973 , 0.258049 , 0.175803 , 0.26169 , 0.128204 , 0.177115 , 0.167368 , 0.228167 , 0.15278 , 0.144057 , 0.191738 , 0.135074 , 0.284378 , 0.25902 , 0.198685 , 0.244202 , 0.176674 
 998 , 0.267104 , 0.282142 , 0.294139 , 0.225571 , 0.173626 , 0.235737 , 0.318099 , 0.250628 , 0.329855 , 0.390775 , 0.314013 , 0.279143 , 0.27342 , 0.210939 , 0.257959 , 0.175052 , 0.260049 , 0.128096 , 0.177436 , 0.16673 , 0.227849 , 0.152737 , 0.143498 , 0.191335 , 0.134758 , 0.284484 , 0.258482 , 0.198947 , 0.244096 , 0.177048 
 999 , 0.267194 , 0.282217 , 0.295123 , 0.225936 , 0.17223 , 0.235635 , 0.31829 , 0.250165 , 0.330276 , 0.390719 , 0.312778 , 0.278153 , 0.272541 , 0.210098 , 0.257096 , 0.174582 , 0.25858 , 0.127976 , 0.177068 , 0.166495 , 0.227261 , 0.151924 , 0.143087 , 0.191129 , 0.134268 , 0.284322 , 0.258046 , 0.198318 , 0.243017 , 0.176751 
 1000 , 0.267327 , 0.282554 , 0.296257 , 0.226316 , 0.170271 , 0.235157 , 0.31852 , 0.249856 , 0.331134 , 0.391525 , 0.31129 , 0.27741 , 0.271908 , 0.209671 , 0.25582 , 0.174173 , 0.25773 , 0.128001 , 0.176224 , 0.166539 , 0.226726 , 0.150739 , 0.142888 , 0.1908 , 0.133865 , 0.283825 , 0.257994 , 0.197391 , 0.241601 , 0.176148 
 1001 , 0.267402 , 0.282735 , 0.297196 , 0.226587 , 0.168298 , 0.234572 , 0.31835 , 0.249823 , 0.332196 , 0.393019 , 0.309838 , 0.277148 , 0.271462 , 0.209593 , 0.254515 , 0.173668 , 0.257475 , 0.128208 , 0.175236 , 0.166666 , 0.226406 , 0.149572 , 0.142845 , 0.190188 , 0.133654 , 0.283115 , 0.258323 , 0.196658 , 0.240369 , 0.175593 
 1002 , 0.267045 , 0.283059 , 0.297357 , 0.22676 , 0.166888 , 0.23414 , 0.318083 , 0.249074 , 0.332889 , 0.3938 , 0.30925 , 0.277087 , 0.270962 , 0.208737 , 0.253348 , 0.173404 , 0.257347 , 0.128028 , 0.174373 , 0.166672 , 0.226165 , 0.148649 , 0.142548 , 0.1895 , 0.133382 , 0.282183 , 0.258165 , 0.195998 , 0.239529 , 0.174752 
 1003 , 0.265893 , 0.283503 , 0.296117 , 0.226688 , 0.166531 , 0.233933 , 0.317734 , 0.247123 , 0.332619 , 0.392969 , 0.310192 , 0.277336 , 0.270412 , 0.206446 , 0.252458 , 0.173571 , 0.257431 , 0.127105 , 0.173851 , 0.166403 , 0.226042 , 0.148251 , 0.14167 , 0.188893 , 0.132929 , 0.280906 , 0.25714 , 0.19541 , 0.239285 , 0.173443 
 1004 , 0.264568 , 0.283316 , 0.294845 , 0.226281 , 0.165906 , 0.233424 , 0.317793 , 0.245395 , 0.330969 , 0.390651 , 0.310795 , 0.277301 , 0.269931 , 0.20374 , 0.251462 , 0.173695 , 0.257302 , 0.125879 , 0.173742 , 0.165918 , 0.225757 , 0.148124 , 0.140212 , 0.18929 , 0.132214 , 0.279663 , 0.256151 , 0.194235 , 0.238211 , 0.17227 
 1005 , 0.263266 , 0.282872 , 0.293508 , 0.225734 , 0.165238 , 0.232908 , 0.317854 , 0.243765 , 0.329327 , 0.388306 , 0.311301 , 0.277144 , 0.269528 , 0.201144 , 0.250451 , 0.173661 , 0.257213 , 0.124697 , 0.173627 , 0.165389 , 0.225467 , 0.147974 , 0.138732 , 0.189671 , 0.131488 , 0.278428 , 0.255157 , 0.193017 , 0.237143 , 0.171076 
 1006 , 0.262976 , 0.279452 , 0.291979 , 0.223734 , 0.164392 , 0.232625 , 0.317948 , 0.244192 , 0.328535 , 0.386766 , 0.310387 , 0.275515 , 0.270375 , 0.201244 , 0.249807 , 0.171698 , 0.257703 , 0.124709 , 0.173463 , 0.164647 , 0.225158 , 0.147668 , 0.137677 , 0.189649 , 0.130979 , 0.277929 , 0.254635 , 0.191947 , 0.236539 , 0.170349 
 1007 , 0.262488 , 0.277378 , 0.290424 , 0.222177 , 0.163829 , 0.233308 , 0.318672 , 0.244347 , 0.328873 , 0.386521 , 0.310524 , 0.274354 , 0.271312 , 0.201885 , 0.249853 , 0.170549 , 0.257908 , 0.124767 , 0.17281 , 0.164043 , 0.224513 , 0.146903 , 0.137125 , 0.189406 , 0.130654 , 0.278396 , 0.25397 , 0.190771 , 0.236905 , 0.169427 
 1008 , 0.261943 , 0.275419 , 0.288802 , 0.220627 , 0.163288 , 0.234178 , 0.319537 , 0.244464 , 0.329401 , 0.386475 , 0.310841 , 0.273217 , 0.27231 , 0.202633 , 0.250005 , 0.169482 , 0.258083 , 0.124838 , 0.172042 , 0.163438 , 0.223788 , 0.146033 , 0.136632 , 0.189117 , 0.130339 , 0.279042 , 0.253247 , 0.189533 , 0.237443 , 0.168436 
 1009 , 0.260165 , 0.274762 , 0.288523 , 0.22112 , 0.162858 , 0.23337 , 0.319182 , 0.243613 , 0.329079 , 0.387531 , 0.311489 , 0.272536 , 0.272299 , 0.203339 , 0.250833 , 0.168216 , 0.258285 , 0.124748 , 0.171083 , 0.162864 , 0.222769 , 0.145591 , 0.136196 , 0.188546 , 0.130175 , 0.279849 , 0.25378 , 0.188327 , 0.237517 , 0.16753 
 1010 , 0.258702 , 0.273897 , 0.289103 , 0.222264 , 0.162344 , 0.231408 , 0.31812 , 0.242552 , 0.328521 , 0.38859 , 0.311592 , 0.271805 , 0.27203 , 0.203975 , 0.252065 , 0.166482 , 0.258604 , 0.12473 , 0.170129 , 0.162339 , 0.222045 , 0.145542 , 0.135689 , 0.187922 , 0.130106 , 0.28035 , 0.254508 , 0.18791 , 0.23721 , 0.166701 
 1011 , 0.257703 , 0.272564 , 0.290082 , 0.223508 , 0.16174 , 0.228896 , 0.31675 , 0.241504 , 0.327953 , 0.389432 , 0.311195 , 0.270927 , 0.271763 , 0.204584 , 0.253496 , 0.16438 , 0.259022 , 0.124815 , 0.169197 , 0.161838 , 0.221589 , 0.145715 , 0.135101 , 0.187297 , 0.130076 , 0.28058 , 0.255133 , 0.188092 , 0.236704 , 0.165901 
 1012 , 0.257564 , 0.271817 , 0.290465 , 0.224301 , 0.16089 , 0.227486 , 0.315824 , 0.240541 , 0.327726 , 0.389506 , 0.310587 , 0.271137 , 0.270912 , 0.204391 , 0.253877 , 0.163898 , 0.2581 , 0.124401 , 0.168264 , 0.161317 , 0.221149 , 0.146154 , 0.13454 , 0.186659 , 0.129401 , 0.280567 , 0.254943 , 0.188393 , 0.236139 , 0.16558 
 1013 , 0.258095 , 0.271743 , 0.289789 , 0.224379 , 0.159717 , 0.22743 , 0.315198 , 0.239415 , 0.327793 , 0.388921 , 0.309701 , 0.272347 , 0.269107 , 0.203282 , 0.252678 , 0.16495 , 0.255821 , 0.123389 , 0.167235 , 0.160541 , 0.220534 , 0.146794 , 0.133934 , 0.185823 , 0.127867 , 0.279957 , 0.25376 , 0.188379 , 0.235524 , 0.165727 
 1014 , 0.257929 , 0.271815 , 0.287994 , 0.22388 , 0.158328 , 0.227795 , 0.314074 , 0.237564 , 0.327672 , 0.38878 , 0.308658 , 0.27316 , 0.266347 , 0.201945 , 0.250259 , 0.165481 , 0.253617 , 0.12214 , 0.165912 , 0.159139 , 0.219418 , 0.147248 , 0.133133 , 0.184426 , 0.125825 , 0.278478 , 0.252202 , 0.187162 , 0.234954 , 0.165797 
 1015 , 0.2577 , 0.271852 , 0.286486 , 0.223131 , 0.15676 , 0.228024 , 0.313365 , 0.23591 , 0.327844 , 0.388896 , 0.307495 , 0.273362 , 0.263972 , 0.200571 , 0.247798 , 0.165754 , 0.252118 , 0.120812 , 0.164548 , 0.157869 , 0.218341 , 0.147571 , 0.132333 , 0.183053 , 0.123942 , 0.276958 , 0.250705 , 0.185913 , 0.234497 , 0.16568 
 1016 , 0.257245 , 0.271751 , 0.286342 , 0.221467 , 0.154709 , 0.227655 , 0.314429 , 0.235295 , 0.329158 , 0.390061 , 0.306019 , 0.271079 , 0.263462 , 0.199241 , 0.245478 , 0.164989 , 0.253755 , 0.119355 , 0.163233 , 0.157292 , 0.217609 , 0.147298 , 0.131622 , 0.181986 , 0.122948 , 0.275499 , 0.249645 , 0.184707 , 0.234594 , 0.164857 
 1017 , 0.256826 , 0.270458 , 0.28597 , 0.220275 , 0.152741 , 0.226786 , 0.315722 , 0.235786 , 0.329308 , 0.388532 , 0.303763 , 0.269274 , 0.264016 , 0.197022 , 0.243022 , 0.164821 , 0.254539 , 0.117574 , 0.162309 , 0.157338 , 0.216671 , 0.146654 , 0.130948 , 0.181022 , 0.122856 , 0.274481 , 0.249315 , 0.183913 , 0.233993 , 0.163217 
 1018 , 0.256387 , 0.269087 , 0.285574 , 0.219022 , 0.150657 , 0.225858 , 0.317092 , 0.236326 , 0.329442 , 0.386873 , 0.301382 , 0.267372 , 0.264627 , 0.19468 , 0.24044 , 0.164658 , 0.255345 , 0.115691 , 0.161343 , 0.157401 , 0.215684 , 0.145966 , 0.130233 , 0.180011 , 0.122781 , 0.273415 , 0.248986 , 0.183078 , 0.233351 , 0.161487 
 1019 , 0.255547 , 0.267923 , 0.282219 , 0.217321 , 0.151467 , 0.225096 , 0.316506 , 0.234044 , 0.327007 , 0.383924 , 0.301255 , 0.26645 , 0.264495 , 0.193173 , 0.23872 , 0.164125 , 0.25446 , 0.114552 , 0.15984 , 0.155694 , 0.214313 , 0.143571 , 0.129424 , 0.179135 , 0.123098 , 0.27181 , 0.248237 , 0.181188 , 0.232123 , 0.159674 
 1020 , 0.255139 , 0.268186 , 0.279696 , 0.215278 , 0.152668 , 0.224145 , 0.315458 , 0.231077 , 0.325281 , 0.382738 , 0.303775 , 0.266304 , 0.264225 , 0.192443 , 0.238246 , 0.163786 , 0.253942 , 0.113682 , 0.158166 , 0.153969 , 0.212894 , 0.141043 , 0.128784 , 0.178895 , 0.122825 , 0.271025 , 0.247418 , 0.179372 , 0.231532 , 0.158293 
 1021 , 0.25494 , 0.269153 , 0.277601 , 0.213016 , 0.153983 , 0.223057 , 0.314256 , 0.227795 , 0.323945 , 0.382412 , 0.307614 , 0.266487 , 0.263907 , 0.192028 , 0.238315 , 0.163539 , 0.253659 , 0.112885 , 0.156372 , 0.15224 , 0.211429 , 0.138443 , 0.128211 , 0.178952 , 0.122239 , 0.270624 , 0.246549 , 0.177573 , 0.231257 , 0.15707 
 1022 , 0.25486 , 0.268267 , 0.276959 , 0.211511 , 0.154657 , 0.221865 , 0.31209 , 0.226292 , 0.323148 , 0.382755 , 0.309348 , 0.266507 , 0.263119 , 0.192921 , 0.238475 , 0.161796 , 0.252938 , 0.112364 , 0.155246 , 0.150663 , 0.210415 , 0.136159 , 0.127699 , 0.17903 , 0.121812 , 0.269872 , 0.246082 , 0.176825 , 0.231538 , 0.156833 
 1023 , 0.254179 , 0.265991 , 0.276835 , 0.210447 , 0.15466 , 0.220645 , 0.309597 , 0.225747 , 0.322066 , 0.383093 , 0.308087 , 0.265542 , 0.261645 , 0.194444 , 0.238089 , 0.158863 , 0.251591 , 0.111948 , 0.154406 , 0.148918 , 0.209922 , 0.134051 , 0.126977 , 0.178469 , 0.121679 , 0.268026 , 0.245584 , 0.176376 , 0.231863 , 0.157058 
 1024 , 0.252353 , 0.263288 , 0.276048 , 0.209298 , 0.154219 , 0.219438 , 0.307454 , 0.224914 , 0.319927 , 0.382738 , 0.304085 , 0.263103 , 0.259476 , 0.195691 , 0.236719 , 0.155434 , 0.24964 , 0.111412 , 0.15335 , 0.146687 , 0.209781 , 0.131837 , 0.125819 , 0.176832 , 0.121886 , 0.264722 , 0.244602 , 0.175312 , 0.231657 , 0.157047 
 1025 , 0.249339 , 0.261209 , 0.275367 , 0.208739 , 0.153441 , 0.217762 , 0.305685 , 0.224226 , 0.318083 , 0.382405 , 0.300003 , 0.261094 , 0.256815 , 0.196163 , 0.235354 , 0.152911 , 0.2472 , 0.110621 , 0.152474 , 0.144947 , 0.209441 , 0.129782 , 0.124359 , 0.175086 , 0.121622 , 0.261629 , 0.2436 , 0.173879 , 0.231196 , 0.156327 
 1026 , 0.244217 , 0.260508 , 0.275025 , 0.209509 , 0.152073 , 0.21528 , 0.304846 , 0.223928 , 0.317169 , 0.382209 , 0.296123 , 0.260112 , 0.253399 , 0.195072 , 0.234087 , 0.152429 , 0.243918 , 0.109348 , 0.152044 , 0.144297 , 0.208648 , 0.128172 , 0.122413 , 0.173285 , 0.120397 , 0.25917 , 0.242678 , 0.171901 , 0.230354 , 0.154335 
 1027 , 0.240039 , 0.259628 , 0.275513 , 0.211308 , 0.151094 , 0.21306 , 0.304652 , 0.224126 , 0.318556 , 0.382571 , 0.29385 , 0.259778 , 0.250756 , 0.194131 , 0.232918 , 0.152685 , 0.240528 , 0.107954 , 0.151806 , 0.143766 , 0.207208 , 0.126756 , 0.12068 , 0.171987 , 0.119038 , 0.257274 , 0.242159 , 0.170815 , 0.230725 , 0.153299 
 1028 , 0.235867 , 0.258792 , 0.27598 , 0.21304 , 0.149848 , 0.210795 , 0.304331 , 0.224204 , 0.319934 , 0.382856 , 0.291554 , 0.259355 , 0.248105 , 0.19301 , 0.231589 , 0.153024 , 0.236953 , 0.106417 , 0.151514 , 0.14317 , 0.205661 , 0.125212 , 0.118781 , 0.170574 , 0.1175 , 0.255243 , 0.241466 , 0.169626 , 0.231049 , 0.152145 
