  time  ,47:18 PM,47:30 PM,47:41 PM,47:49 PM,47:58 PM,06:54 PM,07:14 PM,07:31 PM,07:43 PM,07:53 PM,09:57 PM,10:12 PM,10:21 PM,10:30 PM,10:42 PM,10:50 PM,10:56 PM,11:04 PM,11:15 PM,11:21 PM,12:38 PM,12:52 PM,13:04 PM,13:28 PM,13:36 PM,15:27 PM,15:37 PM,15:47 PM,15:59 PM,16:07 PM,17:00 PM,17:13 PM,17:30 PM,17:39 PM,17:54 PM,19:28 PM,19:36 PM,19:43 PM,19:49 PM,19:56 PM,20:09 PM,20:16 PM,20:22 PM,20:30 PM,20:41 PM,21:54 PM,22:03 PM,22:11 PM,22:22 PM,22:35 PM,23:09 PM,23:22 PM,23:30 PM,23:39 PM,23:52 PM,24:33 PM,24:54 PM,25:04 PM,25:13 PM,25:22 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 336 , 0.004306 , 0.007531 , 0.007441 , 0.001161 , 0 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 0 , 6.155029 , 6.155029 , 0 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 0 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 , 6.155029 
 337 , 0.006099 , 0.008331 , 0.007589 , 0.001952 , 0 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 0 , 6.063154 , 6.063154 , 0 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 0 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 , 6.063154 
 338 , 0.007338 , 0.008717 , 0.007523 , 0.002577 , 0 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 0 , 5.881769 , 5.881769 , 0 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 0 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 , 5.881769 
 339 , 0.007559 , 0.010455 , 0.008124 , 0.00388 , 0.000955 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 0.117011 , 0.295671 , 0.021898 , 5.832142 , 5.832142 , 0.002476 , 0.011231 , 0.046357 , 0.013986 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 0.028255 , 5.832142 , 0 , 5.832142 , 5.832142 , 0.091096 , 0.001644 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 , 5.832142 
 340 , 0.00758 , 0.012603 , 0.008697 , 0.005161 , 0.002107 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 0.061633 , 0.16525 , 0.079334 , 5.795344 , 5.795344 , 0.007305 , 0.011377 , 0.039317 , 0.014168 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 0.028622 , 5.795344 , 0 , 5.795344 , 5.795344 , 0.0564 , 0.003233 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 , 5.795344 
 341 , 0.007581 , 0.014972 , 0.009143 , 0.006277 , 0.003259 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 0.04485 , 0.125605 , 0.351404 , 5.750083 , 5.750083 , 0.017151 , 0.011353 , 0.036996 , 0.014138 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 0.028562 , 5.750083 , 0 , 5.750083 , 5.750083 , 0.045779 , 0.0045 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 , 5.750083 
 342 , 0.008268 , 0.016854 , 0.010371 , 0.007347 , 0.004444 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 0.036531 , 0.107446 , 0.073331 , 0.04605 , 0.038424 , 0.019677 , 0.009591 , 0.038655 , 0.011326 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 0.049428 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 0.589329 , 0.178257 , 0.956228 , 0.420853 , 0.070234 , 0.024387 , 0.009285 , 0.006389 , 0 , 0.022383 , 0.038104 , 0.006696 , 0.020735 , 5.842184 , 5.842184 , 0.169431 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 , 5.842184 
 343 , 0.009707 , 0.017844 , 0.012611 , 0.008422 , 0.005526 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 0.032036 , 0.097774 , 0.027892 , 0.02205 , 0.018291 , 0.015872 , 0.00742 , 0.042917 , 0.008803 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 0.045082 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 0.223794 , 0.073761 , 0.357098 , 0.203374 , 0.030636 , 0.022755 , 0.009925 , 0.009166 , 0 , 0.010639 , 0.032929 , 0.009164 , 0.013305 , 6.061297 , 6.061297 , 0.067348 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 , 6.061297 
 344 , 0.011039 , 0.018717 , 0.014859 , 0.00942 , 0.006427 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 0.029391 , 0.091484 , 0.019298 , 0.017681 , 0.014622 , 0.014884 , 0.006225 , 0.046269 , 0.007724 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 0.045252 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 0.154644 , 0.054222 , 0.243531 , 0.163875 , 0.023294 , 0.02256 , 0.010287 , 0.010162 , 0 , 0.008497 , 0.03029 , 0.010795 , 0.012104 , 6.24758 , 6.24758 , 0.048149 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 , 6.24758 
 345 , 0.012248 , 0.019498 , 0.016923 , 0.010309 , 0.007221 , 0.012047 , 1.258937 , 6.389954 , 0.232995 , 6.389954 , 6.389954 , 0.027669 , 0.086018 , 0.016071 , 0.016285 , 0.013273 , 0.014974 , 0.005783 , 0.047862 , 0.007509 , 6.389954 , 6.389954 , 6.389954 , 6.389954 , 6.389954 , 1.261721 , 1.87513 , 0.033098 , 0.045214 , 0.591586 , 6.389954 , 6.389954 , 6.389954 , 6.389954 , 1.291135 , 9.94754 , 0.124859 , 0.047503 , 0.189559 , 0.118996 , 0.020708 , 0.022038 , 0.010902 , 0.010993 , 0.001211 , 0.008092 , 0.028643 , 0.012118 , 0.01282 , 2.070441 , 0.369901 , 0.040689 , 3.547193 , 6.389954 , 6.389954 , 6.389954 , 6.389954 , 6.389954 , 6.389954 , 6.389954 
 346 , 0.013167 , 0.02048 , 0.017096 , 0.010763 , 0.008223 , 0.015033 , 0.184248 , 6.317955 , 0.103983 , 6.317955 , 6.317955 , 0.027567 , 0.075409 , 0.018311 , 0.018852 , 0.013169 , 0.020052 , 0.009368 , 0.04083 , 0.011509 , 6.317955 , 6.317955 , 6.317955 , 6.317955 , 6.317955 , 0.127869 , 0.378872 , 0.041303 , 0.040535 , 0.068664 , 6.317955 , 6.317955 , 6.317955 , 6.317955 , 0.159991 , 0.945752 , 0.105038 , 0.057393 , 0.128849 , 0.042668 , 0.02364 , 0.0184 , 0.014876 , 0.013903 , 0.007565 , 0.01303 , 0.027055 , 0.014519 , 0.024817 , 0.211703 , 0.044164 , 0.040978 , 0.341845 , 6.317955 , 6.317955 , 6.317955 , 6.317955 , 6.317955 , 6.317955 , 6.317955 
 347 , 0.013926 , 0.021275 , 0.017213 , 0.011137 , 0.00913 , 0.015009 , 0.137133 , 6.251984 , 0.097512 , 6.251984 , 6.251984 , 0.027407 , 0.068777 , 0.019566 , 0.020849 , 0.01307 , 0.024697 , 0.012883 , 0.036757 , 0.014517 , 6.251984 , 6.251984 , 6.251984 , 6.251984 , 6.251984 , 0.078824 , 0.312057 , 0.041238 , 0.037886 , 0.045948 , 6.251984 , 6.251984 , 6.251984 , 6.251984 , 0.11074 , 0.557064 , 0.093443 , 0.067111 , 0.101302 , 0.029549 , 0.025305 , 0.016733 , 0.018411 , 0.015969 , 0.009128 , 0.017314 , 0.025925 , 0.016761 , 0.032591 , 0.13128 , 0.03 , 0.041132 , 0.20339 , 6.251984 , 6.251984 , 6.251984 , 6.251984 , 6.251984 , 6.251984 , 6.251984 
 348 , 0.014559 , 0.021927 , 0.017292 , 0.011446 , 0.009952 , 0.01491 , 0.120015 , 6.191269 , 0.094684 , 6.191269 , 6.191269 , 0.027228 , 0.0642 , 0.020335 , 0.022435 , 0.012976 , 0.028963 , 0.016336 , 0.034073 , 0.016845 , 6.191269 , 6.191269 , 6.191269 , 6.191269 , 6.191269 , 0.061392 , 0.287068 , 0.040965 , 0.036138 , 0.037817 , 6.191269 , 6.191269 , 6.191269 , 6.191269 , 0.093043 , 0.419325 , 0.085774 , 0.076676 , 0.085531 , 0.024069 , 0.026335 , 0.01575 , 0.021575 , 0.017493 , 0.009787 , 0.021059 , 0.025067 , 0.018859 , 0.037967 , 0.102684 , 0.024922 , 0.041199 , 0.154296 , 6.191269 , 6.191269 , 6.191269 , 6.191269 , 6.191269 , 6.191269 , 6.191269 
 349 , 0.015263 , 0.021711 , 0.017658 , 0.011904 , 0.010714 , 0.018392 , 0.073126 , 0.436767 , 0.07859 , 0.233279 , 1.206473 , 0.026478 , 0.057359 , 0.021247 , 0.021545 , 0.013696 , 0.031603 , 0.016629 , 0.031303 , 0.013737 , 6.057118 , 0.343593 , 6.057118 , 6.057118 , 6.057118 , 0.060522 , 0.305444 , 0.03603 , 0.034218 , 0.034949 , 1.473584 , 6.057118 , 1.385001 , 6.057118 , 0.122914 , 0.202052 , 0.074372 , 0.060357 , 0.07616 , 0.023515 , 0.028291 , 0.016769 , 0.021555 , 0.018866 , 0.00998 , 0.020294 , 0.025386 , 0.019425 , 0.038516 , 0.085412 , 0.023076 , 0.038274 , 0.083098 , 0.528119 , 0.330723 , 6.057118 , 0.973414 , 1.051396 , 0.163325 , 0.280179 
 350 , 0.015984 , 0.021206 , 0.018103 , 0.012354 , 0.011391 , 0.022813 , 0.05067 , 0.20443 , 0.065246 , 0.109972 , 0.526432 , 0.025582 , 0.051391 , 0.022238 , 0.020184 , 0.01451 , 0.033577 , 0.015809 , 0.028928 , 0.01088 , 5.904516 , 0.145091 , 5.904516 , 5.904516 , 5.904516 , 0.063423 , 0.336394 , 0.031756 , 0.032516 , 0.033319 , 0.665725 , 5.904516 , 0.63039 , 5.904516 , 0.216409 , 0.124998 , 0.064655 , 0.046504 , 0.069664 , 0.024067 , 0.030625 , 0.018323 , 0.020541 , 0.020179 , 0.009984 , 0.018495 , 0.026036 , 0.01933 , 0.037521 , 0.073889 , 0.021993 , 0.035124 , 0.053938 , 0.239399 , 0.146745 , 5.904516 , 0.449459 , 0.412066 , 0.074089 , 0.131316 
 351 , 0.016669 , 0.020741 , 0.018501 , 0.012719 , 0.011988 , 0.026683 , 0.040299 , 0.14299 , 0.056843 , 0.077339 , 0.347831 , 0.02479 , 0.046998 , 0.023205 , 0.019145 , 0.015096 , 0.03549 , 0.015138 , 0.027077 , 0.009206 , 5.765315 , 0.093105 , 5.765315 , 5.765315 , 5.765315 , 0.066032 , 0.366198 , 0.028974 , 0.031147 , 0.031978 , 0.452864 , 5.765315 , 0.431413 , 5.765315 , 0.587159 , 0.093289 , 0.057702 , 0.038718 , 0.064661 , 0.024495 , 0.032877 , 0.019685 , 0.019712 , 0.021402 , 0.009928 , 0.017186 , 0.026594 , 0.019179 , 0.036616 , 0.066002 , 0.021103 , 0.03272 , 0.041107 , 0.1633 , 0.098353 , 5.765315 , 0.3111 , 0.245577 , 0.050567 , 0.091945 
 352 , 0.017372 , 0.020649 , 0.018806 , 0.013065 , 0.012483 , 0.026916 , 0.034689 , 0.088572 , 0.045784 , 0.053559 , 0.250503 , 0.024518 , 0.043983 , 0.023937 , 0.018812 , 0.015681 , 0.033173 , 0.015013 , 0.026371 , 0.009117 , 0.420493 , 0.076886 , 0.358345 , 0.931678 , 3.637356 , 0.069143 , 0.163122 , 0.029009 , 0.030595 , 0.02977 , 0.222321 , 0.553823 , 0.204912 , 0.291053 , 0.591359 , 0.079107 , 0.054258 , 0.0351 , 0.062613 , 0.024629 , 0.032099 , 0.020649 , 0.018579 , 0.021667 , 0.01001 , 0.016491 , 0.026481 , 0.019104 , 0.033654 , 0.058522 , 0.02047 , 0.031976 , 0.037214 , 0.115657 , 0.069723 , 0.54716 , 0.20163 , 0.150327 , 0.040486 , 0.07474 
 353 , 0.018124 , 0.02121 , 0.018972 , 0.013447 , 0.012842 , 0.02264 , 0.031744 , 0.050636 , 0.034022 , 0.035494 , 0.186395 , 0.025113 , 0.042226 , 0.02423 , 0.019471 , 0.016474 , 0.026448 , 0.015771 , 0.027283 , 0.011559 , 0.122927 , 0.081041 , 0.100117 , 0.257789 , 0.969854 , 0.073522 , 0.065555 , 0.032956 , 0.031279 , 0.026646 , 0.107128 , 0.152769 , 0.099606 , 0.08471 , 0.162426 , 0.074951 , 0.054878 , 0.034996 , 0.064617 , 0.024398 , 0.027555 , 0.021048 , 0.017114 , 0.020488 , 0.010409 , 0.016501 , 0.025446 , 0.019237 , 0.028739 , 0.051096 , 0.020326 , 0.033631 , 0.041286 , 0.081985 , 0.050437 , 0.151221 , 0.122144 , 0.099601 , 0.036293 , 0.066791 
 354 , 0.018809 , 0.021712 , 0.019115 , 0.013787 , 0.013158 , 0.020091 , 0.029711 , 0.036953 , 0.028141 , 0.027694 , 0.153173 , 0.025648 , 0.040786 , 0.024498 , 0.020066 , 0.017214 , 0.022706 , 0.016457 , 0.028104 , 0.014617 , 0.081116 , 0.084746 , 0.063658 , 0.162549 , 0.591502 , 0.077609 , 0.04443 , 0.036267 , 0.031915 , 0.024615 , 0.075757 , 0.096071 , 0.072434 , 0.055703 , 0.101761 , 0.071669 , 0.055434 , 0.034939 , 0.066413 , 0.024238 , 0.024838 , 0.021413 , 0.016136 , 0.019667 , 0.010768 , 0.016515 , 0.024709 , 0.019373 , 0.025753 , 0.046314 , 0.020325 , 0.03517 , 0.045339 , 0.066416 , 0.041347 , 0.095257 , 0.090802 , 0.079464 , 0.033765 , 0.061761 
 355 , 0.019438 , 0.022164 , 0.019241 , 0.014092 , 0.013439 , 0.018408 , 0.028233 , 0.029889 , 0.024624 , 0.023351 , 0.132852 , 0.026131 , 0.039581 , 0.024746 , 0.020606 , 0.017907 , 0.020331 , 0.017083 , 0.028849 , 0.018531 , 0.064622 , 0.088081 , 0.049167 , 0.124638 , 0.440072 , 0.081434 , 0.035239 , 0.039111 , 0.032506 , 0.023199 , 0.061185 , 0.073491 , 0.060112 , 0.044251 , 0.077586 , 0.069009 , 0.05594 , 0.034915 , 0.068036 , 0.024127 , 0.023047 , 0.021749 , 0.015446 , 0.01907 , 0.011094 , 0.016534 , 0.024169 , 0.019508 , 0.023759 , 0.042989 , 0.0204 , 0.036609 , 0.049364 , 0.05748 , 0.036086 , 0.072976 , 0.073995 , 0.068767 , 0.03211 , 0.058333 
 356 , 0.019098 , 0.022956 , 0.019068 , 0.015039 , 0.013453 , 0.018658 , 0.028461 , 0.029753 , 0.023527 , 0.022682 , 0.11372 , 0.026685 , 0.039979 , 0.02252 , 0.021 , 0.017889 , 0.019816 , 0.023492 , 0.027571 , 0.019183 , 0.053921 , 0.062931 , 0.047727 , 0.112443 , 0.186519 , 0.059738 , 0.030186 , 0.028153 , 0.029192 , 0.02307 , 0.053108 , 0.067502 , 0.043092 , 0.042537 , 0.067649 , 0.060094 , 0.053893 , 0.032154 , 0.063661 , 0.023739 , 0.02287 , 0.020567 , 0.015717 , 0.017598 , 0.011599 , 0.016422 , 0.024846 , 0.018725 , 0.023949 , 0.041666 , 0.019649 , 0.033066 , 0.04835 , 0.051628 , 0.038815 , 0.064571 , 0.05386 , 0.056453 , 0.033208 , 0.04999 
 357 , 0.018745 , 0.023745 , 0.018894 , 0.015988 , 0.013454 , 0.018932 , 0.028713 , 0.02987 , 0.022718 , 0.022241 , 0.100238 , 0.027191 , 0.040418 , 0.020806 , 0.021354 , 0.017845 , 0.019418 , 0.035203 , 0.026459 , 0.019581 , 0.046916 , 0.049065 , 0.047 , 0.104333 , 0.123889 , 0.047651 , 0.026878 , 0.022304 , 0.026648 , 0.023008 , 0.047355 , 0.063325 , 0.034532 , 0.041486 , 0.06114 , 0.053498 , 0.052015 , 0.029951 , 0.0599 , 0.023398 , 0.02277 , 0.019582 , 0.015999 , 0.016437 , 0.012071 , 0.016322 , 0.025557 , 0.018032 , 0.024203 , 0.04064 , 0.018999 , 0.03025 , 0.047236 , 0.047406 , 0.041981 , 0.05881 , 0.043734 , 0.048497 , 0.034341 , 0.044344 
 358 , 0.018423 , 0.02451 , 0.018732 , 0.016904 , 0.013452 , 0.019158 , 0.028924 , 0.029971 , 0.022057 , 0.021869 , 0.090354 , 0.027649 , 0.040823 , 0.019513 , 0.021678 , 0.017809 , 0.019057 , 0.061345 , 0.02555 , 0.019935 , 0.042007 , 0.040667 , 0.046449 , 0.098339 , 0.096403 , 0.040298 , 0.02454 , 0.018838 , 0.024737 , 0.022953 , 0.043028 , 0.060058 , 0.029518 , 0.04067 , 0.05647 , 0.048596 , 0.050383 , 0.028233 , 0.056828 , 0.023108 , 0.022677 , 0.018795 , 0.016251 , 0.015526 , 0.012502 , 0.016238 , 0.026241 , 0.017447 , 0.024428 , 0.039785 , 0.018461 , 0.028096 , 0.046258 , 0.044214 , 0.045228 , 0.05451 , 0.037786 , 0.043049 , 0.035388 , 0.040398 
 359 , 0.018381 , 0.024713 , 0.019306 , 0.017516 , 0.013622 , 0.015078 , 0.027701 , 0.028579 , 0.021223 , 0.021894 , 0.084441 , 0.027997 , 0.040848 , 0.019678 , 0.021505 , 0.018479 , 0.019382 , 0.046356 , 0.025134 , 0.019379 , 0.036509 , 0.03775 , 0.042424 , 0.077771 , 0.082712 , 0.037401 , 0.024562 , 0.017843 , 0.024084 , 0.022276 , 0.041179 , 0.054039 , 0.02784 , 0.035175 , 0.053311 , 0.04783 , 0.050454 , 0.028584 , 0.054574 , 0.022461 , 0.022529 , 0.018417 , 0.01585 , 0.015573 , 0.0123 , 0.015804 , 0.026586 , 0.017682 , 0.024436 , 0.039202 , 0.018342 , 0.028323 , 0.044198 , 0.040646 , 0.042139 , 0.051524 , 0.03503 , 0.040783 , 0.035087 , 0.038269 
 360 , 0.01852 , 0.024513 , 0.020406 , 0.017888 , 0.013903 , 0.011218 , 0.02582 , 0.026531 , 0.020373 , 0.022174 , 0.080778 , 0.028273 , 0.040622 , 0.020766 , 0.021027 , 0.019646 , 0.020167 , 0.026059 , 0.025013 , 0.018312 , 0.031723 , 0.03735 , 0.03729 , 0.059068 , 0.074334 , 0.036528 , 0.025983 , 0.017991 , 0.024126 , 0.021274 , 0.040726 , 0.047789 , 0.027667 , 0.029041 , 0.05104 , 0.049464 , 0.051622 , 0.030295 , 0.052902 , 0.021642 , 0.022348 , 0.01828 , 0.015111 , 0.016218 , 0.011751 , 0.0152 , 0.02668 , 0.018462 , 0.024313 , 0.038788 , 0.01847 , 0.030101 , 0.041768 , 0.037279 , 0.036482 , 0.049331 , 0.033645 , 0.04015 , 0.033975 , 0.037096 
 361 , 0.018642 , 0.024324 , 0.021477 , 0.01823 , 0.014162 , 0.009141 , 0.024319 , 0.024912 , 0.019695 , 0.022438 , 0.077714 , 0.028534 , 0.040417 , 0.021834 , 0.020608 , 0.020774 , 0.020906 , 0.018361 , 0.0249 , 0.0174 , 0.028402 , 0.03698 , 0.033487 , 0.048266 , 0.067983 , 0.035756 , 0.027367 , 0.018114 , 0.024159 , 0.020422 , 0.040351 , 0.043321 , 0.027516 , 0.025014 , 0.049179 , 0.051004 , 0.052703 , 0.031999 , 0.05149 , 0.020946 , 0.022184 , 0.018158 , 0.014507 , 0.016836 , 0.011309 , 0.014696 , 0.026765 , 0.019209 , 0.024211 , 0.038412 , 0.018572 , 0.0319 , 0.03982 , 0.034696 , 0.032562 , 0.047496 , 0.032447 , 0.039617 , 0.03303 , 0.036111 
 362 , 0.018734 , 0.02427 , 0.022247 , 0.018468 , 0.014433 , 0.00836 , 0.023013 , 0.023944 , 0.01944 , 0.022614 , 0.075468 , 0.028588 , 0.040575 , 0.022549 , 0.020364 , 0.0214 , 0.021383 , 0.015047 , 0.024861 , 0.016947 , 0.026863 , 0.037262 , 0.031175 , 0.041521 , 0.061557 , 0.035328 , 0.028307 , 0.018181 , 0.02394 , 0.019889 , 0.039693 , 0.040352 , 0.027351 , 0.02269 , 0.046751 , 0.051717 , 0.053276 , 0.033255 , 0.050542 , 0.020632 , 0.022108 , 0.018125 , 0.014185 , 0.017341 , 0.011179 , 0.014519 , 0.026666 , 0.019732 , 0.024265 , 0.037874 , 0.018629 , 0.033209 , 0.038233 , 0.032612 , 0.030375 , 0.046066 , 0.031498 , 0.039212 , 0.031627 , 0.035135 
 363 , 0.018719 , 0.024689 , 0.021856 , 0.018357 , 0.014795 , 0.010114 , 0.021629 , 0.024405 , 0.02038 , 0.022449 , 0.074816 , 0.027893 , 0.04212 , 0.021862 , 0.02063 , 0.020187 , 0.020925 , 0.015638 , 0.025047 , 0.017865 , 0.029316 , 0.040033 , 0.031656 , 0.037756 , 0.052218 , 0.035911 , 0.027526 , 0.017989 , 0.022784 , 0.020144 , 0.037784 , 0.039366 , 0.027014 , 0.022811 , 0.041745 , 0.049436 , 0.052047 , 0.032622 , 0.050716 , 0.021476 , 0.022286 , 0.018357 , 0.014601 , 0.017392 , 0.012004 , 0.015358 , 0.025855 , 0.019414 , 0.024848 , 0.036574 , 0.0185 , 0.03235 , 0.036885 , 0.030738 , 0.031308 , 0.045227 , 0.030953 , 0.038994 , 0.028442 , 0.033718 
 364 , 0.018697 , 0.02507 , 0.021503 , 0.018249 , 0.01513 , 0.012202 , 0.020563 , 0.024787 , 0.021228 , 0.02229 , 0.074198 , 0.027249 , 0.043606 , 0.021264 , 0.020867 , 0.019143 , 0.020521 , 0.016173 , 0.025203 , 0.018718 , 0.03174 , 0.042717 , 0.032067 , 0.034944 , 0.046001 , 0.036423 , 0.02687 , 0.017815 , 0.021846 , 0.020347 , 0.036203 , 0.038513 , 0.026707 , 0.022886 , 0.038062 , 0.047503 , 0.050943 , 0.03205 , 0.05086 , 0.022257 , 0.022429 , 0.018553 , 0.014976 , 0.017423 , 0.012786 , 0.016146 , 0.025149 , 0.019126 , 0.025377 , 0.035477 , 0.018374 , 0.0316 , 0.035726 , 0.029193 , 0.032142 , 0.044487 , 0.030475 , 0.038779 , 0.026159 , 0.032539 
 365 , 0.018668 , 0.025417 , 0.021181 , 0.018145 , 0.015439 , 0.014738 , 0.019711 , 0.025104 , 0.021996 , 0.022137 , 0.073611 , 0.026651 , 0.045039 , 0.020739 , 0.021079 , 0.018234 , 0.020162 , 0.016658 , 0.025336 , 0.019512 , 0.034135 , 0.045318 , 0.032418 , 0.032758 , 0.041555 , 0.036875 , 0.026307 , 0.017656 , 0.021066 , 0.020508 , 0.034868 , 0.037764 , 0.026425 , 0.022928 , 0.035233 , 0.045842 , 0.049945 , 0.03153 , 0.050978 , 0.022981 , 0.022543 , 0.018719 , 0.015313 , 0.017436 , 0.013526 , 0.016889 , 0.024527 , 0.018863 , 0.025857 , 0.034535 , 0.018253 , 0.030939 , 0.034717 , 0.027896 , 0.03289 , 0.043827 , 0.03005 , 0.038568 , 0.024435 , 0.031538 
 366 , 0.01916 , 0.025449 , 0.021366 , 0.018131 , 0.015396 , 0.01483 , 0.018722 , 0.023852 , 0.021033 , 0.021701 , 0.071662 , 0.025987 , 0.044156 , 0.020401 , 0.021018 , 0.018016 , 0.020064 , 0.016625 , 0.024711 , 0.019113 , 0.032431 , 0.04069 , 0.032276 , 0.032797 , 0.038719 , 0.03628 , 0.025194 , 0.017334 , 0.02158 , 0.020693 , 0.032623 , 0.036352 , 0.025498 , 0.023201 , 0.033413 , 0.046738 , 0.04939 , 0.029893 , 0.051561 , 0.022794 , 0.02248 , 0.018917 , 0.015259 , 0.017673 , 0.013095 , 0.016949 , 0.024899 , 0.019249 , 0.024993 , 0.034202 , 0.017492 , 0.030153 , 0.03329 , 0.028268 , 0.030806 , 0.042396 , 0.028204 , 0.037344 , 0.024588 , 0.029908 
