  time  ,47:18 PM,47:30 PM,47:41 PM,47:49 PM,47:58 PM,06:54 PM,07:14 PM,07:31 PM,07:43 PM,07:53 PM,09:57 PM,10:12 PM,10:21 PM,10:30 PM,10:42 PM,10:50 PM,10:56 PM,11:04 PM,11:15 PM,11:21 PM,12:38 PM,12:52 PM,13:04 PM,13:28 PM,13:36 PM,15:27 PM,15:37 PM,15:47 PM,15:59 PM,16:07 PM,17:00 PM,17:13 PM,17:30 PM,17:39 PM,17:54 PM,19:28 PM,19:36 PM,19:43 PM,19:49 PM,19:56 PM,20:09 PM,20:16 PM,20:22 PM,20:30 PM,20:41 PM,21:54 PM,22:03 PM,22:11 PM,22:22 PM,22:35 PM,23:09 PM,23:22 PM,23:30 PM,23:39 PM,23:52 PM,24:33 PM,24:54 PM,25:04 PM,25:13 PM,25:22 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 943 , 0.353887 , 0.336714 , 0.280192 , 0.295639 , 0.323985 , 0.362958 , 0.396096 , 0.393966 , 0.438653 , 0.322613 , 0.255061 , 0.285919 , 0.228449 , 0.255921 , 0.322551 , 0.342168 , 0.330312 , 0.295004 , 0.330066 , 0.308204 , 0.236462 , 0.340782 , 0.286561 , 0.323179 , 0.287018 , 0.33225 , 0.263511 , 0.45145 , 0.343273 , 0.316784 , 0.320142 , 0.280329 , 0.298294 , 0.358092 , 0.320647 , 0.236994 , 0.214641 , 0.214477 , 0.193168 , 0.228244 , 0.376466 , 0.301194 , 0.367524 , 0.343854 , 0.303085 , 0.36001 , 0.306573 , 0.333772 , 0.323091 , 0.321111 , 0.422415 , 0.343362 , 0.433636 , 0.425234 , 0.40387 , 0.272541 , 0.272882 , 0.260535 , 0.293024 , 0.345717 
 944 , 0.352538 , 0.335062 , 0.281527 , 0.295963 , 0.323584 , 0.3623 , 0.396036 , 0.393843 , 0.438612 , 0.32133 , 0.253995 , 0.285319 , 0.22815 , 0.255546 , 0.322525 , 0.342932 , 0.331598 , 0.294843 , 0.330239 , 0.306252 , 0.233991 , 0.340541 , 0.285264 , 0.323482 , 0.284164 , 0.333108 , 0.264181 , 0.450397 , 0.34272 , 0.316595 , 0.319834 , 0.280209 , 0.297541 , 0.35883 , 0.320578 , 0.236458 , 0.215128 , 0.213988 , 0.192727 , 0.227856 , 0.376155 , 0.300971 , 0.366919 , 0.34229 , 0.302617 , 0.359493 , 0.3055 , 0.333777 , 0.323209 , 0.321268 , 0.42087 , 0.343021 , 0.432375 , 0.424593 , 0.404064 , 0.27322 , 0.272584 , 0.260813 , 0.292738 , 0.345111 
 945 , 0.351107 , 0.333107 , 0.282848 , 0.296643 , 0.322892 , 0.361732 , 0.395294 , 0.394335 , 0.438303 , 0.320318 , 0.253175 , 0.284628 , 0.227371 , 0.254715 , 0.32281 , 0.343425 , 0.333155 , 0.294623 , 0.330903 , 0.304387 , 0.231492 , 0.340173 , 0.28384 , 0.323762 , 0.281821 , 0.333895 , 0.264965 , 0.450045 , 0.341214 , 0.316491 , 0.318812 , 0.279883 , 0.297081 , 0.359713 , 0.321277 , 0.236059 , 0.215424 , 0.213233 , 0.192269 , 0.227494 , 0.375514 , 0.300758 , 0.366148 , 0.340132 , 0.302196 , 0.359076 , 0.304298 , 0.333641 , 0.323118 , 0.321612 , 0.419893 , 0.342836 , 0.431258 , 0.423754 , 0.403571 , 0.273776 , 0.272071 , 0.261042 , 0.292535 , 0.344411 
 946 , 0.350334 , 0.332512 , 0.283035 , 0.297909 , 0.322343 , 0.362014 , 0.394778 , 0.395407 , 0.438285 , 0.31997 , 0.253759 , 0.284793 , 0.227171 , 0.254224 , 0.323383 , 0.343844 , 0.334249 , 0.294832 , 0.331822 , 0.303708 , 0.230987 , 0.341149 , 0.283815 , 0.325318 , 0.281442 , 0.335207 , 0.265706 , 0.450136 , 0.34063 , 0.316954 , 0.317987 , 0.280019 , 0.297423 , 0.36053 , 0.32222 , 0.236266 , 0.215682 , 0.213165 , 0.192246 , 0.227684 , 0.375684 , 0.301068 , 0.365543 , 0.338517 , 0.301971 , 0.358991 , 0.303592 , 0.333504 , 0.322788 , 0.321762 , 0.419731 , 0.342715 , 0.430468 , 0.423534 , 0.403558 , 0.274494 , 0.272408 , 0.261377 , 0.293081 , 0.34422 
 947 , 0.35055 , 0.334249 , 0.281389 , 0.299931 , 0.322151 , 0.363669 , 0.394745 , 0.396584 , 0.438231 , 0.320775 , 0.256601 , 0.286709 , 0.228019 , 0.254339 , 0.324535 , 0.344242 , 0.334446 , 0.29581 , 0.33275 , 0.305135 , 0.233972 , 0.344044 , 0.286035 , 0.328316 , 0.283957 , 0.337083 , 0.265783 , 0.450928 , 0.342151 , 0.317812 , 0.317437 , 0.280742 , 0.298344 , 0.36123 , 0.323091 , 0.237528 , 0.215955 , 0.214313 , 0.192774 , 0.228523 , 0.377041 , 0.30209 , 0.365277 , 0.337968 , 0.30192 , 0.359289 , 0.30412 , 0.333057 , 0.322069 , 0.321667 , 0.42082 , 0.342825 , 0.429921 , 0.423954 , 0.404308 , 0.275102 , 0.273801 , 0.261717 , 0.294345 , 0.344426 
 948 , 0.350538 , 0.336213 , 0.279837 , 0.301481 , 0.32223 , 0.365258 , 0.394965 , 0.395825 , 0.43701 , 0.321677 , 0.25932 , 0.289444 , 0.229081 , 0.254541 , 0.326013 , 0.344925 , 0.334397 , 0.296961 , 0.332745 , 0.30682 , 0.237383 , 0.346243 , 0.288099 , 0.329768 , 0.285525 , 0.33833 , 0.264578 , 0.4516 , 0.345041 , 0.317403 , 0.316748 , 0.281046 , 0.297514 , 0.362022 , 0.322872 , 0.238892 , 0.216457 , 0.215671 , 0.192928 , 0.228753 , 0.378039 , 0.30284 , 0.365142 , 0.337708 , 0.301481 , 0.359168 , 0.305605 , 0.331837 , 0.321384 , 0.321766 , 0.421606 , 0.343218 , 0.428584 , 0.423477 , 0.404974 , 0.274908 , 0.274389 , 0.261662 , 0.29436 , 0.34358 
 949 , 0.350392 , 0.338026 , 0.278363 , 0.302918 , 0.322404 , 0.366677 , 0.39498 , 0.394905 , 0.43567 , 0.322418 , 0.261975 , 0.29209 , 0.230088 , 0.254793 , 0.327322 , 0.345447 , 0.334196 , 0.298075 , 0.332691 , 0.308424 , 0.240608 , 0.347909 , 0.289819 , 0.330755 , 0.286919 , 0.339483 , 0.263411 , 0.452147 , 0.347766 , 0.316795 , 0.316057 , 0.281174 , 0.296632 , 0.362656 , 0.322534 , 0.240156 , 0.216915 , 0.21686 , 0.193078 , 0.228891 , 0.378866 , 0.303403 , 0.36505 , 0.337444 , 0.300996 , 0.358996 , 0.306946 , 0.330659 , 0.320756 , 0.321829 , 0.42225 , 0.343477 , 0.427366 , 0.422927 , 0.405459 , 0.274587 , 0.274779 , 0.261503 , 0.29419 , 0.342725 
 950 , 0.348604 , 0.338132 , 0.277742 , 0.303028 , 0.323624 , 0.366217 , 0.392674 , 0.391939 , 0.432994 , 0.321227 , 0.263764 , 0.29351 , 0.230498 , 0.255669 , 0.32664 , 0.344151 , 0.332229 , 0.29865 , 0.332134 , 0.308958 , 0.241453 , 0.343552 , 0.287505 , 0.32651 , 0.286286 , 0.339514 , 0.262607 , 0.451199 , 0.348345 , 0.313983 , 0.315297 , 0.279287 , 0.295069 , 0.361574 , 0.320859 , 0.240207 , 0.216895 , 0.216092 , 0.193107 , 0.227898 , 0.377778 , 0.301775 , 0.365366 , 0.337186 , 0.300039 , 0.358251 , 0.306562 , 0.329867 , 0.320778 , 0.321527 , 0.421297 , 0.342258 , 0.427377 , 0.421447 , 0.403854 , 0.272826 , 0.272853 , 0.260163 , 0.291903 , 0.341748 
 951 , 0.34741 , 0.337854 , 0.276858 , 0.304079 , 0.324735 , 0.365376 , 0.390707 , 0.390304 , 0.431355 , 0.318421 , 0.26481 , 0.293704 , 0.231138 , 0.256646 , 0.32556 , 0.342195 , 0.330741 , 0.29838 , 0.331833 , 0.309178 , 0.2418 , 0.340857 , 0.285847 , 0.324291 , 0.28668 , 0.339854 , 0.261998 , 0.449628 , 0.34797 , 0.31212 , 0.315165 , 0.278086 , 0.29552 , 0.360256 , 0.318892 , 0.240148 , 0.216831 , 0.214927 , 0.193418 , 0.227732 , 0.377287 , 0.300878 , 0.365437 , 0.337704 , 0.299069 , 0.357758 , 0.306243 , 0.330011 , 0.320912 , 0.320373 , 0.420352 , 0.341212 , 0.428618 , 0.420768 , 0.402993 , 0.271622 , 0.271745 , 0.259684 , 0.291349 , 0.342018 
 952 , 0.346235 , 0.337578 , 0.275985 , 0.305126 , 0.325828 , 0.364549 , 0.388769 , 0.388714 , 0.429742 , 0.315658 , 0.265836 , 0.293881 , 0.231775 , 0.257617 , 0.324479 , 0.340268 , 0.329263 , 0.298104 , 0.331542 , 0.309396 , 0.242143 , 0.338194 , 0.284218 , 0.322105 , 0.287079 , 0.340193 , 0.261401 , 0.448069 , 0.347597 , 0.310286 , 0.315035 , 0.276895 , 0.295982 , 0.358951 , 0.316958 , 0.240083 , 0.216767 , 0.213776 , 0.193738 , 0.227573 , 0.376799 , 0.299993 , 0.365514 , 0.338228 , 0.298104 , 0.357274 , 0.305919 , 0.33016 , 0.321044 , 0.319223 , 0.419408 , 0.340179 , 0.429852 , 0.420113 , 0.402155 , 0.270442 , 0.270661 , 0.259218 , 0.290815 , 0.342294 
 953 , 0.347443 , 0.337808 , 0.276504 , 0.305661 , 0.326603 , 0.364438 , 0.389136 , 0.389102 , 0.430079 , 0.313991 , 0.265394 , 0.293185 , 0.23154 , 0.257166 , 0.324111 , 0.339092 , 0.329997 , 0.29705 , 0.331499 , 0.310358 , 0.243435 , 0.338464 , 0.283619 , 0.323121 , 0.287859 , 0.340348 , 0.260806 , 0.448569 , 0.349047 , 0.310386 , 0.316695 , 0.277931 , 0.298279 , 0.359017 , 0.317706 , 0.241086 , 0.217603 , 0.213807 , 0.194653 , 0.227893 , 0.377385 , 0.300826 , 0.366275 , 0.338744 , 0.298122 , 0.356996 , 0.306808 , 0.330591 , 0.322144 , 0.319283 , 0.419099 , 0.340423 , 0.43072 , 0.420772 , 0.402745 , 0.270516 , 0.271547 , 0.260512 , 0.290973 , 0.34396 
 954 , 0.349436 , 0.33865 , 0.277687 , 0.305732 , 0.327871 , 0.364036 , 0.390338 , 0.390652 , 0.430604 , 0.314167 , 0.265117 , 0.292581 , 0.231549 , 0.256518 , 0.323955 , 0.3385 , 0.330913 , 0.296094 , 0.33217 , 0.311535 , 0.244646 , 0.33958 , 0.283012 , 0.323927 , 0.288261 , 0.339915 , 0.261242 , 0.4491 , 0.351213 , 0.311795 , 0.318883 , 0.27956 , 0.300845 , 0.359703 , 0.319689 , 0.242089 , 0.218829 , 0.21496 , 0.195815 , 0.228296 , 0.37785 , 0.302116 , 0.36759 , 0.339231 , 0.298712 , 0.357461 , 0.307502 , 0.331043 , 0.32379 , 0.320475 , 0.419121 , 0.341576 , 0.431554 , 0.421869 , 0.403106 , 0.271009 , 0.272964 , 0.262397 , 0.291973 , 0.346381 
 955 , 0.351452 , 0.33968 , 0.278972 , 0.305675 , 0.32939 , 0.363436 , 0.391607 , 0.39245 , 0.430966 , 0.315013 , 0.265096 , 0.292142 , 0.231762 , 0.255977 , 0.323816 , 0.338076 , 0.331625 , 0.295296 , 0.333119 , 0.312696 , 0.24568 , 0.340681 , 0.282276 , 0.324234 , 0.28844 , 0.339262 , 0.26212 , 0.449395 , 0.35344 , 0.313525 , 0.321053 , 0.281152 , 0.303269 , 0.360488 , 0.321862 , 0.242944 , 0.220094 , 0.216446 , 0.196989 , 0.228664 , 0.378135 , 0.303372 , 0.369051 , 0.339708 , 0.29943 , 0.358219 , 0.307952 , 0.331467 , 0.325537 , 0.322006 , 0.419208 , 0.342958 , 0.432406 , 0.422993 , 0.403193 , 0.271526 , 0.274351 , 0.2643 , 0.293239 , 0.348929 
 956 , 0.353157 , 0.340817 , 0.280262 , 0.305866 , 0.330539 , 0.36323 , 0.393648 , 0.39473 , 0.432181 , 0.316815 , 0.265751 , 0.292492 , 0.233046 , 0.255918 , 0.324245 , 0.338509 , 0.332271 , 0.295238 , 0.334127 , 0.31422 , 0.245379 , 0.342659 , 0.283631 , 0.32569 , 0.289801 , 0.338783 , 0.264012 , 0.44954 , 0.355047 , 0.315686 , 0.323129 , 0.28359 , 0.305955 , 0.362217 , 0.323828 , 0.24418 , 0.221343 , 0.21848 , 0.198266 , 0.229437 , 0.378336 , 0.304613 , 0.369804 , 0.340399 , 0.300367 , 0.359423 , 0.308605 , 0.331922 , 0.326978 , 0.323814 , 0.419006 , 0.344768 , 0.433119 , 0.424018 , 0.40405 , 0.273359 , 0.275913 , 0.26634 , 0.29519 , 0.351075 
 957 , 0.354302 , 0.341913 , 0.281533 , 0.306318 , 0.330897 , 0.363788 , 0.39575 , 0.397143 , 0.433879 , 0.319287 , 0.266679 , 0.293294 , 0.235106 , 0.256517 , 0.325317 , 0.339789 , 0.332973 , 0.296087 , 0.334701 , 0.315852 , 0.2435 , 0.345068 , 0.287113 , 0.328384 , 0.291839 , 0.338908 , 0.266358 , 0.449772 , 0.3559 , 0.317702 , 0.324901 , 0.286382 , 0.308312 , 0.3643 , 0.325304 , 0.245671 , 0.222472 , 0.220641 , 0.199634 , 0.230674 , 0.378198 , 0.305744 , 0.369381 , 0.341059 , 0.301346 , 0.360967 , 0.309568 , 0.332406 , 0.327762 , 0.325563 , 0.41865 , 0.346543 , 0.4339 , 0.425322 , 0.406227 , 0.276548 , 0.277729 , 0.268065 , 0.297378 , 0.352533 
 958 , 0.355048 , 0.342768 , 0.282726 , 0.306792 , 0.33055 , 0.364953 , 0.396667 , 0.398918 , 0.434983 , 0.321213 , 0.26693 , 0.293541 , 0.236639 , 0.257381 , 0.326473 , 0.341031 , 0.333875 , 0.297181 , 0.33447 , 0.317074 , 0.241284 , 0.346702 , 0.290579 , 0.331166 , 0.293008 , 0.339704 , 0.267751 , 0.450389 , 0.356518 , 0.318736 , 0.326309 , 0.288329 , 0.309679 , 0.365364 , 0.326289 , 0.2469 , 0.223388 , 0.222095 , 0.20095 , 0.231967 , 0.377643 , 0.30671 , 0.368203 , 0.341297 , 0.301976 , 0.362285 , 0.310705 , 0.332849 , 0.327965 , 0.32674 , 0.418497 , 0.347523 , 0.435017 , 0.427178 , 0.409255 , 0.27973 , 0.279634 , 0.269024 , 0.298782 , 0.353481 
 959 , 0.355697 , 0.3434 , 0.283988 , 0.307275 , 0.330289 , 0.366194 , 0.397296 , 0.40028 , 0.435919 , 0.323028 , 0.267339 , 0.293788 , 0.238016 , 0.258313 , 0.327688 , 0.342305 , 0.335058 , 0.298215 , 0.334394 , 0.317821 , 0.239796 , 0.348402 , 0.293398 , 0.333566 , 0.293808 , 0.340587 , 0.268694 , 0.450823 , 0.357442 , 0.319641 , 0.327531 , 0.290044 , 0.310943 , 0.36614 , 0.327127 , 0.24774 , 0.22433 , 0.22327 , 0.202227 , 0.233288 , 0.377266 , 0.307617 , 0.367152 , 0.341539 , 0.302382 , 0.363546 , 0.31171 , 0.333224 , 0.328331 , 0.327907 , 0.418517 , 0.348368 , 0.436144 , 0.42887 , 0.412022 , 0.28251 , 0.281299 , 0.26985 , 0.30022 , 0.354438 
 960 , 0.356061 , 0.343217 , 0.285615 , 0.307827 , 0.330373 , 0.367733 , 0.396916 , 0.400104 , 0.436319 , 0.324575 , 0.268512 , 0.294064 , 0.238955 , 0.259614 , 0.329195 , 0.343871 , 0.337507 , 0.299126 , 0.335048 , 0.316787 , 0.241033 , 0.350583 , 0.293859 , 0.334693 , 0.293341 , 0.341848 , 0.26794 , 0.450566 , 0.359706 , 0.320119 , 0.328111 , 0.291086 , 0.312031 , 0.365934 , 0.327464 , 0.247206 , 0.225464 , 0.22346 , 0.203469 , 0.234819 , 0.377701 , 0.308372 , 0.366615 , 0.341889 , 0.301974 , 0.364639 , 0.312358 , 0.333392 , 0.329433 , 0.329167 , 0.419251 , 0.348804 , 0.437341 , 0.430023 , 0.414052 , 0.283911 , 0.282085 , 0.270223 , 0.301906 , 0.355495 
 961 , 0.356688 , 0.343119 , 0.287149 , 0.308025 , 0.330924 , 0.367905 , 0.397305 , 0.40008 , 0.437081 , 0.325367 , 0.270696 , 0.294614 , 0.240093 , 0.260299 , 0.329667 , 0.345553 , 0.339818 , 0.299658 , 0.336427 , 0.316529 , 0.243053 , 0.353092 , 0.293712 , 0.335156 , 0.293992 , 0.342135 , 0.267278 , 0.45026 , 0.361869 , 0.320644 , 0.327999 , 0.292734 , 0.313945 , 0.36647 , 0.3275 , 0.247776 , 0.226839 , 0.223216 , 0.204493 , 0.236163 , 0.379833 , 0.309126 , 0.367556 , 0.343078 , 0.30214 , 0.364802 , 0.313084 , 0.333953 , 0.331054 , 0.330378 , 0.420143 , 0.349346 , 0.436842 , 0.43017 , 0.415952 , 0.284456 , 0.281428 , 0.270915 , 0.30296 , 0.356394 
 962 , 0.357278 , 0.343023 , 0.28861 , 0.308219 , 0.331449 , 0.368076 , 0.397676 , 0.400055 , 0.437807 , 0.326129 , 0.272778 , 0.29513 , 0.241177 , 0.260951 , 0.330119 , 0.347151 , 0.342022 , 0.300163 , 0.337743 , 0.316283 , 0.244982 , 0.355488 , 0.293567 , 0.335597 , 0.294609 , 0.342413 , 0.266649 , 0.44997 , 0.363928 , 0.321144 , 0.327898 , 0.294308 , 0.315768 , 0.366979 , 0.327541 , 0.248307 , 0.228156 , 0.222993 , 0.205468 , 0.23744 , 0.381872 , 0.309838 , 0.368447 , 0.344216 , 0.302295 , 0.364957 , 0.313773 , 0.334487 , 0.332601 , 0.331531 , 0.420995 , 0.349859 , 0.436367 , 0.43032 , 0.417765 , 0.284969 , 0.280807 , 0.271572 , 0.303962 , 0.357243 
 963 , 0.358048 , 0.345022 , 0.289837 , 0.309564 , 0.332428 , 0.368881 , 0.399708 , 0.40164 , 0.439545 , 0.328495 , 0.276928 , 0.297209 , 0.243004 , 0.262463 , 0.330599 , 0.348572 , 0.344234 , 0.302081 , 0.340007 , 0.318416 , 0.247834 , 0.358281 , 0.297299 , 0.337787 , 0.29871 , 0.343857 , 0.269281 , 0.451974 , 0.366955 , 0.321643 , 0.328372 , 0.297367 , 0.31891 , 0.369031 , 0.330352 , 0.250973 , 0.230239 , 0.223579 , 0.207538 , 0.2394 , 0.384832 , 0.312017 , 0.370381 , 0.346489 , 0.303801 , 0.366236 , 0.315614 , 0.336636 , 0.334121 , 0.333278 , 0.423497 , 0.351641 , 0.437188 , 0.431192 , 0.421552 , 0.286925 , 0.283184 , 0.273961 , 0.305706 , 0.359117 
 964 , 0.358873 , 0.347091 , 0.291457 , 0.31108 , 0.333298 , 0.36955 , 0.401943 , 0.402739 , 0.441779 , 0.330483 , 0.280272 , 0.300087 , 0.24435 , 0.26422 , 0.332199 , 0.349364 , 0.345759 , 0.30385 , 0.34155 , 0.320527 , 0.250392 , 0.359649 , 0.301206 , 0.339614 , 0.302154 , 0.345224 , 0.272459 , 0.453121 , 0.369611 , 0.322079 , 0.329981 , 0.300094 , 0.321681 , 0.370792 , 0.333909 , 0.253063 , 0.231991 , 0.224968 , 0.209973 , 0.241391 , 0.387181 , 0.314066 , 0.371321 , 0.348018 , 0.305257 , 0.368176 , 0.317918 , 0.338935 , 0.33522 , 0.334293 , 0.425143 , 0.353415 , 0.439039 , 0.431912 , 0.423948 , 0.289624 , 0.285999 , 0.276599 , 0.308175 , 0.360445 
 965 , 0.359679 , 0.349042 , 0.293129 , 0.312552 , 0.334088 , 0.370138 , 0.404102 , 0.403613 , 0.444028 , 0.332236 , 0.283208 , 0.30303 , 0.245505 , 0.265947 , 0.334033 , 0.349965 , 0.347039 , 0.305474 , 0.342811 , 0.32248 , 0.252742 , 0.360588 , 0.304889 , 0.341221 , 0.305171 , 0.346481 , 0.275565 , 0.453935 , 0.372038 , 0.322487 , 0.331816 , 0.302589 , 0.324201 , 0.372362 , 0.337448 , 0.254848 , 0.233574 , 0.226496 , 0.212375 , 0.243295 , 0.389257 , 0.315967 , 0.371942 , 0.349269 , 0.30661 , 0.370186 , 0.320215 , 0.341145 , 0.336167 , 0.335059 , 0.426443 , 0.35508 , 0.441053 , 0.432543 , 0.425817 , 0.292385 , 0.28873 , 0.279152 , 0.310727 , 0.361545 
 966 , 0.359953 , 0.350093 , 0.294303 , 0.313844 , 0.335354 , 0.370396 , 0.405667 , 0.403988 , 0.445296 , 0.332523 , 0.285303 , 0.305406 , 0.246452 , 0.267477 , 0.335271 , 0.350468 , 0.347338 , 0.306738 , 0.343973 , 0.323759 , 0.254328 , 0.360113 , 0.306086 , 0.340926 , 0.306558 , 0.347442 , 0.277469 , 0.453956 , 0.37322 , 0.323017 , 0.333141 , 0.303525 , 0.3253 , 0.373297 , 0.339629 , 0.25582 , 0.234607 , 0.227342 , 0.214082 , 0.244239 , 0.390235 , 0.316834 , 0.37193 , 0.349788 , 0.307474 , 0.371104 , 0.321927 , 0.34203 , 0.336874 , 0.335105 , 0.426561 , 0.356359 , 0.442326 , 0.432819 , 0.426547 , 0.294491 , 0.2898 , 0.280529 , 0.312518 , 0.361952 
 967 , 0.359753 , 0.350286 , 0.294774 , 0.315126 , 0.336623 , 0.37061 , 0.406146 , 0.404087 , 0.44583 , 0.331798 , 0.28685 , 0.307069 , 0.247194 , 0.26867 , 0.335876 , 0.350754 , 0.347423 , 0.307704 , 0.345119 , 0.324579 , 0.255474 , 0.359153 , 0.306259 , 0.340323 , 0.307341 , 0.348101 , 0.278318 , 0.453901 , 0.373688 , 0.32386 , 0.333753 , 0.303201 , 0.32571 , 0.373814 , 0.340847 , 0.25648 , 0.235206 , 0.227562 , 0.215225 , 0.244485 , 0.390528 , 0.317081 , 0.371559 , 0.350041 , 0.307537 , 0.371329 , 0.322666 , 0.34188 , 0.33753 , 0.335499 , 0.425891 , 0.357533 , 0.442409 , 0.43297 , 0.426833 , 0.296038 , 0.290159 , 0.280825 , 0.313332 , 0.36205 
 968 , 0.359409 , 0.350159 , 0.294806 , 0.316491 , 0.337514 , 0.370978 , 0.405813 , 0.40422 , 0.446222 , 0.330988 , 0.288315 , 0.308282 , 0.247822 , 0.269578 , 0.336193 , 0.350865 , 0.347951 , 0.308541 , 0.346268 , 0.325322 , 0.256625 , 0.358626 , 0.307018 , 0.340699 , 0.308541 , 0.348594 , 0.278786 , 0.454284 , 0.374206 , 0.324931 , 0.333916 , 0.302561 , 0.326321 , 0.37429 , 0.341894 , 0.257365 , 0.23568 , 0.227561 , 0.216208 , 0.244622 , 0.39082 , 0.317365 , 0.371237 , 0.35048 , 0.307046 , 0.371544 , 0.322751 , 0.34151 , 0.338275 , 0.336759 , 0.425179 , 0.358829 , 0.441695 , 0.433213 , 0.427387 , 0.29737 , 0.290837 , 0.280728 , 0.313585 , 0.362259 
 969 , 0.359418 , 0.350068 , 0.295048 , 0.317392 , 0.338065 , 0.371134 , 0.405235 , 0.40426 , 0.446532 , 0.330336 , 0.289391 , 0.308842 , 0.248003 , 0.270143 , 0.336331 , 0.350531 , 0.348622 , 0.3088 , 0.346797 , 0.325787 , 0.257269 , 0.358155 , 0.307234 , 0.341315 , 0.309235 , 0.349008 , 0.278665 , 0.454485 , 0.37451 , 0.325893 , 0.333902 , 0.301921 , 0.32677 , 0.374812 , 0.342592 , 0.25816 , 0.235824 , 0.227541 , 0.217004 , 0.244718 , 0.391056 , 0.317652 , 0.371071 , 0.35077 , 0.306561 , 0.371703 , 0.322664 , 0.341308 , 0.339103 , 0.33784 , 0.424602 , 0.359748 , 0.440874 , 0.433335 , 0.427284 , 0.298207 , 0.291188 , 0.280574 , 0.313735 , 0.362437 
 970 , 0.360325 , 0.350282 , 0.29586 , 0.31731 , 0.338072 , 0.370915 , 0.404433 , 0.404199 , 0.446844 , 0.330337 , 0.289773 , 0.307999 , 0.247348 , 0.270006 , 0.336012 , 0.349394 , 0.349635 , 0.307857 , 0.346162 , 0.325628 , 0.256787 , 0.35791 , 0.30601 , 0.342369 , 0.308801 , 0.349472 , 0.277357 , 0.454409 , 0.374332 , 0.32658 , 0.333597 , 0.301457 , 0.326906 , 0.375681 , 0.342611 , 0.258847 , 0.235351 , 0.227474 , 0.217417 , 0.244812 , 0.391123 , 0.318042 , 0.371519 , 0.350814 , 0.306244 , 0.372428 , 0.322424 , 0.341545 , 0.340224 , 0.338406 , 0.424563 , 0.360005 , 0.440068 , 0.433413 , 0.425813 , 0.297969 , 0.29081 , 0.280461 , 0.313901 , 0.362697 
 971 , 0.361801 , 0.351513 , 0.29703 , 0.317308 , 0.339022 , 0.371209 , 0.40525 , 0.404675 , 0.447896 , 0.331995 , 0.290613 , 0.30751 , 0.247513 , 0.270065 , 0.335448 , 0.349239 , 0.350461 , 0.307389 , 0.346596 , 0.325394 , 0.256281 , 0.358291 , 0.303709 , 0.342887 , 0.308277 , 0.350866 , 0.276829 , 0.45493 , 0.374136 , 0.3269 , 0.333735 , 0.302081 , 0.327163 , 0.377575 , 0.343008 , 0.259698 , 0.235476 , 0.227348 , 0.217898 , 0.245289 , 0.391018 , 0.31875 , 0.373092 , 0.351193 , 0.30692 , 0.376481 , 0.323277 , 0.342106 , 0.341615 , 0.338127 , 0.425884 , 0.360998 , 0.440798 , 0.434609 , 0.424975 , 0.297712 , 0.290358 , 0.281163 , 0.315113 , 0.363677 
 972 , 0.363284 , 0.352736 , 0.298188 , 0.317309 , 0.339962 , 0.371508 , 0.406061 , 0.405144 , 0.448952 , 0.33365 , 0.291442 , 0.30703 , 0.247684 , 0.270139 , 0.334887 , 0.349089 , 0.351272 , 0.306945 , 0.347035 , 0.32517 , 0.255773 , 0.358678 , 0.301465 , 0.343403 , 0.307762 , 0.352245 , 0.276316 , 0.455456 , 0.373961 , 0.327217 , 0.333892 , 0.302716 , 0.327431 , 0.379455 , 0.343417 , 0.26055 , 0.235614 , 0.227234 , 0.218377 , 0.245772 , 0.390921 , 0.319448 , 0.374657 , 0.351591 , 0.307599 , 0.380621 , 0.32414 , 0.342656 , 0.342998 , 0.337866 , 0.427201 , 0.362005 , 0.441538 , 0.435816 , 0.424152 , 0.297463 , 0.289907 , 0.281874 , 0.316321 , 0.364663 
 973 , 0.364239 , 0.35296 , 0.298688 , 0.317858 , 0.340301 , 0.372044 , 0.406968 , 0.405839 , 0.450204 , 0.335055 , 0.291854 , 0.307937 , 0.24879 , 0.27114 , 0.335141 , 0.349601 , 0.350465 , 0.30828 , 0.347621 , 0.325656 , 0.255094 , 0.360529 , 0.302276 , 0.344204 , 0.308501 , 0.352231 , 0.277337 , 0.456173 , 0.374846 , 0.327686 , 0.334933 , 0.303591 , 0.328451 , 0.380457 , 0.344476 , 0.261612 , 0.236338 , 0.227418 , 0.218741 , 0.246974 , 0.391479 , 0.319409 , 0.37559 , 0.352924 , 0.308659 , 0.385368 , 0.325148 , 0.343396 , 0.343275 , 0.338014 , 0.428068 , 0.363203 , 0.442742 , 0.43751 , 0.424615 , 0.29793 , 0.289024 , 0.282648 , 0.317307 , 0.365954 
