JUL26MNAT00005.spu,JUL26MNAT00004.spu,JUL26MNAT00003.spu,
Wavelength,JUL26MNAT00006.spu,JUL26MNAT00007.spu,JUL26MNAT00008.spu,JUL26MNAT00009.spu,JUL26MNAT00010.spu,JUL26MNAT00011.spu,JUL26MNAT00012.spu,JUL26MNAT00013.spu,JUL26MNAT00014.spu,JUL26MNAT00015.spu,JUL26MNAT00016.spu,JUL26MNAT00017.spu,JUL26MNAT00018.spu,JUL26MNAT00019.spu,JUL26MNAT00020.spu,JUL26MNAT00021.spu,JUL26MNAT00022.spu,JUL26MNAT00023.spu,JUL26MNAT00024.spu,JUL26MNAT00025.spu,JUL26MNAT00026.spu,JUL26MNAT00027.spu,JUL26MNAT00028.spu,JUL26MNAT00029.spu,JUL26MNAT00030.spu
  (nm),7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 
  time  ,28:42 PM,29:27 PM,29:38 PM,29:45 PM,29:51 PM,30:54 PM,31:00 PM,31:08 PM,31:14 PM,31:20 PM,32:09 PM,32:14 PM,32:22 PM,32:30 PM,32:38 PM,32:55 PM,33:02 PM,33:07 PM,33:14 PM,33:20 PM,34:06 PM,34:16 PM,34:25 PM,34:39 PM,34:48 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 787 , 0.4072 , 0.434241 , 0.342584 , 0.36262 , 0.34701 , 0.348005 , 0.335846 , 0.349357 , 0.35523 , 0.372672 , 0.38632 , 0.298389 , 0.396091 , 0.356891 , 0.344574 , 0.361989 , 0.339689 , 0.378889 , 0.372741 , 0.372597 , 0.430405 , 0.487816 , 0.473812 , 0.506932 , 0.467993 
 788 , 0.407798 , 0.434996 , 0.343141 , 0.363171 , 0.347651 , 0.348454 , 0.336441 , 0.350026 , 0.355929 , 0.373413 , 0.387136 , 0.299138 , 0.396883 , 0.357549 , 0.345179 , 0.362691 , 0.340285 , 0.379722 , 0.373455 , 0.373516 , 0.43144 , 0.488649 , 0.474536 , 0.507884 , 0.468694 
 789 , 0.408484 , 0.435708 , 0.343634 , 0.363707 , 0.348271 , 0.348937 , 0.336991 , 0.350662 , 0.356652 , 0.374101 , 0.387888 , 0.299867 , 0.397664 , 0.358266 , 0.345764 , 0.363384 , 0.340859 , 0.380565 , 0.374238 , 0.374403 , 0.432424 , 0.489422 , 0.475222 , 0.508726 , 0.469411 
 790 , 0.409186 , 0.436445 , 0.34415 , 0.364259 , 0.3489 , 0.349423 , 0.33755 , 0.35132 , 0.357391 , 0.374812 , 0.388665 , 0.300611 , 0.398468 , 0.359006 , 0.346364 , 0.364101 , 0.341448 , 0.381425 , 0.375046 , 0.375314 , 0.433434 , 0.49022 , 0.475921 , 0.509594 , 0.470139 
 791 , 0.40986 , 0.437101 , 0.344526 , 0.364827 , 0.349447 , 0.349907 , 0.338142 , 0.351818 , 0.35814 , 0.375478 , 0.389408 , 0.30128 , 0.399139 , 0.359762 , 0.347 , 0.364785 , 0.341956 , 0.38222 , 0.375843 , 0.376173 , 0.434263 , 0.490937 , 0.476547 , 0.510351 , 0.470932 
 792 , 0.410496 , 0.437852 , 0.344916 , 0.3654 , 0.350047 , 0.350384 , 0.338773 , 0.352365 , 0.358852 , 0.376158 , 0.390232 , 0.301967 , 0.399786 , 0.360537 , 0.347709 , 0.36551 , 0.342515 , 0.38303 , 0.37655 , 0.377025 , 0.435093 , 0.491648 , 0.477162 , 0.511142 , 0.47179 
 793 , 0.411148 , 0.438627 , 0.34532 , 0.365989 , 0.350663 , 0.350876 , 0.339413 , 0.352921 , 0.359579 , 0.376854 , 0.391071 , 0.302674 , 0.400449 , 0.361335 , 0.348425 , 0.366251 , 0.343083 , 0.383863 , 0.377281 , 0.377893 , 0.435941 , 0.492378 , 0.477789 , 0.511952 , 0.472666 
 794 , 0.411833 , 0.439475 , 0.345734 , 0.366557 , 0.351272 , 0.351416 , 0.340003 , 0.35351 , 0.360323 , 0.37753 , 0.391919 , 0.30335 , 0.401163 , 0.362135 , 0.34915 , 0.366998 , 0.343695 , 0.38479 , 0.378012 , 0.378804 , 0.436906 , 0.493121 , 0.478401 , 0.51278 , 0.473586 
 795 , 0.412574 , 0.440297 , 0.346177 , 0.3671 , 0.351818 , 0.351922 , 0.340543 , 0.354156 , 0.361121 , 0.378169 , 0.392768 , 0.304021 , 0.40194 , 0.362852 , 0.349805 , 0.3677 , 0.34426 , 0.385831 , 0.378776 , 0.379796 , 0.437876 , 0.493943 , 0.478999 , 0.513549 , 0.474475 
 796 , 0.413334 , 0.441106 , 0.346644 , 0.367661 , 0.352376 , 0.352411 , 0.341091 , 0.354821 , 0.361956 , 0.378815 , 0.393637 , 0.3047 , 0.402747 , 0.363551 , 0.350456 , 0.368407 , 0.344807 , 0.386896 , 0.379568 , 0.380818 , 0.438848 , 0.494805 , 0.47961 , 0.514309 , 0.475363 
 797 , 0.414078 , 0.441919 , 0.347128 , 0.368218 , 0.352938 , 0.352917 , 0.341677 , 0.35549 , 0.362781 , 0.379465 , 0.39453 , 0.305383 , 0.403564 , 0.364282 , 0.351126 , 0.369131 , 0.34535 , 0.387987 , 0.380392 , 0.381831 , 0.43981 , 0.495693 , 0.480254 , 0.515095 , 0.476221 
 798 , 0.414713 , 0.442756 , 0.347663 , 0.368805 , 0.353505 , 0.353512 , 0.342376 , 0.356117 , 0.363594 , 0.380155 , 0.395476 , 0.306038 , 0.404339 , 0.365119 , 0.351835 , 0.369907 , 0.345917 , 0.389094 , 0.38132 , 0.382747 , 0.440781 , 0.49657 , 0.480951 , 0.515986 , 0.476939 
 799 , 0.415366 , 0.443672 , 0.348197 , 0.369455 , 0.354086 , 0.354232 , 0.343128 , 0.356739 , 0.364462 , 0.38092 , 0.396442 , 0.306717 , 0.405115 , 0.366059 , 0.352579 , 0.370746 , 0.346572 , 0.390212 , 0.382323 , 0.383636 , 0.441853 , 0.497444 , 0.481645 , 0.51698 , 0.477694 
 800 , 0.416031 , 0.444617 , 0.348747 , 0.370122 , 0.35467 , 0.354969 , 0.343896 , 0.357378 , 0.36534 , 0.381697 , 0.397434 , 0.307404 , 0.405918 , 0.367024 , 0.353341 , 0.371597 , 0.347244 , 0.391357 , 0.383353 , 0.38455 , 0.442946 , 0.498342 , 0.482355 , 0.517991 , 0.478471 
 801 , 0.416727 , 0.445347 , 0.34913 , 0.370696 , 0.355115 , 0.355541 , 0.344514 , 0.357972 , 0.366122 , 0.382373 , 0.398275 , 0.307974 , 0.406642 , 0.367749 , 0.353949 , 0.372344 , 0.347796 , 0.39236 , 0.384182 , 0.385299 , 0.44388 , 0.499025 , 0.482815 , 0.518768 , 0.47919 
 802 , 0.417399 , 0.446024 , 0.349483 , 0.371146 , 0.355556 , 0.35592 , 0.345071 , 0.358483 , 0.36679 , 0.382906 , 0.399126 , 0.308532 , 0.407307 , 0.368366 , 0.354533 , 0.373016 , 0.348188 , 0.393257 , 0.384902 , 0.385973 , 0.444714 , 0.499561 , 0.483207 , 0.519389 , 0.479894 
 803 , 0.418092 , 0.446716 , 0.349851 , 0.371606 , 0.356012 , 0.356307 , 0.345644 , 0.359011 , 0.367482 , 0.383455 , 0.399998 , 0.309103 , 0.407998 , 0.368992 , 0.35512 , 0.373706 , 0.348594 , 0.394175 , 0.385647 , 0.386673 , 0.445564 , 0.500108 , 0.483608 , 0.520022 , 0.480622 
 804 , 0.418706 , 0.447478 , 0.350217 , 0.372022 , 0.356498 , 0.356604 , 0.346147 , 0.359536 , 0.368136 , 0.38397 , 0.400801 , 0.309694 , 0.408587 , 0.369605 , 0.355657 , 0.374403 , 0.348917 , 0.395014 , 0.386365 , 0.38734 , 0.446298 , 0.500506 , 0.483909 , 0.520594 , 0.481188 
 805 , 0.419347 , 0.44826 , 0.350616 , 0.372504 , 0.357001 , 0.357023 , 0.346692 , 0.360194 , 0.368872 , 0.384644 , 0.401566 , 0.310393 , 0.409279 , 0.370241 , 0.356228 , 0.375236 , 0.349346 , 0.396039 , 0.387177 , 0.388227 , 0.447146 , 0.501026 , 0.484381 , 0.521368 , 0.481891 
 806 , 0.420034 , 0.449072 , 0.351042 , 0.373026 , 0.357528 , 0.357499 , 0.347269 , 0.360917 , 0.369666 , 0.385385 , 0.402364 , 0.311133 , 0.410038 , 0.370912 , 0.356837 , 0.37613 , 0.349818 , 0.397167 , 0.388033 , 0.389194 , 0.448061 , 0.501611 , 0.484924 , 0.522221 , 0.482675 
 807 , 0.420654 , 0.449782 , 0.351411 , 0.373502 , 0.357983 , 0.357868 , 0.347782 , 0.361512 , 0.370374 , 0.386044 , 0.40308 , 0.311797 , 0.410711 , 0.371505 , 0.357367 , 0.376881 , 0.350288 , 0.398177 , 0.388835 , 0.390059 , 0.448908 , 0.502066 , 0.485387 , 0.522933 , 0.48334 
 808 , 0.421028 , 0.450248 , 0.351639 , 0.373801 , 0.358236 , 0.357911 , 0.348071 , 0.361754 , 0.370845 , 0.386402 , 0.403625 , 0.312255 , 0.411087 , 0.371948 , 0.357709 , 0.377254 , 0.350724 , 0.398802 , 0.389459 , 0.390634 , 0.44957 , 0.502255 , 0.485652 , 0.523328 , 0.483619 
 809 , 0.421369 , 0.450792 , 0.35188 , 0.37409 , 0.358521 , 0.357928 , 0.348378 , 0.362008 , 0.371334 , 0.386758 , 0.404281 , 0.312769 , 0.411479 , 0.372491 , 0.358138 , 0.377693 , 0.351221 , 0.399412 , 0.390173 , 0.391265 , 0.450336 , 0.502563 , 0.485967 , 0.523848 , 0.483884 
 810 , 0.421737 , 0.451379 , 0.352135 , 0.374399 , 0.358823 , 0.357937 , 0.348708 , 0.362287 , 0.371865 , 0.387136 , 0.404978 , 0.313315 , 0.411898 , 0.373063 , 0.358591 , 0.378153 , 0.351743 , 0.400069 , 0.390926 , 0.391943 , 0.451154 , 0.502893 , 0.486307 , 0.524401 , 0.484165 
 811 , 0.421925 , 0.451809 , 0.352545 , 0.374728 , 0.359298 , 0.358043 , 0.348826 , 0.362696 , 0.372307 , 0.387315 , 0.40551 , 0.313953 , 0.412357 , 0.373693 , 0.359013 , 0.378754 , 0.352326 , 0.40074 , 0.39161 , 0.39269 , 0.451926 , 0.503454 , 0.486798 , 0.524938 , 0.484253 
 812 , 0.42217 , 0.452194 , 0.352994 , 0.375121 , 0.359852 , 0.358206 , 0.34902 , 0.363168 , 0.372822 , 0.387586 , 0.406053 , 0.314633 , 0.412955 , 0.374352 , 0.359384 , 0.379381 , 0.352958 , 0.401566 , 0.392365 , 0.393522 , 0.452729 , 0.504111 , 0.487423 , 0.52544 , 0.484473 
 813 , 0.422425 , 0.452612 , 0.353477 , 0.375536 , 0.360436 , 0.358371 , 0.349223 , 0.363669 , 0.373376 , 0.387867 , 0.406634 , 0.315362 , 0.4136 , 0.375051 , 0.359789 , 0.380048 , 0.353624 , 0.402431 , 0.393165 , 0.394407 , 0.453582 , 0.504813 , 0.488081 , 0.525976 , 0.484701 
 814 , 0.422864 , 0.453224 , 0.354004 , 0.376017 , 0.361024 , 0.35876 , 0.349724 , 0.364292 , 0.374133 , 0.388401 , 0.407468 , 0.316155 , 0.414422 , 0.375907 , 0.360379 , 0.380985 , 0.354451 , 0.403504 , 0.394153 , 0.395406 , 0.454682 , 0.505765 , 0.489072 , 0.526884 , 0.485408 
 815 , 0.423346 , 0.454077 , 0.354586 , 0.376557 , 0.361636 , 0.359161 , 0.350313 , 0.364867 , 0.374956 , 0.388959 , 0.408352 , 0.316932 , 0.415115 , 0.376858 , 0.361019 , 0.382027 , 0.355291 , 0.404585 , 0.395127 , 0.39628 , 0.455788 , 0.506579 , 0.489881 , 0.527933 , 0.486202 
 816 , 0.42383 , 0.454988 , 0.355195 , 0.377125 , 0.362286 , 0.359566 , 0.350905 , 0.365449 , 0.375805 , 0.389516 , 0.409256 , 0.317734 , 0.41578 , 0.377855 , 0.361682 , 0.383103 , 0.356153 , 0.405689 , 0.396113 , 0.397153 , 0.456912 , 0.507369 , 0.490658 , 0.529018 , 0.486987 
 817 , 0.424389 , 0.455913 , 0.355787 , 0.377741 , 0.362933 , 0.360023 , 0.351573 , 0.366042 , 0.376717 , 0.390191 , 0.410237 , 0.318575 , 0.416521 , 0.37886 , 0.362388 , 0.384216 , 0.356987 , 0.406863 , 0.397153 , 0.398133 , 0.458079 , 0.508293 , 0.491466 , 0.530239 , 0.487945 
 818 , 0.425105 , 0.456675 , 0.356281 , 0.378371 , 0.3635 , 0.36057 , 0.352279 , 0.366592 , 0.377607 , 0.390958 , 0.411174 , 0.319358 , 0.41727 , 0.379604 , 0.363045 , 0.385178 , 0.357552 , 0.407995 , 0.398088 , 0.399102 , 0.459025 , 0.509189 , 0.492174 , 0.531367 , 0.488958 
 819 , 0.425886 , 0.457321 , 0.356778 , 0.378964 , 0.364038 , 0.361137 , 0.352949 , 0.367116 , 0.378434 , 0.391652 , 0.412027 , 0.320062 , 0.417977 , 0.380172 , 0.363619 , 0.386056 , 0.357971 , 0.409038 , 0.398905 , 0.399944 , 0.459759 , 0.509876 , 0.4928 , 0.532225 , 0.489773 
 820 , 0.426681 , 0.457986 , 0.357281 , 0.379577 , 0.36459 , 0.361725 , 0.353641 , 0.367661 , 0.37929 , 0.392358 , 0.412905 , 0.320779 , 0.4187 , 0.380759 , 0.364213 , 0.386953 , 0.358403 , 0.410099 , 0.399733 , 0.400811 , 0.460511 , 0.510575 , 0.493446 , 0.533093 , 0.490611 
 821 , 0.427582 , 0.458608 , 0.357792 , 0.380123 , 0.365353 , 0.362587 , 0.354459 , 0.368479 , 0.380175 , 0.393165 , 0.413863 , 0.321499 , 0.419535 , 0.381506 , 0.365022 , 0.387839 , 0.358917 , 0.411156 , 0.400697 , 0.401837 , 0.461351 , 0.511583 , 0.494179 , 0.533995 , 0.491634 
 822 , 0.428454 , 0.459353 , 0.358189 , 0.380682 , 0.366102 , 0.363317 , 0.355264 , 0.369255 , 0.380955 , 0.393944 , 0.414801 , 0.322228 , 0.420371 , 0.382288 , 0.365851 , 0.388566 , 0.359338 , 0.411987 , 0.40165 , 0.402999 , 0.46216 , 0.512569 , 0.494688 , 0.53476 , 0.492441 
 823 , 0.429324 , 0.460105 , 0.358583 , 0.381246 , 0.366863 , 0.364044 , 0.356074 , 0.370044 , 0.381748 , 0.394728 , 0.415753 , 0.322962 , 0.421207 , 0.383076 , 0.366686 , 0.389304 , 0.359756 , 0.412823 , 0.402617 , 0.404167 , 0.462975 , 0.51357 , 0.495195 , 0.535532 , 0.493254 
 824 , 0.430106 , 0.460915 , 0.358956 , 0.38192 , 0.367501 , 0.364623 , 0.356838 , 0.370851 , 0.382481 , 0.395439 , 0.416683 , 0.323653 , 0.422166 , 0.383942 , 0.367486 , 0.389971 , 0.36021 , 0.413636 , 0.403475 , 0.405283 , 0.463911 , 0.514421 , 0.495737 , 0.536353 , 0.494114 
 825 , 0.430818 , 0.461762 , 0.35946 , 0.382655 , 0.368088 , 0.365162 , 0.357495 , 0.371626 , 0.383253 , 0.396225 , 0.417728 , 0.324238 , 0.423187 , 0.384723 , 0.368184 , 0.390751 , 0.360841 , 0.414596 , 0.404277 , 0.406293 , 0.464961 , 0.515244 , 0.496326 , 0.537132 , 0.495078 
 826 , 0.431536 , 0.462617 , 0.359988 , 0.383399 , 0.368687 , 0.365713 , 0.358139 , 0.3724 , 0.384042 , 0.397031 , 0.418792 , 0.324817 , 0.424214 , 0.385485 , 0.368879 , 0.39155 , 0.361505 , 0.415589 , 0.405086 , 0.407298 , 0.46602 , 0.51608 , 0.49693 , 0.537908 , 0.49605 
 827 , 0.432209 , 0.463407 , 0.360496 , 0.384087 , 0.369302 , 0.366327 , 0.358846 , 0.373098 , 0.384805 , 0.397858 , 0.419822 , 0.325354 , 0.425209 , 0.386218 , 0.369635 , 0.39236 , 0.362146 , 0.416566 , 0.405902 , 0.408315 , 0.467018 , 0.516901 , 0.497588 , 0.53865 , 0.496996 
 828 , 0.432821 , 0.464043 , 0.360848 , 0.384635 , 0.369949 , 0.367063 , 0.359665 , 0.3737 , 0.385508 , 0.398596 , 0.420614 , 0.325883 , 0.426044 , 0.386936 , 0.370541 , 0.393091 , 0.362617 , 0.417499 , 0.406682 , 0.409264 , 0.467787 , 0.517594 , 0.498313 , 0.539338 , 0.497795 
 829 , 0.433421 , 0.464617 , 0.361104 , 0.385136 , 0.37057 , 0.367788 , 0.360512 , 0.374323 , 0.386194 , 0.399243 , 0.421283 , 0.326437 , 0.42679 , 0.38766 , 0.371488 , 0.393766 , 0.362999 , 0.418412 , 0.407406 , 0.410159 , 0.468459 , 0.518202 , 0.499011 , 0.540021 , 0.498522 
 830 , 0.434043 , 0.465207 , 0.361374 , 0.385654 , 0.37119 , 0.368525 , 0.361352 , 0.374957 , 0.386897 , 0.399896 , 0.421955 , 0.32702 , 0.427536 , 0.388393 , 0.372433 , 0.39444 , 0.363388 , 0.419327 , 0.408149 , 0.411066 , 0.469152 , 0.518844 , 0.499731 , 0.540725 , 0.499272 
 831 , 0.434951 , 0.466001 , 0.36181 , 0.38638 , 0.37183 , 0.369428 , 0.362128 , 0.375717 , 0.387769 , 0.40056 , 0.422765 , 0.327863 , 0.428315 , 0.389225 , 0.373293 , 0.395225 , 0.363953 , 0.42032 , 0.408999 , 0.412176 , 0.470095 , 0.519833 , 0.500547 , 0.541647 , 0.5002 
 832 , 0.435988 , 0.466797 , 0.362394 , 0.387211 , 0.372501 , 0.370336 , 0.362844 , 0.376395 , 0.388637 , 0.401256 , 0.423738 , 0.328644 , 0.429198 , 0.39007 , 0.374023 , 0.39601 , 0.364595 , 0.421278 , 0.409826 , 0.413277 , 0.471171 , 0.520761 , 0.501249 , 0.542593 , 0.501034 
 833 , 0.437013 , 0.467588 , 0.362979 , 0.388029 , 0.373174 , 0.371238 , 0.363556 , 0.377067 , 0.389499 , 0.401946 , 0.424713 , 0.32942 , 0.430076 , 0.39091 , 0.374747 , 0.39679 , 0.365232 , 0.422224 , 0.410648 , 0.414364 , 0.472242 , 0.521684 , 0.501938 , 0.543535 , 0.501864 
 834 , 0.437795 , 0.468111 , 0.363338 , 0.388696 , 0.373667 , 0.371968 , 0.364003 , 0.37765 , 0.39027 , 0.40255 , 0.425618 , 0.330029 , 0.430931 , 0.391578 , 0.375352 , 0.397481 , 0.365754 , 0.423025 , 0.411424 , 0.4152 , 0.473276 , 0.522463 , 0.502447 , 0.544393 , 0.502669 
 835 , 0.438385 , 0.468573 , 0.363541 , 0.389217 , 0.374027 , 0.372609 , 0.364449 , 0.378199 , 0.391012 , 0.403189 , 0.426407 , 0.330612 , 0.431687 , 0.392201 , 0.376014 , 0.398064 , 0.366148 , 0.423726 , 0.412154 , 0.415861 , 0.47406 , 0.523249 , 0.502868 , 0.545005 , 0.503562 
 836 , 0.438955 , 0.469021 , 0.363731 , 0.389723 , 0.374373 , 0.373236 , 0.364889 , 0.378749 , 0.391753 , 0.403834 , 0.427177 , 0.331192 , 0.432431 , 0.392823 , 0.376683 , 0.398646 , 0.366528 , 0.424416 , 0.412889 , 0.41652 , 0.474822 , 0.524039 , 0.503279 , 0.545581 , 0.50446 
 837 , 0.439688 , 0.469588 , 0.364052 , 0.390207 , 0.374813 , 0.373912 , 0.365514 , 0.379312 , 0.392533 , 0.404455 , 0.428047 , 0.331773 , 0.433166 , 0.393538 , 0.377384 , 0.39927 , 0.36694 , 0.425144 , 0.413592 , 0.417204 , 0.475674 , 0.524838 , 0.503846 , 0.546207 , 0.50536 
 838 , 0.440558 , 0.470293 , 0.364477 , 0.390643 , 0.375332 , 0.374659 , 0.366339 , 0.379935 , 0.393266 , 0.405022 , 0.428935 , 0.33231 , 0.433834 , 0.394286 , 0.378088 , 0.399983 , 0.367418 , 0.425964 , 0.414252 , 0.418006 , 0.476715 , 0.525662 , 0.504595 , 0.546988 , 0.506243 
 839 , 0.441398 , 0.470991 , 0.364879 , 0.391062 , 0.375841 , 0.375412 , 0.367152 , 0.380565 , 0.393926 , 0.405567 , 0.429749 , 0.33282 , 0.434459 , 0.394981 , 0.378749 , 0.40071 , 0.367898 , 0.426819 , 0.41489 , 0.418869 , 0.477804 , 0.526494 , 0.505346 , 0.547835 , 0.50711 
 840 , 0.44219 , 0.471653 , 0.365269 , 0.391477 , 0.376329 , 0.376159 , 0.367947 , 0.381192 , 0.394539 , 0.406116 , 0.430532 , 0.333327 , 0.435062 , 0.395654 , 0.379406 , 0.401394 , 0.36839 , 0.427662 , 0.415524 , 0.419715 , 0.47878 , 0.527287 , 0.506022 , 0.548641 , 0.50797 
 841 , 0.442763 , 0.472146 , 0.365646 , 0.391916 , 0.376751 , 0.376899 , 0.368611 , 0.381861 , 0.394977 , 0.406792 , 0.431155 , 0.333912 , 0.435614 , 0.396241 , 0.379983 , 0.401935 , 0.368907 , 0.428456 , 0.416146 , 0.420434 , 0.479082 , 0.527873 , 0.506335 , 0.54919 , 0.508783 
 842 , 0.443438 , 0.472699 , 0.366072 , 0.392432 , 0.377281 , 0.377679 , 0.369255 , 0.382553 , 0.395548 , 0.407487 , 0.431905 , 0.334559 , 0.43632 , 0.39698 , 0.380492 , 0.402555 , 0.369432 , 0.429202 , 0.416938 , 0.421095 , 0.479344 , 0.528512 , 0.506804 , 0.54974 , 0.509654 
 843 , 0.444118 , 0.47325 , 0.366499 , 0.392947 , 0.377809 , 0.378458 , 0.369898 , 0.383243 , 0.396117 , 0.40818 , 0.432659 , 0.335206 , 0.437039 , 0.397725 , 0.381002 , 0.403181 , 0.369957 , 0.429953 , 0.417736 , 0.421762 , 0.479613 , 0.529154 , 0.507285 , 0.550293 , 0.510522 
 844 , 0.444623 , 0.47383 , 0.366797 , 0.393424 , 0.378344 , 0.378884 , 0.370309 , 0.383674 , 0.396551 , 0.408652 , 0.433261 , 0.335646 , 0.437578 , 0.398288 , 0.381242 , 0.403677 , 0.370257 , 0.430526 , 0.418358 , 0.422365 , 0.480054 , 0.529657 , 0.50762 , 0.550673 , 0.510984 
 845 , 0.445109 , 0.474386 , 0.367064 , 0.393896 , 0.378729 , 0.379172 , 0.370765 , 0.384107 , 0.396984 , 0.409196 , 0.433946 , 0.336079 , 0.438112 , 0.398831 , 0.381891 , 0.404187 , 0.370639 , 0.431338 , 0.419007 , 0.42313 , 0.48091 , 0.530379 , 0.507979 , 0.551338 , 0.511636 
 846 , 0.445592 , 0.474958 , 0.367328 , 0.394369 , 0.379117 , 0.379464 , 0.371233 , 0.38455 , 0.397425 , 0.40976 , 0.434637 , 0.336523 , 0.438661 , 0.399388 , 0.382565 , 0.404711 , 0.371034 , 0.432172 , 0.419659 , 0.423919 , 0.481794 , 0.53112 , 0.508347 , 0.552026 , 0.512318 
 847 , 0.44608 , 0.4755 , 0.367612 , 0.39489 , 0.379486 , 0.379826 , 0.371644 , 0.385054 , 0.397925 , 0.410228 , 0.435254 , 0.336907 , 0.439242 , 0.399986 , 0.383311 , 0.405347 , 0.371444 , 0.432973 , 0.420382 , 0.424658 , 0.482715 , 0.53183 , 0.508761 , 0.552765 , 0.512992 
 848 , 0.44654 , 0.476025 , 0.367933 , 0.395388 , 0.379948 , 0.380346 , 0.372002 , 0.385626 , 0.398497 , 0.410615 , 0.435847 , 0.337347 , 0.439864 , 0.400698 , 0.384038 , 0.40614 , 0.371913 , 0.433654 , 0.421071 , 0.42545 , 0.483447 , 0.532331 , 0.509255 , 0.553546 , 0.51356 
 849 , 0.447 , 0.476557 , 0.368278 , 0.395871 , 0.380488 , 0.380916 , 0.37238 , 0.386206 , 0.399066 , 0.411003 , 0.43648 , 0.337858 , 0.440508 , 0.401464 , 0.384723 , 0.406968 , 0.372417 , 0.434303 , 0.421738 , 0.426305 , 0.484075 , 0.532732 , 0.509794 , 0.554328 , 0.514059 
 850 , 0.447495 , 0.477102 , 0.36861 , 0.396315 , 0.381048 , 0.38146 , 0.372795 , 0.386773 , 0.399638 , 0.411449 , 0.437113 , 0.338407 , 0.441122 , 0.40221 , 0.385402 , 0.407758 , 0.372957 , 0.434947 , 0.422414 , 0.427203 , 0.484647 , 0.533138 , 0.51034 , 0.555059 , 0.514555 
 851 , 0.448044 , 0.477607 , 0.368856 , 0.39661 , 0.381593 , 0.381858 , 0.373327 , 0.387233 , 0.400154 , 0.412097 , 0.437631 , 0.338954 , 0.441624 , 0.402772 , 0.385998 , 0.408347 , 0.373555 , 0.435542 , 0.423114 , 0.428092 , 0.485049 , 0.533623 , 0.510906 , 0.555501 , 0.51509 
 852 , 0.448543 , 0.478123 , 0.369122 , 0.396929 , 0.382088 , 0.382294 , 0.373902 , 0.387677 , 0.400724 , 0.412815 , 0.438048 , 0.339329 , 0.442137 , 0.403232 , 0.386545 , 0.408961 , 0.374049 , 0.436188 , 0.423839 , 0.428862 , 0.485661 , 0.534319 , 0.511461 , 0.555845 , 0.515829 
 853 , 0.449052 , 0.478648 , 0.36939 , 0.397251 , 0.3826 , 0.382747 , 0.374494 , 0.388138 , 0.401311 , 0.413542 , 0.438475 , 0.339705 , 0.442668 , 0.403701 , 0.387116 , 0.409585 , 0.374561 , 0.436843 , 0.424582 , 0.429657 , 0.48629 , 0.535032 , 0.512033 , 0.5562 , 0.516593 
 854 , 0.449577 , 0.479158 , 0.369721 , 0.397511 , 0.382981 , 0.383238 , 0.375115 , 0.388507 , 0.401936 , 0.414191 , 0.43898 , 0.340067 , 0.443251 , 0.404064 , 0.387649 , 0.410177 , 0.374917 , 0.437461 , 0.425023 , 0.430277 , 0.486929 , 0.535604 , 0.512298 , 0.556607 , 0.517361 
 855 , 0.45009 , 0.479678 , 0.370079 , 0.397853 , 0.38329 , 0.383613 , 0.375594 , 0.388806 , 0.402516 , 0.414671 , 0.439588 , 0.340564 , 0.443906 , 0.404514 , 0.388233 , 0.410764 , 0.375491 , 0.438127 , 0.425517 , 0.431055 , 0.487544 , 0.536226 , 0.512726 , 0.5572 , 0.518043 
 856 , 0.45061 , 0.480214 , 0.370442 , 0.398194 , 0.383598 , 0.384002 , 0.376087 , 0.38911 , 0.403103 , 0.415157 , 0.440204 , 0.341074 , 0.444569 , 0.404978 , 0.388831 , 0.411364 , 0.376072 , 0.438807 , 0.426026 , 0.431855 , 0.488166 , 0.536864 , 0.513162 , 0.55781 , 0.51874 
 857 , 0.451077 , 0.480684 , 0.3708 , 0.39867 , 0.383929 , 0.384422 , 0.376518 , 0.389448 , 0.403726 , 0.415575 , 0.440891 , 0.341472 , 0.445233 , 0.405455 , 0.389419 , 0.411976 , 0.376643 , 0.439596 , 0.426673 , 0.432575 , 0.488882 , 0.537543 , 0.513573 , 0.558532 , 0.519358 
 858 , 0.451596 , 0.481147 , 0.371094 , 0.399319 , 0.384307 , 0.384897 , 0.377027 , 0.389915 , 0.404492 , 0.41601 , 0.441707 , 0.34189 , 0.445856 , 0.405929 , 0.389945 , 0.412532 , 0.377108 , 0.440505 , 0.427381 , 0.433195 , 0.4896 , 0.538185 , 0.513785 , 0.559298 , 0.519902 
 859 , 0.452149 , 0.481638 , 0.371378 , 0.400011 , 0.384695 , 0.385381 , 0.377605 , 0.390442 , 0.405316 , 0.416486 , 0.442573 , 0.342362 , 0.446469 , 0.406393 , 0.390457 , 0.41307 , 0.377524 , 0.441437 , 0.428091 , 0.433801 , 0.490292 , 0.538801 , 0.51393 , 0.560056 , 0.520437 
