JUL26MNAT00005.spu,JUL26MNAT00004.spu,JUL26MNAT00003.spu,
Wavelength,JUL26MNAT00006.spu,JUL26MNAT00007.spu,JUL26MNAT00008.spu,JUL26MNAT00009.spu,JUL26MNAT00010.spu,JUL26MNAT00011.spu,JUL26MNAT00012.spu,JUL26MNAT00013.spu,JUL26MNAT00014.spu,JUL26MNAT00015.spu,JUL26MNAT00016.spu,JUL26MNAT00017.spu,JUL26MNAT00018.spu,JUL26MNAT00019.spu,JUL26MNAT00020.spu,JUL26MNAT00021.spu,JUL26MNAT00022.spu,JUL26MNAT00023.spu,JUL26MNAT00024.spu,JUL26MNAT00025.spu,JUL26MNAT00026.spu,JUL26MNAT00027.spu,JUL26MNAT00028.spu,JUL26MNAT00029.spu,JUL26MNAT00030.spu
  (nm),7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 
  time  ,28:42 PM,29:27 PM,29:38 PM,29:45 PM,29:51 PM,30:54 PM,31:00 PM,31:08 PM,31:14 PM,31:20 PM,32:09 PM,32:14 PM,32:22 PM,32:30 PM,32:38 PM,32:55 PM,33:02 PM,33:07 PM,33:14 PM,33:20 PM,34:06 PM,34:16 PM,34:25 PM,34:39 PM,34:48 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 911 , 0.469642 , 0.506116 , 0.384573 , 0.415577 , 0.402855 , 0.397739 , 0.397213 , 0.410791 , 0.435636 , 0.438827 , 0.473976 , 0.369202 , 0.47021 , 0.434739 , 0.413094 , 0.446146 , 0.399286 , 0.481427 , 0.462677 , 0.470654 , 0.521701 , 0.559424 , 0.530467 , 0.584853 , 0.539514 
 912 , 0.4699 , 0.506428 , 0.384921 , 0.416058 , 0.403527 , 0.398324 , 0.398003 , 0.411233 , 0.436253 , 0.438846 , 0.474839 , 0.369889 , 0.470986 , 0.435503 , 0.413818 , 0.446897 , 0.400045 , 0.481911 , 0.463281 , 0.471892 , 0.522161 , 0.559587 , 0.5306 , 0.585405 , 0.539927 
 913 , 0.470197 , 0.506716 , 0.385406 , 0.416522 , 0.404056 , 0.398759 , 0.398767 , 0.411693 , 0.436822 , 0.439007 , 0.475732 , 0.370583 , 0.472061 , 0.436338 , 0.414625 , 0.447588 , 0.40073 , 0.482548 , 0.463898 , 0.47321 , 0.522705 , 0.559906 , 0.530917 , 0.586227 , 0.540378 
 914 , 0.47079 , 0.507111 , 0.385978 , 0.416831 , 0.40449 , 0.398884 , 0.399472 , 0.412353 , 0.437305 , 0.439479 , 0.476511 , 0.3713 , 0.473315 , 0.437133 , 0.415458 , 0.448036 , 0.40109 , 0.483491 , 0.464562 , 0.474378 , 0.523326 , 0.560456 , 0.531433 , 0.587116 , 0.540808 
 915 , 0.471819 , 0.507808 , 0.386303 , 0.41698 , 0.405211 , 0.398965 , 0.400169 , 0.413322 , 0.437877 , 0.440144 , 0.477082 , 0.372062 , 0.474087 , 0.437696 , 0.416186 , 0.448288 , 0.401167 , 0.48458 , 0.465329 , 0.475126 , 0.523892 , 0.561019 , 0.531807 , 0.587382 , 0.541178 
 916 , 0.472884 , 0.5085 , 0.386609 , 0.417119 , 0.405889 , 0.399077 , 0.400856 , 0.41425 , 0.438464 , 0.440817 , 0.477655 , 0.372797 , 0.474802 , 0.438226 , 0.416906 , 0.448555 , 0.401233 , 0.485647 , 0.466072 , 0.475835 , 0.524436 , 0.561585 , 0.532174 , 0.587644 , 0.541527 
 917 , 0.47412 , 0.509101 , 0.386578 , 0.417051 , 0.406105 , 0.399577 , 0.401285 , 0.414563 , 0.439287 , 0.441603 , 0.478144 , 0.373243 , 0.474777 , 0.438392 , 0.41733 , 0.44901 , 0.401194 , 0.486372 , 0.466385 , 0.47614 , 0.524727 , 0.562163 , 0.532397 , 0.587914 , 0.5417 
 918 , 0.475029 , 0.509891 , 0.386785 , 0.41751 , 0.406375 , 0.400314 , 0.402016 , 0.41487 , 0.440472 , 0.442569 , 0.479042 , 0.373585 , 0.475465 , 0.439164 , 0.418119 , 0.450151 , 0.401638 , 0.48734 , 0.466706 , 0.476888 , 0.524817 , 0.562623 , 0.533181 , 0.5888 , 0.543017 
 919 , 0.475957 , 0.510683 , 0.386999 , 0.417978 , 0.406644 , 0.401067 , 0.402756 , 0.415194 , 0.441675 , 0.443545 , 0.479952 , 0.373927 , 0.476163 , 0.439945 , 0.418917 , 0.45132 , 0.402097 , 0.48832 , 0.467036 , 0.477653 , 0.524908 , 0.563086 , 0.533977 , 0.589699 , 0.544355 
 920 , 0.476443 , 0.511118 , 0.38721 , 0.418609 , 0.406875 , 0.401451 , 0.40319 , 0.415342 , 0.442579 , 0.443949 , 0.480279 , 0.374331 , 0.476568 , 0.44023 , 0.41957 , 0.452198 , 0.402137 , 0.489146 , 0.467526 , 0.478031 , 0.5249 , 0.562809 , 0.53421 , 0.589954 , 0.545484 
 921 , 0.476725 , 0.511162 , 0.387262 , 0.419067 , 0.407095 , 0.401673 , 0.40343 , 0.415293 , 0.443129 , 0.444365 , 0.480601 , 0.374886 , 0.476742 , 0.439968 , 0.419992 , 0.452361 , 0.402093 , 0.489513 , 0.468242 , 0.478256 , 0.525396 , 0.562952 , 0.534064 , 0.590083 , 0.545725 
 922 , 0.476988 , 0.51111 , 0.387258 , 0.41945 , 0.407313 , 0.40188 , 0.40364 , 0.415188 , 0.443608 , 0.444854 , 0.480998 , 0.375499 , 0.476862 , 0.439556 , 0.42036 , 0.452317 , 0.402065 , 0.489749 , 0.469037 , 0.478479 , 0.526103 , 0.563316 , 0.533844 , 0.590219 , 0.545678 
 923 , 0.476982 , 0.510919 , 0.386974 , 0.419371 , 0.407295 , 0.40153 , 0.403344 , 0.414693 , 0.44325 , 0.444773 , 0.480788 , 0.37547 , 0.476563 , 0.438794 , 0.420209 , 0.451649 , 0.401795 , 0.489204 , 0.469473 , 0.478188 , 0.526168 , 0.563064 , 0.533087 , 0.589757 , 0.544753 
 924 , 0.476829 , 0.510753 , 0.38644 , 0.4187 , 0.406924 , 0.40043 , 0.402548 , 0.413888 , 0.442059 , 0.444195 , 0.479636 , 0.374804 , 0.475992 , 0.437867 , 0.419554 , 0.450514 , 0.401345 , 0.488387 , 0.469568 , 0.477509 , 0.525745 , 0.56197 , 0.532004 , 0.589131 , 0.543492 
 925 , 0.476884 , 0.51084 , 0.385981 , 0.417916 , 0.406451 , 0.3991 , 0.401857 , 0.413234 , 0.440959 , 0.443812 , 0.478074 , 0.374263 , 0.475685 , 0.437187 , 0.419001 , 0.449667 , 0.401051 , 0.488375 , 0.469804 , 0.477112 , 0.525692 , 0.560646 , 0.531275 , 0.589229 , 0.543081 
 926 , 0.476709 , 0.510797 , 0.385414 , 0.416963 , 0.405835 , 0.397662 , 0.400959 , 0.412439 , 0.439747 , 0.443327 , 0.476348 , 0.373502 , 0.47521 , 0.436414 , 0.418241 , 0.448555 , 0.400607 , 0.488357 , 0.469779 , 0.476533 , 0.525531 , 0.559089 , 0.530398 , 0.589086 , 0.542284 
 927 , 0.475242 , 0.509922 , 0.384471 , 0.415514 , 0.404695 , 0.396325 , 0.399349 , 0.411158 , 0.438439 , 0.44239 , 0.474522 , 0.37187 , 0.473955 , 0.435522 , 0.416684 , 0.446566 , 0.399457 , 0.488221 , 0.468312 , 0.47526 , 0.524728 , 0.557157 , 0.529102 , 0.587606 , 0.539597 
 928 , 0.473068 , 0.508176 , 0.383316 , 0.413925 , 0.403114 , 0.395396 , 0.397029 , 0.409572 , 0.436672 , 0.440499 , 0.472887 , 0.369566 , 0.471807 , 0.434785 , 0.414624 , 0.444399 , 0.397673 , 0.487153 , 0.466456 , 0.473748 , 0.522452 , 0.555655 , 0.527313 , 0.58495 , 0.53524 
 929 , 0.470444 , 0.506067 , 0.381916 , 0.412002 , 0.401192 , 0.394254 , 0.394227 , 0.407627 , 0.434518 , 0.438207 , 0.470892 , 0.366768 , 0.46919 , 0.433859 , 0.412112 , 0.441749 , 0.395508 , 0.485848 , 0.464183 , 0.471881 , 0.519696 , 0.55379 , 0.525114 , 0.581679 , 0.529938 
 930 , 0.468008 , 0.503983 , 0.381077 , 0.410335 , 0.399364 , 0.392357 , 0.391668 , 0.406342 , 0.432397 , 0.436145 , 0.468734 , 0.364887 , 0.466575 , 0.432116 , 0.409328 , 0.440347 , 0.393973 , 0.483209 , 0.461855 , 0.470232 , 0.516733 , 0.552771 , 0.523422 , 0.579506 , 0.526634 
 931 , 0.465049 , 0.501905 , 0.380233 , 0.408222 , 0.397722 , 0.389502 , 0.388982 , 0.40471 , 0.430391 , 0.433867 , 0.465788 , 0.362708 , 0.463297 , 0.428803 , 0.406398 , 0.439067 , 0.39244 , 0.480339 , 0.459183 , 0.467503 , 0.514467 , 0.549992 , 0.521182 , 0.576904 , 0.523782 
 932 , 0.461377 , 0.499445 , 0.379182 , 0.405569 , 0.395796 , 0.385857 , 0.385728 , 0.402628 , 0.428001 , 0.431071 , 0.462022 , 0.359968 , 0.45921 , 0.424461 , 0.402831 , 0.437488 , 0.39055 , 0.476848 , 0.455873 , 0.463912 , 0.511892 , 0.546134 , 0.5183 , 0.573572 , 0.520356 
 933 , 0.458857 , 0.497286 , 0.37736 , 0.402952 , 0.394106 , 0.38272 , 0.383432 , 0.400448 , 0.4265 , 0.429247 , 0.45965 , 0.357524 , 0.456271 , 0.421185 , 0.400286 , 0.436517 , 0.389044 , 0.474369 , 0.4542 , 0.461397 , 0.510744 , 0.542533 , 0.516293 , 0.572314 , 0.518428 
 934 , 0.457464 , 0.495628 , 0.374563 , 0.400249 , 0.392365 , 0.379781 , 0.381814 , 0.397953 , 0.424932 , 0.427959 , 0.458107 , 0.354984 , 0.454789 , 0.419688 , 0.398445 , 0.435377 , 0.387455 , 0.472045 , 0.453293 , 0.460043 , 0.509267 , 0.538957 , 0.514213 , 0.571472 , 0.517513 
 935 , 0.455804 , 0.493863 , 0.371053 , 0.39693 , 0.389963 , 0.375948 , 0.379525 , 0.394735 , 0.422047 , 0.425933 , 0.455627 , 0.351531 , 0.453201 , 0.41847 , 0.395815 , 0.433087 , 0.385005 , 0.468242 , 0.451209 , 0.458389 , 0.505558 , 0.53434 , 0.510605 , 0.568557 , 0.515624 
 936 , 0.45458 , 0.492628 , 0.367945 , 0.394122 , 0.387949 , 0.372591 , 0.377649 , 0.392489 , 0.419622 , 0.424171 , 0.453623 , 0.348908 , 0.452235 , 0.417822 , 0.393955 , 0.431143 , 0.383198 , 0.466022 , 0.449592 , 0.457478 , 0.502709 , 0.530852 , 0.507828 , 0.566073 , 0.514467 
 937 , 0.455012 , 0.493263 , 0.366964 , 0.393686 , 0.387445 , 0.371584 , 0.377572 , 0.393838 , 0.419353 , 0.423931 , 0.453618 , 0.349565 , 0.453111 , 0.418559 , 0.394844 , 0.430654 , 0.383881 , 0.468947 , 0.450062 , 0.45866 , 0.503483 , 0.531801 , 0.50844 , 0.565728 , 0.515324 
 938 , 0.4555 , 0.493481 , 0.365724 , 0.393451 , 0.38571 , 0.369999 , 0.377091 , 0.394961 , 0.419129 , 0.424096 , 0.453029 , 0.350216 , 0.452085 , 0.416346 , 0.394674 , 0.428802 , 0.384301 , 0.470283 , 0.450929 , 0.457608 , 0.504503 , 0.532028 , 0.508635 , 0.565236 , 0.512978 
 939 , 0.456013 , 0.493707 , 0.364429 , 0.393214 , 0.383911 , 0.368352 , 0.376586 , 0.396136 , 0.418901 , 0.424264 , 0.45241 , 0.350899 , 0.451004 , 0.414052 , 0.394494 , 0.426883 , 0.384744 , 0.471673 , 0.451846 , 0.45651 , 0.505578 , 0.532275 , 0.508844 , 0.564732 , 0.51052 
 940 , 0.453966 , 0.492731 , 0.364078 , 0.391831 , 0.382375 , 0.367737 , 0.377476 , 0.39485 , 0.417979 , 0.425664 , 0.451297 , 0.350555 , 0.44797 , 0.412108 , 0.393869 , 0.424957 , 0.384587 , 0.470292 , 0.451812 , 0.4538 , 0.506038 , 0.533001 , 0.507735 , 0.565187 , 0.509207 
 941 , 0.452308 , 0.491968 , 0.36365 , 0.390615 , 0.382936 , 0.367818 , 0.377431 , 0.392932 , 0.417165 , 0.426049 , 0.450258 , 0.350624 , 0.444803 , 0.411844 , 0.393247 , 0.423118 , 0.383019 , 0.469278 , 0.451395 , 0.45201 , 0.504803 , 0.531527 , 0.505733 , 0.564686 , 0.507792 
 942 , 0.450669 , 0.491213 , 0.363218 , 0.389385 , 0.383727 , 0.367972 , 0.377289 , 0.390919 , 0.416339 , 0.426336 , 0.449217 , 0.350732 , 0.44156 , 0.411751 , 0.392612 , 0.421242 , 0.381279 , 0.468282 , 0.450926 , 0.450279 , 0.503375 , 0.52979 , 0.503607 , 0.564071 , 0.506337 
 943 , 0.450847 , 0.49013 , 0.362686 , 0.389029 , 0.384708 , 0.367769 , 0.376942 , 0.389253 , 0.41707 , 0.425423 , 0.449192 , 0.350401 , 0.440482 , 0.411598 , 0.392341 , 0.420638 , 0.380022 , 0.466759 , 0.450814 , 0.450235 , 0.50076 , 0.527153 , 0.501837 , 0.562785 , 0.504626 
 944 , 0.451655 , 0.488727 , 0.362509 , 0.389026 , 0.384771 , 0.367833 , 0.37737 , 0.388066 , 0.419037 , 0.424393 , 0.449478 , 0.349023 , 0.441464 , 0.410369 , 0.391444 , 0.421032 , 0.379787 , 0.464735 , 0.450305 , 0.451324 , 0.497883 , 0.525907 , 0.499788 , 0.561497 , 0.503066 
 945 , 0.452302 , 0.487205 , 0.3626 , 0.389001 , 0.384165 , 0.36819 , 0.378401 , 0.387068 , 0.421381 , 0.423662 , 0.44964 , 0.347082 , 0.443137 , 0.408409 , 0.389996 , 0.421688 , 0.380084 , 0.462521 , 0.449416 , 0.452643 , 0.495167 , 0.525889 , 0.497415 , 0.560402 , 0.501678 
 946 , 0.453043 , 0.485971 , 0.363228 , 0.389315 , 0.383948 , 0.369215 , 0.3796 , 0.386905 , 0.423667 , 0.423759 , 0.450111 , 0.345844 , 0.444686 , 0.4077 , 0.389472 , 0.423146 , 0.380917 , 0.461242 , 0.448388 , 0.454003 , 0.493234 , 0.526253 , 0.496016 , 0.559885 , 0.50082 
 947 , 0.453936 , 0.485264 , 0.364554 , 0.390472 , 0.384716 , 0.370722 , 0.3807 , 0.387883 , 0.42528 , 0.424629 , 0.45114 , 0.345967 , 0.445442 , 0.409365 , 0.39095 , 0.425635 , 0.382292 , 0.462108 , 0.447347 , 0.45467 , 0.492372 , 0.526413 , 0.496355 , 0.559959 , 0.501336 
 948 , 0.454825 , 0.484613 , 0.365437 , 0.39234 , 0.386307 , 0.370735 , 0.380951 , 0.388282 , 0.425641 , 0.424029 , 0.452313 , 0.346469 , 0.444932 , 0.41178 , 0.393555 , 0.427476 , 0.382918 , 0.464281 , 0.446701 , 0.453643 , 0.490828 , 0.524559 , 0.496928 , 0.559132 , 0.502929 
 949 , 0.45557 , 0.484068 , 0.366126 , 0.394053 , 0.387777 , 0.370688 , 0.381179 , 0.388605 , 0.425879 , 0.423495 , 0.453227 , 0.34686 , 0.444334 , 0.413965 , 0.395982 , 0.429042 , 0.383439 , 0.466424 , 0.446164 , 0.452539 , 0.489308 , 0.522758 , 0.497389 , 0.558276 , 0.504526 
 950 , 0.454652 , 0.48469 , 0.364521 , 0.393908 , 0.387678 , 0.369902 , 0.381011 , 0.387991 , 0.424646 , 0.423509 , 0.451232 , 0.346044 , 0.442603 , 0.413398 , 0.396322 , 0.42749 , 0.382717 , 0.468109 , 0.446897 , 0.45044 , 0.48797 , 0.521436 , 0.496631 , 0.556938 , 0.506108 
 951 , 0.452918 , 0.485005 , 0.363174 , 0.392791 , 0.386041 , 0.369428 , 0.381365 , 0.388231 , 0.423978 , 0.424284 , 0.447259 , 0.344272 , 0.441253 , 0.411958 , 0.3956 , 0.425539 , 0.381175 , 0.466244 , 0.445805 , 0.449861 , 0.486608 , 0.520538 , 0.494878 , 0.554939 , 0.504965 
 952 , 0.451191 , 0.485306 , 0.361834 , 0.391675 , 0.384428 , 0.368965 , 0.381712 , 0.388462 , 0.423322 , 0.425053 , 0.443356 , 0.34252 , 0.439928 , 0.410534 , 0.394872 , 0.423612 , 0.379649 , 0.464385 , 0.444715 , 0.449286 , 0.485273 , 0.519644 , 0.493149 , 0.552972 , 0.503825 
 953 , 0.450713 , 0.485887 , 0.361521 , 0.391645 , 0.383906 , 0.369285 , 0.383361 , 0.389846 , 0.423032 , 0.424294 , 0.440853 , 0.341579 , 0.440532 , 0.410531 , 0.395135 , 0.423131 , 0.379376 , 0.46285 , 0.444756 , 0.450243 , 0.484616 , 0.519229 , 0.492933 , 0.552323 , 0.504163 
 954 , 0.45147 , 0.487454 , 0.362301 , 0.392652 , 0.38517 , 0.3707 , 0.385525 , 0.391496 , 0.423523 , 0.423952 , 0.441444 , 0.342158 , 0.441684 , 0.411234 , 0.395749 , 0.424134 , 0.380991 , 0.462867 , 0.444797 , 0.451553 , 0.485323 , 0.519448 , 0.494085 , 0.55297 , 0.504458 
 955 , 0.452598 , 0.489396 , 0.363418 , 0.393957 , 0.387044 , 0.372462 , 0.387724 , 0.393095 , 0.424298 , 0.423991 , 0.44319 , 0.343291 , 0.442817 , 0.412079 , 0.396395 , 0.425582 , 0.383264 , 0.463516 , 0.444732 , 0.452822 , 0.486528 , 0.519877 , 0.495622 , 0.554014 , 0.504558 
 956 , 0.454303 , 0.491001 , 0.364829 , 0.396093 , 0.389424 , 0.375441 , 0.390186 , 0.395016 , 0.425782 , 0.425335 , 0.445531 , 0.345462 , 0.444719 , 0.413323 , 0.397526 , 0.427149 , 0.385978 , 0.465014 , 0.44544 , 0.454436 , 0.4884 , 0.521138 , 0.498324 , 0.554629 , 0.505084 
 957 , 0.456369 , 0.491635 , 0.365855 , 0.398221 , 0.391629 , 0.37918 , 0.392827 , 0.396866 , 0.427184 , 0.427192 , 0.447423 , 0.347855 , 0.446795 , 0.414611 , 0.399072 , 0.428142 , 0.388226 , 0.466637 , 0.44748 , 0.455915 , 0.490148 , 0.523017 , 0.50125 , 0.553756 , 0.50624 
 958 , 0.458048 , 0.491239 , 0.365761 , 0.398968 , 0.392659 , 0.382092 , 0.395264 , 0.39805 , 0.427297 , 0.42771 , 0.447605 , 0.348851 , 0.447894 , 0.415266 , 0.400448 , 0.428008 , 0.388946 , 0.46707 , 0.450392 , 0.456585 , 0.490561 , 0.524496 , 0.502617 , 0.551237 , 0.507678 
 959 , 0.459587 , 0.490854 , 0.365827 , 0.399416 , 0.393475 , 0.384609 , 0.397276 , 0.399152 , 0.427403 , 0.428427 , 0.447763 , 0.349846 , 0.448713 , 0.415769 , 0.401647 , 0.427932 , 0.389277 , 0.467478 , 0.452902 , 0.45729 , 0.490821 , 0.526022 , 0.503637 , 0.549174 , 0.509198 
 960 , 0.460781 , 0.490531 , 0.366509 , 0.398844 , 0.393582 , 0.385825 , 0.397728 , 0.400084 , 0.427518 , 0.430047 , 0.447819 , 0.350961 , 0.448566 , 0.415656 , 0.402218 , 0.428101 , 0.388148 , 0.467882 , 0.454157 , 0.458179 , 0.490506 , 0.527734 , 0.503509 , 0.548618 , 0.511193 
 961 , 0.461457 , 0.491142 , 0.367099 , 0.398884 , 0.394282 , 0.386659 , 0.396974 , 0.401205 , 0.427688 , 0.43206 , 0.447264 , 0.352289 , 0.449166 , 0.414558 , 0.401534 , 0.428232 , 0.386634 , 0.468339 , 0.455003 , 0.458641 , 0.48971 , 0.526681 , 0.504207 , 0.548957 , 0.512406 
 962 , 0.462091 , 0.491724 , 0.367656 , 0.398923 , 0.394936 , 0.387441 , 0.396273 , 0.402265 , 0.427853 , 0.43397 , 0.446747 , 0.35355 , 0.449727 , 0.413549 , 0.400904 , 0.428365 , 0.385221 , 0.468769 , 0.455802 , 0.459079 , 0.488967 , 0.525714 , 0.504864 , 0.54928 , 0.513556 
 963 , 0.463054 , 0.493981 , 0.368496 , 0.400567 , 0.395842 , 0.389199 , 0.397414 , 0.40493 , 0.429971 , 0.435634 , 0.448089 , 0.354403 , 0.450896 , 0.414643 , 0.402328 , 0.42993 , 0.385676 , 0.470241 , 0.457942 , 0.461737 , 0.490293 , 0.52611 , 0.505975 , 0.55083 , 0.516306 
 964 , 0.464847 , 0.496428 , 0.370326 , 0.402947 , 0.396957 , 0.391397 , 0.399449 , 0.408004 , 0.433216 , 0.437003 , 0.450665 , 0.355567 , 0.452043 , 0.417409 , 0.40543 , 0.4315 , 0.387239 , 0.473187 , 0.459171 , 0.465432 , 0.492831 , 0.528479 , 0.506336 , 0.552099 , 0.518563 
 965 , 0.466767 , 0.498758 , 0.372318 , 0.405368 , 0.398066 , 0.393587 , 0.401576 , 0.410998 , 0.436548 , 0.438237 , 0.453388 , 0.356777 , 0.453115 , 0.420428 , 0.408763 , 0.432963 , 0.388967 , 0.476363 , 0.460069 , 0.46916 , 0.495504 , 0.531213 , 0.506483 , 0.553211 , 0.520533 
 966 , 0.468878 , 0.500655 , 0.373732 , 0.407046 , 0.399424 , 0.395663 , 0.403477 , 0.412989 , 0.438631 , 0.439107 , 0.455037 , 0.358119 , 0.453792 , 0.423118 , 0.411041 , 0.433608 , 0.390431 , 0.478464 , 0.460512 , 0.471369 , 0.497027 , 0.533175 , 0.506171 , 0.554354 , 0.521399 
 967 , 0.470854 , 0.501798 , 0.375277 , 0.408065 , 0.400805 , 0.397706 , 0.405353 , 0.413969 , 0.439691 , 0.439784 , 0.45577 , 0.359232 , 0.454254 , 0.424674 , 0.412116 , 0.433762 , 0.391524 , 0.47894 , 0.461008 , 0.47189 , 0.497545 , 0.534014 , 0.505858 , 0.556072 , 0.521759 
 968 , 0.472483 , 0.502377 , 0.377325 , 0.408847 , 0.402006 , 0.399721 , 0.407304 , 0.414507 , 0.440454 , 0.44048 , 0.456211 , 0.359957 , 0.454727 , 0.425119 , 0.412567 , 0.433925 , 0.392348 , 0.478354 , 0.461846 , 0.471563 , 0.49773 , 0.534102 , 0.505861 , 0.558311 , 0.522293 
 969 , 0.473485 , 0.502435 , 0.379115 , 0.409432 , 0.402915 , 0.40132 , 0.408753 , 0.414743 , 0.441123 , 0.440767 , 0.456914 , 0.360262 , 0.455132 , 0.424807 , 0.412699 , 0.433979 , 0.392776 , 0.477837 , 0.462361 , 0.471015 , 0.497735 , 0.533855 , 0.506007 , 0.560175 , 0.522443 
 970 , 0.47311 , 0.501332 , 0.379812 , 0.409504 , 0.403229 , 0.402 , 0.408989 , 0.414439 , 0.441535 , 0.440203 , 0.458143 , 0.359911 , 0.455393 , 0.423138 , 0.412126 , 0.43385 , 0.392294 , 0.477597 , 0.462201 , 0.47017 , 0.497249 , 0.533174 , 0.506576 , 0.561087 , 0.521784 
 971 , 0.47247 , 0.500049 , 0.377693 , 0.409145 , 0.403356 , 0.402368 , 0.408389 , 0.414685 , 0.441525 , 0.43985 , 0.458779 , 0.360816 , 0.455507 , 0.42311 , 0.411661 , 0.434035 , 0.391512 , 0.47795 , 0.462078 , 0.470555 , 0.496433 , 0.534163 , 0.507487 , 0.560746 , 0.521229 
 972 , 0.471855 , 0.498793 , 0.375637 , 0.408797 , 0.403485 , 0.402721 , 0.40781 , 0.414941 , 0.441519 , 0.439519 , 0.459403 , 0.361718 , 0.455618 , 0.423102 , 0.411208 , 0.434233 , 0.390741 , 0.478291 , 0.461969 , 0.470945 , 0.495643 , 0.535153 , 0.508396 , 0.560409 , 0.520685 
 973 , 0.472268 , 0.498325 , 0.375832 , 0.408722 , 0.403536 , 0.403183 , 0.408256 , 0.416047 , 0.441664 , 0.44024 , 0.459697 , 0.362846 , 0.455564 , 0.424347 , 0.412337 , 0.434986 , 0.390741 , 0.478282 , 0.463467 , 0.472596 , 0.496452 , 0.536332 , 0.509541 , 0.560145 , 0.520818 
 974 , 0.473094 , 0.498027 , 0.376949 , 0.408857 , 0.403253 , 0.403546 , 0.409917 , 0.416754 , 0.442273 , 0.441075 , 0.460464 , 0.362638 , 0.455645 , 0.424384 , 0.413668 , 0.435057 , 0.391433 , 0.478595 , 0.465068 , 0.473224 , 0.497769 , 0.535616 , 0.508804 , 0.560989 , 0.521115 
 975 , 0.47399 , 0.497752 , 0.378192 , 0.40902 , 0.402927 , 0.403899 , 0.411774 , 0.417403 , 0.442947 , 0.441922 , 0.461295 , 0.362227 , 0.455736 , 0.424228 , 0.415027 , 0.435029 , 0.39222 , 0.478956 , 0.466692 , 0.473697 , 0.499164 , 0.534596 , 0.507779 , 0.562008 , 0.521437 
 976 , 0.474536 , 0.496981 , 0.379454 , 0.408986 , 0.402576 , 0.403998 , 0.413254 , 0.41771 , 0.443599 , 0.442219 , 0.461382 , 0.362195 , 0.456154 , 0.423709 , 0.415662 , 0.434078 , 0.392909 , 0.479267 , 0.467346 , 0.474185 , 0.499577 , 0.534242 , 0.506099 , 0.561845 , 0.522056 
 977 , 0.474917 , 0.49669 , 0.381421 , 0.409161 , 0.402476 , 0.404203 , 0.413726 , 0.417983 , 0.444142 , 0.442501 , 0.461265 , 0.36217 , 0.456666 , 0.423651 , 0.415821 , 0.433251 , 0.393543 , 0.479858 , 0.467069 , 0.474943 , 0.499255 , 0.534595 , 0.505478 , 0.560762 , 0.522823 
 978 , 0.47529 , 0.496919 , 0.383921 , 0.409549 , 0.402559 , 0.404567 , 0.413557 , 0.418351 , 0.44462 , 0.442945 , 0.461224 , 0.362027 , 0.457148 , 0.424068 , 0.415838 , 0.432793 , 0.394167 , 0.480666 , 0.466411 , 0.475906 , 0.498697 , 0.535298 , 0.505841 , 0.559337 , 0.523616 
 979 , 0.475848 , 0.497687 , 0.384178 , 0.410231 , 0.402809 , 0.405129 , 0.413532 , 0.419043 , 0.44501 , 0.444114 , 0.461858 , 0.361862 , 0.457712 , 0.424707 , 0.416356 , 0.432939 , 0.394756 , 0.481922 , 0.465978 , 0.4763 , 0.498489 , 0.536015 , 0.50632 , 0.558928 , 0.52461 
 980 , 0.47654 , 0.499026 , 0.381161 , 0.411326 , 0.403502 , 0.40602 , 0.413861 , 0.420146 , 0.445226 , 0.44617 , 0.463358 , 0.361966 , 0.458519 , 0.425614 , 0.417705 , 0.434 , 0.395312 , 0.483658 , 0.466249 , 0.475979 , 0.498992 , 0.536829 , 0.507089 , 0.560064 , 0.526054 
 981 , 0.476925 , 0.499907 , 0.377633 , 0.412446 , 0.404768 , 0.407002 , 0.414603 , 0.421117 , 0.445263 , 0.447912 , 0.464771 , 0.362906 , 0.459667 , 0.426442 , 0.419461 , 0.435317 , 0.395884 , 0.48501 , 0.467608 , 0.475888 , 0.500119 , 0.537853 , 0.508204 , 0.561574 , 0.527993 
 982 , 0.477348 , 0.500663 , 0.374534 , 0.413512 , 0.405994 , 0.407988 , 0.415319 , 0.421945 , 0.445286 , 0.449562 , 0.466047 , 0.363836 , 0.460829 , 0.427265 , 0.421029 , 0.436589 , 0.396475 , 0.486282 , 0.46894 , 0.475804 , 0.501249 , 0.538809 , 0.509461 , 0.562989 , 0.529816 
 983 , 0.47812 , 0.50062 , 0.374348 , 0.414275 , 0.406976 , 0.408964 , 0.415889 , 0.421752 , 0.445237 , 0.450608 , 0.466463 , 0.36467 , 0.462257 , 0.428108 , 0.421276 , 0.437548 , 0.397247 , 0.487076 , 0.470074 , 0.475843 , 0.502464 , 0.539298 , 0.511845 , 0.563914 , 0.530869 
