  time  ,:06:06 P,:06:19 P,:06:21 P,:06:22 P,:06:34 P,:07:33 P,:07:42 P,:07:50 P,:07:58 P,:08:11 P,:08:52 P,:09:17 P,:09:26 P,:09:32 P,:09:42 P,:10:27 P,:10:37 P,:10:45 P,:10:53 P,:11:00 P,:11:37 P,:11:44 P,:11:54 P,:12:05 P,:12:20 P,:13:08 P,:13:17 P,:13:25 P,:13:39 P,:13:49 P,:14:35 P,:14:43 P,:14:52 P,:15:05 P,:15:12 P,:15:50 P,:15:57 P,:16:05 P,:16:13 P,:16:20 P,:17:24 P,:17:37 P,:17:44 P,:17:52 P,:18:01 P,:18:58 P,:19:28 P,:19:35 P,:19:46 P,:19:52 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1018 , 0.991061 , 0.993453 , 1.008888 , 1.004079 , 1.002519 , 0.490641 , 0.444683 , 0.435659 , 0.5309 , 0.514117 , 0.47178 , 0.525015 , 0.366514 , 0.4433 , 0.487978 , 0.415576 , 0.422819 , 0.338467 , 0.354895 , 0.402074 , 0.384392 , 0.428577 , 0.457769 , 0.452078 , 0.476207 , 0.433954 , 0.456607 , 0.449865 , 0.373935 , 0.39691 , 0.485213 , 0.392788 , 0.496705 , 0.454699 , 0.387148 , 0.497723 , 0.527135 , 0.543766 , 0.540959 , 0.527296 , 0.543062 , 0.587689 , 0.517492 , 0.525998 , 0.505983 , 0.499182 , 0.449347 , 0.491023 , 0.459771 , 0.423107 
 1019 , 0.990963 , 0.993679 , 1.008254 , 1.004944 , 1.00216 , 0.490443 , 0.444299 , 0.433009 , 0.531783 , 0.515188 , 0.472413 , 0.524509 , 0.367179 , 0.445173 , 0.486963 , 0.416379 , 0.423934 , 0.338148 , 0.354514 , 0.40211 , 0.384869 , 0.428425 , 0.457134 , 0.451964 , 0.475087 , 0.433425 , 0.455428 , 0.448178 , 0.372416 , 0.398647 , 0.48597 , 0.390209 , 0.495902 , 0.453568 , 0.386151 , 0.497133 , 0.527463 , 0.543549 , 0.541189 , 0.525714 , 0.542683 , 0.587936 , 0.517395 , 0.525994 , 0.504246 , 0.498508 , 0.449808 , 0.490189 , 0.457898 , 0.422534 
 1020 , 0.991621 , 0.991391 , 1.009222 , 1.005255 , 1.002511 , 0.489792 , 0.444488 , 0.428807 , 0.531315 , 0.514452 , 0.472666 , 0.523211 , 0.367371 , 0.446247 , 0.485009 , 0.415232 , 0.42416 , 0.337486 , 0.354204 , 0.399941 , 0.384378 , 0.427498 , 0.456007 , 0.450622 , 0.473227 , 0.432103 , 0.45441 , 0.447546 , 0.371007 , 0.399312 , 0.485332 , 0.388872 , 0.495594 , 0.452134 , 0.385287 , 0.496435 , 0.5279 , 0.542435 , 0.540838 , 0.524944 , 0.541313 , 0.58722 , 0.517281 , 0.525598 , 0.502593 , 0.497497 , 0.449245 , 0.48884 , 0.455634 , 0.421509 
 1021 , 0.99264 , 0.987803 , 1.011112 , 1.005264 , 1.003181 , 0.488712 , 0.444975 , 0.4238 , 0.530102 , 0.512812 , 0.472739 , 0.521516 , 0.367269 , 0.446871 , 0.482625 , 0.413191 , 0.42391 , 0.336624 , 0.353863 , 0.396656 , 0.383361 , 0.426137 , 0.454607 , 0.448673 , 0.470979 , 0.430286 , 0.453433 , 0.447389 , 0.369607 , 0.399445 , 0.483994 , 0.388037 , 0.495487 , 0.450526 , 0.384398 , 0.495648 , 0.528351 , 0.540856 , 0.540176 , 0.524475 , 0.539428 , 0.586021 , 0.517198 , 0.524917 , 0.500927 , 0.496303 , 0.448112 , 0.487165 , 0.45311 , 0.420289 
 1022 , 0.994587 , 0.986285 , 1.011625 , 1.004155 , 1.003348 , 0.48795 , 0.445512 , 0.420928 , 0.528739 , 0.511047 , 0.471753 , 0.519366 , 0.365183 , 0.446252 , 0.481407 , 0.410892 , 0.423274 , 0.335211 , 0.352742 , 0.394109 , 0.380921 , 0.424412 , 0.453245 , 0.446829 , 0.469773 , 0.428721 , 0.452081 , 0.447229 , 0.368336 , 0.399055 , 0.48201 , 0.38709 , 0.494978 , 0.449744 , 0.384524 , 0.494425 , 0.528561 , 0.539872 , 0.539277 , 0.524295 , 0.53722 , 0.584927 , 0.516664 , 0.524219 , 0.50085 , 0.49491 , 0.446116 , 0.485537 , 0.451078 , 0.41888 
 1023 , 0.99617 , 0.988 , 1.010697 , 1.002316 , 1.002817 , 0.487625 , 0.4453 , 0.420444 , 0.527518 , 0.50931 , 0.470402 , 0.517071 , 0.361815 , 0.444917 , 0.481649 , 0.408908 , 0.422501 , 0.333626 , 0.350619 , 0.392239 , 0.377787 , 0.423368 , 0.451684 , 0.444951 , 0.470037 , 0.428137 , 0.450502 , 0.446711 , 0.367451 , 0.398317 , 0.480076 , 0.385974 , 0.494442 , 0.449737 , 0.385242 , 0.493099 , 0.528513 , 0.539623 , 0.537855 , 0.524433 , 0.535229 , 0.584566 , 0.515651 , 0.524917 , 0.501889 , 0.493499 , 0.444467 , 0.484641 , 0.449669 , 0.416891 
 1024 , 0.996214 , 0.993001 , 1.008777 , 1.000365 , 1.001643 , 0.487697 , 0.443822 , 0.421705 , 0.526688 , 0.507699 , 0.469492 , 0.514969 , 0.358296 , 0.443643 , 0.483103 , 0.40766 , 0.421875 , 0.33231 , 0.347617 , 0.390674 , 0.374881 , 0.423785 , 0.449719 , 0.442876 , 0.471648 , 0.428907 , 0.448876 , 0.445611 , 0.367023 , 0.397517 , 0.478841 , 0.384665 , 0.494268 , 0.450179 , 0.385901 , 0.492052 , 0.52829 , 0.539967 , 0.535807 , 0.524813 , 0.53389 , 0.58529 , 0.51427 , 0.527958 , 0.503174 , 0.492222 , 0.444214 , 0.484867 , 0.44879 , 0.414094 
 1025 , 0.995144 , 0.997963 , 1.00784 , 0.998997 , 1.000056 , 0.487567 , 0.44232 , 0.422918 , 0.525458 , 0.505799 , 0.46784 , 0.512506 , 0.354791 , 0.442021 , 0.484124 , 0.405737 , 0.421098 , 0.330997 , 0.344641 , 0.389393 , 0.372357 , 0.424481 , 0.448002 , 0.4408 , 0.472343 , 0.429214 , 0.447139 , 0.444721 , 0.366145 , 0.396347 , 0.477793 , 0.383506 , 0.494112 , 0.450582 , 0.38571 , 0.491463 , 0.527244 , 0.53976 , 0.533635 , 0.524527 , 0.533019 , 0.585896 , 0.513352 , 0.53055 , 0.504253 , 0.491438 , 0.444277 , 0.484739 , 0.447754 , 0.411734 
 1026 , 0.992086 , 1.002094 , 1.00854 , 0.999235 , 0.998045 , 0.487054 , 0.440843 , 0.423789 , 0.523515 , 0.503457 , 0.464676 , 0.509407 , 0.351501 , 0.439875 , 0.483964 , 0.402533 , 0.42004 , 0.329645 , 0.34199 , 0.38881 , 0.370755 , 0.425347 , 0.446784 , 0.438934 , 0.471063 , 0.428481 , 0.445277 , 0.444301 , 0.364343 , 0.394494 , 0.477098 , 0.382646 , 0.49374 , 0.450782 , 0.383861 , 0.491977 , 0.524482 , 0.538377 , 0.531297 , 0.52289 , 0.533223 , 0.586009 , 0.513131 , 0.531502 , 0.504621 , 0.491583 , 0.444815 , 0.483775 , 0.446424 , 0.410357 
 1027 , 0.990855 , 1.002222 , 1.00501 , 1.002977 , 0.998936 , 0.486579 , 0.439046 , 0.423184 , 0.521811 , 0.501428 , 0.460346 , 0.505726 , 0.348063 , 0.438214 , 0.481818 , 0.398787 , 0.418698 , 0.327191 , 0.340325 , 0.388759 , 0.369226 , 0.422652 , 0.444759 , 0.437948 , 0.469045 , 0.42683 , 0.443472 , 0.443652 , 0.361943 , 0.392345 , 0.475384 , 0.381021 , 0.490757 , 0.449966 , 0.382505 , 0.493536 , 0.520833 , 0.535957 , 0.528408 , 0.521047 , 0.533924 , 0.583945 , 0.509972 , 0.527361 , 0.502827 , 0.490937 , 0.443841 , 0.481603 , 0.444665 , 0.408952 
 1028 , 0.989686 , 1.0024 , 1.00124 , 1.006715 , 0.999959 , 0.486062 , 0.436918 , 0.422407 , 0.520069 , 0.499257 , 0.456062 , 0.502137 , 0.3445 , 0.436316 , 0.479477 , 0.395046 , 0.417121 , 0.324583 , 0.338629 , 0.388607 , 0.367701 , 0.419734 , 0.442634 , 0.436969 , 0.466961 , 0.425098 , 0.441706 , 0.442961 , 0.359449 , 0.390112 , 0.473546 , 0.379255 , 0.487601 , 0.449124 , 0.381034 , 0.495174 , 0.517077 , 0.53341 , 0.525441 , 0.519209 , 0.534605 , 0.581841 , 0.506667 , 0.523163 , 0.500848 , 0.490188 , 0.442755 , 0.479392 , 0.442875 , 0.407476 
 1029 , 0.991033 , 1.003192 , 0.996605 , 1.006571 , 1.002599 , 0.485473 , 0.43113 , 0.419616 , 0.519507 , 0.496978 , 0.456797 , 0.503556 , 0.342305 , 0.432187 , 0.475912 , 0.395342 , 0.413115 , 0.321694 , 0.338014 , 0.387044 , 0.368084 , 0.415506 , 0.44058 , 0.437192 , 0.46604 , 0.423726 , 0.442385 , 0.442342 , 0.357886 , 0.388816 , 0.471363 , 0.376906 , 0.484313 , 0.448723 , 0.379443 , 0.496377 , 0.515242 , 0.531218 , 0.523901 , 0.519335 , 0.534452 , 0.581228 , 0.503556 , 0.521493 , 0.497537 , 0.48844 , 0.440631 , 0.478715 , 0.442506 , 0.406073 
 1030 , 0.992802 , 1.001123 , 0.998105 , 1.005684 , 1.002287 , 0.485119 , 0.424952 , 0.417304 , 0.518625 , 0.494629 , 0.457303 , 0.506045 , 0.341859 , 0.428858 , 0.472866 , 0.394394 , 0.40832 , 0.319932 , 0.335978 , 0.384996 , 0.368157 , 0.412795 , 0.440515 , 0.43736 , 0.465011 , 0.422434 , 0.442973 , 0.442542 , 0.356137 , 0.38766 , 0.470219 , 0.374839 , 0.484032 , 0.449026 , 0.376408 , 0.493767 , 0.514288 , 0.529895 , 0.524781 , 0.518798 , 0.534068 , 0.58168 , 0.50226 , 0.521884 , 0.495112 , 0.486878 , 0.438084 , 0.479695 , 0.443731 , 0.404733 
 1031 , 0.994772 , 0.99819 , 1.001374 , 1.004532 , 1.001132 , 0.484804 , 0.418366 , 0.414992 , 0.517617 , 0.492151 , 0.457781 , 0.508972 , 0.341873 , 0.425548 , 0.469791 , 0.393065 , 0.403068 , 0.318363 , 0.333454 , 0.382698 , 0.368144 , 0.410362 , 0.440985 , 0.437515 , 0.46389 , 0.421101 , 0.443564 , 0.442976 , 0.354239 , 0.386471 , 0.469298 , 0.372739 , 0.484562 , 0.449543 , 0.372851 , 0.490031 , 0.513515 , 0.528727 , 0.526365 , 0.518067 , 0.533608 , 0.582437 , 0.501401 , 0.522869 , 0.492791 , 0.485298 , 0.435292 , 0.481196 , 0.445476 , 0.403336 
 1032 , 0.995939 , 0.990751 , 1.007572 , 1.005952 , 0.999785 , 0.482573 , 0.41418 , 0.411538 , 0.513643 , 0.490949 , 0.457861 , 0.509789 , 0.340468 , 0.423976 , 0.467303 , 0.390802 , 0.399351 , 0.315704 , 0.328073 , 0.380382 , 0.364557 , 0.407043 , 0.439602 , 0.436103 , 0.462071 , 0.419282 , 0.441543 , 0.441023 , 0.352136 , 0.383881 , 0.467398 , 0.369399 , 0.484055 , 0.447268 , 0.368368 , 0.485181 , 0.511859 , 0.52713 , 0.527233 , 0.517428 , 0.532777 , 0.58182 , 0.500547 , 0.521162 , 0.489641 , 0.483076 , 0.432439 , 0.481127 , 0.445899 , 0.399377 
 1033 , 0.995873 , 0.986489 , 1.012257 , 1.006775 , 0.998605 , 0.479546 , 0.411298 , 0.407508 , 0.509823 , 0.491861 , 0.457534 , 0.509329 , 0.337257 , 0.42148 , 0.464654 , 0.389893 , 0.396901 , 0.311897 , 0.32279 , 0.377673 , 0.360223 , 0.403432 , 0.436649 , 0.433562 , 0.458921 , 0.416424 , 0.438497 , 0.437525 , 0.349547 , 0.379911 , 0.463579 , 0.365531 , 0.48102 , 0.443787 , 0.363562 , 0.481957 , 0.509216 , 0.52494 , 0.526007 , 0.517108 , 0.532139 , 0.579901 , 0.500161 , 0.519493 , 0.486909 , 0.48089 , 0.430266 , 0.478488 , 0.444516 , 0.39462 
 1034 , 0.994816 , 0.986878 , 1.014492 , 1.006171 , 0.997642 , 0.47625 , 0.408911 , 0.40319 , 0.507037 , 0.494604 , 0.45694 , 0.508255 , 0.332573 , 0.417449 , 0.4616 , 0.390705 , 0.395217 , 0.307203 , 0.318384 , 0.374498 , 0.356179 , 0.399738 , 0.432638 , 0.430317 , 0.454583 , 0.412615 , 0.435186 , 0.433151 , 0.346493 , 0.374916 , 0.458061 , 0.36143 , 0.475694 , 0.43989 , 0.358622 , 0.480676 , 0.505794 , 0.522253 , 0.522844 , 0.517106 , 0.531808 , 0.57708 , 0.500273 , 0.518705 , 0.48484 , 0.478893 , 0.428752 , 0.473703 , 0.441663 , 0.389775 
 1035 , 0.993209 , 0.988303 , 1.015649 , 1.005594 , 0.997245 , 0.474538 , 0.40694 , 0.39872 , 0.505537 , 0.496761 , 0.454603 , 0.505363 , 0.330191 , 0.413741 , 0.458413 , 0.390301 , 0.394406 , 0.30268 , 0.315118 , 0.371383 , 0.353101 , 0.396433 , 0.428597 , 0.426379 , 0.450376 , 0.408088 , 0.431928 , 0.429154 , 0.34356 , 0.370061 , 0.452629 , 0.357711 , 0.470877 , 0.436181 , 0.35424 , 0.478513 , 0.501788 , 0.518436 , 0.518662 , 0.515278 , 0.531674 , 0.57384 , 0.499092 , 0.518279 , 0.48201 , 0.476991 , 0.428006 , 0.468902 , 0.438756 , 0.3863 
 1036 , 0.990868 , 0.98959 , 1.016019 , 1.005425 , 0.998098 , 0.474654 , 0.40578 , 0.39436 , 0.505411 , 0.497433 , 0.451042 , 0.500874 , 0.330666 , 0.411559 , 0.45523 , 0.388173 , 0.394656 , 0.298814 , 0.313084 , 0.369088 , 0.350794 , 0.393535 , 0.424578 , 0.422223 , 0.447061 , 0.403294 , 0.428793 , 0.425795 , 0.341477 , 0.365985 , 0.447913 , 0.354852 , 0.46758 , 0.43306 , 0.350907 , 0.475376 , 0.497928 , 0.513954 , 0.51411 , 0.511694 , 0.531353 , 0.570322 , 0.496225 , 0.517899 , 0.478235 , 0.475306 , 0.428107 , 0.465068 , 0.436232 , 0.38454 
 1037 , 0.987961 , 0.985684 , 1.018302 , 1.006662 , 1.001391 , 0.474648 , 0.405764 , 0.390607 , 0.504666 , 0.495137 , 0.450197 , 0.497868 , 0.332072 , 0.413653 , 0.452353 , 0.384629 , 0.395031 , 0.296278 , 0.310396 , 0.369481 , 0.346845 , 0.390075 , 0.420468 , 0.419883 , 0.446227 , 0.400188 , 0.42566 , 0.422893 , 0.342011 , 0.363966 , 0.445119 , 0.35332 , 0.467754 , 0.431105 , 0.348861 , 0.471995 , 0.496821 , 0.511525 , 0.512188 , 0.509134 , 0.529492 , 0.567215 , 0.492362 , 0.516036 , 0.473784 , 0.473941 , 0.428024 , 0.464665 , 0.435241 , 0.382963 
 1038 , 0.985441 , 0.981954 , 1.01963 , 1.007355 , 1.00562 , 0.47397 , 0.405784 , 0.38734 , 0.504251 , 0.492896 , 0.449393 , 0.49506 , 0.332061 , 0.415747 , 0.449839 , 0.381487 , 0.395042 , 0.29364 , 0.307887 , 0.369694 , 0.342865 , 0.386508 , 0.416194 , 0.417096 , 0.445248 , 0.397522 , 0.422563 , 0.420031 , 0.342199 , 0.361668 , 0.442383 , 0.351819 , 0.468064 , 0.429161 , 0.347035 , 0.468888 , 0.496006 , 0.509517 , 0.510209 , 0.506284 , 0.526805 , 0.563955 , 0.488489 , 0.513968 , 0.469379 , 0.472717 , 0.4274 , 0.464446 , 0.434278 , 0.381566 
 1039 , 0.985126 , 0.979798 , 1.016434 , 1.005514 , 1.013128 , 0.470438 , 0.406 , 0.387097 , 0.505448 , 0.491363 , 0.44902 , 0.49386 , 0.325755 , 0.417395 , 0.449556 , 0.380837 , 0.393428 , 0.291229 , 0.306738 , 0.369039 , 0.339453 , 0.383308 , 0.412076 , 0.412981 , 0.443903 , 0.397463 , 0.420261 , 0.418028 , 0.340851 , 0.358664 , 0.440536 , 0.350874 , 0.469004 , 0.42777 , 0.346619 , 0.467721 , 0.496752 , 0.510063 , 0.508481 , 0.502898 , 0.520983 , 0.560697 , 0.48541 , 0.511488 , 0.466209 , 0.472354 , 0.424481 , 0.465127 , 0.433757 , 0.381268 
 1040 , 0.990753 , 0.978851 , 1.010908 , 1.004357 , 1.015131 , 0.465008 , 0.403575 , 0.383826 , 0.50448 , 0.489077 , 0.446732 , 0.490982 , 0.319466 , 0.411686 , 0.449967 , 0.379409 , 0.39013 , 0.286324 , 0.303552 , 0.363451 , 0.336667 , 0.378104 , 0.408239 , 0.406229 , 0.441036 , 0.396848 , 0.417426 , 0.416597 , 0.336966 , 0.354626 , 0.437942 , 0.347714 , 0.467089 , 0.424884 , 0.346171 , 0.464885 , 0.493873 , 0.506393 , 0.504541 , 0.498308 , 0.516258 , 0.557528 , 0.482579 , 0.50701 , 0.460644 , 0.471894 , 0.419683 , 0.463457 , 0.430351 , 0.379136 
 1041 , 0.99739 , 0.977955 , 1.004755 , 1.003164 , 1.016736 , 0.459061 , 0.40073 , 0.380066 , 0.503253 , 0.486586 , 0.4441 , 0.487744 , 0.31269 , 0.405009 , 0.450466 , 0.37782 , 0.386459 , 0.280885 , 0.300001 , 0.357068 , 0.333751 , 0.372409 , 0.40416 , 0.398802 , 0.437822 , 0.396132 , 0.414355 , 0.415116 , 0.332575 , 0.350197 , 0.43509 , 0.344123 , 0.464781 , 0.42165 , 0.345679 , 0.461695 , 0.49045 , 0.502095 , 0.500132 , 0.49327 , 0.511308 , 0.554157 , 0.479583 , 0.502059 , 0.454498 , 0.471386 , 0.414426 , 0.461448 , 0.42646 , 0.376688 
 1042 , 1.00091 , 0.977347 , 1.004222 , 1.008849 , 1.008673 , 0.455294 , 0.397843 , 0.378246 , 0.500071 , 0.481648 , 0.438708 , 0.482955 , 0.306329 , 0.398788 , 0.447478 , 0.369352 , 0.385046 , 0.277113 , 0.29664 , 0.351141 , 0.330157 , 0.367665 , 0.401862 , 0.392942 , 0.434601 , 0.396713 , 0.41095 , 0.412592 , 0.329026 , 0.349348 , 0.43302 , 0.341682 , 0.459453 , 0.418722 , 0.344464 , 0.460381 , 0.487909 , 0.496865 , 0.497509 , 0.492263 , 0.50779 , 0.551577 , 0.477108 , 0.496194 , 0.450383 , 0.470573 , 0.409943 , 0.458871 , 0.421318 , 0.372258 
 1043 , 1.00049 , 0.976502 , 1.004018 , 1.014089 , 1.004902 , 0.452296 , 0.395893 , 0.378157 , 0.49723 , 0.47646 , 0.432676 , 0.477362 , 0.298518 , 0.394894 , 0.443639 , 0.359668 , 0.38325 , 0.274716 , 0.295486 , 0.346317 , 0.326706 , 0.364682 , 0.400606 , 0.388413 , 0.431791 , 0.395911 , 0.408599 , 0.409572 , 0.324743 , 0.34866 , 0.432127 , 0.33996 , 0.45532 , 0.414461 , 0.342772 , 0.460315 , 0.487026 , 0.492446 , 0.495974 , 0.490758 , 0.504524 , 0.548822 , 0.474701 , 0.490687 , 0.448785 , 0.469122 , 0.406919 , 0.456319 , 0.41707 , 0.368387 
 1044 , 0.997694 , 0.975462 , 1.00368 , 1.018774 , 1.00439 , 0.449545 , 0.394473 , 0.379052 , 0.494639 , 0.471112 , 0.426212 , 0.471201 , 0.28951 , 0.392301 , 0.439346 , 0.349326 , 0.381029 , 0.272971 , 0.2957 , 0.341992 , 0.323253 , 0.362672 , 0.399865 , 0.384461 , 0.429157 , 0.394128 , 0.406862 , 0.406197 , 0.319812 , 0.347818 , 0.431915 , 0.33856 , 0.452001 , 0.409203 , 0.340759 , 0.460931 , 0.487128 , 0.48844 , 0.494976 , 0.488635 , 0.501211 , 0.545817 , 0.472203 , 0.485266 , 0.448613 , 0.467272 , 0.404663 , 0.453757 , 0.413318 , 0.36488 
 1045 , 0.996584 , 0.977655 , 1.001726 , 1.017575 , 1.00646 , 0.445057 , 0.387809 , 0.374879 , 0.490633 , 0.464066 , 0.422898 , 0.467482 , 0.284932 , 0.385003 , 0.433464 , 0.342746 , 0.373994 , 0.269418 , 0.294419 , 0.338357 , 0.319286 , 0.360437 , 0.398526 , 0.382464 , 0.425083 , 0.388198 , 0.403508 , 0.401349 , 0.313348 , 0.344826 , 0.431924 , 0.337171 , 0.448172 , 0.403712 , 0.337578 , 0.45896 , 0.485376 , 0.483907 , 0.491792 , 0.484535 , 0.497057 , 0.54166 , 0.468641 , 0.47881 , 0.447331 , 0.462385 , 0.401614 , 0.448898 , 0.408092 , 0.360189 
 1046 , 0.994928 , 0.981965 , 1.000211 , 1.015446 , 1.00745 , 0.439259 , 0.376514 , 0.366774 , 0.484998 , 0.456193 , 0.420527 , 0.465792 , 0.284268 , 0.375615 , 0.42597 , 0.339272 , 0.363841 , 0.264374 , 0.291489 , 0.334578 , 0.314834 , 0.357659 , 0.396486 , 0.381075 , 0.420202 , 0.381225 , 0.398996 , 0.394699 , 0.306363 , 0.340399 , 0.430981 , 0.335406 , 0.443899 , 0.398406 , 0.333389 , 0.454846 , 0.48159 , 0.479398 , 0.486152 , 0.487922 , 0.491506 , 0.536568 , 0.463943 , 0.472 , 0.445088 , 0.455594 , 0.398195 , 0.442675 , 0.402175 , 0.354991 
 1047 , 0.989896 , 0.986519 , 1.001743 , 1.019125 , 1.002717 , 0.432924 , 0.362442 , 0.35704 , 0.477772 , 0.448622 , 0.415946 , 0.465048 , 0.2859 , 0.367757 , 0.41706 , 0.337142 , 0.353287 , 0.258495 , 0.287049 , 0.329521 , 0.309991 , 0.353997 , 0.393706 , 0.378333 , 0.415411 , 0.377237 , 0.394092 , 0.386129 , 0.30009 , 0.335747 , 0.427785 , 0.332792 , 0.439282 , 0.39368 , 0.328583 , 0.449692 , 0.476001 , 0.475492 , 0.478246 , 0.511097 , 0.48406 , 0.530978 , 0.458216 , 0.465661 , 0.442255 , 0.448692 , 0.394943 , 0.436485 , 0.396591 , 0.350095 
 1048 , 0.982275 , 0.989146 , 1.004556 , 1.02468 , 0.999343 , 0.425067 , 0.350698 , 0.348734 , 0.470135 , 0.443768 , 0.411194 , 0.464783 , 0.287121 , 0.361935 , 0.410539 , 0.335524 , 0.343408 , 0.253464 , 0.282362 , 0.324078 , 0.30618 , 0.350454 , 0.389812 , 0.374987 , 0.411927 , 0.372621 , 0.389384 , 0.378532 , 0.295441 , 0.331613 , 0.423976 , 0.329657 , 0.436234 , 0.389122 , 0.323807 , 0.443463 , 0.470284 , 0.473174 , 0.47086 , 0.539798 , 0.477347 , 0.526353 , 0.453591 , 0.459789 , 0.440215 , 0.44259 , 0.391515 , 0.431388 , 0.391654 , 0.346071 
 1049 , 0.970101 , 0.987424 , 1.009963 , 1.033248 , 0.999263 , 0.414685 , 0.344645 , 0.344132 , 0.462308 , 0.445194 , 0.406532 , 0.465646 , 0.287174 , 0.360977 , 0.409696 , 0.335084 , 0.335658 , 0.250563 , 0.277456 , 0.318334 , 0.304914 , 0.347522 , 0.383759 , 0.370651 , 0.41153 , 0.366888 , 0.385367 , 0.373537 , 0.294623 , 0.328852 , 0.419266 , 0.325653 , 0.436736 , 0.385367 , 0.319543 , 0.43538 , 0.464716 , 0.474425 , 0.46522 , 0.5732 , 0.472765 , 0.524169 , 0.451791 , 0.455372 , 0.439926 , 0.438631 , 0.387827 , 0.42894 , 0.388418 , 0.344115 
 1050 , 0.968361 , 0.984283 , 1.016215 , 1.028046 , 1.003096 , 0.409961 , 0.34144 , 0.343399 , 0.459287 , 0.450442 , 0.406836 , 0.468645 , 0.283931 , 0.357171 , 0.4136 , 0.332961 , 0.330488 , 0.247176 , 0.272118 , 0.316116 , 0.304415 , 0.34662 , 0.377368 , 0.368653 , 0.410919 , 0.357658 , 0.379448 , 0.371082 , 0.293342 , 0.325848 , 0.417831 , 0.322819 , 0.434964 , 0.384341 , 0.317439 , 0.426937 , 0.459174 , 0.47534 , 0.464676 , 0.532535 , 0.471483 , 0.523299 , 0.453733 , 0.451774 , 0.436356 , 0.434816 , 0.381546 , 0.425292 , 0.382774 , 0.339499 
 1051 , 0.967022 , 0.98053 , 1.022909 , 1.022639 , 1.006899 , 0.405423 , 0.338139 , 0.342429 , 0.456226 , 0.455947 , 0.407263 , 0.471634 , 0.280621 , 0.353268 , 0.417587 , 0.330552 , 0.325207 , 0.243473 , 0.266425 , 0.313897 , 0.30393 , 0.345551 , 0.370656 , 0.366305 , 0.410106 , 0.348228 , 0.373254 , 0.368615 , 0.291826 , 0.322652 , 0.416079 , 0.319792 , 0.433057 , 0.383126 , 0.315126 , 0.418163 , 0.453235 , 0.476204 , 0.464327 , 0.494272 , 0.470065 , 0.522159 , 0.455624 , 0.447959 , 0.432455 , 0.430929 , 0.374972 , 0.421485 , 0.376899 , 0.334555 
 1052 , 0.975337 , 0.970427 , 1.028927 , 1.019351 , 1.005958 , 0.412128 , 0.337649 , 0.338907 , 0.456842 , 0.458589 , 0.409629 , 0.470575 , 0.279796 , 0.35279 , 0.417475 , 0.326047 , 0.325086 , 0.2389 , 0.261248 , 0.314812 , 0.304485 , 0.343214 , 0.366637 , 0.361133 , 0.406799 , 0.345914 , 0.369197 , 0.369214 , 0.288026 , 0.31994 , 0.411403 , 0.316987 , 0.430807 , 0.380283 , 0.312331 , 0.41398 , 0.447144 , 0.475101 , 0.468304 , 0.459873 , 0.468234 , 0.517875 , 0.454168 , 0.445729 , 0.427085 , 0.430379 , 0.369896 , 0.41917 , 0.373591 , 0.328886 
 1053 , 0.973672 , 0.96516 , 1.023349 , 1.032291 , 1.005528 , 0.415199 , 0.338934 , 0.331719 , 0.455488 , 0.458591 , 0.413411 , 0.466604 , 0.278745 , 0.351583 , 0.412867 , 0.321586 , 0.32411 , 0.233626 , 0.256488 , 0.313924 , 0.304316 , 0.339205 , 0.362313 , 0.353056 , 0.401042 , 0.344921 , 0.366573 , 0.368467 , 0.284137 , 0.316887 , 0.403496 , 0.313109 , 0.428962 , 0.374235 , 0.305395 , 0.410798 , 0.442225 , 0.474221 , 0.468523 , 0.449229 , 0.465596 , 0.5126 , 0.44979 , 0.441708 , 0.423667 , 0.430575 , 0.367643 , 0.417925 , 0.370299 , 0.324058 
 1054 , 0.968108 , 0.961182 , 1.013179 , 1.052432 , 1.005099 , 0.416972 , 0.34093 , 0.322738 , 0.453241 , 0.457536 , 0.417931 , 0.461268 , 0.277509 , 0.349986 , 0.406278 , 0.316806 , 0.322703 , 0.227765 , 0.251528 , 0.312265 , 0.303815 , 0.334276 , 0.357546 , 0.343429 , 0.394018 , 0.344318 , 0.364271 , 0.367122 , 0.27992 , 0.313497 , 0.39393 , 0.308568 , 0.427102 , 0.366656 , 0.296616 , 0.407704 , 0.437355 , 0.47329 , 0.46727 , 0.445813 , 0.462421 , 0.506603 , 0.444 , 0.436704 , 0.420686 , 0.430992 , 0.366216 , 0.416937 , 0.366761 , 0.319209 
