  time  ,:06:06 P,:06:19 P,:06:21 P,:06:22 P,:06:34 P,:07:33 P,:07:42 P,:07:50 P,:07:58 P,:08:11 P,:08:52 P,:09:17 P,:09:26 P,:09:32 P,:09:42 P,:10:27 P,:10:37 P,:10:45 P,:10:53 P,:11:00 P,:11:37 P,:11:44 P,:11:54 P,:12:05 P,:12:20 P,:13:08 P,:13:17 P,:13:25 P,:13:39 P,:13:49 P,:14:35 P,:14:43 P,:14:52 P,:15:05 P,:15:12 P,:15:50 P,:15:57 P,:16:05 P,:16:13 P,:16:20 P,:17:24 P,:17:37 P,:17:44 P,:17:52 P,:18:01 P,:18:58 P,:19:28 P,:19:35 P,:19:46 P,:19:52 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 349 , 1.114667 , 1.031664 , 0.989379 , 0.956763 , 0.907527 , 0.013216 , 0.013064 , 0.008241 , 0.009413 , 0.007644 , 0.009825 , 0.015277 , 0.016645 , 0.00837 , 0.008604 , 0.01492 , 0.015267 , 0.010992 , 0.01481 , 0.008412 , 0.013249 , 0.009866 , 0.019773 , 0.01317 , 0.015013 , 0.019518 , 0.012406 , 0.010434 , 0.007988 , 0.013814 , 0.019813 , 0.009996 , 0.014792 , 0.018577 , 0.009833 , 0.005635 , 0.010752 , 0.01386 , 0.010605 , 0.012378 , 0.007868 , 0.00809 , 0.010428 , 0.007783 , 0.009765 , 0.008404 , 0.007837 , 0.012731 , 0.023116 , 0.024952 
 350 , 1.036673 , 1.031372 , 0.99859 , 1.041531 , 0.891834 , 0.013433 , 0.014385 , 0.008422 , 0.010195 , 0.008339 , 0.010051 , 0.016065 , 0.016553 , 0.008753 , 0.009024 , 0.0156 , 0.015023 , 0.011864 , 0.015291 , 0.00923 , 0.013456 , 0.010313 , 0.020345 , 0.013817 , 0.015537 , 0.019143 , 0.01278 , 0.011063 , 0.008471 , 0.014215 , 0.019821 , 0.010275 , 0.01505 , 0.018921 , 0.010026 , 0.006005 , 0.011228 , 0.015007 , 0.011124 , 0.012776 , 0.008361 , 0.008387 , 0.010871 , 0.008295 , 0.010084 , 0.008753 , 0.008073 , 0.012926 , 0.023812 , 0.026566 
 351 , 0.971601 , 1.026426 , 1.002337 , 1.125275 , 0.874361 , 0.013569 , 0.015601 , 0.008541 , 0.010929 , 0.00896 , 0.010207 , 0.016723 , 0.016397 , 0.009037 , 0.009335 , 0.016154 , 0.014757 , 0.012629 , 0.015661 , 0.009974 , 0.013576 , 0.010679 , 0.02078 , 0.014343 , 0.015946 , 0.018745 , 0.013068 , 0.011599 , 0.008868 , 0.014513 , 0.019739 , 0.01048 , 0.01521 , 0.019139 , 0.010152 , 0.006309 , 0.011627 , 0.016046 , 0.011547 , 0.013087 , 0.008783 , 0.008615 , 0.011231 , 0.008709 , 0.010322 , 0.009033 , 0.008246 , 0.013039 , 0.024338 , 0.027956 
 352 , 0.933814 , 1.015652 , 1.02182 , 1.15798 , 0.870734 , 0.013816 , 0.016023 , 0.008859 , 0.011589 , 0.009497 , 0.010474 , 0.017252 , 0.016639 , 0.009369 , 0.009527 , 0.016697 , 0.0149 , 0.013087 , 0.015963 , 0.010487 , 0.013898 , 0.010844 , 0.021264 , 0.014929 , 0.016444 , 0.01878 , 0.013587 , 0.01207 , 0.009257 , 0.015067 , 0.01976 , 0.010774 , 0.015585 , 0.019582 , 0.010436 , 0.006602 , 0.012071 , 0.016793 , 0.011958 , 0.013489 , 0.009158 , 0.008938 , 0.011549 , 0.009037 , 0.01049 , 0.009333 , 0.008522 , 0.013296 , 0.024952 , 0.028893 
 353 , 0.933044 , 0.999089 , 1.077013 , 1.09706 , 0.893795 , 0.014363 , 0.0151 , 0.009641 , 0.012139 , 0.009937 , 0.011026 , 0.017657 , 0.017716 , 0.009893 , 0.009584 , 0.017331 , 0.01584 , 0.013061 , 0.016241 , 0.010631 , 0.014697 , 0.010738 , 0.021974 , 0.015754 , 0.017226 , 0.019643 , 0.014669 , 0.0125 , 0.009718 , 0.01625 , 0.020054 , 0.011312 , 0.016471 , 0.020572 , 0.011099 , 0.006945 , 0.012678 , 0.01706 , 0.012436 , 0.014152 , 0.009503 , 0.009517 , 0.011881 , 0.009287 , 0.010613 , 0.009742 , 0.009064 , 0.013905 , 0.025886 , 0.029168 
 354 , 0.930245 , 0.982889 , 1.12742 , 1.046707 , 0.912739 , 0.014838 , 0.014321 , 0.01038 , 0.012622 , 0.01033 , 0.011518 , 0.017991 , 0.018704 , 0.01037 , 0.009612 , 0.01788 , 0.016694 , 0.013015 , 0.016462 , 0.010748 , 0.015424 , 0.010645 , 0.022581 , 0.016504 , 0.017921 , 0.020408 , 0.015695 , 0.012869 , 0.010128 , 0.017378 , 0.020281 , 0.011794 , 0.017283 , 0.021464 , 0.011709 , 0.007251 , 0.013217 , 0.017264 , 0.012852 , 0.014741 , 0.009801 , 0.010046 , 0.012163 , 0.009494 , 0.010713 , 0.010102 , 0.009562 , 0.014444 , 0.026694 , 0.029356 
 355 , 0.926159 , 0.967351 , 1.17378 , 1.004262 , 0.928449 , 0.015254 , 0.013655 , 0.011077 , 0.01305 , 0.010682 , 0.011959 , 0.01827 , 0.019612 , 0.010807 , 0.009619 , 0.018361 , 0.017474 , 0.012959 , 0.016639 , 0.010846 , 0.01609 , 0.010563 , 0.023106 , 0.017189 , 0.018541 , 0.021089 , 0.016671 , 0.013189 , 0.010497 , 0.018456 , 0.020456 , 0.012227 , 0.018032 , 0.022273 , 0.012274 , 0.007525 , 0.013698 , 0.01742 , 0.013218 , 0.015266 , 0.010062 , 0.01053 , 0.012406 , 0.009668 , 0.010794 , 0.01042 , 0.010023 , 0.014922 , 0.027399 , 0.029481 
 356 , 0.928801 , 0.987165 , 1.127539 , 0.988857 , 0.967637 , 0.015319 , 0.014385 , 0.011489 , 0.013315 , 0.010985 , 0.012369 , 0.018504 , 0.019936 , 0.011078 , 0.010217 , 0.018485 , 0.017017 , 0.013553 , 0.016674 , 0.010908 , 0.016198 , 0.011047 , 0.023618 , 0.016865 , 0.018532 , 0.021106 , 0.016615 , 0.013267 , 0.010703 , 0.018232 , 0.020765 , 0.012436 , 0.018322 , 0.022531 , 0.012675 , 0.007894 , 0.013676 , 0.017388 , 0.01331 , 0.015447 , 0.010267 , 0.010641 , 0.012665 , 0.009814 , 0.011319 , 0.010568 , 0.010094 , 0.01505 , 0.027132 , 0.029883 
 357 , 0.930123 , 1.006807 , 1.081434 , 0.974239 , 1.007398 , 0.01534 , 0.015141 , 0.011848 , 0.013535 , 0.011246 , 0.012746 , 0.018693 , 0.020187 , 0.011311 , 0.010834 , 0.018555 , 0.016519 , 0.014143 , 0.016674 , 0.010947 , 0.016248 , 0.011537 , 0.02407 , 0.016499 , 0.018465 , 0.021056 , 0.016489 , 0.013307 , 0.010877 , 0.017938 , 0.021033 , 0.0126 , 0.018549 , 0.022713 , 0.01303 , 0.00824 , 0.013611 , 0.017323 , 0.013362 , 0.015577 , 0.010445 , 0.01071 , 0.012894 , 0.009929 , 0.011846 , 0.010684 , 0.010127 , 0.01513 , 0.0268 , 0.03023 
 358 , 0.929968 , 1.024585 , 1.039576 , 0.959347 , 1.046523 , 0.015336 , 0.015851 , 0.012171 , 0.013722 , 0.011468 , 0.013091 , 0.018843 , 0.020396 , 0.011515 , 0.011439 , 0.018591 , 0.016044 , 0.014693 , 0.01665 , 0.010968 , 0.01627 , 0.012004 , 0.024465 , 0.016144 , 0.018374 , 0.02098 , 0.016351 , 0.013324 , 0.011027 , 0.017643 , 0.021255 , 0.012732 , 0.018737 , 0.022851 , 0.013348 , 0.008557 , 0.013531 , 0.017239 , 0.013391 , 0.015677 , 0.010599 , 0.010757 , 0.013095 , 0.010018 , 0.012352 , 0.010779 , 0.010142 , 0.015183 , 0.026458 , 0.030512 
 359 , 0.9456 , 1.018734 , 1.028397 , 0.969308 , 1.03796 , 0.01556 , 0.016263 , 0.012197 , 0.013798 , 0.011692 , 0.01316 , 0.019192 , 0.020563 , 0.011953 , 0.011621 , 0.01861 , 0.016132 , 0.014805 , 0.016878 , 0.011094 , 0.016341 , 0.012347 , 0.024754 , 0.016498 , 0.018564 , 0.021194 , 0.016608 , 0.013553 , 0.011246 , 0.017837 , 0.021512 , 0.012822 , 0.018908 , 0.022782 , 0.013507 , 0.008772 , 0.013664 , 0.017223 , 0.013584 , 0.015892 , 0.010847 , 0.010936 , 0.013164 , 0.010198 , 0.012656 , 0.010845 , 0.010281 , 0.015475 , 0.026717 , 0.030605 
 360 , 0.971813 , 0.997241 , 1.036559 , 0.996018 , 0.998369 , 0.015928 , 0.016444 , 0.012007 , 0.013788 , 0.011909 , 0.013028 , 0.019666 , 0.02069 , 0.012555 , 0.011496 , 0.018609 , 0.016588 , 0.014608 , 0.017272 , 0.011284 , 0.01644 , 0.01258 , 0.02495 , 0.017354 , 0.018935 , 0.021596 , 0.017129 , 0.013923 , 0.011502 , 0.018354 , 0.021775 , 0.012876 , 0.019052 , 0.022575 , 0.013548 , 0.008907 , 0.013936 , 0.017246 , 0.01388 , 0.016176 , 0.01115 , 0.011197 , 0.013138 , 0.010434 , 0.012797 , 0.010886 , 0.0105 , 0.015927 , 0.027374 , 0.030556 
 361 , 0.995765 , 0.97727 , 1.042846 , 1.020407 , 0.963712 , 0.016254 , 0.016594 , 0.011809 , 0.013761 , 0.012098 , 0.01289 , 0.020091 , 0.020787 , 0.013126 , 0.011378 , 0.018584 , 0.016997 , 0.014416 , 0.017626 , 0.011447 , 0.016514 , 0.012783 , 0.025101 , 0.018176 , 0.019259 , 0.021947 , 0.017603 , 0.014259 , 0.011727 , 0.018822 , 0.021994 , 0.012911 , 0.019164 , 0.02237 , 0.013573 , 0.009022 , 0.014173 , 0.017248 , 0.014141 , 0.016423 , 0.011421 , 0.011429 , 0.013103 , 0.010643 , 0.012913 , 0.010911 , 0.010694 , 0.016341 , 0.027962 , 0.03048 
 362 , 1.014488 , 0.96244 , 1.046762 , 1.034738 , 0.941572 , 0.016513 , 0.016779 , 0.011801 , 0.013824 , 0.012345 , 0.012952 , 0.020584 , 0.021012 , 0.013636 , 0.011442 , 0.018767 , 0.017421 , 0.01443 , 0.018077 , 0.011687 , 0.01672 , 0.013071 , 0.025408 , 0.018943 , 0.019641 , 0.022406 , 0.018108 , 0.014585 , 0.011983 , 0.019308 , 0.022348 , 0.013054 , 0.019447 , 0.02231 , 0.013687 , 0.009193 , 0.014495 , 0.017408 , 0.014474 , 0.016678 , 0.011702 , 0.011718 , 0.013192 , 0.010861 , 0.013126 , 0.011033 , 0.010953 , 0.016801 , 0.028545 , 0.030528 
 363 , 1.018074 , 0.963774 , 1.04629 , 1.015944 , 0.955919 , 0.016621 , 0.017195 , 0.012555 , 0.014281 , 0.012909 , 0.013837 , 0.021491 , 0.021842 , 0.013985 , 0.012226 , 0.019863 , 0.018058 , 0.015267 , 0.019022 , 0.012318 , 0.017524 , 0.013786 , 0.026457 , 0.019546 , 0.020382 , 0.02344 , 0.018879 , 0.014956 , 0.012463 , 0.019999 , 0.023369 , 0.013685 , 0.020522 , 0.022825 , 0.014207 , 0.009639 , 0.015247 , 0.018267 , 0.0152 , 0.017056 , 0.012107 , 0.012325 , 0.01381 , 0.01118 , 0.013795 , 0.011583 , 0.011546 , 0.017543 , 0.029285 , 0.031141 
 364 , 1.021034 , 0.964772 , 1.045667 , 0.999894 , 0.968632 , 0.016731 , 0.017574 , 0.01327 , 0.014704 , 0.013442 , 0.014691 , 0.022346 , 0.022617 , 0.014306 , 0.01298 , 0.020918 , 0.01865 , 0.016069 , 0.019917 , 0.012916 , 0.018282 , 0.014467 , 0.027439 , 0.020106 , 0.021072 , 0.024415 , 0.019602 , 0.015296 , 0.012912 , 0.020641 , 0.024334 , 0.014282 , 0.021551 , 0.023296 , 0.014692 , 0.010061 , 0.015959 , 0.01908 , 0.01589 , 0.017402 , 0.012484 , 0.012899 , 0.014391 , 0.011475 , 0.014428 , 0.012105 , 0.012109 , 0.01824 , 0.029964 , 0.0317 
 365 , 1.02351 , 0.965526 , 1.044959 , 0.986025 , 0.97998 , 0.01684 , 0.017924 , 0.013949 , 0.015098 , 0.013947 , 0.015515 , 0.023154 , 0.023342 , 0.014603 , 0.013705 , 0.021933 , 0.019202 , 0.016837 , 0.020766 , 0.013483 , 0.018999 , 0.015117 , 0.028361 , 0.020627 , 0.021717 , 0.025337 , 0.020283 , 0.01561 , 0.013333 , 0.02124 , 0.025245 , 0.014847 , 0.022536 , 0.023727 , 0.015145 , 0.010461 , 0.016635 , 0.019853 , 0.016545 , 0.017719 , 0.012835 , 0.013443 , 0.01494 , 0.01175 , 0.015026 , 0.012601 , 0.012646 , 0.018895 , 0.030592 , 0.032213 
 366 , 1.021461 , 0.970084 , 1.021454 , 1.002075 , 0.984926 , 0.017515 , 0.01852 , 0.014185 , 0.015804 , 0.014313 , 0.015961 , 0.024194 , 0.023535 , 0.014887 , 0.014055 , 0.022356 , 0.019256 , 0.017227 , 0.020783 , 0.01384 , 0.019687 , 0.015481 , 0.029159 , 0.020991 , 0.022388 , 0.026134 , 0.020783 , 0.016039 , 0.013842 , 0.021641 , 0.025569 , 0.015217 , 0.02292 , 0.024506 , 0.015696 , 0.010596 , 0.0172 , 0.020339 , 0.016776 , 0.018335 , 0.013287 , 0.013737 , 0.015438 , 0.012172 , 0.015057 , 0.013092 , 0.013034 , 0.019225 , 0.031062 , 0.033196 
 367 , 1.018295 , 0.974617 , 0.996394 , 1.022914 , 0.98778 , 0.018297 , 0.019144 , 0.014314 , 0.016564 , 0.014627 , 0.016293 , 0.025253 , 0.023593 , 0.015156 , 0.014306 , 0.022623 , 0.019187 , 0.017505 , 0.020624 , 0.014128 , 0.020336 , 0.015763 , 0.029883 , 0.021291 , 0.023031 , 0.02686 , 0.021213 , 0.016469 , 0.014349 , 0.021971 , 0.025739 , 0.015519 , 0.023143 , 0.025324 , 0.016243 , 0.01066 , 0.017713 , 0.020734 , 0.016893 , 0.018988 , 0.013742 , 0.013954 , 0.0159 , 0.01261 , 0.014967 , 0.013562 , 0.013365 , 0.019459 , 0.031455 , 0.034229 
 368 , 1.015094 , 0.978319 , 0.974715 , 1.04188 , 0.989992 , 0.019047 , 0.019737 , 0.01443 , 0.0173 , 0.014921 , 0.016594 , 0.026273 , 0.023635 , 0.015411 , 0.01454 , 0.022867 , 0.019105 , 0.017751 , 0.020474 , 0.014391 , 0.020944 , 0.016024 , 0.030552 , 0.021555 , 0.023632 , 0.027536 , 0.021612 , 0.016869 , 0.014832 , 0.022269 , 0.025888 , 0.015795 , 0.023341 , 0.026096 , 0.016762 , 0.010712 , 0.018192 , 0.021103 , 0.01699 , 0.019605 , 0.01417 , 0.014148 , 0.016332 , 0.013026 , 0.014879 , 0.014008 , 0.013668 , 0.019666 , 0.031803 , 0.035197 
 369 , 1.013933 , 0.973567 , 0.970369 , 1.05397 , 0.988161 , 0.019562 , 0.019866 , 0.014354 , 0.01756 , 0.015069 , 0.016754 , 0.026443 , 0.02377 , 0.015669 , 0.014495 , 0.023047 , 0.019113 , 0.017868 , 0.020505 , 0.014444 , 0.021248 , 0.016164 , 0.030837 , 0.021782 , 0.023939 , 0.027785 , 0.021965 , 0.017026 , 0.015063 , 0.02251 , 0.025961 , 0.016134 , 0.02348 , 0.026566 , 0.017118 , 0.010804 , 0.018334 , 0.021322 , 0.017131 , 0.01983 , 0.014486 , 0.014253 , 0.016453 , 0.013172 , 0.014966 , 0.014343 , 0.013874 , 0.019815 , 0.032065 , 0.035563 
 370 , 1.015206 , 0.959391 , 0.985314 , 1.058251 , 0.981839 , 0.019778 , 0.019442 , 0.014057 , 0.017239 , 0.015046 , 0.016753 , 0.025623 , 0.024026 , 0.01594 , 0.014119 , 0.023153 , 0.01924 , 0.017843 , 0.020752 , 0.014262 , 0.021196 , 0.016164 , 0.030682 , 0.021979 , 0.0239 , 0.027535 , 0.022277 , 0.016899 , 0.014991 , 0.022694 , 0.02595 , 0.016569 , 0.023561 , 0.02668 , 0.017283 , 0.010951 , 0.018085 , 0.021371 , 0.017333 , 0.019589 , 0.014671 , 0.014257 , 0.016208 , 0.013003 , 0.015266 , 0.014547 , 0.013971 , 0.019904 , 0.032244 , 0.035223 
 371 , 1.016208 , 0.946565 , 0.999267 , 1.061995 , 0.975965 , 0.019995 , 0.019028 , 0.013783 , 0.016957 , 0.015013 , 0.016754 , 0.024899 , 0.024272 , 0.016203 , 0.013752 , 0.023229 , 0.019373 , 0.017832 , 0.020984 , 0.014108 , 0.021162 , 0.016163 , 0.030552 , 0.022173 , 0.023863 , 0.027304 , 0.022571 , 0.016784 , 0.014921 , 0.022864 , 0.025932 , 0.016996 , 0.023642 , 0.026787 , 0.01744 , 0.011101 , 0.017859 , 0.02142 , 0.017517 , 0.019369 , 0.014851 , 0.014258 , 0.015983 , 0.012863 , 0.015565 , 0.014744 , 0.014071 , 0.019991 , 0.032417 , 0.034921 
 372 , 1.016459 , 0.936841 , 1.011767 , 1.063656 , 0.971277 , 0.020209 , 0.018657 , 0.013585 , 0.016761 , 0.014999 , 0.016803 , 0.024329 , 0.024515 , 0.016434 , 0.013453 , 0.023294 , 0.019491 , 0.017827 , 0.021195 , 0.014 , 0.021165 , 0.016178 , 0.030485 , 0.022347 , 0.023851 , 0.02714 , 0.022851 , 0.016703 , 0.014881 , 0.023041 , 0.025943 , 0.017393 , 0.023745 , 0.02691 , 0.017601 , 0.011231 , 0.017684 , 0.021471 , 0.017689 , 0.019195 , 0.015022 , 0.01426 , 0.015817 , 0.012757 , 0.015842 , 0.014949 , 0.014194 , 0.020101 , 0.03261 , 0.03472 
 373 , 1.007566 , 0.961651 , 1.01267 , 1.037948 , 0.980165 , 0.020447 , 0.018777 , 0.014258 , 0.017482 , 0.015349 , 0.017564 , 0.025 , 0.024907 , 0.01634 , 0.013988 , 0.023396 , 0.01947 , 0.017806 , 0.021272 , 0.01431 , 0.021602 , 0.016455 , 0.031131 , 0.022305 , 0.024173 , 0.027778 , 0.023103 , 0.017035 , 0.015266 , 0.023442 , 0.026472 , 0.017476 , 0.024262 , 0.027383 , 0.017918 , 0.011104 , 0.017986 , 0.021563 , 0.017899 , 0.019462 , 0.015167 , 0.0143 , 0.016323 , 0.012941 , 0.015863 , 0.01537 , 0.014695 , 0.020626 , 0.033217 , 0.035781 
 374 , 1.000165 , 0.981887 , 1.012968 , 1.017981 , 0.986998 , 0.020625 , 0.018858 , 0.01488 , 0.018125 , 0.015649 , 0.01825 , 0.025597 , 0.025205 , 0.016223 , 0.01447 , 0.023508 , 0.019392 , 0.017782 , 0.021331 , 0.014571 , 0.021966 , 0.016681 , 0.031678 , 0.022257 , 0.024446 , 0.02833 , 0.023312 , 0.017301 , 0.015607 , 0.023787 , 0.026918 , 0.017532 , 0.024677 , 0.02776 , 0.018186 , 0.010975 , 0.018244 , 0.021636 , 0.018064 , 0.019697 , 0.015263 , 0.014335 , 0.016765 , 0.013076 , 0.015857 , 0.015742 , 0.015123 , 0.021069 , 0.033714 , 0.036653 
 375 , 0.993921 , 0.998705 , 1.012935 , 1.00202 , 0.99242 , 0.02076 , 0.018911 , 0.015463 , 0.018709 , 0.015912 , 0.018881 , 0.026141 , 0.025434 , 0.016091 , 0.014913 , 0.023629 , 0.019274 , 0.017758 , 0.021379 , 0.014795 , 0.022277 , 0.016871 , 0.032156 , 0.022209 , 0.024686 , 0.028822 , 0.023492 , 0.017518 , 0.015918 , 0.024091 , 0.027305 , 0.01757 , 0.025015 , 0.028068 , 0.01842 , 0.010845 , 0.018472 , 0.021696 , 0.018198 , 0.019911 , 0.015325 , 0.014367 , 0.017159 , 0.013176 , 0.015833 , 0.016078 , 0.015495 , 0.021451 , 0.034129 , 0.03738 
 376 , 0.99053 , 0.999847 , 1.012917 , 1.001926 , 0.99478 , 0.02086 , 0.019135 , 0.015568 , 0.018886 , 0.016366 , 0.019308 , 0.026767 , 0.025546 , 0.016366 , 0.015021 , 0.023903 , 0.019678 , 0.017978 , 0.021651 , 0.014982 , 0.022552 , 0.017025 , 0.033048 , 0.022719 , 0.025085 , 0.029434 , 0.023861 , 0.017854 , 0.016291 , 0.024613 , 0.027817 , 0.017832 , 0.025754 , 0.028493 , 0.018781 , 0.01103 , 0.018724 , 0.021996 , 0.018437 , 0.020158 , 0.015781 , 0.014668 , 0.01756 , 0.013317 , 0.015621 , 0.016559 , 0.01592 , 0.021935 , 0.034663 , 0.037794 
 377 , 0.988829 , 0.996027 , 1.012959 , 1.006524 , 0.995661 , 0.020988 , 0.019431 , 0.015446 , 0.018887 , 0.016811 , 0.019533 , 0.027298 , 0.025637 , 0.016759 , 0.014994 , 0.024161 , 0.020235 , 0.018251 , 0.021947 , 0.015107 , 0.02277 , 0.017128 , 0.033918 , 0.023323 , 0.02546 , 0.029951 , 0.024222 , 0.018162 , 0.016639 , 0.025105 , 0.028223 , 0.018106 , 0.026495 , 0.028868 , 0.019114 , 0.011277 , 0.01893 , 0.022321 , 0.018669 , 0.02035 , 0.016325 , 0.015018 , 0.017882 , 0.01347 , 0.015426 , 0.01697 , 0.016272 , 0.022362 , 0.035147 , 0.038052 
 378 , 0.987591 , 0.993316 , 1.013001 , 1.00982 , 0.996272 , 0.021148 , 0.019727 , 0.015299 , 0.018881 , 0.017179 , 0.019654 , 0.027713 , 0.025748 , 0.017108 , 0.014968 , 0.024351 , 0.020734 , 0.018482 , 0.022182 , 0.015191 , 0.022949 , 0.017196 , 0.034616 , 0.023806 , 0.025755 , 0.03034 , 0.024505 , 0.0184 , 0.016943 , 0.025489 , 0.028488 , 0.018311 , 0.027086 , 0.029156 , 0.019375 , 0.011462 , 0.019085 , 0.022584 , 0.018855 , 0.020481 , 0.016803 , 0.015314 , 0.018131 , 0.013617 , 0.015303 , 0.017264 , 0.016539 , 0.022702 , 0.035543 , 0.038282 
 379 , 0.988382 , 0.99226 , 1.013424 , 1.010008 , 0.995926 , 0.021354 , 0.019947 , 0.015187 , 0.018971 , 0.017448 , 0.019803 , 0.028083 , 0.025978 , 0.017348 , 0.014916 , 0.024396 , 0.021085 , 0.018704 , 0.022384 , 0.015243 , 0.023156 , 0.017269 , 0.035209 , 0.024172 , 0.026181 , 0.030692 , 0.024876 , 0.01866 , 0.017192 , 0.025814 , 0.028751 , 0.018563 , 0.027698 , 0.029485 , 0.01963 , 0.011567 , 0.019374 , 0.022873 , 0.019041 , 0.020691 , 0.01721 , 0.015501 , 0.01839 , 0.01378 , 0.01546 , 0.017621 , 0.01686 , 0.023025 , 0.035969 , 0.038599 
 380 , 0.991838 , 0.993206 , 1.014307 , 1.006288 , 0.994361 , 0.021593 , 0.019929 , 0.015144 , 0.019176 , 0.01751 , 0.020038 , 0.028371 , 0.026366 , 0.017397 , 0.014786 , 0.0242 , 0.021124 , 0.018876 , 0.022504 , 0.015237 , 0.023375 , 0.017327 , 0.035635 , 0.024349 , 0.026823 , 0.031037 , 0.025387 , 0.018956 , 0.017291 , 0.026007 , 0.029043 , 0.018873 , 0.028346 , 0.029889 , 0.019858 , 0.011533 , 0.01989 , 0.023207 , 0.019194 , 0.021008 , 0.017467 , 0.015473 , 0.018663 , 0.013933 , 0.016029 , 0.018097 , 0.017275 , 0.023301 , 0.036401 , 0.038972 
 381 , 0.994052 , 0.993763 , 1.01482 , 1.003987 , 0.993377 , 0.021794 , 0.019809 , 0.015066 , 0.019278 , 0.017469 , 0.020181 , 0.028536 , 0.026671 , 0.017434 , 0.014628 , 0.023988 , 0.021084 , 0.018962 , 0.022539 , 0.015186 , 0.023493 , 0.01732 , 0.035916 , 0.024449 , 0.027306 , 0.031311 , 0.025756 , 0.019159 , 0.017286 , 0.026058 , 0.029212 , 0.019049 , 0.028805 , 0.030175 , 0.01998 , 0.011466 , 0.020287 , 0.02346 , 0.019253 , 0.021185 , 0.017641 , 0.015385 , 0.01884 , 0.014025 , 0.016477 , 0.018405 , 0.017563 , 0.023458 , 0.036665 , 0.039164 
 382 , 0.995628 , 0.994119 , 1.015144 , 1.002414 , 0.992695 , 0.021978 , 0.01963 , 0.014968 , 0.019324 , 0.017371 , 0.020274 , 0.028635 , 0.026935 , 0.017466 , 0.014452 , 0.023766 , 0.021 , 0.019001 , 0.022525 , 0.01511 , 0.023556 , 0.017276 , 0.036121 , 0.024506 , 0.027706 , 0.031552 , 0.026051 , 0.019312 , 0.017223 , 0.026033 , 0.029314 , 0.019153 , 0.029164 , 0.0304 , 0.020045 , 0.011379 , 0.020624 , 0.023672 , 0.019262 , 0.021287 , 0.01777 , 0.015265 , 0.018965 , 0.014084 , 0.016863 , 0.018622 , 0.017786 , 0.023552 , 0.03684 , 0.039261 
 383 , 0.99631 , 0.994859 , 1.013277 , 1.001634 , 0.99392 , 0.022196 , 0.02006 , 0.015274 , 0.019624 , 0.017638 , 0.020726 , 0.029134 , 0.026941 , 0.01784 , 0.014843 , 0.024148 , 0.021108 , 0.019244 , 0.022756 , 0.015442 , 0.023721 , 0.01762 , 0.036578 , 0.024776 , 0.028025 , 0.031775 , 0.026668 , 0.019688 , 0.017504 , 0.026449 , 0.029627 , 0.019426 , 0.029669 , 0.030822 , 0.020273 , 0.011532 , 0.021116 , 0.024109 , 0.019592 , 0.021448 , 0.018117 , 0.015534 , 0.019307 , 0.014226 , 0.016936 , 0.019028 , 0.018121 , 0.024126 , 0.037351 , 0.039767 
 384 , 0.996587 , 0.995328 , 1.012017 , 1.001217 , 0.994851 , 0.022343 , 0.020475 , 0.015577 , 0.019854 , 0.017869 , 0.021109 , 0.029584 , 0.026909 , 0.018225 , 0.015247 , 0.024526 , 0.021202 , 0.019458 , 0.022967 , 0.015766 , 0.023852 , 0.01792 , 0.037009 , 0.025015 , 0.028289 , 0.03192 , 0.027202 , 0.01999 , 0.017741 , 0.026793 , 0.029919 , 0.019663 , 0.030087 , 0.031154 , 0.020474 , 0.01167 , 0.021539 , 0.024507 , 0.019873 , 0.021562 , 0.018403 , 0.015783 , 0.019607 , 0.014361 , 0.016987 , 0.019377 , 0.018381 , 0.024623 , 0.037766 , 0.040236 
 385 , 0.996667 , 0.995636 , 1.011179 , 1.00097 , 0.995547 , 0.022449 , 0.020869 , 0.015867 , 0.020036 , 0.018071 , 0.021444 , 0.029994 , 0.02686 , 0.018607 , 0.015645 , 0.024885 , 0.021283 , 0.01965 , 0.023162 , 0.016077 , 0.023962 , 0.018187 , 0.037419 , 0.02523 , 0.028526 , 0.03202 , 0.027681 , 0.020242 , 0.017944 , 0.027088 , 0.030197 , 0.019873 , 0.03045 , 0.031429 , 0.020659 , 0.011794 , 0.021917 , 0.024878 , 0.020116 , 0.021649 , 0.018649 , 0.016011 , 0.019875 , 0.01449 , 0.017036 , 0.019692 , 0.018597 , 0.025063 , 0.038118 , 0.040675 
