  time  ,11:50 PM,11:58 PM,12:05 PM,12:16 PM,12:22 PM,13:26 PM,13:32 PM,13:38 PM,13:44 PM,13:49 PM,14:39 PM,14:47 PM,14:54 PM,14:59 PM,15:05 PM,16:50 PM,16:55 PM,17:00 PM,17:07 PM,17:12 PM,18:37 PM,18:44 PM,18:52 PM,18:58 PM,19:05 PM,20:03 PM,20:10 PM,20:16 PM,20:22 PM,20:28 PM,21:18 PM,21:26 PM,21:34 PM,21:42 PM,21:49 PM,22:50 PM,22:57 PM,23:03 PM,23:10 PM,23:24 PM,24:36 PM,24:42 PM,24:49 PM,24:56 PM,25:02 PM,26:16 PM,26:22 PM,26:29 PM,26:35 PM,26:42 PM,27:19 PM,27:25 PM,27:32 PM,27:39 PM,27:47 PM,28:27 PM,28:33 PM,28:39 PM,28:44 PM,28:50 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 542 , 0.085662 , 0.103948 , 0.09959 , 0.111628 , 0.109855 , 0.111315 , 0.099931 , 0.105572 , 0.113866 , 0.108709 , 0.122194 , 0.107591 , 0.118818 , 0.087067 , 0.105804 , 0.114711 , 0.130276 , 0.091678 , 0.109453 , 0.138836 , 0.14267 , 0.177994 , 0.119636 , 0.130788 , 0.143386 , 0.081754 , 0.091664 , 0.093929 , 0.094358 , 0.10401 , 0.089754 , 0.081181 , 0.092449 , 0.113641 , 0.14063 , 0.108041 , 0.123974 , 0.085253 , 0.142854 , 0.118265 , 0.113211 , 0.08425 , 0.087006 , 0.097005 , 0.090136 , 0.142765 , 0.09459 , 0.142267 , 0.089823 , 0.1697 , 0.073439 , 0.094106 , 0.130324 , 0.100163 , 0.114111 , 0.147035 , 0.141503 , 0.160486 , 0.131941 , 0.135467 
 543 , 0.086708 , 0.105234 , 0.1008 , 0.112849 , 0.11093 , 0.112629 , 0.101005 , 0.10666 , 0.11522 , 0.109902 , 0.12289 , 0.108243 , 0.119394 , 0.087764 , 0.106413 , 0.115385 , 0.131094 , 0.092527 , 0.110231 , 0.139688 , 0.143622 , 0.179763 , 0.120525 , 0.132046 , 0.144678 , 0.082822 , 0.092774 , 0.095104 , 0.095604 , 0.10533 , 0.090704 , 0.082089 , 0.093452 , 0.114274 , 0.141313 , 0.109086 , 0.124857 , 0.086304 , 0.143657 , 0.11936 , 0.114418 , 0.085132 , 0.088058 , 0.098038 , 0.091074 , 0.143725 , 0.095598 , 0.143657 , 0.090766 , 0.170825 , 0.074309 , 0.09485 , 0.130984 , 0.100683 , 0.115391 , 0.14792 , 0.142327 , 0.161586 , 0.132972 , 0.136323 
 544 , 0.0877 , 0.106461 , 0.10197 , 0.113988 , 0.111991 , 0.113961 , 0.102053 , 0.107721 , 0.116578 , 0.111075 , 0.123568 , 0.108899 , 0.11998 , 0.088458 , 0.107025 , 0.116102 , 0.131936 , 0.093382 , 0.110999 , 0.140579 , 0.144601 , 0.181516 , 0.121399 , 0.133313 , 0.145972 , 0.083885 , 0.093871 , 0.096219 , 0.096832 , 0.106612 , 0.091646 , 0.082893 , 0.094408 , 0.114925 , 0.142019 , 0.110118 , 0.125758 , 0.087342 , 0.144512 , 0.120476 , 0.115545 , 0.085965 , 0.089084 , 0.099022 , 0.091991 , 0.144725 , 0.096578 , 0.14507 , 0.09166 , 0.171984 , 0.075069 , 0.095606 , 0.131674 , 0.101226 , 0.116585 , 0.148851 , 0.143182 , 0.162714 , 0.134098 , 0.137211 
 545 , 0.088654 , 0.107639 , 0.103127 , 0.115087 , 0.113045 , 0.115301 , 0.103092 , 0.108761 , 0.117931 , 0.112228 , 0.12423 , 0.109557 , 0.120568 , 0.089139 , 0.107633 , 0.116845 , 0.132784 , 0.09424 , 0.111744 , 0.141484 , 0.145582 , 0.183254 , 0.122271 , 0.134598 , 0.147257 , 0.084938 , 0.094953 , 0.097285 , 0.09804 , 0.107861 , 0.092579 , 0.08363 , 0.095354 , 0.115571 , 0.142737 , 0.111149 , 0.126666 , 0.088378 , 0.145388 , 0.121593 , 0.116616 , 0.086758 , 0.090094 , 0.099971 , 0.09289 , 0.145748 , 0.097555 , 0.146502 , 0.092517 , 0.173156 , 0.075753 , 0.096358 , 0.13239 , 0.101777 , 0.117731 , 0.14979 , 0.144052 , 0.163847 , 0.135262 , 0.138114 
 546 , 0.089614 , 0.108818 , 0.104276 , 0.116177 , 0.114104 , 0.116643 , 0.104123 , 0.109799 , 0.119279 , 0.113381 , 0.124892 , 0.110216 , 0.121164 , 0.08983 , 0.108241 , 0.117596 , 0.133635 , 0.095095 , 0.112497 , 0.142392 , 0.146565 , 0.18498 , 0.123146 , 0.135881 , 0.148547 , 0.08599 , 0.096034 , 0.09835 , 0.099247 , 0.10911 , 0.093516 , 0.08437 , 0.096291 , 0.116225 , 0.143463 , 0.112177 , 0.127577 , 0.089412 , 0.146266 , 0.122715 , 0.117686 , 0.087548 , 0.091102 , 0.100916 , 0.093794 , 0.146767 , 0.098524 , 0.147935 , 0.093377 , 0.174324 , 0.07644 , 0.097112 , 0.133099 , 0.102335 , 0.118868 , 0.150731 , 0.144924 , 0.164983 , 0.136431 , 0.139011 
 547 , 0.09049 , 0.109915 , 0.105343 , 0.117212 , 0.115101 , 0.117904 , 0.105106 , 0.110789 , 0.120532 , 0.114451 , 0.125523 , 0.110837 , 0.121707 , 0.090476 , 0.10881 , 0.118289 , 0.134435 , 0.095893 , 0.113193 , 0.143228 , 0.147464 , 0.186628 , 0.123964 , 0.13707 , 0.149757 , 0.086981 , 0.09704 , 0.099367 , 0.100388 , 0.110278 , 0.094376 , 0.08508 , 0.097172 , 0.116821 , 0.144116 , 0.11313 , 0.128431 , 0.090371 , 0.147073 , 0.123762 , 0.118694 , 0.088281 , 0.092014 , 0.101814 , 0.094635 , 0.147709 , 0.099437 , 0.149253 , 0.094181 , 0.175409 , 0.077091 , 0.097815 , 0.13375 , 0.102827 , 0.119917 , 0.151595 , 0.145738 , 0.16605 , 0.137504 , 0.139852 
 548 , 0.091168 , 0.110798 , 0.106201 , 0.118062 , 0.115914 , 0.118967 , 0.105927 , 0.111661 , 0.12155 , 0.115311 , 0.126063 , 0.111373 , 0.122139 , 0.091027 , 0.109303 , 0.118855 , 0.135081 , 0.096537 , 0.113746 , 0.143903 , 0.148135 , 0.188062 , 0.124645 , 0.137987 , 0.150788 , 0.087806 , 0.097842 , 0.100277 , 0.101337 , 0.111254 , 0.095056 , 0.085722 , 0.097905 , 0.117276 , 0.144605 , 0.1139 , 0.129144 , 0.091154 , 0.147721 , 0.124631 , 0.119522 , 0.088852 , 0.092677 , 0.102544 , 0.095301 , 0.148437 , 0.100165 , 0.150276 , 0.094845 , 0.176251 , 0.077664 , 0.098368 , 0.134253 , 0.103197 , 0.120743 , 0.152283 , 0.146416 , 0.166923 , 0.138324 , 0.140527 
 549 , 0.091838 , 0.111675 , 0.107052 , 0.118918 , 0.116734 , 0.120032 , 0.106756 , 0.112541 , 0.122569 , 0.116177 , 0.126613 , 0.111907 , 0.122569 , 0.091578 , 0.109793 , 0.119419 , 0.135725 , 0.09718 , 0.114296 , 0.144575 , 0.14881 , 0.189504 , 0.125324 , 0.138903 , 0.151812 , 0.088632 , 0.098645 , 0.101182 , 0.102281 , 0.112231 , 0.095742 , 0.086363 , 0.098638 , 0.117728 , 0.14509 , 0.114676 , 0.129855 , 0.091944 , 0.148366 , 0.1255 , 0.120356 , 0.089421 , 0.093339 , 0.103282 , 0.095968 , 0.14917 , 0.1009 , 0.151305 , 0.09551 , 0.177095 , 0.078238 , 0.09892 , 0.134752 , 0.103557 , 0.121561 , 0.152975 , 0.147091 , 0.167794 , 0.139149 , 0.1412 
 550 , 0.092519 , 0.112555 , 0.107914 , 0.119771 , 0.117543 , 0.121101 , 0.107581 , 0.113411 , 0.123585 , 0.11704 , 0.127158 , 0.112442 , 0.123005 , 0.09213 , 0.110284 , 0.119984 , 0.136376 , 0.097818 , 0.114854 , 0.145248 , 0.149486 , 0.190945 , 0.126004 , 0.139822 , 0.15284 , 0.089455 , 0.099445 , 0.102091 , 0.103237 , 0.113206 , 0.096424 , 0.087 , 0.099374 , 0.118179 , 0.145581 , 0.115449 , 0.130568 , 0.092731 , 0.149019 , 0.126365 , 0.121186 , 0.089993 , 0.094012 , 0.104015 , 0.096643 , 0.149903 , 0.101638 , 0.152323 , 0.096176 , 0.177934 , 0.078815 , 0.099473 , 0.135251 , 0.103924 , 0.122389 , 0.153667 , 0.147774 , 0.168666 , 0.139977 , 0.141873 
 551 , 0.092773 , 0.112998 , 0.108316 , 0.120241 , 0.118077 , 0.121674 , 0.108118 , 0.113942 , 0.124114 , 0.117538 , 0.127406 , 0.1127 , 0.12322 , 0.092419 , 0.110501 , 0.120305 , 0.136741 , 0.098243 , 0.115233 , 0.145651 , 0.149971 , 0.19191 , 0.126427 , 0.140416 , 0.153469 , 0.089957 , 0.099967 , 0.102613 , 0.103769 , 0.113729 , 0.096782 , 0.087254 , 0.099782 , 0.118425 , 0.145857 , 0.115935 , 0.130988 , 0.093199 , 0.149382 , 0.126874 , 0.121553 , 0.090206 , 0.094327 , 0.104407 , 0.097001 , 0.150319 , 0.102095 , 0.152958 , 0.096526 , 0.17846 , 0.079089 , 0.099804 , 0.135507 , 0.104166 , 0.122816 , 0.154121 , 0.148205 , 0.16921 , 0.140508 , 0.142267 
 552 , 0.093004 , 0.113416 , 0.10869 , 0.120694 , 0.118597 , 0.122222 , 0.10864 , 0.114447 , 0.124596 , 0.118 , 0.127631 , 0.11294 , 0.123423 , 0.092692 , 0.110701 , 0.120609 , 0.13709 , 0.098655 , 0.115591 , 0.146045 , 0.150445 , 0.192846 , 0.126835 , 0.140985 , 0.154069 , 0.090432 , 0.100467 , 0.103118 , 0.104269 , 0.114219 , 0.097127 , 0.087482 , 0.100161 , 0.118668 , 0.146116 , 0.116394 , 0.13139 , 0.093644 , 0.149727 , 0.127353 , 0.121888 , 0.090396 , 0.094618 , 0.104774 , 0.097347 , 0.150715 , 0.102542 , 0.153565 , 0.096864 , 0.178966 , 0.079352 , 0.100104 , 0.13574 , 0.104397 , 0.123224 , 0.154567 , 0.148618 , 0.169726 , 0.141013 , 0.142655 
 553 , 0.093229 , 0.113828 , 0.109065 , 0.121141 , 0.119119 , 0.122772 , 0.109171 , 0.114953 , 0.125086 , 0.118471 , 0.127848 , 0.11318 , 0.123626 , 0.092972 , 0.110895 , 0.120913 , 0.13744 , 0.099067 , 0.115957 , 0.146433 , 0.150919 , 0.193777 , 0.127243 , 0.141563 , 0.154679 , 0.090907 , 0.100962 , 0.103617 , 0.104778 , 0.114711 , 0.097465 , 0.08771 , 0.100549 , 0.118912 , 0.146383 , 0.116862 , 0.131793 , 0.094083 , 0.150072 , 0.127827 , 0.122216 , 0.090587 , 0.094916 , 0.105141 , 0.097686 , 0.151111 , 0.102984 , 0.154173 , 0.097195 , 0.179472 , 0.079614 , 0.100413 , 0.13598 , 0.104629 , 0.123633 , 0.155006 , 0.149039 , 0.170244 , 0.141527 , 0.143044 
 554 , 0.093224 , 0.113944 , 0.10921 , 0.121338 , 0.119334 , 0.122971 , 0.109431 , 0.115192 , 0.125281 , 0.118671 , 0.127919 , 0.113288 , 0.123684 , 0.093117 , 0.110978 , 0.121053 , 0.137587 , 0.099249 , 0.116154 , 0.146635 , 0.151163 , 0.194335 , 0.127491 , 0.141837 , 0.154991 , 0.091128 , 0.101181 , 0.103862 , 0.105003 , 0.114885 , 0.097524 , 0.08772 , 0.100647 , 0.118992 , 0.146478 , 0.11711 , 0.132011 , 0.094322 , 0.150221 , 0.128083 , 0.122215 , 0.090544 , 0.094936 , 0.105253 , 0.097795 , 0.151305 , 0.103185 , 0.154514 , 0.097274 , 0.179711 , 0.079628 , 0.100554 , 0.136076 , 0.104697 , 0.123684 , 0.155241 , 0.14923 , 0.170513 , 0.141822 , 0.143263 
 555 , 0.093051 , 0.113835 , 0.109181 , 0.121327 , 0.119324 , 0.122902 , 0.109495 , 0.115211 , 0.125261 , 0.118682 , 0.12787 , 0.113294 , 0.123622 , 0.093158 , 0.110977 , 0.121056 , 0.137585 , 0.099259 , 0.116237 , 0.14668 , 0.151234 , 0.194627 , 0.127599 , 0.14189 , 0.155083 , 0.091162 , 0.101191 , 0.103914 , 0.105019 , 0.114819 , 0.097356 , 0.087577 , 0.100535 , 0.11896 , 0.146459 , 0.1172 , 0.132089 , 0.094413 , 0.150208 , 0.128176 , 0.121968 , 0.090329 , 0.094755 , 0.105168 , 0.097741 , 0.151348 , 0.103208 , 0.154648 , 0.097171 , 0.179738 , 0.079452 , 0.100564 , 0.136059 , 0.104641 , 0.123458 , 0.155297 , 0.149246 , 0.1706 , 0.14194 , 0.143337 
 556 , 0.092871 , 0.11372 , 0.109145 , 0.121322 , 0.11932 , 0.122833 , 0.109559 , 0.115237 , 0.125241 , 0.118693 , 0.127828 , 0.113306 , 0.12356 , 0.093206 , 0.110969 , 0.121059 , 0.137582 , 0.099263 , 0.116313 , 0.146724 , 0.151306 , 0.194913 , 0.127707 , 0.141943 , 0.155168 , 0.091204 , 0.101193 , 0.103965 , 0.105034 , 0.114753 , 0.097189 , 0.087435 , 0.100431 , 0.118928 , 0.146439 , 0.11729 , 0.132167 , 0.094503 , 0.150187 , 0.12827 , 0.121721 , 0.090114 , 0.094567 , 0.105084 , 0.097681 , 0.151391 , 0.103238 , 0.15479 , 0.097068 , 0.179757 , 0.079276 , 0.100581 , 0.136036 , 0.104592 , 0.123225 , 0.15536 , 0.149268 , 0.170679 , 0.142057 , 0.143418 
 557 , 0.092632 , 0.11353 , 0.109028 , 0.121251 , 0.119264 , 0.12269 , 0.10957 , 0.115218 , 0.125119 , 0.11863 , 0.127761 , 0.113302 , 0.123488 , 0.093209 , 0.110952 , 0.121044 , 0.137569 , 0.099242 , 0.116379 , 0.146751 , 0.151366 , 0.195164 , 0.127783 , 0.14195 , 0.155205 , 0.091179 , 0.101136 , 0.103943 , 0.104968 , 0.114605 , 0.096977 , 0.087226 , 0.100274 , 0.118886 , 0.146402 , 0.117334 , 0.132227 , 0.094548 , 0.150162 , 0.128317 , 0.121386 , 0.089847 , 0.094313 , 0.10494 , 0.097568 , 0.151402 , 0.103223 , 0.154863 , 0.096934 , 0.179765 , 0.07907 , 0.100545 , 0.136017 , 0.104541 , 0.122911 , 0.155398 , 0.149279 , 0.170733 , 0.142135 , 0.143474 
 558 , 0.092173 , 0.11306 , 0.108637 , 0.120961 , 0.119062 , 0.122327 , 0.109433 , 0.11508 , 0.124666 , 0.118344 , 0.127625 , 0.113259 , 0.1234 , 0.093091 , 0.110877 , 0.120997 , 0.137517 , 0.099129 , 0.116388 , 0.146719 , 0.15137 , 0.195292 , 0.12776 , 0.141784 , 0.155068 , 0.09095 , 0.100864 , 0.103687 , 0.104633 , 0.114198 , 0.096611 , 0.086811 , 0.099982 , 0.118842 , 0.146307 , 0.117228 , 0.13224 , 0.094435 , 0.150119 , 0.128201 , 0.120776 , 0.089386 , 0.093823 , 0.104626 , 0.097301 , 0.151314 , 0.103097 , 0.154756 , 0.096682 , 0.179746 , 0.078733 , 0.100366 , 0.135988 , 0.104519 , 0.122348 , 0.15541 , 0.149287 , 0.170714 , 0.142104 , 0.143484 
 559 , 0.091726 , 0.112599 , 0.108247 , 0.120671 , 0.118861 , 0.121956 , 0.109305 , 0.114942 , 0.124214 , 0.118066 , 0.127494 , 0.113217 , 0.123312 , 0.092969 , 0.110796 , 0.120941 , 0.137462 , 0.099018 , 0.11639 , 0.146684 , 0.151377 , 0.19543 , 0.127743 , 0.141622 , 0.154941 , 0.090711 , 0.100594 , 0.103434 , 0.1043 , 0.113792 , 0.096249 , 0.086402 , 0.099678 , 0.11879 , 0.146216 , 0.117114 , 0.132258 , 0.094325 , 0.150085 , 0.12809 , 0.120174 , 0.088936 , 0.093331 , 0.104314 , 0.097023 , 0.151228 , 0.102972 , 0.154643 , 0.096426 , 0.179726 , 0.078408 , 0.100189 , 0.135957 , 0.104499 , 0.121786 , 0.155424 , 0.149297 , 0.170688 , 0.142069 , 0.143496 
 560 , 0.091273 , 0.112139 , 0.107858 , 0.120382 , 0.118666 , 0.121586 , 0.109169 , 0.114797 , 0.123769 , 0.11778 , 0.127356 , 0.113174 , 0.123224 , 0.092847 , 0.110721 , 0.120892 , 0.137413 , 0.098899 , 0.116398 , 0.146655 , 0.151382 , 0.195559 , 0.127717 , 0.14146 , 0.154813 , 0.090479 , 0.100324 , 0.10318 , 0.103967 , 0.113386 , 0.095894 , 0.085993 , 0.099381 , 0.118744 , 0.146123 , 0.117008 , 0.132267 , 0.094207 , 0.15005 , 0.127987 , 0.119567 , 0.088481 , 0.092847 , 0.104002 , 0.096752 , 0.151149 , 0.102847 , 0.154529 , 0.096178 , 0.179704 , 0.078076 , 0.100012 , 0.135932 , 0.10447 , 0.121218 , 0.155436 , 0.149306 , 0.170668 , 0.142034 , 0.143508 
 561 , 0.090682 , 0.111491 , 0.107297 , 0.119908 , 0.118366 , 0.121096 , 0.108994 , 0.114525 , 0.123168 , 0.117397 , 0.127306 , 0.113146 , 0.12319 , 0.092726 , 0.110706 , 0.120792 , 0.137378 , 0.098689 , 0.116442 , 0.146644 , 0.151425 , 0.195595 , 0.127709 , 0.141226 , 0.154622 , 0.090095 , 0.099948 , 0.102834 , 0.10347 , 0.11275 , 0.095372 , 0.085512 , 0.098936 , 0.11872 , 0.146106 , 0.116902 , 0.132278 , 0.094014 , 0.150081 , 0.127829 , 0.118804 , 0.087931 , 0.092267 , 0.103633 , 0.096383 , 0.151064 , 0.102593 , 0.154325 , 0.095775 , 0.179674 , 0.077612 , 0.099856 , 0.135963 , 0.104482 , 0.120495 , 0.155534 , 0.149338 , 0.170699 , 0.142025 , 0.143539 
 562 , 0.090082 , 0.110826 , 0.106699 , 0.119406 , 0.118051 , 0.120599 , 0.108801 , 0.114241 , 0.12256 , 0.117 , 0.127259 , 0.113112 , 0.12316 , 0.092615 , 0.110699 , 0.120676 , 0.137335 , 0.098471 , 0.116485 , 0.146628 , 0.151482 , 0.195616 , 0.12769 , 0.140976 , 0.154424 , 0.089687 , 0.099551 , 0.102465 , 0.102952 , 0.112082 , 0.094824 , 0.085016 , 0.098464 , 0.118694 , 0.146098 , 0.116788 , 0.132283 , 0.0938 , 0.150106 , 0.127662 , 0.118016 , 0.087373 , 0.091677 , 0.103248 , 0.095988 , 0.150981 , 0.102317 , 0.154114 , 0.095353 , 0.179642 , 0.077128 , 0.099706 , 0.136002 , 0.10449 , 0.119752 , 0.155645 , 0.149372 , 0.17073 , 0.142013 , 0.143565 
 563 , 0.089476 , 0.110156 , 0.106102 , 0.118905 , 0.117737 , 0.120095 , 0.108608 , 0.11395 , 0.121946 , 0.116611 , 0.127218 , 0.113077 , 0.123129 , 0.092496 , 0.110684 , 0.120566 , 0.137298 , 0.098261 , 0.116526 , 0.146617 , 0.15153 , 0.195642 , 0.127669 , 0.140732 , 0.154226 , 0.089286 , 0.099155 , 0.102097 , 0.102435 , 0.111416 , 0.094284 , 0.084514 , 0.097993 , 0.118673 , 0.146089 , 0.116681 , 0.132286 , 0.093587 , 0.150129 , 0.1275 , 0.117223 , 0.086816 , 0.091088 , 0.102871 , 0.0956 , 0.150896 , 0.102041 , 0.153902 , 0.094931 , 0.1796 , 0.076652 , 0.099549 , 0.136045 , 0.104497 , 0.119004 , 0.155746 , 0.149404 , 0.17076 , 0.141992 , 0.14359 
 564 , 0.088689 , 0.109317 , 0.105338 , 0.118287 , 0.117326 , 0.119368 , 0.108243 , 0.113507 , 0.121137 , 0.116076 , 0.127096 , 0.113002 , 0.123067 , 0.092297 , 0.11063 , 0.120421 , 0.137168 , 0.097954 , 0.11649 , 0.146559 , 0.151507 , 0.195536 , 0.127601 , 0.140347 , 0.153865 , 0.088738 , 0.098607 , 0.101561 , 0.101751 , 0.110567 , 0.093616 , 0.083888 , 0.097413 , 0.118624 , 0.146039 , 0.116441 , 0.132219 , 0.093265 , 0.150061 , 0.127236 , 0.116266 , 0.086113 , 0.090268 , 0.102341 , 0.095104 , 0.150749 , 0.101646 , 0.153542 , 0.094388 , 0.179463 , 0.076055 , 0.099315 , 0.136024 , 0.104481 , 0.118105 , 0.155725 , 0.149373 , 0.170668 , 0.141842 , 0.143534 
 565 , 0.08775 , 0.108349 , 0.104436 , 0.117566 , 0.116832 , 0.118425 , 0.107741 , 0.112933 , 0.120144 , 0.115428 , 0.126915 , 0.112884 , 0.122981 , 0.092026 , 0.110522 , 0.120235 , 0.136963 , 0.097553 , 0.116378 , 0.146459 , 0.151414 , 0.195316 , 0.127495 , 0.139835 , 0.153384 , 0.088064 , 0.09791 , 0.100886 , 0.100921 , 0.109572 , 0.092844 , 0.083138 , 0.096743 , 0.118544 , 0.145935 , 0.116077 , 0.132093 , 0.092837 , 0.149897 , 0.126894 , 0.115169 , 0.085283 , 0.089245 , 0.10169 , 0.094507 , 0.150547 , 0.101145 , 0.153049 , 0.093745 , 0.179252 , 0.075361 , 0.099 , 0.135922 , 0.104436 , 0.117063 , 0.155592 , 0.149268 , 0.170483 , 0.141575 , 0.143399 
 566 , 0.086808 , 0.107378 , 0.103532 , 0.116846 , 0.116338 , 0.117486 , 0.107239 , 0.112352 , 0.119142 , 0.114773 , 0.126731 , 0.11277 , 0.122898 , 0.091747 , 0.110411 , 0.120053 , 0.136762 , 0.097159 , 0.116269 , 0.146355 , 0.151322 , 0.195098 , 0.127392 , 0.139322 , 0.152894 , 0.087393 , 0.097222 , 0.100206 , 0.100088 , 0.108575 , 0.092074 , 0.082391 , 0.096067 , 0.11846 , 0.14584 , 0.115719 , 0.131969 , 0.092408 , 0.149729 , 0.12655 , 0.114063 , 0.08445 , 0.088221 , 0.101041 , 0.093911 , 0.150341 , 0.100645 , 0.152553 , 0.09309 , 0.179036 , 0.07467 , 0.098683 , 0.135816 , 0.104394 , 0.116025 , 0.155461 , 0.149158 , 0.170299 , 0.141305 , 0.143259 
 567 , 0.085839 , 0.106372 , 0.102598 , 0.116095 , 0.115825 , 0.116511 , 0.106718 , 0.11176 , 0.118117 , 0.114087 , 0.126545 , 0.112653 , 0.122806 , 0.091476 , 0.110305 , 0.119869 , 0.136559 , 0.096753 , 0.116157 , 0.146254 , 0.151213 , 0.194863 , 0.127279 , 0.138789 , 0.15239 , 0.08669 , 0.09651 , 0.099516 , 0.099232 , 0.107542 , 0.091282 , 0.081628 , 0.095375 , 0.118373 , 0.145735 , 0.115354 , 0.131829 , 0.091967 , 0.149565 , 0.126185 , 0.112944 , 0.083602 , 0.087196 , 0.100375 , 0.09329 , 0.150119 , 0.100132 , 0.152044 , 0.092424 , 0.178789 , 0.073955 , 0.098359 , 0.135714 , 0.10435 , 0.114952 , 0.155333 , 0.149052 , 0.170098 , 0.141026 , 0.143124 
 568 , 0.084766 , 0.105201 , 0.101552 , 0.115225 , 0.115246 , 0.115411 , 0.106109 , 0.111122 , 0.116994 , 0.11327 , 0.126351 , 0.112547 , 0.122688 , 0.09119 , 0.11024 , 0.119673 , 0.136368 , 0.096326 , 0.116058 , 0.146152 , 0.151054 , 0.194552 , 0.127136 , 0.138207 , 0.151804 , 0.085895 , 0.095734 , 0.098777 , 0.098274 , 0.10635 , 0.090419 , 0.080814 , 0.094577 , 0.118261 , 0.145594 , 0.114963 , 0.131611 , 0.091445 , 0.149408 , 0.125717 , 0.111755 , 0.082694 , 0.08613 , 0.099672 , 0.092581 , 0.149821 , 0.099541 , 0.151481 , 0.091665 , 0.178455 , 0.073165 , 0.098006 , 0.135611 , 0.104285 , 0.113738 , 0.15524 , 0.14894 , 0.169849 , 0.140671 , 0.142992 
 569 , 0.083685 , 0.104028 , 0.100504 , 0.114353 , 0.114675 , 0.114312 , 0.105499 , 0.110487 , 0.115886 , 0.112458 , 0.126157 , 0.112438 , 0.122578 , 0.090911 , 0.11018 , 0.119472 , 0.136188 , 0.095899 , 0.115955 , 0.146048 , 0.150907 , 0.194241 , 0.126978 , 0.137632 , 0.151221 , 0.085108 , 0.094955 , 0.098034 , 0.097315 , 0.105164 , 0.089556 , 0.080004 , 0.093778 , 0.118158 , 0.14546 , 0.114586 , 0.131398 , 0.090924 , 0.149251 , 0.125254 , 0.110563 , 0.081783 , 0.085067 , 0.098971 , 0.091876 , 0.149524 , 0.098951 , 0.150907 , 0.090918 , 0.178113 , 0.072374 , 0.097651 , 0.135511 , 0.10422 , 0.112527 , 0.155156 , 0.14884 , 0.169594 , 0.140321 , 0.142873 
 570 , 0.08261 , 0.102855 , 0.099455 , 0.113484 , 0.114096 , 0.113212 , 0.104895 , 0.109846 , 0.114769 , 0.111641 , 0.125969 , 0.112328 , 0.122467 , 0.090628 , 0.110118 , 0.119271 , 0.136 , 0.095477 , 0.115857 , 0.145942 , 0.15075 , 0.193925 , 0.126826 , 0.137054 , 0.150641 , 0.084311 , 0.094185 , 0.097292 , 0.096361 , 0.103977 , 0.088683 , 0.079197 , 0.092981 , 0.118054 , 0.14533 , 0.114205 , 0.131185 , 0.090404 , 0.149097 , 0.124793 , 0.10937 , 0.08087 , 0.084004 , 0.098272 , 0.091165 , 0.149226 , 0.09836 , 0.150342 , 0.090159 , 0.177774 , 0.07158 , 0.097292 , 0.135408 , 0.104154 , 0.111321 , 0.155068 , 0.148737 , 0.169335 , 0.139964 , 0.142746 
 571 , 0.081572 , 0.101597 , 0.098382 , 0.112578 , 0.113382 , 0.112079 , 0.104258 , 0.1091 , 0.11351 , 0.110714 , 0.125674 , 0.112085 , 0.122236 , 0.090264 , 0.109897 , 0.118954 , 0.13569 , 0.094911 , 0.115624 , 0.145631 , 0.150508 , 0.193401 , 0.126579 , 0.136358 , 0.14994 , 0.083416 , 0.093269 , 0.096437 , 0.095323 , 0.102745 , 0.087704 , 0.07831 , 0.092088 , 0.117873 , 0.145118 , 0.113706 , 0.130901 , 0.089771 , 0.148812 , 0.124188 , 0.108053 , 0.079924 , 0.082889 , 0.09745 , 0.090392 , 0.148799 , 0.097659 , 0.149562 , 0.089312 , 0.177273 , 0.070719 , 0.096802 , 0.13521 , 0.104008 , 0.110053 , 0.15481 , 0.148495 , 0.168918 , 0.139458 , 0.142464 
 572 , 0.080537 , 0.10033 , 0.097314 , 0.111659 , 0.112637 , 0.110935 , 0.103615 , 0.108334 , 0.112215 , 0.109762 , 0.125346 , 0.111806 , 0.121988 , 0.089887 , 0.109648 , 0.118623 , 0.135347 , 0.094304 , 0.115365 , 0.145274 , 0.150254 , 0.192832 , 0.126318 , 0.135635 , 0.149215 , 0.0825 , 0.092327 , 0.095551 , 0.094264 , 0.101497 , 0.086703 , 0.0774 , 0.091188 , 0.117671 , 0.144905 , 0.113187 , 0.130601 , 0.08911 , 0.148505 , 0.123556 , 0.106725 , 0.078961 , 0.08177 , 0.09661 , 0.089606 , 0.148337 , 0.096945 , 0.14874 , 0.088446 , 0.176751 , 0.069839 , 0.096282 , 0.134985 , 0.103843 , 0.108783 , 0.154511 , 0.148223 , 0.168466 , 0.13892 , 0.14215 
