  time  ,11:50 PM,11:58 PM,12:05 PM,12:16 PM,12:22 PM,13:26 PM,13:32 PM,13:38 PM,13:44 PM,13:49 PM,14:39 PM,14:47 PM,14:54 PM,14:59 PM,15:05 PM,16:50 PM,16:55 PM,17:00 PM,17:07 PM,17:12 PM,18:37 PM,18:44 PM,18:52 PM,18:58 PM,19:05 PM,20:03 PM,20:10 PM,20:16 PM,20:22 PM,20:28 PM,21:18 PM,21:26 PM,21:34 PM,21:42 PM,21:49 PM,22:50 PM,22:57 PM,23:03 PM,23:10 PM,23:24 PM,24:36 PM,24:42 PM,24:49 PM,24:56 PM,25:02 PM,26:16 PM,26:22 PM,26:29 PM,26:35 PM,26:42 PM,27:19 PM,27:25 PM,27:32 PM,27:39 PM,27:47 PM,28:27 PM,28:33 PM,28:39 PM,28:44 PM,28:50 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1033 , 0.240625 , 0.379131 , 0.378917 , 0.325087 , 0.291271 , 0.408713 , 0.376457 , 0.324044 , 0.401096 , 0.305494 , 0.17826 , 0.201075 , 0.178489 , 0.227508 , 0.142525 , 0.210704 , 0.220402 , 0.228832 , 0.199599 , 0.212487 , 0.229338 , 0.36849 , 0.250683 , 0.307673 , 0.315019 , 0.402394 , 0.398682 , 0.395439 , 0.410423 , 0.424771 , 0.265974 , 0.258049 , 0.287376 , 0.142911 , 0.182744 , 0.287199 , 0.233097 , 0.187832 , 0.195037 , 0.240511 , 0.309446 , 0.199485 , 0.283502 , 0.291234 , 0.268221 , 0.251929 , 0.295749 , 0.283617 , 0.267189 , 0.280567 , 0.21719 , 0.212034 , 0.192493 , 0.175559 , 0.316171 , 0.254921 , 0.233603 , 0.265223 , 0.273247 , 0.24964 
 1034 , 0.239156 , 0.375859 , 0.378516 , 0.320572 , 0.28701 , 0.406034 , 0.375609 , 0.323161 , 0.39939 , 0.303139 , 0.176911 , 0.200112 , 0.17606 , 0.226253 , 0.141443 , 0.207822 , 0.21764 , 0.226044 , 0.197795 , 0.211867 , 0.227521 , 0.365148 , 0.2477 , 0.304094 , 0.314241 , 0.402005 , 0.397448 , 0.394535 , 0.409088 , 0.42244 , 0.264341 , 0.255812 , 0.285778 , 0.140357 , 0.181165 , 0.284974 , 0.2326 , 0.187063 , 0.192774 , 0.23998 , 0.307361 , 0.197456 , 0.281743 , 0.290951 , 0.264294 , 0.250827 , 0.292856 , 0.280715 , 0.260964 , 0.278877 , 0.215516 , 0.211105 , 0.190889 , 0.173732 , 0.312633 , 0.253155 , 0.228633 , 0.262028 , 0.271445 , 0.248045 
 1035 , 0.23642 , 0.37225 , 0.376714 , 0.316668 , 0.283152 , 0.402925 , 0.37379 , 0.321414 , 0.397897 , 0.300805 , 0.175199 , 0.198993 , 0.17428 , 0.223622 , 0.14009 , 0.205462 , 0.215378 , 0.222944 , 0.195348 , 0.210355 , 0.224896 , 0.361655 , 0.244205 , 0.300325 , 0.312705 , 0.402466 , 0.396806 , 0.392911 , 0.407306 , 0.420266 , 0.263242 , 0.254053 , 0.283841 , 0.137537 , 0.178938 , 0.28275 , 0.231977 , 0.185308 , 0.190211 , 0.23901 , 0.305666 , 0.195458 , 0.280416 , 0.28996 , 0.261739 , 0.249124 , 0.290472 , 0.277361 , 0.257384 , 0.276552 , 0.214005 , 0.20929 , 0.189245 , 0.172588 , 0.309389 , 0.25058 , 0.22369 , 0.258841 , 0.269999 , 0.246158 
 1036 , 0.233321 , 0.369252 , 0.373583 , 0.314154 , 0.280153 , 0.399094 , 0.37108 , 0.318491 , 0.396696 , 0.298878 , 0.172957 , 0.197779 , 0.173443 , 0.219455 , 0.138486 , 0.203656 , 0.213666 , 0.219627 , 0.192288 , 0.207888 , 0.221884 , 0.358672 , 0.240504 , 0.297117 , 0.310445 , 0.404021 , 0.396581 , 0.391007 , 0.404836 , 0.41843 , 0.262756 , 0.252892 , 0.281162 , 0.134672 , 0.176139 , 0.280947 , 0.231315 , 0.18211 , 0.187465 , 0.237391 , 0.304881 , 0.193719 , 0.279673 , 0.28822 , 0.260802 , 0.246685 , 0.289327 , 0.273847 , 0.2567 , 0.274009 , 0.213165 , 0.206702 , 0.187737 , 0.172461 , 0.306678 , 0.247119 , 0.21957 , 0.25599 , 0.269234 , 0.244057 
 1037 , 0.234142 , 0.369887 , 0.371236 , 0.314067 , 0.278448 , 0.394022 , 0.369004 , 0.314629 , 0.395504 , 0.298251 , 0.17007 , 0.196733 , 0.173296 , 0.21507 , 0.137 , 0.20146 , 0.211677 , 0.216567 , 0.189447 , 0.205521 , 0.220711 , 0.358115 , 0.237945 , 0.296607 , 0.308551 , 0.406041 , 0.395215 , 0.391039 , 0.401465 , 0.417019 , 0.262149 , 0.251844 , 0.276951 , 0.132572 , 0.173805 , 0.280654 , 0.231017 , 0.177487 , 0.185056 , 0.235114 , 0.305815 , 0.192688 , 0.279084 , 0.286585 , 0.259896 , 0.243875 , 0.290661 , 0.271399 , 0.255221 , 0.273148 , 0.214145 , 0.204801 , 0.186837 , 0.173159 , 0.304491 , 0.243497 , 0.218164 , 0.254186 , 0.26944 , 0.242231 
 1038 , 0.235148 , 0.370429 , 0.369363 , 0.313998 , 0.276921 , 0.389889 , 0.366715 , 0.311255 , 0.394252 , 0.297715 , 0.167536 , 0.195791 , 0.172881 , 0.210533 , 0.135392 , 0.199416 , 0.209547 , 0.213499 , 0.186832 , 0.202904 , 0.219804 , 0.357639 , 0.235633 , 0.296254 , 0.306675 , 0.407802 , 0.394316 , 0.390765 , 0.397993 , 0.415579 , 0.261324 , 0.25056 , 0.27289 , 0.130607 , 0.171087 , 0.280097 , 0.230262 , 0.173345 , 0.1824 , 0.232715 , 0.306643 , 0.191607 , 0.278504 , 0.284788 , 0.258929 , 0.241585 , 0.292091 , 0.268954 , 0.253826 , 0.272172 , 0.215008 , 0.202698 , 0.185872 , 0.173467 , 0.302195 , 0.240245 , 0.216828 , 0.252375 , 0.269619 , 0.24016 
 1039 , 0.236806 , 0.370502 , 0.37017 , 0.314152 , 0.276629 , 0.391018 , 0.364119 , 0.310902 , 0.39307 , 0.297825 , 0.167136 , 0.195633 , 0.171404 , 0.206368 , 0.133701 , 0.198561 , 0.207312 , 0.211184 , 0.186 , 0.199779 , 0.220511 , 0.357741 , 0.235055 , 0.29677 , 0.305432 , 0.408041 , 0.395781 , 0.389319 , 0.394937 , 0.414366 , 0.25979 , 0.248554 , 0.270304 , 0.129877 , 0.167384 , 0.278597 , 0.227727 , 0.17229 , 0.179311 , 0.230397 , 0.306856 , 0.190616 , 0.27818 , 0.282759 , 0.257949 , 0.24224 , 0.293658 , 0.267239 , 0.253096 , 0.271032 , 0.215167 , 0.200359 , 0.184924 , 0.171989 , 0.299967 , 0.239402 , 0.216312 , 0.250991 , 0.269713 , 0.237592 
 1040 , 0.23312 , 0.368665 , 0.368343 , 0.310855 , 0.279034 , 0.391987 , 0.360395 , 0.310759 , 0.393895 , 0.296781 , 0.166943 , 0.19472 , 0.169168 , 0.203646 , 0.130763 , 0.198308 , 0.206283 , 0.209275 , 0.18489 , 0.197368 , 0.217794 , 0.356484 , 0.235065 , 0.295217 , 0.302911 , 0.40567 , 0.397906 , 0.383743 , 0.392992 , 0.414971 , 0.257472 , 0.247077 , 0.270711 , 0.128094 , 0.163207 , 0.276825 , 0.224284 , 0.171076 , 0.176709 , 0.229124 , 0.306299 , 0.189319 , 0.276408 , 0.281154 , 0.259724 , 0.243911 , 0.293261 , 0.265252 , 0.253503 , 0.26931 , 0.213809 , 0.195666 , 0.183796 , 0.168951 , 0.299159 , 0.239446 , 0.214353 , 0.24955 , 0.268264 , 0.234541 
 1041 , 0.228738 , 0.366524 , 0.366164 , 0.307039 , 0.281894 , 0.393004 , 0.356318 , 0.310619 , 0.394958 , 0.295552 , 0.166754 , 0.193674 , 0.166712 , 0.200845 , 0.127543 , 0.198091 , 0.205288 , 0.207253 , 0.183664 , 0.194844 , 0.214609 , 0.35501 , 0.23512 , 0.293365 , 0.300096 , 0.402881 , 0.400227 , 0.37746 , 0.391007 , 0.415787 , 0.254932 , 0.245537 , 0.271435 , 0.126092 , 0.158694 , 0.274888 , 0.220519 , 0.169768 , 0.173957 , 0.227843 , 0.305625 , 0.187896 , 0.274384 , 0.279463 , 0.261907 , 0.245807 , 0.29265 , 0.263088 , 0.254037 , 0.267404 , 0.212199 , 0.190486 , 0.182568 , 0.165573 , 0.298418 , 0.239574 , 0.212114 , 0.248 , 0.266578 , 0.231233 
 1042 , 0.220068 , 0.363811 , 0.365101 , 0.304634 , 0.282596 , 0.392162 , 0.353977 , 0.310435 , 0.395943 , 0.294097 , 0.163725 , 0.189046 , 0.163524 , 0.19979 , 0.123741 , 0.195851 , 0.20393 , 0.205717 , 0.182194 , 0.191706 , 0.211893 , 0.3521 , 0.233767 , 0.291173 , 0.297888 , 0.399136 , 0.39847 , 0.373281 , 0.390677 , 0.413386 , 0.252003 , 0.243443 , 0.272556 , 0.121997 , 0.156307 , 0.272207 , 0.218095 , 0.166977 , 0.171799 , 0.227089 , 0.302609 , 0.185276 , 0.271403 , 0.278118 , 0.263022 , 0.245463 , 0.289486 , 0.261547 , 0.251977 , 0.265735 , 0.209366 , 0.187338 , 0.18047 , 0.162075 , 0.297951 , 0.239435 , 0.21091 , 0.244152 , 0.263467 , 0.228675 
 1043 , 0.211044 , 0.358009 , 0.362821 , 0.30252 , 0.278167 , 0.389115 , 0.350453 , 0.309294 , 0.396225 , 0.29224 , 0.160109 , 0.183292 , 0.159894 , 0.197186 , 0.120146 , 0.192091 , 0.201332 , 0.202507 , 0.17996 , 0.187085 , 0.210315 , 0.348145 , 0.230197 , 0.288656 , 0.294722 , 0.39347 , 0.393192 , 0.369071 , 0.387599 , 0.40663 , 0.248609 , 0.239589 , 0.27069 , 0.117192 , 0.153309 , 0.266728 , 0.214817 , 0.163609 , 0.167639 , 0.223963 , 0.29721 , 0.181167 , 0.268124 , 0.27589 , 0.260201 , 0.242895 , 0.285141 , 0.258674 , 0.248625 , 0.262546 , 0.204984 , 0.184304 , 0.176895 , 0.157953 , 0.29542 , 0.237837 , 0.208594 , 0.240251 , 0.259865 , 0.225359 
 1044 , 0.201786 , 0.350154 , 0.359589 , 0.300413 , 0.270527 , 0.384677 , 0.345953 , 0.307493 , 0.396088 , 0.290076 , 0.1562 , 0.176895 , 0.155914 , 0.193394 , 0.116594 , 0.187388 , 0.197886 , 0.198109 , 0.177191 , 0.181439 , 0.20938 , 0.343489 , 0.225215 , 0.285869 , 0.290807 , 0.386482 , 0.385798 , 0.364547 , 0.382556 , 0.397162 , 0.244842 , 0.234551 , 0.266818 , 0.111931 , 0.149701 , 0.259396 , 0.210801 , 0.159877 , 0.162097 , 0.219214 , 0.290304 , 0.176091 , 0.264609 , 0.273001 , 0.254852 , 0.238976 , 0.28007 , 0.254826 , 0.244515 , 0.25827 , 0.199587 , 0.181117 , 0.172341 , 0.153331 , 0.291466 , 0.235262 , 0.205422 , 0.236341 , 0.255926 , 0.221413 
 1045 , 0.198307 , 0.339985 , 0.354369 , 0.296977 , 0.261913 , 0.379714 , 0.340594 , 0.302471 , 0.395914 , 0.286522 , 0.151397 , 0.171361 , 0.152752 , 0.189417 , 0.113893 , 0.183346 , 0.195044 , 0.193223 , 0.174092 , 0.177167 , 0.206783 , 0.33952 , 0.22 , 0.282277 , 0.286011 , 0.381111 , 0.37886 , 0.360226 , 0.376139 , 0.387863 , 0.24174 , 0.22975 , 0.261392 , 0.106455 , 0.145867 , 0.253898 , 0.205734 , 0.15445 , 0.156742 , 0.214287 , 0.283995 , 0.171289 , 0.260824 , 0.270492 , 0.250169 , 0.233908 , 0.274696 , 0.250865 , 0.240103 , 0.253305 , 0.19309 , 0.176711 , 0.167438 , 0.148532 , 0.286302 , 0.231908 , 0.201473 , 0.232952 , 0.252763 , 0.218205 
 1046 , 0.198692 , 0.331049 , 0.349883 , 0.293402 , 0.254605 , 0.375096 , 0.334753 , 0.294998 , 0.393139 , 0.28151 , 0.14586 , 0.166964 , 0.15003 , 0.185681 , 0.111578 , 0.179849 , 0.192511 , 0.188265 , 0.171022 , 0.174159 , 0.202832 , 0.3364 , 0.21479 , 0.278075 , 0.281546 , 0.377553 , 0.372856 , 0.356713 , 0.370064 , 0.380993 , 0.238087 , 0.22616 , 0.255806 , 0.101018 , 0.14207 , 0.250425 , 0.200435 , 0.147963 , 0.152503 , 0.209829 , 0.27886 , 0.16671 , 0.257392 , 0.267161 , 0.247076 , 0.227827 , 0.269107 , 0.246671 , 0.23529 , 0.248621 , 0.186273 , 0.171949 , 0.162637 , 0.143565 , 0.281014 , 0.228212 , 0.196818 , 0.229555 , 0.25004 , 0.215251 
 1047 , 0.199609 , 0.327304 , 0.349365 , 0.2912 , 0.250991 , 0.371822 , 0.328955 , 0.286602 , 0.385134 , 0.275292 , 0.139899 , 0.163683 , 0.147119 , 0.182603 , 0.108896 , 0.176588 , 0.189808 , 0.183711 , 0.168357 , 0.171929 , 0.198212 , 0.334112 , 0.209816 , 0.273615 , 0.278813 , 0.375638 , 0.368108 , 0.354557 , 0.366345 , 0.378767 , 0.232476 , 0.224662 , 0.251768 , 0.095803 , 0.138553 , 0.248745 , 0.195879 , 0.141373 , 0.150198 , 0.206483 , 0.275267 , 0.162174 , 0.254989 , 0.261681 , 0.246357 , 0.221121 , 0.263403 , 0.242094 , 0.229982 , 0.24531 , 0.180048 , 0.16793 , 0.158419 , 0.138411 , 0.276943 , 0.224769 , 0.191662 , 0.225384 , 0.247175 , 0.211848 
 1048 , 0.199574 , 0.325106 , 0.349072 , 0.289575 , 0.248427 , 0.368016 , 0.323481 , 0.27913 , 0.376938 , 0.269347 , 0.134796 , 0.161089 , 0.144385 , 0.179157 , 0.105809 , 0.173092 , 0.186129 , 0.178602 , 0.166013 , 0.169257 , 0.194318 , 0.331681 , 0.205089 , 0.269693 , 0.276594 , 0.374107 , 0.363448 , 0.352025 , 0.363214 , 0.377463 , 0.226238 , 0.223565 , 0.246996 , 0.091641 , 0.134643 , 0.246599 , 0.19194 , 0.135748 , 0.147736 , 0.203699 , 0.271792 , 0.157208 , 0.252465 , 0.256539 , 0.244857 , 0.214862 , 0.258021 , 0.23815 , 0.224644 , 0.242056 , 0.174966 , 0.164384 , 0.154474 , 0.133731 , 0.272398 , 0.22109 , 0.186542 , 0.220988 , 0.244618 , 0.207727 
 1049 , 0.19756 , 0.326502 , 0.349359 , 0.289355 , 0.248369 , 0.36347 , 0.319168 , 0.274214 , 0.369034 , 0.264468 , 0.131915 , 0.160194 , 0.142243 , 0.175161 , 0.102102 , 0.169419 , 0.180633 , 0.172703 , 0.164569 , 0.165875 , 0.192322 , 0.329138 , 0.201339 , 0.267284 , 0.275683 , 0.373619 , 0.359518 , 0.349104 , 0.361655 , 0.3783 , 0.219091 , 0.223385 , 0.241035 , 0.090133 , 0.130207 , 0.243677 , 0.189675 , 0.132645 , 0.145109 , 0.202369 , 0.26889 , 0.151723 , 0.249914 , 0.252576 , 0.241846 , 0.210018 , 0.253825 , 0.235884 , 0.219693 , 0.239153 , 0.172708 , 0.162183 , 0.151458 , 0.130421 , 0.267263 , 0.217234 , 0.181919 , 0.21647 , 0.242993 , 0.202394 
 1050 , 0.196899 , 0.326042 , 0.350622 , 0.288756 , 0.246277 , 0.362391 , 0.31821 , 0.273629 , 0.369593 , 0.262809 , 0.130451 , 0.15809 , 0.14019 , 0.170654 , 0.09889 , 0.167399 , 0.175411 , 0.168173 , 0.163124 , 0.163155 , 0.190502 , 0.326663 , 0.201538 , 0.26777 , 0.273773 , 0.375585 , 0.361853 , 0.351652 , 0.361319 , 0.378051 , 0.215045 , 0.220688 , 0.235513 , 0.088213 , 0.126278 , 0.241905 , 0.188303 , 0.131445 , 0.141533 , 0.201686 , 0.26754 , 0.148284 , 0.24782 , 0.254146 , 0.239947 , 0.208253 , 0.253659 , 0.23683 , 0.2167 , 0.234595 , 0.170259 , 0.160397 , 0.149053 , 0.129221 , 0.263987 , 0.215332 , 0.180788 , 0.212195 , 0.244268 , 0.198226 
 1051 , 0.195888 , 0.325471 , 0.351838 , 0.287871 , 0.244129 , 0.360906 , 0.317175 , 0.272923 , 0.370145 , 0.260777 , 0.128675 , 0.155558 , 0.137667 , 0.165946 , 0.095342 , 0.165049 , 0.169898 , 0.163266 , 0.161354 , 0.160035 , 0.188479 , 0.323915 , 0.201577 , 0.268105 , 0.271537 , 0.377545 , 0.364225 , 0.35429 , 0.360943 , 0.377669 , 0.210656 , 0.217695 , 0.22967 , 0.085985 , 0.122044 , 0.239867 , 0.186665 , 0.130154 , 0.137631 , 0.200557 , 0.265997 , 0.144536 , 0.245402 , 0.255537 , 0.23777 , 0.206261 , 0.253368 , 0.237533 , 0.21349 , 0.229747 , 0.167569 , 0.158407 , 0.14636 , 0.127727 , 0.26052 , 0.213119 , 0.179389 , 0.20774 , 0.245345 , 0.193724 
 1052 , 0.190453 , 0.324177 , 0.35096 , 0.283479 , 0.24374 , 0.35484 , 0.316675 , 0.271565 , 0.37036 , 0.255256 , 0.12421 , 0.148583 , 0.129932 , 0.163412 , 0.090931 , 0.16044 , 0.165956 , 0.158665 , 0.156431 , 0.154321 , 0.185567 , 0.319967 , 0.199291 , 0.265668 , 0.266607 , 0.377165 , 0.364364 , 0.354979 , 0.360639 , 0.375818 , 0.205823 , 0.212897 , 0.225904 , 0.08134 , 0.118462 , 0.236171 , 0.182946 , 0.129617 , 0.132991 , 0.193203 , 0.263558 , 0.141572 , 0.241119 , 0.252063 , 0.234432 , 0.203264 , 0.251908 , 0.233235 , 0.211318 , 0.225135 , 0.163835 , 0.155931 , 0.142537 , 0.123653 , 0.259554 , 0.208723 , 0.175944 , 0.205818 , 0.241671 , 0.188853 
 1053 , 0.184519 , 0.323043 , 0.346934 , 0.277987 , 0.244587 , 0.348207 , 0.313427 , 0.269597 , 0.368342 , 0.247097 , 0.118282 , 0.140962 , 0.121822 , 0.161509 , 0.085753 , 0.154191 , 0.163642 , 0.152475 , 0.149651 , 0.147831 , 0.181798 , 0.31706 , 0.19347 , 0.261408 , 0.259908 , 0.375129 , 0.360699 , 0.349805 , 0.359689 , 0.37316 , 0.203128 , 0.207946 , 0.222572 , 0.076188 , 0.113293 , 0.231554 , 0.177325 , 0.128465 , 0.127537 , 0.184101 , 0.258635 , 0.136628 , 0.234986 , 0.246293 , 0.228766 , 0.198619 , 0.247504 , 0.227761 , 0.207853 , 0.222422 , 0.160086 , 0.152031 , 0.137174 , 0.117905 , 0.255569 , 0.202381 , 0.170043 , 0.204607 , 0.235991 , 0.184849 
 1054 , 0.178034 , 0.321903 , 0.341526 , 0.271787 , 0.245958 , 0.34094 , 0.309017 , 0.267277 , 0.365381 , 0.237602 , 0.111525 , 0.132716 , 0.113108 , 0.159718 , 0.080028 , 0.147032 , 0.161774 , 0.145422 , 0.141931 , 0.140681 , 0.177535 , 0.314355 , 0.186082 , 0.256237 , 0.252252 , 0.372349 , 0.3554 , 0.342189 , 0.358434 , 0.370045 , 0.20103 , 0.202686 , 0.219187 , 0.070582 , 0.107349 , 0.22635 , 0.170742 , 0.126998 , 0.121521 , 0.173936 , 0.252571 , 0.130746 , 0.227842 , 0.23934 , 0.221959 , 0.193142 , 0.241793 , 0.221542 , 0.20373 , 0.220231 , 0.156133 , 0.147407 , 0.131014 , 0.111242 , 0.250282 , 0.195034 , 0.162952 , 0.203596 , 0.229246 , 0.180888 
 1055 , 0.173741 , 0.318251 , 0.335394 , 0.266695 , 0.242649 , 0.339811 , 0.30261 , 0.266277 , 0.359507 , 0.229607 , 0.104021 , 0.126903 , 0.104011 , 0.156317 , 0.072386 , 0.141426 , 0.161056 , 0.140078 , 0.13443 , 0.136034 , 0.170661 , 0.311659 , 0.181058 , 0.251228 , 0.24416 , 0.366994 , 0.35029 , 0.335348 , 0.353507 , 0.365319 , 0.199141 , 0.195505 , 0.215829 , 0.064093 , 0.103316 , 0.221293 , 0.161694 , 0.121015 , 0.116772 , 0.167766 , 0.247239 , 0.125683 , 0.221615 , 0.233094 , 0.215609 , 0.186533 , 0.23407 , 0.215604 , 0.197614 , 0.216549 , 0.149883 , 0.139869 , 0.126842 , 0.104797 , 0.247444 , 0.188703 , 0.157553 , 0.200984 , 0.221748 , 0.176667 
 1056 , 0.169896 , 0.311521 , 0.328223 , 0.261956 , 0.236896 , 0.3394 , 0.297144 , 0.265125 , 0.352693 , 0.223562 , 0.096532 , 0.122324 , 0.094522 , 0.15178 , 0.063942 , 0.136538 , 0.159462 , 0.135602 , 0.1282 , 0.132102 , 0.163476 , 0.308754 , 0.17686 , 0.247299 , 0.237226 , 0.360624 , 0.344451 , 0.329947 , 0.34788 , 0.36039 , 0.194254 , 0.187895 , 0.211866 , 0.056942 , 0.100963 , 0.216139 , 0.152579 , 0.112063 , 0.113147 , 0.163094 , 0.243601 , 0.121434 , 0.21531 , 0.226553 , 0.209567 , 0.179852 , 0.225281 , 0.21004 , 0.190245 , 0.211327 , 0.143136 , 0.131446 , 0.123927 , 0.098185 , 0.246546 , 0.18327 , 0.152889 , 0.197026 , 0.213677 , 0.170501 
 1057 , 0.165618 , 0.301873 , 0.319937 , 0.257109 , 0.229837 , 0.337302 , 0.293517 , 0.263156 , 0.345694 , 0.219197 , 0.08908 , 0.118197 , 0.084445 , 0.146361 , 0.055017 , 0.131795 , 0.156185 , 0.131438 , 0.123224 , 0.127966 , 0.156711 , 0.305462 , 0.172684 , 0.244551 , 0.231698 , 0.353852 , 0.337481 , 0.325902 , 0.342691 , 0.355718 , 0.185486 , 0.180316 , 0.207017 , 0.04922 , 0.099899 , 0.210672 , 0.144031 , 0.101235 , 0.110284 , 0.158612 , 0.241707 , 0.117753 , 0.208429 , 0.219217 , 0.20358 , 0.173352 , 0.215817 , 0.204661 , 0.181994 , 0.204656 , 0.136485 , 0.122852 , 0.121725 , 0.09114 , 0.247131 , 0.178415 , 0.148354 , 0.19192 , 0.205008 , 0.161993 
 1058 , 0.1597 , 0.294074 , 0.312157 , 0.255854 , 0.222325 , 0.335126 , 0.288837 , 0.258737 , 0.339955 , 0.217038 , 0.082247 , 0.115133 , 0.077275 , 0.139926 , 0.04773 , 0.12631 , 0.150704 , 0.128174 , 0.119886 , 0.123207 , 0.150465 , 0.301837 , 0.168589 , 0.240159 , 0.227715 , 0.347535 , 0.330939 , 0.323359 , 0.337765 , 0.352603 , 0.177152 , 0.173515 , 0.200758 , 0.044409 , 0.097432 , 0.205566 , 0.137506 , 0.092455 , 0.108751 , 0.155498 , 0.240215 , 0.112087 , 0.201894 , 0.213177 , 0.197747 , 0.167499 , 0.207471 , 0.2009 , 0.174249 , 0.198068 , 0.130446 , 0.116845 , 0.119091 , 0.085594 , 0.24614 , 0.174488 , 0.142763 , 0.190605 , 0.197834 , 0.154184 
 1059 , 0.15142 , 0.288636 , 0.305161 , 0.258433 , 0.214147 , 0.331945 , 0.282552 , 0.250449 , 0.334746 , 0.216583 , 0.075893 , 0.113082 , 0.07342 , 0.130777 , 0.042351 , 0.119541 , 0.142271 , 0.125949 , 0.118011 , 0.117443 , 0.144394 , 0.296731 , 0.164344 , 0.23242 , 0.224096 , 0.340886 , 0.324376 , 0.321484 , 0.331985 , 0.350496 , 0.169298 , 0.167206 , 0.192728 , 0.043055 , 0.092666 , 0.200449 , 0.13292 , 0.086095 , 0.108345 , 0.153771 , 0.238104 , 0.103846 , 0.195778 , 0.208412 , 0.191821 , 0.162125 , 0.200636 , 0.198534 , 0.166907 , 0.191811 , 0.124809 , 0.11375 , 0.115412 , 0.081597 , 0.242126 , 0.171198 , 0.135736 , 0.193417 , 0.191973 , 0.147581 
 1060 , 0.139965 , 0.28373 , 0.29826 , 0.25904 , 0.204184 , 0.323761 , 0.273461 , 0.236404 , 0.323921 , 0.211029 , 0.067234 , 0.109237 , 0.068155 , 0.114084 , 0.0359 , 0.109933 , 0.131092 , 0.123151 , 0.112907 , 0.109567 , 0.135153 , 0.285442 , 0.1583 , 0.216927 , 0.212511 , 0.328878 , 0.314337 , 0.313486 , 0.319425 , 0.343588 , 0.160533 , 0.15795 , 0.183 , 0.041793 , 0.084412 , 0.192403 , 0.124859 , 0.079451 , 0.105246 , 0.15067 , 0.22996 , 0.09348 , 0.188878 , 0.201616 , 0.183686 , 0.15446 , 0.193905 , 0.192838 , 0.15781 , 0.185658 , 0.116532 , 0.109212 , 0.108566 , 0.076001 , 0.231943 , 0.165075 , 0.126781 , 0.194811 , 0.18297 , 0.142233 
 1061 , 0.129527 , 0.277269 , 0.291107 , 0.256429 , 0.194557 , 0.314319 , 0.264257 , 0.222419 , 0.312213 , 0.204737 , 0.058304 , 0.104511 , 0.063053 , 0.098586 , 0.029953 , 0.100809 , 0.119687 , 0.118847 , 0.106839 , 0.101842 , 0.125697 , 0.273504 , 0.150698 , 0.201925 , 0.200769 , 0.316617 , 0.30442 , 0.304741 , 0.306609 , 0.33634 , 0.152274 , 0.148469 , 0.173169 , 0.039787 , 0.075117 , 0.184288 , 0.117009 , 0.073066 , 0.100696 , 0.146749 , 0.221703 , 0.083686 , 0.181115 , 0.194038 , 0.175659 , 0.146774 , 0.187821 , 0.186769 , 0.148884 , 0.180023 , 0.107832 , 0.10505 , 0.100785 , 0.069616 , 0.220966 , 0.158076 , 0.117706 , 0.195708 , 0.173085 , 0.136851 
 1062 , 0.124827 , 0.26575 , 0.28442 , 0.241168 , 0.188238 , 0.301339 , 0.256554 , 0.210421 , 0.298735 , 0.196525 , 0.049456 , 0.097087 , 0.059397 , 0.084811 , 0.026898 , 0.09464 , 0.108848 , 0.109184 , 0.097807 , 0.096041 , 0.116623 , 0.260734 , 0.137994 , 0.190355 , 0.189231 , 0.305256 , 0.296648 , 0.294424 , 0.294624 , 0.329127 , 0.147132 , 0.139327 , 0.16495 , 0.035116 , 0.062642 , 0.177149 , 0.111183 , 0.068802 , 0.091049 , 0.140213 , 0.214182 , 0.078018 , 0.171373 , 0.184686 , 0.169515 , 0.140373 , 0.185781 , 0.180297 , 0.141916 , 0.178035 , 0.098761 , 0.103223 , 0.090134 , 0.060915 , 0.208159 , 0.148645 , 0.109709 , 0.194573 , 0.16114 , 0.132564 
 1063 , 0.119882 , 0.25388 , 0.27861 , 0.223928 , 0.178966 , 0.295699 , 0.244516 , 0.199774 , 0.288124 , 0.191393 , 0.041449 , 0.088499 , 0.055393 , 0.080675 , 0.023775 , 0.090899 , 0.098939 , 0.098051 , 0.088484 , 0.089924 , 0.108635 , 0.249292 , 0.128517 , 0.182239 , 0.183531 , 0.295583 , 0.289799 , 0.285801 , 0.288911 , 0.323481 , 0.14512 , 0.1329 , 0.153497 , 0.029472 , 0.050886 , 0.17297 , 0.107061 , 0.064902 , 0.081918 , 0.13312 , 0.21043 , 0.072687 , 0.160217 , 0.1767 , 0.163025 , 0.134436 , 0.182527 , 0.173988 , 0.137263 , 0.171694 , 0.089257 , 0.101128 , 0.081073 , 0.052609 , 0.199616 , 0.139797 , 0.102678 , 0.193966 , 0.150482 , 0.126981 
