  time  ,48:23 PM,48:34 PM,48:42 PM,48:47 PM,48:56 PM,49:39 PM,49:50 PM,49:56 PM,50:06 PM,50:14 PM,50:47 PM,50:54 PM,51:04 PM,51:11 PM,51:20 PM,52:05 PM,52:13 PM,52:22 PM,52:33 PM,52:44 PM,53:21 PM,53:29 PM,53:36 PM,53:44 PM,53:52 PM,54:33 PM,54:40 PM,54:48 PM,55:01 PM,55:10 PM,55:50 PM,56:00 PM,56:07 PM,56:14 PM,56:21 PM,57:02 PM,57:09 PM,57:17 PM,57:27 PM,57:36 PM,58:17 PM,58:24 PM,58:31 PM,58:40 PM,58:52 PM,59:30 PM,59:39 PM,59:48 PM,59:55 PM,00:04 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 949 , 0.336737 , 0.248554 , 0.271985 , 0.269748 , 0.314421 , 0.30354 , 0.337008 , 0.236267 , 0.283197 , 0.325654 , 0.321132 , 0.364399 , 0.337893 , 0.264335 , 0.318017 , 0.278466 , 0.323376 , 0.26549 , 0.214674 , 0.218526 , 0.243377 , 0.268011 , 0.246472 , 0.345767 , 0.276689 , 0.312333 , 0.394427 , 0.282954 , 0.27112 , 0.230232 , 0.300323 , 0.263382 , 0.258732 , 0.28092 , 0.309697 , 0.31828 , 0.266132 , 0.335196 , 0.339893 , 0.364805 , 0.367846 , 0.225832 , 0.288185 , 0.330209 , 0.364014 , 0.301357 , 0.30179 , 0.330283 , 0.296525 , 0.332824 
 950 , 0.335345 , 0.24828 , 0.269921 , 0.270226 , 0.314568 , 0.304211 , 0.334513 , 0.236031 , 0.28236 , 0.325885 , 0.319737 , 0.364715 , 0.336743 , 0.262604 , 0.316811 , 0.2763 , 0.322433 , 0.263496 , 0.215221 , 0.217255 , 0.242335 , 0.266624 , 0.246112 , 0.348344 , 0.275381 , 0.311406 , 0.394018 , 0.282786 , 0.27007 , 0.230099 , 0.298981 , 0.26226 , 0.256834 , 0.279056 , 0.307231 , 0.317426 , 0.266016 , 0.335176 , 0.339919 , 0.365505 , 0.367762 , 0.22595 , 0.288252 , 0.330514 , 0.364418 , 0.301116 , 0.30163 , 0.3305 , 0.295968 , 0.332345 
 951 , 0.334118 , 0.247682 , 0.267635 , 0.271616 , 0.314952 , 0.305851 , 0.331887 , 0.236228 , 0.282914 , 0.325762 , 0.320289 , 0.36446 , 0.336654 , 0.262012 , 0.316993 , 0.274417 , 0.322466 , 0.262426 , 0.21578 , 0.215217 , 0.241728 , 0.266224 , 0.243891 , 0.349472 , 0.274661 , 0.310117 , 0.39464 , 0.283158 , 0.268469 , 0.228666 , 0.297862 , 0.261565 , 0.2554 , 0.277862 , 0.306909 , 0.316831 , 0.265634 , 0.334511 , 0.340411 , 0.366054 , 0.367648 , 0.225756 , 0.288937 , 0.330625 , 0.365186 , 0.30071 , 0.302019 , 0.329669 , 0.295895 , 0.332287 
 952 , 0.332873 , 0.247081 , 0.265333 , 0.273019 , 0.315336 , 0.3075 , 0.329244 , 0.236427 , 0.283476 , 0.325622 , 0.320864 , 0.364195 , 0.336569 , 0.261432 , 0.317188 , 0.272535 , 0.322511 , 0.26135 , 0.216337 , 0.213158 , 0.241118 , 0.265823 , 0.241662 , 0.3506 , 0.273945 , 0.308821 , 0.395279 , 0.28353 , 0.266858 , 0.227237 , 0.296737 , 0.260881 , 0.253943 , 0.276661 , 0.306595 , 0.316234 , 0.265244 , 0.333839 , 0.340919 , 0.366612 , 0.367538 , 0.225562 , 0.28963 , 0.330735 , 0.365972 , 0.300304 , 0.302408 , 0.328822 , 0.295825 , 0.332233 
 953 , 0.334032 , 0.247637 , 0.266336 , 0.274058 , 0.315681 , 0.31121 , 0.330262 , 0.240316 , 0.285633 , 0.328793 , 0.322886 , 0.365386 , 0.338101 , 0.261994 , 0.319566 , 0.273004 , 0.323907 , 0.262865 , 0.218814 , 0.215126 , 0.242772 , 0.267676 , 0.242411 , 0.3522 , 0.274855 , 0.309434 , 0.396081 , 0.284558 , 0.269037 , 0.228013 , 0.297629 , 0.261191 , 0.254836 , 0.278107 , 0.310605 , 0.31681 , 0.266451 , 0.334175 , 0.342333 , 0.367611 , 0.368013 , 0.226101 , 0.290471 , 0.331494 , 0.367475 , 0.301323 , 0.303263 , 0.328963 , 0.296445 , 0.332923 
 954 , 0.334826 , 0.248148 , 0.268712 , 0.275106 , 0.315588 , 0.315323 , 0.332237 , 0.243785 , 0.287148 , 0.331761 , 0.324524 , 0.366507 , 0.339665 , 0.261828 , 0.320949 , 0.274155 , 0.325815 , 0.26494 , 0.221231 , 0.218309 , 0.244411 , 0.269819 , 0.244907 , 0.353018 , 0.27584 , 0.310593 , 0.395905 , 0.284906 , 0.271545 , 0.230126 , 0.299584 , 0.261345 , 0.255188 , 0.279272 , 0.313753 , 0.317355 , 0.267699 , 0.33505 , 0.343035 , 0.368036 , 0.368451 , 0.226844 , 0.290451 , 0.332203 , 0.368322 , 0.302336 , 0.303498 , 0.329593 , 0.296988 , 0.333222 
 955 , 0.335148 , 0.248476 , 0.271298 , 0.276206 , 0.315299 , 0.319345 , 0.334164 , 0.246555 , 0.288167 , 0.334184 , 0.325801 , 0.367412 , 0.341027 , 0.26119 , 0.321599 , 0.275303 , 0.327783 , 0.266933 , 0.223353 , 0.221513 , 0.245734 , 0.271814 , 0.247811 , 0.353429 , 0.27664 , 0.311749 , 0.395285 , 0.284861 , 0.273694 , 0.232551 , 0.301757 , 0.261299 , 0.255 , 0.279973 , 0.315931 , 0.317729 , 0.268759 , 0.336044 , 0.343294 , 0.368152 , 0.36879 , 0.227575 , 0.290027 , 0.332806 , 0.36877 , 0.303169 , 0.303393 , 0.330315 , 0.297412 , 0.333247 
 956 , 0.335724 , 0.248929 , 0.27312 , 0.278668 , 0.315133 , 0.320141 , 0.335758 , 0.247271 , 0.289028 , 0.33542 , 0.326481 , 0.368935 , 0.342349 , 0.261102 , 0.322753 , 0.276368 , 0.330439 , 0.26862 , 0.224238 , 0.22413 , 0.246926 , 0.273512 , 0.2501 , 0.354197 , 0.277816 , 0.312948 , 0.395257 , 0.284704 , 0.274358 , 0.23474 , 0.30359 , 0.261826 , 0.25573 , 0.28082 , 0.316927 , 0.319112 , 0.269012 , 0.336875 , 0.34314 , 0.368359 , 0.368908 , 0.228474 , 0.289738 , 0.333451 , 0.369111 , 0.30405 , 0.302812 , 0.331008 , 0.298143 , 0.333369 
 957 , 0.336671 , 0.249568 , 0.27368 , 0.28218 , 0.314947 , 0.317234 , 0.337062 , 0.246236 , 0.289608 , 0.335321 , 0.326349 , 0.370456 , 0.343397 , 0.261975 , 0.324129 , 0.27654 , 0.332616 , 0.269214 , 0.223649 , 0.2257 , 0.247956 , 0.27453 , 0.250479 , 0.355371 , 0.278881 , 0.31378 , 0.396039 , 0.284379 , 0.273767 , 0.236116 , 0.304558 , 0.263014 , 0.257448 , 0.28189 , 0.3166 , 0.320898 , 0.268391 , 0.337332 , 0.342789 , 0.368776 , 0.368756 , 0.229437 , 0.28975 , 0.334161 , 0.369532 , 0.30503 , 0.301947 , 0.331435 , 0.299134 , 0.333493 
 958 , 0.337797 , 0.250336 , 0.273455 , 0.285055 , 0.314549 , 0.313759 , 0.338438 , 0.245758 , 0.289971 , 0.335075 , 0.325886 , 0.37097 , 0.344049 , 0.263509 , 0.325001 , 0.275434 , 0.332881 , 0.268587 , 0.222747 , 0.226568 , 0.248938 , 0.274893 , 0.24885 , 0.356642 , 0.279127 , 0.313968 , 0.397128 , 0.283982 , 0.27359 , 0.236595 , 0.304697 , 0.264313 , 0.259242 , 0.283064 , 0.316095 , 0.321652 , 0.267682 , 0.337466 , 0.342793 , 0.36937 , 0.368546 , 0.230235 , 0.290012 , 0.334886 , 0.370268 , 0.306095 , 0.30145 , 0.33149 , 0.300011 , 0.333468 
 959 , 0.338895 , 0.251128 , 0.273687 , 0.287489 , 0.314573 , 0.311231 , 0.340414 , 0.245469 , 0.290433 , 0.334992 , 0.325991 , 0.371644 , 0.344999 , 0.26526 , 0.325856 , 0.274525 , 0.333446 , 0.268312 , 0.222511 , 0.227575 , 0.250081 , 0.275328 , 0.247535 , 0.357802 , 0.279562 , 0.314262 , 0.398309 , 0.28389 , 0.273829 , 0.237488 , 0.304998 , 0.265652 , 0.260838 , 0.284295 , 0.315768 , 0.322304 , 0.267225 , 0.337592 , 0.343082 , 0.369882 , 0.368565 , 0.230958 , 0.290393 , 0.335674 , 0.37105 , 0.307017 , 0.301291 , 0.33169 , 0.300872 , 0.333439 
 960 , 0.34002 , 0.252089 , 0.275804 , 0.288207 , 0.316237 , 0.312494 , 0.344868 , 0.245921 , 0.291324 , 0.335616 , 0.328492 , 0.373222 , 0.347238 , 0.267919 , 0.326842 , 0.274491 , 0.335481 , 0.269481 , 0.224954 , 0.229202 , 0.251961 , 0.276181 , 0.247557 , 0.358644 , 0.280995 , 0.315073 , 0.399926 , 0.285089 , 0.275683 , 0.240178 , 0.306003 , 0.267178 , 0.261718 , 0.285937 , 0.316298 , 0.322735 , 0.267825 , 0.337757 , 0.344598 , 0.370178 , 0.369612 , 0.231492 , 0.29129 , 0.336814 , 0.372104 , 0.307437 , 0.302535 , 0.332559 , 0.301734 , 0.333529 
 961 , 0.341802 , 0.253568 , 0.278164 , 0.288725 , 0.316787 , 0.314463 , 0.348026 , 0.246115 , 0.292604 , 0.336403 , 0.331923 , 0.377115 , 0.349634 , 0.269819 , 0.329329 , 0.276414 , 0.339714 , 0.271136 , 0.227364 , 0.231229 , 0.254331 , 0.277914 , 0.249926 , 0.360053 , 0.284488 , 0.316659 , 0.401096 , 0.286921 , 0.276312 , 0.243196 , 0.307611 , 0.268609 , 0.262886 , 0.28886 , 0.318328 , 0.324909 , 0.268974 , 0.33866 , 0.346742 , 0.371142 , 0.37152 , 0.232533 , 0.292658 , 0.338775 , 0.373385 , 0.308375 , 0.304084 , 0.33443 , 0.302976 , 0.334768 
 962 , 0.343547 , 0.255009 , 0.280462 , 0.289236 , 0.317334 , 0.316391 , 0.3511 , 0.246296 , 0.293847 , 0.337166 , 0.335275 , 0.38092 , 0.351975 , 0.271675 , 0.331756 , 0.278293 , 0.343852 , 0.272746 , 0.229705 , 0.233197 , 0.25665 , 0.279615 , 0.252243 , 0.36142 , 0.287914 , 0.318202 , 0.402238 , 0.288714 , 0.276937 , 0.24614 , 0.309177 , 0.270007 , 0.264027 , 0.291718 , 0.320317 , 0.327037 , 0.270088 , 0.33954 , 0.348842 , 0.372079 , 0.37338 , 0.233549 , 0.293996 , 0.340692 , 0.374635 , 0.309286 , 0.30559 , 0.336258 , 0.304194 , 0.33598 
 963 , 0.344298 , 0.254965 , 0.279426 , 0.286996 , 0.318845 , 0.317867 , 0.352832 , 0.247483 , 0.295795 , 0.338303 , 0.336796 , 0.383289 , 0.352656 , 0.271836 , 0.332892 , 0.279637 , 0.345126 , 0.273493 , 0.229437 , 0.23349 , 0.257633 , 0.281409 , 0.252819 , 0.362656 , 0.28976 , 0.318662 , 0.403019 , 0.289054 , 0.276188 , 0.246335 , 0.310481 , 0.270634 , 0.263764 , 0.292285 , 0.321228 , 0.327753 , 0.270451 , 0.340129 , 0.349607 , 0.372419 , 0.374307 , 0.233993 , 0.293799 , 0.341562 , 0.375169 , 0.310195 , 0.306366 , 0.336904 , 0.304459 , 0.336436 
 964 , 0.344599 , 0.253943 , 0.278169 , 0.28378 , 0.320936 , 0.317694 , 0.353738 , 0.247254 , 0.296717 , 0.339288 , 0.337062 , 0.383608 , 0.352557 , 0.271378 , 0.332035 , 0.280964 , 0.345414 , 0.274214 , 0.228387 , 0.233496 , 0.257926 , 0.282125 , 0.252471 , 0.36293 , 0.289438 , 0.318094 , 0.403676 , 0.288461 , 0.275395 , 0.245701 , 0.310984 , 0.270802 , 0.263081 , 0.290917 , 0.320665 , 0.327334 , 0.270184 , 0.340034 , 0.349504 , 0.371817 , 0.374361 , 0.233998 , 0.292681 , 0.341262 , 0.375081 , 0.310509 , 0.306249 , 0.33692 , 0.304207 , 0.336187 
 965 , 0.344802 , 0.252727 , 0.276991 , 0.280487 , 0.3231 , 0.31709 , 0.354431 , 0.246616 , 0.297305 , 0.340202 , 0.337037 , 0.38341 , 0.352303 , 0.270825 , 0.330716 , 0.28229 , 0.345534 , 0.274938 , 0.227251 , 0.233477 , 0.258066 , 0.282527 , 0.251934 , 0.362941 , 0.288591 , 0.317293 , 0.404307 , 0.287683 , 0.27466 , 0.244949 , 0.311256 , 0.270866 , 0.262349 , 0.289133 , 0.319746 , 0.326664 , 0.269782 , 0.339761 , 0.349213 , 0.370997 , 0.374202 , 0.233911 , 0.291389 , 0.340683 , 0.374839 , 0.310653 , 0.305917 , 0.3368 , 0.303857 , 0.335784 
 966 , 0.344605 , 0.250694 , 0.275341 , 0.278547 , 0.323314 , 0.315275 , 0.351371 , 0.244214 , 0.296183 , 0.33982 , 0.336294 , 0.382171 , 0.351534 , 0.270059 , 0.328004 , 0.282658 , 0.344231 , 0.273313 , 0.224577 , 0.232643 , 0.257099 , 0.281821 , 0.251293 , 0.362336 , 0.286919 , 0.316256 , 0.404108 , 0.286524 , 0.27368 , 0.242989 , 0.310558 , 0.270039 , 0.2607 , 0.287661 , 0.317351 , 0.32539 , 0.269031 , 0.339357 , 0.349016 , 0.370334 , 0.374309 , 0.233623 , 0.290669 , 0.340528 , 0.374296 , 0.31064 , 0.30529 , 0.336628 , 0.303847 , 0.335682 
 967 , 0.344043 , 0.248681 , 0.27285 , 0.277812 , 0.32227 , 0.313515 , 0.34659 , 0.241849 , 0.294466 , 0.339115 , 0.335446 , 0.380383 , 0.350902 , 0.269475 , 0.325151 , 0.281755 , 0.341716 , 0.270687 , 0.221007 , 0.230898 , 0.255491 , 0.280646 , 0.250474 , 0.361881 , 0.285492 , 0.315548 , 0.403683 , 0.285622 , 0.273507 , 0.240809 , 0.309778 , 0.268907 , 0.258681 , 0.286854 , 0.314823 , 0.324351 , 0.2681 , 0.339033 , 0.349136 , 0.370259 , 0.374886 , 0.233239 , 0.290325 , 0.341018 , 0.373538 , 0.310613 , 0.305021 , 0.336418 , 0.304083 , 0.335877 
 968 , 0.343382 , 0.247291 , 0.269806 , 0.277457 , 0.321224 , 0.312674 , 0.342613 , 0.240779 , 0.293309 , 0.338976 , 0.33501 , 0.378763 , 0.350793 , 0.269243 , 0.323152 , 0.280147 , 0.338901 , 0.268667 , 0.217571 , 0.22875 , 0.253995 , 0.279735 , 0.249549 , 0.36204 , 0.284957 , 0.315398 , 0.403577 , 0.285259 , 0.274417 , 0.239249 , 0.30962 , 0.268104 , 0.256939 , 0.286591 , 0.31323 , 0.32401 , 0.267246 , 0.338901 , 0.349544 , 0.370727 , 0.375785 , 0.232894 , 0.289981 , 0.341913 , 0.372766 , 0.31067 , 0.305359 , 0.336225 , 0.304322 , 0.336183 
 969 , 0.343047 , 0.246656 , 0.268007 , 0.277679 , 0.320152 , 0.313258 , 0.34062 , 0.241569 , 0.293094 , 0.339386 , 0.335333 , 0.37764 , 0.351071 , 0.26973 , 0.322041 , 0.279851 , 0.337139 , 0.268241 , 0.215455 , 0.227588 , 0.253082 , 0.279285 , 0.249283 , 0.362246 , 0.285097 , 0.315906 , 0.40392 , 0.285242 , 0.275831 , 0.238701 , 0.310073 , 0.268117 , 0.256253 , 0.286793 , 0.313189 , 0.32464 , 0.267173 , 0.33909 , 0.350175 , 0.371484 , 0.376744 , 0.232745 , 0.289771 , 0.343047 , 0.372401 , 0.310866 , 0.305937 , 0.336484 , 0.304634 , 0.33667 
 970 , 0.343546 , 0.24762 , 0.269241 , 0.279378 , 0.319153 , 0.317034 , 0.343067 , 0.246592 , 0.29517 , 0.340899 , 0.337432 , 0.377965 , 0.352148 , 0.271916 , 0.323155 , 0.282671 , 0.337919 , 0.271367 , 0.216523 , 0.228758 , 0.253422 , 0.280066 , 0.250747 , 0.362694 , 0.286617 , 0.317798 , 0.40529 , 0.285895 , 0.278058 , 0.240332 , 0.311942 , 0.269978 , 0.257965 , 0.288139 , 0.316603 , 0.327296 , 0.268998 , 0.340059 , 0.3513 , 0.372789 , 0.377743 , 0.233051 , 0.290064 , 0.3447 , 0.373157 , 0.311421 , 0.307064 , 0.337787 , 0.305216 , 0.337537 
 971 , 0.344531 , 0.247805 , 0.271577 , 0.281731 , 0.318989 , 0.320155 , 0.344836 , 0.251081 , 0.297882 , 0.341373 , 0.339631 , 0.379769 , 0.352742 , 0.27427 , 0.325166 , 0.285868 , 0.339277 , 0.273666 , 0.21864 , 0.230321 , 0.253344 , 0.281738 , 0.253233 , 0.363812 , 0.287159 , 0.318948 , 0.406526 , 0.285951 , 0.278455 , 0.241204 , 0.313575 , 0.271417 , 0.259292 , 0.289796 , 0.319142 , 0.328678 , 0.271133 , 0.341186 , 0.352131 , 0.373356 , 0.378214 , 0.233382 , 0.291386 , 0.346058 , 0.374689 , 0.312166 , 0.308044 , 0.338958 , 0.306322 , 0.338173 
 972 , 0.345535 , 0.248 , 0.273926 , 0.284119 , 0.318853 , 0.323242 , 0.346603 , 0.255544 , 0.300609 , 0.341839 , 0.341839 , 0.381607 , 0.35335 , 0.276624 , 0.327208 , 0.289043 , 0.34064 , 0.275979 , 0.22079 , 0.231871 , 0.253256 , 0.283433 , 0.255738 , 0.364951 , 0.287684 , 0.32008 , 0.407769 , 0.286012 , 0.278849 , 0.242064 , 0.315219 , 0.272851 , 0.26062 , 0.291463 , 0.321682 , 0.330051 , 0.273274 , 0.342318 , 0.352962 , 0.373923 , 0.378687 , 0.233715 , 0.292732 , 0.347414 , 0.376239 , 0.312924 , 0.309034 , 0.340126 , 0.307439 , 0.338809 
 973 , 0.347082 , 0.249322 , 0.27524 , 0.287347 , 0.320844 , 0.321686 , 0.34741 , 0.255417 , 0.301778 , 0.340674 , 0.343249 , 0.383327 , 0.354583 , 0.277063 , 0.329138 , 0.289282 , 0.342121 , 0.278511 , 0.223354 , 0.231119 , 0.252529 , 0.284529 , 0.257031 , 0.366704 , 0.286666 , 0.320301 , 0.408842 , 0.28613 , 0.278782 , 0.242405 , 0.316216 , 0.273522 , 0.261957 , 0.292705 , 0.323515 , 0.330411 , 0.273877 , 0.34265 , 0.352983 , 0.374177 , 0.379542 , 0.23416 , 0.293888 , 0.348224 , 0.377552 , 0.313558 , 0.309836 , 0.340229 , 0.308103 , 0.338997 
 974 , 0.347864 , 0.25142 , 0.277228 , 0.28982 , 0.321952 , 0.321362 , 0.349822 , 0.255543 , 0.302946 , 0.340964 , 0.344442 , 0.384668 , 0.35593 , 0.277089 , 0.329802 , 0.289743 , 0.344282 , 0.281434 , 0.225146 , 0.230977 , 0.252516 , 0.284496 , 0.257334 , 0.367724 , 0.286085 , 0.321514 , 0.411038 , 0.286182 , 0.279914 , 0.24411 , 0.316759 , 0.274125 , 0.264081 , 0.293894 , 0.326235 , 0.332058 , 0.274194 , 0.342304 , 0.352799 , 0.37438 , 0.380038 , 0.234385 , 0.2942 , 0.348419 , 0.377594 , 0.3134 , 0.309783 , 0.34009 , 0.307777 , 0.339472 
 975 , 0.34854 , 0.253675 , 0.279356 , 0.292197 , 0.322942 , 0.321219 , 0.352518 , 0.255709 , 0.304131 , 0.341483 , 0.34562 , 0.385968 , 0.357312 , 0.277046 , 0.330282 , 0.290239 , 0.346582 , 0.284455 , 0.226832 , 0.230921 , 0.25261 , 0.284282 , 0.257487 , 0.368638 , 0.285562 , 0.322894 , 0.413448 , 0.286226 , 0.281245 , 0.246058 , 0.317234 , 0.274707 , 0.266357 , 0.295089 , 0.329127 , 0.333928 , 0.274465 , 0.341843 , 0.352573 , 0.374574 , 0.380475 , 0.234574 , 0.294376 , 0.348512 , 0.377438 , 0.313111 , 0.30959 , 0.339913 , 0.307286 , 0.34001 
 976 , 0.348923 , 0.254901 , 0.282507 , 0.292719 , 0.323424 , 0.322915 , 0.354405 , 0.255872 , 0.305052 , 0.343222 , 0.346623 , 0.388498 , 0.358447 , 0.276627 , 0.331323 , 0.290406 , 0.349323 , 0.285875 , 0.228176 , 0.231854 , 0.253903 , 0.285021 , 0.257428 , 0.369568 , 0.285799 , 0.324051 , 0.415553 , 0.286653 , 0.28237 , 0.248635 , 0.318384 , 0.275835 , 0.267069 , 0.296321 , 0.330751 , 0.335248 , 0.27421 , 0.341617 , 0.352483 , 0.374801 , 0.380413 , 0.235186 , 0.294813 , 0.348414 , 0.377411 , 0.313116 , 0.30906 , 0.33971 , 0.307249 , 0.340715 
 977 , 0.349408 , 0.255736 , 0.285311 , 0.293206 , 0.324114 , 0.324114 , 0.356149 , 0.255873 , 0.30618 , 0.344962 , 0.347731 , 0.391248 , 0.359296 , 0.276687 , 0.333081 , 0.290849 , 0.35116 , 0.286225 , 0.229769 , 0.233356 , 0.255887 , 0.287015 , 0.257763 , 0.370449 , 0.28696 , 0.32509 , 0.416625 , 0.287558 , 0.283229 , 0.250898 , 0.32039 , 0.27811 , 0.267294 , 0.298044 , 0.331989 , 0.335967 , 0.274028 , 0.342317 , 0.35259 , 0.375581 , 0.380934 , 0.236386 , 0.295707 , 0.349202 , 0.377966 , 0.313972 , 0.308853 , 0.339774 , 0.308014 , 0.341368 
 978 , 0.350056 , 0.256614 , 0.28753 , 0.294259 , 0.325134 , 0.324364 , 0.358063 , 0.255762 , 0.307552 , 0.346331 , 0.349004 , 0.393784 , 0.360015 , 0.277227 , 0.33523 , 0.291613 , 0.35218 , 0.286265 , 0.231664 , 0.234997 , 0.258043 , 0.289695 , 0.258463 , 0.371301 , 0.288588 , 0.326123 , 0.417002 , 0.288712 , 0.283963 , 0.25273 , 0.322852 , 0.281131 , 0.267639 , 0.300129 , 0.33334 , 0.336406 , 0.274072 , 0.34365 , 0.352812 , 0.376786 , 0.382079 , 0.237918 , 0.296884 , 0.35073 , 0.378938 , 0.315408 , 0.308995 , 0.340055 , 0.309263 , 0.341932 
 979 , 0.350732 , 0.257381 , 0.288405 , 0.294524 , 0.326337 , 0.323968 , 0.360437 , 0.256159 , 0.308899 , 0.347395 , 0.349743 , 0.395705 , 0.360286 , 0.278123 , 0.336667 , 0.292889 , 0.352546 , 0.286179 , 0.23289 , 0.23653 , 0.259648 , 0.291289 , 0.259806 , 0.371749 , 0.28984 , 0.327038 , 0.417662 , 0.2896 , 0.284352 , 0.253858 , 0.324448 , 0.283013 , 0.268089 , 0.301598 , 0.334634 , 0.336584 , 0.274456 , 0.344922 , 0.353088 , 0.3778 , 0.383074 , 0.239023 , 0.297711 , 0.352044 , 0.379475 , 0.316461 , 0.309187 , 0.340224 , 0.310142 , 0.342257 
 980 , 0.351208 , 0.257526 , 0.287335 , 0.293248 , 0.327188 , 0.322618 , 0.362272 , 0.256916 , 0.309505 , 0.347597 , 0.349392 , 0.396315 , 0.360032 , 0.278956 , 0.336971 , 0.29422 , 0.352544 , 0.28578 , 0.232595 , 0.237384 , 0.260006 , 0.290514 , 0.261883 , 0.371254 , 0.290062 , 0.327352 , 0.418164 , 0.289808 , 0.283964 , 0.25358 , 0.324413 , 0.282683 , 0.2682 , 0.301681 , 0.335258 , 0.336142 , 0.275133 , 0.345802 , 0.353441 , 0.378386 , 0.383497 , 0.239213 , 0.297851 , 0.352585 , 0.379338 , 0.316788 , 0.309348 , 0.340102 , 0.310142 , 0.342185 
 981 , 0.351052 , 0.256422 , 0.286117 , 0.290781 , 0.326389 , 0.321077 , 0.360939 , 0.256709 , 0.30824 , 0.346641 , 0.348089 , 0.395742 , 0.360011 , 0.278285 , 0.336986 , 0.293758 , 0.353954 , 0.285038 , 0.23081 , 0.236866 , 0.259139 , 0.287551 , 0.263482 , 0.369713 , 0.288999 , 0.326492 , 0.417148 , 0.289217 , 0.282765 , 0.252195 , 0.323235 , 0.280764 , 0.266958 , 0.300456 , 0.334276 , 0.335047 , 0.275301 , 0.345877 , 0.353715 , 0.378528 , 0.382926 , 0.23856 , 0.297445 , 0.351906 , 0.379047 , 0.31657 , 0.30921 , 0.339649 , 0.309162 , 0.341923 
 982 , 0.35075 , 0.255271 , 0.284783 , 0.2885 , 0.325629 , 0.319604 , 0.35913 , 0.256027 , 0.307153 , 0.345576 , 0.346645 , 0.394939 , 0.359845 , 0.277498 , 0.336889 , 0.293183 , 0.355134 , 0.284204 , 0.228843 , 0.236202 , 0.258103 , 0.284633 , 0.264516 , 0.368246 , 0.287901 , 0.325445 , 0.415839 , 0.288595 , 0.281508 , 0.250601 , 0.321905 , 0.278765 , 0.265755 , 0.299215 , 0.333002 , 0.333867 , 0.275401 , 0.345876 , 0.353929 , 0.378607 , 0.382372 , 0.237863 , 0.297037 , 0.351192 , 0.378846 , 0.316377 , 0.309073 , 0.339177 , 0.30812 , 0.341689 
 983 , 0.349367 , 0.253819 , 0.282666 , 0.287636 , 0.325157 , 0.318668 , 0.353847 , 0.251872 , 0.307401 , 0.343682 , 0.344172 , 0.392511 , 0.35864 , 0.275885 , 0.335914 , 0.291878 , 0.354405 , 0.282734 , 0.225531 , 0.234545 , 0.255889 , 0.282006 , 0.261315 , 0.36732 , 0.286581 , 0.32308 , 0.412357 , 0.287793 , 0.279902 , 0.247488 , 0.319519 , 0.276144 , 0.264808 , 0.297862 , 0.329705 , 0.332108 , 0.275014 , 0.345336 , 0.353676 , 0.378193 , 0.381944 , 0.236792 , 0.29663 , 0.350306 , 0.379337 , 0.316394 , 0.308953 , 0.338548 , 0.306679 , 0.341653 
 984 , 0.350066 , 0.254558 , 0.281801 , 0.288025 , 0.327022 , 0.320041 , 0.352296 , 0.250644 , 0.309494 , 0.343344 , 0.34436 , 0.392581 , 0.357879 , 0.27647 , 0.33536 , 0.293227 , 0.353489 , 0.283758 , 0.225255 , 0.234636 , 0.255321 , 0.28294 , 0.258764 , 0.368174 , 0.287555 , 0.32255 , 0.413607 , 0.289055 , 0.279776 , 0.246895 , 0.318841 , 0.275447 , 0.265248 , 0.297761 , 0.329293 , 0.332115 , 0.275556 , 0.345751 , 0.354136 , 0.379212 , 0.382914 , 0.237036 , 0.2977 , 0.351266 , 0.381073 , 0.317294 , 0.310483 , 0.339506 , 0.307313 , 0.342942 
 985 , 0.350846 , 0.255384 , 0.280953 , 0.288463 , 0.328998 , 0.321508 , 0.350839 , 0.249478 , 0.311683 , 0.343056 , 0.34464 , 0.392726 , 0.35712 , 0.277143 , 0.334815 , 0.294696 , 0.35256 , 0.284878 , 0.225069 , 0.234785 , 0.254803 , 0.284011 , 0.256189 , 0.369103 , 0.288634 , 0.322075 , 0.415038 , 0.290409 , 0.279703 , 0.246364 , 0.31821 , 0.274801 , 0.265734 , 0.2977 , 0.328957 , 0.332179 , 0.276132 , 0.346217 , 0.354628 , 0.380307 , 0.383946 , 0.237325 , 0.298841 , 0.352307 , 0.382881 , 0.318238 , 0.312093 , 0.34053 , 0.308024 , 0.344298 
