  time  ,48:23 PM,48:34 PM,48:42 PM,48:47 PM,48:56 PM,49:39 PM,49:50 PM,49:56 PM,50:06 PM,50:14 PM,50:47 PM,50:54 PM,51:04 PM,51:11 PM,51:20 PM,52:05 PM,52:13 PM,52:22 PM,52:33 PM,52:44 PM,53:21 PM,53:29 PM,53:36 PM,53:44 PM,53:52 PM,54:33 PM,54:40 PM,54:48 PM,55:01 PM,55:10 PM,55:50 PM,56:00 PM,56:07 PM,56:14 PM,56:21 PM,57:02 PM,57:09 PM,57:17 PM,57:27 PM,57:36 PM,58:17 PM,58:24 PM,58:31 PM,58:40 PM,58:52 PM,59:30 PM,59:39 PM,59:48 PM,59:55 PM,00:04 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 341 , 0.024374 , 0.022252 , 0.019512 , 0.021701 , 0.0229 , 0.032235 , 0.032057 , 0.0223 , 0.034233 , 0.0259 , 0.032981 , 0.029639 , 0.024022 , 0.024666 , 0.024585 , 0.033498 , 0.031247 , 0.029876 , 0.023825 , 0.023172 , 0.022727 , 0.025176 , 0.024524 , 0.034826 , 0.024914 , 0.031897 , 0.036282 , 0.020936 , 0.026951 , 0.033453 , 0.037413 , 0.029768 , 0.029271 , 0.029421 , 0.035519 , 0.033283 , 0.022208 , 0.025408 , 0.026076 , 0.021754 , 0.032776 , 0.027123 , 0.022147 , 0.033865 , 0.025529 , 0.023954 , 0.018651 , 0.02504 , 0.022791 , 0.026794 
 342 , 0.024267 , 0.022407 , 0.019662 , 0.021742 , 0.022477 , 0.033898 , 0.030248 , 0.021835 , 0.03312 , 0.02517 , 0.031531 , 0.029856 , 0.023867 , 0.024193 , 0.024801 , 0.033045 , 0.030372 , 0.029782 , 0.023869 , 0.023971 , 0.022106 , 0.024639 , 0.024162 , 0.034309 , 0.025023 , 0.031818 , 0.035806 , 0.021095 , 0.027177 , 0.032518 , 0.036801 , 0.02988 , 0.02905 , 0.029235 , 0.035377 , 0.032714 , 0.022628 , 0.025416 , 0.026144 , 0.021789 , 0.032664 , 0.027236 , 0.022115 , 0.033476 , 0.025402 , 0.023611 , 0.018719 , 0.024728 , 0.022682 , 0.02667 
 343 , 0.024601 , 0.0223 , 0.02197 , 0.023378 , 0.023097 , 0.036419 , 0.030748 , 0.02339 , 0.034841 , 0.026287 , 0.030761 , 0.030505 , 0.025047 , 0.025243 , 0.025373 , 0.033902 , 0.031837 , 0.031672 , 0.025648 , 0.024794 , 0.022534 , 0.025183 , 0.025601 , 0.034551 , 0.025714 , 0.032718 , 0.037131 , 0.022083 , 0.028716 , 0.034027 , 0.037044 , 0.030509 , 0.029862 , 0.030636 , 0.035715 , 0.032522 , 0.023543 , 0.026094 , 0.026853 , 0.022641 , 0.032501 , 0.028472 , 0.023003 , 0.033704 , 0.026111 , 0.024107 , 0.01906 , 0.025227 , 0.023688 , 0.027214 
 344 , 0.02495 , 0.022204 , 0.023966 , 0.024973 , 0.023648 , 0.038526 , 0.031168 , 0.024616 , 0.036338 , 0.027351 , 0.030048 , 0.031101 , 0.026128 , 0.02618 , 0.025815 , 0.034617 , 0.032997 , 0.033414 , 0.027174 , 0.025462 , 0.022985 , 0.025634 , 0.026958 , 0.034721 , 0.0263 , 0.033565 , 0.038406 , 0.022978 , 0.030144 , 0.035435 , 0.037261 , 0.031088 , 0.030637 , 0.031901 , 0.035897 , 0.032326 , 0.024371 , 0.026695 , 0.02747 , 0.023457 , 0.032336 , 0.029586 , 0.023805 , 0.033884 , 0.026726 , 0.02455 , 0.019383 , 0.025657 , 0.024595 , 0.027688 
 345 , 0.02527 , 0.022226 , 0.025576 , 0.026514 , 0.024162 , 0.03975 , 0.031554 , 0.025723 , 0.037303 , 0.028349 , 0.029496 , 0.031625 , 0.027129 , 0.026926 , 0.026014 , 0.035249 , 0.03378 , 0.034749 , 0.028507 , 0.025983 , 0.023422 , 0.026016 , 0.028095 , 0.034876 , 0.026785 , 0.034319 , 0.039415 , 0.023773 , 0.031336 , 0.036665 , 0.037387 , 0.031515 , 0.031246 , 0.032935 , 0.036053 , 0.032186 , 0.025066 , 0.027201 , 0.027987 , 0.024232 , 0.032245 , 0.030528 , 0.024502 , 0.034032 , 0.02728 , 0.024967 , 0.019705 , 0.026033 , 0.025425 , 0.028083 
 346 , 0.025297 , 0.023653 , 0.025214 , 0.027783 , 0.024937 , 0.0346 , 0.03215 , 0.028064 , 0.03473 , 0.029097 , 0.030059 , 0.031865 , 0.028077 , 0.026483 , 0.024617 , 0.03593 , 0.032645 , 0.033038 , 0.029639 , 0.026001 , 0.023638 , 0.026362 , 0.027541 , 0.035349 , 0.026869 , 0.034559 , 0.038198 , 0.02416 , 0.031002 , 0.036727 , 0.036802 , 0.03072 , 0.030571 , 0.032627 , 0.036731 , 0.032699 , 0.025037 , 0.02724 , 0.028096 , 0.024762 , 0.032887 , 0.030543 , 0.024679 , 0.034132 , 0.027821 , 0.025524 , 0.020136 , 0.026373 , 0.02627 , 0.028105 
 347 , 0.025303 , 0.024852 , 0.024906 , 0.028924 , 0.025589 , 0.030423 , 0.032692 , 0.030234 , 0.032669 , 0.029757 , 0.030577 , 0.03207 , 0.028924 , 0.026093 , 0.023447 , 0.036579 , 0.031663 , 0.031605 , 0.030714 , 0.026026 , 0.023809 , 0.026661 , 0.027055 , 0.035771 , 0.026963 , 0.034761 , 0.037153 , 0.024524 , 0.030691 , 0.036788 , 0.036285 , 0.030027 , 0.029979 , 0.032343 , 0.037403 , 0.033138 , 0.025005 , 0.027276 , 0.028198 , 0.025274 , 0.033485 , 0.030561 , 0.02485 , 0.034231 , 0.028334 , 0.026029 , 0.020535 , 0.026671 , 0.027008 , 0.028129 
 348 , 0.025296 , 0.025869 , 0.024642 , 0.029955 , 0.026145 , 0.026974 , 0.033188 , 0.032257 , 0.030981 , 0.030345 , 0.031056 , 0.032245 , 0.029688 , 0.025749 , 0.022453 , 0.037199 , 0.030805 , 0.030388 , 0.031738 , 0.026057 , 0.023946 , 0.026923 , 0.026625 , 0.036151 , 0.027064 , 0.034932 , 0.036246 , 0.024867 , 0.030404 , 0.036847 , 0.035825 , 0.029419 , 0.029456 , 0.032082 , 0.038068 , 0.033518 , 0.024971 , 0.02731 , 0.028293 , 0.025768 , 0.034044 , 0.030582 , 0.025015 , 0.034329 , 0.028823 , 0.02649 , 0.020905 , 0.026935 , 0.027659 , 0.028154 
 349 , 0.02531 , 0.025178 , 0.024884 , 0.030321 , 0.026017 , 0.026932 , 0.033417 , 0.032052 , 0.031025 , 0.029962 , 0.0309 , 0.031723 , 0.028746 , 0.025948 , 0.022774 , 0.037455 , 0.030425 , 0.029771 , 0.030659 , 0.026181 , 0.023626 , 0.027248 , 0.02695 , 0.036224 , 0.027044 , 0.033856 , 0.036322 , 0.024814 , 0.030196 , 0.036833 , 0.035536 , 0.029255 , 0.029385 , 0.032529 , 0.038375 , 0.033052 , 0.024938 , 0.027434 , 0.028445 , 0.025736 , 0.033781 , 0.030475 , 0.024142 , 0.034687 , 0.028639 , 0.02631 , 0.020737 , 0.026898 , 0.027242 , 0.028269 
 350 , 0.025381 , 0.02393 , 0.025324 , 0.030471 , 0.025694 , 0.028094 , 0.03364 , 0.03109 , 0.031845 , 0.029255 , 0.030509 , 0.030947 , 0.027259 , 0.026368 , 0.023733 , 0.037624 , 0.030266 , 0.029405 , 0.028901 , 0.026325 , 0.023166 , 0.027638 , 0.027661 , 0.036165 , 0.026979 , 0.032391 , 0.036812 , 0.02464 , 0.030029 , 0.036844 , 0.03531 , 0.029287 , 0.029557 , 0.033328 , 0.038553 , 0.032302 , 0.024937 , 0.027594 , 0.028637 , 0.025496 , 0.033198 , 0.030328 , 0.022954 , 0.035128 , 0.028209 , 0.025903 , 0.020372 , 0.026785 , 0.026488 , 0.028447 
 351 , 0.025512 , 0.022829 , 0.025753 , 0.030668 , 0.025463 , 0.029183 , 0.033986 , 0.030304 , 0.032864 , 0.028621 , 0.030136 , 0.030202 , 0.025921 , 0.026797 , 0.024883 , 0.037858 , 0.030164 , 0.029097 , 0.027332 , 0.026448 , 0.022758 , 0.02807 , 0.028489 , 0.03609 , 0.026916 , 0.031053 , 0.037357 , 0.024506 , 0.029886 , 0.036919 , 0.035091 , 0.029357 , 0.029828 , 0.034215 , 0.038741 , 0.031615 , 0.024975 , 0.027751 , 0.028847 , 0.025258 , 0.032624 , 0.030198 , 0.021879 , 0.035539 , 0.027803 , 0.025529 , 0.020024 , 0.026723 , 0.025838 , 0.028654 
 352 , 0.025507 , 0.022215 , 0.025851 , 0.030096 , 0.025313 , 0.029454 , 0.034605 , 0.029647 , 0.033505 , 0.028407 , 0.029804 , 0.029641 , 0.025293 , 0.027016 , 0.02571 , 0.037475 , 0.029723 , 0.029138 , 0.026749 , 0.026493 , 0.022622 , 0.028447 , 0.028853 , 0.035782 , 0.026988 , 0.03052 , 0.03754 , 0.024466 , 0.029932 , 0.036606 , 0.03501 , 0.02924 , 0.029795 , 0.034558 , 0.038987 , 0.031247 , 0.025062 , 0.027779 , 0.028952 , 0.024946 , 0.032245 , 0.030071 , 0.021562 , 0.035715 , 0.027621 , 0.0253 , 0.019852 , 0.026736 , 0.025421 , 0.028698 
 353 , 0.025168 , 0.022417 , 0.025313 , 0.02813 , 0.025221 , 0.028278 , 0.035567 , 0.029118 , 0.033065 , 0.028946 , 0.029541 , 0.029418 , 0.025896 , 0.026807 , 0.025546 , 0.035887 , 0.028625 , 0.029804 , 0.027936 , 0.026414 , 0.022968 , 0.028643 , 0.028138 , 0.03506 , 0.027328 , 0.031439 , 0.036938 , 0.024568 , 0.030328 , 0.035506 , 0.035195 , 0.028724 , 0.02907 , 0.033712 , 0.03933 , 0.031442 , 0.025192 , 0.027557 , 0.028824 , 0.024504 , 0.032239 , 0.029942 , 0.022626 , 0.035465 , 0.027859 , 0.025328 , 0.02001 , 0.026836 , 0.025356 , 0.028391 
 354 , 0.02485 , 0.022587 , 0.024817 , 0.026463 , 0.025124 , 0.027252 , 0.036433 , 0.028635 , 0.032653 , 0.029455 , 0.029293 , 0.029204 , 0.026481 , 0.026605 , 0.025377 , 0.034487 , 0.027653 , 0.030422 , 0.029134 , 0.026337 , 0.023295 , 0.028818 , 0.027493 , 0.034395 , 0.027652 , 0.032336 , 0.036379 , 0.02465 , 0.030707 , 0.034517 , 0.035365 , 0.028246 , 0.028414 , 0.032946 , 0.039651 , 0.031623 , 0.025306 , 0.027345 , 0.028699 , 0.024095 , 0.032233 , 0.029812 , 0.023673 , 0.035226 , 0.028077 , 0.025351 , 0.020153 , 0.02692 , 0.025287 , 0.028101 
 355 , 0.024552 , 0.02273 , 0.024359 , 0.025031 , 0.025023 , 0.026349 , 0.037213 , 0.028189 , 0.032266 , 0.029937 , 0.029059 , 0.028996 , 0.027048 , 0.02641 , 0.025207 , 0.033242 , 0.026787 , 0.030996 , 0.030344 , 0.026262 , 0.023604 , 0.028976 , 0.026906 , 0.03378 , 0.027961 , 0.033214 , 0.035859 , 0.024715 , 0.031071 , 0.033621 , 0.035521 , 0.027803 , 0.027817 , 0.032247 , 0.039954 , 0.031793 , 0.025406 , 0.027145 , 0.028576 , 0.023716 , 0.032227 , 0.029683 , 0.024705 , 0.034998 , 0.028279 , 0.025368 , 0.020284 , 0.026992 , 0.025216 , 0.027826 
 356 , 0.025224 , 0.021836 , 0.023598 , 0.025221 , 0.024858 , 0.027215 , 0.035277 , 0.028166 , 0.032174 , 0.029739 , 0.028698 , 0.029633 , 0.027005 , 0.026426 , 0.024733 , 0.033604 , 0.026854 , 0.030396 , 0.031022 , 0.025436 , 0.023833 , 0.029303 , 0.026161 , 0.03413 , 0.027723 , 0.032865 , 0.03594 , 0.024656 , 0.030019 , 0.033774 , 0.03531 , 0.027789 , 0.027883 , 0.031722 , 0.038857 , 0.031273 , 0.025422 , 0.027429 , 0.028869 , 0.024184 , 0.032732 , 0.030184 , 0.02476 , 0.035338 , 0.028147 , 0.025681 , 0.020308 , 0.027323 , 0.025758 , 0.028126 
 357 , 0.02593 , 0.020994 , 0.022882 , 0.025485 , 0.024701 , 0.028248 , 0.033426 , 0.028158 , 0.032097 , 0.029517 , 0.02836 , 0.030319 , 0.026931 , 0.026449 , 0.024272 , 0.03404 , 0.026961 , 0.029762 , 0.031683 , 0.024621 , 0.024052 , 0.029627 , 0.025457 , 0.034515 , 0.027472 , 0.032473 , 0.036045 , 0.024593 , 0.028987 , 0.033971 , 0.035094 , 0.027794 , 0.027978 , 0.031239 , 0.037797 , 0.030755 , 0.025434 , 0.027729 , 0.029173 , 0.024694 , 0.033251 , 0.030705 , 0.024762 , 0.035698 , 0.028004 , 0.026 , 0.020325 , 0.027657 , 0.026317 , 0.028444 
 358 , 0.026618 , 0.020245 , 0.022222 , 0.025744 , 0.024556 , 0.029371 , 0.031769 , 0.028146 , 0.03202 , 0.029306 , 0.02805 , 0.031011 , 0.026859 , 0.026469 , 0.023838 , 0.034469 , 0.027063 , 0.029152 , 0.032359 , 0.023854 , 0.024267 , 0.029939 , 0.024799 , 0.034885 , 0.027236 , 0.032101 , 0.036145 , 0.024531 , 0.028041 , 0.034162 , 0.034891 , 0.027798 , 0.028068 , 0.030789 , 0.036836 , 0.030274 , 0.025444 , 0.02802 , 0.029468 , 0.0252 , 0.033756 , 0.031212 , 0.024762 , 0.036046 , 0.027865 , 0.02631 , 0.020339 , 0.027979 , 0.026863 , 0.028752 
 359 , 0.026421 , 0.020105 , 0.022142 , 0.02631 , 0.024864 , 0.030761 , 0.031765 , 0.028677 , 0.031801 , 0.02941 , 0.027926 , 0.031114 , 0.026738 , 0.026633 , 0.023672 , 0.034274 , 0.027348 , 0.029215 , 0.032209 , 0.023942 , 0.024297 , 0.030204 , 0.02515 , 0.034449 , 0.027333 , 0.032238 , 0.036077 , 0.024486 , 0.027486 , 0.03399 , 0.03492 , 0.028091 , 0.028173 , 0.030915 , 0.036327 , 0.030226 , 0.02537 , 0.028006 , 0.029681 , 0.025302 , 0.033896 , 0.031012 , 0.024725 , 0.036167 , 0.027979 , 0.026465 , 0.020357 , 0.027905 , 0.02699 , 0.028565 
 360 , 0.025611 , 0.020391 , 0.022428 , 0.027077 , 0.025503 , 0.03222 , 0.032943 , 0.029563 , 0.031458 , 0.029719 , 0.027924 , 0.030782 , 0.026572 , 0.0269 , 0.023686 , 0.033619 , 0.027754 , 0.029764 , 0.031448 , 0.024644 , 0.024181 , 0.030431 , 0.026244 , 0.033463 , 0.027651 , 0.032718 , 0.035869 , 0.02444 , 0.027175 , 0.033542 , 0.035094 , 0.028596 , 0.02825 , 0.031439 , 0.036106 , 0.030486 , 0.025226 , 0.027757 , 0.029813 , 0.025087 , 0.033754 , 0.030315 , 0.024648 , 0.036102 , 0.02825 , 0.026486 , 0.020353 , 0.027542 , 0.026808 , 0.028027 
 361 , 0.024851 , 0.020691 , 0.022661 , 0.027807 , 0.026138 , 0.033588 , 0.034163 , 0.030382 , 0.031099 , 0.029996 , 0.027915 , 0.030462 , 0.026397 , 0.027159 , 0.023692 , 0.032978 , 0.028137 , 0.030304 , 0.030713 , 0.025339 , 0.024057 , 0.030646 , 0.027351 , 0.032533 , 0.027939 , 0.033164 , 0.035642 , 0.024381 , 0.026858 , 0.033091 , 0.03524 , 0.029096 , 0.028283 , 0.031941 , 0.035879 , 0.030745 , 0.025073 , 0.027499 , 0.029916 , 0.024857 , 0.033596 , 0.029653 , 0.024555 , 0.036013 , 0.028484 , 0.026481 , 0.020323 , 0.027187 , 0.026625 , 0.027511 
 362 , 0.024526 , 0.021198 , 0.023041 , 0.028711 , 0.026845 , 0.034392 , 0.035356 , 0.031443 , 0.031097 , 0.03028 , 0.028223 , 0.030335 , 0.026466 , 0.027552 , 0.023881 , 0.032581 , 0.028847 , 0.030849 , 0.030233 , 0.026004 , 0.024053 , 0.030892 , 0.028279 , 0.032147 , 0.028232 , 0.033685 , 0.035607 , 0.024381 , 0.026861 , 0.032869 , 0.035548 , 0.029624 , 0.028424 , 0.032507 , 0.035881 , 0.0311 , 0.025101 , 0.027404 , 0.030124 , 0.024767 , 0.033643 , 0.029363 , 0.024601 , 0.036051 , 0.028751 , 0.026569 , 0.020363 , 0.027056 , 0.026631 , 0.027262 
 363 , 0.025799 , 0.022465 , 0.024255 , 0.030468 , 0.027799 , 0.03327 , 0.036155 , 0.033742 , 0.032606 , 0.030689 , 0.029888 , 0.030918 , 0.027574 , 0.028467 , 0.024799 , 0.033133 , 0.031042 , 0.03139 , 0.030689 , 0.026509 , 0.024536 , 0.031273 , 0.028376 , 0.033814 , 0.028624 , 0.034622 , 0.036434 , 0.024658 , 0.028204 , 0.033566 , 0.036616 , 0.030209 , 0.02914 , 0.033391 , 0.036849 , 0.03181 , 0.025912 , 0.028 , 0.030864 , 0.0253 , 0.034582 , 0.030477 , 0.025261 , 0.036666 , 0.029287 , 0.027132 , 0.020768 , 0.027819 , 0.027408 , 0.028044 
 364 , 0.027043 , 0.0237 , 0.025504 , 0.032222 , 0.028695 , 0.032248 , 0.03688 , 0.036036 , 0.03407 , 0.031071 , 0.031579 , 0.03146 , 0.028665 , 0.029325 , 0.025661 , 0.033643 , 0.033309 , 0.031889 , 0.031103 , 0.026968 , 0.024981 , 0.031625 , 0.028458 , 0.035458 , 0.028992 , 0.035518 , 0.037234 , 0.024915 , 0.02952 , 0.034212 , 0.037663 , 0.030737 , 0.029813 , 0.034239 , 0.037795 , 0.03248 , 0.026708 , 0.028569 , 0.031578 , 0.025808 , 0.035482 , 0.031561 , 0.025893 , 0.037244 , 0.029806 , 0.027677 , 0.021149 , 0.028555 , 0.02816 , 0.028803 
 365 , 0.028258 , 0.024906 , 0.02679 , 0.033973 , 0.029539 , 0.031313 , 0.037539 , 0.038326 , 0.035492 , 0.031429 , 0.033297 , 0.031963 , 0.029741 , 0.030129 , 0.026472 , 0.034117 , 0.035651 , 0.032349 , 0.03148 , 0.027386 , 0.025391 , 0.031951 , 0.028528 , 0.03708 , 0.029338 , 0.036379 , 0.038007 , 0.025153 , 0.030811 , 0.034813 , 0.038689 , 0.031216 , 0.030447 , 0.035052 , 0.038718 , 0.033111 , 0.02749 , 0.029112 , 0.032269 , 0.026294 , 0.036344 , 0.032619 , 0.026499 , 0.037788 , 0.030309 , 0.028204 , 0.021507 , 0.029265 , 0.028887 , 0.029542 
 366 , 0.027821 , 0.024369 , 0.026604 , 0.03335 , 0.028761 , 0.031624 , 0.037085 , 0.036633 , 0.035483 , 0.031363 , 0.033164 , 0.031794 , 0.029374 , 0.029597 , 0.025883 , 0.033808 , 0.035312 , 0.032365 , 0.031187 , 0.027117 , 0.025322 , 0.031326 , 0.028354 , 0.036107 , 0.029571 , 0.036148 , 0.037806 , 0.025322 , 0.030373 , 0.034279 , 0.038751 , 0.030605 , 0.03001 , 0.034053 , 0.038114 , 0.032496 , 0.027258 , 0.029065 , 0.032384 , 0.02641 , 0.036618 , 0.032817 , 0.026719 , 0.038373 , 0.030467 , 0.028109 , 0.021735 , 0.02914 , 0.028787 , 0.029555 
 367 , 0.027057 , 0.023531 , 0.026132 , 0.032342 , 0.027681 , 0.032191 , 0.036418 , 0.034321 , 0.035174 , 0.031206 , 0.032653 , 0.031493 , 0.028746 , 0.028825 , 0.025054 , 0.033339 , 0.034422 , 0.032285 , 0.030758 , 0.026711 , 0.025156 , 0.030571 , 0.028139 , 0.034698 , 0.029774 , 0.035707 , 0.037414 , 0.025471 , 0.029599 , 0.03354 , 0.038611 , 0.029834 , 0.029374 , 0.032806 , 0.037269 , 0.031699 , 0.026845 , 0.028896 , 0.032375 , 0.026451 , 0.03676 , 0.032826 , 0.02685 , 0.038949 , 0.030546 , 0.027884 , 0.021926 , 0.028849 , 0.028519 , 0.029415 
 368 , 0.026333 , 0.022778 , 0.02572 , 0.031481 , 0.026654 , 0.032743 , 0.035773 , 0.032267 , 0.034881 , 0.031045 , 0.032193 , 0.031205 , 0.028183 , 0.028105 , 0.024288 , 0.032877 , 0.033603 , 0.032197 , 0.030335 , 0.02631 , 0.024992 , 0.029894 , 0.027932 , 0.03343 , 0.029969 , 0.035299 , 0.037052 , 0.025611 , 0.028874 , 0.032843 , 0.03849 , 0.029135 , 0.028772 , 0.031707 , 0.036527 , 0.030993 , 0.026482 , 0.028735 , 0.032371 , 0.026499 , 0.036898 , 0.032838 , 0.026975 , 0.039494 , 0.030623 , 0.027671 , 0.022104 , 0.028579 , 0.028266 , 0.029287 
 369 , 0.026222 , 0.02241 , 0.025713 , 0.0308 , 0.026546 , 0.033126 , 0.035772 , 0.031445 , 0.034688 , 0.031129 , 0.032071 , 0.031303 , 0.028158 , 0.028064 , 0.024096 , 0.032764 , 0.033026 , 0.032335 , 0.030595 , 0.025982 , 0.024992 , 0.029841 , 0.027834 , 0.033266 , 0.030272 , 0.035363 , 0.037193 , 0.025816 , 0.028821 , 0.032882 , 0.0385 , 0.029014 , 0.028652 , 0.031385 , 0.036279 , 0.031052 , 0.026402 , 0.0289 , 0.032482 , 0.026593 , 0.037301 , 0.033049 , 0.027086 , 0.039824 , 0.030899 , 0.027803 , 0.022217 , 0.028576 , 0.028107 , 0.029553 
 370 , 0.026845 , 0.022461 , 0.026182 , 0.030268 , 0.027559 , 0.033309 , 0.036545 , 0.031961 , 0.034604 , 0.031512 , 0.032338 , 0.031881 , 0.028774 , 0.028838 , 0.024574 , 0.033073 , 0.03271 , 0.032761 , 0.031722 , 0.025738 , 0.025189 , 0.030528 , 0.027863 , 0.034393 , 0.030722 , 0.035999 , 0.037951 , 0.026102 , 0.029576 , 0.033831 , 0.038667 , 0.029567 , 0.029103 , 0.031936 , 0.036588 , 0.032037 , 0.02665 , 0.029469 , 0.032732 , 0.026744 , 0.038048 , 0.033512 , 0.027181 , 0.039886 , 0.031423 , 0.028364 , 0.022252 , 0.028891 , 0.028053 , 0.030314 
 371 , 0.027475 , 0.022523 , 0.026655 , 0.029767 , 0.028593 , 0.033515 , 0.037331 , 0.03249 , 0.034539 , 0.031904 , 0.032613 , 0.032461 , 0.029394 , 0.029621 , 0.025057 , 0.033386 , 0.032455 , 0.033185 , 0.032872 , 0.025529 , 0.025395 , 0.03122 , 0.02792 , 0.035538 , 0.031174 , 0.036639 , 0.038714 , 0.026395 , 0.030339 , 0.034793 , 0.038834 , 0.030125 , 0.029559 , 0.032493 , 0.036903 , 0.033038 , 0.026899 , 0.030042 , 0.032991 , 0.026893 , 0.038799 , 0.033978 , 0.027286 , 0.039975 , 0.031954 , 0.028929 , 0.022298 , 0.029213 , 0.028016 , 0.031084 
 372 , 0.028085 , 0.02259 , 0.027013 , 0.029268 , 0.029507 , 0.033628 , 0.037931 , 0.03291 , 0.034466 , 0.03221 , 0.032845 , 0.032958 , 0.029973 , 0.030314 , 0.025425 , 0.033625 , 0.032179 , 0.033477 , 0.033786 , 0.025306 , 0.02556 , 0.031788 , 0.027955 , 0.036556 , 0.031545 , 0.037209 , 0.039411 , 0.026653 , 0.030994 , 0.035645 , 0.03895 , 0.030616 , 0.029922 , 0.032993 , 0.037188 , 0.033998 , 0.027132 , 0.030542 , 0.033254 , 0.027038 , 0.039515 , 0.034416 , 0.027401 , 0.040084 , 0.032448 , 0.029443 , 0.022342 , 0.029514 , 0.027981 , 0.031791 
 373 , 0.028383 , 0.022848 , 0.025825 , 0.028521 , 0.028369 , 0.032404 , 0.035936 , 0.031956 , 0.03422 , 0.031298 , 0.032529 , 0.032187 , 0.029938 , 0.029727 , 0.024193 , 0.032918 , 0.031287 , 0.031908 , 0.031132 , 0.02462 , 0.025239 , 0.030565 , 0.027658 , 0.035707 , 0.030757 , 0.036786 , 0.039209 , 0.026494 , 0.030113 , 0.034635 , 0.038405 , 0.030106 , 0.029009 , 0.03282 , 0.037169 , 0.034162 , 0.027204 , 0.030001 , 0.033683 , 0.027164 , 0.039651 , 0.034502 , 0.027641 , 0.040466 , 0.032503 , 0.029301 , 0.022383 , 0.02963 , 0.027871 , 0.031616 
 374 , 0.028657 , 0.023033 , 0.024752 , 0.027841 , 0.027441 , 0.03132 , 0.034242 , 0.03105 , 0.03398 , 0.030496 , 0.032213 , 0.031532 , 0.029902 , 0.029169 , 0.023116 , 0.032236 , 0.030429 , 0.03056 , 0.028936 , 0.023998 , 0.024903 , 0.02947 , 0.027338 , 0.03491 , 0.030076 , 0.036403 , 0.038989 , 0.026325 , 0.029299 , 0.033765 , 0.037882 , 0.029666 , 0.028181 , 0.032608 , 0.037103 , 0.034284 , 0.02725 , 0.029514 , 0.034045 , 0.02727 , 0.039791 , 0.034571 , 0.027861 , 0.040787 , 0.032529 , 0.029134 , 0.022394 , 0.0297 , 0.027769 , 0.031431 
 375 , 0.028914 , 0.023156 , 0.023766 , 0.027213 , 0.026663 , 0.030342 , 0.032766 , 0.030179 , 0.033744 , 0.029778 , 0.031894 , 0.030965 , 0.029863 , 0.028634 , 0.022155 , 0.031572 , 0.029597 , 0.029373 , 0.027056 , 0.023424 , 0.024554 , 0.028471 , 0.026998 , 0.034154 , 0.029477 , 0.036052 , 0.038755 , 0.026148 , 0.028535 , 0.033 , 0.037376 , 0.029278 , 0.027417 , 0.032363 , 0.036999 , 0.034372 , 0.027274 , 0.029068 , 0.034354 , 0.027361 , 0.039934 , 0.034626 , 0.028067 , 0.041058 , 0.032532 , 0.028947 , 0.02238 , 0.029732 , 0.027672 , 0.031238 
 376 , 0.028545 , 0.022791 , 0.023561 , 0.027134 , 0.026456 , 0.030897 , 0.031932 , 0.029729 , 0.033416 , 0.029586 , 0.031951 , 0.031146 , 0.029805 , 0.028199 , 0.022539 , 0.031469 , 0.029358 , 0.028772 , 0.026702 , 0.023129 , 0.02431 , 0.028336 , 0.027057 , 0.034208 , 0.02921 , 0.035682 , 0.038356 , 0.026096 , 0.028536 , 0.032635 , 0.037284 , 0.029134 , 0.027264 , 0.032499 , 0.036751 , 0.033996 , 0.027248 , 0.029139 , 0.034202 , 0.027344 , 0.039947 , 0.034581 , 0.028271 , 0.040869 , 0.032483 , 0.028775 , 0.022295 , 0.029598 , 0.027594 , 0.030978 
 377 , 0.028026 , 0.022316 , 0.023713 , 0.027303 , 0.02649 , 0.032019 , 0.031467 , 0.029594 , 0.033175 , 0.029635 , 0.032191 , 0.031634 , 0.029777 , 0.027913 , 0.023442 , 0.031652 , 0.02939 , 0.02851 , 0.026978 , 0.023 , 0.024151 , 0.028593 , 0.027297 , 0.034626 , 0.029114 , 0.035402 , 0.038008 , 0.026154 , 0.028856 , 0.032512 , 0.03743 , 0.029093 , 0.027404 , 0.032819 , 0.036537 , 0.033596 , 0.02726 , 0.029438 , 0.033989 , 0.027342 , 0.039968 , 0.034552 , 0.028494 , 0.040625 , 0.032489 , 0.028682 , 0.02222 , 0.029474 , 0.027546 , 0.030792 
