  time  ,1:37 PM",1:43 PM",1:50 PM",1:57 PM",2:02 PM",2:34 PM",2:40 PM",2:46 PM",2:52 PM",2:57 PM",3:02 PM",3:34 PM",3:39 PM",3:46 PM",3:53 PM",3:59 PM",4:33 PM",4:39 PM",4:44 PM",4:50 PM",4:56 PM",5:31 PM",5:37 PM",5:42 PM",5:48 PM",5:54 PM",6:27 PM",6:33 PM",6:38 PM",6:45 PM",6:50 PM",7:24 PM",7:30 PM",7:36 PM",7:42 PM",8:42 PM",8:47 PM",8:54 PM",8:59 PM",9:06 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 912 , 0.334056 , 0.36335 , 0.400247 , 0.387021 , 0.427325 , 0.358521 , 0.405901 , 0.345395 , 0.279082 , 0.40396 , 0.359583 , 0.306435 , 0.338595 , 0.343324 , 0.350445 , 0.367767 , 0.403219 , 0.426454 , 0.342621 , 0.421274 , 0.311784 , 0.416086 , 0.409844 , 0.402646 , 0.401798 , 0.409645 , 0.421068 , 0.40843 , 0.391277 , 0.512969 , 0.390207 , 0.439749 , 0.418409 , 0.362525 , 0.419486 , 0.333689 , 0.325445 , 0.316444 , 0.314168 , 0.389367 
 913 , 0.334605 , 0.363909 , 0.400788 , 0.387666 , 0.427986 , 0.359339 , 0.406487 , 0.345645 , 0.279722 , 0.404473 , 0.359858 , 0.306713 , 0.33874 , 0.343882 , 0.35052 , 0.368616 , 0.403855 , 0.427276 , 0.342875 , 0.421722 , 0.31171 , 0.416573 , 0.410309 , 0.402833 , 0.402085 , 0.409966 , 0.421173 , 0.408646 , 0.391427 , 0.513203 , 0.390435 , 0.440642 , 0.418747 , 0.363009 , 0.419914 , 0.333942 , 0.326015 , 0.31683 , 0.314464 , 0.390031 
 914 , 0.334322 , 0.364528 , 0.401858 , 0.387732 , 0.429031 , 0.359434 , 0.407119 , 0.34584 , 0.279984 , 0.405439 , 0.360293 , 0.306929 , 0.339119 , 0.34454 , 0.350212 , 0.368884 , 0.404656 , 0.428012 , 0.343126 , 0.422158 , 0.311992 , 0.417034 , 0.41086 , 0.403204 , 0.402489 , 0.410046 , 0.421451 , 0.4088 , 0.391663 , 0.513773 , 0.390796 , 0.441226 , 0.419025 , 0.363312 , 0.420348 , 0.334329 , 0.326688 , 0.31736 , 0.31463 , 0.390461 
 915 , 0.333779 , 0.365348 , 0.402999 , 0.387591 , 0.42984 , 0.359342 , 0.407292 , 0.346248 , 0.280166 , 0.406371 , 0.360986 , 0.307433 , 0.339778 , 0.345251 , 0.350138 , 0.368979 , 0.405419 , 0.428698 , 0.343599 , 0.422311 , 0.312488 , 0.417561 , 0.41138 , 0.403828 , 0.402915 , 0.410093 , 0.421809 , 0.409058 , 0.391953 , 0.514657 , 0.391222 , 0.441502 , 0.419205 , 0.363673 , 0.420918 , 0.334799 , 0.32737 , 0.317618 , 0.315068 , 0.390598 
 916 , 0.333224 , 0.366169 , 0.404099 , 0.387489 , 0.430626 , 0.359278 , 0.407476 , 0.346678 , 0.280307 , 0.407247 , 0.361694 , 0.307924 , 0.340435 , 0.345946 , 0.350085 , 0.36908 , 0.406111 , 0.429398 , 0.344055 , 0.422462 , 0.31297 , 0.418109 , 0.411912 , 0.404419 , 0.403375 , 0.410159 , 0.422164 , 0.409343 , 0.392223 , 0.515557 , 0.391674 , 0.441739 , 0.419382 , 0.364034 , 0.421471 , 0.335305 , 0.328025 , 0.317849 , 0.315509 , 0.390721 
 917 , 0.332628 , 0.366916 , 0.404397 , 0.387833 , 0.430945 , 0.359406 , 0.407842 , 0.347175 , 0.280013 , 0.40743 , 0.362393 , 0.308128 , 0.341009 , 0.346243 , 0.350345 , 0.369261 , 0.405787 , 0.430112 , 0.344172 , 0.422472 , 0.313147 , 0.41879 , 0.412548 , 0.40458 , 0.404167 , 0.410424 , 0.422304 , 0.409775 , 0.39228 , 0.516442 , 0.39241 , 0.441457 , 0.419493 , 0.364311 , 0.421785 , 0.336105 , 0.328335 , 0.317677 , 0.315943 , 0.390691 
 918 , 0.332069 , 0.367243 , 0.404099 , 0.388083 , 0.431361 , 0.359499 , 0.40851 , 0.347313 , 0.279373 , 0.407639 , 0.362595 , 0.307591 , 0.34109 , 0.346105 , 0.350341 , 0.369307 , 0.405154 , 0.430543 , 0.344034 , 0.422791 , 0.31295 , 0.419037 , 0.413204 , 0.404306 , 0.404787 , 0.410727 , 0.422118 , 0.409749 , 0.392219 , 0.516723 , 0.392594 , 0.441513 , 0.419741 , 0.364445 , 0.421988 , 0.336909 , 0.328461 , 0.317873 , 0.316099 , 0.390522 
 919 , 0.331498 , 0.367583 , 0.403798 , 0.38833 , 0.431774 , 0.359589 , 0.409184 , 0.347448 , 0.278728 , 0.407845 , 0.362802 , 0.307048 , 0.341175 , 0.345972 , 0.35034 , 0.36935 , 0.40451 , 0.430979 , 0.343891 , 0.423114 , 0.312755 , 0.419297 , 0.413873 , 0.404035 , 0.40542 , 0.411043 , 0.421936 , 0.409719 , 0.392162 , 0.517003 , 0.39279 , 0.441574 , 0.419993 , 0.364584 , 0.422196 , 0.337733 , 0.328598 , 0.318064 , 0.316259 , 0.390349 
 920 , 0.330978 , 0.367611 , 0.403254 , 0.388254 , 0.431838 , 0.359415 , 0.409368 , 0.346829 , 0.27833 , 0.408099 , 0.362356 , 0.306906 , 0.341086 , 0.345839 , 0.350297 , 0.369151 , 0.404159 , 0.430344 , 0.343524 , 0.423192 , 0.31241 , 0.418935 , 0.414059 , 0.403881 , 0.405514 , 0.411195 , 0.421683 , 0.409709 , 0.392147 , 0.516676 , 0.392286 , 0.441652 , 0.420011 , 0.364229 , 0.422279 , 0.338122 , 0.328037 , 0.318694 , 0.315869 , 0.390413 
 921 , 0.33089 , 0.367684 , 0.40352 , 0.388282 , 0.431924 , 0.359279 , 0.409255 , 0.3464 , 0.278268 , 0.408656 , 0.362228 , 0.307396 , 0.341054 , 0.345933 , 0.350392 , 0.369077 , 0.404111 , 0.429854 , 0.343163 , 0.423239 , 0.31226 , 0.419091 , 0.414049 , 0.403979 , 0.40566 , 0.411372 , 0.421823 , 0.41008 , 0.392461 , 0.516506 , 0.392181 , 0.441628 , 0.420017 , 0.363808 , 0.422523 , 0.338345 , 0.327606 , 0.319412 , 0.315638 , 0.391279 
 922 , 0.33094 , 0.367802 , 0.404103 , 0.388371 , 0.43205 , 0.359176 , 0.409095 , 0.346103 , 0.278299 , 0.409337 , 0.36228 , 0.308087 , 0.341057 , 0.346119 , 0.350541 , 0.369058 , 0.404142 , 0.429515 , 0.342812 , 0.423298 , 0.312197 , 0.4195 , 0.414017 , 0.404158 , 0.405881 , 0.411568 , 0.422113 , 0.410593 , 0.392887 , 0.51646 , 0.392286 , 0.441574 , 0.420054 , 0.363411 , 0.422854 , 0.338561 , 0.327282 , 0.320145 , 0.315504 , 0.392434 
 923 , 0.331134 , 0.367232 , 0.404628 , 0.388865 , 0.432066 , 0.35854 , 0.408812 , 0.346122 , 0.278181 , 0.40954 , 0.362281 , 0.308379 , 0.34091 , 0.345853 , 0.350552 , 0.369139 , 0.404209 , 0.429171 , 0.342492 , 0.423302 , 0.311883 , 0.419664 , 0.413795 , 0.404264 , 0.405878 , 0.411549 , 0.422487 , 0.410995 , 0.393183 , 0.516561 , 0.392289 , 0.441525 , 0.420201 , 0.363143 , 0.423175 , 0.338672 , 0.327227 , 0.320393 , 0.315094 , 0.392985 
 924 , 0.331232 , 0.365821 , 0.404657 , 0.38965 , 0.431655 , 0.357152 , 0.408477 , 0.345981 , 0.277864 , 0.408944 , 0.361784 , 0.307878 , 0.34069 , 0.345049 , 0.350196 , 0.369038 , 0.404255 , 0.428478 , 0.342153 , 0.422985 , 0.311143 , 0.419246 , 0.413335 , 0.404158 , 0.405542 , 0.411203 , 0.422688 , 0.411034 , 0.39298 , 0.516668 , 0.391862 , 0.441225 , 0.420259 , 0.362942 , 0.423242 , 0.338422 , 0.327292 , 0.319909 , 0.314143 , 0.39228 
 925 , 0.331018 , 0.364279 , 0.404122 , 0.390231 , 0.430816 , 0.355478 , 0.408237 , 0.345119 , 0.277509 , 0.407995 , 0.360665 , 0.306922 , 0.340594 , 0.344143 , 0.34954 , 0.368538 , 0.404211 , 0.427275 , 0.341699 , 0.422281 , 0.310132 , 0.418401 , 0.412794 , 0.403856 , 0.405106 , 0.410737 , 0.422556 , 0.410745 , 0.392288 , 0.516546 , 0.391013 , 0.44057 , 0.420031 , 0.362617 , 0.422991 , 0.337803 , 0.327057 , 0.319143 , 0.312835 , 0.390803 
 926 , 0.33068 , 0.362715 , 0.403311 , 0.390585 , 0.429786 , 0.353771 , 0.407824 , 0.343983 , 0.277033 , 0.406736 , 0.359379 , 0.305813 , 0.340192 , 0.343212 , 0.348658 , 0.367852 , 0.403952 , 0.425971 , 0.341199 , 0.421329 , 0.309027 , 0.4174 , 0.412141 , 0.403376 , 0.40448 , 0.410064 , 0.422181 , 0.410202 , 0.391413 , 0.516262 , 0.389993 , 0.439841 , 0.419543 , 0.362187 , 0.422595 , 0.336905 , 0.326655 , 0.318166 , 0.311559 , 0.38914 
 927 , 0.329787 , 0.361721 , 0.401312 , 0.38956 , 0.428192 , 0.352629 , 0.406647 , 0.342025 , 0.276116 , 0.404351 , 0.35784 , 0.304442 , 0.338194 , 0.342496 , 0.346947 , 0.366487 , 0.402633 , 0.424683 , 0.340663 , 0.41948 , 0.307886 , 0.415912 , 0.41104 , 0.402187 , 0.403054 , 0.408579 , 0.420694 , 0.408546 , 0.389891 , 0.51521 , 0.388421 , 0.43911 , 0.417886 , 0.361317 , 0.421635 , 0.334857 , 0.325468 , 0.316474 , 0.31095 , 0.387207 
 928 , 0.328479 , 0.360455 , 0.398928 , 0.388677 , 0.426726 , 0.351325 , 0.405126 , 0.341132 , 0.274877 , 0.401603 , 0.356808 , 0.303406 , 0.335441 , 0.341713 , 0.345285 , 0.365681 , 0.401055 , 0.423345 , 0.340284 , 0.41787 , 0.306887 , 0.413716 , 0.409612 , 0.40098 , 0.401362 , 0.406945 , 0.418991 , 0.406829 , 0.388286 , 0.514015 , 0.386093 , 0.438855 , 0.4162 , 0.360372 , 0.420736 , 0.332849 , 0.324026 , 0.314804 , 0.309894 , 0.38552 
 929 , 0.326947 , 0.358964 , 0.396126 , 0.387634 , 0.425006 , 0.349786 , 0.403337 , 0.340081 , 0.27342 , 0.398368 , 0.355575 , 0.302175 , 0.332209 , 0.340793 , 0.343319 , 0.364728 , 0.399205 , 0.421768 , 0.339839 , 0.415962 , 0.305697 , 0.411135 , 0.407939 , 0.399564 , 0.399372 , 0.405027 , 0.416999 , 0.404818 , 0.386396 , 0.512615 , 0.383368 , 0.43855 , 0.414222 , 0.359256 , 0.419668 , 0.330494 , 0.32232 , 0.312841 , 0.308667 , 0.383535 
 930 , 0.32429 , 0.357609 , 0.393858 , 0.385557 , 0.423558 , 0.347125 , 0.402756 , 0.339472 , 0.271207 , 0.396589 , 0.354214 , 0.30104 , 0.330316 , 0.33958 , 0.340451 , 0.363071 , 0.39795 , 0.419416 , 0.337588 , 0.414601 , 0.304078 , 0.408409 , 0.405952 , 0.397884 , 0.397684 , 0.403429 , 0.414634 , 0.403279 , 0.384561 , 0.511013 , 0.380842 , 0.437652 , 0.412526 , 0.357825 , 0.418129 , 0.328382 , 0.321733 , 0.311905 , 0.307066 , 0.38183 
 931 , 0.321523 , 0.355965 , 0.391699 , 0.382982 , 0.422208 , 0.343698 , 0.402091 , 0.338015 , 0.268872 , 0.395291 , 0.352273 , 0.299705 , 0.328931 , 0.337556 , 0.337431 , 0.36039 , 0.396791 , 0.417449 , 0.334673 , 0.412916 , 0.301797 , 0.405799 , 0.403624 , 0.395857 , 0.395332 , 0.401474 , 0.412274 , 0.401816 , 0.383057 , 0.508951 , 0.379007 , 0.435991 , 0.410699 , 0.356398 , 0.416391 , 0.326298 , 0.321248 , 0.310656 , 0.305406 , 0.37989 
 932 , 0.318354 , 0.354002 , 0.389221 , 0.379921 , 0.420652 , 0.339601 , 0.401261 , 0.33609 , 0.266163 , 0.393851 , 0.349885 , 0.298114 , 0.327402 , 0.335031 , 0.333914 , 0.357077 , 0.395464 , 0.4153 , 0.3312 , 0.410856 , 0.299022 , 0.402815 , 0.400874 , 0.393439 , 0.392439 , 0.399135 , 0.40957 , 0.400127 , 0.381391 , 0.506474 , 0.377064 , 0.433926 , 0.408562 , 0.354758 , 0.414359 , 0.323882 , 0.320689 , 0.309104 , 0.303508 , 0.377585 
 933 , 0.316076 , 0.352121 , 0.387038 , 0.378177 , 0.418656 , 0.336595 , 0.399659 , 0.33388 , 0.263905 , 0.391958 , 0.347744 , 0.296387 , 0.325694 , 0.332383 , 0.332152 , 0.354688 , 0.393151 , 0.413761 , 0.329116 , 0.408701 , 0.296544 , 0.400202 , 0.398672 , 0.391152 , 0.390082 , 0.397158 , 0.407311 , 0.398014 , 0.379946 , 0.504346 , 0.375166 , 0.431499 , 0.406636 , 0.353157 , 0.412535 , 0.322419 , 0.319145 , 0.307322 , 0.301628 , 0.375618 
 934 , 0.315266 , 0.350807 , 0.385614 , 0.377627 , 0.416384 , 0.335252 , 0.397638 , 0.331618 , 0.261769 , 0.389692 , 0.346003 , 0.294312 , 0.323551 , 0.32999 , 0.331682 , 0.353926 , 0.389934 , 0.412306 , 0.328152 , 0.406165 , 0.294634 , 0.398339 , 0.397477 , 0.389337 , 0.389039 , 0.395769 , 0.405512 , 0.395906 , 0.378433 , 0.50327 , 0.373026 , 0.429383 , 0.405222 , 0.351435 , 0.410968 , 0.321987 , 0.317297 , 0.305998 , 0.300348 , 0.374146 
 935 , 0.314913 , 0.349789 , 0.38447 , 0.376961 , 0.41394 , 0.334374 , 0.395693 , 0.329268 , 0.259032 , 0.38718 , 0.344213 , 0.291747 , 0.320861 , 0.327642 , 0.330741 , 0.353794 , 0.386298 , 0.410145 , 0.326857 , 0.403064 , 0.292726 , 0.396615 , 0.396607 , 0.38765 , 0.388694 , 0.394463 , 0.40351 , 0.393921 , 0.376467 , 0.502803 , 0.370342 , 0.427704 , 0.40393 , 0.34936 , 0.409255 , 0.321654 , 0.31586 , 0.305179 , 0.299499 , 0.37268 
 936 , 0.31459 , 0.348661 , 0.383631 , 0.376325 , 0.411842 , 0.333936 , 0.393654 , 0.327024 , 0.25689 , 0.38519 , 0.342263 , 0.289506 , 0.318697 , 0.325473 , 0.329837 , 0.353813 , 0.383149 , 0.408137 , 0.325762 , 0.400011 , 0.291049 , 0.395141 , 0.395703 , 0.386283 , 0.388478 , 0.393212 , 0.401747 , 0.392295 , 0.374332 , 0.502222 , 0.367773 , 0.42598 , 0.402664 , 0.347262 , 0.40784 , 0.321358 , 0.314076 , 0.304849 , 0.298475 , 0.371567 
 937 , 0.314184 , 0.34739 , 0.383673 , 0.376093 , 0.411181 , 0.334815 , 0.391916 , 0.325565 , 0.257106 , 0.385007 , 0.340334 , 0.288978 , 0.318532 , 0.3243 , 0.32928 , 0.354119 , 0.38215 , 0.407184 , 0.325463 , 0.398044 , 0.290399 , 0.394585 , 0.394773 , 0.386155 , 0.38845 , 0.392415 , 0.401142 , 0.392041 , 0.372409 , 0.501457 , 0.366328 , 0.424537 , 0.401822 , 0.345782 , 0.4077 , 0.321232 , 0.311647 , 0.305745 , 0.297159 , 0.371831 
 938 , 0.312645 , 0.345568 , 0.382898 , 0.37665 , 0.410353 , 0.335413 , 0.390557 , 0.323877 , 0.25807 , 0.384177 , 0.338478 , 0.28962 , 0.318456 , 0.323206 , 0.329017 , 0.353758 , 0.381275 , 0.406804 , 0.325226 , 0.397452 , 0.289792 , 0.393326 , 0.393326 , 0.385908 , 0.387484 , 0.391688 , 0.40097 , 0.391688 , 0.371338 , 0.500666 , 0.365816 , 0.423051 , 0.401445 , 0.345225 , 0.408021 , 0.321069 , 0.308909 , 0.305664 , 0.295767 , 0.372703 
 939 , 0.311053 , 0.343683 , 0.382104 , 0.377233 , 0.409505 , 0.33603 , 0.389141 , 0.322127 , 0.259072 , 0.383328 , 0.33656 , 0.290284 , 0.318379 , 0.32208 , 0.328744 , 0.353386 , 0.380374 , 0.406411 , 0.324987 , 0.396833 , 0.289162 , 0.392033 , 0.391822 , 0.385658 , 0.386484 , 0.390926 , 0.400792 , 0.391316 , 0.370235 , 0.499837 , 0.365294 , 0.421523 , 0.401065 , 0.344642 , 0.408352 , 0.320904 , 0.306073 , 0.305582 , 0.294321 , 0.373609 
 940 , 0.310482 , 0.341609 , 0.382473 , 0.378212 , 0.409602 , 0.334873 , 0.388806 , 0.321626 , 0.258792 , 0.38255 , 0.337572 , 0.290924 , 0.317102 , 0.321232 , 0.326575 , 0.352776 , 0.380361 , 0.406787 , 0.323884 , 0.397661 , 0.288341 , 0.390786 , 0.391768 , 0.38528 , 0.38545 , 0.390407 , 0.399749 , 0.390353 , 0.369798 , 0.49958 , 0.365041 , 0.421194 , 0.40084 , 0.34471 , 0.40749 , 0.320497 , 0.30684 , 0.302749 , 0.292888 , 0.37262 
 941 , 0.310841 , 0.340111 , 0.384016 , 0.379259 , 0.409821 , 0.334085 , 0.388944 , 0.321871 , 0.258318 , 0.383328 , 0.338285 , 0.291155 , 0.317037 , 0.322026 , 0.324594 , 0.35306 , 0.381804 , 0.407129 , 0.324099 , 0.398373 , 0.287797 , 0.391458 , 0.392788 , 0.384859 , 0.385556 , 0.391434 , 0.399139 , 0.389748 , 0.369373 , 0.499472 , 0.364516 , 0.422174 , 0.400941 , 0.344559 , 0.406974 , 0.320657 , 0.308072 , 0.300978 , 0.292137 , 0.371601 
 942 , 0.311312 , 0.338639 , 0.385704 , 0.380337 , 0.410049 , 0.333319 , 0.389126 , 0.322191 , 0.25782 , 0.384279 , 0.338972 , 0.291341 , 0.317089 , 0.323012 , 0.322594 , 0.353444 , 0.383435 , 0.407478 , 0.324453 , 0.399077 , 0.287268 , 0.39234 , 0.393943 , 0.384426 , 0.385773 , 0.392657 , 0.398566 , 0.389157 , 0.368939 , 0.49937 , 0.363952 , 0.423306 , 0.401082 , 0.344384 , 0.406479 , 0.320883 , 0.309384 , 0.299278 , 0.291434 , 0.370557 
 943 , 0.310566 , 0.339376 , 0.386427 , 0.379629 , 0.409669 , 0.333244 , 0.38988 , 0.322125 , 0.256415 , 0.384793 , 0.338988 , 0.291527 , 0.316559 , 0.325083 , 0.321506 , 0.353072 , 0.383949 , 0.40744 , 0.32444 , 0.399016 , 0.287083 , 0.393348 , 0.394455 , 0.383391 , 0.385621 , 0.393689 , 0.398102 , 0.388602 , 0.368402 , 0.498367 , 0.3634 , 0.423885 , 0.402221 , 0.344377 , 0.406387 , 0.320012 , 0.310024 , 0.298666 , 0.291868 , 0.370314 
 944 , 0.308821 , 0.340656 , 0.386421 , 0.378201 , 0.409099 , 0.333303 , 0.390179 , 0.322124 , 0.254618 , 0.385003 , 0.339765 , 0.29135 , 0.315337 , 0.3264 , 0.321 , 0.352502 , 0.383035 , 0.407301 , 0.324029 , 0.399104 , 0.287321 , 0.393371 , 0.394556 , 0.382547 , 0.385135 , 0.393898 , 0.397678 , 0.388211 , 0.367594 , 0.496995 , 0.362489 , 0.423664 , 0.403419 , 0.344506 , 0.40665 , 0.318505 , 0.310177 , 0.298749 , 0.292473 , 0.370539 
 945 , 0.30679 , 0.341594 , 0.38623 , 0.376856 , 0.408603 , 0.333236 , 0.389978 , 0.322287 , 0.252833 , 0.385151 , 0.341291 , 0.29092 , 0.313828 , 0.326857 , 0.320579 , 0.352031 , 0.381512 , 0.407214 , 0.323451 , 0.399531 , 0.287731 , 0.392694 , 0.394572 , 0.382009 , 0.384538 , 0.39361 , 0.397234 , 0.387937 , 0.366651 , 0.495664 , 0.361312 , 0.423067 , 0.404358 , 0.344682 , 0.407035 , 0.316901 , 0.310219 , 0.298952 , 0.292821 , 0.370818 
 946 , 0.305038 , 0.342215 , 0.385925 , 0.376143 , 0.408289 , 0.333068 , 0.389677 , 0.321999 , 0.252049 , 0.385391 , 0.342238 , 0.290752 , 0.313402 , 0.326929 , 0.320363 , 0.35147 , 0.380406 , 0.406606 , 0.322812 , 0.400025 , 0.288248 , 0.392266 , 0.394406 , 0.381538 , 0.384321 , 0.393669 , 0.396933 , 0.387825 , 0.365965 , 0.494741 , 0.360276 , 0.422389 , 0.405645 , 0.344633 , 0.40749 , 0.315983 , 0.310402 , 0.299682 , 0.293357 , 0.371306 
 947 , 0.303828 , 0.342387 , 0.385332 , 0.376103 , 0.408229 , 0.332579 , 0.389232 , 0.320524 , 0.252875 , 0.38537 , 0.341367 , 0.290831 , 0.314447 , 0.326278 , 0.320238 , 0.350117 , 0.379795 , 0.405017 , 0.321775 , 0.40002 , 0.288545 , 0.392205 , 0.393456 , 0.380992 , 0.384753 , 0.394027 , 0.396699 , 0.387734 , 0.365686 , 0.494513 , 0.359662 , 0.421551 , 0.40758 , 0.343839 , 0.407457 , 0.3162 , 0.310778 , 0.300955 , 0.294067 , 0.371987 
 948 , 0.302656 , 0.342754 , 0.384506 , 0.375109 , 0.408036 , 0.331712 , 0.388849 , 0.317964 , 0.25354 , 0.384375 , 0.338597 , 0.290547 , 0.314641 , 0.325468 , 0.319541 , 0.347213 , 0.378703 , 0.403153 , 0.32002 , 0.398616 , 0.287912 , 0.391955 , 0.391407 , 0.379955 , 0.385178 , 0.393802 , 0.396051 , 0.386994 , 0.365264 , 0.494283 , 0.359477 , 0.420663 , 0.409767 , 0.342113 , 0.406089 , 0.316334 , 0.311025 , 0.301497 , 0.294426 , 0.37232 
 949 , 0.301682 , 0.34297 , 0.383695 , 0.374204 , 0.407709 , 0.330921 , 0.38851 , 0.315548 , 0.254125 , 0.383285 , 0.335875 , 0.290104 , 0.314721 , 0.32449 , 0.318941 , 0.344555 , 0.377635 , 0.401472 , 0.318438 , 0.397221 , 0.287275 , 0.391741 , 0.389376 , 0.378973 , 0.385627 , 0.393557 , 0.395381 , 0.386362 , 0.364813 , 0.493974 , 0.359372 , 0.419798 , 0.411396 , 0.340435 , 0.404703 , 0.31646 , 0.311165 , 0.301921 , 0.294671 , 0.372581 
 950 , 0.303074 , 0.341508 , 0.383088 , 0.374366 , 0.405809 , 0.330925 , 0.388626 , 0.314727 , 0.253718 , 0.381065 , 0.333686 , 0.287853 , 0.313481 , 0.321641 , 0.319526 , 0.344616 , 0.376897 , 0.401894 , 0.318942 , 0.396002 , 0.286668 , 0.391887 , 0.387565 , 0.378812 , 0.386319 , 0.393226 , 0.394626 , 0.387026 , 0.364067 , 0.492753 , 0.360075 , 0.419292 , 0.406517 , 0.339285 , 0.403048 , 0.316465 , 0.310035 , 0.300921 , 0.293598 , 0.37202 
 951 , 0.305312 , 0.341135 , 0.383633 , 0.375647 , 0.404102 , 0.332039 , 0.389697 , 0.315342 , 0.253687 , 0.380245 , 0.333528 , 0.286579 , 0.314262 , 0.321376 , 0.320797 , 0.346104 , 0.378502 , 0.403191 , 0.319925 , 0.39644 , 0.286532 , 0.394041 , 0.387668 , 0.37871 , 0.385824 , 0.394025 , 0.394295 , 0.388486 , 0.364899 , 0.491581 , 0.360864 , 0.419286 , 0.401679 , 0.34014 , 0.403446 , 0.316993 , 0.308969 , 0.30093 , 0.293685 , 0.37246 
 952 , 0.307554 , 0.340775 , 0.384181 , 0.376929 , 0.402417 , 0.333158 , 0.390776 , 0.315968 , 0.25366 , 0.379437 , 0.333391 , 0.285324 , 0.315054 , 0.321123 , 0.322067 , 0.347594 , 0.380118 , 0.404484 , 0.320914 , 0.396898 , 0.2864 , 0.39621 , 0.387781 , 0.378608 , 0.385327 , 0.394824 , 0.393973 , 0.389948 , 0.365744 , 0.490407 , 0.361658 , 0.419283 , 0.396867 , 0.341007 , 0.403864 , 0.317516 , 0.30791 , 0.300944 , 0.293784 , 0.372912 
 953 , 0.309293 , 0.342645 , 0.384916 , 0.376901 , 0.402446 , 0.33412 , 0.39001 , 0.316899 , 0.254972 , 0.379993 , 0.33422 , 0.285642 , 0.316242 , 0.323585 , 0.322503 , 0.348411 , 0.382049 , 0.406288 , 0.321907 , 0.398798 , 0.286214 , 0.397948 , 0.388217 , 0.37806 , 0.384653 , 0.395714 , 0.394006 , 0.390953 , 0.36683 , 0.489995 , 0.361574 , 0.419536 , 0.396015 , 0.342104 , 0.404587 , 0.318383 , 0.306256 , 0.301773 , 0.294314 , 0.374745 
 954 , 0.310373 , 0.34471 , 0.385087 , 0.376719 , 0.40289 , 0.334664 , 0.38842 , 0.317588 , 0.256346 , 0.380285 , 0.334919 , 0.286491 , 0.316722 , 0.325059 , 0.322368 , 0.349134 , 0.382999 , 0.407414 , 0.323002 , 0.400121 , 0.286213 , 0.39866 , 0.388358 , 0.377941 , 0.384391 , 0.396231 , 0.394483 , 0.39146 , 0.367114 , 0.489785 , 0.361043 , 0.420082 , 0.3961 , 0.342498 , 0.405148 , 0.31915 , 0.304596 , 0.302283 , 0.294411 , 0.376642 
 955 , 0.311213 , 0.346548 , 0.384968 , 0.376622 , 0.403286 , 0.335041 , 0.386719 , 0.318118 , 0.257552 , 0.380295 , 0.335421 , 0.287377 , 0.316831 , 0.325727 , 0.322077 , 0.349896 , 0.383464 , 0.40816 , 0.324138 , 0.400985 , 0.2863 , 0.398962 , 0.388331 , 0.378071 , 0.38434 , 0.396568 , 0.395111 , 0.391787 , 0.366998 , 0.489571 , 0.360434 , 0.420721 , 0.396095 , 0.34255 , 0.405588 , 0.31983 , 0.303023 , 0.302558 , 0.294251 , 0.378373 
 956 , 0.311796 , 0.348065 , 0.385626 , 0.376973 , 0.403923 , 0.335217 , 0.386717 , 0.318986 , 0.257765 , 0.380819 , 0.33678 , 0.288352 , 0.316935 , 0.32596 , 0.321811 , 0.349775 , 0.383459 , 0.408551 , 0.324513 , 0.401531 , 0.286936 , 0.399317 , 0.388412 , 0.37849 , 0.384325 , 0.396864 , 0.395881 , 0.391686 , 0.367074 , 0.489834 , 0.360239 , 0.421391 , 0.396701 , 0.342508 , 0.405857 , 0.321092 , 0.303019 , 0.302013 , 0.294358 , 0.379217 
 957 , 0.312114 , 0.349203 , 0.387282 , 0.377476 , 0.404737 , 0.335426 , 0.388371 , 0.320359 , 0.257183 , 0.382252 , 0.338996 , 0.289451 , 0.317353 , 0.326146 , 0.322028 , 0.348972 , 0.382893 , 0.408709 , 0.324191 , 0.402241 , 0.28813 , 0.399714 , 0.388819 , 0.378844 , 0.384438 , 0.397396 , 0.396616 , 0.391416 , 0.367532 , 0.490784 , 0.36091 , 0.420546 , 0.398231 , 0.342504 , 0.406097 , 0.322793 , 0.304804 , 0.300895 , 0.2952 , 0.379114 
 958 , 0.312405 , 0.350231 , 0.389243 , 0.377481 , 0.405467 , 0.336005 , 0.389863 , 0.321958 , 0.25692 , 0.384284 , 0.341158 , 0.29057 , 0.318262 , 0.326979 , 0.323012 , 0.348495 , 0.382192 , 0.409086 , 0.323973 , 0.403732 , 0.289331 , 0.400067 , 0.389537 , 0.378597 , 0.384664 , 0.398347 , 0.397076 , 0.39159 , 0.368292 , 0.492037 , 0.362272 , 0.417307 , 0.400237 , 0.342723 , 0.406552 , 0.324244 , 0.306872 , 0.300186 , 0.296823 , 0.37893 
