  time  ,10:54 AM,10:59 AM,11:04 AM,11:12 AM,11:21 AM,11:57 AM,12:06 AM,12:13 AM,12:23 AM,12:30 AM,13:14 AM,13:20 AM,13:28 AM,13:38 AM,13:45 AM,14:29 AM,14:37 AM,14:45 AM,14:52 AM,14:57 AM,17:00 AM,17:09 AM,17:16 AM,17:23 AM,17:29 AM,18:08 AM,18:14 AM,18:21 AM,18:26 AM,18:34 AM,19:34 AM,19:41 AM,19:47 AM,19:52 AM,19:58 AM,20:37 AM,20:44 AM,20:50 AM,20:57 AM,21:04 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1007 , 0.51684 , 0.234719 , 0.279663 , 0.48429 , 0.360978 , 0.533414 , 0.469887 , 0.445056 , 0.545031 , 0.543477 , 0.365457 , 0.394449 , 0.415627 , 0.378605 , 0.302952 , 0.395747 , 0.354186 , 0.353863 , 0.402915 , 0.364751 , 0.292459 , 0.282587 , 0.284584 , 0.396255 , 0.312518 , 0.323633 , 0.338695 , 0.491393 , 0.441941 , 0.4849 , 0.48615 , 0.438718 , 0.475304 , 0.444494 , 0.498389 , 0.328889 , 0.295382 , 0.432075 , 0.422473 , 0.482604 
 1008 , 0.518716 , 0.234092 , 0.279104 , 0.485336 , 0.361667 , 0.534339 , 0.47139 , 0.445034 , 0.54666 , 0.54494 , 0.366528 , 0.393615 , 0.416819 , 0.37831 , 0.302476 , 0.395042 , 0.354866 , 0.354848 , 0.40282 , 0.365005 , 0.293014 , 0.281723 , 0.28632 , 0.397331 , 0.313096 , 0.324889 , 0.339284 , 0.491976 , 0.442013 , 0.484221 , 0.489117 , 0.440078 , 0.474866 , 0.445273 , 0.498634 , 0.329222 , 0.295962 , 0.432029 , 0.42325 , 0.483124 
 1009 , 0.520001 , 0.233361 , 0.277558 , 0.486709 , 0.36154 , 0.532969 , 0.471757 , 0.445738 , 0.549474 , 0.545032 , 0.366882 , 0.391816 , 0.417128 , 0.377523 , 0.30242 , 0.394208 , 0.355521 , 0.35573 , 0.403039 , 0.365263 , 0.2929 , 0.281113 , 0.287492 , 0.398411 , 0.313619 , 0.325274 , 0.339765 , 0.492651 , 0.441517 , 0.482639 , 0.491638 , 0.440672 , 0.474437 , 0.445696 , 0.49846 , 0.330059 , 0.296305 , 0.430935 , 0.423699 , 0.483496 
 1010 , 0.520255 , 0.232756 , 0.275552 , 0.488926 , 0.361576 , 0.531662 , 0.471278 , 0.446526 , 0.551296 , 0.544983 , 0.366934 , 0.392371 , 0.416739 , 0.377153 , 0.302368 , 0.394099 , 0.356271 , 0.355971 , 0.403868 , 0.36571 , 0.292642 , 0.28055 , 0.288063 , 0.398833 , 0.31413 , 0.324805 , 0.339686 , 0.49414 , 0.441786 , 0.482955 , 0.492826 , 0.440615 , 0.474861 , 0.446184 , 0.498269 , 0.330469 , 0.296596 , 0.431117 , 0.424054 , 0.4843 
 1011 , 0.519823 , 0.232249 , 0.273336 , 0.491761 , 0.361906 , 0.530852 , 0.470382 , 0.447236 , 0.552129 , 0.545109 , 0.366894 , 0.394963 , 0.415987 , 0.37719 , 0.302222 , 0.39456 , 0.357109 , 0.355751 , 0.405102 , 0.366311 , 0.292389 , 0.279959 , 0.288296 , 0.398755 , 0.314646 , 0.323848 , 0.339198 , 0.496275 , 0.44277 , 0.484909 , 0.493101 , 0.440215 , 0.475947 , 0.446815 , 0.49815 , 0.330441 , 0.296891 , 0.432492 , 0.42442 , 0.48548 
 1012 , 0.519322 , 0.231585 , 0.272923 , 0.494092 , 0.361713 , 0.530905 , 0.469506 , 0.447711 , 0.552555 , 0.545672 , 0.367412 , 0.397564 , 0.415345 , 0.377412 , 0.301902 , 0.395692 , 0.357694 , 0.355522 , 0.406602 , 0.366726 , 0.292714 , 0.279843 , 0.288417 , 0.398466 , 0.314827 , 0.322625 , 0.338571 , 0.497997 , 0.444251 , 0.487118 , 0.49275 , 0.43945 , 0.476582 , 0.447098 , 0.498112 , 0.330255 , 0.296836 , 0.434094 , 0.424653 , 0.48648 
 1013 , 0.518274 , 0.230701 , 0.274828 , 0.495368 , 0.360536 , 0.531422 , 0.468723 , 0.447743 , 0.552167 , 0.54702 , 0.368175 , 0.399293 , 0.414687 , 0.377735 , 0.30166 , 0.397301 , 0.357664 , 0.355232 , 0.408149 , 0.366899 , 0.293617 , 0.280319 , 0.288217 , 0.39783 , 0.314585 , 0.321448 , 0.338165 , 0.498438 , 0.445678 , 0.488589 , 0.491743 , 0.438249 , 0.476531 , 0.446978 , 0.498299 , 0.329972 , 0.296332 , 0.435239 , 0.425137 , 0.486982 
 1014 , 0.515942 , 0.22965 , 0.27785 , 0.495398 , 0.358204 , 0.530718 , 0.468067 , 0.447246 , 0.550727 , 0.549264 , 0.368018 , 0.398739 , 0.413635 , 0.377815 , 0.302098 , 0.398299 , 0.356747 , 0.354748 , 0.409162 , 0.366971 , 0.294421 , 0.281042 , 0.287484 , 0.396806 , 0.314176 , 0.321101 , 0.338749 , 0.496674 , 0.445572 , 0.487456 , 0.490743 , 0.436859 , 0.475955 , 0.446812 , 0.498842 , 0.329886 , 0.295601 , 0.434565 , 0.426647 , 0.486709 
 1015 , 0.514079 , 0.229 , 0.280261 , 0.494976 , 0.356074 , 0.529791 , 0.467262 , 0.447082 , 0.549538 , 0.551453 , 0.36777 , 0.398332 , 0.412846 , 0.377911 , 0.302664 , 0.399103 , 0.35546 , 0.354184 , 0.409913 , 0.366896 , 0.295238 , 0.281923 , 0.286735 , 0.395737 , 0.314136 , 0.321164 , 0.339532 , 0.494832 , 0.445305 , 0.486256 , 0.489936 , 0.435658 , 0.475537 , 0.446709 , 0.499475 , 0.329649 , 0.294973 , 0.433899 , 0.428251 , 0.486449 
 1016 , 0.514413 , 0.230111 , 0.279803 , 0.492816 , 0.355137 , 0.528114 , 0.46601 , 0.448316 , 0.549554 , 0.553077 , 0.36723 , 0.398619 , 0.41326 , 0.378089 , 0.303663 , 0.399005 , 0.352915 , 0.353397 , 0.409538 , 0.366255 , 0.296003 , 0.283326 , 0.28606 , 0.394626 , 0.315618 , 0.322905 , 0.341033 , 0.492901 , 0.444444 , 0.484963 , 0.490058 , 0.435398 , 0.475863 , 0.446925 , 0.500417 , 0.328855 , 0.294865 , 0.433369 , 0.429978 , 0.486318 
 1017 , 0.513699 , 0.229771 , 0.278208 , 0.490202 , 0.35391 , 0.528454 , 0.465262 , 0.448869 , 0.550264 , 0.552196 , 0.366732 , 0.398133 , 0.413995 , 0.376924 , 0.303342 , 0.397681 , 0.350719 , 0.353049 , 0.407518 , 0.364878 , 0.296377 , 0.284084 , 0.285246 , 0.394099 , 0.316249 , 0.322973 , 0.340642 , 0.491142 , 0.443638 , 0.4852 , 0.491196 , 0.435499 , 0.475333 , 0.445931 , 0.499172 , 0.326802 , 0.294149 , 0.433259 , 0.42813 , 0.484207 
 1018 , 0.512915 , 0.22938 , 0.276495 , 0.487432 , 0.352608 , 0.528861 , 0.464482 , 0.449433 , 0.551029 , 0.551209 , 0.366201 , 0.397606 , 0.414767 , 0.375666 , 0.302965 , 0.396258 , 0.348414 , 0.352686 , 0.405356 , 0.363415 , 0.296761 , 0.284865 , 0.284384 , 0.393556 , 0.316895 , 0.322997 , 0.340182 , 0.489291 , 0.442783 , 0.485476 , 0.49242 , 0.435611 , 0.474747 , 0.444853 , 0.497812 , 0.324616 , 0.29338 , 0.43315 , 0.426109 , 0.48195 
 1019 , 0.509767 , 0.226539 , 0.274024 , 0.486292 , 0.350842 , 0.530214 , 0.464483 , 0.447789 , 0.549954 , 0.547861 , 0.364537 , 0.395874 , 0.414174 , 0.372974 , 0.30178 , 0.394027 , 0.346051 , 0.35086 , 0.402254 , 0.361989 , 0.295532 , 0.284487 , 0.282017 , 0.391736 , 0.314618 , 0.321202 , 0.338531 , 0.486447 , 0.440438 , 0.485506 , 0.492875 , 0.43452 , 0.473837 , 0.442723 , 0.494776 , 0.322431 , 0.292606 , 0.431324 , 0.422287 , 0.479 
 1020 , 0.509286 , 0.224549 , 0.270643 , 0.485458 , 0.349355 , 0.531067 , 0.464629 , 0.446698 , 0.548842 , 0.54334 , 0.362766 , 0.394964 , 0.413703 , 0.37065 , 0.30083 , 0.393174 , 0.344074 , 0.348157 , 0.400514 , 0.360933 , 0.293867 , 0.284234 , 0.280187 , 0.389965 , 0.312373 , 0.32006 , 0.338189 , 0.4852 , 0.438579 , 0.484841 , 0.491941 , 0.433376 , 0.473011 , 0.442243 , 0.492055 , 0.321048 , 0.292113 , 0.429341 , 0.420031 , 0.478836 
 1021 , 0.510189 , 0.222997 , 0.266769 , 0.484679 , 0.347977 , 0.531653 , 0.464813 , 0.445927 , 0.547762 , 0.538229 , 0.360944 , 0.394472 , 0.413333 , 0.368495 , 0.299998 , 0.392994 , 0.342226 , 0.345021 , 0.399402 , 0.360016 , 0.292015 , 0.284086 , 0.278611 , 0.388201 , 0.310182 , 0.319266 , 0.338522 , 0.484721 , 0.436951 , 0.483829 , 0.490328 , 0.432224 , 0.472215 , 0.442588 , 0.489484 , 0.320002 , 0.291746 , 0.427293 , 0.418521 , 0.480042 
 1022 , 0.509997 , 0.22248 , 0.264524 , 0.484324 , 0.347609 , 0.533056 , 0.465321 , 0.44472 , 0.546371 , 0.536645 , 0.359566 , 0.393906 , 0.412742 , 0.36684 , 0.299277 , 0.393577 , 0.342064 , 0.342943 , 0.398943 , 0.35953 , 0.290263 , 0.283791 , 0.278294 , 0.387189 , 0.308645 , 0.318556 , 0.338894 , 0.484767 , 0.435999 , 0.483212 , 0.489235 , 0.43168 , 0.470788 , 0.443733 , 0.487632 , 0.318915 , 0.291238 , 0.42589 , 0.418036 , 0.481238 
 1023 , 0.507884 , 0.22246 , 0.264047 , 0.484562 , 0.34765 , 0.534431 , 0.465382 , 0.442485 , 0.54528 , 0.537866 , 0.359206 , 0.393113 , 0.411857 , 0.365764 , 0.298738 , 0.39449 , 0.342832 , 0.342054 , 0.398942 , 0.359289 , 0.288954 , 0.283628 , 0.278679 , 0.386656 , 0.307775 , 0.318008 , 0.338326 , 0.48464 , 0.435256 , 0.483012 , 0.489188 , 0.431504 , 0.469637 , 0.444472 , 0.486932 , 0.317961 , 0.290947 , 0.424813 , 0.418206 , 0.481313 
 1024 , 0.503711 , 0.222183 , 0.264802 , 0.485336 , 0.347336 , 0.534945 , 0.464335 , 0.43897 , 0.544969 , 0.540137 , 0.360063 , 0.391987 , 0.410692 , 0.365105 , 0.29835 , 0.39517 , 0.343421 , 0.342012 , 0.399007 , 0.359014 , 0.288242 , 0.28383 , 0.27892 , 0.386094 , 0.307325 , 0.317618 , 0.336143 , 0.483675 , 0.434144 , 0.4831 , 0.490348 , 0.431291 , 0.469557 , 0.44373 , 0.487368 , 0.317229 , 0.291144 , 0.423605 , 0.418401 , 0.479545 
 1025 , 0.500044 , 0.221896 , 0.265164 , 0.486136 , 0.346819 , 0.534566 , 0.462647 , 0.435947 , 0.545328 , 0.541205 , 0.361033 , 0.391047 , 0.409589 , 0.364887 , 0.297873 , 0.395753 , 0.343043 , 0.342467 , 0.399276 , 0.358434 , 0.287764 , 0.283856 , 0.278796 , 0.385746 , 0.307051 , 0.317159 , 0.333541 , 0.482918 , 0.433216 , 0.482636 , 0.491268 , 0.430695 , 0.469634 , 0.443024 , 0.487672 , 0.316235 , 0.291162 , 0.422795 , 0.418593 , 0.477594 
 1026 , 0.497955 , 0.221535 , 0.264613 , 0.487031 , 0.346199 , 0.53271 , 0.460024 , 0.434338 , 0.547027 , 0.540066 , 0.36218 , 0.390635 , 0.408838 , 0.365609 , 0.297194 , 0.39619 , 0.340764 , 0.344043 , 0.399817 , 0.357424 , 0.287831 , 0.283423 , 0.277928 , 0.385999 , 0.307139 , 0.316532 , 0.330399 , 0.482533 , 0.43286 , 0.481296 , 0.491565 , 0.429425 , 0.470131 , 0.442511 , 0.487613 , 0.314778 , 0.29078 , 0.422975 , 0.418705 , 0.475494 
 1027 , 0.498976 , 0.220527 , 0.263173 , 0.488772 , 0.348201 , 0.533322 , 0.459974 , 0.435042 , 0.548815 , 0.541442 , 0.36326 , 0.391257 , 0.409418 , 0.366465 , 0.296206 , 0.397311 , 0.338684 , 0.347039 , 0.399281 , 0.357731 , 0.288008 , 0.282123 , 0.276997 , 0.387589 , 0.307103 , 0.315439 , 0.328944 , 0.481285 , 0.433832 , 0.481911 , 0.491055 , 0.428621 , 0.471605 , 0.442698 , 0.486796 , 0.313337 , 0.289882 , 0.424321 , 0.418237 , 0.4744 
 1028 , 0.499988 , 0.219287 , 0.261883 , 0.490521 , 0.350162 , 0.533927 , 0.459947 , 0.435626 , 0.550564 , 0.542868 , 0.364328 , 0.391888 , 0.41009 , 0.367246 , 0.295127 , 0.398443 , 0.336491 , 0.350144 , 0.398678 , 0.358021 , 0.288138 , 0.280671 , 0.275947 , 0.389248 , 0.307089 , 0.314308 , 0.327435 , 0.479895 , 0.434774 , 0.482577 , 0.490407 , 0.427802 , 0.473183 , 0.442797 , 0.485954 , 0.311885 , 0.28885 , 0.425682 , 0.417678 , 0.473159 
 1029 , 0.499947 , 0.215085 , 0.264279 , 0.490597 , 0.349259 , 0.53376 , 0.460592 , 0.433569 , 0.549918 , 0.543587 , 0.364144 , 0.39206 , 0.411616 , 0.365936 , 0.293577 , 0.398633 , 0.334561 , 0.351655 , 0.397577 , 0.357818 , 0.287336 , 0.27789 , 0.273858 , 0.390515 , 0.307424 , 0.313701 , 0.326527 , 0.477203 , 0.434221 , 0.483505 , 0.487971 , 0.42763 , 0.474837 , 0.441223 , 0.485448 , 0.311902 , 0.286479 , 0.425849 , 0.416029 , 0.470594 
 1030 , 0.496848 , 0.211275 , 0.266886 , 0.490061 , 0.345513 , 0.531609 , 0.45892 , 0.432662 , 0.544636 , 0.543244 , 0.361394 , 0.389627 , 0.410693 , 0.365092 , 0.291764 , 0.397335 , 0.333932 , 0.349759 , 0.394348 , 0.355179 , 0.28473 , 0.274414 , 0.271559 , 0.389374 , 0.307813 , 0.311981 , 0.324327 , 0.474776 , 0.431687 , 0.481594 , 0.484948 , 0.427056 , 0.474825 , 0.439931 , 0.485135 , 0.310909 , 0.283875 , 0.42676 , 0.413891 , 0.467586 
 1031 , 0.492778 , 0.207382 , 0.269667 , 0.489325 , 0.34084 , 0.528806 , 0.456534 , 0.432031 , 0.537899 , 0.542589 , 0.357837 , 0.386388 , 0.409053 , 0.364329 , 0.289798 , 0.395558 , 0.333628 , 0.346852 , 0.390417 , 0.351771 , 0.281528 , 0.270604 , 0.269091 , 0.387529 , 0.30823 , 0.309881 , 0.321682 , 0.472305 , 0.428493 , 0.478809 , 0.481626 , 0.426343 , 0.474347 , 0.438643 , 0.484857 , 0.309587 , 0.281096 , 0.427929 , 0.411515 , 0.464317 
 1032 , 0.492854 , 0.206986 , 0.268707 , 0.487537 , 0.339181 , 0.527265 , 0.454886 , 0.434522 , 0.53445 , 0.543623 , 0.355516 , 0.382795 , 0.4075 , 0.36409 , 0.28834 , 0.394309 , 0.335427 , 0.343744 , 0.386573 , 0.3493 , 0.279473 , 0.267665 , 0.269066 , 0.385897 , 0.307704 , 0.308105 , 0.31947 , 0.472137 , 0.425553 , 0.47631 , 0.480501 , 0.425702 , 0.473125 , 0.438073 , 0.486285 , 0.308776 , 0.27955 , 0.430115 , 0.409799 , 0.463335 
 1033 , 0.494248 , 0.207518 , 0.267892 , 0.484616 , 0.338887 , 0.524804 , 0.453222 , 0.43569 , 0.534735 , 0.545404 , 0.35507 , 0.380878 , 0.407988 , 0.363131 , 0.287761 , 0.394124 , 0.337113 , 0.342201 , 0.385835 , 0.348303 , 0.278621 , 0.265998 , 0.27008 , 0.385961 , 0.306869 , 0.307486 , 0.318395 , 0.473132 , 0.423062 , 0.474805 , 0.480247 , 0.425753 , 0.472743 , 0.438004 , 0.489189 , 0.309242 , 0.278477 , 0.432208 , 0.40936 , 0.464346 
 1034 , 0.495725 , 0.207881 , 0.268412 , 0.480818 , 0.339029 , 0.520983 , 0.451276 , 0.434477 , 0.537848 , 0.547453 , 0.356153 , 0.380749 , 0.410581 , 0.361233 , 0.287904 , 0.394866 , 0.338005 , 0.342307 , 0.388269 , 0.348513 , 0.278625 , 0.265321 , 0.271413 , 0.387732 , 0.306004 , 0.307944 , 0.318332 , 0.474612 , 0.420914 , 0.474208 , 0.480186 , 0.4265 , 0.473473 , 0.438225 , 0.493152 , 0.310885 , 0.277474 , 0.433911 , 0.410014 , 0.466713 
 1035 , 0.49447 , 0.208351 , 0.268144 , 0.477976 , 0.338459 , 0.5174 , 0.449116 , 0.432048 , 0.538754 , 0.547022 , 0.356355 , 0.379841 , 0.412019 , 0.359824 , 0.288276 , 0.394226 , 0.337836 , 0.341408 , 0.389971 , 0.34825 , 0.277536 , 0.264366 , 0.271432 , 0.388538 , 0.304746 , 0.307073 , 0.318248 , 0.474174 , 0.418347 , 0.473431 , 0.478828 , 0.425654 , 0.474628 , 0.437887 , 0.495389 , 0.312325 , 0.27588 , 0.433783 , 0.410212 , 0.468493 
 1036 , 0.490994 , 0.208743 , 0.266153 , 0.475906 , 0.336917 , 0.515145 , 0.447627 , 0.4284 , 0.536639 , 0.542228 , 0.355171 , 0.377885 , 0.411064 , 0.358947 , 0.288208 , 0.391396 , 0.336125 , 0.338886 , 0.389504 , 0.346675 , 0.274909 , 0.262787 , 0.269646 , 0.387855 , 0.302885 , 0.304227 , 0.317484 , 0.47135 , 0.415215 , 0.472316 , 0.476135 , 0.422285 , 0.474788 , 0.436333 , 0.494408 , 0.313194 , 0.273307 , 0.430811 , 0.409481 , 0.468546 
 1037 , 0.490691 , 0.20835 , 0.260899 , 0.472321 , 0.334601 , 0.516848 , 0.449596 , 0.425119 , 0.532574 , 0.531333 , 0.352435 , 0.375136 , 0.406033 , 0.357892 , 0.285401 , 0.386031 , 0.333048 , 0.334349 , 0.383929 , 0.341967 , 0.271006 , 0.259809 , 0.266627 , 0.38567 , 0.300283 , 0.299512 , 0.314082 , 0.467605 , 0.411405 , 0.470598 , 0.473766 , 0.415971 , 0.469207 , 0.432455 , 0.488727 , 0.312829 , 0.269356 , 0.4248 , 0.407171 , 0.464515 
 1038 , 0.490152 , 0.207095 , 0.255896 , 0.468427 , 0.332079 , 0.518974 , 0.451664 , 0.42115 , 0.528291 , 0.521428 , 0.349802 , 0.372733 , 0.400877 , 0.356378 , 0.282318 , 0.38058 , 0.329824 , 0.32995 , 0.378529 , 0.337221 , 0.267127 , 0.256904 , 0.263666 , 0.38316 , 0.297432 , 0.295056 , 0.310343 , 0.463861 , 0.407693 , 0.468721 , 0.471361 , 0.409727 , 0.463279 , 0.428703 , 0.482676 , 0.312041 , 0.265196 , 0.418816 , 0.405053 , 0.460273 
 1039 , 0.488646 , 0.202366 , 0.252994 , 0.463908 , 0.329134 , 0.522469 , 0.453612 , 0.414945 , 0.523961 , 0.517279 , 0.348205 , 0.372389 , 0.396119 , 0.353169 , 0.278585 , 0.375777 , 0.326599 , 0.326987 , 0.374805 , 0.333089 , 0.264089 , 0.254879 , 0.261512 , 0.379768 , 0.294088 , 0.292591 , 0.305816 , 0.460902 , 0.405108 , 0.466527 , 0.469336 , 0.404953 , 0.456821 , 0.426267 , 0.476101 , 0.30958 , 0.260892 , 0.41402 , 0.404231 , 0.455909 
 1040 , 0.488431 , 0.200074 , 0.249849 , 0.462847 , 0.327893 , 0.526377 , 0.454576 , 0.411679 , 0.523225 , 0.521574 , 0.346899 , 0.371269 , 0.393875 , 0.350667 , 0.277819 , 0.373063 , 0.325639 , 0.324341 , 0.374941 , 0.33254 , 0.263006 , 0.254005 , 0.260231 , 0.375724 , 0.291299 , 0.290665 , 0.305544 , 0.460138 , 0.404717 , 0.465233 , 0.46723 , 0.404083 , 0.457249 , 0.424943 , 0.474293 , 0.306328 , 0.258712 , 0.412725 , 0.401446 , 0.455455 
 1041 , 0.488288 , 0.197814 , 0.246508 , 0.462032 , 0.326733 , 0.53059 , 0.455497 , 0.408447 , 0.522771 , 0.527008 , 0.345541 , 0.370008 , 0.391727 , 0.348074 , 0.277277 , 0.370357 , 0.324819 , 0.321578 , 0.375446 , 0.332296 , 0.26204 , 0.253176 , 0.258955 , 0.371377 , 0.288385 , 0.288679 , 0.305651 , 0.459523 , 0.404504 , 0.46394 , 0.464985 , 0.403508 , 0.458359 , 0.423648 , 0.472798 , 0.302812 , 0.256572 , 0.411675 , 0.398352 , 0.455341 
 1042 , 0.489719 , 0.195881 , 0.240887 , 0.460969 , 0.324648 , 0.527705 , 0.452393 , 0.408121 , 0.524117 , 0.529045 , 0.343855 , 0.368013 , 0.389515 , 0.344233 , 0.275027 , 0.369125 , 0.324083 , 0.318747 , 0.374269 , 0.330724 , 0.262461 , 0.252053 , 0.258026 , 0.368818 , 0.287113 , 0.285826 , 0.304588 , 0.459677 , 0.402592 , 0.461552 , 0.462712 , 0.404876 , 0.457405 , 0.419185 , 0.471323 , 0.301662 , 0.254553 , 0.410062 , 0.393992 , 0.455422 
 1043 , 0.486818 , 0.192176 , 0.236608 , 0.458708 , 0.323119 , 0.518434 , 0.443929 , 0.407505 , 0.52302 , 0.526286 , 0.340809 , 0.36551 , 0.385937 , 0.339632 , 0.270505 , 0.367581 , 0.322681 , 0.3163 , 0.371446 , 0.327819 , 0.261537 , 0.24982 , 0.256159 , 0.366776 , 0.284431 , 0.282883 , 0.300741 , 0.456619 , 0.400788 , 0.45618 , 0.457819 , 0.404341 , 0.45429 , 0.414534 , 0.468036 , 0.300591 , 0.252005 , 0.406988 , 0.391609 , 0.453335 
 1044 , 0.480911 , 0.187217 , 0.233146 , 0.455618 , 0.321956 , 0.505414 , 0.432186 , 0.406474 , 0.520171 , 0.520596 , 0.336827 , 0.362641 , 0.381373 , 0.334468 , 0.264533 , 0.365676 , 0.320777 , 0.314 , 0.367592 , 0.324052 , 0.25963 , 0.246837 , 0.253608 , 0.364874 , 0.280679 , 0.279841 , 0.295077 , 0.451355 , 0.399093 , 0.448841 , 0.451152 , 0.402415 , 0.449805 , 0.409803 , 0.46346 , 0.299375 , 0.24901 , 0.4029 , 0.390466 , 0.449775 
 1045 , 0.474471 , 0.179801 , 0.234002 , 0.452444 , 0.317803 , 0.492399 , 0.421863 , 0.403203 , 0.514557 , 0.511321 , 0.331538 , 0.36003 , 0.376751 , 0.330247 , 0.258141 , 0.363564 , 0.317267 , 0.310736 , 0.364509 , 0.321681 , 0.256695 , 0.243288 , 0.250206 , 0.363165 , 0.276854 , 0.276242 , 0.290958 , 0.445716 , 0.398582 , 0.441261 , 0.443634 , 0.398927 , 0.445924 , 0.406612 , 0.459624 , 0.296305 , 0.24713 , 0.398528 , 0.388683 , 0.444039 
 1046 , 0.469426 , 0.17156 , 0.236868 , 0.450889 , 0.31118 , 0.482657 , 0.415002 , 0.399002 , 0.507667 , 0.504211 , 0.326871 , 0.358431 , 0.373423 , 0.327938 , 0.253324 , 0.361176 , 0.312982 , 0.307552 , 0.362735 , 0.320997 , 0.254491 , 0.240057 , 0.247556 , 0.362836 , 0.274332 , 0.273283 , 0.288666 , 0.443076 , 0.398528 , 0.435649 , 0.438944 , 0.395173 , 0.442839 , 0.405333 , 0.458477 , 0.293811 , 0.246299 , 0.395202 , 0.386897 , 0.438767 
 1047 , 0.467812 , 0.164478 , 0.23809 , 0.452743 , 0.303274 , 0.479303 , 0.413235 , 0.395699 , 0.501599 , 0.505947 , 0.325044 , 0.35855 , 0.372789 , 0.328269 , 0.252113 , 0.358449 , 0.309109 , 0.305699 , 0.362594 , 0.321956 , 0.255082 , 0.238126 , 0.247467 , 0.365072 , 0.274564 , 0.272289 , 0.288068 , 0.447057 , 0.397826 , 0.43427 , 0.441043 , 0.392827 , 0.440553 , 0.40593 , 0.461875 , 0.294817 , 0.246135 , 0.39429 , 0.385886 , 0.437125 
 1048 , 0.469063 , 0.160115 , 0.237441 , 0.452626 , 0.296849 , 0.478173 , 0.412333 , 0.395348 , 0.498503 , 0.51047 , 0.323467 , 0.359007 , 0.372755 , 0.329856 , 0.251616 , 0.356077 , 0.306692 , 0.304472 , 0.362719 , 0.323533 , 0.255497 , 0.237272 , 0.247639 , 0.366432 , 0.274521 , 0.271838 , 0.287535 , 0.452319 , 0.397592 , 0.43448 , 0.444925 , 0.390871 , 0.438806 , 0.407603 , 0.466657 , 0.296193 , 0.246514 , 0.394764 , 0.385029 , 0.437061 
 1049 , 0.476303 , 0.162121 , 0.232815 , 0.447797 , 0.294132 , 0.481812 , 0.413207 , 0.401481 , 0.501964 , 0.520234 , 0.322481 , 0.360183 , 0.373937 , 0.333971 , 0.252617 , 0.354723 , 0.307656 , 0.304635 , 0.363337 , 0.32615 , 0.255341 , 0.238814 , 0.248246 , 0.36551 , 0.27378 , 0.272503 , 0.287171 , 0.459644 , 0.398327 , 0.437984 , 0.452186 , 0.38987 , 0.438377 , 0.411263 , 0.473561 , 0.298025 , 0.247943 , 0.398115 , 0.384422 , 0.440387 
 1050 , 0.477713 , 0.160643 , 0.228046 , 0.432752 , 0.290692 , 0.477972 , 0.408724 , 0.405414 , 0.504074 , 0.51143 , 0.318795 , 0.361435 , 0.37215 , 0.334387 , 0.248504 , 0.355213 , 0.30802 , 0.301629 , 0.361423 , 0.323606 , 0.250439 , 0.238525 , 0.244367 , 0.358915 , 0.269914 , 0.268304 , 0.285458 , 0.458793 , 0.396991 , 0.436809 , 0.451919 , 0.387687 , 0.438064 , 0.408489 , 0.467336 , 0.292392 , 0.246894 , 0.397877 , 0.379457 , 0.440065 
 1051 , 0.478676 , 0.15894 , 0.22262 , 0.417558 , 0.287127 , 0.473761 , 0.403991 , 0.409253 , 0.505655 , 0.50185 , 0.314809 , 0.362664 , 0.369985 , 0.334677 , 0.244012 , 0.355565 , 0.308292 , 0.298343 , 0.359112 , 0.320557 , 0.245104 , 0.237904 , 0.240016 , 0.351917 , 0.265591 , 0.263623 , 0.283515 , 0.457499 , 0.395236 , 0.43523 , 0.451438 , 0.385137 , 0.437553 , 0.405113 , 0.460343 , 0.286491 , 0.24559 , 0.397312 , 0.374239 , 0.439599 
 1052 , 0.472252 , 0.155272 , 0.212425 , 0.413182 , 0.286263 , 0.468204 , 0.400337 , 0.407472 , 0.497549 , 0.487654 , 0.310545 , 0.362118 , 0.364499 , 0.333159 , 0.238239 , 0.353494 , 0.306918 , 0.294436 , 0.353186 , 0.312486 , 0.237776 , 0.232654 , 0.232351 , 0.346081 , 0.258467 , 0.255559 , 0.280321 , 0.450848 , 0.389042 , 0.429344 , 0.448634 , 0.379759 , 0.434894 , 0.395529 , 0.446966 , 0.281983 , 0.2418 , 0.392532 , 0.370719 , 0.43779 
 1053 , 0.46705 , 0.153685 , 0.202445 , 0.413591 , 0.284014 , 0.470899 , 0.403299 , 0.403335 , 0.492719 , 0.483183 , 0.305656 , 0.359523 , 0.359511 , 0.330728 , 0.233398 , 0.345329 , 0.302624 , 0.29067 , 0.347493 , 0.306803 , 0.232884 , 0.22592 , 0.225855 , 0.340322 , 0.252156 , 0.249519 , 0.276376 , 0.445851 , 0.383395 , 0.425107 , 0.44581 , 0.375514 , 0.427389 , 0.386173 , 0.436978 , 0.279361 , 0.23834 , 0.386947 , 0.369561 , 0.435866 
