  time  ,:46:36 A,:47:21 A,:47:42 A,:48:05 A,:48:23 A,:48:59 A,:49:19 A,:49:38 A,:50:01 A,:50:27 A,:52:51 A,:53:12 A,:53:30 A,:53:47 A,:54:07 A,:55:48 A,:56:06 A,:56:18 A,:56:32 A,:56:48 A,:02:00 P,:02:33 P,:03:00 P,:03:40 P,:03:56 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 727 , 0.202086 , 0.217427 , 0.214638 , 0.245361 , 0.252651 , 0.104446 , 0.129265 , 0.132338 , 0.151329 , 0.185067 , 0.277554 , 0.220784 , 0.249937 , 0.259733 , 0.241369 , 0.199932 , 0.195489 , 0.154686 , 0.093556 , 0.216892 , 0.208065 , 0.15745 , 0.181309 , 0.181058 , 0.172189 
 728 , 0.2034 , 0.218396 , 0.21567 , 0.246478 , 0.253805 , 0.104984 , 0.129841 , 0.133058 , 0.152196 , 0.186029 , 0.279753 , 0.222188 , 0.251512 , 0.26124 , 0.242694 , 0.200983 , 0.19644 , 0.155288 , 0.093982 , 0.218212 , 0.209185 , 0.158331 , 0.182212 , 0.182078 , 0.173026 
 729 , 0.204692 , 0.219361 , 0.216687 , 0.247525 , 0.254972 , 0.105524 , 0.130406 , 0.133754 , 0.153055 , 0.186991 , 0.281886 , 0.223551 , 0.253039 , 0.262702 , 0.243985 , 0.201968 , 0.197395 , 0.155887 , 0.094404 , 0.219536 , 0.210282 , 0.159194 , 0.183084 , 0.183076 , 0.17383 
 730 , 0.205982 , 0.220316 , 0.217702 , 0.24857 , 0.256128 , 0.106054 , 0.130961 , 0.134457 , 0.153912 , 0.187942 , 0.284015 , 0.22492 , 0.254563 , 0.26417 , 0.245273 , 0.202951 , 0.198348 , 0.156476 , 0.094816 , 0.220849 , 0.211376 , 0.160047 , 0.183947 , 0.18408 , 0.174623 
 731 , 0.207162 , 0.221269 , 0.218714 , 0.249565 , 0.257247 , 0.106577 , 0.131528 , 0.135132 , 0.154698 , 0.18882 , 0.286034 , 0.226129 , 0.255998 , 0.265553 , 0.246511 , 0.203858 , 0.199256 , 0.157053 , 0.095234 , 0.222101 , 0.212422 , 0.160848 , 0.184767 , 0.185008 , 0.175362 
 732 , 0.20828 , 0.22217 , 0.219706 , 0.250523 , 0.258296 , 0.107082 , 0.132107 , 0.135785 , 0.15545 , 0.18963 , 0.287973 , 0.227221 , 0.257364 , 0.266851 , 0.247685 , 0.204743 , 0.200107 , 0.157598 , 0.09563 , 0.223285 , 0.213415 , 0.161617 , 0.185552 , 0.185901 , 0.176048 
 733 , 0.209397 , 0.223078 , 0.220698 , 0.251481 , 0.259345 , 0.107594 , 0.132677 , 0.136438 , 0.156203 , 0.190439 , 0.289912 , 0.228321 , 0.258729 , 0.268141 , 0.248859 , 0.205635 , 0.200958 , 0.15815 , 0.096027 , 0.224476 , 0.214407 , 0.162386 , 0.186337 , 0.186778 , 0.176733 
 734 , 0.210474 , 0.223941 , 0.221642 , 0.252389 , 0.260359 , 0.108098 , 0.133248 , 0.137063 , 0.156933 , 0.191253 , 0.291781 , 0.229404 , 0.260051 , 0.269403 , 0.250016 , 0.206518 , 0.201771 , 0.158682 , 0.096422 , 0.225606 , 0.215379 , 0.163146 , 0.187106 , 0.187647 , 0.177404 
 735 , 0.211509 , 0.224762 , 0.222537 , 0.253243 , 0.261336 , 0.108597 , 0.133819 , 0.137644 , 0.15764 , 0.192072 , 0.293518 , 0.230488 , 0.261311 , 0.270596 , 0.251134 , 0.207409 , 0.202549 , 0.159207 , 0.096811 , 0.226679 , 0.216327 , 0.163875 , 0.187838 , 0.188471 , 0.178036 
 736 , 0.212547 , 0.225603 , 0.223427 , 0.2541 , 0.26232 , 0.1091 , 0.134387 , 0.138222 , 0.158339 , 0.192905 , 0.295244 , 0.231589 , 0.262579 , 0.271808 , 0.252266 , 0.208304 , 0.203327 , 0.15974 , 0.097195 , 0.227754 , 0.217283 , 0.164609 , 0.188578 , 0.189295 , 0.178682 
 737 , 0.213588 , 0.226431 , 0.224322 , 0.254962 , 0.263301 , 0.109609 , 0.134953 , 0.138806 , 0.159038 , 0.193731 , 0.296977 , 0.232695 , 0.263852 , 0.273017 , 0.253394 , 0.209193 , 0.204114 , 0.160273 , 0.097591 , 0.228825 , 0.218242 , 0.165343 , 0.189328 , 0.19012 , 0.17932 
 738 , 0.214472 , 0.227234 , 0.225154 , 0.255781 , 0.264225 , 0.110138 , 0.135495 , 0.139421 , 0.159774 , 0.194486 , 0.298585 , 0.233682 , 0.265044 , 0.274147 , 0.254503 , 0.209979 , 0.204867 , 0.16086 , 0.098003 , 0.229781 , 0.219074 , 0.166039 , 0.190067 , 0.190894 , 0.17997 
 739 , 0.215405 , 0.228078 , 0.226013 , 0.25665 , 0.265177 , 0.110679 , 0.136066 , 0.140053 , 0.160534 , 0.195267 , 0.300253 , 0.23469 , 0.266272 , 0.275317 , 0.255639 , 0.210807 , 0.20565 , 0.161487 , 0.098432 , 0.23077 , 0.219936 , 0.166762 , 0.190845 , 0.191706 , 0.180655 
 740 , 0.216332 , 0.228925 , 0.226875 , 0.257514 , 0.266132 , 0.11122 , 0.136639 , 0.140696 , 0.161304 , 0.196051 , 0.301933 , 0.235702 , 0.267504 , 0.27649 , 0.256794 , 0.211647 , 0.206443 , 0.162107 , 0.098871 , 0.231769 , 0.220809 , 0.167495 , 0.191625 , 0.19252 , 0.181334 
 741 , 0.217145 , 0.229594 , 0.2276 , 0.25823 , 0.266917 , 0.111643 , 0.13712 , 0.141208 , 0.161943 , 0.196703 , 0.303428 , 0.23659 , 0.268568 , 0.277507 , 0.25776 , 0.212403 , 0.2071 , 0.162622 , 0.099227 , 0.23261 , 0.221627 , 0.168109 , 0.192279 , 0.193201 , 0.181883 
 742 , 0.217919 , 0.230221 , 0.228311 , 0.258891 , 0.267657 , 0.112039 , 0.137575 , 0.141681 , 0.162557 , 0.197328 , 0.3049 , 0.237471 , 0.269593 , 0.27851 , 0.25869 , 0.21315 , 0.20772 , 0.163102 , 0.099544 , 0.23344 , 0.222444 , 0.168683 , 0.192903 , 0.193833 , 0.182385 
 743 , 0.218711 , 0.230859 , 0.229023 , 0.259563 , 0.268399 , 0.112437 , 0.138031 , 0.142155 , 0.163172 , 0.197954 , 0.306384 , 0.238362 , 0.270621 , 0.279524 , 0.259639 , 0.213899 , 0.208341 , 0.163591 , 0.09987 , 0.234279 , 0.22328 , 0.169267 , 0.193528 , 0.194475 , 0.182898 
 744 , 0.219483 , 0.231498 , 0.229711 , 0.260229 , 0.26914 , 0.11285 , 0.138501 , 0.142646 , 0.163792 , 0.198597 , 0.307856 , 0.239235 , 0.271649 , 0.280518 , 0.260556 , 0.214666 , 0.20896 , 0.164085 , 0.100213 , 0.235098 , 0.224123 , 0.169858 , 0.194167 , 0.195107 , 0.18341 
 745 , 0.220249 , 0.232163 , 0.230375 , 0.260938 , 0.26988 , 0.113302 , 0.139012 , 0.143177 , 0.164445 , 0.199291 , 0.309302 , 0.240064 , 0.272685 , 0.281476 , 0.261433 , 0.215479 , 0.209585 , 0.164588 , 0.100598 , 0.235883 , 0.225001 , 0.170491 , 0.194841 , 0.195764 , 0.183942 
 746 , 0.221039 , 0.232862 , 0.231057 , 0.261674 , 0.270643 , 0.113761 , 0.139541 , 0.143723 , 0.165103 , 0.199995 , 0.310757 , 0.240907 , 0.273741 , 0.282449 , 0.262329 , 0.216294 , 0.210223 , 0.165103 , 0.100997 , 0.236675 , 0.225892 , 0.171124 , 0.195519 , 0.196426 , 0.184484 
 747 , 0.221826 , 0.233544 , 0.231738 , 0.262409 , 0.271397 , 0.114223 , 0.140063 , 0.144263 , 0.165769 , 0.200706 , 0.312216 , 0.241752 , 0.274791 , 0.283419 , 0.263215 , 0.217121 , 0.210854 , 0.165617 , 0.101387 , 0.237467 , 0.22679 , 0.171758 , 0.196204 , 0.197086 , 0.185014 
 748 , 0.222344 , 0.234035 , 0.232315 , 0.262955 , 0.272008 , 0.114602 , 0.14048 , 0.144661 , 0.16634 , 0.201271 , 0.313496 , 0.242447 , 0.275599 , 0.284188 , 0.263908 , 0.217834 , 0.21131 , 0.166029 , 0.101672 , 0.238114 , 0.227553 , 0.172249 , 0.196727 , 0.197587 , 0.18539 
 749 , 0.222903 , 0.234557 , 0.232946 , 0.26353 , 0.27268 , 0.115018 , 0.140931 , 0.145088 , 0.166945 , 0.201881 , 0.314859 , 0.243183 , 0.276474 , 0.285025 , 0.264652 , 0.218586 , 0.211806 , 0.16649 , 0.101965 , 0.238806 , 0.228359 , 0.172781 , 0.197277 , 0.198128 , 0.185783 
 750 , 0.223466 , 0.23509 , 0.233589 , 0.264118 , 0.273364 , 0.115436 , 0.141393 , 0.145527 , 0.167561 , 0.202494 , 0.316251 , 0.243948 , 0.277362 , 0.285882 , 0.265425 , 0.219357 , 0.212322 , 0.166954 , 0.102276 , 0.239511 , 0.229194 , 0.173314 , 0.197837 , 0.198681 , 0.186188 
 751 , 0.223932 , 0.235509 , 0.234078 , 0.264547 , 0.273874 , 0.115761 , 0.141784 , 0.145873 , 0.168062 , 0.202978 , 0.317402 , 0.244563 , 0.278108 , 0.286558 , 0.266054 , 0.219989 , 0.212782 , 0.167355 , 0.102549 , 0.240091 , 0.22987 , 0.173769 , 0.198319 , 0.199145 , 0.186512 
 752 , 0.224499 , 0.236015 , 0.234625 , 0.265071 , 0.274464 , 0.116114 , 0.142235 , 0.146253 , 0.168613 , 0.203538 , 0.318645 , 0.245246 , 0.278934 , 0.287303 , 0.266735 , 0.220685 , 0.213315 , 0.167785 , 0.102857 , 0.240724 , 0.230607 , 0.174243 , 0.198838 , 0.199657 , 0.186843 
 753 , 0.225083 , 0.23655 , 0.235208 , 0.265617 , 0.275076 , 0.116485 , 0.142707 , 0.146655 , 0.169186 , 0.204115 , 0.319951 , 0.245965 , 0.279801 , 0.288089 , 0.267446 , 0.221418 , 0.213882 , 0.168238 , 0.103181 , 0.241394 , 0.23138 , 0.174749 , 0.19939 , 0.200194 , 0.187189 
 754 , 0.22569 , 0.237039 , 0.235728 , 0.266135 , 0.275673 , 0.116877 , 0.143162 , 0.14706 , 0.169662 , 0.204623 , 0.321034 , 0.24662 , 0.280606 , 0.288867 , 0.268179 , 0.222017 , 0.214411 , 0.168679 , 0.10351 , 0.241963 , 0.232063 , 0.175216 , 0.199897 , 0.200725 , 0.187582 
 755 , 0.226473 , 0.237585 , 0.236304 , 0.26672 , 0.276385 , 0.11735 , 0.143661 , 0.147566 , 0.170051 , 0.205103 , 0.321939 , 0.24732 , 0.281483 , 0.289771 , 0.269099 , 0.222507 , 0.215004 , 0.169188 , 0.103902 , 0.2425 , 0.232695 , 0.175716 , 0.200441 , 0.201295 , 0.188152 
 756 , 0.227376 , 0.238238 , 0.236983 , 0.267429 , 0.277238 , 0.117904 , 0.144252 , 0.148156 , 0.170503 , 0.205669 , 0.323003 , 0.248135 , 0.28252 , 0.290829 , 0.270175 , 0.223094 , 0.215698 , 0.169793 , 0.104366 , 0.243143 , 0.23343 , 0.176312 , 0.201089 , 0.20194 , 0.188832 
 757 , 0.228394 , 0.238956 , 0.237729 , 0.268197 , 0.278168 , 0.118511 , 0.1449 , 0.148803 , 0.170988 , 0.206279 , 0.324146 , 0.249024 , 0.283644 , 0.291999 , 0.271359 , 0.223722 , 0.216462 , 0.17045 , 0.104857 , 0.243831 , 0.234222 , 0.17695 , 0.201793 , 0.202649 , 0.189579 
 758 , 0.22959 , 0.239719 , 0.238437 , 0.268974 , 0.279095 , 0.119117 , 0.145523 , 0.149424 , 0.171363 , 0.206802 , 0.325043 , 0.249804 , 0.284818 , 0.293178 , 0.272628 , 0.224256 , 0.217214 , 0.171116 , 0.105254 , 0.24439 , 0.234933 , 0.177556 , 0.202432 , 0.203352 , 0.190339 
 759 , 0.230845 , 0.240506 , 0.239157 , 0.269763 , 0.280021 , 0.119744 , 0.146189 , 0.150064 , 0.17175 , 0.207346 , 0.325965 , 0.250612 , 0.286057 , 0.294449 , 0.273977 , 0.22481 , 0.218033 , 0.171822 , 0.105673 , 0.24497 , 0.235693 , 0.178214 , 0.203106 , 0.20415 , 0.191169 
 760 , 0.232207 , 0.24136 , 0.239945 , 0.270623 , 0.281039 , 0.120441 , 0.146908 , 0.150768 , 0.172158 , 0.207932 , 0.326975 , 0.251487 , 0.287405 , 0.295837 , 0.275457 , 0.225417 , 0.218924 , 0.1726 , 0.106139 , 0.245599 , 0.236518 , 0.178921 , 0.203838 , 0.20501 , 0.19206 
 761 , 0.233534 , 0.242499 , 0.241154 , 0.271881 , 0.282445 , 0.121272 , 0.14785 , 0.151664 , 0.173153 , 0.20903 , 0.328931 , 0.252773 , 0.289072 , 0.297475 , 0.277119 , 0.226617 , 0.220008 , 0.173566 , 0.106796 , 0.246753 , 0.237823 , 0.179903 , 0.204891 , 0.206042 , 0.192973 
 762 , 0.234275 , 0.243112 , 0.241949 , 0.272652 , 0.283303 , 0.12186 , 0.14851 , 0.152263 , 0.173936 , 0.209801 , 0.330463 , 0.253648 , 0.290201 , 0.298535 , 0.278237 , 0.227562 , 0.22069 , 0.174218 , 0.107288 , 0.247578 , 0.238821 , 0.18064 , 0.205669 , 0.206806 , 0.193591 
 763 , 0.235006 , 0.243731 , 0.242742 , 0.27342 , 0.284168 , 0.122448 , 0.149162 , 0.152871 , 0.174709 , 0.210571 , 0.331987 , 0.254522 , 0.291329 , 0.299586 , 0.279355 , 0.228498 , 0.221372 , 0.174868 , 0.10778 , 0.248385 , 0.239819 , 0.181368 , 0.206439 , 0.20756 , 0.19419 
 764 , 0.23569 , 0.244468 , 0.243622 , 0.274314 , 0.285079 , 0.123036 , 0.149848 , 0.153518 , 0.175693 , 0.211536 , 0.333988 , 0.255581 , 0.292523 , 0.300734 , 0.280389 , 0.22971 , 0.222101 , 0.175571 , 0.108287 , 0.249419 , 0.241077 , 0.182143 , 0.207317 , 0.208346 , 0.194774 
 765 , 0.236034 , 0.245096 , 0.244295 , 0.275044 , 0.285724 , 0.12346 , 0.150388 , 0.154037 , 0.176713 , 0.212471 , 0.336163 , 0.256542 , 0.293452 , 0.301602 , 0.280965 , 0.230982 , 0.222626 , 0.17612 , 0.108692 , 0.250423 , 0.242385 , 0.182772 , 0.208082 , 0.208882 , 0.195096 
 766 , 0.236255 , 0.245583 , 0.244829 , 0.275605 , 0.286209 , 0.123815 , 0.150831 , 0.154463 , 0.17759 , 0.213256 , 0.338065 , 0.257335 , 0.294209 , 0.302287 , 0.281378 , 0.232075 , 0.22303 , 0.17657 , 0.109031 , 0.25127 , 0.243527 , 0.183294 , 0.208717 , 0.209282 , 0.195303 
 767 , 0.236478 , 0.246053 , 0.245327 , 0.276125 , 0.286682 , 0.12414 , 0.151243 , 0.154861 , 0.178397 , 0.213991 , 0.339795 , 0.258068 , 0.294917 , 0.30293 , 0.281783 , 0.233073 , 0.223413 , 0.176998 , 0.109351 , 0.252043 , 0.244576 , 0.183782 , 0.209306 , 0.209665 , 0.195516 
 768 , 0.236798 , 0.246528 , 0.24582 , 0.27664 , 0.287249 , 0.124451 , 0.151635 , 0.155271 , 0.179101 , 0.214633 , 0.341115 , 0.258716 , 0.295665 , 0.303526 , 0.282299 , 0.233905 , 0.223851 , 0.177428 , 0.109642 , 0.252674 , 0.245453 , 0.18429 , 0.209853 , 0.210109 , 0.195796 
 769 , 0.237073 , 0.246949 , 0.246268 , 0.277081 , 0.287758 , 0.124709 , 0.151981 , 0.155633 , 0.179737 , 0.215216 , 0.342301 , 0.259295 , 0.296341 , 0.304046 , 0.282752 , 0.234655 , 0.224225 , 0.177804 , 0.109894 , 0.253216 , 0.246225 , 0.184735 , 0.210329 , 0.210508 , 0.196034 
 770 , 0.237329 , 0.247335 , 0.24669 , 0.277499 , 0.288237 , 0.124963 , 0.152307 , 0.155977 , 0.180339 , 0.215761 , 0.343434 , 0.259831 , 0.296969 , 0.304546 , 0.283182 , 0.235367 , 0.22457 , 0.178164 , 0.110132 , 0.25374 , 0.246962 , 0.185164 , 0.210775 , 0.210885 , 0.196258 
 771 , 0.237799 , 0.24775 , 0.247149 , 0.277953 , 0.28871 , 0.12535 , 0.152723 , 0.15642 , 0.180867 , 0.216303 , 0.34439 , 0.260385 , 0.297657 , 0.305205 , 0.283872 , 0.236041 , 0.225027 , 0.178594 , 0.110459 , 0.254226 , 0.24769 , 0.185671 , 0.211268 , 0.211371 , 0.196634 
 772 , 0.238444 , 0.248287 , 0.247737 , 0.278554 , 0.289307 , 0.125835 , 0.153242 , 0.156978 , 0.181482 , 0.216937 , 0.345452 , 0.261075 , 0.298506 , 0.306038 , 0.284772 , 0.236812 , 0.225638 , 0.179121 , 0.110856 , 0.254823 , 0.24851 , 0.186258 , 0.21187 , 0.212007 , 0.197157 
 773 , 0.239075 , 0.248818 , 0.248311 , 0.279149 , 0.289898 , 0.126301 , 0.153742 , 0.157526 , 0.182077 , 0.21755 , 0.346491 , 0.26176 , 0.299332 , 0.306856 , 0.28565 , 0.23757 , 0.226236 , 0.179635 , 0.111243 , 0.255414 , 0.249317 , 0.186833 , 0.212459 , 0.212631 , 0.197668 
 774 , 0.239653 , 0.249287 , 0.248803 , 0.27965 , 0.2904 , 0.126736 , 0.154194 , 0.157999 , 0.18262 , 0.218085 , 0.347476 , 0.262363 , 0.300051 , 0.307549 , 0.286439 , 0.238226 , 0.226759 , 0.18012 , 0.111585 , 0.255929 , 0.250039 , 0.18735 , 0.213009 , 0.213199 , 0.198126 
 775 , 0.240332 , 0.249851 , 0.249347 , 0.28023 , 0.291008 , 0.127214 , 0.154692 , 0.158479 , 0.183204 , 0.218647 , 0.34857 , 0.263017 , 0.300795 , 0.308255 , 0.287265 , 0.238917 , 0.227331 , 0.18066 , 0.111929 , 0.256512 , 0.250797 , 0.187885 , 0.213592 , 0.213774 , 0.198559 
 776 , 0.24107 , 0.250469 , 0.249938 , 0.280866 , 0.291683 , 0.127706 , 0.155231 , 0.158999 , 0.183827 , 0.219254 , 0.349718 , 0.263705 , 0.301577 , 0.309009 , 0.288124 , 0.239643 , 0.227939 , 0.181225 , 0.112303 , 0.257143 , 0.251609 , 0.188456 , 0.214206 , 0.214354 , 0.199021 
 777 , 0.241796 , 0.251087 , 0.250529 , 0.281493 , 0.292364 , 0.1282 , 0.155762 , 0.159522 , 0.18444 , 0.219862 , 0.350854 , 0.264384 , 0.302362 , 0.309761 , 0.288961 , 0.240365 , 0.228543 , 0.181796 , 0.112679 , 0.257762 , 0.252431 , 0.18902 , 0.21481 , 0.214932 , 0.199472 
 778 , 0.242404 , 0.251634 , 0.251074 , 0.281998 , 0.293033 , 0.128646 , 0.156286 , 0.160008 , 0.185012 , 0.220482 , 0.351931 , 0.265069 , 0.30321 , 0.310576 , 0.289662 , 0.241064 , 0.229083 , 0.182315 , 0.113057 , 0.258361 , 0.253281 , 0.18954 , 0.215411 , 0.215455 , 0.199927 
 779 , 0.243007 , 0.252169 , 0.251643 , 0.282497 , 0.293694 , 0.129088 , 0.156794 , 0.160494 , 0.185587 , 0.221105 , 0.353095 , 0.265812 , 0.304136 , 0.311448 , 0.290441 , 0.241762 , 0.229628 , 0.182834 , 0.113428 , 0.258956 , 0.254133 , 0.190067 , 0.216064 , 0.216002 , 0.200413 
 780 , 0.243623 , 0.252707 , 0.252207 , 0.283008 , 0.294357 , 0.129531 , 0.157312 , 0.160981 , 0.186164 , 0.221731 , 0.354273 , 0.266558 , 0.305075 , 0.312325 , 0.291223 , 0.242473 , 0.230184 , 0.183364 , 0.11381 , 0.259554 , 0.25499 , 0.190606 , 0.216719 , 0.216552 , 0.200902 
 781 , 0.244238 , 0.253275 , 0.252782 , 0.283582 , 0.295021 , 0.130008 , 0.157824 , 0.161485 , 0.186793 , 0.222388 , 0.355529 , 0.267302 , 0.306039 , 0.313184 , 0.2921 , 0.243252 , 0.230721 , 0.183933 , 0.114212 , 0.260227 , 0.255854 , 0.191219 , 0.217416 , 0.217126 , 0.2014 
 782 , 0.244883 , 0.253896 , 0.253359 , 0.284208 , 0.29572 , 0.130499 , 0.158365 , 0.162 , 0.187454 , 0.223055 , 0.356767 , 0.267996 , 0.306969 , 0.31401 , 0.292957 , 0.244047 , 0.231285 , 0.184514 , 0.11463 , 0.260911 , 0.256721 , 0.191854 , 0.218091 , 0.217748 , 0.201923 
 783 , 0.245538 , 0.254517 , 0.253945 , 0.284835 , 0.296429 , 0.130991 , 0.158915 , 0.162524 , 0.188124 , 0.223732 , 0.358025 , 0.268699 , 0.307908 , 0.314836 , 0.293823 , 0.24486 , 0.231849 , 0.185113 , 0.115057 , 0.261612 , 0.257607 , 0.192499 , 0.218767 , 0.218371 , 0.202446 
 784 , 0.246138 , 0.255074 , 0.254492 , 0.285389 , 0.297057 , 0.131467 , 0.159439 , 0.163026 , 0.18875 , 0.224371 , 0.359196 , 0.269342 , 0.308769 , 0.315617 , 0.294634 , 0.245618 , 0.232399 , 0.185674 , 0.115437 , 0.26223 , 0.258432 , 0.193077 , 0.219391 , 0.218942 , 0.202921 
 785 , 0.246725 , 0.255585 , 0.255065 , 0.285903 , 0.297664 , 0.131914 , 0.15994 , 0.163519 , 0.189359 , 0.224993 , 0.360319 , 0.269981 , 0.309592 , 0.316371 , 0.295433 , 0.246346 , 0.232928 , 0.186212 , 0.115781 , 0.262814 , 0.259235 , 0.193608 , 0.219986 , 0.219466 , 0.203332 
 786 , 0.24734 , 0.256119 , 0.255652 , 0.286443 , 0.29829 , 0.132375 , 0.160459 , 0.164012 , 0.189998 , 0.225637 , 0.361476 , 0.270638 , 0.310428 , 0.317145 , 0.296254 , 0.247084 , 0.233474 , 0.186763 , 0.116137 , 0.263409 , 0.26006 , 0.19415 , 0.220595 , 0.220013 , 0.203767 
 787 , 0.247976 , 0.25665 , 0.256253 , 0.287 , 0.298936 , 0.132834 , 0.160971 , 0.164515 , 0.190634 , 0.226282 , 0.362642 , 0.271318 , 0.311277 , 0.317941 , 0.297084 , 0.247835 , 0.234022 , 0.187311 , 0.1165 , 0.26401 , 0.26089 , 0.194698 , 0.221213 , 0.220561 , 0.204209 
 788 , 0.248624 , 0.257151 , 0.256852 , 0.287602 , 0.299551 , 0.133267 , 0.161478 , 0.165014 , 0.191214 , 0.226903 , 0.363742 , 0.271975 , 0.312074 , 0.318732 , 0.297858 , 0.248571 , 0.234576 , 0.18781 , 0.116882 , 0.264568 , 0.261728 , 0.1952 , 0.221762 , 0.221127 , 0.20468 
 789 , 0.249254 , 0.25766 , 0.257439 , 0.288197 , 0.300175 , 0.133712 , 0.161991 , 0.165528 , 0.191796 , 0.227528 , 0.364804 , 0.272593 , 0.312859 , 0.319483 , 0.298579 , 0.249342 , 0.235141 , 0.188329 , 0.11727 , 0.265131 , 0.262564 , 0.195686 , 0.22228 , 0.221698 , 0.205159 
 790 , 0.249903 , 0.258187 , 0.258037 , 0.288802 , 0.300801 , 0.134158 , 0.162514 , 0.166061 , 0.192397 , 0.228164 , 0.365877 , 0.27323 , 0.313656 , 0.320255 , 0.29931 , 0.250124 , 0.235725 , 0.18885 , 0.117668 , 0.265713 , 0.263428 , 0.196182 , 0.222817 , 0.222288 , 0.205657 
 791 , 0.250516 , 0.258728 , 0.258622 , 0.289442 , 0.30142 , 0.134665 , 0.163103 , 0.166578 , 0.193014 , 0.228782 , 0.366931 , 0.273856 , 0.314422 , 0.320967 , 0.300088 , 0.250851 , 0.236253 , 0.189433 , 0.118091 , 0.266358 , 0.264303 , 0.196728 , 0.223384 , 0.222837 , 0.206113 
 792 , 0.251096 , 0.259194 , 0.259194 , 0.290026 , 0.30198 , 0.135142 , 0.16368 , 0.167068 , 0.193613 , 0.229341 , 0.368064 , 0.274535 , 0.315239 , 0.321741 , 0.30093 , 0.251537 , 0.236787 , 0.190031 , 0.118521 , 0.266992 , 0.265149 , 0.197335 , 0.224004 , 0.223395 , 0.206563 
 793 , 0.251686 , 0.259679 , 0.259776 , 0.290631 , 0.302559 , 0.135636 , 0.164276 , 0.167567 , 0.194221 , 0.229911 , 0.369217 , 0.275234 , 0.316076 , 0.322535 , 0.301792 , 0.252242 , 0.23734 , 0.190639 , 0.118952 , 0.267647 , 0.266006 , 0.197962 , 0.224643 , 0.223964 , 0.207015 
 794 , 0.252239 , 0.260143 , 0.260328 , 0.291135 , 0.303106 , 0.136106 , 0.164795 , 0.168041 , 0.194825 , 0.230484 , 0.370347 , 0.27589 , 0.316904 , 0.323309 , 0.302647 , 0.252962 , 0.237868 , 0.191173 , 0.119362 , 0.268242 , 0.266804 , 0.19853 , 0.225234 , 0.224511 , 0.207458 
 795 , 0.252808 , 0.260628 , 0.260805 , 0.291594 , 0.303669 , 0.136555 , 0.165234 , 0.168518 , 0.19544 , 0.231084 , 0.371435 , 0.276508 , 0.317687 , 0.324033 , 0.303484 , 0.253655 , 0.238331 , 0.191609 , 0.119731 , 0.268749 , 0.267575 , 0.199033 , 0.22577 , 0.225046 , 0.207869 
 796 , 0.253393 , 0.261132 , 0.261273 , 0.292062 , 0.304254 , 0.137015 , 0.165675 , 0.169014 , 0.196083 , 0.231713 , 0.372545 , 0.27714 , 0.318477 , 0.324767 , 0.304333 , 0.254356 , 0.238781 , 0.192046 , 0.120097 , 0.269242 , 0.268368 , 0.199529 , 0.226315 , 0.225591 , 0.208301 
 797 , 0.254014 , 0.261654 , 0.261761 , 0.292578 , 0.304879 , 0.13749 , 0.166142 , 0.169528 , 0.196729 , 0.232367 , 0.373668 , 0.277811 , 0.319302 , 0.325536 , 0.305188 , 0.255058 , 0.239246 , 0.192502 , 0.120477 , 0.269772 , 0.269189 , 0.200063 , 0.226893 , 0.22615 , 0.208738 
 798 , 0.2547 , 0.262218 , 0.262333 , 0.293217 , 0.30564 , 0.138006 , 0.166713 , 0.170104 , 0.197411 , 0.233069 , 0.374829 , 0.278536 , 0.320188 , 0.326431 , 0.306021 , 0.255798 , 0.239798 , 0.193037 , 0.120908 , 0.270399 , 0.270072 , 0.200696 , 0.227534 , 0.22672 , 0.209179 
 799 , 0.255418 , 0.262786 , 0.262972 , 0.293891 , 0.306446 , 0.138553 , 0.167308 , 0.170704 , 0.198111 , 0.2338 , 0.376051 , 0.279278 , 0.321103 , 0.327372 , 0.306898 , 0.256597 , 0.240415 , 0.193616 , 0.121369 , 0.271094 , 0.270988 , 0.201357 , 0.228214 , 0.227319 , 0.209629 
 800 , 0.256152 , 0.26338 , 0.263611 , 0.294582 , 0.307262 , 0.139113 , 0.167918 , 0.171328 , 0.198827 , 0.23454 , 0.377294 , 0.280038 , 0.322046 , 0.328333 , 0.307786 , 0.257413 , 0.24104 , 0.194219 , 0.121834 , 0.271807 , 0.271922 , 0.202032 , 0.228901 , 0.227934 , 0.210077 
 801 , 0.256758 , 0.263849 , 0.264125 , 0.2951 , 0.307878 , 0.139586 , 0.168443 , 0.171815 , 0.199444 , 0.235206 , 0.378414 , 0.280694 , 0.322925 , 0.329198 , 0.308545 , 0.258172 , 0.241568 , 0.194782 , 0.12219 , 0.272427 , 0.272739 , 0.202585 , 0.229502 , 0.228488 , 0.210487 
 802 , 0.257374 , 0.264347 , 0.264642 , 0.295622 , 0.308517 , 0.14007 , 0.168982 , 0.172299 , 0.200078 , 0.2359 , 0.379573 , 0.28138 , 0.323811 , 0.330071 , 0.309337 , 0.258943 , 0.242125 , 0.195369 , 0.122547 , 0.27306 , 0.273595 , 0.203145 , 0.230112 , 0.229042 , 0.210948 
