NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00050.spu,MNAT_00051.spu,MNAT_00052.spu,MNAT_00053.spu,MNAT_00054.spu,MNAT_00055.spu,MNAT_00056.spu,MNAT_00057.spu,MNAT_00058.spu,MNAT_00059.spu,MNAT_00060.spu,MNAT_00061.spu,MNAT_00062.spu,MNAT_00063.spu,MNAT_00064.spu,MNAT_00065.spu,MNAT_00066.spu,MNAT_00067.spu,MNAT_00068.spu,MNAT_00069.spu,MNAT_00070.spu,MNAT_00071.spu,MNAT_00072.spu,MNAT_00073.spu,MNAT_00074.spu,MNAT_00075.spu,MNAT_00076.spu,MNAT_00077.spu,MNAT_00078.spu,MNAT_00079.spu,MNAT_00080.spu,MNAT_00081.spu,MNAT_00082.spu,MNAT_00083.spu,MNAT_00084.spu,MNAT_00085.spu,MNAT_00086.spu,MNAT_00087.spu,MNAT_00088.spu,MNAT_00089.spu
 542 , 0.083067 , 0.049547 , 0.07288 , 0.0557 , 0.093822 , 0.080411 , 0.065513 , 0.070972 , 0.059711 , 0.064345 , 0.072623 , 0.080957 , 0.070474 , 0.0676 , 0.068986 , 0.058636 , 0.082623 , 0.067398 , 0.055762 , 0.067328 , 0.069843 , 0.062904 , 0.064407 , 0.06253 , 0.05915 , 0.065419 , 0.069563 , 0.063379 , 0.063605 , 0.064103 , 0.084274 , 0.082709 , 0.059049 , 0.08464 , 0.099827 , 0.069711 , 0.078137 , 0.068099 , 0.072148 , 0.076806 
 543 , 0.084147 , 0.050218 , 0.073916 , 0.056525 , 0.094878 , 0.08131 , 0.066303 , 0.071735 , 0.060355 , 0.065076 , 0.073533 , 0.081888 , 0.071243 , 0.068374 , 0.069734 , 0.059323 , 0.083608 , 0.068187 , 0.056392 , 0.068179 , 0.070664 , 0.063708 , 0.065201 , 0.063177 , 0.059816 , 0.066217 , 0.070313 , 0.06406 , 0.064333 , 0.064873 , 0.08521 , 0.083772 , 0.059714 , 0.08528 , 0.100623 , 0.070508 , 0.079035 , 0.068757 , 0.072892 , 0.077597 
 544 , 0.085208 , 0.050851 , 0.074896 , 0.057297 , 0.095937 , 0.082197 , 0.067077 , 0.072488 , 0.061007 , 0.065822 , 0.074449 , 0.082817 , 0.072025 , 0.069139 , 0.070472 , 0.060011 , 0.084597 , 0.068975 , 0.057023 , 0.069029 , 0.071484 , 0.06452 , 0.066002 , 0.063846 , 0.060481 , 0.06699 , 0.071045 , 0.064755 , 0.065077 , 0.065618 , 0.086181 , 0.084816 , 0.060371 , 0.085961 , 0.101419 , 0.071312 , 0.079938 , 0.069437 , 0.073649 , 0.078401 
 545 , 0.086252 , 0.05146 , 0.075849 , 0.058047 , 0.096995 , 0.083057 , 0.067821 , 0.073228 , 0.061652 , 0.066578 , 0.075369 , 0.083734 , 0.072795 , 0.069883 , 0.071174 , 0.060699 , 0.085607 , 0.069765 , 0.057654 , 0.069875 , 0.072299 , 0.065342 , 0.066822 , 0.064548 , 0.061132 , 0.067751 , 0.071772 , 0.065453 , 0.065823 , 0.066334 , 0.087165 , 0.085827 , 0.061006 , 0.086654 , 0.102228 , 0.07211 , 0.080822 , 0.070127 , 0.074401 , 0.079201 
 546 , 0.087299 , 0.052072 , 0.076796 , 0.058792 , 0.098055 , 0.083919 , 0.068568 , 0.073969 , 0.062298 , 0.067328 , 0.076283 , 0.084646 , 0.073567 , 0.070621 , 0.071877 , 0.06139 , 0.086612 , 0.07055 , 0.058286 , 0.070724 , 0.073124 , 0.066167 , 0.067636 , 0.065236 , 0.061785 , 0.068497 , 0.072501 , 0.066152 , 0.06657 , 0.067044 , 0.088152 , 0.086833 , 0.061635 , 0.087347 , 0.103022 , 0.072903 , 0.081708 , 0.070811 , 0.075154 , 0.079995 
 547 , 0.088301 , 0.052651 , 0.077696 , 0.059499 , 0.099064 , 0.084742 , 0.069287 , 0.074677 , 0.062915 , 0.068051 , 0.077157 , 0.085527 , 0.074312 , 0.071332 , 0.072545 , 0.062051 , 0.087556 , 0.071284 , 0.058889 , 0.071522 , 0.073916 , 0.066957 , 0.068415 , 0.065903 , 0.0624 , 0.069216 , 0.073195 , 0.066822 , 0.06729 , 0.067734 , 0.089094 , 0.08781 , 0.062257 , 0.088008 , 0.103804 , 0.073662 , 0.082555 , 0.071467 , 0.075873 , 0.080756 
 548 , 0.089118 , 0.053114 , 0.078431 , 0.060072 , 0.099892 , 0.085428 , 0.069884 , 0.075251 , 0.063435 , 0.068627 , 0.077843 , 0.086263 , 0.074949 , 0.071919 , 0.073096 , 0.062545 , 0.088243 , 0.071824 , 0.059356 , 0.072118 , 0.074567 , 0.067586 , 0.069041 , 0.066441 , 0.062879 , 0.069804 , 0.073756 , 0.067363 , 0.067904 , 0.068317 , 0.089849 , 0.088617 , 0.062783 , 0.088505 , 0.104424 , 0.074273 , 0.083234 , 0.071991 , 0.076443 , 0.081357 
 549 , 0.089933 , 0.053577 , 0.079157 , 0.060644 , 0.100709 , 0.086105 , 0.070479 , 0.075815 , 0.063954 , 0.069211 , 0.078527 , 0.086998 , 0.075592 , 0.072513 , 0.073646 , 0.063045 , 0.088928 , 0.072361 , 0.059815 , 0.072704 , 0.075209 , 0.068222 , 0.069657 , 0.066969 , 0.063348 , 0.070383 , 0.074308 , 0.067895 , 0.068509 , 0.068892 , 0.090595 , 0.089423 , 0.0633 , 0.089 , 0.105049 , 0.074874 , 0.083903 , 0.072505 , 0.077012 , 0.081949 
 550 , 0.090743 , 0.054033 , 0.079885 , 0.061218 , 0.101529 , 0.08679 , 0.071076 , 0.07638 , 0.064475 , 0.069787 , 0.079213 , 0.087734 , 0.07622 , 0.0731 , 0.074196 , 0.06353 , 0.089607 , 0.072892 , 0.060282 , 0.073292 , 0.075852 , 0.068851 , 0.070275 , 0.067491 , 0.063818 , 0.070972 , 0.07486 , 0.068435 , 0.069115 , 0.069459 , 0.091343 , 0.090231 , 0.063826 , 0.089495 , 0.105665 , 0.075476 , 0.084574 , 0.07302 , 0.077581 , 0.082533 
 551 , 0.091358 , 0.054344 , 0.080433 , 0.061649 , 0.102178 , 0.08736 , 0.071546 , 0.076836 , 0.064884 , 0.07027 , 0.079798 , 0.088396 , 0.07674 , 0.073585 , 0.074637 , 0.063872 , 0.090162 , 0.073272 , 0.060597 , 0.073722 , 0.076403 , 0.069355 , 0.070768 , 0.067934 , 0.064186 , 0.071434 , 0.075311 , 0.068873 , 0.069572 , 0.069949 , 0.091919 , 0.09086 , 0.064226 , 0.089921 , 0.106184 , 0.075921 , 0.085088 , 0.073425 , 0.078 , 0.083033 
 552 , 0.091938 , 0.054622 , 0.080947 , 0.062048 , 0.102775 , 0.087899 , 0.072001 , 0.077254 , 0.065258 , 0.070737 , 0.08036 , 0.089033 , 0.077214 , 0.074044 , 0.07505 , 0.064172 , 0.090682 , 0.073626 , 0.060889 , 0.074125 , 0.076924 , 0.069836 , 0.071236 , 0.068348 , 0.064526 , 0.07188 , 0.075734 , 0.069273 , 0.069997 , 0.070407 , 0.092461 , 0.091447 , 0.064607 , 0.090312 , 0.106669 , 0.076337 , 0.085574 , 0.073811 , 0.078397 , 0.08349 
 553 , 0.092511 , 0.0549 , 0.081455 , 0.062456 , 0.103381 , 0.088446 , 0.072447 , 0.077673 , 0.065633 , 0.071197 , 0.080915 , 0.089672 , 0.077697 , 0.074504 , 0.075463 , 0.06448 , 0.091204 , 0.073972 , 0.061174 , 0.07452 , 0.077447 , 0.070318 , 0.071697 , 0.068762 , 0.064859 , 0.072318 , 0.076157 , 0.069681 , 0.070423 , 0.070859 , 0.093003 , 0.092035 , 0.06498 , 0.090704 , 0.107155 , 0.076746 , 0.08606 , 0.074189 , 0.078794 , 0.083955 
 554 , 0.092904 , 0.055047 , 0.081762 , 0.062688 , 0.103819 , 0.088845 , 0.072803 , 0.07797 , 0.065898 , 0.071558 , 0.081325 , 0.090179 , 0.078091 , 0.074849 , 0.075787 , 0.064653 , 0.091521 , 0.074153 , 0.061346 , 0.074735 , 0.07784 , 0.070701 , 0.072019 , 0.069084 , 0.065073 , 0.072617 , 0.076442 , 0.069981 , 0.070774 , 0.071194 , 0.093381 , 0.092435 , 0.065267 , 0.091012 , 0.107539 , 0.07704 , 0.086387 , 0.074477 , 0.079061 , 0.084285 
 555 , 0.093117 , 0.055078 , 0.081876 , 0.062764 , 0.104107 , 0.089117 , 0.073073 , 0.078167 , 0.066076 , 0.071794 , 0.081585 , 0.090534 , 0.078386 , 0.075098 , 0.076021 , 0.064683 , 0.091619 , 0.074167 , 0.061387 , 0.074766 , 0.07807 , 0.070943 , 0.072158 , 0.069283 , 0.065161 , 0.072774 , 0.07658 , 0.070166 , 0.071024 , 0.071389 , 0.093587 , 0.092639 , 0.065461 , 0.091214 , 0.107784 , 0.077204 , 0.086557 , 0.074644 , 0.079196 , 0.084468 
 556 , 0.093322 , 0.055109 , 0.081982 , 0.062839 , 0.104394 , 0.08938 , 0.073344 , 0.078357 , 0.066246 , 0.07203 , 0.081844 , 0.090897 , 0.078689 , 0.075355 , 0.076256 , 0.064713 , 0.091724 , 0.074171 , 0.061428 , 0.074796 , 0.078308 , 0.071186 , 0.072305 , 0.069475 , 0.06524 , 0.072922 , 0.07671 , 0.070351 , 0.071283 , 0.071584 , 0.093793 , 0.092844 , 0.065646 , 0.091408 , 0.108028 , 0.077359 , 0.086719 , 0.07482 , 0.07933 , 0.084651 
 557 , 0.093473 , 0.055094 , 0.082048 , 0.062879 , 0.104646 , 0.089629 , 0.073589 , 0.078529 , 0.066397 , 0.072248 , 0.082072 , 0.091238 , 0.078976 , 0.075579 , 0.076457 , 0.064707 , 0.091783 , 0.074141 , 0.06144 , 0.074775 , 0.078521 , 0.071411 , 0.072418 , 0.069656 , 0.0653 , 0.073052 , 0.076839 , 0.070517 , 0.071508 , 0.07176 , 0.093968 , 0.092993 , 0.06582 , 0.091588 , 0.10827 , 0.077489 , 0.08685 , 0.07497 , 0.079439 , 0.084819 
 558 , 0.093365 , 0.054895 , 0.081908 , 0.062758 , 0.104709 , 0.089771 , 0.073703 , 0.07859 , 0.066442 , 0.07237 , 0.082128 , 0.091454 , 0.079127 , 0.075647 , 0.076501 , 0.064547 , 0.091658 , 0.073915 , 0.061303 , 0.074525 , 0.078631 , 0.0715 , 0.072402 , 0.069752 , 0.06523 , 0.073037 , 0.076891 , 0.070581 , 0.071589 , 0.071841 , 0.093999 , 0.092934 , 0.065889 , 0.091633 , 0.108457 , 0.07746 , 0.086828 , 0.075037 , 0.079428 , 0.084868 
 559 , 0.093256 , 0.054694 , 0.081761 , 0.062634 , 0.104768 , 0.089904 , 0.073812 , 0.078645 , 0.066474 , 0.072486 , 0.082168 , 0.091662 , 0.079279 , 0.075708 , 0.076538 , 0.064392 , 0.091523 , 0.073682 , 0.061162 , 0.074268 , 0.078734 , 0.071592 , 0.072373 , 0.069834 , 0.065148 , 0.073023 , 0.076928 , 0.070632 , 0.071665 , 0.071917 , 0.094021 , 0.092874 , 0.065954 , 0.091686 , 0.10864 , 0.077433 , 0.086805 , 0.07509 , 0.07941 , 0.084917 
 560 , 0.093139 , 0.054493 , 0.081622 , 0.06251 , 0.104819 , 0.090038 , 0.073914 , 0.078692 , 0.066515 , 0.072595 , 0.082216 , 0.091877 , 0.079432 , 0.075778 , 0.076567 , 0.064228 , 0.091389 , 0.07345 , 0.061021 , 0.074011 , 0.078846 , 0.071675 , 0.072343 , 0.069925 , 0.065074 , 0.073002 , 0.076974 , 0.070691 , 0.071741 , 0.071993 , 0.094042 , 0.092805 , 0.066019 , 0.091731 , 0.108824 , 0.077397 , 0.086782 , 0.075143 , 0.079392 , 0.084967 
 561 , 0.092767 , 0.054052 , 0.08116 , 0.062148 , 0.104593 , 0.089987 , 0.073828 , 0.078583 , 0.066391 , 0.072544 , 0.082029 , 0.091889 , 0.079404 , 0.075689 , 0.07647 , 0.063855 , 0.090954 , 0.072942 , 0.06066 , 0.07347 , 0.078738 , 0.07156 , 0.072097 , 0.069862 , 0.064822 , 0.072771 , 0.076803 , 0.070569 , 0.071625 , 0.071902 , 0.093832 , 0.092507 , 0.065895 , 0.091702 , 0.108787 , 0.077153 , 0.086516 , 0.075031 , 0.07916 , 0.084834 
 562 , 0.092329 , 0.053553 , 0.080618 , 0.061728 , 0.104308 , 0.089888 , 0.073691 , 0.078428 , 0.066222 , 0.072434 , 0.081769 , 0.091842 , 0.079336 , 0.075557 , 0.076335 , 0.063407 , 0.090423 , 0.072369 , 0.060236 , 0.072848 , 0.078566 , 0.07138 , 0.071785 , 0.069741 , 0.064526 , 0.072475 , 0.076562 , 0.070398 , 0.071461 , 0.071753 , 0.093546 , 0.092126 , 0.065711 , 0.091632 , 0.10868 , 0.076838 , 0.086181 , 0.074867 , 0.078866 , 0.084648 
 563 , 0.091884 , 0.053055 , 0.080085 , 0.061302 , 0.104014 , 0.089796 , 0.073554 , 0.07828 , 0.06606 , 0.072332 , 0.081509 , 0.091795 , 0.079267 , 0.075423 , 0.076192 , 0.062969 , 0.089901 , 0.07179 , 0.059813 , 0.072227 , 0.078385 , 0.071199 , 0.071474 , 0.069629 , 0.064231 , 0.072178 , 0.07633 , 0.07022 , 0.071296 , 0.071603 , 0.093259 , 0.091754 , 0.065526 , 0.091552 , 0.108571 , 0.076524 , 0.085846 , 0.074695 , 0.078571 , 0.084455 
 564 , 0.091363 , 0.052497 , 0.079428 , 0.060798 , 0.103645 , 0.089627 , 0.073371 , 0.078039 , 0.065845 , 0.072176 , 0.08118 , 0.091702 , 0.079153 , 0.075204 , 0.076004 , 0.062445 , 0.089263 , 0.071126 , 0.059337 , 0.071522 , 0.07816 , 0.070965 , 0.071094 , 0.069463 , 0.063867 , 0.071821 , 0.076036 , 0.070004 , 0.071094 , 0.071401 , 0.092913 , 0.091306 , 0.065304 , 0.091444 , 0.108458 , 0.076173 , 0.085444 , 0.074494 , 0.078224 , 0.0842 
 565 , 0.090739 , 0.051853 , 0.078649 , 0.060187 , 0.10316 , 0.089348 , 0.07313 , 0.077708 , 0.065561 , 0.071964 , 0.08074 , 0.09152 , 0.078971 , 0.074892 , 0.075729 , 0.061828 , 0.088487 , 0.070355 , 0.058787 , 0.070709 , 0.077852 , 0.070645 , 0.070621 , 0.069221 , 0.063421 , 0.071369 , 0.075664 , 0.06972 , 0.070814 , 0.071103 , 0.092477 , 0.090763 , 0.06503 , 0.091254 , 0.108308 , 0.075753 , 0.084955 , 0.074224 , 0.077804 , 0.083861 
 566 , 0.090117 , 0.051205 , 0.077865 , 0.05957 , 0.102674 , 0.089075 , 0.07288 , 0.077368 , 0.065276 , 0.07175 , 0.080309 , 0.091343 , 0.078778 , 0.074579 , 0.075461 , 0.061213 , 0.087713 , 0.069579 , 0.05824 , 0.069899 , 0.077544 , 0.070324 , 0.070148 , 0.068978 , 0.062976 , 0.070925 , 0.075292 , 0.069435 , 0.07054 , 0.070813 , 0.092032 , 0.090221 , 0.064755 , 0.09107 , 0.108155 , 0.075332 , 0.084467 , 0.073962 , 0.077384 , 0.083514 
 567 , 0.089445 , 0.050541 , 0.077057 , 0.058946 , 0.102152 , 0.088774 , 0.072611 , 0.077009 , 0.064972 , 0.071517 , 0.07985 , 0.091137 , 0.078573 , 0.074247 , 0.075165 , 0.060582 , 0.086914 , 0.06878 , 0.057669 , 0.069059 , 0.077216 , 0.069985 , 0.069658 , 0.068724 , 0.062506 , 0.070456 , 0.07491 , 0.069131 , 0.070248 , 0.070504 , 0.091568 , 0.089644 , 0.064461 , 0.090865 , 0.107979 , 0.074894 , 0.083961 , 0.073672 , 0.076945 , 0.083155 
 568 , 0.088545 , 0.049753 , 0.076101 , 0.058205 , 0.101473 , 0.088323 , 0.072204 , 0.076553 , 0.064546 , 0.071149 , 0.079236 , 0.090799 , 0.078244 , 0.073815 , 0.074744 , 0.059816 , 0.08595 , 0.067823 , 0.056935 , 0.068022 , 0.076744 , 0.069506 , 0.068998 , 0.068347 , 0.061935 , 0.069863 , 0.074419 , 0.068712 , 0.069808 , 0.070077 , 0.090934 , 0.088902 , 0.06407 , 0.090561 , 0.107656 , 0.074292 , 0.083323 , 0.073252 , 0.076355 , 0.082688 
 569 , 0.087637 , 0.048962 , 0.075134 , 0.057465 , 0.100779 , 0.087866 , 0.07179 , 0.076081 , 0.064107 , 0.070764 , 0.078605 , 0.090445 , 0.077911 , 0.073383 , 0.074314 , 0.059043 , 0.084971 , 0.06686 , 0.056203 , 0.06697 , 0.076255 , 0.069005 , 0.068327 , 0.067964 , 0.061362 , 0.069274 , 0.07392 , 0.068288 , 0.06936 , 0.069636 , 0.090288 , 0.08815 , 0.063665 , 0.09024 , 0.10731 , 0.073675 , 0.082675 , 0.072815 , 0.075758 , 0.082202 
 570 , 0.086724 , 0.048168 , 0.074156 , 0.056713 , 0.100083 , 0.087398 , 0.071373 , 0.075615 , 0.063667 , 0.070386 , 0.077974 , 0.090087 , 0.077575 , 0.072949 , 0.073882 , 0.058273 , 0.083988 , 0.065893 , 0.055466 , 0.065925 , 0.075764 , 0.068512 , 0.067649 , 0.067571 , 0.060782 , 0.068669 , 0.07342 , 0.067861 , 0.068904 , 0.069194 , 0.08964 , 0.08739 , 0.063259 , 0.089914 , 0.106966 , 0.073059 , 0.082028 , 0.072385 , 0.07516 , 0.081722 
 571 , 0.085836 , 0.047401 , 0.073162 , 0.055923 , 0.099367 , 0.086958 , 0.070958 , 0.075164 , 0.063222 , 0.07 , 0.077338 , 0.089723 , 0.077221 , 0.072508 , 0.073458 , 0.05752 , 0.083016 , 0.06496 , 0.054763 , 0.064913 , 0.075266 , 0.068005 , 0.066977 , 0.067187 , 0.0602 , 0.068052 , 0.072913 , 0.067413 , 0.068442 , 0.06873 , 0.089022 , 0.086646 , 0.062825 , 0.089622 , 0.106612 , 0.072453 , 0.081373 , 0.071963 , 0.074596 , 0.08124 
 572 , 0.08494 , 0.046624 , 0.072152 , 0.055118 , 0.098617 , 0.08651 , 0.07052 , 0.074697 , 0.062753 , 0.069607 , 0.076686 , 0.089334 , 0.076848 , 0.072044 , 0.073019 , 0.056773 , 0.082046 , 0.064022 , 0.054074 , 0.063914 , 0.074767 , 0.067495 , 0.066304 , 0.066799 , 0.059612 , 0.067433 , 0.072392 , 0.066969 , 0.067959 , 0.068253 , 0.088413 , 0.085891 , 0.06239 , 0.089326 , 0.106252 , 0.071851 , 0.080716 , 0.071549 , 0.07404 , 0.080762 
 573 , 0.084045 , 0.045844 , 0.07114 , 0.054309 , 0.097864 , 0.08605 , 0.07008 , 0.074228 , 0.062283 , 0.06922 , 0.076041 , 0.088938 , 0.076471 , 0.071585 , 0.072584 , 0.056015 , 0.081072 , 0.06309 , 0.053388 , 0.062905 , 0.074274 , 0.066984 , 0.065632 , 0.066408 , 0.059026 , 0.0668 , 0.071877 , 0.066516 , 0.067483 , 0.067768 , 0.087802 , 0.085144 , 0.061945 , 0.089031 , 0.105892 , 0.071248 , 0.080051 , 0.071125 , 0.073483 , 0.080281 
 574 , 0.083164 , 0.04509 , 0.070153 , 0.053549 , 0.097144 , 0.085582 , 0.069642 , 0.073737 , 0.061816 , 0.068818 , 0.075385 , 0.088541 , 0.076086 , 0.071106 , 0.072143 , 0.05528 , 0.080113 , 0.062175 , 0.052702 , 0.061923 , 0.073775 , 0.066476 , 0.064966 , 0.066019 , 0.058453 , 0.066187 , 0.071358 , 0.066072 , 0.067018 , 0.067292 , 0.087191 , 0.084392 , 0.061519 , 0.088694 , 0.105526 , 0.070641 , 0.079396 , 0.070702 , 0.072914 , 0.079785 
 575 , 0.082298 , 0.04436 , 0.069205 , 0.052841 , 0.096428 , 0.085077 , 0.069197 , 0.073234 , 0.06136 , 0.06841 , 0.074725 , 0.088129 , 0.07571 , 0.070621 , 0.071696 , 0.054552 , 0.07917 , 0.061262 , 0.052015 , 0.060974 , 0.073272 , 0.065964 , 0.064306 , 0.065616 , 0.057907 , 0.065585 , 0.070856 , 0.065654 , 0.066562 , 0.066835 , 0.086607 , 0.083653 , 0.06111 , 0.088341 , 0.105182 , 0.070046 , 0.078754 , 0.070296 , 0.07234 , 0.079299 
 576 , 0.081433 , 0.043634 , 0.068255 , 0.052129 , 0.095717 , 0.084576 , 0.068758 , 0.07272 , 0.060902 , 0.067999 , 0.074073 , 0.087711 , 0.075329 , 0.070134 , 0.071247 , 0.05382 , 0.078223 , 0.060346 , 0.051324 , 0.060015 , 0.072765 , 0.065443 , 0.063646 , 0.06521 , 0.057354 , 0.064984 , 0.070352 , 0.065225 , 0.066112 , 0.066375 , 0.086019 , 0.082922 , 0.060699 , 0.087981 , 0.104836 , 0.069442 , 0.07811 , 0.069878 , 0.071765 , 0.07881 
 577 , 0.080592 , 0.042924 , 0.067326 , 0.051426 , 0.095014 , 0.084093 , 0.068319 , 0.072223 , 0.060451 , 0.067595 , 0.073425 , 0.087295 , 0.074956 , 0.06967 , 0.070805 , 0.053113 , 0.077307 , 0.059458 , 0.050657 , 0.059085 , 0.072268 , 0.064938 , 0.063004 , 0.064811 , 0.056808 , 0.0644 , 0.069857 , 0.064811 , 0.065662 , 0.065916 , 0.085451 , 0.082204 , 0.060287 , 0.087631 , 0.10448 , 0.068857 , 0.077479 , 0.069469 , 0.071201 , 0.07833 
 578 , 0.079853 , 0.042291 , 0.066506 , 0.050813 , 0.094396 , 0.083699 , 0.067917 , 0.071807 , 0.060063 , 0.067241 , 0.072861 , 0.086921 , 0.074613 , 0.069305 , 0.070389 , 0.052476 , 0.076535 , 0.058697 , 0.050086 , 0.058303 , 0.071844 , 0.064494 , 0.062446 , 0.064457 , 0.056329 , 0.063915 , 0.069438 , 0.064428 , 0.065244 , 0.065497 , 0.084983 , 0.081591 , 0.059922 , 0.087359 , 0.10415 , 0.068347 , 0.076951 , 0.069112 , 0.07073 , 0.077931 
 579 , 0.079102 , 0.041647 , 0.06569 , 0.050188 , 0.09377 , 0.083288 , 0.067498 , 0.071374 , 0.059674 , 0.066885 , 0.072296 , 0.086543 , 0.07426 , 0.06893 , 0.069964 , 0.051834 , 0.075766 , 0.057939 , 0.049524 , 0.057518 , 0.071418 , 0.064051 , 0.061888 , 0.064103 , 0.055842 , 0.063423 , 0.069011 , 0.064036 , 0.064826 , 0.06507 , 0.084513 , 0.080977 , 0.059548 , 0.087082 , 0.103816 , 0.06783 , 0.076423 , 0.06876 , 0.070266 , 0.07753 
 580 , 0.078351 , 0.041007 , 0.064861 , 0.049565 , 0.093133 , 0.082872 , 0.067077 , 0.070945 , 0.059275 , 0.066534 , 0.071731 , 0.08616 , 0.073903 , 0.068553 , 0.069536 , 0.051194 , 0.074997 , 0.057176 , 0.048956 , 0.056736 , 0.070989 , 0.063606 , 0.06133 , 0.063745 , 0.055363 , 0.06293 , 0.068582 , 0.06365 , 0.064406 , 0.064648 , 0.084047 , 0.080362 , 0.059172 , 0.086799 , 0.103475 , 0.067312 , 0.075892 , 0.068398 , 0.0698 , 0.077133 
 581 , 0.077637 , 0.040449 , 0.064089 , 0.048982 , 0.09251 , 0.082405 , 0.06667 , 0.070494 , 0.058882 , 0.066165 , 0.071181 , 0.085754 , 0.073543 , 0.068139 , 0.069104 , 0.050605 , 0.074223 , 0.056462 , 0.048412 , 0.056002 , 0.070538 , 0.06316 , 0.060769 , 0.063357 , 0.054919 , 0.062429 , 0.068125 , 0.06324 , 0.063986 , 0.064227 , 0.083553 , 0.079743 , 0.058795 , 0.086477 , 0.10309 , 0.06683 , 0.075363 , 0.068037 , 0.069353 , 0.076694 
 582 , 0.076938 , 0.039909 , 0.063309 , 0.048393 , 0.091883 , 0.081922 , 0.066271 , 0.070033 , 0.058493 , 0.065798 , 0.070629 , 0.085342 , 0.073176 , 0.067719 , 0.068679 , 0.050016 , 0.073438 , 0.055728 , 0.047848 , 0.055262 , 0.070062 , 0.062684 , 0.060181 , 0.062946 , 0.054469 , 0.06192 , 0.067653 , 0.062822 , 0.06355 , 0.063804 , 0.083042 , 0.07912 , 0.058413 , 0.086142 , 0.102695 , 0.066344 , 0.074835 , 0.067675 , 0.068912 , 0.076246 
 583 , 0.07622 , 0.03937 , 0.062523 , 0.047797 , 0.091243 , 0.081426 , 0.06586 , 0.069567 , 0.058092 , 0.065419 , 0.070074 , 0.084923 , 0.072803 , 0.067294 , 0.068249 , 0.049426 , 0.072637 , 0.054993 , 0.047283 , 0.054516 , 0.069582 , 0.062211 , 0.059591 , 0.062523 , 0.054023 , 0.061401 , 0.067171 , 0.062392 , 0.063109 , 0.063377 , 0.082526 , 0.078487 , 0.058034 , 0.085806 , 0.102291 , 0.065853 , 0.074302 , 0.067308 , 0.068459 , 0.075793 
 584 , 0.075542 , 0.038851 , 0.0618 , 0.047249 , 0.090627 , 0.080958 , 0.065461 , 0.069122 , 0.057705 , 0.065057 , 0.069541 , 0.084518 , 0.072444 , 0.066884 , 0.067844 , 0.048859 , 0.071895 , 0.054311 , 0.046758 , 0.053813 , 0.069115 , 0.061756 , 0.059027 , 0.062125 , 0.053589 , 0.060926 , 0.066718 , 0.062002 , 0.062702 , 0.062977 , 0.082034 , 0.077903 , 0.057691 , 0.085442 , 0.101892 , 0.065389 , 0.073802 , 0.066963 , 0.068039 , 0.075369 
 585 , 0.074865 , 0.038347 , 0.061161 , 0.046758 , 0.090031 , 0.080518 , 0.065064 , 0.068672 , 0.057315 , 0.064697 , 0.069053 , 0.084126 , 0.072085 , 0.066475 , 0.067455 , 0.048335 , 0.071221 , 0.053693 , 0.04629 , 0.05316 , 0.068665 , 0.061326 , 0.058511 , 0.061751 , 0.053175 , 0.060491 , 0.06631 , 0.061651 , 0.062335 , 0.062587 , 0.081541 , 0.077342 , 0.05738 , 0.085055 , 0.101503 , 0.064942 , 0.073338 , 0.066648 , 0.067635 , 0.07498 
 586 , 0.074177 , 0.037843 , 0.060498 , 0.046258 , 0.089415 , 0.080065 , 0.064656 , 0.068217 , 0.056922 , 0.064325 , 0.068555 , 0.08372 , 0.071714 , 0.066063 , 0.067054 , 0.047795 , 0.070522 , 0.053073 , 0.045813 , 0.052491 , 0.068203 , 0.060878 , 0.057977 , 0.061374 , 0.05275 , 0.060053 , 0.065891 , 0.061295 , 0.061956 , 0.062185 , 0.081035 , 0.076777 , 0.057058 , 0.084654 , 0.101105 , 0.06449 , 0.072863 , 0.066322 , 0.067226 , 0.074579 
 587 , 0.073487 , 0.037338 , 0.05984 , 0.04575 , 0.088801 , 0.079615 , 0.064251 , 0.067766 , 0.056533 , 0.063957 , 0.068052 , 0.083324 , 0.071346 , 0.065647 , 0.066656 , 0.047254 , 0.069828 , 0.052444 , 0.045335 , 0.051836 , 0.067752 , 0.060442 , 0.057449 , 0.060993 , 0.05233 , 0.059618 , 0.065468 , 0.060943 , 0.06158 , 0.061788 , 0.080532 , 0.0762 , 0.05674 , 0.084262 , 0.1007 , 0.064043 , 0.072391 , 0.065998 , 0.066821 , 0.074188 
 588 , 0.072917 , 0.036945 , 0.059305 , 0.045314 , 0.088288 , 0.079276 , 0.063968 , 0.067438 , 0.056229 , 0.063632 , 0.067666 , 0.083017 , 0.071064 , 0.065356 , 0.066336 , 0.046844 , 0.069254 , 0.051937 , 0.04497 , 0.051329 , 0.067438 , 0.060113 , 0.057023 , 0.060678 , 0.052009 , 0.059283 , 0.065156 , 0.060649 , 0.061265 , 0.061486 , 0.080148 , 0.075749 , 0.056494 , 0.083954 , 0.100341 , 0.063697 , 0.072008 , 0.065735 , 0.066522 , 0.073889 
