JUL2MAT00005.spu,JUL2MAT00004.spu,
Wavelength,JUL2MAT00006.spu,JUL2MAT00007.spu,JUL2MAT00008.spu,JUL2MAT00009.spu,JUL2MAT00010.spu,JUL2MAT00011.spu,JUL2MAT00012.spu,JUL2MAT00013.spu,JUL2MAT00014.spu,JUL2MAT00015.spu,JUL2MAT00016.spu,JUL2MAT00017.spu,JUL2MAT00018.spu,JUL2MAT00019.spu,JUL2MAT00020.spu,JUL2MAT00021.spu,JUL2MAT00022.spu,JUL2MAT00023.spu,JUL2MAT00024.spu,JUL2MAT00025.spu,JUL2MAT00026.spu,JUL2MAT00027.spu,JUL2MAT00028.spu,JUL2MAT00029.spu,JUL2MAT00030.spu,JUL2MAT00031.spu,JUL2MAT00032.spu,JUL2MAT00033.spu,JUL2MAT00034.spu,JUL2MAT00035.spu,JUL2MAT00036.spu,JUL2MAT00037.spu,JUL2MAT00038.spu,JUL2MAT00039.spu,JUL2MAT00040.spu,JUL2MAT00041.spu,JUL2MAT00042.spu,JUL2MAT00043.spu,JUL2MAT00044.spu,JUL2MAT00045.spu,JUL2MAT00046.spu,JUL2MAT00047.spu,JUL2MAT00048.spu,JUL2MAT00049.spu,JUL2MAT00050.spu,JUL2MAT00051.spu,JUL2MAT00052.spu,JUL2MAT00053.spu,JUL2MAT00054.spu,JUL2MAT00055.spu,JUL2MAT00056.spu,JUL2MAT00057.spu,JUL2MAT00058.spu,JUL2MAT00059.spu,JUL2MAT00060.spu,JUL2MAT00061.spu,JUL2MAT00062.spu,JUL2MAT00063.spu,JUL2MAT00064.spu,JUL2MAT00065.spu,JUL2MAT00066.spu,JUL2MAT00067.spu,JUL2MAT00068.spu,JUL2MAT00069.spu,JUL2MAT00070.spu,JUL2MAT00071.spu,JUL2MAT00072.spu,JUL2MAT00073.spu,JUL2MAT00074.spu,JUL2MAT00075.spu,JUL2MAT00076.spu,JUL2MAT00077.spu,JUL2MAT00078.spu,JUL2MAT00079.spu,JUL2MAT00080.spu,JUL2MAT00081.spu,JUL2MAT00082.spu,JUL2MAT00083.spu,JUL2MAT00084.spu,JUL2MAT00085.spu
 336 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000527 , 0 , 0.010582 , 0.001441 , 0.003281 , 0.115454 , 0.003498 , 0.002838 , 0.000328 , 0.014252 , 0.033958 , 0.007415 , 0.012105 , 0 , 0.001424 , 0 , 0.030049 , 0 , 4.450028 , 0.001065 , 0 , 0 , 0 , 0 , 0 , 0.000414 , 0 , 0 , 0 , 0 , 0.001388 , 0.001879 , 0.005016 , 0.00149 , 0 , 0 , 0 , 0 , 0 , 0.000392 , 0.000857 , 0 , 0.000401 , 0.000343 , 0.002045 , 0.000109 , 0 , 0.000234 , 0 , 0 , 0 , 0.000371 , 0.000769 , 0.000139 , 0.005639 , 0.001212 , 0.00275 , 0.00797 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000429 , 0 , 0 , 0 , 0 , 0.011073 , 0 , 0 , 0 , 0 
 337 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000818 , 0 , 0.01666 , 0.001685 , 0.003835 , 0.101414 , 0.004089 , 0.004008 , 0.000531 , 0.014868 , 0.050705 , 0.009758 , 0.017229 , 0 , 0.002192 , 0 , 0.035126 , 0 , 5.12568 , 0.001778 , 0 , 0 , 0 , 0 , 0 , 0.00063 , 0 , 0 , 0 , 0 , 0.002751 , 0.003397 , 0.007028 , 0.003016 , 0 , 0 , 0 , 0 , 0 , 0.000762 , 0.001686 , 0 , 0.000831 , 0.000668 , 0.003361 , 0.000222 , 0 , 0.000467 , 0 , 0 , 0 , 0.000771 , 0.001472 , 0.000276 , 0.00839 , 0.002085 , 0.004827 , 0.012109 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00073 , 0 , 0 , 0 , 0 , 0.01404 , 0 , 0 , 0 , 0 
 338 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001047 , 0 , 0.021501 , 0.001886 , 0.004293 , 0.099428 , 0.004577 , 0.004875 , 0.000696 , 0.015525 , 0.072341 , 0.011806 , 0.022189 , 0 , 0.002792 , 0 , 0.039316 , 0 , 5.70498 , 0.00238 , 0 , 0 , 0 , 0 , 0 , 0.000798 , 0 , 0 , 0 , 0 , 0.004197 , 0.004897 , 0.009135 , 0.004689 , 0 , 0 , 0 , 0 , 0 , 0.001144 , 0.002553 , 0 , 0.00132 , 0.001004 , 0.004834 , 0.000348 , 0 , 0.000716 , 0 , 0 , 0 , 0.001227 , 0.002179 , 0.00042 , 0.011275 , 0.002847 , 0.006687 , 0.016522 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00099 , 0 , 0 , 0 , 0 , 0.016844 , 0 , 0 , 0 , 0 
 339 , 0.000304 , 0.000078 , 0 , 0.000852 , 0.000611 , 0.00289 , 0.003785 , 0.002254 , 0.015978 , 0.004388 , 0.006089 , 0.064114 , 0.007925 , 0.006245 , 0.002829 , 0.015988 , 0.0505 , 0.011928 , 0.023232 , 0.002734 , 0.003937 , 0 , 0.020652 , 0 , 0 , 0.005415 , 0 , 0 , 0.000583 , 0.00025 , 0.000712 , 0.001862 , 0.001162 , 0.001035 , 0.000223 , 0.000085 , 0.004907 , 0.00594 , 0.010199 , 0.005267 , 0.000692 , 0 , 0 , 0.0002 , 0.00066 , 0.001804 , 0.002902 , 0.000399 , 0.001871 , 0.00125 , 0.005488 , 0.000959 , 0.000525 , 0.001022 , 0.000181 , 0.000849 , 0.000123 , 0.001925 , 0.002873 , 0.001851 , 0.01175 , 0.004377 , 0.008303 , 0.015347 , 0 , 0 , 0 , 0 , 0.000699 , 0 , 0.001908 , 0 , 0.000653 , 0.000948 , 0.001288 , 0.017282 , 0 , 0.00071 , 0.001043 , 0.000646 
 340 , 0.000528 , 0.000128 , 0 , 0.001483 , 0.001102 , 0.005593 , 0.006025 , 0.004493 , 0.012337 , 0.006514 , 0.007836 , 0.046764 , 0.011494 , 0.007143 , 0.004792 , 0.01618 , 0.038527 , 0.011658 , 0.023312 , 0.004696 , 0.004538 , 0 , 0.015479 , 0 , 0 , 0.006999 , 0 , 0 , 0.000886 , 0.000478 , 0.001176 , 0.002577 , 0.002188 , 0.001708 , 0.000442 , 0.000155 , 0.005308 , 0.006624 , 0.010849 , 0.005507 , 0.001337 , 0 , 0 , 0.000389 , 0.001247 , 0.002392 , 0.003084 , 0.000769 , 0.002308 , 0.001444 , 0.005879 , 0.0015 , 0.000994 , 0.001244 , 0.00036 , 0.001691 , 0.000231 , 0.002507 , 0.003379 , 0.002992 , 0.011688 , 0.005956 , 0.009374 , 0.013863 , 0 , 0 , 0 , 0 , 0.001406 , 0 , 0.002732 , 0 , 0.001264 , 0.001802 , 0.002034 , 0.017221 , 0 , 0.001382 , 0.001895 , 0.001179 
 341 , 0.000664 , 0.000154 , 0 , 0.001869 , 0.001424 , 0.007655 , 0.007538 , 0.00631 , 0.010207 , 0.008002 , 0.009297 , 0.037539 , 0.014733 , 0.007648 , 0.00628 , 0.016176 , 0.032122 , 0.01132 , 0.023154 , 0.005863 , 0.004796 , 0 , 0.013137 , 0 , 0 , 0.007708 , 0 , 0 , 0.001025 , 0.000649 , 0.001431 , 0.00298 , 0.002927 , 0.002076 , 0.000617 , 0.000203 , 0.005567 , 0.007075 , 0.011288 , 0.005641 , 0.001827 , 0 , 0 , 0.000534 , 0.001674 , 0.002863 , 0.003206 , 0.001051 , 0.002636 , 0.001603 , 0.006172 , 0.001904 , 0.001334 , 0.001393 , 0.000504 , 0.002373 , 0.00031 , 0.002947 , 0.003729 , 0.003747 , 0.011537 , 0.007424 , 0.010045 , 0.012748 , 0 , 0 , 0 , 0 , 0.00199 , 0 , 0.003362 , 0 , 0.001732 , 0.002431 , 0.002405 , 0.017063 , 0 , 0.001902 , 0.002464 , 0.001539 
 342 , 0.001052 , 0.000363 , 0.000222 , 0.002608 , 0.00219 , 0.00874 , 0.008819 , 0.007102 , 0.010547 , 0.008662 , 0.010125 , 0.036004 , 0.015625 , 0.008695 , 0.006806 , 0.017067 , 0.029222 , 0.012402 , 0.024095 , 0.006471 , 0.005792 , 0.00008 , 0.012715 , 0.000977 , 0.000664 , 0.009049 , 0.000351 , 0.000345 , 0.001657 , 0.001315 , 0.001956 , 0.003868 , 0.003871 , 0.002664 , 0.001101 , 0.000493 , 0.006301 , 0.00783 , 0.012021 , 0.006304 , 0.002343 , 0.000229 , 0.000027 , 0.000897 , 0.002132 , 0.003312 , 0.003754 , 0.001454 , 0.003058 , 0.001991 , 0.006849 , 0.002364 , 0.001758 , 0.001836 , 0.000867 , 0.002966 , 0.000643 , 0.003632 , 0.004358 , 0.004379 , 0.012404 , 0.00877 , 0.010921 , 0.013415 , 0.000334 , 0.000436 , 0 , 0.00004 , 0.002893 , 0.000065 , 0.004064 , 0.000376 , 0.002384 , 0.003074 , 0.002994 , 0.017572 , 0.000251 , 0.002568 , 0.003219 , 0.002171 
 343 , 0.001807 , 0.000811 , 0.000679 , 0.003803 , 0.003632 , 0.009041 , 0.01016 , 0.006997 , 0.013114 , 0.008617 , 0.0103 , 0.039524 , 0.014656 , 0.010576 , 0.006569 , 0.01889 , 0.028472 , 0.015252 , 0.026127 , 0.006724 , 0.007761 , 0.000246 , 0.013453 , 0.005212 , 0.001969 , 0.011396 , 0.000871 , 0.001247 , 0.003086 , 0.002686 , 0.002966 , 0.005536 , 0.005245 , 0.003639 , 0.001956 , 0.001098 , 0.007667 , 0.008978 , 0.013087 , 0.007605 , 0.002985 , 0.000761 , 0.00009 , 0.001548 , 0.002733 , 0.003781 , 0.004901 , 0.002067 , 0.003627 , 0.002685 , 0.007984 , 0.002965 , 0.002391 , 0.002712 , 0.001556 , 0.003535 , 0.001365 , 0.004662 , 0.00537 , 0.005034 , 0.014381 , 0.009945 , 0.012116 , 0.015843 , 0.001057 , 0.001366 , 0 , 0.000128 , 0.004291 , 0.000215 , 0.004928 , 0.001198 , 0.00333 , 0.003871 , 0.003898 , 0.018726 , 0.000791 , 0.003441 , 0.004379 , 0.0033 
 344 , 0.002563 , 0.001253 , 0.00109 , 0.004864 , 0.005096 , 0.009295 , 0.011426 , 0.006917 , 0.015785 , 0.008505 , 0.010403 , 0.04261 , 0.014115 , 0.012487 , 0.006395 , 0.0205 , 0.028049 , 0.018382 , 0.02788 , 0.0069 , 0.009642 , 0.000396 , 0.014089 , 0.01976 , 0.003084 , 0.0136 , 0.001217 , 0.002331 , 0.004673 , 0.00411 , 0.00404 , 0.007234 , 0.006601 , 0.004569 , 0.002755 , 0.001694 , 0.009028 , 0.010009 , 0.014011 , 0.008848 , 0.003612 , 0.001306 , 0.000154 , 0.002178 , 0.00334 , 0.00422 , 0.006133 , 0.002669 , 0.004153 , 0.003374 , 0.009055 , 0.003538 , 0.00306 , 0.003622 , 0.002271 , 0.004065 , 0.002151 , 0.005627 , 0.006317 , 0.005635 , 0.016229 , 0.010995 , 0.013196 , 0.018209 , 0.001741 , 0.002233 , 0 , 0.000215 , 0.005685 , 0.000369 , 0.005717 , 0.001984 , 0.004224 , 0.004656 , 0.004667 , 0.019702 , 0.001301 , 0.004215 , 0.005545 , 0.004498 
 345 , 0.003291 , 0.001762 , 0.001487 , 0.005831 , 0.006471 , 0.009445 , 0.012538 , 0.006929 , 0.01846 , 0.008483 , 0.010485 , 0.044784 , 0.013821 , 0.014172 , 0.006389 , 0.021738 , 0.027674 , 0.021441 , 0.028967 , 0.007058 , 0.011336 , 0.00064 , 0.014621 , 0.192921 , 0.004048 , 0.015392 , 0.001535 , 0.003557 , 0.006282 , 0.005464 , 0.005104 , 0.00879 , 0.007834 , 0.005419 , 0.003478 , 0.002269 , 0.010293 , 0.010881 , 0.014763 , 0.009947 , 0.004201 , 0.001847 , 0.00026 , 0.002776 , 0.003927 , 0.00464 , 0.007309 , 0.003241 , 0.004619 , 0.004004 , 0.009967 , 0.004053 , 0.003727 , 0.004475 , 0.002964 , 0.004526 , 0.002943 , 0.006442 , 0.007127 , 0.00616 , 0.017735 , 0.011791 , 0.014122 , 0.020319 , 0.00238 , 0.003006 , 0.000043 , 0.000353 , 0.006965 , 0.000566 , 0.006399 , 0.002699 , 0.005036 , 0.00537 , 0.005336 , 0.020403 , 0.001784 , 0.004896 , 0.006605 , 0.005609 
 346 , 0.00386 , 0.00315 , 0.002138 , 0.006951 , 0.006949 , 0.009062 , 0.01282 , 0.007872 , 0.020482 , 0.010075 , 0.011068 , 0.041621 , 0.014069 , 0.013402 , 0.007942 , 0.021031 , 0.026212 , 0.021033 , 0.026003 , 0.007759 , 0.011986 , 0.002116 , 0.014986 , 0.019854 , 0.004833 , 0.014368 , 0.002457 , 0.004423 , 0.006723 , 0.005822 , 0.005611 , 0.008838 , 0.008103 , 0.005927 , 0.003951 , 0.00279 , 0.010798 , 0.011075 , 0.014916 , 0.010176 , 0.004612 , 0.002321 , 0.000851 , 0.003329 , 0.004348 , 0.005226 , 0.007189 , 0.003666 , 0.00486 , 0.004107 , 0.009869 , 0.004242 , 0.004094 , 0.004528 , 0.003258 , 0.004636 , 0.003298 , 0.006283 , 0.00712 , 0.00641 , 0.017014 , 0.011145 , 0.014581 , 0.020494 , 0.002945 , 0.003376 , 0.000572 , 0.001142 , 0.007283 , 0.001231 , 0.00664 , 0.003058 , 0.005534 , 0.005554 , 0.005969 , 0.019739 , 0.002314 , 0.005399 , 0.006627 , 0.005317 
 347 , 0.004381 , 0.004167 , 0.002561 , 0.007861 , 0.007153 , 0.008651 , 0.013001 , 0.008518 , 0.022267 , 0.011248 , 0.01133 , 0.038815 , 0.01405 , 0.012687 , 0.009268 , 0.020272 , 0.024828 , 0.020459 , 0.023587 , 0.008183 , 0.012504 , 0.003257 , 0.015107 , 0.012102 , 0.005527 , 0.013449 , 0.003177 , 0.004877 , 0.007009 , 0.00601 , 0.005947 , 0.008758 , 0.008212 , 0.006312 , 0.004329 , 0.00318 , 0.01111 , 0.011181 , 0.014947 , 0.010283 , 0.004917 , 0.002691 , 0.001298 , 0.003725 , 0.004646 , 0.005723 , 0.007012 , 0.00397 , 0.005053 , 0.004162 , 0.009714 , 0.004367 , 0.004346 , 0.004537 , 0.003476 , 0.004695 , 0.003575 , 0.006111 , 0.007059 , 0.006575 , 0.016292 , 0.010533 , 0.014859 , 0.020551 , 0.003346 , 0.003668 , 0.000971 , 0.0018 , 0.007387 , 0.001718 , 0.006787 , 0.00331 , 0.005834 , 0.005644 , 0.00636 , 0.019046 , 0.002707 , 0.005857 , 0.006589 , 0.005036 
 348 , 0.004865 , 0.004911 , 0.002832 , 0.0086 , 0.007193 , 0.008239 , 0.013102 , 0.008946 , 0.023856 , 0.012099 , 0.011382 , 0.03631 , 0.013864 , 0.012026 , 0.010406 , 0.019497 , 0.023529 , 0.019795 , 0.021572 , 0.008416 , 0.012912 , 0.004138 , 0.01506 , 0.009199 , 0.006145 , 0.01262 , 0.003738 , 0.005094 , 0.007181 , 0.006082 , 0.006157 , 0.008598 , 0.008213 , 0.006599 , 0.00463 , 0.003468 , 0.011279 , 0.011219 , 0.014887 , 0.0103 , 0.005138 , 0.002977 , 0.001636 , 0.004004 , 0.004851 , 0.006146 , 0.006804 , 0.004183 , 0.005207 , 0.004181 , 0.009522 , 0.004443 , 0.004512 , 0.004512 , 0.003635 , 0.004717 , 0.003788 , 0.005933 , 0.00696 , 0.006676 , 0.015585 , 0.00996 , 0.015 , 0.020517 , 0.003627 , 0.003897 , 0.001273 , 0.00235 , 0.00736 , 0.002076 , 0.006863 , 0.003482 , 0.005997 , 0.005667 , 0.006582 , 0.018346 , 0.002997 , 0.006277 , 0.006509 , 0.004771 
 349 , 0.005472 , 0.0056 , 0.003356 , 0.009233 , 0.00757 , 0.008635 , 0.013367 , 0.00927 , 0.022868 , 0.012986 , 0.012109 , 0.036961 , 0.01373 , 0.012819 , 0.011618 , 0.021185 , 0.02502 , 0.020225 , 0.022154 , 0.009339 , 0.013376 , 0.00484 , 0.01536 , 0.009172 , 0.006557 , 0.012871 , 0.004543 , 0.005696 , 0.007855 , 0.007267 , 0.006604 , 0.009108 , 0.008388 , 0.007173 , 0.005238 , 0.00398 , 0.012017 , 0.011829 , 0.015686 , 0.010984 , 0.005686 , 0.003417 , 0.002036 , 0.004451 , 0.005241 , 0.006546 , 0.007197 , 0.004566 , 0.005721 , 0.004665 , 0.010082 , 0.004874 , 0.005089 , 0.004982 , 0.004091 , 0.005366 , 0.004231 , 0.006478 , 0.007515 , 0.00723 , 0.016922 , 0.010636 , 0.015695 , 0.021217 , 0.004213 , 0.00461 , 0.001903 , 0.003021 , 0.007554 , 0.002577 , 0.007496 , 0.003996 , 0.006524 , 0.006056 , 0.006989 , 0.019105 , 0.003482 , 0.006851 , 0.007105 , 0.005415 
 350 , 0.006078 , 0.00629 , 0.003991 , 0.009786 , 0.008064 , 0.00928 , 0.0137 , 0.009548 , 0.021483 , 0.013854 , 0.013036 , 0.038604 , 0.013693 , 0.014066 , 0.012827 , 0.023797 , 0.027527 , 0.020985 , 0.023577 , 0.010531 , 0.013825 , 0.005443 , 0.015787 , 0.009799 , 0.006866 , 0.013468 , 0.005424 , 0.006479 , 0.008675 , 0.009087 , 0.007117 , 0.00983 , 0.008619 , 0.007813 , 0.005971 , 0.004578 , 0.012927 , 0.012606 , 0.016752 , 0.011884 , 0.006351 , 0.003914 , 0.00246 , 0.004967 , 0.005684 , 0.006907 , 0.007794 , 0.005026 , 0.006358 , 0.005324 , 0.010897 , 0.00543 , 0.005843 , 0.005648 , 0.004654 , 0.006286 , 0.004746 , 0.007273 , 0.00831 , 0.007916 , 0.019044 , 0.011755 , 0.016542 , 0.022117 , 0.004904 , 0.005494 , 0.002619 , 0.00371 , 0.007818 , 0.003166 , 0.008316 , 0.004627 , 0.007176 , 0.006545 , 0.00745 , 0.020337 , 0.004037 , 0.007436 , 0.007939 , 0.006459 
 351 , 0.006621 , 0.006948 , 0.004598 , 0.010268 , 0.008517 , 0.009846 , 0.014 , 0.009786 , 0.020527 , 0.01463 , 0.013851 , 0.040035 , 0.013691 , 0.01517 , 0.013959 , 0.026304 , 0.029928 , 0.021637 , 0.02487 , 0.011667 , 0.014215 , 0.005969 , 0.016163 , 0.010329 , 0.007128 , 0.013986 , 0.006235 , 0.007246 , 0.009405 , 0.011097 , 0.007574 , 0.010475 , 0.008817 , 0.008379 , 0.006684 , 0.005145 , 0.013746 , 0.013297 , 0.017714 , 0.012707 , 0.006976 , 0.004385 , 0.002855 , 0.005461 , 0.006083 , 0.007222 , 0.008342 , 0.005479 , 0.006955 , 0.005952 , 0.011651 , 0.005951 , 0.006585 , 0.006293 , 0.005184 , 0.007205 , 0.005218 , 0.008011 , 0.009069 , 0.00853 , 0.021106 , 0.012807 , 0.017289 , 0.022898 , 0.005543 , 0.006325 , 0.003255 , 0.004337 , 0.008045 , 0.003751 , 0.009074 , 0.005212 , 0.007777 , 0.006967 , 0.007862 , 0.021446 , 0.004555 , 0.007954 , 0.008716 , 0.00753 
 352 , 0.007063 , 0.007246 , 0.005135 , 0.010536 , 0.008999 , 0.010285 , 0.014193 , 0.010504 , 0.02015 , 0.015043 , 0.014458 , 0.040172 , 0.014343 , 0.015984 , 0.014671 , 0.027504 , 0.032062 , 0.021886 , 0.025733 , 0.012312 , 0.014616 , 0.006398 , 0.01637 , 0.010611 , 0.007379 , 0.014328 , 0.006848 , 0.007916 , 0.010028 , 0.012277 , 0.008006 , 0.01113 , 0.009116 , 0.008926 , 0.007206 , 0.005633 , 0.014224 , 0.013819 , 0.018379 , 0.013198 , 0.007381 , 0.004727 , 0.003193 , 0.005852 , 0.006403 , 0.007595 , 0.008797 , 0.00581 , 0.007407 , 0.006488 , 0.012379 , 0.006497 , 0.00714 , 0.006747 , 0.005542 , 0.007879 , 0.005586 , 0.008553 , 0.009689 , 0.008966 , 0.022402 , 0.013717 , 0.018054 , 0.023019 , 0.006085 , 0.006911 , 0.00372 , 0.004813 , 0.008438 , 0.004269 , 0.009692 , 0.005716 , 0.008219 , 0.007366 , 0.008249 , 0.02225 , 0.004957 , 0.008324 , 0.009212 , 0.008296 
 353 , 0.007364 , 0.006883 , 0.005548 , 0.01046 , 0.009565 , 0.010544 , 0.014202 , 0.012363 , 0.020442 , 0.014887 , 0.014753 , 0.038277 , 0.01637 , 0.01636 , 0.014656 , 0.026302 , 0.033768 , 0.021506 , 0.02588 , 0.012078 , 0.015079 , 0.006706 , 0.01629 , 0.010512 , 0.007629 , 0.014391 , 0.007132 , 0.008385 , 0.010526 , 0.011583 , 0.008435 , 0.011872 , 0.00964 , 0.00951 , 0.007366 , 0.005989 , 0.014135 , 0.014079 , 0.018556 , 0.01312 , 0.007392 , 0.00484 , 0.003448 , 0.006059 , 0.006609 , 0.008135 , 0.009116 , 0.005893 , 0.007604 , 0.006865 , 0.013124 , 0.007148 , 0.007319 , 0.006834 , 0.00559 , 0.008039 , 0.005786 , 0.008761 , 0.010061 , 0.009121 , 0.022223 , 0.014398 , 0.018951 , 0.022073 , 0.006479 , 0.007063 , 0.00392 , 0.005053 , 0.00921 , 0.00464 , 0.010087 , 0.006105 , 0.008399 , 0.007785 , 0.00863 , 0.022565 , 0.005164 , 0.00846 , 0.009215 , 0.008389 
 354 , 0.00762 , 0.00656 , 0.00592 , 0.010381 , 0.010054 , 0.010768 , 0.014193 , 0.01437 , 0.020674 , 0.014749 , 0.015001 , 0.036706 , 0.018503 , 0.01668 , 0.014628 , 0.025238 , 0.035397 , 0.021159 , 0.025973 , 0.011872 , 0.015475 , 0.006965 , 0.0162 , 0.010417 , 0.007851 , 0.014425 , 0.007368 , 0.008786 , 0.010979 , 0.011055 , 0.008813 , 0.012531 , 0.010129 , 0.010057 , 0.007494 , 0.006315 , 0.014038 , 0.014296 , 0.018688 , 0.013033 , 0.007393 , 0.004934 , 0.003685 , 0.006243 , 0.006788 , 0.008657 , 0.009398 , 0.005959 , 0.007773 , 0.007206 , 0.013827 , 0.007802 , 0.007471 , 0.006902 , 0.005624 , 0.008172 , 0.005961 , 0.008937 , 0.010394 , 0.009247 , 0.022031 , 0.015011 , 0.01977 , 0.021263 , 0.006822 , 0.007188 , 0.004088 , 0.005259 , 0.00996 , 0.004978 , 0.010441 , 0.006454 , 0.008545 , 0.008177 , 0.008964 , 0.022816 , 0.005341 , 0.008571 , 0.009205 , 0.008459 
 355 , 0.007838 , 0.00627 , 0.006255 , 0.010299 , 0.010476 , 0.010963 , 0.014169 , 0.016541 , 0.020856 , 0.014623 , 0.015209 , 0.035375 , 0.020748 , 0.016951 , 0.014589 , 0.024288 , 0.036955 , 0.020837 , 0.02602 , 0.011687 , 0.015812 , 0.007184 , 0.016101 , 0.010325 , 0.008048 , 0.014436 , 0.007564 , 0.009131 , 0.011391 , 0.010637 , 0.009145 , 0.013116 , 0.010585 , 0.010569 , 0.007596 , 0.006611 , 0.013936 , 0.014476 , 0.018781 , 0.012939 , 0.007384 , 0.005011 , 0.003906 , 0.006407 , 0.006943 , 0.009163 , 0.009648 , 0.00601 , 0.00792 , 0.007516 , 0.014494 , 0.008458 , 0.007598 , 0.006954 , 0.005648 , 0.008283 , 0.006116 , 0.009087 , 0.010692 , 0.009348 , 0.02183 , 0.015562 , 0.02052 , 0.020559 , 0.007123 , 0.007291 , 0.00423 , 0.005436 , 0.010687 , 0.005286 , 0.010758 , 0.006766 , 0.008663 , 0.008544 , 0.009255 , 0.023014 , 0.005493 , 0.00866 , 0.009186 , 0.008511 
 356 , 0.007706 , 0.007082 , 0.006245 , 0.010591 , 0.010486 , 0.011136 , 0.015046 , 0.01612 , 0.019562 , 0.015227 , 0.015264 , 0.035123 , 0.020007 , 0.016773 , 0.014913 , 0.024107 , 0.035255 , 0.021668 , 0.026522 , 0.011789 , 0.01567 , 0.007148 , 0.016669 , 0.010638 , 0.008446 , 0.014989 , 0.007582 , 0.009057 , 0.011904 , 0.010681 , 0.009448 , 0.012248 , 0.010567 , 0.010427 , 0.007977 , 0.006887 , 0.014624 , 0.015361 , 0.01925 , 0.013778 , 0.00767 , 0.00551 , 0.004187 , 0.006744 , 0.007289 , 0.009302 , 0.010381 , 0.006399 , 0.00833 , 0.007742 , 0.0147 , 0.008553 , 0.007871 , 0.007101 , 0.006084 , 0.008438 , 0.006622 , 0.009661 , 0.011062 , 0.009825 , 0.022003 , 0.01538 , 0.020138 , 0.021716 , 0.007 , 0.007475 , 0.004215 , 0.005641 , 0.010698 , 0.005529 , 0.011259 , 0.006967 , 0.009118 , 0.008925 , 0.009335 , 0.024267 , 0.006063 , 0.00947 , 0.009805 , 0.009191 
 357 , 0.007579 , 0.007934 , 0.006214 , 0.010883 , 0.010486 , 0.011303 , 0.015931 , 0.015692 , 0.01848 , 0.015835 , 0.015318 , 0.034956 , 0.019277 , 0.0166 , 0.015233 , 0.023983 , 0.033791 , 0.022517 , 0.027013 , 0.011906 , 0.015539 , 0.00713 , 0.017238 , 0.01095 , 0.008825 , 0.015538 , 0.007602 , 0.008977 , 0.012392 , 0.010755 , 0.009735 , 0.011455 , 0.010535 , 0.010278 , 0.008356 , 0.007147 , 0.01533 , 0.016272 , 0.019706 , 0.014652 , 0.007957 , 0.006033 , 0.004463 , 0.007076 , 0.007631 , 0.009413 , 0.01114 , 0.006786 , 0.008738 , 0.007951 , 0.01487 , 0.008619 , 0.008138 , 0.007243 , 0.006535 , 0.008586 , 0.007125 , 0.010237 , 0.011412 , 0.010308 , 0.022191 , 0.01519 , 0.019785 , 0.022966 , 0.006871 , 0.007652 , 0.004199 , 0.005836 , 0.010691 , 0.005752 , 0.011749 , 0.00715 , 0.009579 , 0.009288 , 0.009403 , 0.025539 , 0.006651 , 0.010336 , 0.010455 , 0.009909 
 358 , 0.007472 , 0.008767 , 0.006179 , 0.011157 , 0.010495 , 0.011465 , 0.016777 , 0.015362 , 0.017609 , 0.016412 , 0.015376 , 0.034816 , 0.018678 , 0.016449 , 0.015533 , 0.023876 , 0.032624 , 0.023326 , 0.027473 , 0.012022 , 0.015434 , 0.007131 , 0.017776 , 0.011241 , 0.009177 , 0.016056 , 0.007628 , 0.008909 , 0.01285 , 0.010832 , 0.010005 , 0.010781 , 0.01051 , 0.010151 , 0.008719 , 0.007392 , 0.016013 , 0.017168 , 0.020133 , 0.015511 , 0.008231 , 0.006555 , 0.004731 , 0.007395 , 0.007959 , 0.009516 , 0.011898 , 0.007155 , 0.009129 , 0.008146 , 0.015029 , 0.008685 , 0.008391 , 0.007375 , 0.006978 , 0.008725 , 0.007605 , 0.010793 , 0.01174 , 0.010776 , 0.022372 , 0.015023 , 0.019499 , 0.024214 , 0.006755 , 0.007819 , 0.004188 , 0.006021 , 0.010698 , 0.00596 , 0.012219 , 0.007322 , 0.010028 , 0.009631 , 0.009468 , 0.026774 , 0.007232 , 0.01122 , 0.011104 , 0.010631 
