  time  ,:54:32 A,:54:39 A,:54:47 A,:54:55 A,:55:04 A,:55:21 A,:55:37 A,:55:44 A,:55:52 A,:56:00 A,:56:34 A,:56:43 A,:56:51 A,:57:00 A,:57:08 A,:57:33 A,:57:41 A,:57:50 A,:57:57 A,:58:04 A,:58:57 A,:59:10 A,:59:18 A,:59:26 A,:59:33 A,:00:17 A,:00:28 A,:00:35 A,:00:46 A,:00:54 A,:01:48 A,:02:00 A,:02:10 A,:02:18 A,:02:27 A,:02:48 A,:02:57 A,:03:06 A,:03:17 A,:03:27 A,:04:13 A,:04:23 A,:04:30 A,:04:38 A,:04:46 A,:05:06 A,:05:15 A,:05:25 A,:05:34 A,:05:44 A,:06:22 A,:06:32 A,:06:42 A,:06:53 A,:07:05 A,:07:32 A,:07:42 A,:07:54 A,:08:03 A,:08:13 A,:09:01 A,:09:09 A,:09:17 A,:09:25 A,:09:33 A,:09:58 A,:10:34 A,:10:41 A,:10:48 A,:10:56 A,:12:44 A,:12:51 A,:12:58 A,:13:13 A,:13:22 A,:13:41 A,:13:48 A,:13:54 A,:14:03 A,:14:16 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 995 , 0.089054 , 0.280549 , 0.308728 , 0.242741 , 0.282629 , 0.243644 , 0.352942 , 0.244415 , 0.28882 , 0.289326 , 0.138189 , 0.339424 , 0.348125 , 0.220667 , 0.071811 , 0.146665 , 0.132004 , 0.237599 , 0.303927 , 0.227434 , 0.317234 , 0.407967 , 0.249879 , 0.312668 , 0.36844 , 0.252109 , 0.326101 , 0.230251 , 0.419912 , 0.245553 , 0.246992 , 0.342737 , 0.337198 , 0.431239 , 0.357022 , 0.153843 , 0.25867 , 0.29916 , 0.197771 , 0.324347 , 0.291667 , 0.299957 , 0.306894 , 0.243593 , 0.360456 , 0.259984 , 0.370465 , 0.400775 , 0.328803 , 0.288223 , 0.270394 , 0.198984 , 0.287556 , 0.337509 , 0.412178 , 0.337108 , 0.225594 , 0.25229 , 0.187405 , 0.366871 , 0.271071 , 0.292133 , 0.292027 , 0.267312 , 0.379728 , 0.437715 , 0.281487 , 0.328527 , 0.321244 , 0.299195 , 0.366851 , 0.250731 , 0.250982 , 0.256194 , 0.251167 , 0.140686 , 0.16689 , 0.131834 , 0.154094 , 0.247252 
 996 , 0.08926 , 0.280231 , 0.309428 , 0.243291 , 0.281967 , 0.243071 , 0.351288 , 0.243576 , 0.288769 , 0.288484 , 0.137876 , 0.339547 , 0.348355 , 0.220259 , 0.071723 , 0.146269 , 0.13164 , 0.23774 , 0.303538 , 0.227175 , 0.317226 , 0.407722 , 0.248671 , 0.312241 , 0.368039 , 0.251974 , 0.325984 , 0.230013 , 0.418897 , 0.245368 , 0.246629 , 0.342895 , 0.337205 , 0.431109 , 0.357214 , 0.15308 , 0.258065 , 0.299249 , 0.197848 , 0.323982 , 0.291767 , 0.30014 , 0.30631 , 0.24268 , 0.359856 , 0.259321 , 0.370586 , 0.40097 , 0.328211 , 0.287628 , 0.269556 , 0.198748 , 0.287423 , 0.336404 , 0.411415 , 0.336419 , 0.225068 , 0.252274 , 0.187198 , 0.366513 , 0.270386 , 0.290345 , 0.291922 , 0.266733 , 0.378454 , 0.43731 , 0.281077 , 0.327551 , 0.3211 , 0.299284 , 0.366758 , 0.250127 , 0.249777 , 0.255898 , 0.251243 , 0.140128 , 0.166828 , 0.13137 , 0.153711 , 0.246824 
 997 , 0.089759 , 0.279933 , 0.310093 , 0.243894 , 0.282132 , 0.2426 , 0.350554 , 0.244194 , 0.289006 , 0.288856 , 0.137494 , 0.339103 , 0.34969 , 0.21927 , 0.071649 , 0.145872 , 0.131484 , 0.237544 , 0.303219 , 0.226738 , 0.317047 , 0.40811 , 0.248385 , 0.312241 , 0.367839 , 0.251812 , 0.326229 , 0.230066 , 0.418991 , 0.245158 , 0.246397 , 0.34279 , 0.338124 , 0.43212 , 0.357413 , 0.152266 , 0.257827 , 0.299092 , 0.197868 , 0.324321 , 0.291644 , 0.300551 , 0.305642 , 0.24216 , 0.359167 , 0.259036 , 0.370857 , 0.401006 , 0.327348 , 0.287097 , 0.268953 , 0.198852 , 0.287307 , 0.336386 , 0.411407 , 0.335846 , 0.224785 , 0.252447 , 0.186727 , 0.366685 , 0.269957 , 0.2896 , 0.291524 , 0.266555 , 0.37815 , 0.437435 , 0.280493 , 0.326229 , 0.320909 , 0.299157 , 0.3667 , 0.249844 , 0.24906 , 0.255879 , 0.251892 , 0.139937 , 0.166779 , 0.130999 , 0.153066 , 0.246317 
 998 , 0.090351 , 0.279617 , 0.310735 , 0.244526 , 0.282584 , 0.242153 , 0.350114 , 0.245299 , 0.289325 , 0.289634 , 0.137074 , 0.338462 , 0.351415 , 0.218081 , 0.071568 , 0.145465 , 0.13139 , 0.237232 , 0.302917 , 0.226238 , 0.316818 , 0.408719 , 0.24839 , 0.31238 , 0.367689 , 0.251631 , 0.3266 , 0.230207 , 0.419444 , 0.24493 , 0.246197 , 0.34259 , 0.339359 , 0.433529 , 0.357603 , 0.151419 , 0.257709 , 0.298858 , 0.197863 , 0.32488 , 0.291444 , 0.301047 , 0.304931 , 0.241759 , 0.358425 , 0.258861 , 0.37117 , 0.400986 , 0.326376 , 0.286578 , 0.268404 , 0.199059 , 0.287186 , 0.336707 , 0.411636 , 0.335301 , 0.224567 , 0.252673 , 0.186166 , 0.367016 , 0.269586 , 0.289185 , 0.291015 , 0.266509 , 0.378155 , 0.437732 , 0.279837 , 0.3248 , 0.320687 , 0.298958 , 0.366637 , 0.249657 , 0.24848 , 0.255944 , 0.252733 , 0.139851 , 0.166715 , 0.130647 , 0.152316 , 0.245778 
 999 , 0.090394 , 0.278362 , 0.311308 , 0.244271 , 0.282434 , 0.242085 , 0.349943 , 0.246267 , 0.289493 , 0.29014 , 0.136284 , 0.338006 , 0.352836 , 0.216577 , 0.071064 , 0.145264 , 0.131171 , 0.236445 , 0.302367 , 0.225817 , 0.316913 , 0.408945 , 0.248492 , 0.312323 , 0.367352 , 0.251036 , 0.326904 , 0.230083 , 0.420071 , 0.244256 , 0.245799 , 0.341804 , 0.339907 , 0.434269 , 0.35764 , 0.150471 , 0.257961 , 0.298409 , 0.197525 , 0.325456 , 0.290927 , 0.300774 , 0.30388 , 0.241398 , 0.357699 , 0.258419 , 0.370867 , 0.400572 , 0.3255 , 0.286053 , 0.268271 , 0.198914 , 0.287054 , 0.337717 , 0.412096 , 0.334924 , 0.224423 , 0.252759 , 0.185493 , 0.366954 , 0.269839 , 0.289329 , 0.290643 , 0.266255 , 0.378125 , 0.437336 , 0.2787 , 0.324022 , 0.320502 , 0.298484 , 0.366745 , 0.249558 , 0.24792 , 0.255726 , 0.253087 , 0.139659 , 0.166531 , 0.130245 , 0.151537 , 0.245789 
 1000 , 0.090149 , 0.276801 , 0.311982 , 0.243624 , 0.281484 , 0.242336 , 0.349718 , 0.246533 , 0.289549 , 0.289862 , 0.135308 , 0.338089 , 0.353372 , 0.215454 , 0.070431 , 0.145237 , 0.130933 , 0.23551 , 0.30172 , 0.225293 , 0.317113 , 0.408723 , 0.248163 , 0.311962 , 0.367268 , 0.2505 , 0.327071 , 0.229971 , 0.420636 , 0.243395 , 0.245245 , 0.341166 , 0.339839 , 0.434254 , 0.357663 , 0.149612 , 0.258206 , 0.297668 , 0.197028 , 0.325883 , 0.290439 , 0.299835 , 0.302709 , 0.241153 , 0.3573 , 0.25766 , 0.370087 , 0.400172 , 0.325192 , 0.285889 , 0.268503 , 0.198276 , 0.286869 , 0.338829 , 0.412412 , 0.334971 , 0.224497 , 0.252474 , 0.184852 , 0.366816 , 0.270253 , 0.289499 , 0.290295 , 0.265759 , 0.377615 , 0.436804 , 0.277785 , 0.323879 , 0.32023 , 0.298051 , 0.366856 , 0.24963 , 0.247457 , 0.255094 , 0.253041 , 0.139395 , 0.166382 , 0.12973 , 0.150905 , 0.24617 
 1001 , 0.089907 , 0.275447 , 0.312847 , 0.243071 , 0.279955 , 0.242743 , 0.34926 , 0.246055 , 0.289564 , 0.288819 , 0.134314 , 0.338718 , 0.353074 , 0.214951 , 0.069921 , 0.145278 , 0.130744 , 0.234699 , 0.301109 , 0.224574 , 0.317222 , 0.408212 , 0.247257 , 0.311368 , 0.367598 , 0.250296 , 0.327119 , 0.230051 , 0.421008 , 0.242579 , 0.244625 , 0.341077 , 0.339483 , 0.43376 , 0.357766 , 0.148908 , 0.258206 , 0.296709 , 0.196558 , 0.326121 , 0.29017 , 0.298581 , 0.30159 , 0.24101 , 0.35728 , 0.256672 , 0.369133 , 0.400028 , 0.32548 , 0.286147 , 0.268902 , 0.197278 , 0.286629 , 0.339642 , 0.412418 , 0.335411 , 0.224788 , 0.25184 , 0.184303 , 0.366833 , 0.270486 , 0.289345 , 0.289882 , 0.265108 , 0.376556 , 0.436545 , 0.277413 , 0.32406 , 0.319819 , 0.297836 , 0.366873 , 0.249854 , 0.247088 , 0.254144 , 0.252823 , 0.139121 , 0.166362 , 0.129096 , 0.150453 , 0.246646 
 1002 , 0.08975 , 0.274689 , 0.313933 , 0.242206 , 0.27856 , 0.242682 , 0.34885 , 0.24523 , 0.289604 , 0.288197 , 0.133738 , 0.339496 , 0.352369 , 0.215156 , 0.069224 , 0.14507 , 0.130719 , 0.233982 , 0.300718 , 0.22391 , 0.317438 , 0.407812 , 0.246395 , 0.31085 , 0.367998 , 0.250221 , 0.327173 , 0.230037 , 0.421211 , 0.241859 , 0.244085 , 0.341117 , 0.339099 , 0.433688 , 0.357539 , 0.148446 , 0.25788 , 0.295766 , 0.195908 , 0.326167 , 0.289768 , 0.297585 , 0.300589 , 0.241096 , 0.357455 , 0.255694 , 0.368325 , 0.399936 , 0.325864 , 0.286452 , 0.269182 , 0.196097 , 0.28608 , 0.340225 , 0.412348 , 0.335778 , 0.224926 , 0.251084 , 0.183962 , 0.366913 , 0.270347 , 0.289049 , 0.28951 , 0.264408 , 0.375716 , 0.436612 , 0.2774 , 0.324045 , 0.319301 , 0.29763 , 0.366779 , 0.250301 , 0.247108 , 0.253136 , 0.252556 , 0.13873 , 0.166102 , 0.128628 , 0.150012 , 0.247004 
 1003 , 0.089669 , 0.275153 , 0.315199 , 0.240713 , 0.277565 , 0.241692 , 0.348437 , 0.243832 , 0.289643 , 0.288348 , 0.133928 , 0.340191 , 0.351048 , 0.216373 , 0.068168 , 0.144389 , 0.130932 , 0.23349 , 0.300565 , 0.223384 , 0.317666 , 0.407701 , 0.245642 , 0.310467 , 0.368446 , 0.2502 , 0.327059 , 0.229668 , 0.420886 , 0.24141 , 0.243654 , 0.341184 , 0.33852 , 0.434329 , 0.356743 , 0.148349 , 0.256988 , 0.295013 , 0.194922 , 0.32567 , 0.289154 , 0.297148 , 0.299685 , 0.241435 , 0.35788 , 0.254848 , 0.367684 , 0.39981 , 0.326081 , 0.286613 , 0.269165 , 0.194595 , 0.284907 , 0.340369 , 0.412116 , 0.335825 , 0.224684 , 0.250156 , 0.183976 , 0.366834 , 0.269516 , 0.288422 , 0.289287 , 0.263668 , 0.375362 , 0.437152 , 0.277812 , 0.32346 , 0.318551 , 0.297311 , 0.366458 , 0.251006 , 0.247713 , 0.252153 , 0.252143 , 0.138021 , 0.165352 , 0.128455 , 0.149476 , 0.247105 
 1004 , 0.089185 , 0.276063 , 0.315665 , 0.238596 , 0.277079 , 0.240257 , 0.347493 , 0.242515 , 0.289446 , 0.2885 , 0.134007 , 0.339212 , 0.350062 , 0.216232 , 0.066851 , 0.143525 , 0.130724 , 0.233105 , 0.299537 , 0.222921 , 0.31706 , 0.407842 , 0.244851 , 0.309923 , 0.368586 , 0.249253 , 0.325992 , 0.22824 , 0.419505 , 0.241219 , 0.24287 , 0.340257 , 0.337073 , 0.434707 , 0.35607 , 0.147765 , 0.256149 , 0.294869 , 0.193691 , 0.324134 , 0.288569 , 0.296929 , 0.297905 , 0.240967 , 0.357712 , 0.25436 , 0.366264 , 0.39894 , 0.324715 , 0.28573 , 0.268798 , 0.192941 , 0.283314 , 0.340583 , 0.411687 , 0.334993 , 0.223828 , 0.249278 , 0.183837 , 0.365342 , 0.268527 , 0.287337 , 0.289353 , 0.262937 , 0.375295 , 0.437098 , 0.276966 , 0.321807 , 0.317499 , 0.296328 , 0.365963 , 0.251121 , 0.247627 , 0.251595 , 0.251388 , 0.136674 , 0.164238 , 0.128195 , 0.148233 , 0.24705 
 1005 , 0.088579 , 0.276998 , 0.316037 , 0.236563 , 0.27656 , 0.238783 , 0.346548 , 0.241181 , 0.289133 , 0.288568 , 0.133996 , 0.338255 , 0.349113 , 0.21605 , 0.065482 , 0.142604 , 0.130404 , 0.232721 , 0.298488 , 0.222432 , 0.316411 , 0.407997 , 0.244001 , 0.30938 , 0.368731 , 0.248221 , 0.324881 , 0.226756 , 0.418073 , 0.241053 , 0.242095 , 0.339326 , 0.335597 , 0.435014 , 0.355406 , 0.147144 , 0.255311 , 0.294768 , 0.192457 , 0.322542 , 0.287983 , 0.296709 , 0.296095 , 0.240483 , 0.357475 , 0.253901 , 0.364771 , 0.398008 , 0.323235 , 0.284829 , 0.268429 , 0.191347 , 0.281734 , 0.340613 , 0.41121 , 0.334093 , 0.222909 , 0.248369 , 0.183668 , 0.363729 , 0.267506 , 0.286166 , 0.289374 , 0.262209 , 0.375197 , 0.436999 , 0.276054 , 0.320194 , 0.316416 , 0.295363 , 0.36541 , 0.251179 , 0.24748 , 0.251012 , 0.250526 , 0.135298 , 0.163072 , 0.127899 , 0.146957 , 0.246846 
 1006 , 0.086807 , 0.277649 , 0.315149 , 0.23658 , 0.275908 , 0.237591 , 0.346143 , 0.240354 , 0.287626 , 0.287666 , 0.133014 , 0.338023 , 0.349233 , 0.215505 , 0.064192 , 0.141437 , 0.128927 , 0.232537 , 0.297814 , 0.221972 , 0.315682 , 0.40818 , 0.242925 , 0.309171 , 0.36888 , 0.24666 , 0.323827 , 0.225336 , 0.416852 , 0.241199 , 0.241801 , 0.33884 , 0.334538 , 0.434299 , 0.355187 , 0.146429 , 0.25498 , 0.295262 , 0.191849 , 0.321045 , 0.287754 , 0.296597 , 0.294813 , 0.240021 , 0.3566 , 0.254032 , 0.363243 , 0.396877 , 0.321167 , 0.284136 , 0.268248 , 0.191238 , 0.2811 , 0.338365 , 0.410453 , 0.332836 , 0.22163 , 0.247633 , 0.183255 , 0.361493 , 0.266645 , 0.284635 , 0.288951 , 0.261888 , 0.374756 , 0.436519 , 0.27495 , 0.31995 , 0.315501 , 0.295155 , 0.3645 , 0.250576 , 0.246787 , 0.250556 , 0.24883 , 0.134217 , 0.161891 , 0.127314 , 0.145886 , 0.244924 
 1007 , 0.085338 , 0.277627 , 0.314718 , 0.236788 , 0.275479 , 0.237395 , 0.346837 , 0.240385 , 0.287516 , 0.287717 , 0.132646 , 0.339375 , 0.349122 , 0.215953 , 0.063015 , 0.140773 , 0.128129 , 0.232683 , 0.298482 , 0.222118 , 0.31666 , 0.408575 , 0.242225 , 0.310035 , 0.36891 , 0.246399 , 0.324744 , 0.224996 , 0.418381 , 0.24198 , 0.242332 , 0.33916 , 0.334496 , 0.433966 , 0.355195 , 0.146092 , 0.255652 , 0.294974 , 0.192416 , 0.321715 , 0.287649 , 0.297205 , 0.295316 , 0.240869 , 0.356805 , 0.254198 , 0.364247 , 0.39618 , 0.320937 , 0.284473 , 0.267929 , 0.192279 , 0.281796 , 0.337075 , 0.411335 , 0.332769 , 0.221174 , 0.248302 , 0.183506 , 0.361742 , 0.267043 , 0.284409 , 0.289704 , 0.262204 , 0.375046 , 0.437562 , 0.275391 , 0.320467 , 0.315956 , 0.296133 , 0.365754 , 0.250807 , 0.247089 , 0.250641 , 0.248082 , 0.134079 , 0.161565 , 0.127239 , 0.145901 , 0.24357 
 1008 , 0.083856 , 0.277495 , 0.314344 , 0.237042 , 0.275058 , 0.237346 , 0.347746 , 0.240553 , 0.287624 , 0.287928 , 0.132359 , 0.341044 , 0.348967 , 0.216578 , 0.061799 , 0.140155 , 0.127398 , 0.23289 , 0.2994 , 0.222364 , 0.317957 , 0.409021 , 0.241553 , 0.311113 , 0.368921 , 0.246333 , 0.326032 , 0.22482 , 0.420429 , 0.242901 , 0.243024 , 0.339618 , 0.334622 , 0.433677 , 0.355238 , 0.145798 , 0.256511 , 0.294556 , 0.193202 , 0.322767 , 0.28756 , 0.297959 , 0.29613 , 0.241975 , 0.357189 , 0.254374 , 0.365715 , 0.395523 , 0.320992 , 0.284991 , 0.267572 , 0.19356 , 0.282741 , 0.335867 , 0.412521 , 0.332896 , 0.220824 , 0.249231 , 0.183882 , 0.362401 , 0.267665 , 0.284378 , 0.290683 , 0.262635 , 0.375466 , 0.438903 , 0.276098 , 0.321129 , 0.316648 , 0.297341 , 0.367416 , 0.251182 , 0.247564 , 0.250814 , 0.247451 , 0.134085 , 0.161354 , 0.127246 , 0.146097 , 0.242239 
 1009 , 0.082234 , 0.277468 , 0.313786 , 0.236863 , 0.276104 , 0.237545 , 0.349054 , 0.240728 , 0.287218 , 0.288066 , 0.131838 , 0.341869 , 0.349343 , 0.216279 , 0.061674 , 0.140436 , 0.126546 , 0.232675 , 0.299822 , 0.222684 , 0.318401 , 0.40986 , 0.241518 , 0.312334 , 0.368981 , 0.246447 , 0.32719 , 0.224102 , 0.422783 , 0.243656 , 0.24344 , 0.340059 , 0.334159 , 0.433593 , 0.356004 , 0.145345 , 0.257977 , 0.293363 , 0.193797 , 0.324188 , 0.287723 , 0.299092 , 0.297375 , 0.241998 , 0.357573 , 0.254024 , 0.367333 , 0.395446 , 0.321638 , 0.285619 , 0.267168 , 0.194371 , 0.283819 , 0.336675 , 0.413906 , 0.333458 , 0.220978 , 0.25063 , 0.184243 , 0.364273 , 0.268694 , 0.285261 , 0.29198 , 0.263284 , 0.376279 , 0.440435 , 0.276379 , 0.321088 , 0.317979 , 0.29765 , 0.369648 , 0.251449 , 0.248134 , 0.25118 , 0.247722 , 0.134173 , 0.161579 , 0.127277 , 0.146277 , 0.242342 
 1010 , 0.080309 , 0.277416 , 0.312819 , 0.236774 , 0.276535 , 0.237034 , 0.349128 , 0.239668 , 0.285493 , 0.287182 , 0.130682 , 0.341849 , 0.349691 , 0.215426 , 0.061721 , 0.140404 , 0.125003 , 0.231708 , 0.299367 , 0.222406 , 0.31815 , 0.409581 , 0.241528 , 0.312951 , 0.368386 , 0.245669 , 0.326663 , 0.222646 , 0.423268 , 0.243344 , 0.242815 , 0.339699 , 0.333017 , 0.433162 , 0.356481 , 0.144756 , 0.258338 , 0.291945 , 0.193294 , 0.324142 , 0.287632 , 0.299778 , 0.297678 , 0.240558 , 0.356696 , 0.253507 , 0.367535 , 0.395453 , 0.321464 , 0.285586 , 0.267126 , 0.194488 , 0.283775 , 0.336777 , 0.413478 , 0.333066 , 0.220478 , 0.250937 , 0.183797 , 0.365185 , 0.268844 , 0.285625 , 0.29193 , 0.262994 , 0.376934 , 0.440334 , 0.275908 , 0.321239 , 0.318189 , 0.297031 , 0.370256 , 0.25077 , 0.247544 , 0.250379 , 0.247676 , 0.133737 , 0.161464 , 0.12704 , 0.146146 , 0.242335 
 1011 , 0.078137 , 0.277313 , 0.311546 , 0.236849 , 0.276196 , 0.235912 , 0.34816 , 0.237644 , 0.282836 , 0.28551 , 0.129061 , 0.341363 , 0.349911 , 0.214322 , 0.061669 , 0.139932 , 0.122923 , 0.230243 , 0.298328 , 0.221645 , 0.317533 , 0.408341 , 0.241431 , 0.313093 , 0.367252 , 0.244163 , 0.324856 , 0.220713 , 0.422247 , 0.242231 , 0.241436 , 0.338718 , 0.331458 , 0.432415 , 0.356591 , 0.14408 , 0.257728 , 0.290492 , 0.191984 , 0.322885 , 0.287291 , 0.300045 , 0.297162 , 0.238201 , 0.354835 , 0.252956 , 0.366623 , 0.395396 , 0.320529 , 0.285027 , 0.267364 , 0.19417 , 0.282831 , 0.335903 , 0.4116 , 0.331834 , 0.219357 , 0.250301 , 0.182719 , 0.36511 , 0.268228 , 0.285403 , 0.290775 , 0.261933 , 0.377391 , 0.438929 , 0.274942 , 0.32169 , 0.317396 , 0.295864 , 0.369492 , 0.249369 , 0.246032 , 0.248637 , 0.247203 , 0.132872 , 0.160991 , 0.126592 , 0.145773 , 0.241943 
 1012 , 0.077363 , 0.277563 , 0.311304 , 0.237355 , 0.275268 , 0.234909 , 0.346606 , 0.23627 , 0.281915 , 0.284054 , 0.127972 , 0.340892 , 0.350136 , 0.213251 , 0.061851 , 0.139297 , 0.121782 , 0.229312 , 0.297037 , 0.221012 , 0.317047 , 0.40693 , 0.241245 , 0.312772 , 0.366046 , 0.243151 , 0.323363 , 0.219047 , 0.420808 , 0.240875 , 0.239888 , 0.337669 , 0.330302 , 0.432425 , 0.35617 , 0.143483 , 0.256576 , 0.289204 , 0.19099 , 0.321967 , 0.286622 , 0.299614 , 0.296532 , 0.236042 , 0.353316 , 0.252569 , 0.365711 , 0.395246 , 0.319624 , 0.284472 , 0.267473 , 0.193709 , 0.281326 , 0.334843 , 0.409478 , 0.330477 , 0.218152 , 0.24919 , 0.181698 , 0.364592 , 0.267293 , 0.284939 , 0.289199 , 0.260666 , 0.377371 , 0.437496 , 0.274368 , 0.321817 , 0.316123 , 0.294645 , 0.368516 , 0.248286 , 0.244945 , 0.247153 , 0.246958 , 0.132057 , 0.160823 , 0.126207 , 0.14554 , 0.241673 
 1013 , 0.07812 , 0.278125 , 0.31221 , 0.238296 , 0.274331 , 0.234434 , 0.344965 , 0.236253 , 0.282827 , 0.283288 , 0.127605 , 0.340443 , 0.350821 , 0.212353 , 0.062361 , 0.138575 , 0.121792 , 0.229233 , 0.295597 , 0.220795 , 0.316688 , 0.406104 , 0.240955 , 0.311739 , 0.365028 , 0.243007 , 0.322637 , 0.21801 , 0.419034 , 0.239621 , 0.238655 , 0.337013 , 0.330133 , 0.433027 , 0.355426 , 0.143019 , 0.255176 , 0.288542 , 0.190607 , 0.321812 , 0.285291 , 0.29876 , 0.296082 , 0.234468 , 0.352752 , 0.252236 , 0.364935 , 0.395075 , 0.318949 , 0.284059 , 0.267238 , 0.193057 , 0.279731 , 0.333898 , 0.407404 , 0.329531 , 0.217074 , 0.247811 , 0.180835 , 0.363863 , 0.266335 , 0.284399 , 0.287708 , 0.259775 , 0.376784 , 0.436409 , 0.274472 , 0.321166 , 0.314869 , 0.293535 , 0.367623 , 0.247845 , 0.244841 , 0.246491 , 0.247025 , 0.131375 , 0.160923 , 0.125868 , 0.14528 , 0.241552 
 1014 , 0.079035 , 0.278568 , 0.313268 , 0.239189 , 0.274982 , 0.23501 , 0.344669 , 0.238023 , 0.283713 , 0.283723 , 0.127621 , 0.34001 , 0.352749 , 0.211762 , 0.063099 , 0.138072 , 0.122199 , 0.229894 , 0.294431 , 0.221338 , 0.316285 , 0.407233 , 0.240642 , 0.310085 , 0.364662 , 0.243751 , 0.322985 , 0.217821 , 0.417465 , 0.239301 , 0.238654 , 0.337571 , 0.33142 , 0.433095 , 0.355319 , 0.142629 , 0.254595 , 0.289043 , 0.190899 , 0.322684 , 0.283111 , 0.29875 , 0.296423 , 0.233791 , 0.353711 , 0.251559 , 0.364473 , 0.395106 , 0.318763 , 0.283961 , 0.266441 , 0.192298 , 0.279418 , 0.333737 , 0.406048 , 0.329967 , 0.216494 , 0.246997 , 0.180191 , 0.363783 , 0.266188 , 0.284286 , 0.287542 , 0.260397 , 0.376046 , 0.436292 , 0.275225 , 0.319375 , 0.314998 , 0.292794 , 0.367524 , 0.248177 , 0.246137 , 0.247278 , 0.247249 , 0.130886 , 0.160829 , 0.125478 , 0.144504 , 0.241453 
 1015 , 0.07983 , 0.278403 , 0.313839 , 0.239787 , 0.27531 , 0.235775 , 0.344202 , 0.239612 , 0.284162 , 0.283919 , 0.127502 , 0.339057 , 0.354411 , 0.210956 , 0.063596 , 0.137356 , 0.122391 , 0.23024 , 0.293266 , 0.221675 , 0.315862 , 0.408226 , 0.240244 , 0.308421 , 0.364118 , 0.244208 , 0.323279 , 0.217424 , 0.415691 , 0.238858 , 0.238537 , 0.337758 , 0.332554 , 0.432743 , 0.355189 , 0.142171 , 0.253954 , 0.28956 , 0.191137 , 0.32324 , 0.280894 , 0.298563 , 0.29652 , 0.233114 , 0.35444 , 0.250798 , 0.363802 , 0.394705 , 0.318372 , 0.283695 , 0.265676 , 0.191414 , 0.278982 , 0.333425 , 0.404559 , 0.330346 , 0.216048 , 0.246148 , 0.179382 , 0.363496 , 0.265958 , 0.283783 , 0.28725 , 0.260812 , 0.375183 , 0.435851 , 0.275845 , 0.317501 , 0.314987 , 0.292012 , 0.367173 , 0.24824 , 0.247029 , 0.247904 , 0.24717 , 0.13028 , 0.160434 , 0.124857 , 0.143426 , 0.241168 
 1016 , 0.080029 , 0.275821 , 0.312323 , 0.23909 , 0.274265 , 0.237155 , 0.3431 , 0.240203 , 0.282757 , 0.283116 , 0.126845 , 0.336121 , 0.354678 , 0.209402 , 0.063027 , 0.135862 , 0.121708 , 0.229262 , 0.292264 , 0.221145 , 0.31542 , 0.408504 , 0.239581 , 0.306943 , 0.362951 , 0.243411 , 0.323318 , 0.216265 , 0.413325 , 0.237996 , 0.237962 , 0.336412 , 0.332849 , 0.430741 , 0.354984 , 0.141514 , 0.253185 , 0.290082 , 0.191087 , 0.322424 , 0.278815 , 0.297679 , 0.295642 , 0.232567 , 0.354114 , 0.249817 , 0.362353 , 0.39259 , 0.317174 , 0.282786 , 0.265162 , 0.190134 , 0.278159 , 0.332529 , 0.402749 , 0.330414 , 0.216201 , 0.245282 , 0.178032 , 0.362401 , 0.265434 , 0.281809 , 0.28649 , 0.260306 , 0.373974 , 0.434143 , 0.275801 , 0.31557 , 0.314447 , 0.291165 , 0.365867 , 0.247173 , 0.246108 , 0.247761 , 0.245831 , 0.12931 , 0.158881 , 0.123419 , 0.141286 , 0.240178 
 1017 , 0.080529 , 0.273889 , 0.311051 , 0.238147 , 0.271415 , 0.237734 , 0.342866 , 0.239848 , 0.282997 , 0.281505 , 0.126191 , 0.333879 , 0.353855 , 0.207829 , 0.062065 , 0.134799 , 0.121317 , 0.228072 , 0.292198 , 0.219761 , 0.314356 , 0.407128 , 0.238949 , 0.305938 , 0.362496 , 0.242653 , 0.322919 , 0.214458 , 0.412649 , 0.23701 , 0.236908 , 0.333972 , 0.331279 , 0.431128 , 0.353272 , 0.140626 , 0.253136 , 0.289855 , 0.191037 , 0.32167 , 0.27857 , 0.295274 , 0.294711 , 0.231416 , 0.353515 , 0.249117 , 0.362399 , 0.39037 , 0.316344 , 0.282395 , 0.26499 , 0.189049 , 0.275741 , 0.33263 , 0.40324 , 0.329063 , 0.216363 , 0.245024 , 0.177379 , 0.361972 , 0.26379 , 0.279722 , 0.28429 , 0.258244 , 0.371527 , 0.432926 , 0.274754 , 0.314574 , 0.313471 , 0.289899 , 0.365626 , 0.2457 , 0.245131 , 0.247022 , 0.244339 , 0.128719 , 0.157817 , 0.122143 , 0.13964 , 0.239148 
